CATEG,WKT 
Axe structurant existant,"LINESTRING  ( 288815.20000000 5048788.50000000, 288812.27730000 5048783.11620000, 288808.83550000 5048776.29220000, 288807.11570000 5048772.19120000, 288805.92510000 5048769.28080000, 288804.73440000 5048765.90740000, 288803.60990000 5048762.33550000, 288802.15480000 5048756.91150000, 288798.38440000 5048742.09480000, 288795.01100000 5048728.07180000, 288786.73770000 5048695.21950000, 288785.35370000 5048689.57490000, 288780.98810000 5048671.12020000, 288780.26040000 5048668.67280000, 288778.93750000 5048664.30720000, 288777.41620000 5048659.47850000, 288776.68850000 5048657.16340000, 288775.82870000 5048654.98060000, 288774.77030000 5048652.73160000, 288773.51350000 5048650.48270000, 288772.25680000 5048648.10140000, 288770.47080000 5048645.12480000, 288764.46580000 5048636.24810000, 288758.36610000 5048626.93470000, 288748.44420000 5048611.91960000, 288744.47550000 5048606.42940000, 288742.55720000 5048603.98210000, 288740.09280000 5048601.08930000, 288737.87860000 5048598.53080000, 288735.53950000 5048596.36750000, 288733.82590000 5048594.98620000, 288731.90770000 5048593.72940000, 288725.29310000 5048589.62840000, 288723.77170000 5048588.57010000, 288722.38270000 5048587.18100000, 288720.86130000 5048585.72570000, 288719.53840000 5048584.07210000, 288718.34780000 5048582.28620000, 288714.73930000 5048576.29610000, 288708.74880000 5048565.82660000, 288694.84870000 5048542.53810000, 288693.93990000 5048540.87870000, 288693.08010000 5048539.09280000, 288691.48690000 5048535.53440000, 288687.98500000 5048528.53060000, 288687.12690000 5048526.92200000, 288685.60380000 5048524.60850000, 288684.28260000 5048522.62250000, 288682.24880000 5048520.32660000, 288675.93860000 5048513.40260000, 288672.70710000 5048509.92250000, 288670.59040000 5048507.40890000, 288668.80450000 5048505.02770000, 288667.34930000 5048502.71250000, 288665.82790000 5048499.73600000, 288664.37270000 5048496.62710000, 288661.33000000 5048489.68180000, 288656.69980000 5048479.29690000, 288653.92170000 5048473.07910000, 288652.46640000 5048469.57340000, 288651.01120000 5048465.47240000, 288649.95290000 5048461.43740000, 288649.32450000 5048457.65290000, 288649.09290000 5048454.75680000, 288648.89450000 5048450.85410000, 288648.96070000 5048447.28230000, 288649.22530000 5048444.37180000, 288649.55600000 5048441.59370000, 288650.08510000 5048437.82340000, 288650.87890000 5048434.31760000, 288651.87110000 5048431.53950000, 288653.24660000 5048427.67690000, 288654.45080000 5048424.79260000, 288656.10450000 5048421.48530000, 288658.97240000 5048415.67260000, 288661.26380000 5048410.76970000, 288662.65290000 5048407.92540000, 288663.44670000 5048405.94110000, 288664.17430000 5048404.02280000, 288665.14300000 5048400.68360000, 288666.22480000 5048396.01910000, 288667.25400000 5048390.97740000, 288667.87840000 5048386.95710000, 288668.34150000 5048383.18680000, 288668.41940000 5048382.47020000)"
Axe structurant existant,"LINESTRING  ( 288666.61990000 5048317.80220000, 288666.82010000 5048314.72570000, 288667.28310000 5048312.14600000, 288667.68000000 5048310.09550000, 288668.27530000 5048308.11120000, 288669.77540000 5048303.43070000, 288672.59930000 5048296.55550000, 288677.40470000 5048284.85650000, 288689.64800000 5048257.15250000)"
Axe structurant proposé,"LINESTRING  ( 284992.60550000 5049033.78340000, 284994.31360000 5049035.88380000, 284995.64270000 5049038.26530000, 284997.86450000 5049041.00840000, 285006.30830000 5049050.53430000, 285021.69450000 5049066.08080000, 285042.78470000 5049086.78480000, 285060.00000000 5049104.00000000, 285103.60000000 5049147.40000000, 285125.30000000 5049168.80000000, 285134.70000000 5049178.20000000, 285159.30000000 5049202.80000000, 285197.80000000 5049243.80000000, 285203.80000000 5049250.10000000, 285236.80000000 5049284.60000000, 285249.90000000 5049298.30000000, 285263.50000000 5049312.80000000, 285295.74750000 5049347.34600000)"
Axe structurant existant,"LINESTRING  ( 284662.90290000 5048700.19590000, 284676.11990000 5048693.87470000)"
Axe structurant existant,"LINESTRING  ( 284676.11990000 5048693.87470000, 284683.93760000 5048705.36810000)"
Axe structurant existant,"LINESTRING  ( 284683.93760000 5048705.36810000, 284686.43540000 5048709.04040000)"
Axe structurant proposé,"LINESTRING  ( 285434.83810000 5047759.81490000, 285423.75910000 5047750.55670000)"
Axe structurant proposé,"LINESTRING  ( 284991.51770000 5047325.09720000, 284981.30000000 5047314.40000000, 284971.90000000 5047304.70000000, 284962.50000000 5047295.00000000, 284953.90000000 5047286.20000000, 284945.30000000 5047277.50000000, 284941.30000000 5047273.40000000, 284938.40000000 5047270.50000000, 284931.40000000 5047263.50000000, 284923.60000000 5047255.40000000, 284915.70000000 5047247.30000000, 284907.00000000 5047238.40000000, 284898.30000000 5047229.50000000, 284889.70000000 5047220.50000000, 284881.00000000 5047211.60000000, 284872.50000000 5047202.90000000, 284864.00000000 5047194.10000000, 284856.40000000 5047186.50000000, 284848.90000000 5047178.80000000, 284840.80000000 5047170.30000000, 284832.70000000 5047161.80000000, 284821.10000000 5047150.00000000, 284809.50000000 5047138.20000000, 284802.00000000 5047130.50000000, 284794.60000000 5047122.80000000, 284786.10000000 5047114.10000000, 284777.50000000 5047105.30000000, 284769.40000000 5047097.00000000, 284761.30000000 5047088.80000000, 284754.90000000 5047082.40000000, 284748.50000000 5047076.00000000, 284746.10000000 5047073.50000000, 284743.70000000 5047070.90000000, 284735.70000000 5047062.70000000, 284718.50000000 5047045.00000000, 284715.50000000 5047042.10000000, 284695.30000000 5047021.20000000, 284692.50000000 5047018.30000000, 284684.70000000 5047010.30000000, 284681.20000000 5047006.70000000, 284677.40000000 5047002.80000000, 284674.70000000 5047000.00000000, 284670.30000000 5046995.50000000)"
Axe structurant proposé,"LINESTRING  ( 282150.96900000 5046506.81780000, 282114.31080000 5046552.87660000, 282110.36490000 5046558.97470000, 282106.23970000 5046566.14910000, 282101.21760000 5046575.47570000, 282081.66760000 5046620.31520000)"
Axe structurant proposé,"LINESTRING  ( 282305.56270000 5046302.97900000, 282302.50220000 5046306.23690000, 282298.38040000 5046311.53040000, 282286.74570000 5046326.86440000, 282273.20560000 5046345.01320000, 282248.06780000 5046377.93630000, 282219.77330000 5046416.20580000, 282150.96900000 5046506.81780000)"
Axe structurant existant,"LINESTRING  ( 276659.64770000 5046081.64030000, 276662.33880000 5046083.74280000, 276666.46190000 5046087.52660000, 276667.41570000 5046088.54050000, 276668.81920000 5046089.83830000, 276670.65390000 5046091.27180000, 276679.66220000 5046097.70550000, 276684.35200000 5046100.89950000, 276689.37550000 5046104.35420000, 276695.72940000 5046108.51260000, 276699.00140000 5046110.59900000, 276702.95510000 5046113.01630000, 276707.02470000 5046115.45720000, 276712.84690000 5046118.66290000, 276721.34440000 5046123.08590000, 276727.66210000 5046126.43660000, 276730.86620000 5046127.97240000)"
Axe structurant existant,"LINESTRING  ( 276008.50000000 5046509.60000000, 275992.43870000 5046531.10880000, 275991.54680000 5046532.08750000, 275990.52630000 5046532.80440000, 275989.54390000 5046533.27590000, 275988.42980000 5046533.41270000, 275987.52930000 5046533.44790000, 275986.56890000 5046533.30190000, 275985.45560000 5046532.95580000, 275983.94200000 5046532.17970000, 275979.70990000 5046529.61280000, 275970.75320000 5046524.23580000, 275964.36150000 5046520.38360000, 275962.35480000 5046519.08440000, 275957.67930000 5046515.70010000, 275956.54640000 5046514.73430000, 275955.71890000 5046513.75210000, 275955.09660000 5046512.47360000, 275954.82940000 5046511.52610000, 275954.79420000 5046510.62570000, 275954.91290000 5046509.44250000, 275955.21650000 5046508.53810000, 275955.81730000 5046507.59730000, 275956.67060000 5046506.16440000, 275960.46820000 5046500.95670000, 275960.98560000 5046499.95070000, 275961.49380000 5046498.87040000, 275961.64370000 5046498.24890000, 275961.54330000 5046497.43180000, 275961.28540000 5046496.55870000, 275960.75370000 5046495.60610000, 275959.97580000 5046494.79690000, 275958.90980000 5046494.09840000, 275957.64840000 5046493.65000000, 275954.53140000 5046492.82640000, 275949.35420000 5046491.80340000, 275940.85520000 5046490.13260000, 275934.38410000 5046488.70300000, 275930.56200000 5046487.66430000, 275927.20390000 5046486.71950000, 275923.54580000 5046485.52300000, 275920.75740000 5046484.57040000, 275914.59260000 5046482.33990000, 275905.83030000 5046478.75040000, 275902.11660000 5046477.05760000, 275898.69980000 5046475.32830000, 275894.73190000 5046473.10110000, 275891.69450000 5046471.28540000, 275881.40590000 5046464.97740000, 275874.88960000 5046461.02350000, 275873.11860000 5046460.10990000, 275871.20840000 5046459.28890000, 275869.46480000 5046458.59820000, 275867.74030000 5046458.11040000, 275865.66100000 5046457.70810000, 275863.03120000 5046457.36910000, 275848.64880000 5046455.82660000, 275827.76250000 5046454.77530000, 275820.03490000 5046454.78170000, 275814.98650000 5046455.22560000, 275812.08860000 5046455.53990000, 275809.07500000 5046456.09530000, 275806.06520000 5046456.72960000, 275801.33750000 5046458.13950000, 275798.61700000 5046459.11660000, 275796.38730000 5046459.99350000, 275794.57420000 5046460.77950000, 275789.46510000 5046463.18080000, 275785.35660000 5046465.48010000, 275773.94300000 5046472.05880000, 275772.06180000 5046473.42290000, 275770.98280000 5046474.46020000, 275770.15920000 5046475.42840000, 275769.35380000 5046476.54520000, 275768.53760000 5046477.77420000, 275767.11190000 5046480.28660000, 275765.51690000 5046483.87520000, 275763.44480000 5046489.10590000, 275761.99240000 5046493.51130000, 275760.08740000 5046501.13130000, 275759.21760000 5046505.39340000, 275758.41080000 5046510.23430000, 275757.93250000 5046514.62850000, 275757.47240000 5046517.02220000, 275757.00970000 5046518.47390000, 275756.40010000 5046519.84610000, 275755.88120000 5046520.94980000, 275755.08330000 5046522.32740000, 275753.05290000 5046525.44170000, 275740.14910000 5046543.16130000, 275734.84260000 5046550.29700000, 275732.60910000 5046552.98400000, 275730.44670000 5046555.40780000, 275728.02370000 5046557.80910000, 275725.76690000 5046559.89360000, 275723.23870000 5046561.94760000, 275720.72860000 5046563.76370000, 275717.75420000 5046565.63700000, 275715.58450000 5046566.84940000, 275712.68970000 5046568.32490000, 275709.82800000 5046569.58110000, 275707.32430000 5046570.49900000, 275704.85400000 5046571.13420000, 275702.93190000 5046571.44560000, 275701.21440000 5046571.58120000, 275699.77580000 5046571.53160000, 275697.89670000 5046571.27220000, 275696.38890000 5046570.96730000, 275694.88650000 5046570.39780000, 275693.24070000 5046569.58200000, 275691.29930000 5046568.55530000, 275687.86400000 5046566.32150000, 275685.86640000 5046565.09650000)"
Axe structurant existant,"LINESTRING  ( 275578.92950000 5046561.97730000, 275579.90570000 5046561.77390000, 275582.77170000 5046561.50680000, 275584.89190000 5046561.50170000, 275586.51700000 5046561.61230000, 275588.06640000 5046561.94990000, 275589.80790000 5046562.59520000)"
Axe structurant existant,"LINESTRING  ( 275354.37980000 5046094.71520000, 275354.76420000 5046092.93380000, 275354.78520000 5046091.77780000, 275354.71340000 5046090.67820000, 275354.49710000 5046089.83760000, 275354.17930000 5046088.78340000, 275353.78710000 5046087.73830000, 275353.24630000 5046086.71150000, 275352.73290000 5046085.90740000, 275352.02920000 5046085.08900000, 275350.68640000 5046083.84950000)"
Axe structurant existant,"LINESTRING  ( 276008.50000000 5046509.60000000, 276008.14460000 5046505.53600000, 276008.27230000 5046504.42700000, 276008.66450000 5046503.32330000, 276009.45160000 5046502.05790000, 276012.90090000 5046497.19910000, 276033.61430000 5046468.68070000, 276044.04760000 5046454.26620000, 276076.48080000 5046409.64630000, 276104.41660000 5046370.96790000, 276123.20930000 5046345.02330000, 276142.73710000 5046318.30980000, 276161.79970000 5046292.10590000, 276170.25330000 5046280.51220000)"
Axe structurant existant,"LINESTRING  ( 275663.61830000 5046566.58420000, 275665.13640000 5046566.36010000, 275667.22540000 5046566.17890000, 275682.31680000 5046564.74070000, 275683.96910000 5046564.68860000, 275685.20310000 5046564.91410000, 275685.86640000 5046565.09650000)"
Axe structurant existant,"LINESTRING  ( 275395.44040000 5046541.54820000, 275396.23030000 5046545.55380000, 275396.55160000 5046546.55980000, 275397.03250000 5046547.40550000, 275397.75440000 5046548.37250000, 275398.75180000 5046549.20270000, 275401.47040000 5046550.66140000, 275407.11770000 5046552.60220000, 275415.83490000 5046555.31320000, 275418.98460000 5046556.09520000, 275422.29710000 5046556.66860000, 275425.43450000 5046557.09170000, 275439.13350000 5046558.89690000, 275446.23800000 5046559.86890000, 275450.88740000 5046560.47170000, 275454.74330000 5046560.86540000, 275459.30570000 5046561.22670000, 275471.72810000 5046561.64510000, 275480.52810000 5046561.77390000, 275485.34430000 5046562.00890000, 275488.54610000 5046562.29440000, 275494.67220000 5046563.34010000, 275500.66810000 5046564.58310000, 275503.96190000 5046565.34010000, 275506.64730000 5046565.76640000, 275510.41100000 5046566.28240000, 275514.45340000 5046566.70750000, 275522.99510000 5046567.45150000, 275530.20150000 5046567.93110000, 275534.39220000 5046568.16330000, 275537.64080000 5046568.21680000, 275540.34220000 5046568.11130000, 275543.56350000 5046567.94190000, 275549.70760000 5046567.13830000, 275553.16090000 5046566.47870000, 275564.34820000 5046564.63140000, 275572.16310000 5046563.22410000, 275578.92950000 5046561.97730000)"
Axe structurant existant,"LINESTRING  ( 287837.32350000 5047136.25110000, 287859.14720000 5047151.54810000)"
Axe structurant proposé,"LINESTRING  ( 288968.31920000 5047781.44580000, 288973.40000000 5047783.10000000, 288976.40000000 5047784.20000000, 288979.30000000 5047785.40000000, 288981.80000000 5047786.40000000, 288984.30000000 5047787.50000000, 288992.05930000 5047791.00850000, 288998.90000000 5047794.50000000, 289000.00000000 5047795.00000000, 289002.88880000 5047796.49430000)"
Axe structurant proposé,"LINESTRING  ( 285949.62820000 5048073.21960000, 285896.80000000 5048032.80000000, 285859.40000000 5048004.80000000, 285853.00000000 5048000.00000000, 285847.60000000 5047995.90000000, 285835.90000000 5047987.10000000, 285821.20000000 5047976.00000000, 285806.40000000 5047965.00000000, 285796.90000000 5047958.30000000, 285787.30000000 5047951.70000000, 285780.70000000 5047947.50000000, 285772.00000000 5047942.00000000, 285760.20000000 5047934.70000000, 285748.30000000 5047927.80000000, 285740.30000000 5047923.30000000, 285730.10000000 5047917.70000000, 285719.80000000 5047912.40000000, 285714.90000000 5047909.70000000, 285646.20000000 5047873.80000000, 285587.40000000 5047842.80000000, 285551.40000000 5047824.20000000, 285524.50000000 5047810.00000000, 285516.70000000 5047806.00000000, 285509.00000000 5047802.10000000, 285487.20000000 5047791.90000000, 285485.80000000 5047791.30000000, 285484.40000000 5047790.60000000, 285483.00000000 5047789.90000000, 285481.60000000 5047789.30000000, 285480.20000000 5047788.60000000, 285478.90000000 5047787.90000000, 285477.50000000 5047787.10000000, 285476.10000000 5047786.40000000, 285474.80000000 5047785.60000000, 285473.50000000 5047784.90000000, 285472.10000000 5047784.10000000, 285470.80000000 5047783.30000000, 285458.50000000 5047775.70000000, 285442.70000000 5047765.90000000, 285437.06680000 5047761.67740000, 285434.83810000 5047759.81490000)"
Axe structurant proposé,"LINESTRING  ( 287872.25820000 5047160.73800000, 287875.20000000 5047162.80000000, 287894.00000000 5047176.80000000, 287914.90000000 5047192.30000000, 287938.90000000 5047210.10000000, 287954.80000000 5047222.00000000, 287964.80000000 5047229.40000000, 287994.19770000 5047251.23290000, 288002.85770000 5047257.77460000)"
Axe structurant proposé,"LINESTRING  ( 293913.61030000 5053878.22810000, 293886.90000000 5053887.00000000, 293882.70000000 5053888.70000000, 293878.80000000 5053891.20000000, 293875.51220000 5053894.24400000, 293872.60170000 5053897.28670000, 293870.08830000 5053901.12320000, 293868.10000000 5053904.70000000, 293866.64860000 5053908.13460000, 293865.60000000 5053912.40000000, 293865.30000000 5053915.60000000, 293864.60000000 5053923.40000000, 293864.50000000 5053924.60000000, 293864.00000000 5053928.70000000, 293862.50000000 5053947.50000000, 293861.00000000 5053975.30000000, 293859.50000000 5054000.00000000, 293857.90000000 5054026.50000000, 293856.50000000 5054053.40000000, 293854.90000000 5054080.60000000, 293853.10000000 5054113.60000000, 293851.00000000 5054153.20000000, 293848.10000000 5054199.90000000, 293847.43620000 5054212.41750000, 293845.06770000 5054264.41590000, 293843.60000000 5054286.80000000, 293842.30000000 5054308.20000000, 293840.94990000 5054327.64110000, 293835.27960000 5054401.98170000, 293832.00000000 5054426.80000000, 293828.60000000 5054451.80000000, 293827.97020000 5054457.75060000)"
Axe structurant existant,"LINESTRING  ( 288187.74920000 5046667.63730000, 288173.85780000 5046688.49450000, 288152.85780000 5046720.59450000, 288136.85780000 5046744.89450000, 288129.95780000 5046755.19450000, 288111.65780000 5046782.59450000, 288075.55780000 5046834.89450000, 288041.05780000 5046884.99450000, 288033.45780000 5046896.19450000, 288014.85780000 5046923.69450000, 288001.05780000 5046944.09450000, 287999.65780000 5046946.09450000, 287978.25780000 5046977.69450000, 287975.25780000 5046982.09450000, 287974.75780000 5046982.79450000, 287962.55780000 5047000.79450000, 287953.35780000 5047014.49450000, 287930.35780000 5047047.99450000, 287906.45780000 5047082.99450000, 287882.05780000 5047118.49450000, 287871.25780000 5047134.89450000, 287869.35440000 5047137.89930000)"
Axe structurant existant,"LINESTRING  ( 287868.29660000 5047137.10480000, 287859.14720000 5047151.54810000)"
Axe structurant existant,"LINESTRING  ( 276739.73890000 5046132.89100000, 276740.02050000 5046133.64810000, 276739.98520000 5046134.89640000, 276739.31670000 5046137.12740000, 276737.76420000 5046141.37060000, 276736.33240000 5046146.21170000, 276735.43150000 5046149.62090000, 276734.21950000 5046154.71770000, 276733.30400000 5046159.54250000, 276732.57410000 5046164.34450000, 276732.04130000 5046169.21640000, 276731.56240000 5046173.37500000, 276731.19410000 5046177.28430000, 276730.99530000 5046180.65450000, 276730.92680000 5046185.46960000, 276730.90550000 5046189.90180000, 276731.18880000 5046195.66310000, 276731.87280000 5046201.23400000, 276733.13840000 5046208.85400000, 276733.58780000 5046212.89860000, 276734.73280000 5046219.92070000, 276735.32400000 5046222.81690000, 276736.27360000 5046226.32880000, 276737.65640000 5046230.68290000, 276739.66960000 5046235.94920000, 276741.73490000 5046241.25620000, 276743.72530000 5046246.33680000, 276746.05120000 5046251.84730000, 276748.11820000 5046256.40010000, 276750.32780000 5046260.88490000, 276752.65290000 5046265.31520000, 276755.13190000 5046269.77030000, 276758.20720000 5046274.85900000, 276762.35260000 5046281.37140000, 276776.80200000 5046303.48890000, 276799.09260000 5046337.27260000, 276809.90010000 5046353.52270000, 276812.70500000 5046357.56080000, 276815.13150000 5046360.99870000, 276820.19600000 5046367.52660000, 276823.20990000 5046371.28910000, 276826.70000000 5046375.21020000, 276829.92350000 5046378.81990000, 276833.13560000 5046382.33680000, 276836.97320000 5046386.34230000, 276840.42310000 5046389.87710000, 276844.26730000 5046393.55200000, 276848.07060000 5046397.27890000, 276852.42460000 5046401.26820000, 276856.74430000 5046404.97890000, 276861.05260000 5046408.59680000, 276864.67190000 5046411.59240000, 276869.09920000 5046414.94720000, 276873.78220000 5046418.62620000, 276876.97970000 5046420.87250000, 276881.01120000 5046423.77040000, 276885.89450000 5046427.08210000, 276890.59870000 5046430.08580000, 276895.14650000 5046432.96740000, 276899.72360000 5046435.70400000, 276903.16540000 5046437.63760000, 276906.81580000 5046439.73410000, 276910.49540000 5046441.68560000, 276915.51390000 5046444.17950000, 276919.17080000 5046445.94540000, 276923.92880000 5046448.23570000, 276928.65250000 5046450.24750000, 276933.40550000 5046452.11430000, 276939.93250000 5046454.61160000, 276943.54370000 5046456.00600000, 276947.48560000 5046457.40690000, 276951.07400000 5046458.61570000, 276954.32040000 5046459.72490000, 276959.28840000 5046461.42410000, 276964.40150000 5046463.15240000, 276973.50380000 5046465.89890000, 276980.64650000 5046468.03780000, 276988.30540000 5046470.16040000, 277006.57990000 5046475.45640000, 277030.36810000 5046482.29010000, 277070.54880000 5046493.52660000, 277085.76340000 5046497.96170000, 277089.57620000 5046498.92600000, 277093.07380000 5046499.77840000, 277095.98240000 5046500.43910000, 277098.29270000 5046500.83400000, 277100.63580000 5046501.18710000, 277102.70510000 5046501.46090000, 277105.07160000 5046501.69810000, 277108.13910000 5046501.81160000, 277110.89130000 5046501.81290000, 277114.78110000 5046501.56150000, 277117.31570000 5046501.32560000, 277121.16900000 5046500.77720000, 277148.90070000 5046496.05270000, 277176.33760000 5046491.38320000, 277189.44230000 5046489.18230000)"
Axe structurant existant,"LINESTRING  ( 276730.86620000 5046127.97240000, 276737.04430000 5046131.04330000, 276738.11280000 5046131.62040000, 276739.05360000 5046132.22110000, 276739.73890000 5046132.89100000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 281611.39480000 5043855.93240000, 281603.00730000 5043851.40070000, 281599.10000000 5043849.10000000, 281580.20000000 5043834.30000000, 281575.10120000 5043829.35210000, 281497.46010000 5043747.37130000, 281478.63100000 5043727.66990000, 281471.68520000 5043720.63890000, 281461.30430000 5043709.39810000, 281455.65100000 5043702.86510000, 281448.62740000 5043694.02000000, 281441.17550000 5043684.15030000, 281426.08050000 5043661.88860000, 281413.82590000 5043641.60750000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 291647.85620000 5048925.25530000, 291645.70820000 5048926.41190000, 291642.93010000 5048928.66080000, 291641.30000000 5048930.60000000, 291638.20000000 5048934.90000000, 291624.60000000 5048952.60000000, 291599.90000000 5048984.80000000, 291588.20000000 5049000.00000000, 291554.90000000 5049043.30000000, 291548.10000000 5049052.10000000, 291544.80000000 5049056.40000000, 291529.40000000 5049076.50000000, 291521.04380000 5049087.40650000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 293213.12660000 5053374.04580000, 293226.16680000 5053357.15730000, 293251.83140000 5053323.68730000, 293275.51170000 5053293.12800000, 293286.22730000 5053278.97270000, 293316.10000000 5053240.10000000, 293346.80000000 5053200.20000000, 293385.80000000 5053150.90000000, 293395.10000000 5053139.20000000, 293412.80000000 5053116.50000000, 293428.20000000 5053096.60000000, 293443.80000000 5053076.40000000, 293463.40000000 5053050.80000000, 293476.90000000 5053033.00000000, 293492.10000000 5053013.40000000, 293500.00000000 5053003.10000000, 293502.40000000 5053000.00000000, 293504.90000000 5052996.70000000, 293515.90000000 5052983.20000000, 293530.00000000 5052964.70000000, 293532.40000000 5052961.20000000, 293539.90000000 5052950.10000000, 293545.38720000 5052943.21580000, 293549.88510000 5052938.98250000, 293564.87880000 5052929.73880000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 276919.15270000 5044588.46910000, 276906.81000000 5044581.19330000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 290366.64360000 5056901.52320000, 290371.10000000 5056901.60000000, 290376.35330000 5056901.86710000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 290815.16740000 5052956.70370000, 290815.59380000 5052954.98700000, 290818.10000000 5052944.90000000, 290822.70000000 5052926.40000000, 290823.40000000 5052923.50000000, 290824.20000000 5052920.60000000, 290824.40000000 5052919.80000000, 290824.40000000 5052919.00000000, 290824.30000000 5052917.30000000, 290824.00000000 5052916.00000000, 290823.50000000 5052914.80000000, 290822.60000000 5052913.60000000, 290821.70000000 5052912.50000000, 290819.80000000 5052910.30000000, 290818.70000000 5052908.80000000, 290818.00000000 5052907.60000000, 290817.40000000 5052906.30000000, 290817.10000000 5052905.40000000, 290816.60000000 5052903.20000000, 290816.00000000 5052900.90000000, 290815.60000000 5052899.20000000, 290815.20000000 5052897.60000000, 290814.90000000 5052896.80000000, 290814.50000000 5052896.10000000, 290813.30000000 5052894.90000000, 290812.40000000 5052894.10000000, 290811.16220000 5052893.42110000, 290808.91450000 5052892.45770000, 290808.50550000 5052892.31420000, 290798.67160000 5052888.86390000, 290792.52530000 5052886.56680000, 290786.59710000 5052883.75420000, 290780.93020000 5052880.44670000, 290775.38160000 5052876.48500000, 290770.20470000 5052872.04850000, 290765.44010000 5052867.17200000, 290761.12490000 5052861.89360000, 290757.29290000 5052856.25460000, 290753.68710000 5052850.91960000, 290749.77520000 5052845.80490000, 290745.57060000 5052840.92800000, 290739.78060000 5052835.20510000, 290733.51950000 5052830.00180000, 290726.83380000 5052825.35670000, 290699.08120000 5052807.79710000, 290692.58060000 5052804.36780000, 290688.71100000 5052803.30360000, 290684.72090000 5052802.87240000, 290680.71320000 5052803.08520000, 290676.79120000 5052803.93650000, 290673.05590000 5052805.40450000, 290669.60370000 5052807.45130000, 290669.59350000 5052807.45840000, 290665.86980000 5052809.04150000, 290662.95940000 5052809.83530000, 290659.78440000 5052809.70300000, 290656.34480000 5052808.77690000, 290653.03750000 5052807.58630000, 290650.65620000 5052805.99880000, 290648.53960000 5052803.48530000, 290647.56750000 5052802.30110000, 290645.25550000 5052799.72040000, 290642.60890000 5052797.48430000, 290639.67850000 5052795.63550000, 290621.51100000 5052788.17990000, 290613.30340000 5052784.04140000, 290605.35370000 5052779.42680000, 290597.68950000 5052774.35220000, 290590.33730000 5052768.83520000, 290578.98250000 5052760.29800000, 290556.45160000 5052743.35800000, 290538.90940000 5052730.16880000, 290534.67880000 5052727.05180000, 290530.19690000 5052724.30810000, 290523.42240000 5052720.34860000, 290518.11400000 5052716.41040000, 290499.28360000 5052702.25260000, 290486.76120000 5052692.86810000, 290481.63590000 5052689.31200000, 290474.25060000 5052684.70270000, 290466.61630000 5052680.51880000, 290458.75730000 5052676.77370000, 290448.94430000 5052672.82050000, 290438.93470000 5052669.39540000, 290423.00470000 5052663.39820000, 290407.36630000 5052656.67720000, 290394.52130000 5052650.43760000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 290394.52130000 5052650.43760000, 290391.49640000 5052648.96830000, 290375.40370000 5052640.20050000)"
Axe de desserte locale ou récréative proposé,"LINESTRING  ( 282298.63820000 5050158.98160000, 282294.80000000 5050162.40000000, 282282.00000000 5050173.80000000, 282276.20000000 5050179.60000000, 282270.40000000 5050185.50000000, 282268.60000000 5050187.30000000, 282265.80000000 5050190.60000000, 282263.80000000 5050193.20000000, 282261.00000000 5050197.20000000, 282258.20000000 5050201.20000000, 282255.30000000 5050205.60000000, 282253.10000000 5050208.90000000, 282250.20000000 5050213.90000000, 282248.90000000 5050216.50000000, 282247.70000000 5050219.20000000, 282245.00000000 5050225.60000000, 282240.50000000 5050237.10000000, 282238.92220000 5050242.13180000, 282233.70000000 5050265.50000000, 282230.00000000 5050285.10000000, 282227.00000000 5050313.60000000, 282226.90000000 5050317.40000000, 282227.10000000 5050323.80000000, 282227.30000000 5050327.00000000, 282227.80000000 5050331.80000000, 282228.50000000 5050336.50000000, 282229.80000000 5050344.10000000, 282230.60000000 5050347.80000000, 282231.50000000 5050351.50000000, 282233.40000000 5050358.10000000, 282235.40000000 5050364.70000000, 282236.70000000 5050369.60000000, 282238.10000000 5050374.50000000, 282238.50000000 5050376.80000000, 282239.00000000 5050380.30000000, 282239.30000000 5050383.80000000, 282239.60000000 5050388.30000000, 282239.60000000 5050390.50000000, 282239.50000000 5050393.40000000, 282239.30000000 5050395.30000000, 282238.50000000 5050401.20000000, 282225.50000000 5050468.20000000, 282219.40000000 5050500.00000000, 282209.20000000 5050552.20000000, 282200.50000000 5050598.10000000, 282197.95070000 5050620.04920000)"
