TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286497.21925320 5047012.06857347, 286498.17605821 5047017.23907265, 286499.57827245 5047033.38063102, 286497.67291075 5047049.13215174, 286494.97571042 5047058.65307092, 286491.00002065 5047067.41391673, 286484.20340576 5047078.05494406, 286474.09921493 5047090.70616546, 286459.73889149 5047105.30757514, 286439.33255018 5047121.64915282, 286433.63296173 5047125.05948207, 286431.29043912 5047126.45961724)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286083.27736222 5047100.53711458, 286070.67393073 5047032.18051516, 286070.00581689 5047015.46890175, 286070.70692400 5047007.88816989, 286072.67002394 5046998.91730380, 286075.51569400 5046991.30656903, 286083.78050968 5046977.03519121, 286093.52177447 5046964.72400264, 286100.28539608 5046957.41329683, 286114.94265901 5046944.38203875, 286129.72364673 5046933.62099984, 286139.62162957 5046927.61041955, 286139.76185100 5046927.53041182, 286140.66091778 5046927.16037610)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286474.20644308 5047174.45425084, 286439.05210734 5047161.77302653, 286416.08878713 5047153.47222514, 286387.52485830 5047147.63166127, 286361.38593526 5047146.20152320, 286344.07271360 5047146.96159658, 286331.72498000 5047148.54174913, 286308.62968669 5047153.57223480, 286281.62469016 5047163.18316267, 286257.56434352 5047176.26442559, 286243.31124822 5047185.85535154, 286230.45211883 5047196.11634217, 286204.23071261 5047222.66890567, 286158.82371630 5047280.51449031, 286102.98259640 5047358.38200795, 286045.70626900 5047430.57897813, 286045.61553749 5047430.69898972)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286150.13823635 5046924.78014630, 286163.99541234 5046927.80043790)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285944.55713262 5047400.12603808, 286052.43689733 5047252.20175689, 286066.35181155 5047231.50975920, 286077.70149855 5047210.11769392, 286083.70627481 5047193.23606410, 286087.18706544 5047179.45473360, 286089.52133973 5047162.29307675, 286089.89251409 5047141.22104237, 286087.80568937 5047124.20939999, 286083.27736222 5047100.53711458)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286497.21925320 5047012.06857347, 286503.51272063 5047041.18138414, 286503.66119037 5047048.33207450, 286500.59281569 5047063.44353342, 286492.61669118 5047079.04503965, 286464.55590981 5047117.06871061, 286460.09356921 5047126.03957669, 286459.99458938 5047130.92004787, 286460.91840111 5047134.06035105, 286473.57957084 5047154.53232749)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286083.27736222 5047100.53711458, 286066.39305315 5047045.09176166, 286063.75359105 5047032.47054316, 286062.74729613 5047023.12964135, 286062.91226251 5047014.31879072, 286066.24458340 5046996.12703441, 286071.62248742 5046982.55572419, 286075.49094904 5046976.05509659, 286086.65092471 5046961.32367436, 286108.37699706 5046934.07104328, 286113.91161913 5046925.04017141, 286115.24784681 5046919.25961334, 286113.42496831 5046914.76917980, 286103.28778420 5046899.41769771)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286151.92812158 5046916.88938450, 286369.45279128 5047070.93425660, 286386.19687894 5047082.52537565, 286395.13805677 5047087.69587483, 286404.03799302 5047091.08620215, 286418.68700763 5047093.77646188, 286428.67572199 5047094.12649568, 286436.93228934 5047093.30641650, 286446.92925202 5047090.77617222, 286453.49491398 5047087.97590187, 286465.03431231 5047080.40517097, 286472.89496035 5047072.66442364, 286476.56546233 5047067.82395632, 286481.48146048 5047059.35313851, 286484.16216416 5047052.93251864, 286487.01608255 5047039.83125380, 286487.32127036 5047030.56035875, 286486.07577418 5047021.08944439, 286483.61777511 5047012.51861692, 286480.05450128 5047004.36783001, 286470.88237051 5046991.44658255, 286462.75777626 5046984.16587964, 286448.93359355 5046976.39512942, 286440.12438881 5046973.61486100, 286431.85957314 5046972.04470941, 286417.54049128 5046972.46474996, 286405.25874424 5046975.35502901, 286398.33015624 5046978.37532060, 286386.22162389 5046985.44600322, 286377.06598976 5046992.89672255, 286366.72259768 5047002.89768809, 286357.16279592 5047013.89875017, 286339.20620537 5047037.77105489)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286421.85436214 5047136.69060498, 286367.68765101 5047106.68770838, 286325.61297559 5047076.31477606, 286189.08679886 5046974.44494114, 286172.87885194 5046964.29396113, 286163.84694260 5046961.13365601, 286156.30797899 5046959.25347450, 286146.71518395 5046958.21337408, 286132.00843110 5046959.09345904, 286121.39284450 5046962.18375739, 286115.79223587 5046964.79400940, 286111.15668057 5046967.20424209, 286101.64636872 5046974.50494693, 286092.58146610 5046985.29598874, 286085.90032767 5046998.56727001, 286083.93722774 5047005.14790532, 286082.16383915 5047017.81912866, 286083.02991265 5047030.24032785, 286085.14973064 5047038.56113117, 286088.37482338 5047046.32188042, 286092.56496946 5047053.79260168, 286098.30579951 5047061.08330555, 286110.24111716 5047071.02426529, 286117.67285261 5047075.29467757, 286124.21376961 5047077.97493634, 286138.97826069 5047080.68519800, 286152.60448374 5047079.99513137, 286162.09829895 5047077.92493151, 286170.22289321 5047074.84463413, 286183.55217678 5047067.22389839, 286192.85628065 5047059.19312306, 286212.00887747 5047038.62113696, 286231.42542048 5047012.97866134)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286140.66091778 5046927.16037610, 286144.50463445 5046925.59022451, 286150.13823635 5046924.78014630)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286424.08965660 5047129.27988952, 286415.42067329 5047131.88014056)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286072.01840673 5046853.55326978, 286117.61511438 5046880.40586223, 286127.10068127 5046886.56645700, 286132.78377309 5046889.80676983, 286140.01754889 5046893.22710005, 286147.26782132 5046896.29739647, 286154.14691941 5046899.58771413, 286163.63248630 5046903.11805495, 286170.90750369 5046905.46828186, 286177.38243413 5046907.31846048, 286187.39589345 5046909.68868931, 286198.03622501 5046911.35885056, 286205.03904787 5046912.02891525, 286212.64399803 5046912.61897221, 286221.09027673 5046912.63897415, 286227.41673743 5046912.45895677, 286233.15756748 5046911.87890076, 286240.33360504 5046911.13882932, 286249.10156818 5046909.63868449, 286257.66332335 5046907.52848076, 286268.28715827 5046904.31817082, 286274.82807527 5046901.86793426, 286279.43888561 5046899.93774792, 286288.22334539 5046895.68733757, 286292.48772633 5046893.37711453, 286299.21835466 5046889.52674280, 286306.09745274 5046884.95630155, 286312.74559789 5046880.37585934, 286318.93183717 5046875.29536885, 286322.90752694 5046871.66501836, 286331.87344974 5046863.01418317, 286339.23919864 5046855.60346771, 286369.71673749 5046821.98022159, 286390.74170273 5046797.19782900, 286411.32950705 5046771.34533310, 286423.24832806 5046755.68382107, 286531.64773687 5046619.81070334)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286339.20620537 5047037.77105489, 286313.83437600 5047071.46430777)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286313.83437600 5047071.46430777, 286250.52027906 5047155.57242790, 286209.56737503 5047202.18692826)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286645.67249927 5046616.55038858, 286509.01434943 5046810.68913151, 286501.02997660 5046823.79039635, 286490.15044379 5046845.69251087, 286486.19125065 5046856.58356233, 286481.08554116 5046877.31556388, 286479.17193114 5046898.18757896, 286479.44412567 5046913.21903015, 286482.93316463 5046938.51147198, 286497.21925320 5047012.06857347)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286431.29043912 5047126.45961724, 286429.17062113 5047127.73974083, 286424.08965660 5047129.27988952)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287313.08523433 5045647.04678885, 287249.54843277 5045713.36319131, 287240.24432890 5045724.01421959, 287231.61658718 5045733.15510209, 287225.14990505 5045739.05567176, 287217.47896834 5045745.36628100, 287211.44119881 5045749.85671454, 287204.81779862 5045754.08712295, 287199.67909586 5045756.94739909, 287193.93001749 5045760.14770806, 287187.98297946 5045762.72795718, 287181.31008936 5045765.28820435, 287175.15684336 5045767.02837235, 287169.85317421 5045768.33849883, 287164.57425003 5045769.04856740, 287159.65825188 5045769.78863884, 287153.33179118 5045770.08866780, 287147.49198130 5045770.17867650, 287140.37368197 5045769.73863401, 287133.37085910 5045768.93855677, 287127.95171349 5045767.73844090, 287121.35305826 5045766.12828545, 287116.29683869 5045764.70814835, 287110.43228385 5045762.76796103, 287104.93065505 5045760.61775345, 287099.67647583 5045758.35753524, 287092.69014960 5045754.69718185, 287085.59659523 5045750.79680529, 287079.11341646 5045746.81642101, 287072.50651291 5045742.81603480, 287065.56142828 5045738.32560128, 287057.03266640 5045731.98498913, 287033.87963485 5045714.73332358, 287013.73723976 5045699.28183183, 286953.39253767 5045656.38769066)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287214.34460711 5045911.67233685, 287194.09498387 5045937.04478641, 287183.96604809 5045950.16605319, 287177.97776847 5045958.82688934, 287172.01423380 5045969.39790991, 287166.83428944 5045981.07903765, 287162.71012993 5045993.28021561, 287160.09541279 5046006.01144472, 287158.63546032 5046017.14251937, 287158.43750066 5046026.79345110, 287158.41275571 5046032.74402560, 287158.77568174 5046037.64449871, 287159.30357416 5046041.84490423, 287159.94694305 5046046.03530879, 287160.79651991 5046050.83577224, 287161.76982156 5046055.65623764, 287162.87509631 5046060.22667888, 287164.11234416 5046064.45708730, 287165.78675293 5046069.41756620, 287167.60963143 5046073.89799876, 287169.77893934 5046078.52844581, 287171.51933466 5046082.18879919, 287173.71338752 5046086.44921051, 287175.80021224 5046090.23957644, 287178.34894282 5046094.51998969, 287181.34308264 5046099.30045122, 287184.02378632 5046103.36084323, 287186.58901354 5046106.93118792, 287188.94803279 5046110.13149689, 287191.65348143 5046113.59183096, 287194.12797715 5046116.80214090, 287197.65000938 5046120.54250201, 287201.60920251 5046125.12294422, 287205.69212044 5046129.48336519, 287209.46985056 5046132.98370313, 287212.90115128 5046136.00399472, 287218.30380025 5046140.54443308, 287225.41385126 5046146.45500371, 287243.48591828 5046160.26633711, 287287.86187471 5046195.51974061, 287320.50047315 5046221.66226451, 287350.29340152 5046243.90441186, 287352.52869597 5046245.56457213)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287348.36329486 5046253.90537739, 287319.66739292 5046232.11327349, 287275.84407387 5046197.95997619, 287224.30032819 5046157.72609186, 287192.47831334 5046132.09361720, 287170.05113387 5046114.40190917, 287159.58401701 5046106.18111550, 287148.75397411 5046098.18034308, 287142.50999660 5046093.95993562, 287136.69493167 5046090.94964500, 287130.28598778 5046087.80934182, 287123.82755397 5046085.84915258, 287117.45985168 5046084.36900968, 287110.71272670 5046083.45892182, 287104.17180970 5046083.15889285, 287097.47417464 5046083.80895561, 287090.86727109 5046084.94906567, 287084.21087763 5046087.12927616, 287077.65346399 5046089.93954747, 287072.16833183 5046092.78982265, 287066.27078372 5046096.56018666, 287060.47221544 5046101.18063273, 287054.89635176 5046105.81107978, 287049.41946792 5046110.92157317, 287045.04785883 5046115.49201442, 287039.05133089 5046121.53259759, 287028.14705312 5046133.30373403, 287018.13359381 5046143.93476039, 287008.32634247 5046155.39586689, 286996.55599120 5046168.07709119, 286985.88266636 5046180.09825176, 286975.20109321 5046192.23942391, 286963.99162763 5046205.43069745, 286947.36301645 5046225.40262562, 286911.79626475 5046266.18656307)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286977.37864943 5045804.36197668, 286980.99966149 5045797.97135971, 286987.65605495 5045788.04040094, 286992.09365060 5045782.15983320, 286996.98490379 5045776.53929058, 287005.41468585 5045769.41860311, 287013.06087760 5045763.69805083, 287017.15204384 5045760.30772351, 287020.04720382 5045756.86739137, 287021.44116974 5045752.51697136, 287021.72161259 5045748.95662764, 287021.53190125 5045745.25627039, 287020.15443197 5045741.38589672, 287018.21607699 5045737.01547479, 287014.52083007 5045731.72496402, 287003.52582079 5045719.42377642, 286996.58898448 5045712.08306771, 286981.10688964 5045696.37155086)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287235.33657906 5045885.54981488, 287225.93349536 5045897.16093587, 287214.34460711 5045911.67233685)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287467.51026338 5045583.20062489, 287433.07353139 5045633.21545352, 287419.19985877 5045652.83734789, 287395.63441127 5045686.18056698, 287381.01838993 5045706.48252702, 287366.74879800 5045726.80448898, 287355.92700342 5045742.15597107, 287346.48267812 5045755.89729772, 287337.53325196 5045769.41860311, 287330.20874465 5045783.74998673, 287324.26170663 5045799.07146592, 287320.07156056 5045815.32303492, 287317.40735351 5045831.99464445, 287316.41755522 5045848.50623855, 287317.10216570 5045864.85781720, 287319.42819167 5045881.64943833, 287323.13993524 5045897.07092717, 287328.86426865 5045912.69243534, 287335.79285664 5045927.77389136, 287343.27408201 5045941.46521318, 287352.74315227 5045955.83660065, 287362.15448429 5045968.87785971, 287372.67933939 5045981.03903380, 287384.68889191 5045994.69035175, 287395.37046506 5046006.01144472, 287407.88316505 5046018.73267289, 287440.72797146 5046050.95578383, 287462.63550683 5046072.32784718, 287488.51048366 5046097.81030735, 287507.81979853 5046115.84204821, 287564.69195830 5046172.27749671)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287275.43990623 5045835.32496598, 287246.50480304 5045871.76848438, 287235.33657906 5045885.54981488)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287275.43990623 5045835.32496598, 287259.13297949 5045858.52720602, 287238.01728276 5045888.07005819)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287218.08934395 5045915.23268058, 287210.46789716 5045925.40366253, 287202.07935670 5045936.93477579, 287194.28469521 5045948.49589195, 287187.85925468 5045958.91689803, 287182.25864605 5045969.37790797, 287177.23541975 5045980.46897876, 287173.22673670 5045992.32012291, 287170.68625444 5046003.75122652, 287169.67995951 5046015.26233784, 287170.29858344 5046027.80354863, 287173.21024006 5046039.97472367, 287175.85795047 5046047.11541307, 287177.60659411 5046050.65575487, 287179.25625792 5046053.46602619, 287181.15337130 5046056.41631101, 287183.05873300 5046059.00656109, 287185.20329595 5046061.60681213, 287186.89420135 5046063.70701489, 287188.81605968 5046065.92722923, 287191.22456884 5046067.95742524, 287193.40212507 5046069.94761738, 287195.69515776 5046071.84780083, 287198.92849883 5046074.13802193, 287201.80716217 5046076.17821890, 287204.71881879 5046077.72836857, 287207.62222709 5046079.41853174, 287210.66585682 5046080.62864857, 287213.93219116 5046081.96877795, 287216.75311627 5046082.81886002, 287219.93696742 5046083.66894208, 287222.88161732 5046084.39901257, 287226.07371678 5046085.01907243, 287229.02661500 5046085.39910913, 287231.88053339 5046085.64913326, 287235.55928368 5046085.80914871, 287239.13905414 5046085.73914195, 287242.47962335 5046085.53912264, 287245.95216567 5046085.21909175, 287249.31747984 5046084.65903768, 287252.20439150 5046084.06898071, 287255.45422920 5046083.14889188, 287258.84428833 5046081.98877988, 287262.36632056 5046080.59864567, 287266.37500361 5046078.99849118, 287269.17118376 5046077.57835408, 287271.86013577 5046076.02820442, 287274.81303399 5046074.13802193, 287277.15555659 5046072.33784814, 287279.25887795 5046070.76769656, 287281.86534677 5046068.38746675, 287284.97496305 5046065.30716937, 287287.22675414 5046062.90693764, 287289.00014273 5046060.72672716, 287290.77353133 5046058.54651667, 287292.30771867 5046056.23629364, 287294.61724800 5046052.52593542, 287296.57209961 5046048.68556466, 287299.36827977 5046042.25494382, 287301.45510448 5046035.68430947, 287302.96454687 5046028.72363746, 287303.65740567 5046021.37292778, 287303.47594265 5046014.81229439, 287302.79958049 5046008.82171605, 287301.55408431 5046002.21107783, 287299.14557515 5045994.84036623, 287296.58034793 5045988.52975698, 287293.20678545 5045981.58908689, 287289.66825658 5045975.46849599, 287285.52760042 5045969.55792537, 287281.14774301 5045963.76736631, 287276.17400663 5045957.93680341, 287272.08284039 5045953.57638244, 287266.96888258 5045948.22586587, 287255.29751114 5045937.69484917, 287182.08543135 5045868.71818989)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287041.93824255 5045748.39657356, 287046.92022725 5045744.98624432)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287238.01728276 5045888.07005819, 287229.11734651 5045900.52126028, 287218.08934395 5045915.23268058)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287356.60336558 5045719.42377642, 287300.24260158 5045800.96164841, 287275.43990623 5045835.32496598)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284095.89437963 5047772.60199839, 284083.09298848 5047758.60064664, 284071.70205989 5047745.29936248, 284055.59309281 5047722.20713307)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286827.05303494 5046227.77285446, 286876.78215043 5046158.80619614, 286918.33718175 5046104.24092819, 286933.14291442 5046085.13908403, 286946.97534546 5046066.58729296, 286963.15029909 5046043.50506451, 286968.96536401 5046033.76412408, 286973.36171806 5046025.97337194, 286976.37235451 5046020.04279937, 286977.82405866 5046016.89249522, 286979.29225945 5046013.51216887, 286980.79345352 5046009.28176045, 286982.03894969 5046005.53139838, 286983.28444586 5046001.65102376, 286984.16701600 5045998.00067133, 286985.15681429 5045994.47033051, 286985.92390796 5045990.81997809, 286986.56727684 5045987.02961215, 286987.11991422 5045982.88921241, 286987.66430327 5045978.86882427, 286987.98598772 5045974.22837627, 286988.17569906 5045970.07797557, 286988.11796082 5045966.13759515, 286988.06022259 5045962.20721569, 286987.66430327 5045957.66677734, 286987.24363901 5045953.95641913, 286986.59202180 5045949.86602422, 286986.03938442 5045946.39568918, 286985.25579412 5045942.66532904, 286984.48045213 5045938.93496890, 286983.67211686 5045935.55464255, 286982.31114422 5045931.56425730, 286980.83469511 5045927.33384888, 286976.90849525 5045916.66281865, 286973.52668444 5045907.11189658, 286969.35303501 5045896.91091173, 286967.66212961 5045892.30046662, 286965.95472756 5045887.70002248, 286964.50302341 5045883.10957929, 286963.25752724 5045879.11919405, 286962.05327266 5045874.06870645, 286961.22019244 5045868.90820824, 286960.49434036 5045863.98773319, 286959.98294458 5045859.42729291, 286959.96644794 5045854.42681014, 286960.44485045 5045849.33631868, 286961.39340713 5045841.51556364, 286962.86160792 5045835.50498336, 286964.62674820 5045830.58450831, 286966.40838511 5045825.54402169, 286968.52820310 5045820.87357078, 286971.04394041 5045815.38304070, 286973.88961048 5045810.51257049, 286975.55577093 5045807.72230111, 286977.37864943 5045804.36197668)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286977.37864943 5045804.36197668, 286980.45527243 5045799.73152964, 286984.00204962 5045795.01107391, 286987.91175285 5045790.19060852, 286997.14162185 5045781.07972893, 287005.06825645 5045774.52909650, 287014.32287041 5045767.56842449, 287035.35608396 5045752.92701095, 287041.93824255 5045748.39657356)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287046.92022725 5045744.98624432, 287050.32678302 5045744.59620666, 287053.89830516 5045745.27627232, 287058.50086718 5045746.40638143)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281796.60121258 5044705.79591676, 281802.10284137 5044705.69590711, 281810.00473101 5044707.30606256, 281826.30340943 5044716.79697885, 281843.30319497 5044726.49791542, 281867.89968235 5044738.19904509, 281885.60057501 5044743.59956647, 281901.79202528 5044745.39974027, 281915.39350338 5044743.39954716, 281927.99693487 5044738.69909336, 281939.09917230 5044731.19836921, 281948.89817531 5044721.39742299, 281955.40609904 5044710.39636091, 281959.90143291 5044698.70523220, 281962.40067358 5044684.60387080, 281960.99845934 5044667.99226705, 281955.99997801 5044655.00101282, 281947.50420940 5044641.79973832, 281937.10307909 5044632.09880175, 281923.79854048 5044624.39805829, 281909.50420358 5044620.69770104, 281896.30689312 5044619.59759484, 281882.00430791 5044622.09783621, 281867.49551472 5044628.09841553, 281853.00321817 5044638.99946797, 281829.09958959 5044662.50173697, 281809.19639575 5044684.80389011, 281802.49876069 5044688.79427535, 281797.60750750 5044690.39442984)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281978.60037218 5044848.19966498, 281970.19533507 5044846.59951050, 281960.29735223 5044842.89915325, 281940.09721890 5044830.79798495, 281912.99324254 5044814.70643142, 281884.49530026 5044799.30494450, 281864.99627405 5044791.60420103, 281843.99605377 5044786.20367965, 281823.00408182 5044783.90345757, 281803.49680729 5044784.40350585, 281790.90162412 5044786.60371826, 281766.20615692 5044792.50428793, 281746.40194290 5044801.20512795, 281728.70105024 5044812.60622865, 281713.49939825 5044823.69729942, 281687.40171681 5044852.00003188, 281646.00340356 5044901.40480161, 281639.00058069 5044907.79541859, 281628.80565836 5044913.69598825)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281708.13799088 5044647.50028867, 281676.39845922 5044626.99830933, 281627.19723615 5044593.30505645, 281615.10520043 5044585.40429367)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281600.40669591 5044593.29505549, 281615.10520043 5044585.40429367)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281600.40669591 5044593.29505549, 281581.09738104 5044608.29650378, 281563.49546821 5044622.49787483, 281553.79544501 5044631.59875347, 281544.69754912 5044642.39979625, 281537.99991405 5044653.50086799)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281537.99991405 5044653.50086799, 281532.30032560 5044679.80340734, 281531.99513780 5044694.99487399, 281533.99947932 5044710.99641884, 281550.00121826 5044804.39543595, 281550.80130520 5044812.39620838, 281550.70232537 5044825.09743460, 281548.99492334 5044836.99858359, 281546.00078352 5044852.00003188, 281542.59422776 5044864.80126777, 281537.39778677 5044878.90262917, 281531.90440629 5044889.69367098, 281466.89940394 5044988.10317182, 281463.99599564 5044995.60389597, 281462.89896920 5045002.39455157)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281796.60121258 5044705.79591676, 281708.13799088 5044647.50028867)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281797.09611172 5044724.35770879, 281703.60141541 5044664.29190980)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281806.17751098 5044712.25654049, 281796.60121258 5044705.79591676)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281696.20267323 5044663.60184318, 281687.80588445 5044660.80157283, 281662.90420927 5044646.40018246, 281639.30576849 5044633.99898520, 281621.90181532 5044628.59846382, 281604.00296301 5044626.80829098, 281590.10454543 5044628.69847347, 281578.60638868 5044632.69885968, 281566.59683616 5044639.49951625, 281558.10106755 5044648.10034660, 281550.00121826 5044659.20141834, 281544.90375709 5044671.30258664, 281542.39626810 5044684.10382252, 281542.49524793 5044697.29509605, 281545.49763606 5044710.10633290, 281550.99926486 5044721.89747127, 281558.29902721 5044731.99844645, 281569.70645244 5044742.29944095, 281584.00078934 5044750.00018441, 281603.99471469 5044753.00047407, 281622.89986193 5044750.20020373, 281641.00492222 5044741.99941199, 281654.20223268 5044731.09835956, 281663.89400755 5044721.20740465, 281700.99494659 5044677.99323258, 281707.70082997 5044671.90264457, 281714.79438434 5044667.70223904)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281703.60141541 5044664.29190980, 281696.20267323 5044663.60184318)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281698.28949795 5044660.63155641, 281662.40106181 5044635.89916865, 281600.40669591 5044593.29505549)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281703.60141541 5044664.29190980, 281698.28949795 5044660.63155641)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283366.50377531 5046961.90373036, 283362.80028006 5046974.80497590, 283358.10698653 5046984.80594143, 283339.79571826 5047012.39860534, 283324.40435493 5047037.50102882, 283319.89252442 5047049.00213919, 283316.50246529 5047060.49324858, 283314.89404308 5047073.90454336, 283313.89599648 5047083.70548959, 283313.69803682 5047092.60634891, 283315.29821072 5047104.19746796, 283318.09439087 5047117.19872316, 283321.90511426 5047127.89975628, 283325.99628051 5047136.90062526, 283331.39892948 5047146.50155216, 283345.09938740 5047163.70321289, 283356.80375212 5047174.49425470, 283370.80114953 5047183.30510533, 283387.30603593 5047191.39588645, 283424.60493462 5047209.49763406, 283435.69892373 5047217.69842579, 283441.49749202 5047224.41907463)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283044.40691683 5047365.60270506, 283046.60096969 5047354.79166132, 283052.59749763 5047342.30045537, 283064.60705016 5047323.29862086, 283073.20179860 5047310.29736566, 283082.90182178 5047291.39554081, 283088.49418209 5047274.00386175, 283090.49852362 5047261.30263552, 283090.90269125 5047245.40110032, 283088.99732955 5047228.29944926, 283086.20114940 5047216.69832924, 283077.30121316 5047195.49628231, 283064.90398964 5047177.60455498, 283050.30446494 5047163.30317426, 283029.10628501 5047149.39183121, 283005.30163626 5047137.90072181, 282959.15229124 5047108.93792563)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283240.30449401 5046975.90508211, 283254.30189142 5046983.20578694, 283268.59622831 5046991.79661634, 283281.39761946 5046998.09722462, 283290.49551536 5046999.80738973, 283299.79961924 5046998.89730187, 283307.50354922 5046996.19704117, 283313.59905699 5046991.69660668, 283322.10307392 5046982.30570005, 283326.49942797 5046977.79526459, 283335.09417641 5046971.69467562, 283341.29691233 5046969.99451148)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283171.39803676 5047220.59870580, 283172.50331151 5047226.49927547, 283170.59794981 5047233.59996099, 283159.19877290 5047253.20185344, 283150.80198411 5047272.50371692, 283146.39738175 5047296.50603420, 283148.30274345 5047310.49738498, 283156.69953223 5047329.79924846, 283169.10500406 5047343.90060986, 283185.00776317 5047354.00158504, 283199.50005972 5047358.10198091, 283216.99474441 5047359.00206781, 283233.99452994 5047354.00158504, 283249.09720211 5047344.10062917, 283263.00386801 5047328.99917121, 283270.99648916 5047309.99733670, 283272.90185085 5047291.70557074, 283267.49920188 5047271.40361071, 283257.09807157 5047254.80200792, 283241.79743976 5047240.60063687, 283216.60707341 5047225.39916926, 283189.19790924 5047210.89776924, 283183.39934096 5047206.49734440, 283178.66480583 5047199.94671197)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283157.30165952 5047349.09111097, 283142.90009448 5047332.79953811, 283122.60098132 5047306.39698910, 283114.89705134 5047294.89587874)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283240.30449401 5046975.90508211, 283262.09655291 5047002.39763981, 283290.89968299 5047038.80115434)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283534.68700052 5047348.00100572, 283524.70653448 5047347.50095744, 283512.90318994 5047344.50066779, 283471.50487668 5047329.19919052, 283449.60558963 5047322.49854361, 283429.60341596 5047318.89819602, 283410.69826872 5047317.79808981, 283398.20206538 5047318.69817672, 283380.79811220 5047320.49835051, 283363.89730649 5047324.59874638, 283352.20119010 5047328.39911329, 283305.99410684 5047348.00100572, 283281.00170015 5047358.99206684, 283258.80547361 5047367.80291748, 283246.99388075 5047371.99332204, 283231.00039013 5047375.00361266, 283213.90162477 5047374.40355473, 283195.99452413 5047371.00322645, 283180.99908012 5047365.99274272, 283165.39326050 5047356.10178781, 283157.30165952 5047349.09111097)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283157.30165952 5047349.09111097, 283142.10000753 5047339.20015605, 283129.60380419 5047333.29958639, 283120.90182760 5047330.79934501, 283113.29687744 5047330.69933535, 283101.89770053 5047333.59961536, 283093.89683106 5047339.50018502, 283077.50742113 5047358.40200987, 283068.20331726 5047369.10304300, 283061.29947422 5047374.70358369, 283054.29665136 5047376.80378646)"
