TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283111.70495187 5047277.70421900, 283044.40691683 5047365.60270506)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283338.20379269 5047181.65494602, 283271.91205257 5047154.21229659, 283229.87037042 5047136.68060402)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283534.68700052 5047348.00100572, 283529.42457297 5047345.82079524, 283514.45387392 5047339.66020047, 283499.73062443 5047333.38959509, 283483.36595946 5047326.68894817, 283467.69415328 5047320.13831575, 283451.79964250 5047313.45767077, 283435.67417877 5047306.76702483, 283419.76317135 5047300.31640206, 283403.51398284 5047293.50574453, 283387.14931787 5047286.56507446, 283370.66917642 5047279.73441500, 283354.17253835 5047273.03376810, 283337.33771919 5047266.07309609, 283320.62662482 5047259.11242407, 283303.78355734 5047252.03174047, 283286.95698649 5047244.95105687, 283269.88296608 5047237.98038390, 283252.94091878 5047230.88969933, 283235.62769712 5047223.78901380, 283218.44644856 5047216.57831766, 283201.26520000 5047209.35762054, 283178.66480583 5047199.94671197)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283044.40691683 5047365.60270506, 282957.29641946 5047480.80382703)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284645.13344781 5047893.38365914, 284628.48009167 5047878.59223111, 284617.26237778 5047868.56126268, 284609.35223982 5047861.76060612, 284601.80502790 5047854.85993989, 284587.94785192 5047842.67876388, 284573.06788437 5047829.25746814, 284558.75705084 5047816.68625446, 284547.63006845 5047806.85530534)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282762.37214392 5047027.23003722, 282754.89091855 5047024.02972825, 282736.19197929 5047016.26897900, 282717.49304003 5047008.38821816, 282698.43942305 5047000.48745539, 282679.37755775 5046992.59669358, 282660.32394077 5046984.69593081, 282641.26207547 5046976.67515645, 282621.86202908 5046968.64438114, 282617.88633931 5046966.99422182)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283947.27616718 5047519.80759261, 283937.66687550 5047515.71719771, 283921.29396221 5047508.89653921, 283904.59111615 5047501.69584403, 283888.80383351 5047495.13521064, 283878.82336748 5047490.98480995)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281399.98903989 5046381.41768794, 281364.01812056 5046365.48614984, 281344.15616831 5046356.95532624, 281323.48588080 5046347.91445340, 281304.56423693 5046339.66365684, 281289.96471223 5046333.40305241, 281264.70835933 5046322.84203281, 281245.07736002 5046314.44122176, 281225.90826657 5046306.42044740, 281206.15354247 5046298.12964698, 281189.20324684 5046291.16897496, 281170.03415340 5046283.13819965, 281152.01982462 5046275.65747742, 281134.01374415 5046268.27676486, 281116.60154266 5046260.92605519, 281098.59546220 5046253.56534456, 281084.91974923 5046247.81478938)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283819.72416156 5047381.58424799, 283811.58307067 5047378.21392260, 283791.70462178 5047370.04313376, 283771.83442122 5047361.63232174, 283763.38814252 5047358.06197705)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282874.54928285 5047073.69452309, 282865.61635333 5047069.93416005, 282848.54233292 5047062.96348708, 282830.29705121 5047055.58277451, 282810.89700483 5047047.31197601, 282792.31354203 5047039.44121614, 282773.59810613 5047031.79047750, 282762.37214392 5047027.23003722)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282448.01220870 5046896.63742930, 282432.10120127 5046890.07679590, 282413.51773847 5046882.31604665, 282394.69507443 5046874.54529644, 282375.75693391 5046866.65453462, 282356.93426987 5046858.76377282, 282337.88065288 5046850.87301101, 282319.40441824 5046843.24227432, 282300.47452604 5046835.35151251, 282281.52813721 5046827.46075070, 282262.58174838 5046819.67999952, 282243.64360786 5046811.91925026, 282224.59823920 5046803.89847591, 282205.52812558 5046795.99771314, 282189.79033285 5046789.37707396)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284547.63006845 5047806.85530534, 284544.55344545 5047804.13504271, 284531.26540348 5047792.57392656, 284517.16902624 5047780.49276019, 284509.48984121 5047773.71210556, 284503.05615236 5047768.41159383, 284488.95152680 5047756.45043906, 284474.95412940 5047744.73930841, 284460.24737655 5047732.86816232, 284445.64785185 5047721.24704037, 284430.57817297 5047709.47590395, 284421.07610943 5047702.04518655)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283498.83980597 5047248.41139095, 283491.48230539 5047245.22108294, 283471.48838004 5047236.92028155, 283451.74190426 5047228.63948209, 283441.49749202 5047224.41907463)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280454.89664438 5046334.72317986, 280431.85908930 5046365.19612184)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282776.11384344 5046947.92238054, 282761.26686917 5046941.65177515, 282744.19284876 5046934.80111377)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283840.29546924 5046535.20253494, 283697.89648935 5046719.30030846, 283675.60128299 5046743.09260546, 283656.90234373 5046760.29426618, 283640.10051784 5046773.89557931, 283607.89908031 5046794.89760693)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283853.29482005 5046545.00348116, 283709.69983390 5046730.70140917, 283686.70352041 5046755.70382301, 283667.99633283 5046772.49544413, 283648.69526628 5046786.69681519, 283619.10029757 5046806.10868929)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280317.80958194 5046515.99068015, 280269.30946600 5046580.05686535)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281000.56419042 5046300.54988064, 280973.07254306 5046286.78855206, 280955.42938863 5046279.31783081, 280936.38401997 5046271.06703424, 280893.00611015 5046250.61505974)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283551.80226253 5046824.70048421, 283513.70327688 5046843.00225114)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285350.89261809 5046328.10254068, 285252.39119212 5046262.80623671)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286140.66091778 5046927.16037610, 286103.28778420 5046899.41769771)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287545.89403921 5048000.90403957, 287533.70302367 5047991.60314163)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284508.69800259 5047119.09890661, 284463.79415374 5047174.30423635, 284396.27341408 5047259.22243469)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285252.39119212 5046262.80623671, 285211.39704650 5046234.69352260)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287631.10742321 5048039.09772694, 287581.30407285 5048008.09473380)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284396.27341408 5047259.22243469, 284388.95715509 5047268.40332105)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284520.69930679 5047129.19988179, 284409.99861696 5047268.76335581)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285211.39704650 5046234.69352260, 285189.29979979 5046265.70651672)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284409.99861696 5047268.76335581, 284402.60812311 5047278.11425858)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285198.80186332 5046228.60293460, 285173.19908102 5046260.89605230)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285657.90330105 5046523.20137629, 285646.80106362 5046514.70055559)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285639.39407312 5046527.19176154, 285601.99619460 5046498.69901074)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286261.16061062 5046982.98576570, 286268.98826539 5046972.48475189, 286365.06468556 5046843.08225886, 286367.72889261 5046839.51191418)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285649.49826395 5046534.60247700, 285639.39407312 5046527.19176154)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286236.48988837 5047016.01895486, 286261.16061062 5046982.98576570)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285944.55713262 5047400.12603808, 285980.86623303 5047353.53153967, 285999.96933992 5047329.03917507, 286064.00928894 5047246.30118722, 286080.61315517 5047224.53908622, 286101.53089225 5047196.78640687, 286134.02102095 5047153.12219135, 286166.37092822 5047109.68799804, 286188.05575897 5047080.76520572, 286209.13021412 5047052.31245878, 286230.80679656 5047023.63969059, 286236.48988837 5047016.01895486)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285687.69622942 5046566.70557637, 285649.49826395 5046534.60247700)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287052.19915144 5047593.30468831, 287042.69708791 5047586.19400182)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285218.70505717 5046224.80256769, 285211.39704650 5046234.69352260)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287040.40405521 5047607.30604006, 287031.09995133 5047600.39537288)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285206.09337735 5046219.10201733, 285198.80186332 5046228.60293460)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285198.80186332 5046228.60293460, 285184.69723777 5046222.00229734, 285169.09966646 5046214.00152491, 285163.19387003 5046210.10114836, 285158.09640886 5046205.40069456, 285153.29588718 5046198.80005731)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285601.99619460 5046498.69901074, 285562.50324304 5046469.59620104, 285509.60677304 5046433.19268651)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282418.69768283 5050233.39957355, 282433.04150964 5050163.61283607)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282411.30718897 5050359.29172768, 282425.88196871 5050282.84434715)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282476.44416442 5049745.95251348, 282478.99289501 5049754.79336701, 282483.59545703 5049767.50459420, 282494.27703019 5049806.33834336, 282496.23188180 5049812.74896227, 282500.25706149 5049832.96091362, 282500.95816861 5049844.84206067, 282500.95816861 5049857.77330910, 282500.25706149 5049874.55492927, 282499.56420269 5049892.02661605, 282495.01937890 5049932.21049557, 282486.57310020 5049973.42447453)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282453.38186439 5050055.76242376, 282454.57787065 5050049.37180678)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282337.68269323 5050665.05124692, 282342.30175189 5050640.30885819)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282286.62559838 5050938.92768804, 282290.69201966 5050917.07557835)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282393.59804800 5049621.50049839, 282441.90020429 5049700.99817341, 282452.26834132 5049720.36004268, 282455.22123954 5049727.38072048)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282290.69201966 5050917.07557835, 282315.79990282 5050782.42257841)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282454.57787065 5050049.37180678, 282456.44199076 5050039.42084608)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282401.59066914 5050323.95831646, 282418.69768283 5050233.39957355)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282141.50467320 5051689.98019763, 282144.82874577 5051672.67852726)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282325.12875165 5050732.38774785, 282330.03650148 5050706.06520656)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282365.43828680 5050601.04506751, 282374.91560537 5050550.87022343)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282453.23339465 5050136.56022429, 282453.72829379 5050134.53002829, 282466.15851058 5050079.48471401, 282486.57310020 5049973.42447453)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282072.09506848 5052070.99698250, 282075.83155701 5052053.03524840)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282357.50340388 5050642.99911792, 282365.43828680 5050601.04506751)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282458.87524487 5050026.30958026, 282469.35061005 5049970.23416652)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282405.08795641 5049623.22066446, 282435.40052889 5049672.40541295, 282453.49734086 5049703.49841479, 282461.42397546 5049718.06982157, 282464.97075264 5049725.33052255)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282084.50054032 5052011.23121247, 282091.80855099 5051976.05781669)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282330.03650148 5050706.06520656, 282330.09423971 5050705.77517857, 282334.94425130 5050679.73266432)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282425.88196871 5050282.84434715, 282428.70289383 5050264.29255608)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282355.03715649 5050571.96225973, 282360.30783235 5050543.72953404)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282434.69942177 5050232.30946831, 282438.19670904 5050212.80758552)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282394.58784628 5050446.96019154, 282405.87154672 5050387.80448041)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282205.09921299 5051360.50838912, 282224.23531316 5051261.72885254)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282078.28130776 5052041.21410714, 282084.50054032 5052011.23121247)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282224.23531316 5051261.72885254, 282237.00371104 5051195.90249741)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282374.91560537 5050550.87022343, 282380.76366357 5050519.99724283)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282068.39982156 5052088.40866349, 282072.09506848 5052070.99698250)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282108.40416889 5051896.11009822, 282112.29737548 5051893.99989450, 282116.00087073 5051890.89959519, 282118.00521226 5051886.09913173, 282138.99718421 5051787.49961254)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282108.40416889 5051896.11009822, 282105.50076059 5051892.99979794, 282103.40568756 5051889.59946966, 282102.80356027 5051885.39906414, 282123.39961291 5051784.49932288)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282376.00438348 5050459.50140232, 282387.56027846 5050398.28549230)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282483.46348393 5049895.29693178, 282483.00157806 5049899.50733827, 282477.66491564 5049928.17010549)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282326.70418059 5049510.75980704, 282353.79990863 5049555.19409690)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282360.30783235 5050543.72953404, 282376.00438348 5050459.50140232)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285852.21720097 5049105.80071069, 285848.86838344 5049102.81042199, 285835.47311332 5049090.88927107, 285822.20156799 5049078.96812016, 285812.59227631 5049070.42729559)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285185.45608312 5048376.31028278, 285169.19864629 5048361.98890014, 285155.81162449 5048349.69771350, 285141.16260988 5048336.64645348, 285126.39811880 5048323.46518090, 285113.11007682 5048311.78405316, 285097.66097527 5048298.08273038, 285082.42633000 5048284.52142112, 285065.95443688 5048269.48996993, 285050.86826135 5048255.68863749, 285035.86456902 5048242.38735334, 285021.42176238 5048229.92615028, 285006.89647256 5048216.64486805, 284991.57109578 5048202.72352403, 284976.11374590 5048188.91219063, 284962.04211362 5048176.24096730, 284947.15389776 5048163.04969376, 284932.28217853 5048149.50838643, 284918.31777439 5048137.20719882, 284903.88321608 5048124.50597260, 284889.70435565 5048111.59472609, 284883.63359283 5048106.19420470)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284550.09631584 5050274.00349361, 284540.80046029 5050284.90454604)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285240.74456564 5048425.63504479, 285227.92667785 5048414.21394216, 285214.40768295 5048402.28279027, 285199.87414480 5048389.23153026, 285185.45608312 5048376.31028278)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285299.45610056 5048478.00010032, 285289.06321857 5048468.57919079, 285272.69030528 5048454.12779559, 285258.26399528 5048441.32655971, 285240.74456564 5048425.63504479)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285645.11840654 5048920.91286088, 285636.09474551 5048912.52205080, 285627.37627228 5048905.10133437, 285579.64325000 5048862.53722506)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285394.23753464 5048562.83829093, 285378.87916459 5048549.62701546, 285363.31458656 5048535.58565987, 285347.97271315 5048522.01434964, 285332.74631620 5048508.45304037, 285317.63539572 5048495.01174270, 285302.21928744 5048480.49034074, 285299.45610056 5048478.00010032)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284550.09631584 5050274.00349361, 284379.19939367 5050130.59964884)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284370.50566540 5050141.60071093, 284252.59594474 5050042.50114346)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285854.57622022 5048974.11799752, 285847.28470619 5048967.64737282, 285832.40473864 5048954.46610024, 285818.11040175 5048941.42484119, 285811.97365238 5048936.03432076)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284252.59594474 5050042.50114346, 284207.70034420 5050004.69749374)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284883.63359283 5048106.19420470, 284874.46971038 5048098.15342841, 284858.32775002 5048083.84204674)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285812.59227631 5049070.42729559, 285809.03725080 5049067.28699241, 285797.11842979 5049056.85598536, 285792.77981398 5049052.84559818, 285785.44705835 5049046.43497928, 285774.56752554 5049036.76404561, 285764.05091876 5049027.23312546, 285755.60464007 5049019.66239455)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284905.59886644 5048782.38948728, 284891.16430811 5048801.04128800, 284879.02278249 5048816.56278651, 284864.95115021 5048832.47432267, 284853.93964429 5048844.12544752, 284842.11980311 5048855.25652216, 284827.31407044 5048869.00784976, 284808.85433242 5048884.70936565, 284791.54935908 5048898.34068167, 284772.25654085 5048911.28193107)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285755.60464007 5049019.66239455, 285753.97147290 5049018.20225358, 285744.59313415 5049009.78144060, 285735.32202355 5049001.51064211, 285726.26536924 5048993.46986582, 285717.79434559 5048985.93913877, 285709.66975133 5048978.77844745, 285701.77611001 5048971.73776771, 285693.87422038 5048964.59707832, 285686.09605552 5048957.68641114, 285678.42511882 5048950.78574492, 285670.64695396 5048943.64505553, 285662.62958786 5048936.48436421, 285654.28228899 5048928.96363813, 285645.11840654 5048920.91286088)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284702.19531893 5050401.80583217, 284550.09631584 5050274.00349361)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286150.79810187 5049371.94640545, 286143.64680927 5049365.56578944, 286129.45145220 5049352.89456611, 286122.67958227 5049346.90398775)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285654.08432933 5048794.69067489, 285635.30290688 5048778.11907500, 285619.73832885 5048764.18773001, 285604.28922729 5048750.37639661, 285588.60092448 5048736.44505162, 285572.24450782 5048721.63362167, 285557.24906381 5048708.20232496, 285541.23082824 5048693.90094425, 285525.41880064 5048679.95959829, 285507.78389453 5048664.25808241, 285491.41922956 5048649.69667659, 285475.28551752 5048635.26528333, 285459.13530884 5048620.95390164, 285442.54793925 5048605.89244756, 285426.29050243 5048591.33104174, 285410.39599164 5048576.90964944, 285394.23753464 5048562.83829093)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285164.02695025 5048438.70630674, 285154.99504090 5048450.88748276, 285140.74194561 5048470.11933949, 285137.20341674 5048474.89980101, 285131.41309677 5048482.72055605, 285120.10465137 5048498.05203621, 285108.55700471 5048513.60353762, 285096.63818370 5048529.50507282, 285085.46171140 5048544.71654139, 285073.80683660 5048560.02801962, 285061.36012317 5048576.73963303, 285048.80618159 5048593.56125706, 285034.84177746 5048612.33306936, 285021.29803760 5048630.06478125, 285008.59562628 5048647.35645065, 284997.93879808 5048661.51781785, 284984.99718551 5048678.91949788, 284971.93184815 5048696.42118756, 284957.97569233 5048715.09299021, 284944.64640877 5048733.06472527, 284931.83676930 5048750.35639468, 284905.59886644 5048782.38948728)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285811.97365238 5048936.03432076, 285805.50697025 5048930.36377330)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284810.34727817 5048174.57080605, 284804.61469644 5048169.78034356, 284790.19663476 5048156.84909513, 284775.42389536 5048143.78783414, 284760.77488075 5048130.73657412, 284746.24134260 5048117.68531411, 284731.82328092 5048104.64405505, 284717.28149445 5048091.71280661, 284702.86343277 5048078.66154660, 284697.94743462 5048074.27112272)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286305.19838597 5049509.08964579, 286290.20294195 5049495.65834908, 286275.20749794 5049482.34706396, 286260.55023501 5049469.29580394, 286245.42281789 5049456.09452944, 286230.54285035 5049442.90325590, 286223.45754429 5049436.77266403)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286027.46098728 5049128.52290438, 286011.08807399 5049114.02150435, 285995.52349596 5049100.08015841, 285980.75075656 5049087.01889741, 285966.21721841 5049073.84762581, 285951.57645212 5049060.55634261, 285936.81196104 5049047.37507004, 285921.47008763 5049033.57373761, 285907.27473056 5049021.13253648, 285903.59598027 5049017.88222269)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285464.40598470 5048037.24754832, 285453.49345862 5048051.75894931, 285443.59547577 5048065.23024988, 285432.17980222 5048080.32170687, 285418.85876697 5048098.18343131, 285408.43289171 5048112.71483423, 285396.27486944 5048128.60636846, 285384.59524968 5048144.26788049, 285372.30525431 5048160.49944755, 285362.02784879 5048174.21077129, 285349.84508157 5048190.58235187, 285337.55508620 5048206.93393052, 285325.24034588 5048223.52553234, 285312.93385387 5048239.99712257, 285299.48084552 5048258.08886922, 285287.30632661 5048274.33043725, 285275.37925728 5048290.34198306, 285263.57591274 5048306.24351826, 285250.91474301 5048322.82511911, 285238.98767368 5048338.83666493, 285227.07710099 5048354.49817695, 285203.86633121 5048385.68118749, 285200.69072838 5048389.96160074, 285194.08382483 5048398.85245909, 285164.02695025 5048438.70630674)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285903.59598027 5049017.88222269, 285892.04008529 5049007.69123881, 285883.00817595 5048999.54045190, 285877.73750008 5048994.76999133, 285862.28839852 5048980.96865890, 285854.57622022 5048974.11799752)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286093.74447908 5049321.01148799, 286091.33596992 5049318.87128136, 286086.65092471 5049314.61087004, 286072.45556764 5049301.92964575, 286058.79635131 5049290.58855083, 286044.72471903 5049277.79731592, 286039.22309023 5049273.01685439, 286030.41388550 5049265.10609065, 286016.10305196 5049252.42486636, 286001.91594321 5049239.39360827, 285987.83606262 5049226.83239556, 285972.74163877 5049213.05106506, 285958.54628171 5049200.47985139, 285944.45815279 5049187.92863964, 285930.48550034 5049175.73746265, 285916.74380082 5049163.44627601, 285909.35330696 5049156.77563201)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284736.52482277 5047975.37157457, 284721.39740565 5047962.17030006, 284707.21854522 5047949.24905260, 284693.70779864 5047937.08787851, 284677.81328785 5047922.66648621)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286083.36809373 5049178.43772335, 286069.70062908 5049166.23654540, 286055.04336615 5049153.18528538, 286039.13235872 5049139.00391625, 286027.46098728 5049128.52290438)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285909.35330696 5049156.77563201, 285903.24955087 5049151.27510096, 285890.30793830 5049139.95400798, 285882.86795452 5049133.30336590, 285876.00535308 5049126.91274892, 285862.37913003 5049114.87158642, 285852.21720097 5049105.80071069)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286122.67958227 5049346.90398775, 286115.25609513 5049340.33335339, 286100.83803345 5049327.28209338, 286093.74447908 5049321.01148799)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286223.45754429 5049436.77266403, 286215.77011095 5049429.84199492, 286201.11284801 5049416.79073489, 286186.68653801 5049403.98949901, 286171.92204693 5049390.92823803, 286157.83391801 5049378.24701373, 286150.79810187 5049371.94640545)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285805.50697025 5048930.36377330, 285788.69689605 5048914.95228542, 285775.29337761 5048903.14114513)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284697.94743462 5048074.27112272, 284688.21441816 5048065.60028560, 284673.55715522 5048052.53902462, 284658.91638893 5048039.36775301, 284643.55801888 5048025.92645534, 284628.81002444 5048012.62517118, 284614.38371444 5047999.82393529, 284599.61922336 5047986.52265113, 284584.73925581 5047973.10135539, 284569.86753658 5047959.79007027, 284556.92592401 5047948.35896667)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284858.32775002 5048083.84204674, 284845.04795637 5048072.03090644, 284830.94333081 5048059.95974105, 284816.75622206 5048047.15850517, 284802.90729440 5048034.72730500, 284789.71823225 5048023.41621299, 284775.66309661 5048010.50496648, 284761.70694080 5047997.83374316, 284747.96524128 5047985.65256713, 284736.52482277 5047975.37157457)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282431.30111432 5043678.00668991, 282313.70482978 5043844.90280272, 282301.72827053 5043862.21447406)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281386.10711895 5045238.40733718, 281325.23452444 5045311.51439523)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282045.89015890 5044236.96065354, 282026.61383730 5044255.13240792)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282526.40423284 5043541.60352101, 282431.30111432 5043678.00668991)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282780.69990883 5043176.60828291, 282579.68012552 5043465.11613661)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282747.59115620 5043361.39612307, 282713.88852461 5043409.81079722)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282713.88852461 5043409.81079722, 282622.29918999 5043540.81344473)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282622.29918999 5043540.81344473, 282538.99941602 5043660.99504754, 282412.99809437 5043844.00271582, 282399.99874357 5043862.00445378)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282301.72827053 5043862.21447406, 282190.07902402 5044023.65005969, 282182.58955033 5044043.31195793)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282579.68012552 5043465.11613661, 282526.40423284 5043541.60352101)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281881.79809993 5044450.10123098, 281795.20724666 5044563.50217916, 281714.79438434 5044667.70223904)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281185.09558396 5045370.05004649, 280952.78167822 5045676.27961111)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282297.70309084 5050957.59949069, 282357.50340388 5050642.99911792)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282328.89823345 5049497.59853640, 282360.79448318 5049550.70366338)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282251.99915505 5051198.90278706, 282297.70309084 5050957.59949069)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282221.10095193 5051363.60868842, 282251.99915505 5051198.90278706)"
