ID_BASSIN,NOM_BASSIN,NOM_DISTRICT,NUM_DISTRICT,ARRONDISSEMENT,PRE_ARR
280,ÉCOLE SAINT-BENOÎT,Ahuntsic,13,Ahuntsic-Cartierville,AC
281,ÉCOLE SAINT-ANDRÉ-APÔTRE,Ahuntsic,13,Ahuntsic-Cartierville,AC
282,CHSLD NOTRE-DAME-DE-LA-MERCI,Ahuntsic,13,Ahuntsic-Cartierville,AC
283,MANOIR BOIS-DE-BOULOGNE,Ahuntsic,13,Ahuntsic-Cartierville,AC
284,École François-de-Laval,Ahuntsic,13,Ahuntsic-Cartierville,AC
285,ÉCOLE ÉVANGÉLINE,Ahuntsic,13,Ahuntsic-Cartierville,AC
287,CENTRE COMMUNAUTAIRE BOIS-DE-BOULOGNE,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
288,ÉCOLE SAINT-SIMON-APÔTRE,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
289,CENTRE D'HÉBERGEMENT DE LOUVAIN,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
290,HABITATION CRÉMAZIE,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
291,CENTRE HENRI-JULIEN,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
293,COLLÈGE ANDRÉ-GRASSET,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
294,COLLÈGE AHUNTSIC (CEGEP),Saint-Sulpice,12,Ahuntsic-Cartierville,AC
295,CENTRE D'HÉBERGEMENT LÉGARÉ,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
296,ÉCOLE SAINT-ISAAC-JOGUES,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
298,ÉCOLE GILLES-VIGNEAULT,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
299,ÉCOLE LA DAUVERSIÈRE - BORDEAUX,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
300,ÉCOLE SAINTE-ODILE,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
301,ÉCOLE ALICE-PARIZEAU,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
302,LES YMCA DU QUÉBEC (CARTIERVILLE),Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
303,Centre d'hébergement de Cartierville,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
304,MANOIR GOUIN,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
305,ÉGLISE NOTRE-DAME-DES-ANGES,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
306,COLLÈGE SAINTE-MARCELLINE,Bordeaux-Cartierville,14,Ahuntsic-Cartierville,AC
307,LE BOULEVARD,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
308,HABITATION GOYER,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
309,BETH JACOB TEACHERS COLLEGE,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
310,INSTITUT DE RÉADAPTATION DE MONTRÉAL,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
311,ÉCOLE BEDFORD,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
312,RÉSIDENCE MARIA-GORETTI,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
313,CHSLD JUIF DE MONTRÉAL (PAVILLON KASTNER),Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
314,ÉCOLE SAINT-PASCAL-BAYLON,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
315,ÉCOLE LA VOIE,Darlington,31,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
316,COMMUNAUTÉ HELLÉNIQUE DE MONTRÉAL,Côte-des-Neiges,32,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
317,COLLÈGE JEAN-DE-BRÉBEUF (PAVILLON JEAN-COUTU),Côte-des-Neiges,32,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
318,"LE ROCKHILL, TOUR B",Côte-des-Neiges,32,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
319,COLLÈGE NOTRE-DAME (PAVILLON LEFEBVRE) - ROCAILLE,Côte-des-Neiges,32,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
320,COLLÈGE NOTRE-DAME - PAVILLON LEFEBVRE - GYMNASE,Côte-des-Neiges,32,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
321,CEGEP MARIE-VICTORIN ( PAVILLON NAMUR),Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
322,CALDWELL RESIDENCES - POLLACK,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
323,ÉGLISE SAINT-ANTONIN,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
324,HABITATIONS PLACE LUCY,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
325,RÉSIDENCE LE BOULEVARD,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
326,ÉCOLE DES CINQ-CONTINENTS (PAVILLON DUPUIS),Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
327,ÉCOLE CORONATION,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
328,SPANISH AND PORTUGUESE SYNAGOGUE,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
329,ÉCOLE MARYMOUNT,Snowdon,33,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
330,CENTRE LE MANOIR,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
331,CENTRE MAB - MACKAY,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
333,CENTRE SAINT-RAYMOND,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
334,ÉCOLE ROYAL VALE,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
335,RÉSIDENCE VISTA,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
336,HABITATION NOTRE-DAME-DE-GRÂCE,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
337,LOWER CANADA COLLEGE,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
338,WESLEY UNITED CHURCH,Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
339,ST. ANSGAR LUTHERAN CHURCH (HORS DISTRICT),Notre-Dame-de-Grâce,34,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
340,ÉCOLE IRÉNÉE-LUSSIER ANNEXE,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
341,ÉCOLE LOUISE-TRICHET,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
342,RÉSIDENCE HECTOR-VINET,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
343,ÉCOLE PHILIPPE-LABARRE,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
344,LES TOITS DE MERCIER VOLET 2,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
345,ÉCOLE LA VÉRENDRYE,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
346,HABITATION PIERRE-BERNARD,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
347,ÉCOLE SAINT-JUSTIN,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
348,MANOIR CLAUDETTE-BARRÉ,Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
349,ÉCOLE SECONDAIRE D'ANJOU (HORS DISTRICT),Tétreaultville,71,Mercier-Hochelaga-Maisonneuve,MH
350,LE SYMBIOSE,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
351,ÉCOLE EDWARD MURPHY,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
352,HABITATION HONORÉ-BEAUGRAND,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
353,ÉCOLE SAINTE-LOUISE-DE-MARILLAC,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
354,ÉGLISE SAINT-FRANÇOIS D'ASSISE,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
355,CENTRE DE FORMATION - SERVICE DE LA PRÉVENTION DES INCENDIES DE MONTRÉAL,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
356,ÉCOLE GUYBOURG,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
357,ÉGLISE NOTRE-DAME-DES-VICTOIRES (HORS DISTRICT),Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
358,HABITATION PIERRE-DE-COUBERTIN,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
359,HABITATION VIAUVILLE,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
360,ÉCOLE SAINT-CLÉMENT,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
361,CAP SAINT-BARNABÉ,Maisonneuve-Longue-Pointe,72,Mercier-Hochelaga-Maisonneuve,MH
362,HABITATION PIE-IX,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
363,HABITATION ADELARD-LANGEVIN,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
364,ÉCOLE CHOMEDEY-DE MAISONNEUVE,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
365,ÉCOLE SAINT-JEAN-BAPTISTE-DE-LA-SALLE,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
366,ÉCOLE NOTRE-DAME-DE-L'ASSOMPTION,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
367,CEGEP DE MAISONNEUVE,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
368,ÉCOLE BARIL,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
369,CHIC RESTO POP,Hochelaga,73,Mercier-Hochelaga-Maisonneuve,MH
370,HABITATION DUQUESNE,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
371,ÉCOLE GUILLAUME-COUTURE,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
372,ÉCOLE LOUIS-RIEL,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
373,ÉCOLE SAINT-FABIEN,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
374,SANCTUAIRE MARIE-REINE-DES-CŒURS,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
375,ÉLOGIA,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
376,LUX GOUVERNEUR,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
377,ÉCOLE NOTRE-DAME-DES-VICTOIRES,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
378,ÉGLISE SAINT-DONAT,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
379,ÉCOLE SAINT-DONAT,Louis-Riel,74,Mercier-Hochelaga-Maisonneuve,MH
380,RÉSIDENCE SAINT-ANDREW,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
381,HABITATION MAYFAIR,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
382,LES IMMEUBLES BENNY FARM,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
383,CENTRE DE RÉADAPTATION MAB - CENTRE D'HÉBERGEMENT GILMAN 2,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
384,ÉCOLE LES ENFANTS DU MONDE,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
385,ÉCOLE SAINT-LUC,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
386,ÉCOLE FOCUS OUTREACH - ST. IGNATIUS DE LOYOLA,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
387,ÉCOLE ST. MONICA,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
389,CENTRE TRENHOLME,Loyola,35,Côte-des-Neiges-Notre-Dame-de-Grâce,CN
390,ÉCOLE LA PETITE-PATRIE - PAVILLON SAINT-JEAN-DE-LA-CROIX,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
391,ÉCOLE LA PETITE-PATRIE PAVILLON NOTRE-DAME-DE-LA-DÉFENSE,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
392,HABITATION BEAUBIEN,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
393,HABITATION LA MENNAIS,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
394,HABITATION SAINT-VALLIER,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
395,ÉCOLE LA MENNAIS,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
397,ÉCOLE SAINT-ARSÈNE,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
398,HABITATION CHRISTOPHE-COLOMB,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
399,ÉGLISE SAINT-AMBROISE,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
400,ÉCOLE SAINT-AMBROISE,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
401,ÉCOLE PÈRE-MARQUETTE,Saint-Édouard,131,Rosemont-La Petite-Patrie,RO
402,ÉCOLE PIERRE ELLIOT TRUDEAU,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
403,ÉCOLE SAINTE-ANNE,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
404,CENTRE MARIE-MÉDIATRICE,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
405,ÉCOLE MADELEINE-DE-VERCHÈRES,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
406,ÉCOLE CHARLES-BRUNEAU,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
407,HABITATION J.-ERNEST-PAQUIN,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
408,COLLÈGE DE ROSEMONT (CEGEP),Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
409,ÉCOLE SANS FRONTIÈRES,Étienne-Desmarteau,132,Rosemont-La Petite-Patrie,RO
410,CENTRE L'ENTRE-GENS,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
411,ÉCOLE SAINT-ALBERT-LE-GRAND,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
412,HABITATION DE CHAMBLY,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
413,RÉSIDENCE SAINT-ÉMILE,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
414,CENTRE MARCEL-LAPALME,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
415,CENTRE MASSON,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
416,ÉCOLE SAINT-JEAN-DE-BRÉBEUF,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
417,RÉSIDENCE OLIVAR-ASSELIN,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
418,RÉSIDENCE RICHARD ANGUS (TOUR A),Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
420,LES APPARTEMENTS DU SQUARE ANGUS,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
421,RÉSIDENCE RICHARD ANGUS (TOUR B),Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
422,ÉCOLE SAINTE-BERNADETTE-SOUBIROUS,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
423,COLLÈGE DE ROSEMONT (CEGEP) (HORS DISTRICT),Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
424,RÉSIDENCE DU JARDIN BOTANIQUE,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
425,ÉCOLE ROSEMONT ANNEXE  SAINT-JEAN-VIANNEY,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
426,CENTRE ALPHONSE-DESJARDINS,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
427,ÉCOLE ALPHONSE-DESJARDINS,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
428,CITÉ DES RETRAITÉS N.D.F. INC.,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
429,ÉCOLE NOTRE-DAME-DU-FOYER,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
430,VILLAGE OLYMPIQUE,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
431,ÉCOLE MARGUERITE-DE-LAJEMMERAIS,Marie-Victorin,134,Rosemont-La Petite-Patrie,RO
432,TRAFALGAR SCHOOL FOR GIRLS,Peter-McGill,181,Ville-Marie,VM
433,GRAND SÉMINAIRE DE MONTRÉAL,Peter-McGill,181,Ville-Marie,VM
434,MANOIR CHARLES-DUTAUD,Peter-McGill,181,Ville-Marie,VM
435,HABITATION DU FORT,Peter-McGill,181,Ville-Marie,VM
436,LASALLE INTERNATIONAL,Peter-McGill,181,Ville-Marie,VM
437,UNIVERSITÉ CONCORDIA - ÉDIFICE J.W. McCONNELL,Peter-McGill,181,Ville-Marie,VM
438,ÉCOLE DE TECHNOLOGIE SUPÉRIEURE (PAVILLON B),Peter-McGill,181,Ville-Marie,VM
439,HABITAT 67,Saint-Jacques,182,Ville-Marie,VM
440,ÉDIFICE LOUIS-CHARLAND,Saint-Jacques,182,Ville-Marie,VM
441,ÉDIFICE CHAUSSEGROS-DE-LÉRY,Saint-Jacques,182,Ville-Marie,VM
443,CENTRE COMMUNAUTAIRE LOISIRS SAINTE-CATHERINE D'ALEXANDRIE,Saint-Jacques,182,Ville-Marie,VM
444,CENTRE SAINT-PIERRE,Saint-Jacques,182,Ville-Marie,VM
445,HÔPITAL CHINOIS DE MONTRÉAL (1963),Saint-Jacques,182,Ville-Marie,VM
446,CENTRE D'HÉBERGEMENT DU CENTRE-VILLE DE MONTRÉAL,Saint-Jacques,182,Ville-Marie,VM
448,HOLIDAY INN MONTREAL CENTRE-VILLE,Saint-Jacques,182,Ville-Marie,VM
449,ASSOCIATION SPORTIVE ET COMMUNAUTAIRE DU CENTRE-SUD,Sainte-Marie,183,Ville-Marie,VM
450,TOURS FRONTENAC,Sainte-Marie,183,Ville-Marie,VM
451,CENTRE JEAN-CLAUDE-MALÉPART,Sainte-Marie,183,Ville-Marie,VM
452,ÉCOLE PIERRE-DUPUY,Sainte-Marie,183,Ville-Marie,VM
453,ÉCOLE GARNEAU,Sainte-Marie,183,Ville-Marie,VM
454,ÉCOLE CHAMPLAIN,Sainte-Marie,183,Ville-Marie,VM
455,HABITATION JEAN-VALETS,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
456,École Barclay,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
457,CENTRE WILLIAM HINGSTON - GYMNASE 1 ET 2,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
458,CENTRE WILLIAM HINGSTON - GYMNASE 3 ET 4,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
459,STADE DE TENNIS UNIPRIX,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
460,ÉCOLE LUCIEN-PAGÉ,Parc-Extension,194,Villeray-Saint-Michel-Parc-Extension,VS
461,CENTRE RENÉ-GOUPIL,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
462,ÉCOLE SAINT-NOËL-CHABANEL PAVILLON DES BÂTISSEURS,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
463,MAISON DES SOURDS,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
464,CARREFOUR POPULAIRE DE SAINT-MICHEL,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
465,HABITATION ANDRÉ-CORNEAU,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
466,HABITATION DES CARRIERS,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
467,ÉCOLE ST. DOROTHY,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
468,ÉCOLE MONTCALM,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
469,"ÉCOLE MARIE-RIVIER, PAVILLON LOUVAIN",Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
470,HABITATION EMMAUS,Saint-Michel,191,Villeray-Saint-Michel-Parc-Extension,VS
471,ÉCOLE SAINTE-CÉCILE,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
472,ÉCOLE HÉLÈNE-BOULLÉ,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
473,CENTRE DE LOISIRS COMMUNAUTAIRES LAJEUNESSE,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
474,ÉCOLE SAINT-GABRIEL-LALEMANT,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
475,ÉCOLE JOSEPH-CHARBONNEAU,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
476,ÉCOLE MARIE-FAVERY,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
477,HABITATION HÉLÈNE-BOULLÉ,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
478,ÉCOLE GADBOIS,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
479,THÉATRE AUX ÉCURIES,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
480,ÉCOLE SAINT-BARTHÉLÉMY PAVILLON SAGARD,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
481,HABITATION GABRIEL-SAGARD,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
482,ÉCOLE JOHN F. KENNEDY,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
483,École Saint-Mathieu,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
484,MAISON DU CITOYEN DE VILLERAY-ST-MICHEL-PARC-EXTEN,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
485,ÉCOLE LÉONARD-DE VINCI ANNEXE,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
486,CENTRE YVES-THÉRIAULT,François-Perrault,192,Villeray-Saint-Michel-Parc-Extension,VS
489,ROSEMONT LES QUARTIERS,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
490,CLSC DE ROSEMONT,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
491,RÉSIDENCE LE SAVIGNION,du Canal,41,Lachine,LC
492,LE 255,Villeray,193,Villeray-Saint-Michel-Parc-Extension,VS
442,CEGEP DU VIEUX-MONTRÉAL,Saint-Jacques,182,Ville-Marie,VM
447,CENTRE SPORTIF DE L'UQAM,Saint-Jacques,182,Ville-Marie,VM
493,EVOLO PHASE 2,Champlain-L'Île-des-Soeurs,171,Verdun,VD
494,ÉCOLE GÉNÉRAL VANIER,Saint-Léonard-Ouest,152,Saint-Léonard,LN
286,RESSOURCES HABITATION DE L'OUEST,Saint-Sulpice,12,Ahuntsic-Cartierville,AC
495,LE CHALLENGER,Côte-de-Liesse,141,Saint-Laurent,LR
496,ACCUEIL BONNEAU,Saint-Jacques,182,Ville-Marie,VM
497,PAVILLON MONTFORT,Rivière-des-Prairies,123,Rivière-des-Prairies-Pointe-aux-Trembles,RP
498,LE PÉLICAN,Vieux-Rosemont,133,Rosemont-La Petite-Patrie,RO
499,LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL,Sault-Saint-Louis,51,LaSalle,LS
1,ÉCOLE JONATHAN-WILSON,Pierre-Foretier,61,L'Île-Bizard-Sainte-Geneviève,IS
3,CENTRE SOCIO-CULTUREL,Jacques-Bizard,63,L'Île-Bizard-Sainte-Geneviève,IS
