IdGeom;nomprojet;nomrue;nlog;unites_typ;loghlm_fam;loghlm_pa;loghlm_aut;projettype;type_prog;an_program;an_effecti;arrondvill;villelie;qr2008;localisati;aired_id;longitude;latitude;xnad83;ynad83
1201;Société d'habitation LogeHenri;Delinelle;40;logement;0;0;0;OBNL;Autres;1984;;Le Sud-Ouest;;50;Aire de diffusion;24662167;-73,59161375;45,47577278;297637,2926;5037320,365
1202;Maison Bieler - Maison Jean-Brillant;Delisle;124;logement;0;0;0;OBNL;Autres;1983;;Le Sud-Ouest;;50;Aire de diffusion;24662134;-73,58049681;45,48194657;298507,144;5038005,527
1203;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;9;chambre;0;0;0;OBNL;Autres;1989;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
1204;Résidence Jean-Marie Chabot;Côte-Saint-Paul;68;logement;0;0;0;OBNL;Autres;1987;;Le Sud-Ouest;;50;Aire de diffusion;24662165;-73,59300061;45,47056855;297528,1933;5036742,144
1205;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;7;logement;0;0;0;OBNL;ACL;1997;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
1206;Centre communautaire Petite-Bourgogne;Notre-Dame;12;logement;0;0;0;OBNL;Autres;1989;;Le Sud-Ouest;;51;Aire de diffusion;24661118;-73,57643748;45,48286403;298824,5801;5038107,175
1207;Centre de gestion communautaire du Sud-Ouest (CEGECOM);Saint-Jacques;4;logement;0;0;0;OBNL;Autres;1992;;Le Sud-Ouest;;51;Aire de diffusion;24663434;-73,57452729;45,4891944;298974,5599;5038810,53
1208;Foyer hongrois;Saint-Jacques;101;76 logement / 25 chambre;0;0;0;OBNL;Autres;1981;;Le Sud-Ouest;;51;Aire de diffusion;24661117;-73,57764794;45,48399874;298730,0757;5038233,366
1209;Foyer hongrois;Lionel-Groulx;25;logement;0;0;0;OBNL;Autres;1991;;Le Sud-Ouest;;51;Aire de diffusion;24661117;-73,57764794;45,48399874;298730,0757;5038233,366
1210;Foyer hongrois;Saint-Jacques;83;logement;0;0;0;OBNL;Autres;1985;;Le Sud-Ouest;;51;Aire de diffusion;24661117;-73,57764794;45,48399874;298730,0757;5038233,366
1211;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;32;logement;0;0;0;OBNL;Autres;1984;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
1212;Hab. Negcomburdy;Georges-Vanier;11;logement;0;0;0;OBNL;Autres;1993;;Le Sud-Ouest;;51;Aire de diffusion;24663434;-73,57452729;45,4891944;298974,5599;5038810,53
1213;Centre communautaire Saint-Antoine 50+;Saint-Antoine;23;logement;0;0;0;OBNL;Autres;1993;2009;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
1214;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;23;logement;0;0;0;OBNL;Autres;1989;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
1215;Société d'habitations communautaires logique;Canning;17;logement;0;0;0;OBNL;Autres;1983;;Le Sud-Ouest;;51;Aire de diffusion;24663434;-73,57452729;45,4891944;298974,5599;5038810,53
1216;Centre communautaire Petite-Bourgogne;Coursol;16;logement;0;0;0;OBNL;Autres;1989;1999;Le Sud-Ouest;;51;Aire de diffusion;24663434;-73,57452729;45,4891944;298974,5599;5038810,53
1217;Universal negro improvement association of Montréal;Notre-Dame;14;logement;0;0;0;OBNL;Autres;1992;;Le Sud-Ouest;;51;Aire de diffusion;24661118;-73,57643748;45,48286403;298824,5801;5038107,175
1218;Résidence Marcel-Roy;Marie-Victorin;56;logement;0;0;0;OBNL;Autres;1985;1996;Rivière-des-Prairies–Pointe-aux-Trembles;;52;Aire de diffusion;24662762;-73,60701045;45,61405418;296454,0079;5052689,246
1219;Hab. universellement accessibles;Perras;44;logement;0;0;0;OBNL;Autres;1992;;Rivière-des-Prairies–Pointe-aux-Trembles;;52;Aire de diffusion;24662864;-73,57890149;45,64657693;298649,849;5056301,054
1220;Résidence Rivière-des-Prairies;Gouin;78;logement;0;0;0;OBNL;Autres;1985;1997;Rivière-des-Prairies–Pointe-aux-Trembles;;53;Aire de diffusion;24662947;-73,56450905;45,66100112;299772,9896;5057903,06
1221;Jardins d'Eugénie;Eugénie-Tessier;75;logement;0;0;0;OBNL;ACL;2003;;Rivière-des-Prairies–Pointe-aux-Trembles;;54;Aire de diffusion;24663404;-73,48911991;45,69491587;305647,3429;5061670,173
1222;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;11;chambre;0;0;0;OBNL;Autres;1996;1996;;Montréal-Est;;Arrondissement / Ville liée;;-73,52486777;45,62841559;302861;5054280
1223;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;2;logement;0;0;0;OBNL;Autres;1996;1996;;Montréal-Est;;Arrondissement / Ville liée;;-73,52486777;45,62841559;302861;5054280
1224;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;75;logement;0;0;0;OBNL;Autres;1983;1996;;Montréal-Est;;Arrondissement / Ville liée;;-73,52486777;45,62841559;302861;5054280
1225;Demeures Sainte-Croix;Sainte-Croix;40;logement;0;0;0;OBNL;Autres;1988;;Saint-Laurent;;57;Aire de diffusion;24660546;-73,68051462;45,51828039;290697,3039;5042056,019
1226;Demeures Sainte-Croix;Sainte-Croix;36;logement;0;0;0;OBNL;Autres;1994;;Saint-Laurent;;57;Aire de diffusion;24660546;-73,68051462;45,51828039;290697,3039;5042056,019
1227;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;11;chambre;0;0;0;OBNL;Aucun;1986;1991;Saint-Laurent;;;Arrondissement / Ville liée;;-73,71286521;45,49819402;288164;5039830
1228;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;5;chambre;0;0;0;OBNL;Aucun;2000;2000;Saint-Laurent;;;Arrondissement / Ville liée;;-73,71286521;45,49819402;288164;5039830
1229;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;23;logement;0;0;0;OBNL;Autres;1990;;Montréal-Nord;;;Arrondissement / Ville liée;;-73,63032218;45,60368875;294634;5051540
1230;Association canadienne slave de Montréal;Poudrière;40;logement;0;0;0;OBNL;Autres;1994;;Verdun;;64;Aire de diffusion;24661135;-73,56739997;45,47304496;299530,1632;5037015,35
1231;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;6;logement;0;0;0;OBNL;Autres;1989;;Verdun;;;Arrondissement / Ville liée;;-73,55358191;45,45194766;300609;5034670
1232;Résidences des pionniers du téléphone d'Amérique;Rushbrooke;69;logement;0;0;0;OBNL;Autres;1985;;Verdun;;64;Aire de diffusion;24661136;-73,56735658;45,471522;299533,4138;5036846,1
1233;Comité aide au logement - Jardins LaSalle;Bergevin;750;logement;0;0;0;OBNL;Autres;1988;;LaSalle;;67;Aire de diffusion;24660922;-73,6530394;45,43325246;292825,8095;5032602,412
1234;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;9;chambre;0;0;0;OBNL;Autres;1987;;Lachine;;;Arrondissement / Ville liée;;-73,69045679;45,44397274;289901;5033800
1235;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;5;chambre;0;0;0;OBNL;Aucun;2001;2001;;Côte-Saint-Luc;;Arrondissement / Ville liée;;-73,66722653;45,46884498;291724;5036560
1236;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;5;chambre;0;0;0;OBNL;Aucun;1993;1993;;Côte-Saint-Luc;;Arrondissement / Ville liée;;-73,66722653;45,46884498;291724;5036560
1237;Résidences Caldwell;avenue Caldwell;134;logement;0;0;0;OBNL;Aucun;1973;;;Côte-Saint-Luc;83;Aire de diffusion;24663280;-73,66777536;45,47088894;291681,5594;5036787,234
1238;Fondation d'aménagement St-Patrick;Côte-Saint-Luc;252;logement;0;0;0;OBNL;Autres;1979;;;Côte-Saint-Luc;83;Aire de diffusion;24660850;-73,6516068;45,4693997;292945,475;5036619,224
1239;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;6;chambre;0;0;0;OBNL;Aucun;1979;;;Dollard-Des Ormeaux;;Arrondissement / Ville liée;;-73,81717528;45,48706389;280007;5038620
1240;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;9;chambre;0;0;0;OBNL;Aucun;1997;1997;;Mont-Royal;;Arrondissement / Ville liée;;-73,65155495;45,50980981;292958;5041110
1241;Hab. le Russell sur le Parc;Brittany;81;logement;0;0;0;OBNL;Autres;1983;2011;;Mont-Royal;93;Aire de diffusion;24661595;-73,65052895;45,52008489;293040,3087;5042251,726
1242;Propriétés des aînés du lac St-Louis;Cartier;140;logement;0;0;0;OBNL;Autres;1977;;;Pointe-Claire;86;Aire de diffusion;24663131;-73,82382275;45,43641827;279464,7058;5032993,842
1243;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;10;logement;0;0;0;OBNL;Autres;1993;;Pierrefonds-Roxboro;;;Arrondissement / Ville liée;;-73,86382818;45,4806439;276357;5037922
1244;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;12;logement;0;0;0;OBNL;Autres;1993;1993;Pierrefonds-Roxboro;;;Arrondissement / Ville liée;;-73,86382818;45,4806439;276357;5037922
1245;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;9;logement;0;0;0;OBNL;Autres;1991;;Pierrefonds-Roxboro;;;Arrondissement / Ville liée;;-73,86382818;45,4806439;276357;5037922
1246;Résidence Norma McAllister;Maçons;34;logement;0;0;0;OBNL;Autres;1994;;Pierrefonds-Roxboro;;72;Aire de diffusion;24663051;-73,85102257;45,49870936;277366,8754;5039925,166
1247;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;15;chambre;0;0;0;OBNL;Autres;1989;;Pierrefonds-Roxboro;;;Arrondissement / Ville liée;;-73,86382818;45,4806439;276357;5037922
1248;Habitation Manoir Roger Bernard;René-Émard;185;logement;0;185;0;HLM;;1973;;Pierrefonds-Roxboro;;72;Aire de diffusion;24663050;-73,84814548;45,49264277;277588,8041;5039250,005
1249;C.h. l'Embellie;Michel-Sarrazin;16;logement;0;0;0;Coop;Autres;1986;;Ahuntsic-Cartierville;;1;Aire de diffusion;24662502;-73,70899101;45,52837948;288475,5084;5043183,735
1250;C.h. Michel-Sarrazin Cartierville;Michel-Sarrazin;15;logement;0;0;0;Coop;ACL;2000;;Ahuntsic-Cartierville;;1;Aire de diffusion;24662489;-73,71028993;45,52681081;288373,5919;5043009,673
1251;C.h. Michel-Sarrazin Cartierville;Michel-Sarrazin;15;logement;0;0;0;Coop;ACL;2001;;Ahuntsic-Cartierville;;1;Aire de diffusion;24662502;-73,70899101;45,52837948;288475,5084;5043183,735
1252;C.h. St-Germain;Saint-Germain;37;logement;0;0;0;Coop;ACL;2002;;Ahuntsic-Cartierville;;1;Aire de diffusion;24660570;-73,70016981;45,52750903;289164,3002;5043085,246
1253;C.h. À tout hasard de Mtl;Sauvé;40;logement;0;0;0;Coop;Autres;1992;;Ahuntsic-Cartierville;;4;Aire de diffusion;24662587;-73,64934342;45,56255262;293141,7055;5046971,045
1254;C.h. communautaire Oasis Sauvé de Mtl;Sauvé;78;logement;0;0;0;Coop;Autres;1985;;Ahuntsic-Cartierville;;4;Aire de diffusion;24660501;-73,65756684;45,55469929;292498,0417;5046099,52
1255;C.h. Papineau d'Ahuntsic;Papineau;23;logement;0;0;0;Coop;ACL;2001;;Ahuntsic-Cartierville;;4;Aire de diffusion;24662651;-73,6495834;45,56533346;293123,5483;5047280,119
1256;C.h. communautaire La source (Sauvé);Sauvé;40;logement;0;0;0;Coop;Autres;1983;;Ahuntsic-Cartierville;;4;Aire de diffusion;24660499;-73,65359569;45,55298985;292807,7241;5045908,946
1257;C.h. Alfred Rouleau;Coopératives;28;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1258;C.h. Alphonse Desjardins;Coopératives;14;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1259;C.h. Alphonse Desjardins;Coopératives;18;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1260;C.h. Berthe Louard;Coopératives;28;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1261;C.h. Cyrille Vaillancourt;Coopératives;30;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1262;C.h. Victor-Barbeau;Coopératives;31;logement;0;0;0;Coop;Autres;1981;;Ahuntsic-Cartierville;;5;Aire de diffusion;24662594;-73,63790002;45,55687252;294033,9344;5046338,208
1263;C.h. de l'Île de la Visitation;Henri-Bourassa;26;logement;0;0;0;Coop;ACL;2003;;Ahuntsic-Cartierville;;6;Aire de diffusion;24662708;-73,65644949;45,57593564;292589,8797;5048459,381
1264;C.h. Château en folie;Georges;8;logement;0;0;0;Coop;Autres;1981;1987;Anjou;;73;Aire de diffusion;24660193;-73,55219139;45,6155155;300729,5785;5052847,401
1265;C.h. le Sillon d'Anjou;Galeries-d'Anjou;48;logement;0;0;0;Coop;Autres;1986;1988;Anjou;;73;Aire de diffusion;24662961;-73,57338185;45,59990685;299075,341;5051114,067
1266;C.h. Villa Nobert;Léo-Guindon;6;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1267;C.h. Villa Nobert;Léo-Guindon;7;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1268;C.h. Beaconsfield;Michael;44;logement;0;0;0;Coop;Autres;1988;1991;;Beaconsfield;87;Aire de diffusion;24662299;-73,85251892;45,43605835;277219,3956;5032963,286
1269;C.h. l'Orient;Bourret;15;logement;0;0;0;Coop;Autres;1992;;Côte-des-Neiges–Notre-Dame-de-Grâce;;40;Aire de diffusion;24660625;-73,63899418;45,48736069;293935,1405;5038613,445
1270;C.h. Créative de Saint-Kevin;Saint-Kevin;13;logement;0;0;0;Coop;Autres;1985;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660689;-73,62871162;45,49460178;294740,194;5039416,811
1271;C.h. Eureka;Saint-Kevin;14;logement;0;0;0;Coop;Autres;1986;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660690;-73,62724375;45,49395943;294854,8064;5039345,243
1272;C.h. le Village de Côte-des-Neiges;Lacombe;6;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660696;-73,62294912;45,49803181;295191,1615;5039797,285
1273;C.h. le Village de Côte-des-Neiges;Lacombe;3;logement;0;0;0;Coop;Autres;1976;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660696;-73,62294912;45,49803181;295191,1615;5039797,285
1274;C.h. le Village de Côte-des-Neiges;Lacombe;7;logement;0;0;0;Coop;Autres;1976;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660696;-73,62294912;45,49803181;295191,1615;5039797,285
1275;C.h. le Village de Côte-des-Neiges;Lacombe;6;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660696;-73,62294912;45,49803181;295191,1615;5039797,285
1276;C.h. le Village de Côte-des-Neiges;Lacombe;6;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;41;Aire de diffusion;24660696;-73,62294912;45,49803181;295191,1615;5039797,285
1277;C.h. Bedford;Bedford;25;logement;0;0;0;Coop;Autres;1989;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661313;-73,63577;45,5074523;294190,9405;5040845,802
1278;C.h. de la rue Goyer;Goyer;11;logement;0;0;0;Coop;Autres;1998;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661343;-73,62871692;45,51097164;294742,6951;5041236,001
1279;C.h. de la rue Goyer;Goyer;15;logement;0;0;0;Coop;Autres;1997;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661312;-73,63249918;45,50845059;294446,7051;5040956,316
1280;C.h. les Milles visages;Goyer;20;logement;0;0;0;Coop;ACL;2002;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661316;-73,63502056;45,50416503;294248,8877;5040480,387
1281;C.h. les Ormes de Goyer;Goyer;15;logement;0;0;0;Coop;ACL;1999;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661312;-73,63249918;45,50845059;294446,7051;5040956,316
1282;C.h. Place Goyer;Goyer;13;logement;0;0;0;Coop;Autres;1997;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661321;-73,63594766;45,50438294;294176,4809;5040504,726
1283;C.h. Barclay;Barclay;14;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660616;-73,64364319;45,49469842;293573,1956;5039429,528
1284;C.h. Bourret;Bourret;18;logement;0;0;0;Coop;Autres;1982;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660665;-73,63600241;45,49247361;294169,9625;5039181,245
1285;C.h. le Château Plamondon;Plamondon;18;logement;0;0;0;Coop;ACL;2003;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24661319;-73,63633022;45,50107073;294145,9617;5040136,69
1286;George et Élizabeth;Côte-Sainte-Catherine;29;logement;0;0;0;SHDM;Autres;1986;2016;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660624;-73,63773967;45,48836669;294033,3944;5038725,073
1288;C.h. la Perle internationale;Courtrai;26;logement;0;0;0;Coop;ACL;2000;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660676;-73,64360573;45,50160807;293577,4965;5040197,395
1289;C.h. Plamondon;Plamondon;34;logement;0;0;0;Coop;Autres;1983;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660671;-73,64009601;45,49687121;293850,8556;5039670,502
1290;C.h. les Soleil de Linton;Linton;12;logement;0;0;0;Coop;ACL;2000;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660684;-73,63347336;45,49672768;294368,4201;5039653,67
1291;C.h. Clifton;Clifton;3;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662158;-73,61477246;45,46562028;295825,0468;5036194,445
1292;C.h. Clifton;Clifton;3;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662158;-73,61477246;45,46562028;295825,0468;5036194,445
1293;C.h. Clifton;Clifton;3;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662158;-73,61477246;45,46562028;295825,0468;5036194,445
1294;C.h. Clifton;Clifton;3;logement;0;0;0;Coop;Autres;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662158;-73,61477246;45,46562028;295825,0468;5036194,445
1295;C.h. Elmhurst;Elmhurst;23;logement;0;0;0;Coop;ACL;2002;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24660822;-73,63632387;45,45264881;294137,3295;5034755,561
1296;C.h. Nouveau Sengsavang;Grand;15;logement;0;0;0;Coop;Autres;1998;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24660871;-73,62430064;45,45992527;295078,9853;5035562,667
1297;C.h. Nouveau Sengsavang;Grand;20;logement;0;0;0;Coop;Autres;1998;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24660871;-73,62430064;45,45992527;295078,9853;5035562,667
1298;C.h. Havre de Paix;Walkley;17;logement;0;0;0;Coop;ACL;2003;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660848;-73,64850352;45,46906394;293188,0594;5036581,457
1299;C.h. le Village 5161 Walkley;Walkley;12;logement;0;0;0;Coop;ACL;1999;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660845;-73,64485569;45,46853517;293473,1883;5036522,174
1300;C.h. le Village 5161 Walkley;Walkley;12;logement;0;0;0;Coop;ACL;1999;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660845;-73,64485569;45,46853517;293473,1883;5036522,174
1301;C.h. Walkley;Walkley;12;logement;0;0;0;Coop;Autres;1986;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660845;-73,64485569;45,46853517;293473,1883;5036522,174
1302;C.h. Walkley;Walkley;12;logement;0;0;0;Coop;Autres;1986;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660845;-73,64485569;45,46853517;293473,1883;5036522,174
1303;C.h. Néerlandaise de Montréal métropolitain;Ernest;40;logement;0;0;0;Coop;Autres;1987;1990;;Dollard-Des Ormeaux;89;Aire de diffusion;24663034;-73,84457851;45,48506397;277863,9878;5038406,569
1304;C.h. Nord-Ouest;Saint-Jean;47;logement;0;0;0;Coop;Autres;1990;;;Dollard-Des Ormeaux;89;Aire de diffusion;24663034;-73,84457851;45,48506397;277863,9878;5038406,569
1305;C.h. Haus Der Heimat;Louise-Lamy;33;logement;0;0;0;Coop;Autres;1993;;;Dorval;85;Aire de diffusion;24662243;-73,74784748;45,44719458;285412,5618;5034170,278
1306;C.h. du Bord du lac de Lachine;45e;30;logement;0;0;0;Coop;Autres;1982;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1307;C.h. Dixie Lachine;45e;12;logement;0;0;0;Coop;Autres;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1308;C.h. Dixie Lachine;45e;4;logement;0;0;0;Coop;Autres;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1309;C.h. Lac St-Louis;45e;8;logement;0;0;0;Coop;Aucun;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1310;C.h. Lac St-Louis;45e;12;logement;0;0;0;Coop;Aucun;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1311;C.h. de Lachine-Ouest;45e;24;logement;0;0;0;Coop;Aucun;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1312;C.h. Nouveau départ de Lachine;45e;24;logement;0;0;0;Coop;Aucun;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1313;C.h. du Site rocailleux de Lachine;45e;8;logement;0;0;0;Coop;Autres;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1314;C.h. du Site rocailleux de Lachine;45e;8;logement;0;0;0;Coop;Autres;1978;2000;Lachine;;69;Aire de diffusion;24662220;-73,70612264;45,43931212;288674,1685;5033285,091
1315;C.h. Champa;Hillcrest;8;logement;0;0;0;Coop;Autres;1990;;Lachine;;70;Aire de diffusion;24660812;-73,66006188;45,45055207;292280,1802;5034525,974
1316;C.h. Champa;Hillcrest;6;logement;0;0;0;Coop;Autres;1990;;Lachine;;70;Aire de diffusion;24660812;-73,66006188;45,45055207;292280,1802;5034525,974
1317;C.h. l'Envol de Lachine;2e;8;logement;0;0;0;Coop;ACL;2003;;Lachine;;70;Aire de diffusion;24663383;-73,66209546;45,44462496;292119,7884;5033867,617
1318;C.h. Macadam;2e;30;logement;0;0;0;Coop;Autres;1987;2000;Lachine;;70;Aire de diffusion;24663389;-73,66581146;45,43919583;291827,8529;5033264,875
1319;C.h. Stirling de LaSalle;Stirling;22;logement;0;0;0;Coop;ACL;1997;;LaSalle;;67;Aire de diffusion;24660925;-73,65749496;45,43349959;292477,2495;5032630,548
1320;C.h. Francoeur LaSalle;Francoeur;19;logement;0;0;0;Coop;Autres;1996;1996;LaSalle;;68;Aire de diffusion;24660940;-73,64450233;45,42527589;293492,1787;5031714,747
1321;C.h. de Jouvence;Jouvence;19;logement;0;0;0;Coop;Autres;1990;;Pierrefonds-Roxboro;;71;Aire de diffusion;24662332;-73,87367956;45,47026229;275581,4839;5036771,827
1322;C.h. aux Espaces verts;Claire-Fauteux;7;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1323;C.h. aux Espaces verts;Claire-Fauteux;8;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1324;C.h. aux Espaces verts;Claire-Fauteux;15;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1325;C.h. Guatemala;Francine-McKenzie;24;logement;0;0;0;Coop;Autres;1991;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1326;C.h. les Riverains;Francine-McKenzie;25;logement;0;0;0;Coop;Autres;1991;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1327;C.h. Villa Nobert;Léo-Guindon;15;logement;0;0;0;Coop;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;22;Aire de diffusion;24660176;-73,54223222;45,59958958;301505,3647;5051077,055
1328;C.h. Bonheur prochain;Souligny;24;logement;0;0;0;Coop;Autres;1988;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
1329;C.h. Feu vert;Taillon;2;logement;0;0;0;Coop;Autres;1983;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24663234;-73,52131066;45,60757667;303137,7411;5051964,034
1330;C.h. Feu vert;Marseille;2;logement;0;0;0;Coop;Autres;1983;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24663234;-73,52131066;45,60757667;303137,7411;5051964,034
1331;C.h. Multi carrefour;Souligny;24;logement;0;0;0;Coop;Autres;1987;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
1332;C.h. la Tirelle;Sainte-Claire;6;logement;0;0;0;Coop;Autres;1988;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660081;-73,5229237;45,60036031;303011,6929;5051162,097
1333;C.h. le Trèfle bleu;Sherbrooke;60;logement;0;0;0;Coop;Autres;1989;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660150;-73,53373212;45,59507281;302168,2667;5050574,782
1334;C.h. de l'An 2000;Liébert;6;logement;0;0;0;Coop;ACL;1999;;Mercier–Hochelaga-Maisonneuve;;24;Aire de diffusion;24660098;-73,51902568;45,59478986;303315,6354;5050542,96
