cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,CPAAX01796,CPALX01796,CPAAX01798,CPALX01798
52070,Saint-Norbert,P,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,1112,,,,
52075,Saint-Cléophas-de-Brandon,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,300,,,,
52080,Saint-Gabriel,V,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,2934,,,,
52085,Saint-Gabriel-de-Brandon,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,2736,,,,
52090,Saint-Didace,P,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,748,,,,
52095,Mandeville,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,2437,,,,
53005,Saint-David,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,885,,,,
53015,Saint-Aimé,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,455,,,,
53020,Saint-Robert,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,1863,,,,
53032,Saint-Ours,V,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,1744,,,,
53040,Saint-Roch-de-Richelieu,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,2798,,,,
53050,Saint-Joseph-de-Sorel,V,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,1577,,,,
53052,Sorel-Tracy,V,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,35849,,,,
53065,Sainte-Anne-de-Sorel,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,2716,,,,
53072,Yamaska,M,AR530,Pierre-De Saurel,,,16,Montérégie,Municipalité locale,1747,,,,
54008,Saint-Pie,V,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,5965,,,,
54017,Saint-Damase,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,2434,,,,
54025,Sainte-Madeleine,VL,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,2274,,,,
54030,Sainte-Marie-Madeleine,P,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,2873,,,,
54048,Saint-Hyacinthe,V,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,59448,,,,Immeuble non résidentiel  &lt; 300 000 $: Taux 1.6560 $/100 $ Immeuble non résidentiel &gt; 300 000 $: Taux  1.6972 $/100 $Immeuble industriel  &lt; 600 000 $ : Taux 1.6791 $/100 $Immeuble industriel &gt; 600 000 $: Taux 1.7097 $/100 $
54060,Saint-Dominique,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,2916,,,,
54072,Saint-Liboire,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,3056,,,,
54090,Saint-Simon,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,1395,,,,
54095,Sainte-Hélène-de-Bagot,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,1798,,,,
54100,Saint-Hugues,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,1367,,,,
54105,Saint-Barnabé-Sud,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,1025,,,,
54110,Saint-Jude,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,1354,,,,
54115,Saint-Bernard-de-Michaudville,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,642,,,,
54120,Saint-Louis,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,727,,,,
54125,Saint-Marcel-de-Richelieu,M,AR540,Les Maskoutains,,,16,Montérégie,Municipalité locale,507,,,,
55008,Ange-Gardien,M,AR550,Rouville,,,16,Montérégie,Municipalité locale,3021,,,,
55015,Saint-Paul-d'Abbotsford,M,AR550,Rouville,,,16,Montérégie,Municipalité locale,2968,,,,
55023,Saint-Césaire,V,AR550,Rouville,,,16,Montérégie,Municipalité locale,6129,,,,
55030,Sainte-Angèle-de-Monnoir,M,AR550,Rouville,,,16,Montérégie,Municipalité locale,1832,,,,
55037,Rougemont,M,AR550,Rouville,,,16,Montérégie,Municipalité locale,2726,,,,
55048,Marieville,V,AR550,Rouville,,,16,Montérégie,Municipalité locale,11778,,,,"Immeubles industriels dont la valeur à inférieure à 1 000 000 $ : 1,6501 / 100$Immeubles industriels dons la valeur est supérieur à 1 000 000 $ : 1,9414 $"
55057,Richelieu,V,AR550,Rouville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,5872,,,,
55065,Saint-Mathias-sur-Richelieu,M,AR550,Rouville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,4613,,,,
56005,Venise-en-Québec,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2195,,,,
56010,Clarenceville,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,1181,,,,
56015,Noyan,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,1453,,,,
56023,Lacolle,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2701,,,,
56030,Saint-Valentin,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,432,,,,
56035,Saint-Paul-de-l'Île-aux-Noix,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2194,,,,
56050,Saint-Sébastien,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,726,,,,
56055,Saint-Alexandre,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2693,,,,
56060,Sainte-Anne-de-Sabrevois,P,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2214,,,,
56065,Saint-Blaise-sur-Richelieu,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,2129,,,,
56083,Saint-Jean-sur-Richelieu,V,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,99494,,,,"Immeubles non résidentielsImmeubles non résidentiels de moins de 2 500 000$ : Taux 1,9495$/100$Immeubles non résidentiels de 2 500 000$ : Taux 1,9855$/100$ Immeubles industrielsTous les immeubles industriels: 2,4208$/100$"
56097,Mont-Saint-Grégoire,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,3133,,,,
56105,Sainte-Brigide-d'Iberville,M,AR560,Le Haut-Richelieu,,,16,Montérégie,Municipalité locale,1502,,,,
57005,Chambly,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,31692,,,,
57010,Carignan,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,12260,,,,
57020,Saint-Basile-le-Grand,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,17302,,,,
57025,McMasterville,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,6097,,,,"i. Tranche de valeur inférieure à 1 000 000 $ _________________ 1,7257 $ / 100$ d'évaluation (assiette imposable de 29 969 948 $)ii. Tranche de valeur de 1 000 000 $ et plus __________________1,8637 $ / 100$ d'évaluation (assiette imposable de 25 906 955 $) "
57030,Otterburn Park,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,9141,,,,
57033,Saint-Jean-Baptiste,M,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,3251,,,,
57035,Mont-Saint-Hilaire,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,19302,,,,
57040,Beloeil,V,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,24775,,,,
57045,Saint-Mathieu-de-Beloeil,M,AR570,La Vallée-du-Richelieu,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,3074,,,,
57050,Saint-Marc-sur-Richelieu,M,AR570,La Vallée-du-Richelieu,,,16,Montérégie,Municipalité locale,2244,,,,
57057,Saint-Charles-sur-Richelieu,M,AR570,La Vallée-du-Richelieu,,,16,Montérégie,Municipalité locale,1781,,,,
57068,Saint-Denis-sur-Richelieu,M,AR570,La Vallée-du-Richelieu,,,16,Montérégie,Municipalité locale,2333,,,,
57075,Saint-Antoine-sur-Richelieu,M,AR570,La Vallée-du-Richelieu,,,16,Montérégie,Municipalité locale,1800,,,,
58007,Brossard,V,,,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,95066,,,,
58012,Saint-Lambert,V,,,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,23270,,,,
58033,Boucherville,V,,,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,41726,,,,
58037,Saint-Bruno-de-Montarville,V,,,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,26643,,,,
58227,Longueuil,V,,,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,261516,,,,
59010,Sainte-Julie,V,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,30413,,,,
59015,Saint-Amable,V,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,13796,,,,
59020,Varennes,V,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,21433,,,,INR moins 1 million 1.6734 INR + 1M 1.8134 IND moins 1M 2.2226 et IND 1M+ 2.5209
59025,Verchères,M,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,5776,,,,
59030,Calixa-Lavallée,M,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,507,,,,
59035,Contrecoeur,V,AR590,Marguerite-D'Youville,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,10194,,,,Non résidentiels tranche de valeur inférieure à 1 000 000 $: Taux de 1.5515 $ du 100$ d'évaluationNon résidentiels tranche de valeur supérieure à 1 000 000 $: Taux de 1.7840 $ du 100$ d'évaluationIndustriels tranche de valeur inférieure à 2 000 000 $: Taux de 1.8803 $ du 100$ d'évaluationIndustriels tranche de valeur supérieure à 2 000 000 $: Taux de 2.3603 $ du 100$ d'évaluation 
60005,Charlemagne,V,AR600,L'Assomption,CM663,Communauté métropolitaine de Montréal,14,Lanaudière,Municipalité locale,6495,,,,
60013,Repentigny,V,AR600,L'Assomption,CM663,Communauté métropolitaine de Montréal,14,Lanaudière,Municipalité locale,87980,,,,"Immeubles non résidentielsTaxes générale: &lt; 1 M : 1,8036 $ et &gt;1 M : 1,9843 $Service de la dette: &lt; 1 M : 0,5138 $ et &gt;1 M : 0,5652 $Taux ARTM: &lt; 1 M : 0,1892 $ et &gt;1 M : 0,2082 $Immeubles industrielsTaxes générale: &lt; 1 M : 1,8036 $ et &gt;1 M : 1,9843 $Service de la dette: &lt; 1 M : 0,5138 $ et &gt;1 M : 0,5652 $Taux ARTM : &lt; 1 M : 0,1892 $ et &gt;1 M : 0,2082 $"
60028,L'Assomption,V,AR600,L'Assomption,CM663,Communauté métropolitaine de Montréal,14,Lanaudière,Municipalité locale,24502,,,,
60037,L'Épiphanie,V,AR600,L'Assomption,,,14,Lanaudière,Municipalité locale,9090,,,,
61005,Saint-Paul,M,AR610,Joliette,,,14,Lanaudière,Municipalité locale,6956,,,,
61013,Crabtree,V,AR610,Joliette,,,14,Lanaudière,Municipalité locale,4210,,,,Industrielle moins de 2 000 000 $ et plus de 2 000 000$
61020,Saint-Pierre,VL,AR610,Joliette,,,14,Lanaudière,Municipalité locale,298,,,,
61027,Saint-Thomas,M,AR610,Joliette,,,14,Lanaudière,Municipalité locale,3634,,,,
61030,Notre-Dame-des-Prairies,V,AR610,Joliette,,,14,Lanaudière,Municipalité locale,9528,,,,
61035,Saint-Charles-Borromée,V,AR610,Joliette,,,14,Lanaudière,Municipalité locale,16178,,,,
61040,Saint-Ambroise-de-Kildare,M,AR610,Joliette,,,14,Lanaudière,Municipalité locale,4421,,,,
62007,Saint-Félix-de-Valois,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,7308,,,,Immeubles non résidentiels : 0 à 499 999 = 0.7262                   500 000 et + = 0.7430Immeubles industriels :          0 à 999 999 = 0.7462                 1 000 000 et + = 0.7630
62025,Saint-Alphonse-Rodriguez,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,3487,,,,
62030,Sainte-Marcelline-de-Kildare,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,1841,,,,
62037,Rawdon,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,12234,,,,
62053,Entrelacs,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,1045,,,,
62060,Saint-Donat,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,4731,,,,
62075,Saint-Damien,P,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,2464,,,,
62080,Saint-Zénon,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,1342,,,,
62085,Saint-Michel-des-Saints,M,AR620,Matawinie,,,14,Lanaudière,Municipalité locale,2760,,,,
63005,Sainte-Marie-Salomé,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,1277,,,,
63013,Saint-Jacques,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,4618,,,,
63023,Saint-Alexis,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,1450,,,,
63030,Saint-Esprit,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,2294,,,,"Non- résidentiel 0 à 1 074 999 : 0.9241 Non résidentiel 1 075 000 et plus : 1,2318 Industriel 0 à 1 074 999 : 0.9327 Industriel 1 075 000 et plus : 1,2409"
63035,Saint-Roch-de-l'Achigan,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,5631,,,,
63040,Saint-Roch-Ouest,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,283,,,,
63048,Saint-Lin–Laurentides,V,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,25908,,,,
63055,Saint-Calixte,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,7194,,,,
63060,Sainte-Julienne,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,11993,,,,
63065,Saint-Liguori,M,AR630,Montcalm,,,14,Lanaudière,Municipalité locale,2199,,,,
64008,Terrebonne,V,AR640,Les Moulins,CM663,Communauté métropolitaine de Montréal,14,Lanaudière,Municipalité locale,123182,,,,"Première tranche imposable d'un immeuble non résidentiel de 5 000 000$ le taux est de 2,1830$ Tranches subséquentes à 5 000 000$ le taux est de 2,7814$.Première tranche imposable d'un immeuble industriel de 5 000 000$ le taux est de 2,2161$. Tranches subséquentes à 5 000 000$ le taux est de 2,6980$."
64015,Mascouche,V,AR640,Les Moulins,CM663,Communauté métropolitaine de Montréal,14,Lanaudière,Municipalité locale,54540,,,,
65005,Laval,V,,,CM663,Communauté métropolitaine de Montréal,13,Laval,Municipalité locale,450629,,,,
66007,Montréal-Est,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,4808,,,,
66032,Westmount,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,20093,,,,
66047,Montréal-Ouest,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,5250,,,,
66058,Côte-Saint-Luc,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,37833,,i. Sous-catégorie de référence - Taux adopté 3.4612 $ - Assiette 25 410 105 $ii. Sous-catégorie centre commercial - Taux adopté 4.2919 $ - Assiette 99 450 000 $iii. Sous-catégorie tour de bureaux- Taux adopté 4.1881 $ - Assiette 20 924 867 $iv. Sous-catégorie chemin de fer - Taux adopté 4.6138 $ - Assiette 117 408 400 $,,
66062,Hampstead,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,7469,,,,
66072,Mont-Royal,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,21775,,,,
66087,Dorval,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,20382,,,,Les propriétés non résidentielles et industrielles ont 2 taux chacune. Évaluation INR inférieure et supérieure à 2 000 000 $. Évaluation industrielle inférieure et supérieure à 3 000 000 $.
66092,L'Île-Dorval,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,9,,,,
66097,Pointe-Claire,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,35429,,,,Immeuble non résidentiel; tranche inférieure à 1M$ : 3.0680$/100$ d'évaluationImmeuble non résidentiel; tranche supérieure à 1M$: 3.4605$/100 d'évaluationImmeuble industriel: 2.6422$/100$ d'évaluation
66102,Kirkland,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,19564,,,,
66107,Beaconsfield,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,19290,,,,Valeurs inférieures ou égales à 2.0M $ : 3.0856 Valeurs supérieures à 2.0M $ : 4.1131
66112,Baie-D'Urfé,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,3710,,,,
66117,Sainte-Anne-de-Bellevue,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,5380,,,,
66127,Senneville,VL,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,1016,,,,
66142,Dollard-des-Ormeaux,V,,,CM663,Communauté métropolitaine de Montréal,6,Montréal,Municipalité locale,50171,,,,
67005,Saint-Mathieu,M,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2443,,,,
67010,Saint-Philippe,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,8290,,,,
67015,La Prairie,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,27015,,,,
67020,Candiac,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,24097,,,,
67025,Delson,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,8557,,,,Taux particulier immeubles industriels: taux de 2.0642$ par tranche d'évaluation inférieure à 2 000 000$ et 2.3045$ par tranche d'évaluation de 2 000 000$ et plus. Taux particulier immeubles non résidentiels:  taux de 1.7571$ par tranche d'évaluation inférieure à 1 000 000$ et 2.0084$ par tranche d'évaluation de 1 000 000$ et plus.
67030,Sainte-Catherine,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,17579,,,,
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2888,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15371,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,52320,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1637,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,895,,,,
68015,Hemmingford,CT,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,2152,,,,
68020,Sainte-Clotilde,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,3296,,,,
68025,Saint-Patrice-de-Sherrington,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,2308,,,,
68030,Napierville,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,4179,,,,
68035,Saint-Cyprien-de-Napierville,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1878,,,,
68040,Saint-Jacques-le-Mineur,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1929,,,,
68045,Saint-Édouard,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1458,,,,
68050,Saint-Michel,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,3821,,,,
68055,Saint-Rémi,V,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,9684,,,,
69005,Havelock,CT,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,745,,,,
69017,Saint-Chrysostome,M,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,2631,,,,
69030,Très-Saint-Sacrement,P,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,1231,,,,
69045,Hinchinbrooke,M,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,2298,,,,
69070,Saint-Anicet,M,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,2757,,,,
69075,Dundee,CT,AR690,Le Haut-Saint-Laurent,,,16,Montérégie,Municipalité locale,384,,,,
70012,Sainte-Martine,M,AR700,Beauharnois-Salaberry,,,16,Montérégie,Municipalité locale,5734,,,,
70022,Beauharnois,V,AR700,Beauharnois-Salaberry,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,14745,,,,INR évaluation inférieure à 5 000 000$ : 1.4429$/100$ (Assiette 153 514 120) - Revenu : 2 215 055$INR évaluation supérieure à 5 000 000$ : 1.9228$/100$ (Assiette 371 281 108) - Revenu : 7 138 993$Industriel : 1.9228$/100$ (Assiette 27 575 400) - Revenu : 530 220$
70030,Saint-Étienne-de-Beauharnois,M,AR700,Beauharnois-Salaberry,,,16,Montérégie,Municipalité locale,1117,,,,
70035,Saint-Louis-de-Gonzague,P,AR700,Beauharnois-Salaberry,,,16,Montérégie,Municipalité locale,2380,,,,
70052,Salaberry-de-Valleyfield,V,AR700,Beauharnois-Salaberry,,,16,Montérégie,Municipalité locale,44561,,,,Immeubles non résidentiels dont la valeur est moins de 10 M$ = 1.7320 par 100$ d'évaluationImmeubles non résidentiels dont la valeur est de 10 M$ et plus = 2.0198 par 100$ d'évaluationImmeubles industriels dont la valeur est moins de 5 M$ = 1.9991 par 100$ d'évaluationImmeubles industriels dont la valeur est de 5 M$ et plus = 2.3314 par 100$ d'évaluation
71005,Rivière-Beaudette,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,2651,,,,
71015,Saint-Télesphore,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,771,,,,
71020,Saint-Polycarpe,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,2509,,,,
71025,Saint-Zotique,V,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,10245,,,,
71033,Les Coteaux,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,5938,,,,
71040,Coteau-du-Lac,V,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,7681,,,,Immeubles non résidentiels :   0 à 4 999 999 $ :         1.002 $ / 100 $                                                 5 000 000 $ et plus :   1.337 $ / 100 $Immeubles industriels :            1.348 $ / 100 $
71050,Les Cèdres,M,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,7226,,,,
71055,Pointe-des-Cascades,VL,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,1834,,,,
71060,L'Île-Perrot,V,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,11678,,,,
71065,Notre-Dame-de-l'Île-Perrot,V,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,11699,,,,
71075,Terrasse-Vaudreuil,M,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,1929,,,,
71083,Vaudreuil-Dorion,V,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,45442,,,,
71105,Saint-Lazare,V,AR710,Vaudreuil-Soulanges,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,22761,,,,
71125,Très-Saint-Rédempteur,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,1080,,,,
71133,Rigaud,V,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,7951,,,,
71140,Pointe-Fortune,M,AR710,Vaudreuil-Soulanges,,,16,Montérégie,Municipalité locale,593,,,,
72005,Saint-Eustache,V,AR720,Deux-Montagnes,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,46398,,,,
72010,Deux-Montagnes,V,AR720,Deux-Montagnes,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,18347,,,,
72015,Sainte-Marthe-sur-le-Lac,V,AR720,Deux-Montagnes,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,21250,,,,
72020,Pointe-Calumet,M,AR720,Deux-Montagnes,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,6257,,,,
72025,Saint-Joseph-du-Lac,M,AR720,Deux-Montagnes,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,7276,,,,
73005,Boisbriand,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,29229,,,,"INR: Taxe générale: ≤800K = 1,7885 et &gt;800K = 1,9693INR: Taxe spéciale:  ≤800K = 0,3725 et &gt;800K = 0,4102IND: Taxe générale: ≤1,3M = 1,9513 et &gt;1,3M = 2,2377IND: Taxe spéciale: ≤1,3M = 0,4064 et &gt;1,3M = 0,4661"
73010,Sainte-Thérèse,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,27003,,,,
73015,Blainville,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,61114,,,,
73020,Rosemère,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,14138,,Sous-catégorieAssiette imposableTauxCentres commerciaux343 501 467 $Taxe générale : 1.9146 $/100$Taxes spéciales : 0.2572 $/100$De référence208 068 142 $Taxe générale : 1.7418 $/100$Taxes spéciales : 0.2340 $/100$,,
73025,Lorraine,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,9680,,,,
73030,Bois-des-Filion,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,10602,,,,Taux de base non-résidentiel/ Première tranche égale ou moins de 1 000 000$ : 1.8675$Taux de base non-résidentiel/ Tranche supérieure à 1 000 000$ : 1.9657$Taux de base Industrielle/ Première tranche égale ou moins de 1 000 000$ : 2.4767$Taux de base Industrielle/ Tranche supérieure à 1 000 000$ : 2.7228$
73035,Sainte-Anne-des-Plaines,V,AR730,Thérèse-De Blainville,CM663,Communauté métropolitaine de Montréal,15,Laurentides,Municipalité locale,15887,,,,
75005,Saint-Colomban,V,AR750,La Rivière-du-Nord,,,15,Laurentides,Municipalité locale,18446,,,,
75017,Saint-Jérôme,V,AR750,La Rivière-du-Nord,,,15,Laurentides,Municipalité locale,82274,,,,
75028,Sainte-Sophie,M,AR750,La Rivière-du-Nord,,,15,Laurentides,Municipalité locale,18890,,,,
