cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,CPAAX01796,CPALX01796,CPAAX01798,CPALX01798
30010,Notre-Dame-des-Bois,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,1105,,,,
30015,Val-Racine,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,182,,,,
30020,Piopolis,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,403,,,,
30025,Frontenac,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,1839,,,,
30030,Lac-Mégantic,V,AR300,Le Granit,,,5,Estrie,Municipalité locale,5820,,,,
30035,Marston,CT,AR300,Le Granit,,,5,Estrie,Municipalité locale,806,,,,
30040,Milan,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,314,,,,
30045,Nantes,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,1423,,,,
30050,Sainte-Cécile-de-Whitton,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,892,,,,
30055,Audet,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,717,,,,
30070,Saint-Robert-Bellarmin,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,521,,,,
30072,Saint-Ludger,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,1071,,,,
30080,Lac-Drolet,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,1080,,,,
30085,Saint-Sébastien,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,690,,,,
30100,Saint-Romain,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,699,,,,
30105,Stornoway,M,AR300,Le Granit,,,5,Estrie,Municipalité locale,539,,,,
30110,Stratford,CT,AR300,Le Granit,,,5,Estrie,Municipalité locale,1068,,,,
31015,Disraeli,V,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,2362,,,,
31020,Disraeli,P,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,1186,,,,
31025,Saint-Jacques-le-Majeur-de-Wolfestown,P,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,197,,,,
31035,Saint-Julien,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,401,,,,
31040,Irlande,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,898,,,,
31050,Sainte-Praxède,P,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,384,,,,
31056,Adstock,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,3102,,,,
31060,Sainte-Clotilde-de-Beauce,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,601,,,,Immeubles non résidentiels : 0.9996Immeubles industriels : 1.0838
31084,Thetford Mines,V,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,26684,,"Catégorie des Hôtels, motels et Centre de congrès : 1.4150$/100$ d'évaluation",,
31095,Saint-Adrien-d'Irlande,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,365,,,,
31100,Saint-Jean-de-Brébeuf,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,365,,,,
31105,Kinnear's Mills,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,421,,,,
31130,Sacré-Coeur-de-Jésus,P,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,554,,,,
31135,Saint-Pierre-de-Broughton,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,895,,,,
31140,Saint-Jacques-de-Leeds,M,AR310,Les Appalaches,,,12,Chaudière-Appalaches,Municipalité locale,728,,,,
32013,Saint-Ferdinand,M,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,2049,,,,
32033,Princeville,V,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,6334,,,,"Immeubles non résidentielles     Valeur imposable 53 818 069 $ au taux de 1,594 / 100 $Immeubles industriels - valeur jusqu'à 500 000 $     Valeur imposable 25 482 763 $ au taux de 1,8915 / 100 $Immeubles industriels - tranche supérieure à 500 000 $     Valeur imposable 49 679 300 $ au taux de 2,1253 / 100 $"
32043,Plessisville,V,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,9497,,,,
32050,Saint-Pierre-Baptiste,P,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,588,,,,
32058,Inverness,M,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,951,,,,
32065,Lyster,M,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,1676,,,,
32072,Laurierville,M,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,1364,,,,
32080,Notre-Dame-de-Lourdes,P,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,838,,,,
32085,Villeroy,M,AR320,L'Érable,,,17,Centre-du-Québec,Municipalité locale,530,,,,
33007,Saint-Sylvestre,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1051,,,,
33017,Sainte-Agathe-de-Lotbinière,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1048,,,,
33030,Saint-Narcisse-de-Beaurivage,P,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1207,,,,
33040,Dosquet,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,954,,,,
33045,Saint-Agapit,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,4703,,,,
33052,Saint-Flavien,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1666,,,,
33060,Laurier-Station,VL,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,2684,,,,
33065,Saint-Janvier-de-Joly,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1141,,,,
33070,Val-Alain,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1039,,,,
33080,Saint-Édouard-de-Lotbinière,P,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,1311,,,,
33085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,P,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,902,,,,
33090,Saint-Apollinaire,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,8689,,,,
33102,Sainte-Croix,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,2628,,,,
33123,Leclercville,M,AR330,Lotbinière,,,12,Chaudière-Appalaches,Municipalité locale,507,,,,
34017,Pont-Rouge,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,10993,,,,Immeuble industriels:a) tranche de valeur inférieure à 1 000 000 $ = 1.2757 $ (par 100$ d'évaluation)b) tranche de valeur de 1 000 000$ et plus = 1.55 $ (par 100$ d'évaluation)
34025,Donnacona,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,7653,,,,
34038,Saint-Basile,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,2781,,,,
34058,Deschambault-Grondines,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,2269,,,,
34060,Saint-Gilbert,P,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,308,,,,
34078,Saint-Casimir,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1466,,,,
34090,Saint-Ubalde,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1536,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1238,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,687,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1181,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,598,,Immeuble non résidentiel et inscrit comme résidence de tourisme avec local commercial : taux de 1.01 par 100 $ d'évaluation pour une assiette d'application imposable de 3 047 700 $.,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11547,,,,
35005,Notre-Dame-de-Montauban,M,AR350,Mékinac,,,4,Mauricie,Municipalité locale,819,,,,
35027,Saint-Tite,V,AR350,Mékinac,,,4,Mauricie,Municipalité locale,3770,,,,
36033,Shawinigan,V,,,,,4,Mauricie,Municipalité locale,51149,,,,
37067,Trois-Rivières,V,,,,,4,Mauricie,Municipalité locale,144472,,,,"Strates de valeurTaux au 100$ d'évaluation Immeubles non résidentielsTaux au 100$ d'évaluationImmeubles industrielsDe 0 $ à 7 000 000 $2,6852 $3,4885 $7 000 001 $ et plus3,3565 $4,3606 $"
37205,Sainte-Anne-de-la-Pérade,M,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,2037,,,,
37210,Batiscan,M,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,1028,,,,
37215,Sainte-Geneviève-de-Batiscan,P,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,1130,,,,
37220,Champlain,M,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,1945,,,,
37230,Saint-Maurice,P,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,3720,,,,
37235,Notre-Dame-du-Mont-Carmel,P,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,6400,,,,
37240,Saint-Narcisse,P,AR372,Des Chenaux,,,4,Mauricie,Municipalité locale,1832,,,,
38005,Saint-Sylvère,M,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,791,,,,
38010,Bécancour,V,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,14438,,Tranche de 2 000 000 $ et moins au taux de 1.7046 $Tranche de plus de 2 000 000 $ au taux de 2.0586 $,,Tranche de 5 000 000 $ et moins au taux de 2.2723 $Tranche de plus de 5 000 000 $ au taux de 2.7441 $
38015,Sainte-Marie-de-Blandford,M,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,474,,,,
38035,Sainte-Françoise,M,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,482,,,,
38040,Sainte-Sophie-de-Lévrard,P,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,750,,,,
38047,Fortierville,M,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,677,,,,
38055,Parisville,P,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,513,,,,
38060,Sainte-Cécile-de-Lévrard,P,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,363,,,,
38070,Deschaillons-sur-Saint-Laurent,M,AR380,Bécancour,,,17,Centre-du-Québec,Municipalité locale,938,,,,
39010,Ham-Nord,CT,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,903,,,,
39015,Notre-Dame-de-Ham,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,418,,,,
39025,Tingwick,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,1530,,,,
39030,Chesterville,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,901,,,,
39043,Saint-Norbert-d'Arthabaska,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,1305,,,,
39060,Saint-Christophe-d'Arthabaska,P,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,3274,,,,
39062,Victoriaville,V,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,48790,,,, ÉvaluationTauxTotal (en $)Non-résidentiel &lt; 540 000 $325 317 790 $0.01797 $  5 845 961 $Non-résidentiel &gt; 540 000 $558 793 103 $0.01874 $10 471 783 $   16 317 744 $ Industriel &lt; 1 000 000 $90 601 578 $0.01924$1 743 174 $Industriel &gt; 1 000 000 $129 595 973 $0.01984 $2 571 184 $   4 314 358 $       Total20 632 102 $     
39077,Warwick,V,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,4825,,,,
39085,Saint-Albert,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,1718,,,,
39090,Sainte-Élizabeth-de-Warwick,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,393,,,,
39097,Kingsey Falls,V,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,2050,,,,
39105,Sainte-Séraphine,P,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,449,,,,
39117,Sainte-Clotilde-de-Horton,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,1626,,,,
39130,Saint-Samuel,M,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,781,,,,
39145,Saint-Rosaire,P,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,986,,,,
39152,Daveluyville,V,AR390,Arthabaska,,,17,Centre-du-Québec,Municipalité locale,2422,,,,
40005,Ham-Sud,M,AR400,Les Sources,,,5,Estrie,Municipalité locale,224,,,,
40010,Saint-Adrien,M,AR400,Les Sources,,,5,Estrie,Municipalité locale,563,,,,
40017,Wotton,M,AR400,Les Sources,,,5,Estrie,Municipalité locale,1448,,,,
40025,Saint-Camille,CT,AR400,Les Sources,,,5,Estrie,Municipalité locale,568,,,,
40032,Saint-Georges-de-Windsor,M,AR400,Les Sources,,,5,Estrie,Municipalité locale,1003,,,,
40043,Val-des-Sources,V,AR400,Les Sources,,,5,Estrie,Municipalité locale,7285,,,,
41012,Saint-Isidore-de-Clifton,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,713,,,,
41020,Chartierville,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,319,,,,
41027,La Patrie,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,808,,,,
41037,Newport,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,708,,,,
41038,Cookshire-Eaton,V,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,5468,,,,
41055,Ascot Corner,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,3546,,,,
41060,East Angus,V,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,3969,,,,
41075,Hampden,CT,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,198,,,,
41085,Lingwick,CT,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,441,,,,
41098,Weedon,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,2800,,,,
41117,Dudswell,M,AR410,Le Haut-Saint-François,,,5,Estrie,Municipalité locale,1777,,,,
42005,Stoke,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,3310,,,,
42020,Saint-François-Xavier-de-Brompton,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,2601,,,,
42025,Saint-Denis-de-Brompton,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,4990,,,,
42032,Racine,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1416,,,,
42040,Bonsecours,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,664,,,,
42045,Lawrenceville,VL,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,616,,,,
42050,Sainte-Anne-de-la-Rochelle,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,627,,,,
42055,Valcourt,V,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,2266,,,,
42060,Valcourt,CT,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1062,,,,
42065,Maricourt,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,469,,,,
42075,Melbourne,CT,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1135,,,,
42078,Ulverton,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,470,,,,
42088,Windsor,V,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,5380,,,,
42095,Val-Joli,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1723,,,,
42098,Richmond,V,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,3440,,,,
42100,Saint-Claude,M,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1193,,,,
42110,Cleveland,CT,AR420,Le Val-Saint-François,,,5,Estrie,Municipalité locale,1639,,,,
43027,Sherbrooke,V,,,,,5,Estrie,Municipalité locale,181360,,,,"Catégorie INR - valeur tranche 0 à 750 000 $ - Taux 2,3090Catégorie INR - valeur tranche 750 001 $ et + - Taux 2,4868Catégorie IND - Taux 2,8804"
44003,Saint-Malo,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,532,,,,
44005,Saint-Venant-de-Paquette,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,71,,,,
44010,East Hereford,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,306,,,,
44015,Saint-Herménégilde,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,722,,,,
44023,Dixville,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,821,,,,
44037,Coaticook,V,AR440,Coaticook,,,5,Estrie,Municipalité locale,8893,,,,
44045,Barnston-Ouest,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,557,,,,
44050,Stanstead-Est,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,661,,,,
44055,Sainte-Edwidge-de-Clifton,CT,AR440,Coaticook,,,5,Estrie,Municipalité locale,549,,,,
44060,Martinville,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,455,,,,
44071,Compton,M,AR440,Coaticook,,,5,Estrie,Municipalité locale,3320,,,,
44080,Waterville,V,AR440,Coaticook,,,5,Estrie,Municipalité locale,2408,,,,
45008,Stanstead,V,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,2909,,,,
45020,Ogden,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,801,,,,
45025,Stanstead,CT,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,1137,,,,
45030,Potton,CT,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,2131,,,,
45035,Ayer's Cliff,VL,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,1230,,,,
45043,Hatley,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,804,,,,
45055,Hatley,CT,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,2298,,,,
45060,Sainte-Catherine-de-Hatley,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,2808,,,,
45072,Magog,V,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,28790,,,,
45085,Austin,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,1880,,,,
45093,Eastman,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,2499,,,,
45100,Saint-Étienne-de-Bolton,M,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,864,,,,
45105,Stukely-Sud,VL,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,1214,,,,
45115,Orford,CT,AR450,Memphrémagog,,,5,Estrie,Municipalité locale,5291,,,,
46010,Frelighsburg,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,1266,,,,
46025,Pike River,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,470,,,,
46030,Stanbridge Station,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,288,,,,
46035,Bedford,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,2659,,,,
46040,Bedford,CT,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,681,,,,
46045,Stanbridge East,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,862,,,,
46050,Dunham,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,3612,,,,
46058,Sutton,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,4699,,,,
46065,Bolton-Ouest,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,732,,,,
46075,Lac-Brome,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,6252,,,,1- Évaluation foncière des immeubles non-résidentiel : 72 332 754 = après arrondissement 1 193 000$Évaluation de INR moins 1 000 000$ = 1.65Évaluation de INR plus de 1 000 000$ = 1.752- Industriel : évaluation 15 736 955  au taux 2.07$/100$ = après arrondissement 327 000$
46078,Bromont,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,11834,,,,
46080,Cowansville,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,16434,,,,"Immeubles non résidentiels: Inférieur à 800 000 $ : 1,74 $ Supérieur à 800 000 $ : 1,94 $ Immeubles industriels: Inférieur à 800 000 $ : 1,76 $ Supérieur à 500 000 $ : 1,96 $"
46085,East Farnham,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,682,,,,
46090,Brigham,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,2331,,,,Immeubles non résidentielles 0.73$/100 tranche de valeur imposable 12 792 916Immeubles industriels 1.00$/100 tranche de valeur imposable 357 700
46095,Saint-Ignace-de-Stanbridge,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,700,,,,
46100,Notre-Dame-de-Stanbridge,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,672,,,,
46105,Sainte-Sabine,M,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,1123,,,,
46112,Farnham,V,AR460,Brome-Missisquoi,,,5,Estrie,Municipalité locale,10848,,,,
47010,Saint-Alphonse-de-Granby,M,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,3517,,,,
47017,Granby,V,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,70329,,,,
47035,Shefford,CT,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,7587,,,,
47040,Saint-Joachim-de-Shefford,M,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,1548,,,,
47047,Roxton Pond,M,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,4597,,,,
47055,Sainte-Cécile-de-Milton,M,AR470,La Haute-Yamaska,,,5,Estrie,Municipalité locale,2292,,,,
48005,Béthanie,M,AR480,Acton,,,16,Montérégie,Municipalité locale,348,,,,
48010,Roxton Falls,VL,AR480,Acton,,,16,Montérégie,Municipalité locale,1378,,,,
48015,Roxton,CT,AR480,Acton,,,16,Montérégie,Municipalité locale,1154,,,,
48020,Sainte-Christine,P,AR480,Acton,,,16,Montérégie,Municipalité locale,821,,,,
48028,Acton Vale,V,AR480,Acton,,,16,Montérégie,Municipalité locale,7823,,,,
48038,Upton,M,AR480,Acton,,,16,Montérégie,Municipalité locale,2169,,,,
48045,Saint-Théodore-d'Acton,M,AR480,Acton,,,16,Montérégie,Municipalité locale,1624,,,,
48050,Saint-Nazaire-d'Acton,P,AR480,Acton,,,16,Montérégie,Municipalité locale,870,,,,
49015,Durham-Sud,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1055,,,,
49020,Lefebvre,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,928,,,,
49025,L'Avenir,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1405,,,,
49030,Saint-Lucien,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1923,,,,
49040,Wickham,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,2781,,,,
49048,Saint-Germain-de-Grantham,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,5004,,,,
49058,Drummondville,V,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,82790,,,,"Taux particulier à la catégorie des immeubles industrielsa) Le taux particulier de la taxe foncière générale de la catégorie des immeubles industriels est fixé à :i. 1,542 $ du 100 $ d'évaluation basée sur le rôle d'évaluation en vigueur pour l'année 2023 pour les tranches devaleurs qui n'excède pas 5 000 000 $;ii. 1,692 $ du 100 $ d'évaluation basée sur le rôle d' évaluation en vigueur pour l'année 2023 pour la tranche devaleur qui excède 5 000 000 $.Taux particulier à la catégorie des immeubles non résidentielsa) Le taux particulier de la taxe foncière générale de la catégorie des immeubles non résidentiels est fixé à :i. 1,618 $ du 100 $ d'évaluation basée sur le rôle d'évaluation en vigueur pour l'année 2023 pour les tranches devaleurs qui n'excède pas 5 000 000 $;ii. 1,768 $ du 100 $ d'évaluation basée sur le rôle d'évaluation en vigueur pour l'année 2023 pour la tranche devaleur qui excède 5 000 000 $."
49075,Notre-Dame-du-Bon-Conseil,VL,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1771,,,,
49080,Notre-Dame-du-Bon-Conseil,P,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,906,,,,
49085,Sainte-Brigitte-des-Saults,P,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,815,,,,
49095,Saint-Majorique-de-Grantham,P,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1382,,,,
49100,Saint-Edmond-de-Grantham,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,818,,,,
49113,Saint-Guillaume,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1504,,,,
49125,Saint-Bonaventure,M,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,1061,,,,
49130,Saint-Pie-de-Guire,P,AR490,Drummond,,,17,Centre-du-Québec,Municipalité locale,462,,,,
50005,Sainte-Eulalie,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,1020,,,,
50013,Aston-Jonction,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,456,,,,
50030,Saint-Célestin,VL,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,929,,,,
50035,Saint-Célestin,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,609,,,,
50072,Nicolet,V,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,8726,,,,
50085,La Visitation-de-Yamaska,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,301,,,,
50090,Saint-Zéphirin-de-Courval,P,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,725,,,,
50095,Saint-Elphège,P,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,255,,,,
50100,Baie-du-Febvre,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,979,,,,
50113,Pierreville,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,2192,,,,
50128,Saint-François-du-Lac,M,AR500,Nicolet-Yamaska,,,17,Centre-du-Québec,Municipalité locale,1921,,,,
51015,Louiseville,V,AR510,Maskinongé,,,4,Mauricie,Municipalité locale,7565,,,,
51050,Saint-Édouard-de-Maskinongé,M,AR510,Maskinongé,,,4,Mauricie,Municipalité locale,806,,,,
51080,Charette,M,AR510,Maskinongé,,,4,Mauricie,Municipalité locale,1109,,,,
51090,Saint-Étienne-des-Grès,P,AR510,Maskinongé,,,4,Mauricie,Municipalité locale,4706,,,,
52007,Lavaltrie,V,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,15807,,,,
52017,Lanoraie,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,5387,,,,
52035,Berthierville,V,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,4477,,,,
52040,Sainte-Geneviève-de-Berthier,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,2254,,,,
52045,Saint-Ignace-de-Loyola,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,2122,,,,
52050,La Visitation-de-l'Île-Dupas,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,710,,,,
52062,Saint-Cuthbert,M,AR520,D'Autray,,,14,Lanaudière,Municipalité locale,1933,,,,
