Plan d’eau;Point d’échantillonnage;Localisation;Longitude;Latitude
Émissaire de la STEP;EMIS-16P0;Transect  - île Dansereau/Chenal St-Pierre bouée MS51 - Nord de la bouée;-73,3928233032674;45,7845317060665
Émissaire de la STEP;EMIS-16P1;Près de la bouée MS-51, secteur  EMIS -16P;-73,391746069893;45,7827774829466
Émissaire de la STEP;EMIS-16P2;À 16 km en aval du point de rejet de la STEP-Montréal, au nord des îles de Verchères à 1km en amont du chenal Saint-Pierre, au sud de la bouée MS51.;-73,3808333333333;45,7927777777703
Émissaire de la STEP;EMIS-19T-1;Au droit de St-Sulpice, rive nord;-73,3639210012949;45,8169208795289
Émissaire de la STEP;EMIS-19T-3;Au sud de EMIS-20.5T-1;-73,3621459894512;45,815913474324
Émissaire de la STEP;EMIS-19T-5;Au sud de EMIS-20.5T-3;-73,3607366599528;45,8143862232063
Émissaire de la STEP;EMIS-19T-7;Au sud de EMIS-20.5T-5;-73,3587466584362;45,8136360110608
Émissaire de la STEP;EMIS-22T-1;Près de la rive nord, Transect 22 km, ente l'île Bouchard et la rive nord;-73,3302692819654;45,832216257618
Émissaire de la STEP;EMIS-22T-12;Un peu au sud du  Transect 22 km, entre stations 22T-9 ET 22T-15;-73,3286081679529;45,8297199922848
Émissaire de la STEP;EMIS-22T-15;Plus au sud du transect km 22, côté île Bouchard;-73,3283221040023;45,8286125358486
Émissaire de la STEP;EMIS-22T-17;Au sud de EMIS-22T-15;-73,3280036506803;45,8275983693297
Émissaire de la STEP;EMIS-22T-19;Au sud de EMIS-22T-17;-73,3277373570125;45,8270421485219
Émissaire de la STEP;EMIS-22T-21;Au sud de EMIS-22T-19;-73,3273522414977;45,8261660911701
Émissaire de la STEP;EMIS-22T-3;Près de la rive nord, Transect 22 km, entre stations 22T-1 ET 22T-6;-73,3297175518146;45,8316619235157
Émissaire de la STEP;EMIS-22T-6;Centre NORD du  Transect 22 km, entre stations 22T-3 ET 22T-9;-73,3291573368638;45,831101622253
Émissaire de la STEP;EMIS-22T-9;Centre sud du  Transect 22 km, entre stations 22T-6 ET 22T-12;-73,3288874071818;45,8302798759616
Émissaire de la STEP;EMIS-26T-1;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 1 - Limite Nord;-73,292642196037;45,8568863953032
Émissaire de la STEP;EMIS-26T-10;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 10 - Limite Sud;-73,2844239972258;45,849279453546
Émissaire de la STEP;EMIS-26T-2;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 2;-73,291839487378;45,8562680336013
Émissaire de la STEP;EMIS-26T-3;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 3;-73,2908952237974;45,8553826076708
Émissaire de la STEP;EMIS-26T-4;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 4;-73,2899914137029;45,8544782770295
Émissaire de la STEP;EMIS-26T-5;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 5;-73,2890116352788;45,8536687507487
Émissaire de la STEP;EMIS-26T-6;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 6;-73,2881373816975;45,8526851974207
Émissaire de la STEP;EMIS-26T-7;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 7;-73,2873493974437;45,8519659332822
Émissaire de la STEP;EMIS-26T-8;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 8;-73,2861587194846;45,8508992898371
Émissaire de la STEP;EMIS-26T-9;Transect  île Mousseau-îles de Verchères - bouée estacade à glace - No 9;-73,2852375779517;45,8500194472547
Émissaire de la STEP;EMIS-30RN-11;Transect 30  km,  ENTRE STATIONS 30RN-9 ET 30RN-13;-73,2716707694187;45,8702700784406
Émissaire de la STEP;EMIS-30RN-13;Transect 30  km,  ENTRE STATIONS 30RN-9 ET 30RN-15;-73,2708197407635;45,8683237829844
Émissaire de la STEP;EMIS-30RN-15;Transect 30  km, station plus au sud du transect;-73,2697077099138;45,866931225852
Émissaire de la STEP;EMIS-30RN-3;Transect 30  km, entre rive nord et EMIS-30RN;-73,2763889127615;45,8774940483311
Émissaire de la STEP;EMIS-30RN-5;Transect 30  km, ENTRE STATIONS 30RN ET 30RN-7;-73,2741654011686;45,8752696880836
Émissaire de la STEP;EMIS-30RN-7;Transect 30  km,  ENTRE STATIONS 30RN-5 ET 30RN-9;-73,2736026147782;45,8741606981147
Émissaire de la STEP;EMIS-30RN-9;Transect 30  km, ENTRE STATIONS 30RN-7 ET 30RN-13;-73,273055556;45,8722222219925
Émissaire de la STEP;EMIS-36T-1;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 1 - Limite Nord;-73,2374593951919;45,9339467625494
Émissaire de la STEP;EMIS-36T-10;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 10;-73,2250074990897;45,9292000413822
Émissaire de la STEP;EMIS-36T-11;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 11;-73,2237060011973;45,9287238365038
Émissaire de la STEP;EMIS-36T-12;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 12;-73,2226185902304;45,9280863162614
Émissaire de la STEP;EMIS-36T-13;À 36 km, au sud et en aval de EMIS-36-T12, nord du haut-fonds au plus près;-73,2202401024463;45,9297308670779
Émissaire de la STEP;EMIS-36T-15;À 36 km, au sud et en aval de EMIS-36T-13, nord du haut-fonds au plus près;-73,2177593168129;45,9300224451105
Émissaire de la STEP;EMIS-36T-17;À 36 km, au sud et en aval de EMIS-36T-15, nord du haut-fonds au plus près;-73,2169510276701;45,9264101202043
Émissaire de la STEP;EMIS-36T-19;À 36 km, au sud et en aval de EMIS-36-T17, nord du haut-fonds au plus près;-73,2152728965617;45,9263810935629
Émissaire de la STEP;EMIS-36T-2;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 2;-73,2362134589789;45,9334354074243
Émissaire de la STEP;EMIS-36T-3;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 3;-73,2343228616487;45,932582845118
Émissaire de la STEP;EMIS-36T-4;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 4;-73,2333091322001;45,9322512609352
Émissaire de la STEP;EMIS-36T-5;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 5;-73,2319333333281;45,9318166666665
Émissaire de la STEP;EMIS-36T-6;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 6;-73,2306942616279;45,9312866666535
Émissaire de la STEP;EMIS-36T-7;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 7;-73,2292833329967;45,9308499999913
Émissaire de la STEP;EMIS-36T-8;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 8;-73,2279805869113;45,9303167321217
Émissaire de la STEP;EMIS-36T-9;Transect île St-Ours-O. Lanoraie - bouée estacade à glace - No 9;-73,2262766842022;45,9296587101359
Émissaire de la STEP;EMIS-40T-1;À la hauteur de la ligne de transport d'électricité, en aval de Lanoraie entre EMIS-40RN et EMIS-40P;-73,1867672752202;45,9971871656661
Émissaire de la STEP;EMIS-40T-2;À la hauteur de la ligne de transport d'électricité, en aval de Lanoraie, entre EMIS-40P et EMIS-40RN;-73,1839131123246;45,9966505973203
Émissaire de la STEP;EMIS-40T-3;À la hauteur de la ligne de transport d'électricité, en aval de Lanoraie, entre EMIS-40P et EMIS-40T-4 plus près 40P;-73,1807287982916;45,9960955884591
Émissaire de la STEP;EMIS-54-01;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - 30 m plus près de rive nord que EMIS-54-1;-73,1416999999007;46,0558999999683
Émissaire de la STEP;EMIS-54-1;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - rive nord;-73,1419287712508;46,0556495643443
Émissaire de la STEP;EMIS-54-2;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - au sud de EMIS-54-1;-73,1414860200654;46,0545202428001
Émissaire de la STEP;EMIS-54-3;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - au sud de EMIS-54-2;-73,1410540735106;46,0535030521191
Émissaire de la STEP;EMIS-54-4;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - au sud de EMIS-54-3;-73,1404356640101;46,051982320839
Émissaire de la STEP;EMIS-54-5;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - au sud de EMIS-54-4;-73,1399895153185;46,0506141307748
Émissaire de la STEP;EMIS-54-6;Transect entre Ste-Ignace-de-Loyola et St-Joseph-de-Sorel - au sud de EMIS-54-5;-73,1394243926389;46,0492459403629
Émissaire de la STEP;EMIS-6RN-2;Entre la station EMIS-6RN-1 et  la station EMIS-6RN-3;-73,4666402980671;45,7152442021774
Émissaire de la STEP;EMIS-6RN-3;Entre la station EMIS-6RN-2 et  la station EMIS-6RN;-73,4661210538679;45,7150076235214
Émissaire de la STEP;EMIS-6RN-6;Entre l'Île du Bois Blanc et  la station EMIS-6RN;-73,4651903557245;45,7143476629349
Émissaire de la STEP;EMIS-6RN-8;Au sud de EMIS-6RN-6;-73,4643939995649;45,7142426210871
Émissaire de la STEP;EMIS-FOINS-1;Amont de l'archipel de Sorel, environ 1 km en amont de l'île aux Foins, 50m de la rive nord;-73,1814833333331;46,0234166666589
Émissaire de la STEP;EMIS-FOINS-2;Amont de l'archipel de Sorel, 300m au sud-est de l'île aux Foins, 600m en amont de l'île aux cochons;-73,1639666662823;46,0486166666204
Émissaire de la STEP;EMIS-LAVA;Amont de la bouée MS-30RN, prise d'eau LAVALTRIE;-73,2795;45,8736666666591
Émissaire de la STEP;EMIS-LAVA-3;Amont de la bouée MS-30RN, transect prise d'eau LAVALTRIE, amont  LAVA;-73,2847113951794;45,8686092361509
Émissaire de la STEP;EMIS-LAVA-6;Amont de la bouée MS-30RN entre stations LAVA-3 et lava-9;-73,2825038748973;45,8666588439086
Émissaire de la STEP;EMIS-LAVA-9;Amont de la bouée MS-30RN, transect prise d'eau LAVALTRIE, stations plus au sud;-73,2813803929033;45,8663829209077
Émissaire de la STEP;EMIS-M104;En aval de Bouée M-104;-73,4001573016089;45,7502666198607
Émissaire de la STEP;EMIS-M104E;Dans chenal en aval  du transect  bouée -M104;-73,395;45,7608333329926
Émissaire de la STEP;EMIS-M104N;Nord-ouest de la Bouée M-104;-73,4056666666698;45,7498833333265
Émissaire de la STEP;EMIS-M104N-1;Au nord de EMIS-104N;-73,406666662681;45,7494500002129
Émissaire de la STEP;EMIS-M104N-2;Au nord  de EMIS-104;-73,4038604486103;45,7494364173198
Émissaire de la STEP;EMIS-M104-RAG;Entre l'île des Ragominaires et les îles de Verchères, O. de M104;-73,4141365319273;45,7448386785506
