Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQNT,,2018-2019,2018-2019,"AKBARZADEH SHAFAROUDI, ABDOLHAMID",252976,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Matériaux,Mécanique des solides,Mécanique des milieux continus,Fabrication et production industrielle,,Advanced materials // Cellular matrials // 3D printed materials // Lightweight composites // Metamaterials // Microstructural instability
FRQNT,,2018-2019,2018-2019,"DOUGLAS, PETER",253022,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Environnement,"Changements climatiques, impacts",Sols et sédiments ,Environnement,,biogéochimie // changement climatique // gaz à effet de serre // le pergélisol // méthane // radiocarbone
FRQNT,,2018-2019,2018-2019,"BOIVIN, MAXIME",253035,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,30000,8100,38100,Environnement,Hydrosystème d'eau courante,Processus géologiques et géomorphologiques,Environnement,,Rivière // Hydrogéomorphologie  // Bande riveraine // Trajectoires des rivières // espèces envahissantes // Gestion des bassins versants
FRQNT,,2018-2019,2018-2019,"RONHOLM, JENNIFER",253036,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Organismes vivants ,Micro-organismes,Infections bactériennes ,Ressources naturelles,,Salmonella enterica // Microbiome // Colonization Resistance
FRQNT,,2018-2019,2018-2019,"WANG, XIAOZHE",253053,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Énergie,Réseaux électriques ,Analyse mathématique,Énergie,,electromechanical oscillations // mode identifications // renewable energy sources // real-time dynamic security assessment // damping control  // recursive algorithms
FRQNT,,2018-2019,2018-2019,"BERGERON, YVES",253071,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Ressources naturelles ,"Changements climatiques, impacts",,Ressources naturelles,,changement climatique // populations marginales // paléoécologie // biogéographie // génétique forestière // dendrochronologie
FRQNT,,2018-2019,2018-2019,"BEAUREGARD, PASCALE B.",253077,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Organismes vivants ,Micro-organismes,Acides nucléiques,Fondements et avancement des connaissances,,Bactéries Gram-positives // Biofilms // Éléments intégratifs et conjugatifs // Transferts horizontaux de gènes // Biotechnologies // CRISPR-Cas9
FRQNT,,2018-2019,2018-2019,"KROSS, ANGELA",253107,Université Concordia,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Ressources naturelles ,"Télémétrie (télédétection, radar) ",Écosystème (terrestre et aquatique) ,Ressources naturelles,,Plant phenology // Remote sensing // Environment
FRQNT,,2018-2019,2018-2019,"ST-JACQUES, JEANNINE-MARIE",253142,Université Concordia,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Environnement,"Changements climatiques, impacts",,Environnement,,tree-rings // recent environmental change // pollen // south eastern Québec
FRQNT,,2018-2019,2018-2019,"MACKAY, ANNE",253180,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Structures abstraites,Évaluation d'actifs financiers ,Gestion des risques ,Fondements et avancement des connaissances,,Gestion quantitative du risque // Mathématiques financières // Marchés incomplets // Statégies de couverture partielle // Fonds distincts // Risque de perte extrême
FRQNT,,2018-2019,2018-2019,"BERTRAND, NICOLAS",253232,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,10000,2700,12700,Matériaux,Nanomatériaux ,Matériaux organiques ou de synthèse,Fondements et avancement des connaissances,,Nanoparticules // polymères // interactions non-covalentes // Purification
FRQNT,,2018-2019,2018-2019,"LAJOIE, GUILLAUME",253251,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Structures abstraites,Équations différentielles ,Modélisation neuronale,Fondements et avancement des connaissances,,mathématiques appliquées // systèmes dynamiques // neurosciences théoriques // réseaux neuronaux  // interfaces cerveau-machine // modélisation et simulations
FRQNT,,2018-2019,2018-2019,"LAFRENIÈRE, DAVID",253322,Université de Montréal,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Nature et interactions de la matière,Atmosphère (incluant aspects chimiques),,,,exoplanètes // atmosphère // spectroscopie
FRQNT,,2018-2019,2018-2019,"FABRY, FRÉDÉRIC",253338,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Technologie de l'information et des communications ,Recherche participative,"Changements climatiques, impacts",Environnement,,recherche participative // climatologie // bases de données
FRQNT,,2018-2019,2018-2019,"CAMPEAU-LECOURS, ALEXANDRE",253352,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,"Techniques, mesures et systèmes",Mécatronique,Orthèses et prothèses,Évolution et traitement des maladies,,Assistance technique // Mécatronique // Interaction humain-robot // Robotique // Algorithmes intelligents // Incapacités physiques
FRQNT,,2018-2019,2018-2019,"COSTANTINO, SANTIAGO",253380,Université de Montréal,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,"Techniques, mesures et systèmes",Cellule,Bioprocédés et systèmes biomédicaux,Fondements et avancement des connaissances,,single cell capture // CLaP // LIFT // asymmetric cell division
FRQNT,,2018-2019,2018-2019,"KOPYSCINSKI, JAN",253397,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Ressources naturelles ,Synthèse chimique et catalyse,Matériaux organiques ou de synthèse,Ressources naturelles,,Heterogeneous catalysis // Methane activation // Photocatalytic methane conversion // Methane aromatization // Catalytic membrane
FRQNT,,2018-2019,2018-2019,"CHILDRESS, LILIAN",253399,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Nature et interactions de la matière,Phénomènes quantiques,,Fondements et avancement des connaissances,,quantum optics // cavity quantum electrodynamics // diamond defect centres // hybrid quantum systems // cavity opto-mechanics // fibre cavities
FRQNT,,2018-2019,2018-2019,"DANCAUSE, NUMA",253402,Université de Montréal,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,"Techniques, mesures et systèmes",Algorithmes,,Fondements et avancement des connaissances,,Interface cerveau-machine // Algorithme  // Optimisation des paramètre // Neuroprothèse // Asservissement // Système sans fil à haut débit
FRQNT,,2018-2019,2018-2019,"STEVENSON, MARY",253419,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Organismes vivants ,Animal,Molécules bioactives,Fondements et avancement des connaissances,,Parasitology // Metabolome // GI Nematodes // Metabolites
FRQNT,,2018-2019,2018-2019,"SCOTT, MICHELLE",253441,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,53090,14334,67424,Organismes vivants ,Expression et régulation génique,Génome,,,Expression génique // Transcriptomique // Petits ARN nucleolaires // Génomique comparative // Interaction ARN-ARN // Séquençage à haut-débit
FRQNT,,2018-2019,2018-2019,"ZHAO, YUE",253456,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Matériaux,Polymères ,Matériaux organiques ou de synthèse,Fondements et avancement des connaissances,,polymers // liquid crystals // photoalignment // chromophores // synthesis and characterization // photonics device application
FRQNT,,2018-2019,2018-2019,"GERVAIS, GUILLAUME",253463,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Technologie de l'information et des communications ,Semiconducteurs,R&D et innovation ,,,physique de l'état solide // semiconducteurs // isolants topologiques // dispositifs quantiques // micro-ondes // effet Faraday
FRQNT,,2018-2019,2018-2019,"VÉZINA, FRANÇOIS",253477,Université du Québec à Rimouski [UQAR],CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,53987,14576,68563,Environnement,Processus écologique et écophysiologique ,"Changements climatiques, impacts",,,Climate change and predicted effects // Terrestrial and marine birds // Metabolism and hyperthermia // High and low Arctic // Thermoregulation // Reproduction and fitness
FRQNT,,2018-2019,2018-2019,"VANEECKHAUTE, CÉLINE",253483,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Environnement,Technologies propres,"Traitement des eaux usées urbaines, industrielles et agricoles",Environnement,,co-digestion anaérobie // modélisation mathématique // récupération des ressources // valorisation des déchets // optimisation des procédés // spéciation chimique
FRQNT,,2018-2019,2018-2019,"MÉNARD, LUCIE",253549,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Organismes vivants ,Cognition et  langage,Phonologie,Fondements et avancement des connaissances,,phonétique // langage // production de la parole // systèmes sensori-moteurs // capture de mouvement // électrophysiologie
FRQNT,,2018-2019,2018-2019,"DELBES, GÉRALDINE",253559,Institut national de la recherche scientifique [INRS],CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Organismes vivants ,Mécanismes biologiques et biochimiques,Interactions gènes et environnement,Fondements biomédicaux de la santé humaine,,Methylation de l'ADN // Developpement // Perturbateurs endocriniens // Cellules germinales mâles // Spermiogenèse // Stabilité génétique
FRQNT,,2018-2019,2018-2019,"KIRSHBAUM, DANIEL",253572,Université McGill,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Environnement,Atmosphère (incluant aspects chimiques),,,,Extreme weather // St. Lawrence River Valley // Precipitation // Numerical modelling
FRQNT,,2018-2019,2018-2019,"PLOURDE, ERIC",253603,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Projets de recherche en équipe,PR,Projets de recherche en équipe,PR,54000,14580,68580,Technologie de l'information et des communications ,Orthèses et prothèses,Troubles de l'audition,Technologies des communications et de l'information,,traitement des signaux // implants auditifs // perception multimodale // réseaux de neurones artificielles // filtrage adaptatif // signaux neuronaux
FRQNT,,2018-2019,2018-2019,"KWOK, TSZ HO",253608,Université Concordia,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Fabrication et construction,Conception de matériaux,Prototypage,Fabrication et production industrielle,,3D Printing // Design for Additive Manufacturing // CAD/CAM // Customization // Material Design // Solid Mechanics
FRQNT,,2018-2019,2018-2019,"FERNANDEZ PRADA, CHRISTOPHER",253631,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de la relève professorale,NC,20000,5400,25400,Organismes vivants ,Parasites,Génomique,Fondements et avancement des connaissances,,Parasites protozoaires // DNA topoisomerases // Repair pathways // Drug-resistance mechanisms // Drugs' mode of action // Leishmania
