ï»¿ID,MUNICIPALITE,MARQUE,MODELE,LAT,LONG,ETAT,ETAT_resolved,DEBITESTIME,DEBITDISPONIBLE,PROFONDEUR,DATEPEINTURE,CLASSEDEBITNFPA,CLASSEDEBITNFPA_resolved 
1003,25213,Daigle,D-63,46.68260611642811,-71.33250719060293,,,,,,,,
1004,25213,Daigle,D-63,46.68195868342215,-71.33385636522404,,,,,,,,
1005,25213,Daigle,D-63,46.68138037334464,-71.33530291433263,,,,,,,,
1006,25213,Daigle,D-63,46.68089380925391,-71.33671148943957,,,,,,,,
1007,25213,Daigle,D-63,46.680388303666504,-71.3381243215756,,,,,,,,
1008,25213,Daigle,D-63,46.68002022423273,-71.33956222983271,,,,,,,,
1009,25213,Daigle,D-63,46.680104737664905,-71.34113185951252,,,,,,,,
1010,25213,Daigle,D-63,46.68004596534081,-71.34273437048462,,,,,,,,
1011,25213,Daigle,D-63,46.67963615244989,-71.34405843349042,,,,,,,,
1012,25213,Daigle,D-63,46.67869552766434,-71.34687096975787,,,,,,,,
1013,25213,Daigle,D-63,46.67811898322554,-71.34819046028255,,,,,,,,
1014,25213,Daigle,D-63,46.677593348990385,-71.34888870752579,,,,,,,,
1015,25213,,,46.6755943005429,-71.35261215799548,,,,,,,,
1016,25213,Darling,B-50-B-18,46.65105931773991,-71.31329479714827,,,,,,,,
1017,25213,Darling,B-50-B-18,46.648815882025104,-71.31120761338029,,,,,,,,
1018,25213,,,46.65683246409694,-71.3183709075315,,,,,,,,
1019,25213,Mueller,Centurion,46.65600438211035,-71.32800322099668,,,,,,,,
1020,25213,Mueller,Centurion,46.66064898219686,-71.32677225242729,,,,,,,,
1021,25213,,,46.66318955767145,-71.32606945717328,,,,,,,,
1022,25213,Mueller,Centurion,46.6623809715153,-71.32978977106099,,,,,,,,
1023,25213,Mueller,Centurion,46.66141130901733,-71.33072131947154,,,,,,,,
1024,25213,,,46.66355337468661,-71.32943177601435,,,,,,,,
1025,25213,Mueller,Centurion,46.657218764316376,-71.32064283166486,,,,,,,,
1026,25213,Mueller,Centurion,46.65808367074092,-71.32184554174559,,,,,,,,
1027,25213,Mueller,Centurion,46.659859139728596,-71.32430335961426,,,,,,,,
1028,25213,Mueller,Centurion,46.65883076282922,-71.32153726459224,,,,,,,,
1029,25213,Mueller,Centurion,46.65737585879833,-71.31938954953105,,,,,,,,
1030,25213,Mueller,Centurion,46.65644303381778,-71.32400285007822,,,,,,,,
1031,25213,Mueller,Centurion,46.660427569715615,-71.32889914480162,,,,,,,,
1032,25213,Mueller,Centurion,46.6606869398547,-71.32793913548632,,,,,,,,
1033,25213,Mueller,Centurion,46.66008043988553,-71.32709945865457,,,,,,,,
1034,25213,,,46.658075661081625,-71.32891197915981,,,,,,,,
1035,25213,Mueller,Centurion,46.65522967609653,-71.32439322104288,,,,,,,,
1036,25213,Mueller,Centurion,46.65793753500683,-71.32301618433198,,,,,,,,
1037,25213,Mueller,Centurion,46.65719578683066,-71.32198133166477,,,,,,,,
1038,25213,Mueller,Centurion,46.65789666464936,-71.32610935550368,,,,,,,,
1039,25213,Mueller,Centurion,46.656505087093194,-71.3267709176156,,,,,,,,
1040,25213,Sentinel,Sentinelle,46.798902000869425,-71.18729390312265,,,,,,,,
1041,25213,Sentinel,Sentinelle,46.79807766817569,-71.18849277438727,,,,,,,,
1042,25213,Daigle,D-67,46.796611180646345,-71.1890411528388,,,,,,,,
1043,25213,Daigle,D-67,46.795936831698775,-71.18852606768965,,,,,,,,
1044,25213,Drolet,100,46.79741722570485,-71.18506953485006,,,,,,,,
1045,25213,Sentinel,Sentinelle,46.79700381732335,-71.18538888088096,,,,,,,,
1046,25213,,,46.794270229738565,-71.18709725559533,,,,,,,,
1047,25213,,,46.79473350891859,-71.18807075969865,,,,,,,,
1048,25213,,,46.79241188055937,-71.18141559848773,,,,,,,,
1049,25213,,,46.78703398187128,-71.17117117427084,,,,,,,,
1050,25213,Daigle,D-67,46.791113082381635,-71.17829142796086,,,,,,,,
1051,25213,Drolet,100,46.791837371671924,-71.17723179745872,,,,,,,,
1052,25213,,,46.791177258170656,-71.17614270830222,,,,,,,,
1053,25213,Daigle,D-67,46.791105281226535,-71.17946402264036,,,,,,,,
1054,25213,Mc Avity,90 porte 4",46.79192980910226,-71.17826955783808,,,,,,,,
1055,25213,Mc Avity,90 porte 4",46.79197838855025,-71.17535343965402,,,,,,,,
1056,25213,Drolet,100,46.791925614375636,-71.17460158879402,,,,,,,,
1057,25213,Drolet,100,46.79244324754054,-71.17382026072653,,,,,,,,
1058,25213,Drolet,100,46.79132619346047,-71.17539440111419,,,,,,,,
1059,25213,Darling,B-50-B-18,46.78845791392971,-71.17280705522029,,,,,,,,
1060,25213,Mc Avity,90 porte 4",46.788823921481786,-71.17558407703946,,,,,,,,
1061,25213,Mc Avity,90 porte 4",46.789394722310334,-71.17641958862271,,,,,,,,
1062,25213,,,46.78825231618864,-71.17743305756234,,,,,,,,
1063,25213,Mc Avity,90 porte 4",46.7888600614961,-71.17739352968997,,,,,,,,
1064,25213,Daigle,D-63,46.67623575609155,-71.3500330558493,,,,,,,,
1065,25213,Daigle,D-63,46.675133014171976,-71.35302703164741,,,,,,,,
1066,25213,Couture,,46.672354165608475,-71.36673418497679,,,,,,,,
1067,25213,,,46.668180493124666,-71.372751608433,,,,,,,,
1068,25213,,,46.66660816151711,-71.37721091413043,,,,,,,,
1069,25213,,,46.66608321987365,-71.37869001259246,,,,,,,,
1070,25213,,,46.66438592120396,-71.38351354951101,,,,,,,,
1071,25213,,,46.666314965885284,-71.38619836397083,,,,,,,,
1072,25213,,,46.667623012957044,-71.38570961558145,,,,,,,,
1073,25213,,,46.667797093700706,-71.38832468306495,,,,,,,,
1074,25213,,,46.66848301294399,-71.38694513159092,,,,,,,,
1075,25213,,,46.709849186797726,-71.29811267381854,,,,,,,,
1076,25213,Drolet,400,46.7153642465951,-71.30086418242152,,,,,,,,
1077,25213,,,46.701525657418564,-71.30816062779076,,,,,,,,
1078,25213,,,46.70072965786849,-71.30671096002266,,,,,,,,
1079,25213,,,46.67533599078533,-71.35531624169492,,,,,,,,
1080,25213,,,46.67584802415916,-71.35429280245306,,,,,,,,
1081,25213,,,46.676311706735795,-71.35307547371734,,,,,,,,
1082,25213,,,46.67674440841883,-71.35178583844811,,,,,,,,
1083,25213,,,46.675567888147604,-71.35629409905142,,,,,,,,
1084,25213,,,46.67426366379029,-71.35818296235747,,,,,,,,
1085,25213,,,46.67527059147475,-71.35776580832463,,,,,,,,
1086,25213,Mueller,Centurion,46.65635637993738,-71.32100910539484,,,,,,,,
1087,25213,,,46.66560842193095,-71.33191670267671,,,,,,,,
1088,25213,Drolet,400,46.66832688178599,-71.33568229062904,,,,,,,,
1089,25213,Drolet,400,46.66679009158779,-71.33244661069945,,,,,,,,
1090,25213,Drolet,400,46.66482164279518,-71.3297008015246,,,,,,,,
1091,25213,Mueller,Centurion,46.66383100072926,-71.32834041269783,,,,,,,,
1092,25213,,,46.696859347042086,-71.2896253512542,,,,,,,,
1093,25213,Drolet,400,46.694672095329345,-71.28784119544808,,,,,,,,
1094,25213,Drolet,400,46.690366095992594,-71.29878676086715,,,,,,,,
1095,25213,Drolet,400,46.69153609476474,-71.29875588395795,,,,,,,,
1096,25213,Drolet,400,46.69267000440807,-71.29896519434381,,,,,,,,
1097,25213,Drolet,400,46.69202380890079,-71.30005784489731,,,,,,,,
1098,25213,,,46.68746127568831,-71.29381053406406,,,,,,,,
1099,25213,,,46.68771673171003,-71.29248449892249,,,,,,,,
1100,25213,,,46.68961863254198,-71.29604982213094,,,,,,,,
1101,25213,Darling,B-50-B-18,46.70669269799038,-71.29100495500309,,,,,,,,
1102,25213,Darling,B-50-B-18,46.706969797715026,-71.29213005479373,,,,,,,,
1103,25213,Darling,B-50-B-18,46.70501684093436,-71.28787268259458,,,,,,,,
1104,25213,Darling,B-50-B-18,46.705805418148294,-71.28920179440529,,,,,,,,
1105,25213,,,46.7056054664888,-71.28992384113305,,,,,,,,
1106,25213,,,46.704424065625915,-71.28958281166395,,,,,,,,
1107,25213,,,46.70634170220325,-71.29230462306288,,,,,,,,
1108,25213,Darling,B-50-B-18,46.7052451914525,-71.29322393706167,,,,,,,,
1109,25213,Darling,B-50-B-18,46.70612051840159,-71.2938333571251,,,,,,,,
1110,25213,Darling,B-50-B-18,46.790655843851255,-71.18334029175375,,,,,,,,
1111,25213,,,46.80689358294205,-71.15836968449696,,,,,,,,
1112,25213,Darling,B-50-B-18,46.815297955117394,-71.1432394438917,,,,,,,,
1113,25213,,,46.82448208632462,-71.13049351632445,,,,,,,,
1114,25213,Couture,,46.82051925021098,-71.1251522955993,,,,,,,,
1115,25213,Couture,,46.79581441961696,-71.16749888643807,,,,,,,,
1116,25213,,,46.789346137175734,-71.15760016267735,,,,,,,,
1117,25213,Darling,B-50-B-18,46.82170064842289,-71.14144696315877,,,,,,,,
1118,25213,Mueller,Centurion,46.82336564114196,-71.12762637876219,,,,,,,,
1119,25213,Drolet,100,46.80831244101253,-71.17815851615251,,,,,,,,
1120,25213,Drolet,400,46.79886343712914,-71.1787492428623,,,,,,,,
1121,25213,Drolet,400,46.80945851835005,-71.17502224915144,,,,,,,,
1122,25213,Canron,C-61A,46.82857069067346,-71.16652091647637,,,,,,,,
1123,25213,Couture,,46.8197516501825,-71.17115096839211,,,,,,,,
1124,25213,Sentinel,Sentinelle,46.82643871818984,-71.16302489632396,,,,,,,,
1125,25213,Darling,B-50-B-18,46.826910134864086,-71.16082720000432,,,,,,,,
1126,25213,,,46.82682992844293,-71.15986728790934,,,,,,,,
1127,25213,Drolet,400,46.82588030931341,-71.14630581633565,,,,,,,,
1128,25213,Clayton,,46.82656963716549,-71.14432261979023,,,,,,,,
1129,25213,Daigle,D-63,46.82447759027851,-71.16878782071576,,,,,,,,
1130,25213,Daigle,D-63,46.82540264911569,-71.16854652629026,,,,,,,,
1131,25213,Couture,,46.78748847743224,-71.17485434031522,,,,,,,,
1132,25213,Couture,,46.7869539341167,-71.17552107290699,,,,,,,,
1133,25213,Couture,,46.787419914083394,-71.17311611028154,,,,,,,,
1134,25213,Darling,B-50-B-18,46.789169762237215,-71.17305860279112,,,,,,,,
1135,25213,Darling,B-50-B-18,46.78984264843808,-71.17219254809828,,,,,,,,
1136,25213,Daigle,D-63,46.787569697141215,-71.16952387502788,,,,,,,,
1137,25213,,,46.78696742320571,-71.16863876262123,,,,,,,,
1138,25213,Daigle,D-63,46.788091939671624,-71.16894703661792,,,,,,,,
1139,25213,Daigle,D-63,46.7870407570505,-71.16740814025084,,,,,,,,
1140,25213,,,46.78649095782272,-71.16987039231469,,,,,,,,
1141,25213,,,46.785078298542096,-71.17143827811007,,,,,,,,
1142,25213,Daigle,D-63,46.78536982221491,-71.168878148163,,,,,,,,
1143,25213,Darling,B-50-B-18,46.784702174419564,-71.17049008928191,,,,,,,,
1144,25213,,,46.78593709608408,-71.17235511053826,,,,,,,,
1145,25213,Couture,,46.78480500779657,-71.17412816444305,,,,,,,,
1146,25213,Drolet,100,46.787435030671645,-71.17764499352256,,,,,,,,
1147,25213,Daigle,D-63,46.78810617737122,-71.17864496584257,,,,,,,,
1148,25213,Drolet,400,46.788678718510766,-71.1792623598223,,,,,,,,
1149,25213,Couture,,46.81629929587131,-71.13646486713436,,,,,,,,
1150,25213,Darling,B-50-B-18,46.814973064762114,-71.13380794839634,,,,,,,,
1151,25213,,,46.813462100246134,-71.1316097634724,,,,,,,,
1152,25213,Mueller,Centurion,46.81395381406921,-71.1324328659316,,,,,,,,
1153,25213,Sentinel,Sentinelle,46.81542444829403,-71.13954471974091,,,,,,,,
1154,25213,Sentinel,Sentinelle,46.814287238946754,-71.14201983664253,,,,,,,,
1155,25213,,,46.67615728887346,-71.35898443522389,,,,,,,,
1156,25213,,,46.67298414977626,-71.35913045453792,,,,,,,,
1157,25213,,,46.67244830998298,-71.36064595765544,,,,,,,,
1158,25213,,,46.67194627882925,-71.36208127548392,,,,,,,,
1159,25213,Couture,,46.66994014809742,-71.3677374807313,,,,,,,,
1160,25213,Couture,,46.67093623558685,-71.37234840138203,,,,,,,,
1161,25213,Couture,,46.67365426813502,-71.36996112701235,,,,,,,,
1162,25213,Couture,,46.6727445882531,-71.37151720531504,,,,,,,,
1163,25213,Couture,,46.670109436881745,-71.37062487764021,,,,,,,,
1164,25213,Couture,,46.671278384902216,-71.36703676164774,,,,,,,,
1165,25213,Couture,,46.67175434336405,-71.37035930118917,,,,,,,,
1166,25213,Couture,,46.67157573430855,-71.37221867533114,,,,,,,,
1167,25213,Sentinel,Sentinelle,46.71230251261217,-71.30327517623793,,,,,,,,
1168,25213,Drolet,400,46.7089942481612,-71.35221207938463,,,,,,,,
1169,25213,Couture,,46.739109680866186,-71.27636673767965,,,,,,,,
1170,25213,Drolet,400,46.713753572882965,-71.33700214118892,,,,,,,,
1171,25213,Drolet,400,46.712942029067015,-71.33645943351048,,,,,,,,
1172,25213,,,46.71225344921876,-71.33482469361294,,,,,,,,
1173,25213,Drolet,400,46.71289465774687,-71.33726575856343,,,,,,,,
1174,25213,Drolet,400,46.729699662406986,-71.29283328511463,,,,,,,,
1175,25213,Drolet,400,46.72808207163839,-71.29228042541484,,,,,,,,
1176,25213,Drolet,400,46.728800994757464,-71.29337241201345,,,,,,,,
1177,25213,Drolet,400,46.729581937842184,-71.29427010305115,,,,,,,,
1178,25213,Darling,B-50-B-18,46.70266530305543,-71.28864878411923,,,,,,,,
1179,25213,Darling,B-50-B-18,46.704429305199625,-71.29134666685852,,,,,,,,
1180,25213,Darling,B-50-B-18,46.7016568547897,-71.29039290171329,,,,,,,,
1181,25213,Darling,B-50-B-18,46.702426488659945,-71.29147402960007,,,,,,,,
1182,25213,Clayton,,46.69998433913901,-71.28953269753157,,,,,,,,
1183,25213,Drolet,400,46.700718250727974,-71.28993929778318,,,,,,,,
1184,25213,Couture,,46.70129689091506,-71.28653557337803,,,,,,,,
1185,25213,Drolet,400,46.70263286349613,-71.28737255212003,,,,,,,,
1186,25213,Drolet,400,46.70363487826882,-71.28881166149726,,,,,,,,
1187,25213,Darling,B-50-B-18,46.704059620046564,-71.28422367659293,,,,,,,,
1188,25213,Darling,B-50-B-18,46.70462506619338,-71.28486802202953,,,,,,,,
1189,25213,,,46.701753369570426,-71.28511933468117,,,,,,,,
1190,25213,Darling,B-50-B-18,46.69616240041366,-71.29280752101985,,,,,,,,
1191,25213,Darling,B-50-B-18,46.696893785185935,-71.2916976794569,,,,,,,,
1192,25213,Darling,B-50-B-18,46.696297703079495,-71.29392531120143,,,,,,,,
1193,25213,,,46.687308630338286,-71.2977086564505,,,,,,,,
1194,25213,,,46.68688685102137,-71.2988861338373,,,,,,,,
1195,25213,,,46.68736527678973,-71.2995939237506,,,,,,,,
1196,25213,,,46.68783917153159,-71.29834336426903,,,,,,,,
1197,25213,Drolet,400,46.68887021002138,-71.29791574845268,,,,,,,,
1198,25213,,,46.68913030488749,-71.29699338824358,,,,,,,,
1199,25213,,,46.6898947256139,-71.29795673777681,,,,,,,,
1200,25213,,,46.690777461185014,-71.29664049801943,,,,,,,,
1201,25213,,,46.69143365943035,-71.29508156491535,,,,,,,,
1202,25213,Darling,B-50-B-18,46.8260607875985,-71.16936858462378,,,,,,,,
1203,25213,Darling,B-50-B-18,46.82595108739765,-71.1652204196883,,,,,,,,
1204,25213,,,46.82703821996503,-71.16660812946725,,,,,,,,
1205,25213,Canron,C-61A,46.82807101102898,-71.1668268064215,,,,,,,,
1206,25213,,,46.827069989712456,-71.1626869549761,,,,,,,,
1207,25213,Mueller,Centurion,46.827059110254496,-71.16346856943682,,,,,,,,
1208,25213,Drolet,400,46.81555362059294,-71.16171815869309,,,,,,,,
1209,25213,,,46.827410677658925,-71.13294306476054,,,,,,,,
1210,25213,,,46.82760118796564,-71.13100190892303,,,,,,,,
1211,25213,Drolet,400,46.82690511039319,-71.13103316370224,,,,,,,,
1212,25213,,,46.78030248888877,-71.15456265573042,,,,,,,,
1213,25213,Drolet,400,46.779661337286335,-71.15361850713826,,,,,,,,
1214,25213,Drolet,400,46.7784171100552,-71.15176820323354,,,,,,,,
1215,25213,Drolet,400,46.777240310397886,-71.15071386100867,,,,,,,,
1216,25213,Couture,,46.780711523906824,-71.15681711514011,,,,,,,,
1217,25213,Drolet,400,46.77719719877676,-71.15762031930693,,,,,,,,
1218,25213,,,46.779167867610944,-71.15658679474356,,,,,,,,
1219,25213,Drolet,400,46.778417158467406,-71.15804047924438,,,,,,,,
1220,25213,Darling,B-50-B-18,46.82710002151285,-71.14978847058222,,,,,,,,
1221,25213,Mueller,Centurion,46.825650514868066,-71.15833741063379,,,,,,,,
1222,25213,,,46.81605765897539,-71.15116351231316,,,,,,,,
1223,25213,,,46.81228446017862,-71.17152284348794,,,,,,,,
1224,25213,Drolet,400,46.820395956384694,-71.15881496679485,,,,,,,,
1225,25213,Mueller,Centurion,46.812320808063006,-71.1659593858738,,,,,,,,
1226,25213,Darling,B-50-B-18,46.8140786419059,-71.14508822823424,,,,,,,,
1227,25213,Darling,B-50-B-18,46.81485005961874,-71.1427800627435,,,,,,,,
1228,25213,,,46.81378499315838,-71.14657372419788,,,,,,,,
1229,25213,,,46.81385622521153,-71.14866793687762,,,,,,,,
1230,25213,Sentinel,Sentinelle,46.813722466776014,-71.14019469870018,,,,,,,,
1231,25213,Darling,B-50-B-18,46.81529756144944,-71.14162022324417,,,,,,,,
1232,25213,Darling,B-50-B-18,46.816615418698476,-71.14167903993884,,,,,,,,
1233,25213,Darling,B-50-B-18,46.81650749887342,-71.13797097874291,,,,,,,,
1234,25213,Darling,B-50-B-18,46.81717886072479,-71.13802954362968,,,,,,,,
1235,25213,Drolet,400,46.82149448843633,-71.14684828021973,,,,,,,,
1236,25213,Drolet,400,46.82061769784876,-71.14564107598328,,,,,,,,
1237,25213,,,46.81969474265065,-71.14432846275152,,,,,,,,
1238,25213,,,46.82277952495612,-71.14893143512884,,,,,,,,
1239,25213,Darling,B-50-B-18,46.818835285276904,-71.14026228901204,,,,,,,,
1240,25213,,,46.82026320448624,-71.13495645688056,,,,,,,,
1241,25213,Drolet,400,46.82082895970462,-71.13495649912959,,,,,,,,
1242,25213,Drolet,400,46.821545625198645,-71.13608818632304,,,,,,,,
1243,25213,Sentinel,Sentinelle,46.81971676142962,-71.14006257921949,,,,,,,,
1244,25213,Sentinel,Sentinelle,46.819302239759416,-71.14175832859594,,,,,,,,
1245,25213,Sentinel,Sentinelle,46.820404289026975,-71.13915352145644,,,,,,,,
1246,25213,,,46.82263846452648,-71.14003802766109,,,,,,,,
1247,25213,Daigle,D-63,46.82166576870971,-71.13956293675365,,,,,,,,
1248,25213,Drolet,400,46.82364584071861,-71.13929472103074,,,,,,,,
1249,25213,,,46.82314080664274,-71.13805246099868,,,,,,,,
1250,25213,Darling,B-50-B-18,46.729434758276994,-71.29063072770901,,,,,,,,
1251,25213,Darling,B-50-B-18,46.73032731486539,-71.29205254171507,,,,,,,,
1252,25213,Darling,B-50-B-18,46.73124430825164,-71.29344033691251,,,,,,,,
1253,25213,Drolet,400,46.73030511469731,-71.28985761413982,,,,,,,,
1254,25213,Drolet,400,46.73173026684804,-71.29205187177573,,,,,,,,
1255,25213,,,46.728754884044406,-71.29910189054954,,,,,,,,
1256,25213,,,46.72881000980623,-71.29805454272137,,,,,,,,
1257,25213,,,46.729606606242136,-71.29908364484194,,,,,,,,
1258,25213,,,46.72518968826748,-71.30428067282703,,,,,,,,
1259,25213,,,46.72346140320259,-71.30262687389896,,,,,,,,
1260,25213,,,46.72208914078242,-71.29907257193764,,,,,,,,
1261,25213,Canron,C-61A,46.72118554232163,-71.29995622956748,,,,,,,,
1262,25213,,,46.73226322385504,-71.30395257747173,,,,,,,,
1263,25213,,,46.7324203152767,-71.30567264756242,,,,,,,,
1264,25213,,,46.73257697470162,-71.30773837335221,,,,,,,,
1265,25213,Drolet,400,46.734658889181674,-71.30622680846557,,,,,,,,
1266,25213,,,46.73383509928956,-71.30477421277492,,,,,,,,
1267,25213,,,46.73345373844167,-71.30207401363317,,,,,,,,
1268,25213,,,46.731693295297255,-71.30274252970175,,,,,,,,
1269,25213,,,46.731996023227396,-71.30210441163662,,,,,,,,
1270,25213,Drolet,400,46.735187874193116,-71.3031464023874,,,,,,,,
1271,25213,Drolet,400,46.736103416877754,-71.3042017306892,,,,,,,,
1272,25213,Darling,B-50-B-18,46.73634632592879,-71.30087505050288,,,,,,,,
1273,25213,,,46.69230827529536,-71.29380529441816,,,,,,,,
1274,25213,,,46.692823866696216,-71.29749120315365,,,,,,,,
1275,25213,,,46.692179545612326,-71.2952658362099,,,,,,,,
1276,25213,,,46.69242312727711,-71.29614767570213,,,,,,,,
1277,25213,Daigle,D-63,46.69371155269738,-71.29834710661976,,,,,,,,
1278,25213,Daigle,D-63,46.693310731255735,-71.29635097659899,,,,,,,,
1279,25213,,,46.695234003177234,-71.28625199617112,,,,,,,,
1280,25213,Drolet,400,46.6952187884122,-71.28790081796676,,,,,,,,
1281,25213,,,46.69467264164052,-71.29665390641172,,,,,,,,
1282,25213,,,46.69514767557207,-71.29575311909943,,,,,,,,
1283,25213,Drolet,400,46.69527485312001,-71.29427961998118,,,,,,,,
1284,25213,Drolet,400,46.69380308942827,-71.29347913810933,,,,,,,,
1285,25213,,,46.69226878518915,-71.29191457748868,,,,,,,,
1286,25213,,,46.6919085975044,-71.29094358514307,,,,,,,,
1287,25213,Canron,C-61A,46.69226153751143,-71.29088725673591,,,,,,,,
1288,25213,Drolet,400,46.69809278211255,-71.2876762002921,,,,,,,,
1289,25213,,,46.69684086645413,-71.2870653140187,,,,,,,,
1290,25213,Darling,B-50-B-18,46.69929596431669,-71.28760301178455,,,,,,,,
1291,25213,,,46.69786272542984,-71.28668421275637,,,,,,,,
1292,25213,Drolet,400,46.69881136385097,-71.28616175846041,,,,,,,,
1293,25213,,,46.699098253714816,-71.28543345936174,,,,,,,,
1294,25213,Darling,B-50-B-18,46.69878893398291,-71.28420848806064,,,,,,,,
1295,25213,Mueller,Centurion,46.6991481076365,-71.28282406223285,,,,,,,,
1296,25213,,,46.816781267016545,-71.17195754112123,,,,,,,,
1297,25213,Drolet,400,46.82169288044513,-71.11184374951881,,,,,,,,
1298,25213,Drolet,400,46.82043690575707,-71.11034226334593,,,,,,,,
1299,25213,Drolet,400,46.82159392863433,-71.11313670093607,,,,,,,,
1300,25213,Drolet,400,46.82083531459327,-71.11205148564403,,,,,,,,
1301,25213,Drolet,400,46.81989582144826,-71.11070432877091,,,,,,,,
1302,25213,,,46.784190393057955,-71.16150654621562,,,,,,,,
1303,25213,,,46.803519696949984,-71.16638912628108,,,,,,,,
1305,25213,Darling,B-50-B-18,46.827163587326375,-71.15863467786275,,,,,,,,
1307,25213,Mc Avity,90 porte 4",46.79533145526319,-71.17409845783163,,,,,,,,
1308,25213,Sentinel,Sentinelle,46.79514473070019,-71.17594704751419,,,,,,,,
1309,25213,,,46.79136957211509,-71.17060766555062,,,,,,,,
1310,25213,,,46.790533797615794,-71.169405414889,,,,,,,,
1311,25213,Couture,,46.79003841075221,-71.16916667222976,,,,,,,,
1312,25213,Couture,,46.78938096180399,-71.16815013323331,,,,,,,,
1313,25213,Couture,,46.788680417793316,-71.16720956597823,,,,,,,,
1314,25213,,,46.789176686915816,-71.16746126259893,,,,,,,,
1315,25213,Couture,,46.79940589587001,-71.17167282910654,,,,,,,,
1316,25213,,,46.803598927107046,-71.16674771403518,,,,,,,,
1317,25213,Darling,B-50-B-18,46.82588058427909,-71.15586057426614,,,,,,,,
1318,25213,Mueller,Centurion,46.827449559908395,-71.14670007512355,,,,,,,,
1319,25213,Mueller,Centurion,46.8278969451894,-71.14921332059656,,,,,,,,
1320,25213,,,46.8231812056242,-71.14061398134682,,,,,,,,
1321,25213,Couture,,46.8238397426886,-71.14291123148571,,,,,,,,
1322,25213,Darling,B-50-B-18,46.82243137572353,-71.14275779628586,,,,,,,,
1323,25213,Darling,B-50-B-18,46.81373927154136,-71.15199617863955,,,,,,,,
1324,25213,,,46.8137790607569,-71.1536148342,,,,,,,,
1325,25213,Couture,,46.811794939162866,-71.15834159630124,,,,,,,,
1326,25213,Couture,,46.81074634399536,-71.1596247641982,,,,,,,,
1327,25213,,,46.8100248808419,-71.16067549482601,,,,,,,,
1328,25213,,,46.80946373835461,-71.16119911429104,,,,,,,,
1329,25213,,,46.80886448851489,-71.1617687447368,,,,,,,,
1330,25213,Darling,B-50-B-18,46.8080770669723,-71.1624844935561,,,,,,,,
1331,25213,Drolet,400,46.807078862392146,-71.16342250889964,,,,,,,,
1332,25213,Daigle,D-63,46.809498941499065,-71.15874803883132,,,,,,,,
1333,25213,Daigle,D-63,46.80911418332156,-71.15970396012564,,,,,,,,
1334,25213,Drolet,400,46.80785631168574,-71.15908932969525,,,,,,,,
1335,25213,Daigle,D-63,46.808324960350056,-71.1604363608297,,,,,,,,
1336,25213,Drolet,400,46.80891938944277,-71.15505417711223,,,,,,,,
1337,25213,Drolet,400,46.809646954700405,-71.15530261396255,,,,,,,,
1338,25213,Drolet,400,46.81003262056495,-71.15622760176794,,,,,,,,
1339,25213,Drolet,400,46.81051780682126,-71.15690485189569,,,,,,,,
1340,25213,Drolet,400,46.811059157078674,-71.15733247042205,,,,,,,,
1341,25213,Daigle,D-63,46.82403145309126,-71.12695679173193,,,,,,,,
1342,25213,Daigle,D-63,46.82315770511142,-71.12608114016166,,,,,,,,
1343,25213,,,46.822959908953834,-71.12959290296048,,,,,,,,
1344,25213,Drolet,400,46.73447928607227,-71.29981616016387,,,,,,,,
1345,25213,Darling,B-50-B-18,46.73661263682948,-71.29575990717674,,,,,,,,
1346,25213,,,46.737412545404425,-71.29615439057147,,,,,,,,
1347,25213,,,46.73771260506376,-71.2950081164515,,,,,,,,
1348,25213,Darling,B-50-B-18,46.71584254690585,-71.3400177581662,,,,,,,,
1349,25213,Darling,B-50-B-18,46.71658787786645,-71.34135722786819,,,,,,,,
1350,25213,Darling,B-50-B-18,46.71279433504013,-71.34219421327849,,,,,,,,
1351,25213,Darling,B-50-B-18,46.71377900664108,-71.34140467256539,,,,,,,,
1352,25213,Darling,B-50-B-18,46.712923354401006,-71.34033428419,,,,,,,,
1353,25213,Darling,B-50-B-18,46.711989607353,-71.34248902303139,,,,,,,,
1354,25213,Darling,B-50-B-18,46.71367190214846,-71.34430425897936,,,,,,,,
1355,25213,Darling,B-50-B-18,46.714879197976096,-71.34311695227198,,,,,,,,
1356,25213,Darling,B-50-B-18,46.714413051022646,-71.34464163010385,,,,,,,,
1357,25213,Darling,B-50-B-18,46.71511001132407,-71.34545472938633,,,,,,,,
1358,25213,Darling,B-50-B-18,46.712810232797636,-71.33868235600306,,,,,,,,
1359,25213,Darling,B-50-B-18,46.713844291603856,-71.34012926879836,,,,,,,,
1360,25213,Darling,B-50-B-18,46.71565193722932,-71.34265449765564,,,,,,,,
1361,25213,,,46.7120372515922,-71.33916767663884,,,,,,,,
1362,25213,Darling,B-50-B-18,46.712032470982955,-71.34433763993223,,,,,,,,
1363,25213,Darling,B-50-B-18,46.712853044576065,-71.34544208259304,,,,,,,,
1364,25213,Darling,B-50-B-18,46.71214123565902,-71.35388438098634,,,,,,,,
1365,25213,Darling,B-50-B-18,46.71265340977373,-71.35225661389464,,,,,,,,
1366,25213,Drolet,400,46.711683200825426,-71.3512172091458,,,,,,,,
1367,25213,Darling,B-50-B-18,46.710788933315584,-71.35139116223984,,,,,,,,
1368,25213,Darling,B-50-B-18,46.70006662969796,-71.28259860408785,,,,,,,,
1369,25213,Darling,B-50-B-18,46.70099556713309,-71.282116173836,,,,,,,,
