IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT 
DI9999J27BN300;1;2022-11-23;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J27BN300;2;2022-11-23;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J2A9N300;1;2022-11-15;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999J2A9N300;2;2022-11-15;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J2A9N300;3;2022-11-15;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J2A9N300;4;2022-11-15;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999J2D7N300;1;2022-11-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J2FVM300;1;2022-09-09;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J2ITM300;3;2022-08-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J2ITM300;4;2022-08-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J2JFN300;3;2022-12-12;;ANC;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J2L3M300;1;2022-03-21;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J2L3M300;2;2022-03-21;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J2LFM300;2;2022-06-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J2OPM300;1;2022-08-08;;ANC;c.C-24.2;473.1;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999J2PBN300;1;2022-11-24;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J2ULM300;2;2022-07-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J2X7M300;1;2022-04-27;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J2X7M300;2;2022-04-27;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999J30UL300;1;2022-02-03;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999J38AN300;1;2022-11-18;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999J38AN300;2;2022-11-18;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J3HGN300;4;2022-12-15;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J3KEN300;1;2022-12-07;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J3P0M300;1;2022-03-04;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J3POM300;1;2022-07-31;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J3POM300;2;2022-07-31;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999J41TL300;1;2022-01-30;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J42RM300;2;2022-08-16;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J45DM300;3;2022-05-27;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI9999J47PL300;1;2022-01-10;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999J4H5M300;1;2022-04-11;;ANC;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J4IFN300;1;2022-12-12;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999J4IFN300;2;2022-12-12;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J4OBN300;1;2022-11-24;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J4QNM300;1;2022-07-25;;ANC;c.C-24.2;50;CO;VR;Véhicule routier;Immatriculation;;
DI9999J4R9N300;2;2022-11-17;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J4WJM300;1;2022-07-01;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999J4WVM300;1;2022-09-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J4WVM300;2;2022-09-13;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J4X5N300;4;2022-10-28;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J4X5N300;5;2022-10-28;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J50GM300;1;2022-06-10;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999J50GM300;2;2022-06-10;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J53QM300;1;2022-08-10;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999J57AN300;2;2022-11-18;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J59MM300;1;2022-07-15;;ANC;c.C-24.2;239;PR;VL;Véhicule lourd;Équipement;;
DI9999J5BYL300;1;2022-02-18;;ANC;c.T-11.2;63;CU;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J5BYL300;2;2022-02-18;;ANC;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J5GGN300;1;2022-12-15;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J5ISM300;2;2022-08-24;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J5J2N300;1;2022-10-13;;ANC;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J5J2N300;2;2022-10-13;;ANC;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;
DI9999J5J2N300;3;2022-10-13;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J5MCN300;2;2022-11-29;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J5RMM300;1;2022-07-19;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999J5RYM300;1;2022-09-27;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999J5S8N300;2;2022-11-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J5S8N300;3;2022-11-10;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J5S8N300;4;2022-11-10;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J5S8N300;5;2022-11-10;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J5V6N300;1;2022-11-02;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J5XUM300;2;2022-09-07;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J5ZUL300;2;2022-02-10;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI9999J5ZUL300;3;2022-02-10;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI9999J62DN300;1;2022-12-01;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999J6GTM300;1;2022-08-30;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999J6GTM300;2;2022-08-30;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J6H3N300;2;2022-10-18;;ANC;c.C-24.2;519.4.1;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J6HFN300;3;2022-12-12;;ANC;c.C-24.2;636;CD;VL;Véhicule lourd;Autres;;
DI9999J6HFN300;4;2022-12-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J6PZM300;2;2022-09-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J6PZM300;3;2022-09-29;;ANC;c.C-24.2;519.18;PR;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J6YHM300;3;2022-06-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J6ZFN300;1;2022-12-13;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999J78MM300;1;2022-07-15;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J7AYL300;1;2022-02-18;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999J7BKM300;1;2022-07-05;;ANC;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999J7FGN300;1;2022-12-15;;ANC;c.C-24.2;244;PR;VR;Véhicule routier;Équipement;;
DI9999J7IEN300;4;2022-12-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J7IEN300;5;2022-12-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J7IEN300;6;2022-12-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J7IEN300;7;2022-12-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J7IEN300;8;2022-12-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J7LCN300;2;2022-11-29;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J7LCN300;3;2022-11-29;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J7NOM300;1;2022-07-29;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999J7NOM300;2;2022-07-29;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J7QAM300;1;2022-05-12;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI9999J7R8N300;1;2022-11-10;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999J7YUL300;2;2022-02-10;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI9999J82RL300;1;2022-01-19;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J84BN300;7;2022-11-23;;ANC;c.C-24.2;262;PR;VL;Véhicule lourd;Équipement;;
DI9999J84BN300;8;2022-11-23;;ANC;c.C-24.2;262;PR;VL;Véhicule lourd;Équipement;;
DI9999J84BN300;9;2022-11-23;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J84BN300;10;2022-11-23;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999J8EVL300;1;2022-02-14;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999J8F5M300;2;2022-04-08;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999J8G3N300;3;2022-10-18;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999J8LPM300;1;2022-08-07;;ANC;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999J8P9N300;2;2022-11-16;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J8RLM300;2;2022-07-13;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J8U7M300;1;2022-03-28;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J8VHN300;1;2022-12-26;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999J8VHN300;2;2022-12-26;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J8VHN300;3;2022-12-26;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999J8X5M300;3;2022-04-13;;ANC;c.C-24.2;437.1;CD;VL;Véhicule lourd;Équipement;;
DI9999J8X5M300;4;2022-04-13;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999J8XHM300;2;2022-06-21;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Vérification mécanique;;
DI9999J92CN300;3;2022-11-28;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J94CM300;2;2022-05-13;;ANC;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;110
DI9999J95AN300;2;2022-11-18;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999J97MM300;1;2022-07-15;;ANC;c.C-24.2;65;CO;VR;Véhicule routier;Permis de conduire;;
DI9999J97YM300;3;2022-09-23;;ANC;c.T-1;50.0.8;;;;Permis IFTA;;
DI9999J99YL300;1;2022-02-18;;ANC;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J9AKM300;1;2022-07-05;;ANC;c.C-24.2;534;PR;VL;Véhicule lourd;Vérification mécanique;;
DI9999J9JEM300;1;2022-04-04;;ANC;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999J9JEM300;2;2022-04-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J9LQL300;1;2022-01-18;;ANC;c.C-24.2;331;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J9MCM300;1;2022-05-12;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999J9MCM300;2;2022-05-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J9MOM300;3;2022-07-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J9PMM300;2;2022-07-19;;ANC;c.C-24.2;519.5;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J9PMM300;3;2022-07-19;;ANC;c.C-24.2;270;PR;VL;Véhicule lourd;Équipement;;
DI9999J9Q8N300;1;2022-11-10;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999J9Q8N300;2;2022-11-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999J9SKM300;1;2022-07-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J9SWM300;1;2022-09-19;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999J9VIM300;1;2022-06-27;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999J9VIM300;2;2022-06-27;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999J9WGN300;1;2022-12-19;;ANC;c.C-24.2;237;PR;VR;Véhicule routier;Équipement;;
DI9999JA01N300;2;2022-10-06;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999JA1RL300;2;2022-01-19;;ANC;c.C-24.2;519.20;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999JA2PM300;1;2022-08-03;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999JA4PL300;1;2022-01-10;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999JA7ZL300;2;2022-02-24;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999JA97N300;1;2022-11-03;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999JABVM300;1;2022-09-09;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JABVM300;2;2022-09-09;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999JAC5N300;1;2022-10-26;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JACHN300;1;2022-12-20;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999JACHN300;2;2022-12-20;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999JAETM300;2;2022-08-30;;ANC;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;
DI9999JAGTL300;1;2022-02-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JAMPL300;1;2022-01-12;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999JANZM300;1;2022-09-29;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JAO9N300;3;2022-11-16;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JAO9N300;4;2022-11-16;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JAO9N300;5;2022-11-16;;ANC;c.A-25;186;PR;VL;;Autres;;
DI9999JAQLM300;1;2022-07-12;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999JAQLM300;2;2022-07-12;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JAQXM300;3;2022-09-22;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JATJM300;2;2022-07-01;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JATJM300;3;2022-07-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JAUHN300;1;2022-12-24;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999JAZFM300;2;2022-06-10;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999JB2QL300;1;2022-01-13;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999JB30M300;1;2022-03-01;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;34000;35440
DI9999JB6MM300;3;2022-07-14;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999JB6MM300;4;2022-07-14;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999JB6MM300;5;2022-07-14;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999JB6MM300;6;2022-07-14;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI9999JB9KM300;3;2022-07-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JB9KM300;4;2022-07-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JBA6N300;3;2022-10-31;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999JBCIM300;2;2022-06-22;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI9999JBCIM300;3;2022-06-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JBCIM300;4;2022-06-22;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999JBCIM300;5;2022-06-22;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999JBCUM300;4;2022-09-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JBFSM300;1;2022-08-24;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI9999JBJ0N300;1;2022-10-04;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JBKQL300;1;2022-01-17;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JBKQL300;2;2022-01-17;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JBKQL300;3;2022-01-17;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JBKQL300;4;2022-01-17;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999JBL0M300;1;2022-03-03;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JBL0M300;2;2022-03-03;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JBRKM300;3;2022-07-06;;ANC;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;
DI9999JBRKM300;4;2022-07-06;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JBWUL300;3;2022-02-09;;ANC;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JBWUL300;4;2022-02-09;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JBWUL300;5;2022-02-09;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999JBXSM300;1;2022-08-26;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999JC1DM300;1;2022-05-26;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999JC1DM300;2;2022-05-26;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999JC87N300;1;2022-11-03;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999JCAJM300;3;2022-06-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JCAJM300;4;2022-06-29;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JCAJM300;5;2022-06-29;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999JCBHN300;1;2022-12-20;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999JCGRM300;1;2022-08-18;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JCGRM300;2;2022-08-18;;ANC;c.C-24.2;310;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JCGRM300;3;2022-08-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JCGRM300;4;2022-08-18;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JCIRL300;1;2022-01-20;;ANC;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;
DI9999JCJPM300;1;2022-08-05;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JCPLM300;1;2022-07-12;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JCPLM300;2;2022-07-12;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999JCVTM300;1;2022-09-01;;ANC;c.C-24.2;281.1;CO;VR;Véhicule routier;Équipement;;
DI9999JCW3N300;1;2022-10-20;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999JCYRM300;1;2022-08-22;;ANC;c.C-24.2;463;PR;VL;Véhicule lourd;Dimension;2,6;2,7
DI9999JCYRM300;2;2022-08-22;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999JD2OM300;1;2022-07-26;;ANC;c.C-24.2;98;CO;VR;Véhicule routier;Permis de conduire;;
DI9999JD2OM300;2;2022-07-26;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999JD3AN300;1;2022-11-17;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999JD3AN300;2;2022-11-17;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JD7YL300;1;2022-02-18;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999JD7YL300;2;2022-02-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999JD7YL300;3;2022-02-18;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999JD7YL300;4;2022-02-18;;ANC;c.C-24.2;106;PR;VR;Véhicule routier;Permis de conduire;;
DI9999JDDUL300;3;2022-02-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JDDUL300;4;2022-02-07;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JDFEN300;1;2022-12-07;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999JDFEN300;2;2022-12-07;;ANC;c.T-11.2;53;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999JDJQL300;1;2022-01-17;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999JDKOM300;3;2022-07-29;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JDLAN300;1;2022-11-21;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999JDLAN300;2;2022-11-21;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999JDNAM300;1;2022-04-04;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999JDR6N300;1;2022-11-02;;ANC;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;
DI9999JDT6M300;2;2022-04-20;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999JDYSL300;1;2022-01-28;;ANC;c.T-11.2;58;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999JDZQM300;1;2022-08-16;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999JE0DM300;3;2022-05-26;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999JE0DM300;4;2022-05-26;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
