IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT;NO_ARTCL_L_R;CODE_LOI_REGLEMENT;DESCR_TYPE_VEH_INFRA;DESCN_CAT_INFRA 
DI9999NC71K300;1;2021-02-11;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NC71K300;2;2021-02-11;;ANC;CO;VR;;;379;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NC71K300;3;2021-02-11;;ANC;CD;VL;;;237;c.C-24.2;Véhicule lourd;Équipement
DI9999NC7DK300;1;2021-04-07;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NC7DK300;2;2021-04-07;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NCD9K300;1;2021-03-22;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NCDXK300;1;2021-07-21;;ANC;PR;VR;;;210.1;c.C-24.2;Véhicule routier;Équipement
DI9999NCFXJ300;5;2021-01-26;;ANC;CO;VR;;;370;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NCG7K300;1;2021-03-15;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NCH5L300;1;2021-09-13;;ANC;PR;VR;;;518;c.C-24.2;Véhicule routier;Immatriculation
DI9999NCH5L300;2;2021-09-13;;ANC;CD;VL;;;437.1;c.C-24.2;Véhicule lourd;Équipement
DI9999NCIVJ300;3;2021-01-18;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NCJ5K300;2;2021-03-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NCK3L300;1;2021-08-31;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NCLTJ300;1;2021-01-07;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999NCLTJ300;2;2021-01-07;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NCMRK300;3;2021-06-17;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NCP1K300;1;2021-02-15;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NCPDK300;1;2021-04-10;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999NCVLK300;2;2021-05-18;;ANC;EX;VL;;;3;c.T-12;Véhicule lourd;Documents d'expédition
DI9999NCW7L300;2;2021-09-24;;ANC;AU;RM;;;437.1;c.C-24.2;Remorque;Équipement
DI9999NCY7K300;2;2021-03-16;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NCY7K300;3;2021-03-16;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NCYVK300;1;2021-07-14;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NCYVK300;2;2021-07-14;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999ND24K300;1;2021-02-25;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999ND32L300;5;2021-08-24;;ANC;PR;VR;;;210.1;c.C-24.2;Véhicule routier;Équipement
DI9999ND60L300;3;2021-08-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999ND60L300;4;2021-08-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999ND9AL300;1;2021-10-06;;ANC;CQ;AQ;;;55;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI9999NDBMK300;3;2021-05-19;;ANC;AU;VR;29,57;30;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NDBMK300;4;2021-05-19;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NDEWK300;1;2021-07-15;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NDEWK300;2;2021-07-15;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NDQ0K300;2;2021-02-10;;ANC;AU;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NDQCK300;3;2021-04-06;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NDRAL300;3;2021-10-09;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NDTMK300;2;2021-05-23;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NDTYK300;1;2021-08-02;;ANC;AU;VL;;;48;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999NDYWJ300;1;2021-01-22;;ANC;PR;VR;;;274;c.C-24.2;Véhicule routier;Équipement
DI9999NE0HK300;1;2021-04-26;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999NE0HK300;2;2021-04-26;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NE13L300;1;2021-08-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NE13L300;2;2021-08-27;;ANC;PR;VL;;;519.18;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NE1FL300;2;2021-11-02;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NE2TJ300;2;2021-01-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NED7L300;1;2021-09-22;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NEG5L300;2;2021-09-13;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NEIHK300;2;2021-04-28;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NEJ3L300;1;2021-08-31;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NEJFL300;1;2021-11-04;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NEL3K300;2;2021-02-24;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NEM1L300;1;2021-08-19;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999NERBK300;1;2021-03-30;;ANC;EX;VL;43000;44160;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999NERBK300;2;2021-03-30;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NERBK300;3;2021-03-30;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NETZJ300;1;2021-02-04;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NEV7L300;1;2021-09-24;;ANC;PR;VL;12,5;14,9;463;c.C-24.2;Véhicule lourd;Dimension
DI9999NEV7L300;2;2021-09-24;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI9999NEWXJ300;4;2021-01-27;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NEWXJ300;5;2021-01-27;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999NF14K300;2;2021-02-25;;ANC;CO;VR;;;413;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NF1GK300;1;2021-04-21;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NF22L300;5;2021-08-24;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NF42K300;1;2021-02-17;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NF70K300;1;2021-02-08;;ANC;CO;VR;;;379;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NFDWK300;1;2021-07-15;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999NFEIL300;1;2021-11-18;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NFEIL300;2;2021-11-18;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NFGUK300;2;2021-07-06;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NFGUK300;3;2021-07-06;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NFGUK300;4;2021-07-06;;ANC;CO;VR;;;281.1;c.C-24.2;Véhicule routier;Équipement
DI9999NFSYK300;1;2021-08-02;;ANC;PR;VR;;;32;c.C-24.2;Véhicule routier;Immatriculation
DI9999NFT8L300;1;2021-09-29;;ANC;EX;VL;;;3;c.T-12;Véhicule lourd;Documents d'expédition
DI9999NFXWJ300;1;2021-01-22;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NG3DL300;1;2021-10-22;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NG3DL300;2;2021-10-22;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NG8BK300;1;2021-03-29;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999NG8BK300;2;2021-03-29;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NG8BK300;3;2021-03-29;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999NG8ZK300;1;2021-08-04;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NG99L300;4;2021-10-01;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999NG9LL300;1;2021-12-07;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NGAZJ300;1;2021-02-03;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NGB9K300;1;2021-03-22;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NGC7L300;3;2021-09-22;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NGF5L300;2;2021-09-13;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NGH5K300;1;2021-03-04;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NGIFL300;1;2021-11-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NGK3K300;2;2021-02-24;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NGL1L300;1;2021-08-19;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NGN1K300;1;2021-02-15;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NGN1K300;3;2021-02-15;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NGWJK300;1;2021-05-07;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NGX5L300;1;2021-09-15;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NGYVJ300;1;2021-01-19;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NH12L300;4;2021-08-23;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NH12L300;5;2021-08-23;;ANC;PR;VR;;;237;c.C-24.2;Véhicule routier;Équipement
DI9999NH40L300;3;2021-08-10;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999NH6CK300;1;2021-04-01;;ANC;EX;VL;12,5;13,4;463;c.C-24.2;Véhicule lourd;Dimension
DI9999NH6OK300;1;2021-05-31;;ANC;EX;VL;;;213;c.C-24.2;Véhicule lourd;Équipement
DI9999NH7AL300;5;2021-10-06;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NH7AL300;6;2021-10-06;;ANC;EX;VL;25250;25500;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999NHC8K300;1;2021-03-17;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NHCKK300;1;2021-05-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NHCKK300;2;2021-05-11;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NHJEL300;1;2021-10-29;;ANC;EX;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999NHRAK300;1;2021-03-26;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NHSKL300;4;2021-12-02;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NHU8K300;1;2021-03-19;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Signalisation routière
DI9999NHUWK300;3;2021-07-20;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NHX6K300;1;2021-03-11;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NHXUK300;2;2021-07-08;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NHXUK300;3;2021-07-08;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NHXUK300;4;2021-07-08;;ANC;PR;VA;;;265;c.C-24.2;Véhicule automobile;Équipement
DI9999NIA9K300;2;2021-03-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIA9K300;3;2021-03-22;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NIALK300;2;2021-05-14;;ANC;CO;EN;;;474;c.C-24.2;Ensemble de véhicules routiers;Dimension
DI9999NIALK300;3;2021-05-14;;ANC;PR;VR;;;225;c.C-24.2;Véhicule routier;Équipement
DI9999NIALK300;4;2021-05-14;;ANC;PR;VR;;;210;c.C-24.2;Véhicule routier;Équipement
DI9999NIALK300;5;2021-05-14;;ANC;PR;EN;;;272;c.C-24.2;Ensemble de véhicules routiers;Équipement
DI9999NIBJL300;1;2021-11-24;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NIFVJ300;1;2021-01-17;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIFVJ300;2;2021-01-17;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIFVJ300;3;2021-01-17;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NIGTK300;1;2021-06-29;;ANC;EX;VL;12,5;13,1;463;c.C-24.2;Véhicule lourd;Dimension
DI9999NIM1K300;1;2021-02-15;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NIM1K300;2;2021-02-15;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NIM1K300;3;2021-02-15;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIMPK300;1;2021-06-08;;ANC;CO;VR;;;48.14;c.T-12;;Loi des transports
DI9999NINNL300;2;2021-12-21;;ANC;EX;VL;;;519.20;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NINNL300;4;2021-12-21;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI9999NIPNK300;1;2021-05-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIPNK300;2;2021-05-27;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIPNK300;3;2021-05-27;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999NIPNK300;4;2021-05-27;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NISXK300;1;2021-07-25;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NIT7L300;1;2021-09-24;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIT7L300;2;2021-09-24;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NIXVJ300;2;2021-01-19;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NIYTK300;1;2021-07-01;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJ3CL300;1;2021-10-18;;ANC;PR;AQ;;;69;c.T-11.2;;Règlement concernant le tr. rémunéré de pers. par automobile
DI9999NJ5OK300;1;2021-05-31;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999NJBKK300;2;2021-05-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJBKK300;3;2021-05-11;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NJBKK300;4;2021-05-11;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999NJC6L300;3;2021-09-16;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NJDWJ300;2;2021-01-20;;ANC;CO;VR;;;312;c.C-24.2;Véhicule routier;Signalisation routière
DI9999NJH4K300;2;2021-03-01;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJHGK300;1;2021-04-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJHGK300;2;2021-04-22;;ANC;CO;VR;;;310;c.C-24.2;Véhicule routier;Signalisation routière
DI9999NJIEL300;1;2021-10-29;;ANC;PR;VR;;;31.1;c.C-24.2;Véhicule routier;Immatriculation
DI9999NJNCK300;1;2021-04-05;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NJNCK300;2;2021-04-05;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NJNCK300;3;2021-04-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJOAL300;2;2021-10-08;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NJQAK300;4;2021-03-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJQAK300;5;2021-03-26;;ANC;PR;VL;;;519.17;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJTWK300;2;2021-07-19;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NJVWJ300;1;2021-01-22;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999NJYUJ300;3;2021-01-14;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NJYUJ300;4;2021-01-14;;ANC;PR;VL;;;272;c.C-24.2;Véhicule lourd;Équipement
DI9999NJYUJ300;6;2021-01-14;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NJYUJ300;7;2021-01-14;;ANC;CO;VR;;116;328;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NJZGK300;1;2021-04-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NJZSK300;2;2021-06-24;;ANC;AU;RM;;;437.1;c.C-24.2;Remorque;Équipement
DI9999NJZSK300;3;2021-06-24;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NJZSK300;4;2021-06-24;;ANC;PR;VR;;;213;c.C-24.2;Véhicule routier;Équipement
DI9999NK0RK300;4;2021-06-15;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NK3PK300;1;2021-06-03;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NK3PK300;2;2021-06-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NK8ZJ300;1;2021-02-03;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NKA7L300;2;2021-09-22;;ANC;PR;HN;2,6;3,46;463;c.C-24.2;Véhicule hors normes;Dimension
DI9999NKA7L300;3;2021-09-22;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NKA7L300;4;2021-09-22;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI9999NKEVJ300;1;2021-01-17;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999NKFHK300;3;2021-04-28;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NKG3L300;1;2021-08-31;;ANC;EX;VL;4,15;4,28;463;c.C-24.2;Véhicule lourd;Dimension
DI9999NKGFL300;3;2021-11-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NKI3K300;1;2021-02-24;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999NKP9L300;4;2021-10-05;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999NKP9L300;5;2021-10-05;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NKP9L300;6;2021-10-05;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NKP9L300;7;2021-10-05;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NKP9L300;8;2021-10-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NKS7L300;3;2021-09-24;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI9999NKTXJ300;3;2021-01-27;;ANC;CD;VL;;;519.6;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NKU7K300;1;2021-03-16;;ANC;EX;VL;41500;57510;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999NKX5K300;1;2021-03-08;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NKX5K300;5;2021-03-08;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NKXHK300;1;2021-04-29;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999NKYFL300;3;2021-11-05;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NKYFL300;4;2021-11-05;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999NKZTJ300;2;2021-01-11;;ANC;PR;VR;;;32;c.C-24.2;Véhicule routier;Immatriculation
DI9999NL2OL300;1;2021-12-23;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NL2OL300;2;2021-12-23;;ANC;CQ;AQ;;;55;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI9999NL5AL300;2;2021-10-06;;ANC;PR;VL;;;531;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999NL7AK300;1;2021-03-24;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NL7AK300;2;2021-03-24;;ANC;EX;VL;50500;50900;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999NL7MK300;2;2021-05-19;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NLA8K300;2;2021-03-17;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NLCWJ300;1;2021-01-20;;ANC;EX;VL;57500;58500;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999NLDUK300;1;2021-07-06;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLE4L300;1;2021-09-07;;ANC;CO;VR;;;368;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NLE4L300;2;2021-09-07;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999NLEGL300;4;2021-11-09;;ANC;CO;VR;;;443.2;c.C-24.2;Véhicule routier;Règles de circulation
DI9999NLEGL300;7;2021-11-09;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLGSK300;1;2021-06-22;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLHEL300;1;2021-10-29;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NLHEL300;2;2021-10-29;;ANC;AU;VR;;;27;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLM0K300;1;2021-02-09;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999NLM0K300;2;2021-02-09;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLM0K300;3;2021-02-09;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999NLPMK300;1;2021-05-21;;ANC;AU;VL;;;513;c.C-24.2;Véhicule lourd;Permis spécial
DI9999NLPYK300;2;2021-07-30;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NLY4K300;2;2021-03-03;;ANC;PR;VR;;;225;c.C-24.2;Véhicule routier;Équipement
DI9999NLZEL300;3;2021-11-02;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999NM01L300;3;2021-08-17;;ANC;EX;VL;19;22,66;463;c.C-24.2;Véhicule lourd;Dimension
DI9999NM2DK300;1;2021-04-07;;ANC;PR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999NM2PK300;3;2021-06-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NM2PK300;4;2021-06-03;;ANC;PR;VR;;;210;c.C-24.2;Véhicule routier;Équipement
DI9999NM69L300;1;2021-10-01;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NME5K300;1;2021-03-04;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999NMEHK300;2;2021-04-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NMETK300;1;2021-06-29;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999NMGTJ300;1;2021-01-06;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999NMKDK300;1;2021-04-09;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
