NOM,TYPE,WKT
,Inclusion zone agricole,"POLYGON  (( 298040.17870000 5059716.14300000, 298073.96330000 5059671.75880000, 298198.28500000 5059737.40500000, 298198.98530000 5059799.56130000, 298040.17870000 5059716.14300000))"
,Inclusion zone agricole,"POLYGON  (( 297943.60990000 5059602.92760000, 298000.02320000 5059632.71580000, 298028.88450000 5059647.95560000, 298000.02320000 5059685.87150000, 297994.99310000 5059692.47970000, 297941.21720000 5059664.30080000, 297943.60990000 5059602.92760000))"
,Inclusion zone agricole,"POLYGON  (( 297218.21300000 5059224.07370000, 297218.21480000 5059224.07490000, 297218.22660000 5059224.08240000, 297218.31510000 5059224.12040000, 297220.26620000 5059293.21660000, 297184.01520000 5059276.05640000, 297166.72750000 5059267.81100000, 297157.67430000 5059263.98990000, 297142.91880000 5059257.93480000, 297130.79610000 5059253.63500000, 297130.78930000 5059253.63830000, 297074.45680000 5059233.85540000, 297074.39910000 5059232.66380000, 297074.27300000 5059226.16990000, 297072.92400000 5059169.46570000, 297080.99510000 5059171.90480000, 297087.03620000 5059173.77430000, 297093.06660000 5059175.67800000, 297099.08610000 5059177.61610000, 297105.09440000 5059179.58830000, 297111.09150000 5059181.59460000, 297117.07700000 5059183.63510000, 297123.05090000 5059185.70950000, 297129.01280000 5059187.81780000, 297137.25750000 5059190.79650000, 297143.12450000 5059192.96110000, 297143.13210000 5059192.96400000, 297148.97930000 5059195.15870000, 297148.99430000 5059195.16440000, 297154.82160000 5059197.38920000, 297154.84410000 5059197.39780000, 297160.65130000 5059199.65250000, 297160.68120000 5059199.66410000, 297166.46820000 5059201.94850000, 297166.50550000 5059201.96330000, 297172.27210000 5059204.27720000, 297172.31670000 5059204.29520000, 297178.06270000 5059206.63850000, 297178.11470000 5059206.65980000, 297183.84000000 5059209.03230000, 297183.89930000 5059209.05700000, 297189.60380000 5059211.45850000, 297189.67030000 5059211.48670000, 297195.05470000 5059213.78880000, 297195.42750000 5059213.94880000, 297201.09000000 5059216.40810000, 297201.17090000 5059216.44340000, 297206.81200000 5059218.93120000, 297207.28230000 5059219.14100000, 297212.51970000 5059221.48650000, 297212.61480000 5059221.52930000, 297213.37110000 5059221.87300000, 297218.21300000 5059224.07370000))"
,Inclusion zone agricole,"POLYGON  (( 278742.02280000 5046792.04830000, 278772.40000000 5046748.70000000, 278812.49830000 5046691.41190000, 278815.86140000 5046693.11110000, 278824.27630000 5046697.51110000, 278828.85380000 5046699.94360000, 278834.51800000 5046702.95270000, 278842.37710000 5046707.02390000, 278846.58990000 5046709.21880000, 278852.39570000 5046712.26330000, 278859.01570000 5046715.80340000, 278864.64460000 5046718.88330000, 278871.33540000 5046722.52970000, 278876.53940000 5046725.46800000, 278881.14160000 5046728.08770000, 278884.50470000 5046730.14100000, 278888.68210000 5046732.68990000, 278891.01860000 5046734.31840000, 278821.14740000 5046834.16660000, 278806.42030000 5046825.94400000, 278791.54870000 5046817.98550000, 278762.96140000 5046803.01410000, 278742.02280000 5046792.04830000))"
,Inclusion zone agricole,"POLYGON  (( 278899.84440000 5046884.33790000, 278969.75960000 5046784.45630000, 278971.19910000 5046785.51310000, 278983.74500000 5046794.55720000, 278985.11500000 5046795.56410000, 278986.38400000 5046796.49280000, 278987.87350000 5046797.59180000, 278996.12370000 5046803.77540000, 278999.52680000 5046806.32590000, 279000.62780000 5046807.16130000, 279001.21680000 5046807.61660000, 279001.67740000 5046807.97450000, 279008.65470000 5046813.39630000, 279014.23750000 5046817.73440000, 279015.91040000 5046819.05770000, 279028.75300000 5046829.40260000, 279030.39110000 5046830.74640000, 279033.02560000 5046832.94510000, 279039.77910000 5046838.58130000, 279044.64510000 5046842.70190000, 279056.19190000 5046852.65730000, 279065.96230000 5046861.35450000, 279073.58620000 5046868.23810000, 279074.63560000 5046869.20560000, 279084.69620000 5046878.53820000, 279085.77030000 5046879.55140000, 279086.69650000 5046880.43300000, 279092.27580000 5046885.74340000, 279094.33170000 5046887.76790000, 279098.13750000 5046891.42410000, 279099.65530000 5046892.90920000, 279106.87050000 5046900.08630000, 279106.84950000 5046900.11620000, 279035.70170000 5047001.60530000, 279034.92270000 5047001.12050000, 279035.05420000 5047000.92960000, 279034.17690000 5047000.02320000, 279030.41170000 5046996.13090000, 279029.96540000 5046995.67120000, 279026.13810000 5046991.76500000, 279025.72770000 5046991.34840000, 279021.81920000 5046987.41050000, 279021.47890000 5046987.06960000, 279017.48040000 5046983.09270000, 279017.21660000 5046982.83200000, 279013.11330000 5046978.80340000, 279012.95160000 5046978.64560000, 279008.72320000 5046974.54710000, 279008.65300000 5046974.47980000, 279004.38650000 5046970.39710000, 279004.21230000 5046970.23180000, 279000.02330000 5046966.27480000, 278995.85890000 5046962.38690000, 278995.67640000 5046962.21740000, 278991.67120000 5046958.52410000, 278991.32690000 5046958.20830000, 278987.03790000 5046954.30340000, 278986.93300000 5046954.20890000, 278982.65990000 5046950.36720000, 278982.57520000 5046950.29180000, 278978.25760000 5046946.45830000, 278978.16140000 5046946.37380000, 278973.83090000 5046942.57690000, 278973.74560000 5046942.50290000, 278969.38010000 5046938.72320000, 278969.31440000 5046938.66680000, 278965.30330000 5046935.23650000, 278964.61700000 5046934.65290000, 278960.60780000 5046931.26840000, 278960.26290000 5046930.97880000, 278955.88570000 5046927.33010000, 278955.88330000 5046927.32810000, 278951.46090000 5046923.68770000, 278951.13910000 5046923.42480000, 278947.01650000 5046920.07410000, 278946.36650000 5046919.54990000, 278942.17870000 5046916.19050000, 278937.56400000 5046912.53460000, 278932.92660000 5046908.90770000, 278932.83150000 5046908.83410000, 278928.26670000 5046905.30970000, 278928.16890000 5046905.23500000, 278923.58440000 5046901.74080000, 278923.49530000 5046901.67360000, 278918.88000000 5046898.20120000, 278918.80200000 5046898.14310000, 278914.15360000 5046894.69100000, 278914.09360000 5046894.64690000, 278909.40540000 5046891.21030000, 278909.14760000 5046891.02300000, 278904.63560000 5046887.75920000, 278904.50610000 5046887.66640000, 278899.84440000 5046884.33790000))"
,Inclusion zone agricole,"POLYGON  (( 278174.73880000 5046500.80250000, 278167.14870000 5046496.82800000, 278096.63630000 5046459.90460000, 278101.61640000 5046453.22430000, 278170.77080000 5046361.10160000, 278282.44990000 5046419.58300000, 278222.48070000 5046500.02330000, 278208.65820000 5046518.56420000, 278174.73880000 5046500.80250000))"
Sainte-Rose,Zone agricole,"POLYGON  (( 280631.49780000 5051763.05130000, 280630.94430000 5051763.44700000, 280629.15410000 5051761.90700000, 280621.39500000 5051755.23270000, 280617.59200000 5051753.03170000, 280612.86910000 5051751.88270000, 280611.46200000 5051750.77770000, 280609.66800000 5051748.32670000, 280608.00400000 5051744.96070000, 280605.92300000 5051741.91670000, 280594.13940000 5051732.08930000, 280597.92220000 5051711.67440000, 280592.66480000 5051705.24720000, 280591.08910000 5051703.00490000, 280590.33630000 5051701.48450000, 280589.21450000 5051698.57540000, 280577.34860000 5051668.26830000, 280576.18140000 5051665.46450000, 280574.39730000 5051662.50090000, 280572.76210000 5051660.02440000, 280571.25310000 5051657.35800000, 280570.56720000 5051655.63120000, 280570.15220000 5051653.75090000, 280569.89020000 5051650.66840000, 280569.96020000 5051645.87580000, 280570.63590000 5051637.98060000, 280571.02130000 5051632.46960000, 280571.76290000 5051623.14430000, 280572.09380000 5051620.71740000, 280572.83220000 5051616.73540000, 280583.63310000 5051571.91410000, 280580.57720000 5051554.63350000, 280580.55220000 5051552.93980000, 280580.83110000 5051551.65990000, 280581.72140000 5051549.39390000, 280587.48180000 5051538.71860000, 280593.93840000 5051521.26410000, 280602.39940000 5051495.46820000, 280602.25140000 5051491.99770000, 280602.01220000 5051486.39150000, 280601.82640000 5051482.03670000, 280601.57630000 5051480.06370000, 280600.86840000 5051478.14310000, 280599.81210000 5051475.10700000, 280598.97830000 5051472.42650000, 280598.89640000 5051469.53100000, 280599.02660000 5051465.65990000, 280600.02500000 5051461.06810000, 280601.04180000 5051456.42860000, 280602.24740000 5051452.49460000, 280602.95910000 5051449.01490000, 280603.24050000 5051446.54900000, 280603.24900000 5051443.56800000, 280603.10190000 5051440.30310000, 280603.01380000 5051438.34710000, 280599.86240000 5051426.75730000, 280597.09990000 5051414.40290000, 280594.94800000 5051407.38330000, 280593.96880000 5051402.97440000, 280593.00230000 5051398.20580000, 280591.92320000 5051395.14130000, 280590.42130000 5051392.18640000, 280588.62650000 5051389.50650000, 280586.26660000 5051386.88570000, 280584.19420000 5051385.07670000, 280581.95140000 5051383.56240000, 280578.92240000 5051382.05650000, 280575.53290000 5051380.94530000, 280570.83600000 5051379.94570000, 280567.14910000 5051379.15840000, 280564.05530000 5051378.20080000, 280561.66110000 5051377.02910000, 280561.12850000 5051376.77170000, 280558.32890000 5051375.02850000, 280555.35980000 5051372.92660000, 280547.20010000 5051366.44590000, 280542.01860000 5051362.52720000, 280535.02370000 5051358.11300000, 280533.02130000 5051357.18360000, 280531.69680000 5051356.76230000, 280527.02470000 5051355.81950000, 280518.75120000 5051354.87530000, 280503.70900000 5051353.82000000, 280497.32280000 5051353.14950000, 280495.72590000 5051352.71680000, 280494.43850000 5051352.10430000, 280487.80190000 5051347.73990000, 280479.04830000 5051340.13950000, 280474.12120000 5051336.62960000, 280469.43020000 5051333.64800000, 280468.45370000 5051333.59190000, 280465.15870000 5051334.00370000, 280460.30370000 5051336.02600000, 280458.56810000 5051337.03460000, 280458.55430000 5051337.04270000, 280457.45610000 5051338.08360000, 280456.32010000 5051339.57200000, 280452.37880000 5051346.41230000, 280451.15150000 5051347.93390000, 280449.07640000 5051350.03600000, 280447.41990000 5051351.42320000, 280445.74890000 5051352.44160000, 280441.89310000 5051353.72170000, 280438.41460000 5051354.50400000, 280435.99930000 5051354.69150000, 280431.55480000 5051353.69210000, 280427.98170000 5051352.48150000, 280409.43670000 5051344.88960000, 280404.42460000 5051342.30670000, 280397.81630000 5051338.06160000, 280384.80000000 5051329.42980000, 280378.28670000 5051325.23420000, 280364.48040000 5051318.02740000, 280348.62480000 5051309.92980000, 280335.59130000 5051301.91520000, 280335.32720000 5051298.26510000, 280335.00450000 5051296.83550000, 280334.22680000 5051294.67180000, 280333.92320000 5051293.82740000, 280332.00470000 5051289.58350000, 280330.42880000 5051285.95830000, 280328.74670000 5051282.61960000, 280328.39840000 5051281.98350000, 280327.32640000 5051280.71540000, 280325.87500000 5051279.58520000, 280324.59190000 5051278.51490000, 280323.78000000 5051277.48070000, 280322.93350000 5051275.51730000, 280322.53070000 5051274.01890000, 280322.25110000 5051272.24480000, 280322.10040000 5051270.03340000, 280322.48090000 5051267.65220000, 280323.10190000 5051265.94600000, 280325.12940000 5051261.20750000, 280326.97270000 5051257.42570000, 280329.87890000 5051252.25330000, 280331.44910000 5051249.25650000, 280332.74460000 5051246.22280000, 280333.26550000 5051244.32630000, 280333.57030000 5051242.27380000, 280333.78490000 5051237.78300000, 280333.75810000 5051232.31770000, 280333.42290000 5051227.27670000, 280333.02960000 5051224.44540000, 280332.03890000 5051221.24900000, 280331.57900000 5051219.80860000, 280331.24980000 5051216.04210000, 280330.78060000 5051213.98700000, 280329.66140000 5051209.45890000, 280328.79950000 5051206.16930000, 280328.59460000 5051203.54460000, 280328.58030000 5051201.77410000, 280326.18090000 5051196.32680000, 280324.39990000 5051193.98970000, 280322.53990000 5051190.97190000, 280319.32550000 5051187.07220000, 280312.57420000 5051179.29230000, 280303.15050000 5051169.02780000, 280297.58060000 5051163.45530000, 280296.18660000 5051162.37450000, 280294.55860000 5051161.19580000, 280290.84300000 5051159.88190000, 280281.61510000 5051156.16960000, 280279.82200000 5051155.36520000, 280278.42840000 5051154.31820000, 280277.07780000 5051152.90200000, 280274.49370000 5051151.71300000, 280270.06970000 5051150.21590000, 280266.34920000 5051148.46060000, 280262.61670000 5051146.35130000, 280254.80200000 5051141.69250000, 280244.84120000 5051135.47880000, 280231.35200000 5051133.75810000, 280217.35540000 5051136.20670000, 280216.17920000 5051129.88500000, 280216.96530000 5051118.09340000, 280224.43330000 5051112.59050000, 280230.72220000 5051103.94340000, 280237.01110000 5051090.18650000, 280238.19020000 5051078.00180000, 280238.58330000 5051063.06570000, 280240.15550000 5051054.41860000, 280240.15550000 5051041.05470000, 280234.25970000 5051033.19360000, 280225.61250000 5051025.72550000, 280219.71670000 5051019.04370000, 280208.31810000 5051014.72010000, 280199.67090000 5051009.21730000, 280191.02370000 5051004.10760000, 280183.74620000 5050998.04150000, 280130.63350000 5051022.84430000, 280115.38290000 5051028.26570000, 280100.15550000 5051024.28910000, 280084.97460000 5051001.39590000, 280098.56270000 5050926.65710000, 280067.45250000 5050926.13960000, 280053.51340000 5050934.73470000, 280039.50320000 5050946.38860000, 280022.03300000 5050952.56820000, 280013.97580000 5050948.27490000, 280004.32240000 5050943.13100000, 280030.87300000 5050826.65310000, 280063.97280000 5050651.79000000, 280071.56660000 5050611.36220000, 280075.63860000 5050589.68350000, 280082.63960000 5050552.75630000, 280085.09200000 5050539.35600000, 280085.47820000 5050537.78300000, 280088.01570000 5050524.39940000, 280091.37640000 5050506.44500000, 280094.80100000 5050488.51080000, 280097.95550000 5050471.99100000, 280101.09890000 5050455.53010000, 280107.38610000 5050422.60430000, 280110.50900000 5050406.24970000, 280122.78520000 5050343.25470000, 280123.95260000 5050336.73780000, 280125.10120000 5050330.32660000, 280125.64540000 5050327.28800000, 280129.12130000 5050307.88480000, 280131.89010000 5050292.42860000, 280132.35600000 5050289.88580000, 280139.32160000 5050251.86670000, 280139.82980000 5050249.08220000, 280143.58060000 5050228.52910000, 280146.36210000 5050213.65280000, 280148.47430000 5050202.35620000, 280154.02420000 5050172.67330000, 280160.01650000 5050140.62490000, 280160.76710000 5050136.61030000, 280179.40190000 5050218.58630000, 280183.21310000 5050239.83770000, 280189.87300000 5050279.94170000, 280197.48860000 5050309.81200000, 280204.34620000 5050329.74590000, 280209.39260000 5050344.41510000, 280212.30030000 5050353.71840000, 280213.94020000 5050357.75630000, 280221.68920000 5050392.93610000, 280235.81750000 5050422.88960000, 280239.91650000 5050427.84510000, 280256.50190000 5050437.21590000, 280260.41090000 5050442.92250000, 280264.92110000 5050449.27980000, 280269.54170000 5050455.55730000, 280274.27110000 5050461.75330000, 280279.10790000 5050467.86570000, 280280.32490000 5050469.36970000, 280285.29370000 5050475.37540000, 280290.36660000 5050481.29340000, 280304.67230000 5050497.69070000, 280319.60890000 5050514.38450000, 280332.22880000 5050528.48890000, 280343.21730000 5050540.77000000, 280405.06740000 5050427.23510000, 280379.03390000 5050409.76600000, 280393.58550000 5050360.62340000, 280418.90800000 5050368.97700000, 280433.51210000 5050373.79480000, 280538.53640000 5049803.94960000, 280560.44850000 5049687.60140000, 280561.23240000 5049683.43910000, 280569.11170000 5049691.19630000, 280581.70970000 5049703.59850000, 280594.30780000 5049716.00070000, 280604.45640000 5049725.99200000, 280606.03700000 5049727.54780000, 280616.89720000 5049738.23930000, 280627.75760000 5049748.93090000, 280638.29200000 5049759.30180000, 280648.82660000 5049769.67270000, 280659.35470000 5049780.03700000, 280679.97180000 5049800.33390000, 280757.72990000 5049876.76500000, 280760.70580000 5049879.68970000, 280771.57600000 5049890.37120000, 280779.46750000 5049898.12700000, 280782.44640000 5049901.05440000, 280802.01120000 5049920.27870000, 280846.54760000 5049964.29680000, 280856.72910000 5049974.37280000, 280859.46500000 5049977.08020000, 280882.96690000 5050000.33820000, 280910.16880000 5050027.25770000, 280928.89550000 5050045.73110000, 280939.94150000 5050056.62730000, 280962.79490000 5050079.17140000, 280975.76510000 5050091.96610000, 280986.17970000 5050102.23960000, 280997.02810000 5050112.94120000, 281007.87650000 5050123.64280000, 281018.72500000 5050134.34440000, 281022.17240000 5050137.74510000, 281030.44130000 5050145.90200000, 281042.15760000 5050157.45970000, 281053.87390000 5050169.01740000, 281059.98620000 5050175.04670000, 281064.72240000 5050179.71900000, 281075.57080000 5050190.42060000, 281086.41920000 5050201.12210000, 281098.13560000 5050212.67980000, 281109.85190000 5050224.23740000, 281121.56820000 5050235.79520000, 281133.28450000 5050247.35290000, 281145.00100000 5050258.91050000, 281156.71720000 5050270.46830000, 281167.56570000 5050281.16990000, 281178.41410000 5050291.87140000, 281194.46540000 5050307.70550000, 281209.02770000 5050322.07060000, 281208.22160000 5050323.26810000, 281207.51760000 5050324.31810000, 281206.71590000 5050325.51860000, 281205.91650000 5050326.72060000, 281205.11940000 5050327.92410000, 281204.32480000 5050329.12910000, 281203.53240000 5050330.33580000, 281202.74240000 5050331.54390000, 281201.95470000 5050332.75360000, 281201.16940000 5050333.96480000, 281200.38640000 5050335.17760000, 281199.60580000 5050336.39170000, 281198.82750000 5050337.60750000, 281198.05160000 5050338.82480000, 281197.27800000 5050340.04350000, 281196.50690000 5050341.26390000, 281195.73810000 5050342.48560000, 281194.97160000 5050343.70880000, 281194.20760000 5050344.93350000, 281193.44590000 5050346.15970000, 281192.68660000 5050347.38740000, 281191.92970000 5050348.61660000, 281191.17510000 5050349.84720000, 281190.42300000 5050351.07930000, 281189.67320000 5050352.31280000, 281188.92590000 5050353.54780000, 281188.18090000 5050354.78430000, 281187.43830000 5050356.02220000, 281186.69820000 5050357.26150000, 281185.96040000 5050358.50220000, 281185.22510000 5050359.74440000, 281184.49210000 5050360.98800000, 281183.76160000 5050362.23310000, 281183.03350000 5050363.47940000, 281182.30780000 5050364.72730000, 281181.58460000 5050365.97650000, 281180.86370000 5050367.22730000, 281180.14520000 5050368.47930000, 281179.42930000 5050369.73270000, 281178.71570000 5050370.98750000, 281178.00460000 5050372.24380000, 281177.29590000 5050373.50140000, 281176.58970000 5050374.76030000, 281175.88590000 5050376.02060000, 281175.18450000 5050377.28230000, 281174.48560000 5050378.54530000, 281173.78920000 5050379.80980000, 281173.09520000 5050381.07550000, 281172.40370000 5050382.34260000, 281171.71460000 5050383.61100000, 281171.02790000 5050384.88080000, 281170.34380000 5050386.15190000, 281169.66210000 5050387.42430000, 281168.98290000 5050388.69800000, 281168.30610000 5050389.97310000, 281167.63190000 5050391.24940000, 281166.96010000 5050392.52720000, 281166.29070000 5050393.80610000, 281165.62390000 5050395.08640000, 281164.95960000 5050396.36790000, 281164.29770000 5050397.65080000, 281163.63830000 5050398.93490000, 281162.98150000 5050400.22030000, 281162.32700000 5050401.50700000, 281161.67520000 5050402.79490000, 281161.02580000 5050404.08420000, 281160.37890000 5050405.37460000, 281159.73450000 5050406.66630000, 281159.09260000 5050407.95920000, 281158.45320000 5050409.25340000, 281157.81640000 5050410.54890000, 281157.18210000 5050411.84560000, 281156.55020000 5050413.14350000, 281155.92090000 5050414.44260000, 281155.29410000 5050415.74290000, 281154.66990000 5050417.04450000, 281154.04810000 5050418.34730000, 281153.42890000 5050419.65120000, 281152.81220000 5050420.95640000, 281152.19810000 5050422.26270000, 281151.58650000 5050423.57030000, 281150.97740000 5050424.87900000, 281150.37090000 5050426.18900000, 281149.76690000 5050427.50010000, 281149.16550000 5050428.81230000, 281148.56660000 5050430.12580000, 281147.97020000 5050431.44030000, 281147.37640000 5050432.75600000, 281146.78510000 5050434.07290000, 281146.19640000 5050435.39090000, 281145.61030000 5050436.71010000, 281145.02670000 5050438.03040000, 281144.44570000 5050439.35190000, 281143.86730000 5050440.67440000, 281143.29140000 5050441.99810000, 281142.71810000 5050443.32280000, 281142.14730000 5050444.64880000, 281141.57910000 5050445.97580000, 281141.01360000 5050447.30390000, 281140.45060000 5050448.63310000, 281139.89010000 5050449.96340000, 281139.33220000 5050451.29480000, 281138.77700000 5050452.62710000, 281138.22430000 5050453.96070000, 281137.67420000 5050455.29530000, 281137.12670000 5050456.63100000, 281136.58170000 5050457.96770000, 281136.03940000 5050459.30540000, 281135.49970000 5050460.64420000, 281134.96260000 5050461.98410000, 281134.42800000 5050463.32500000, 281133.89610000 5050464.66700000, 281133.36680000 5050466.00990000, 281132.84010000 5050467.35390000, 281132.31600000 5050468.69890000, 281131.79450000 5050470.04500000, 281131.27560000 5050471.39200000, 281130.75930000 5050472.74000000, 281130.24560000 5050474.08910000, 281129.73460000 5050475.43910000, 281129.22610000 5050476.79020000, 281128.72040000 5050478.14220000, 281128.21720000 5050479.49510000, 281127.71660000 5050480.84910000, 281127.21870000 5050482.20400000, 281126.72350000 5050483.55990000, 281126.23080000 5050484.91680000, 281125.74070000 5050486.27460000, 281125.25330000 5050487.63330000, 281124.76850000 5050488.99300000, 281124.28650000 5050490.35360000, 281123.80700000 5050491.71520000, 281123.33020000 5050493.07770000, 281122.85590000 5050494.44110000, 281122.38440000 5050495.80540000, 281121.91540000 5050497.17070000, 281121.44920000 5050498.53680000, 281120.98560000 5050499.90390000, 281120.52460000 5050501.27180000, 281120.06640000 5050502.64070000, 281119.61070000 5050504.01030000, 281119.15780000 5050505.38100000, 281118.70740000 5050506.75250000, 281118.25980000 5050508.12480000, 281117.81470000 5050509.49800000, 281117.37240000 5050510.87210000, 281116.93270000 5050512.24710000, 281116.49580000 5050513.62290000, 281116.06140000 5050514.99940000, 281115.62970000 5050516.37690000, 281115.20080000 5050517.75520000, 281114.77440000 5050519.13430000, 281114.35080000 5050520.51430000, 281113.92980000 5050521.89510000, 281113.51150000 5050523.27670000, 281113.09600000 5050524.65910000, 281112.68300000 5050526.04230000, 281112.27280000 5050527.42630000, 281111.86530000 5050528.81110000, 281111.46040000 5050530.19660000, 281111.05820000 5050531.58300000, 281110.65870000 5050532.97010000, 281110.26190000 5050534.35810000, 281109.86790000 5050535.74680000, 281109.47640000 5050537.13620000, 281109.08770000 5050538.52640000, 281108.70170000 5050539.91730000, 281108.31840000 5050541.30900000, 281107.93780000 5050542.70150000, 281107.55990000 5050544.09470000, 281107.18460000 5050545.48860000, 281106.81210000 5050546.88320000, 281106.44230000 5050548.27860000, 281106.07520000 5050549.67460000, 281105.71090000 5050551.07140000, 281105.34920000 5050552.46880000, 281104.99020000 5050553.86700000, 281104.63400000 5050555.26590000, 281104.28040000 5050556.66550000, 281103.92960000 5050558.06580000, 281103.58150000 5050559.46660000, 281103.23610000 5050560.86820000, 281102.89350000 5050562.27050000, 281102.55350000 5050563.67340000, 281102.21630000 5050565.07700000, 281101.88180000 5050566.48120000, 281101.55010000 5050567.88610000, 281101.22100000 5050569.29170000, 281100.89470000 5050570.69780000, 281100.57110000 5050572.10460000, 281100.25020000 5050573.51200000, 281099.93210000 5050574.92000000, 281099.61670000 5050576.32870000, 281099.30400000 5050577.73790000, 281098.99410000 5050579.14780000, 281098.68690000 5050580.55820000, 281098.38240000 5050581.96920000, 281098.08070000 5050583.38090000, 281097.78170000 5050584.79310000, 281097.48540000 5050586.20590000, 281097.19190000 5050587.61930000, 281096.90120000 5050589.03320000, 281096.61320000 5050590.44770000, 281096.32790000 5050591.86270000, 281096.04530000 5050593.27840000, 281095.76550000 5050594.69450000, 281095.48850000 5050596.11120000, 281095.21420000 5050597.52840000, 281094.94270000 5050598.94620000, 281094.67390000 5050600.36440000, 281094.40790000 5050601.78320000, 281094.14460000 5050603.20260000, 281070.03100000 5050733.89920000, 281055.73530000 5050811.38260000, 280977.57720000 5050931.14120000, 280914.91220000 5051027.21520000, 280904.33870000 5051084.01170000, 280881.33900000 5051093.21250000, 280877.54540000 5051113.61700000, 280877.00110000 5051116.40880000, 280876.40820000 5051119.19090000, 280875.76670000 5051121.96200000, 280875.30850000 5051123.81800000, 280874.58650000 5051126.56930000, 280873.81660000 5051129.30760000, 280872.99900000 5051132.03190000, 280872.13400000 5051134.74170000, 280871.22190000 5051137.43590000, 280870.26290000 5051140.11370000, 280869.25720000 5051142.77450000, 280869.19480000 5051142.93520000, 280868.45140000 5051144.88210000, 280867.47700000 5051147.55450000, 280866.54940000 5051150.24340000, 280865.66890000 5051152.94820000, 280864.83580000 5051155.66790000, 280864.05020000 5051158.40160000, 280863.31250000 5051161.14870000, 280862.62280000 5051163.90820000, 280861.98140000 5051166.67950000, 280861.38840000 5051169.46130000, 280860.84420000 5051172.25330000, 280818.65320000 5051401.01270000, 280803.50840000 5051483.12800000, 280797.52930000 5051515.54610000, 280796.66050000 5051520.03730000, 280795.71350000 5051524.51270000, 280794.68840000 5051528.97090000, 280793.58590000 5051533.41050000, 280792.40580000 5051537.83020000, 280791.14890000 5051542.22860000, 280789.81530000 5051546.60450000, 280788.40570000 5051550.95630000, 280786.92030000 5051555.28290000, 280785.35960000 5051559.58290000, 280783.72400000 5051563.85500000, 280782.01420000 5051568.09810000, 280780.23060000 5051572.31040000, 280778.37380000 5051576.49120000, 280776.44420000 5051580.63870000, 280774.44260000 5051584.75220000, 280772.36950000 5051588.82980000, 280770.22560000 5051592.87080000, 280768.01140000 5051596.87370000, 280765.72770000 5051600.83750000, 280763.37530000 5051604.76070000, 280760.95460000 5051608.64220000, 280758.46670000 5051612.48100000, 280755.91200000 5051616.27580000, 280753.29170000 5051620.02520000, 280750.60610000 5051623.72850000, 280747.85650000 5051627.38440000, 280745.04340000 5051630.99160000, 280744.40960000 5051631.78660000, 280666.79060000 5051728.77280000, 280664.35450000 5051731.81680000, 280663.92920000 5051732.34750000, 280663.50190000 5051732.87680000, 280663.07210000 5051733.40450000, 280662.64030000 5051733.93020000, 280662.20630000 5051734.45420000, 280661.77030000 5051734.97640000, 280661.33210000 5051735.49680000, 280660.89160000 5051736.01550000, 280660.44900000 5051736.53230000, 280660.00440000 5051737.04720000, 280659.55770000 5051737.56040000, 280659.10880000 5051738.07160000, 280658.65780000 5051738.58120000, 280658.20470000 5051739.08870000, 280657.74950000 5051739.59440000, 280657.29230000 5051740.09820000, 280656.83300000 5051740.60010000, 280656.37160000 5051741.10020000, 280655.90820000 5051741.59840000, 280655.44280000 5051742.09470000, 280654.97540000 5051742.58890000, 280654.50580000 5051743.08130000, 280654.03420000 5051743.57180000, 280653.56070000 5051744.06040000, 280653.08500000 5051744.54680000, 280652.60750000 5051745.03140000, 280652.12790000 5051745.51400000, 280651.64630000 5051745.99470000, 280651.16280000 5051746.47330000, 280650.67730000 5051746.95000000, 280650.18990000 5051747.42470000, 280649.70050000 5051747.89730000, 280649.20930000 5051748.36800000, 280648.71590000 5051748.83670000, 280648.22070000 5051749.30320000, 280647.72370000 5051749.76770000, 280647.22460000 5051750.23030000, 280646.72380000 5051750.69070000, 280646.22090000 5051751.14900000, 280645.71630000 5051751.60530000, 280645.20960000 5051752.05960000, 280644.70120000 5051752.51170000, 280644.19090000 5051752.96160000, 280643.67890000 5051753.40950000, 280643.16480000 5051753.85550000, 280642.64900000 5051754.29900000, 280642.13150000 5051754.74060000, 280641.61210000 5051755.18000000, 280641.09080000 5051755.61730000, 280640.56770000 5051756.05250000, 280640.04300000 5051756.48550000, 280639.51630000 5051756.91630000, 280638.98800000 5051757.34490000, 280638.45790000 5051757.77140000, 280637.92590000 5051758.19570000, 280637.39240000 5051758.61780000, 280636.85690000 5051759.03770000, 280636.32000000 5051759.45550000, 280635.78110000 5051759.87080000, 280635.24060000 5051760.28410000, 280634.69840000 5051760.69520000, 280634.15460000 5051761.10390000, 280633.60900000 5051761.51040000, 280633.06180000 5051761.91470000, 280632.51290000 5051762.31680000, 280631.96240000 5051762.71660000, 280631.49780000 5051763.05130000))"
