"SER_CD_CATG","TYE_DESC_TYP_ETABL","SER_NO_ETABL","SER_NOM_EXPLT","SER_RAISN_SOCL","SER_NO_CIVQ","SER_NOM_RUE","SER_MUNIC","SER_CD_POSTL","SER_CD_STAT_ETABL"
12,"MARCHE PROXIM.PERMIS PRG ",1,"PATISSERIE LES ECRINS GOURMAND S.E.N.C.","","6605","CH. DE LA COTE DES NEIGES","MONTREAL","H3S2B3","A"
