Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,55 ans et plus,10271,1195,9,48,30592,312,1202,1549,10152,18454,23973,0,9754,60.30970844,217.44759234
Âge,35 ans et moins,35963,3545,8489,403,0,178,6608,1738,4092,25157,23421,12630,27481,27.959734859,55.30019762
Âge,36 ans et plus,64785,6659,2410,1399,30592,1209,6454,3444,22793,48102,58952,0,35190,51.052496871,176.47086517
Scolarité,Primaire,5569,429,512,75,2800,57,33,754,2911,4672,4770,922,2567,46.548824402,178.15589917
Scolarité,Secondaire I à IV,42681,4134,5231,700,10029,646,43,506,6070,27850,35571,6889,21590,41.780198988,166.44587755
Scolarité,Secondaire V,21009,3021,2045,481,7703,368,73,513,5832,16404,18223,1365,13396,46.128050365,149.73688162
Scolarité,Collégiale,6214,1038,582,136,2175,112,32,217,2442,4971,5286,233,4264,46.717948718,129.52851711
Scolarité,Universitaire,5270,669,382,96,2404,55,103,791,3990,4028,4848,40,3867,49.122127084,111.74673276
Scolarité,Inconnue,20005,913,2147,314,5481,149,12778,2401,5640,15334,13675,3181,16987,42.120583267,63.242304113
Diplôme maximum obtenu,Aucun diplôme,53098,5088,6073,896,15344,774,136,1532,11885,36547,44726,8138,26801,43.048626235,167.05170229
Diplôme maximum obtenu,Secondaire - DES,13769,2146,1504,308,4278,245,15,247,2825,10787,11463,1037,9168,44.754561798,139.13042697
Diplôme maximum obtenu,Secondaire - DEP,4193,652,419,88,1384,84,1,21,629,2968,3852,117,2828,46.6728739,161.07419355
Diplôme maximum obtenu,Secondaire - ASP,393,46,23,10,152,6,0,1,59,223,407,10,231,47.442857143,182.71111111
Diplôme maximum obtenu,Collégial - AEC,1164,224,103,33,399,27,2,25,398,965,985,16,923,47.395897436,127.75846154
Diplôme maximum obtenu,Collégial - DEC général,876,164,53,14,350,14,1,12,288,648,823,22,592,47.821889871,134.84432359
Diplôme maximum obtenu,Collégial - DEC professionnel,1310,270,106,31,514,22,2,50,466,1131,1122,28,982,47.722148247,116.66799822
Diplôme maximum obtenu,Universitaire - Certificat,504,83,35,3,234,6,0,19,315,437,428,1,389,49.69132948,122.86705202
Diplôme maximum obtenu,Universitaire - Baccalauréat,2094,279,163,43,976,28,17,320,1581,1706,1877,7,1620,49.096288027,101.98883617
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,605,83,37,9,234,5,12,97,580,403,570,0,471,49.164439877,85.550873587
Diplôme maximum obtenu,Inconnu,22742,1169,2383,367,6727,176,12876,2858,7859,17444,16120,3254,18666,43.019485163,72.307263735
Durée cumulative,Premier mois,1515,187,156,2,126,8,1403,94,90,932,1062,413,1994,35.291875627,1
Durée cumulative,De 2 à 5 mois,5123,827,718,13,408,21,4665,341,318,3471,3639,1522,7110,34.846272855,3.400140647
Durée cumulative,De 6 à 11 mois,4388,703,804,27,465,19,3225,348,458,3151,3255,1443,6406,34.966593818,8.3638776147
Durée cumulative,De 12 à 23 mois,7373,939,1436,61,1074,31,3034,1237,1164,5548,5366,2336,10914,36.034359538,17.320780649
Durée cumulative,De 24 à 47 mois,12416,1404,2343,122,2030,89,605,2760,2848,9135,9269,4009,8829,36.755270593,34.832699413
Durée cumulative,De 48 à 119 mois,27007,2653,3713,488,5324,261,87,402,8789,18450,20996,2906,14536,40.257972925,80.689017898
Durée cumulative,120 mois et plus,42926,3491,1729,1089,21165,958,43,0,13218,32572,38786,1,12882,50.782505115,245.04019171
Types de contraintes,Sans contraintes,100748,0,0,0,0,0,11269,3116,16170,41727,59021,8963,43386,40.172479851,125.29098344
Types de contraintes,État de santé,0,10204,0,0,0,0,56,134,949,5462,4742,1032,6190,40.531850255,103.72197178
Types de contraintes,Grossesse ou enfant à charge,0,0,10899,0,0,0,807,517,1591,10239,660,2582,5748,30.059822002,64.413432425
Types de contraintes,Enfant handicapé,0,0,0,1802,0,0,4,32,470,1568,234,11,419,41.199778024,155.04605993
Types de contraintes,Âge,0,0,0,0,30592,0,924,1359,7555,13459,17133,0,6633,61.957734048,216.93311977
Types de contraintes,Autres,0,0,0,0,0,1387,2,24,150,804,583,42,295,47.183129056,201.32444124
Région,01 - Bas-Saint-Laurent,1611,262,154,43,659,48,0,20,21,1208,1569,231,1021,44.783939503,172.01188333
Région,02 - Saguenay - Lac-St-Jean,2774,349,269,51,1103,48,0,1,35,2085,2509,358,1595,44.734436221,179.43578581
Région,03 - Capitale-Nationale,5304,738,495,107,1798,108,3,335,770,3710,4840,598,3131,44.935672515,162.95064327
Région,04 - Mauricie,4686,455,499,73,1430,85,0,86,180,3230,3998,732,2312,43.192584394,172.0650249
Région,05 - Estrie,3825,562,418,67,1109,57,3,296,506,2724,3314,655,2291,42.515402451,141.4412057
Région,06 - Île-de-Montréal,42191,2490,3865,629,12056,363,13033,2738,19901,29317,32277,4400,28191,44.163652304,119.28299834
Région,07 - Outaouais,4976,577,759,69,1260,61,2,256,747,3737,3965,734,2591,42.361594391,135.87756427
Région,08 - Abitibi-Témiscamingue,1281,167,171,16,409,22,0,1,10,964,1102,168,874,43.627783156,158.52613746
Région,09 - Côte-Nord,656,73,96,11,237,9,0,0,10,497,585,99,431,44.121996303,170.60536044
Région,10 - Nord-du-Québec,546,14,91,2,65,4,0,0,5,349,373,97,402,39.764542936,118.2867036
Région,11 - Gaspésie - Îles-de-la-Madeleine,929,140,90,25,396,53,0,0,9,734,899,138,571,45.243110839,189.98224127
Région,12 - Chaudières-Appalaches,2299,399,228,50,760,36,0,5,78,1696,2076,327,1527,43.919936373,153.66383881
Région,13 - Laval,3185,364,319,56,1452,56,8,596,1849,2800,2632,321,1944,47.066089838,122.85935199
Région,14 - Lanaudière,4814,696,707,120,1545,120,2,92,350,3963,4039,733,2971,43.552236941,154.13034241
Région,15 - Laurentides,5407,884,686,138,1836,84,0,108,398,4210,4825,735,3548,43.674377421,145.43674599
Région,16 - Montérégie,13339,1636,1719,304,3665,199,11,527,1886,9994,10868,1819,7550,42.957961845,143.94947752
Région,17 - Centre-du-Québec,2919,397,332,41,811,34,0,121,128,2037,2497,483,1714,42.510366123,151.28561976
Région,99 - Central,6,1,1,0,1,0,0,0,2,4,5,2,7,34.222222222,64.111111111
