Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,70252,8344,290,0,25241,1145,6579,1889,13846,38119,67153,9097,41682,45.271097728,149.4881545
Situation familiale,Couples sans enfants,4724,221,34,0,3651,64,1629,801,2128,4354,4340,229,3220,52.634575569,160.12364849
Situation familiale,Familles monoparentales,11750,1308,10004,1335,683,133,1326,799,5274,22507,2706,2532,10438,37.03815492,110.03379209
Situation familiale,Couples avec enfants,13839,325,553,455,1009,45,3528,1604,5555,8126,8100,756,7214,40.547639591,102.37674103
Situation familiale,Conjoint d'étudiant,183,6,18,12,8,0,0,89,82,153,74,16,117,37.220264317,60.81938326
Sexe,Hommes,59021,4742,660,234,17133,583,7040,1921,12119,0,82373,5932,33610,44.659548639,139.64233426
Sexe,Femmes,41727,5462,10239,1568,13459,804,6022,3261,14766,73259,0,6698,29061,42.927981545,137.53295841
Âge,Moins de 20 ans,1015,225,323,0,0,4,442,69,46,907,660,1567,1498,18.637523931,9.6560306318
Âge,De 20 à 24 ans,7948,807,2259,11,0,38,1347,422,624,5791,5272,11063,6464,22.257525084,32.494621712
Âge,De 25 à 29 ans,11628,1167,3016,90,0,50,1907,433,1210,8330,7621,0,8928,27.094727603,52.145884271
Âge,De 30 à 34 ans,12579,1121,2471,225,0,69,2398,644,1794,8358,8107,0,8830,32.006073489,71.486790161
Âge,De 35 à 39 ans,14290,1262,1742,420,0,92,2320,766,2538,8676,9130,0,8606,37.023756037,98.28192744
Âge,De 40 à 44 ans,14104,1366,847,466,0,166,1733,590,3008,8097,8852,0,7298,41.949790548,127.67850611
Âge,De 45 à 49 ans,13611,1384,194,332,0,257,1097,408,3542,7101,8677,0,5868,47.043161364,163.21314489
Âge,De 50 à 54 ans,15302,1677,38,210,0,399,616,301,3971,7545,10081,0,5425,52.067116759,197.43560649
