Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,05 - Estrie,4235,593,435,59,1160,65,1,388,568,2905,3642,763,2527,42.310676646,137.65297083
Région,06 - Île-de-Montréal,44488,2679,4205,642,12183,392,10717,3122,21878,30856,33733,4716,29013,44.056789856,119.95702055
Région,07 - Outaouais,5526,635,848,78,1297,71,2,311,840,4067,4388,968,3059,41.807569486,129.78769959
Région,08 - Abitibi-Témiscamingue,1392,184,191,14,420,23,0,2,15,1042,1182,217,898,43.433453237,155.54406475
Région,09 - Côte-Nord,797,83,103,16,246,15,0,0,9,580,680,112,527,43.786507937,162.49126984
Région,10 - Nord-du-Québec,566,20,103,2,58,6,0,0,4,364,391,123,457,38.875496689,112.89536424
Région,11 - Gaspésie - Îles-de-la-Madeleine,1040,187,117,25,439,56,0,0,10,843,1021,177,669,44.9222103,185.68669528
Région,12 - Chaudières-Appalaches,2460,418,275,48,822,34,0,7,78,1839,2218,360,1658,43.89327089,151.86492482
Région,13 - Laval,3689,380,388,61,1488,58,6,652,2072,3094,2970,430,2325,46.045184697,116.2585752
Région,14 - Lanaudière,5485,727,755,125,1558,118,2,101,377,4320,4448,894,3293,42.905679745,147.90419708
Région,15 - Laurentides,5956,988,817,127,1848,90,0,99,394,4581,5245,912,3929,43.104722166,140.63464278
Région,16 - Montérégie,14856,1687,1917,320,3741,202,3,588,2028,10770,11953,2283,8342,42.349161642,138.85490472
Région,17 - Centre-du-Québec,3304,393,367,36,864,39,0,180,146,2235,2768,601,1930,41.966620028,145.15530682
Région,99 - Central,5,2,1,0,0,0,0,0,2,2,6,1,5,34.125,41.5
