Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,63559,7793,226,0,24043,1026,6355,1760,12779,35055,61592,7959,35107,45.624282182,154.42175132
Situation familiale,Couples sans enfants,4074,179,28,0,3550,51,1525,803,1981,3936,3946,211,2724,53.595407257,161.80829739
Situation familiale,Familles monoparentales,9746,1089,10216,1240,649,109,1174,748,4850,20626,2423,2196,8642,37.24638813,112.80025164
Situation familiale,Couples avec enfants,11713,265,410,410,937,37,2806,1412,4778,6901,6871,591,5525,41.028027883,108.29828638
Situation familiale,Conjoint d'étudiant,158,8,5,10,4,0,2,58,76,122,63,16,94,36.864864865,70.005405405
Sexe,Hommes,52589,4499,679,211,16399,518,6344,1699,10910,0,74895,5171,28127,45.07531878,144.99097403
Sexe,Femmes,36661,4835,10206,1449,12784,705,5518,3082,13554,66640,0,5802,23965,43.312169868,141.73230792
Âge,Moins de 20 ans,965,176,286,0,0,2,370,78,65,818,611,1429,1385,18.563331001,9.2043386984
Âge,De 20 à 24 ans,6818,681,2004,8,0,33,1303,339,548,4984,4560,9544,5684,22.265402347,32.514040235
Âge,De 25 à 29 ans,9897,975,2909,77,0,47,1705,354,979,7287,6618,0,7182,27.08004315,55.043581446
Âge,De 30 à 34 ans,10959,1011,2607,198,0,45,1953,519,1539,7561,7259,0,7167,31.986909582,74.783603239
Âge,De 35 à 39 ans,12345,1157,1813,384,0,82,1959,670,2177,7822,7959,0,6952,37.042075914,101.54204423
Âge,De 40 à 44 ans,12785,1287,932,430,0,146,1499,570,2694,7410,8170,0,6087,41.948074454,131.13870347
Âge,De 45 à 49 ans,12151,1238,274,313,0,233,1016,361,3104,6447,7762,0,4818,47.004574565,165.65789288
Âge,De 50 à 54 ans,13713,1622,48,195,0,351,666,267,3721,6811,9118,0,4376,52.028564254,200.48421119
Âge,55 ans et plus,9617,1187,12,55,29183,284,1391,1623,9637,17500,22838,0,8441,60.4356686,220.98460509
Âge,35 ans et moins,30959,3045,8198,355,0,148,5747,1416,3520,22222,20483,10973,22826,27.979557429,57.751012762
Âge,36 ans et plus,58291,6289,2687,1305,29183,1075,6115,3365,20944,44418,54412,0,29266,51.27362137,180.49056967
Scolarité,Primaire,5020,402,539,65,2619,49,30,689,2747,4277,4417,785,2285,46.710259949,179.43639291
Scolarité,Secondaire I à IV,38157,3793,5289,647,9638,562,32,431,5590,25456,32630,5790,18032,42.22995214,172.04581138
Scolarité,Secondaire V,18102,2803,2021,427,7277,309,53,441,5247,14581,16358,1106,10525,46.547076505,155.51918291
Scolarité,Collégiale,5285,993,585,124,2032,100,21,157,2172,4434,4685,173,3400,47.21800636,135.75797785
Scolarité,Universitaire,4385,547,345,98,2191,47,66,648,3470,3484,4129,20,2911,49.766583476,118.18100617
Scolarité,Inconnue,18301,796,2106,299,5426,156,11660,2415,5238,14408,12676,3099,14939,42.593302319,66.510485896
Diplôme maximum obtenu,Aucun diplôme,47331,4648,6166,815,14597,663,101,1353,10937,33260,40960,6854,22376,43.438897871,172.0298976
Diplôme maximum obtenu,Secondaire - DES,11898,2054,1476,283,4004,226,13,204,2533,9657,10284,838,7241,45.125921468,145.21513465
Diplôme maximum obtenu,Secondaire - DEP,3545,591,402,74,1363,63,1,21,569,2614,3424,84,2194,47.337860219,169.37148062
Diplôme maximum obtenu,Secondaire - ASP,324,40,26,9,145,7,0,0,47,196,355,6,171,48.372050817,194.2722323
Diplôme maximum obtenu,Collégial - AEC,979,231,102,30,389,24,2,23,367,854,901,8,733,47.766951567,131.7048433
Diplôme maximum obtenu,Collégial - DEC général,769,151,66,8,317,12,0,11,259,605,718,19,475,47.925925926,135.9334845
Diplôme maximum obtenu,Collégial - DEC professionnel,1143,233,102,29,458,19,2,32,401,993,991,13,755,48.399193548,124.171875
Diplôme maximum obtenu,Universitaire - Certificat,405,44,24,3,204,5,1,11,249,331,354,0,227,50.413138686,132.31532847
Diplôme maximum obtenu,Universitaire - Baccalauréat,1722,238,143,43,871,21,11,244,1358,1459,1579,6,1203,49.713627386,109.520079
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,506,56,36,9,209,1,6,81,487,347,470,0,335,49.810281518,93.820073439
Diplôme maximum obtenu,Inconnu,20628,1048,2342,357,6626,182,11725,2801,7257,16324,14859,3145,16382,43.496456403,75.467049354
Durée cumulative,Premier mois,336,53,63,0,65,8,185,54,50,271,254,159,525,36.019047619,1
Durée cumulative,De 2 à 5 mois,2272,285,281,7,216,14,1105,313,271,1483,1592,1049,3075,33.060162602,3.7765853659
Durée cumulative,De 6 à 11 mois,6167,830,919,18,639,20,5025,409,519,4119,4474,1998,8593,35.252763878,8.3947399046
Durée cumulative,De 12 à 23 mois,6902,961,1480,53,1010,31,4090,1024,900,5370,5067,2125,10437,36.462872473,16.942608029
Durée cumulative,De 24 à 47 mois,10185,1319,2252,110,2080,86,1325,2442,2269,8099,7933,3125,7033,37.930513972,35.399076846
Durée cumulative,De 48 à 119 mois,24025,2471,3920,427,4913,213,90,539,7927,16856,19113,2517,11879,40.216047152,81.094915066
Durée cumulative,120 mois et plus,39363,3415,1970,1045,20260,851,42,0,12528,30442,36462,0,10550,50.872085376,247.49813165
Types de contraintes,Sans contraintes,89250,0,0,0,0,0,10025,2712,14228,36661,52589,7783,35371,40.404952381,129.67020728
Types de contraintes,État de santé,0,9334,0,0,0,0,43,113,875,4835,4499,857,5208,41.080351403,110.80651382
Types de contraintes,Grossesse ou enfant à charge,0,0,10885,0,0,0,719,472,1611,10206,679,2290,5195,30.623242995,70.034451079
Types de contraintes,Enfant handicapé,0,0,0,1660,0,0,6,27,430,1449,211,8,357,41.489156627,159.39819277
Types de contraintes,Âge,0,0,0,0,29183,0,1065,1433,7197,12784,16399,0,5748,62.108419285,220.0249803
Types de contraintes,Autres,0,0,0,0,0,1223,4,24,123,705,518,35,213,47.372853639,203.50858545
Région,01 - Bas-Saint-Laurent,1385,274,168,37,622,37,0,13,24,1098,1425,196,836,45.232263179,177.55846215
Région,02 - Saguenay - Lac-St-Jean,2415,305,259,47,1026,44,0,2,38,1866,2230,307,1305,45.01171875,184.88354492
Région,03 - Capitale-Nationale,4654,699,508,103,1725,93,2,312,725,3359,4423,506,2567,45.212156258,166.96736058
Région,04 - Mauricie,4127,421,534,76,1323,69,0,59,161,2984,3566,622,1927,43.398167939,177.7529771
Région,05 - Estrie,3486,522,414,57,1040,55,1,287,496,2502,3072,574,1976,42.757624686,145.56727664
Région,06 - Île-de-Montréal,37130,2160,3667,573,11598,324,11842,2517,17841,26536,28916,3866,23330,44.728053091,124.55505663
Région,07 - Outaouais,4509,508,813,61,1222,64,5,215,699,3496,3681,658,2250,42.703357949,139.77650829
Région,08 - Abitibi-Témiscamingue,1230,151,170,17,389,14,0,1,8,882,1089,176,790,43.287163876,157.54236428
Région,09 - Côte-Nord,607,71,94,10,231,7,0,0,8,460,560,83,390,44.603921569,173.35588235
Région,10 - Nord-du-Québec,532,12,88,2,60,4,0,0,5,320,378,97,343,40.303724928,124.06590258
Région,11 - Gaspésie - Îles-de-la-Madeleine,767,154,93,22,352,45,0,0,8,641,792,105,429,45.251919051,192.8346127
Région,12 - Chaudières-Appalaches,2056,359,232,46,685,32,0,7,70,1519,1891,258,1279,44.127272727,156.77038123
Région,13 - Laval,2763,313,329,54,1418,41,4,579,1744,2575,2343,254,1556,47.795445303,126.27653518
Région,14 - Lanaudière,4190,620,714,115,1462,104,2,77,319,3558,3647,620,2422,43.845246357,159.90020819
Région,15 - Laurentides,4919,823,722,120,1706,77,1,98,397,3832,4535,625,2871,43.848810804,150.31265687
Région,16 - Montérégie,11818,1602,1744,276,3538,181,5,526,1786,9126,10033,1588,6318,43.364319641,148.35617725
Région,17 - Centre-du-Québec,2660,339,335,44,784,32,0,88,133,1882,2312,437,1498,42.770863138,156.32331903
Région,99 - Central,2,1,1,0,2,0,0,0,2,4,2,1,5,44.5,42.166666667
