ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,89530,9647,456,0,26580,1323,2257,3157,17177,45551,81985,15534,52927,43.887278886,138.59435767
Situation familiale,Couples sans enfants,5496,356,75,0,3982,73,438,967,2633,4988,4994,382,3503,52.037667802,169.84602284
Situation familiale,Familles monoparentales,13719,1565,13475,1409,774,164,395,1162,6729,27597,3509,3584,12184,36.732431042,109.82479264
Situation familiale,Couples avec enfants,18591,469,843,551,1136,50,934,4130,7872,10843,10797,1385,9493,39.772597043,100.29708872
Situation familiale,Conjoint d'Ã©tudiant,472,14,23,22,7,0,1,268,180,348,190,29,355,37.360594796,47.211895911
Sexe,Hommes,75657,5620,1059,274,18183,682,2262,4088,16007,0,101475,10142,42992,43.426055679,129.51700419
Sexe,Femmes,52151,6431,13813,1708,14296,928,1763,5596,18584,89327,0,10772,35470,41.794384677,132.55201675
Ãge,Moins de 20 ans,3211,193,552,0,0,8,89,287,208,2073,1891,3964,3823,18.572653885,10.492431887
Ãge,De 20 Ã  24 ans,12719,900,3285,9,0,37,349,915,1061,8699,8251,16950,9852,22.113038348,29.964365782
Ãge,De 25 Ã  29 ans,14507,1123,4007,93,0,52,683,1037,1931,10132,9650,0,10814,26.965928622,50.196542311
Ãge,De 30 Ã  34 ans,15215,1235,3250,288,0,60,746,1613,2711,10033,10015,0,10204,32.041350758,73.833948524
Ãge,De 35 Ã  39 ans,16980,1532,2227,494,0,145,729,1794,3583,10389,10989,0,9879,36.98807185,100.10464028
Ãge,De 40 Ã  44 ans,16145,1583,1165,445,0,172,474,1335,4218,9336,10174,0,8212,41.956432599,129.40476679
Ãge,De 45 Ã  49 ans,17349,1855,323,391,0,315,323,808,4894,8917,11316,0,7464,47.047249543,160.08214303
Ãge,De 50 Ã  54 ans,19479,2275,47,200,0,481,179,510,4874,9546,12936,0,7029,52.035005782,192.69984877
Ãge,55 ans et plus,12203,1355,16,62,32479,340,453,1385,11111,20202,26253,0,11185,59.944548488,209.33309655
