ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,56411,5566,160,0,23279,911,4390,1375,12074,31739,54588,5660,27431,46.635062032,163.46119986
Situation familiale,Couples sans enfants,2917,110,11,0,3380,34,875,617,1991,3228,3224,118,1726,55.81850589,175.1117483
Situation familiale,Familles monoparentales,9148,794,7228,1095,619,89,622,555,4148,16993,1980,1420,5917,37.977494334,119.28524746
Situation familiale,Couples avec enfants,8013,176,287,335,836,23,1348,685,3962,4848,4822,324,2836,42.119855222,125.45542916
Situation familiale,Conjoint d'Ã©tudiant,86,4,3,6,6,0,2,20,51,58,47,7,42,37.971428571,74.980952381
Sexe,Hommes,44725,3199,424,195,15681,437,3801,1117,9864,0,64661,3588,20816,46.102380105,155.46474691
Sexe,Femmes,31850,3451,7265,1241,12439,620,3436,2135,12362,56866,0,3941,17136,44.610364717,152.51039285
Ãge,Moins de 20 ans,505,148,182,0,0,3,166,42,41,472,366,838,801,18.669451074,10.035799523
Ãge,De 20 Ã  24 ans,4870,502,1287,6,0,26,833,274,421,3469,3222,6691,3735,22.288746077,32.155432671
Ãge,De 25 Ã  29 ans,7863,703,2044,61,0,48,1016,232,806,5549,5170,0,4752,27.120906801,58.715178655
Ãge,De 30 Ã  34 ans,9532,720,1905,161,0,49,1131,320,1216,6361,6006,0,5090,31.965634349,79.863992884
Ãge,De 35 Ã  39 ans,10362,789,1331,308,0,73,992,392,1783,6338,6525,0,4722,37.045479282,108.21915572
Ãge,De 40 Ã  44 ans,11419,897,737,380,0,123,806,322,2306,6346,7210,0,4425,41.983107111,139.22927117
Ãge,De 45 Ã  49 ans,10948,919,158,280,0,196,558,206,2687,5694,6807,0,3659,46.966802656,172.20966323
Ãge,De 50 Ã  54 ans,12299,1155,35,191,0,278,418,207,3330,6039,7919,0,3428,52.055667001,204.41861298
Ãge,55 ans et plus,8777,817,10,49,28120,261,1317,1257,9636,16598,21436,0,7340,60.673818163,226.0890519
Ãge,35 ans et moins,24718,2204,5735,279,0,138,3347,947,2802,17074,16000,7529,15293,28.326540485,62.855898893
Ãge,36 ans et plus,51857,4446,1954,1157,28120,919,3890,2305,19424,39792,48661,0,22659,51.789843194,188.19334562
ScolaritÃ©,Primaire,4458,311,459,76,2441,43,18,495,2655,3904,3884,626,2002,47.101694915,180.35259373
ScolaritÃ©,Secondaire I Ã  IV,34508,2707,3833,575,9405,481,15,249,4989,22452,29057,4033,14766,43.182628279,180.44423305
