ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,59781,5282,151,0,23362,986,4985,1505,12260,32612,56950,6669,29200,46.201480539,161.15622697
Situation familiale,Couples sans enfants,3520,120,19,0,3454,49,1125,704,1984,3586,3576,180,2149,54.511030438,170.09592293
Situation familiale,Familles monoparentales,9803,777,8374,1176,639,104,922,607,4489,18715,2158,1877,7011,37.49585589,116.94480908
Situation familiale,Couples avec enfants,9974,160,287,373,903,37,1822,1106,4547,5885,5849,465,3997,41.667035964,119.01474348
Situation familiale,Conjoint d'Ã©tudiant,137,5,5,10,5,0,2,51,67,97,65,7,85,37.487654321,64.709876543
Sexe,Hommes,48548,3003,481,202,15872,492,4625,1419,10321,0,68598,4318,23000,45.637904895,152.25560512
Sexe,Femmes,34667,3341,8355,1357,12491,684,4231,2554,13026,60895,0,4880,19442,43.932687413,148.70288201
Ãge,Moins de 20 ans,786,131,232,0,0,3,251,61,58,650,502,1152,1120,18.6328125,10.188368056
Ãge,De 20 Ã  24 ans,5883,461,1669,7,0,26,984,297,467,4230,3816,8046,4612,22.271314939,33.342654735
Ãge,De 25 Ã  29 ans,8951,652,2394,75,0,50,1259,308,878,6367,5755,0,5781,27.092641478,58.01369411
Ãge,De 30 Ã  34 ans,10140,669,2108,174,0,55,1388,419,1379,6696,6450,0,5604,31.9722349,79.450022821
Ãge,De 35 Ã  39 ans,11321,759,1461,361,0,83,1335,526,1966,6961,7024,0,5318,37.058705756,107.16203075
Ãge,De 40 Ã  44 ans,12068,874,761,408,0,133,1056,441,2515,6783,7461,0,4928,41.967635496,137.63668913
Ãge,De 45 Ã  49 ans,11539,860,164,303,0,215,727,292,2931,5955,7126,0,3917,46.99434294,170.760951
Ãge,De 50 Ã  54 ans,13097,1102,36,178,0,345,507,231,3532,6319,8439,0,3617,52.032185933,204.38474048
Ãge,55 ans et plus,9430,836,11,53,28363,266,1349,1398,9621,16934,22025,0,7545,60.522318335,224.923535
Ãge,35 ans et moins,27843,2057,6734,307,0,150,4140,1174,3086,19290,17801,9198,18164,28.073090507,61.526920277
Ãge,36 ans et plus,55372,4287,2102,1252,28363,1026,4716,2799,20261,41605,50797,0,24278,51.564803792,186.33359668
ScolaritÃ©,Primaire,4914,268,474,70,2527,46,28,603,2718,4114,4185,702,2179,46.881311001,180.70321726
ScolaritÃ©,Secondaire I Ã  IV,36700,2607,4389,619,9443,550,24,377,5273,23786,30522,4969,15610,42.655870222,177.29561022
ScolaritÃ©,Secondaire V,17439,1858,1627,385,6994,284,45,370,4962,13312,15275,940,8639,46.961695876,160.40609368
ScolaritÃ©,CollÃ©giale,5045,661,452,120,1963,101,18,130,1986,4027,4315,134,2743,47.68892352,141.4275953
ScolaritÃ©,Universitaire,3990,396,272,86,2080,48,49,481,3240,3114,3758,19,2369,50.236030268,123.73603027
ScolaritÃ©,Inconnue,15127,554,1622,279,5356,147,8692,2012,5168,12542,10543,2434,10902,43.958847737,76.059519168
DiplÃ´me maximum obtenu,Aucun diplÃ´me,45547,3169,5148,781,14188,641,83,1173,10485,31119,38355,5904,19404,43.829490169,176.88964217
