ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,61279,5643,212,0,23719,888,8133,1758,12291,33288,58453,6426,34788,46.038041879,154.33635997
Situation familiale,Couples sans enfants,3711,112,39,0,3551,35,1707,790,1996,3730,3718,196,2919,53.659774436,148.69575725
Situation familiale,Familles monoparentales,9047,782,7984,1087,634,88,1124,704,4176,17567,2055,1394,7333,37.99745184,114.56900418
Situation familiale,Couples avec enfants,10748,183,370,327,847,25,4362,694,3823,6265,6235,465,6129,40.15048,95.24224
Situation familiale,Conjoint d'Ã©tudiant,62,3,5,5,4,0,1,10,38,46,33,5,27,37.734177215,88.46835443
Sexe,Hommes,50223,3225,518,184,15904,440,8608,1257,9956,0,70494,4162,28201,45.22271399,143.09104321
Sexe,Femmes,34624,3498,8092,1235,12851,596,6719,2699,12368,60896,0,4324,22995,44.103914871,141.63472149
Ãge,Moins de 20 ans,709,136,169,0,0,7,378,51,32,551,470,1021,996,18.615083252,7.2722820764
Ãge,De 20 Ã  24 ans,5567,546,1316,7,0,29,1676,324,409,3773,3692,7465,4805,22.273141326,26.511587408
Ãge,De 25 Ã  29 ans,9527,768,2303,62,0,44,2750,299,831,6420,6284,0,7187,27.139955919,49.343435139
Ãge,De 30 Ã  34 ans,11658,741,2187,162,0,54,3118,383,1254,7326,7476,0,7829,31.969328469,68.283272531
Ãge,De 35 Ã  39 ans,11858,826,1518,305,0,79,2456,461,1761,6965,7621,0,6945,37.008364185,95.39421363
Ãge,De 40 Ã  44 ans,12464,948,836,370,0,116,1673,373,2279,6748,7986,0,5956,41.966336365,129.04214741
Ãge,De 45 Ã  49 ans,11592,910,225,274,0,184,999,255,2623,6020,7165,0,4587,46.943193022,164.25908229
Ãge,De 50 Ã  54 ans,12578,1090,43,184,0,267,693,217,3317,6075,8087,0,4107,52.069905381,199.55415902
Ãge,55 ans et plus,8894,758,13,55,28755,256,1584,1593,9818,17018,21713,0,8784,60.827631613,221.6456327
Ãge,35 ans et moins,29725,2330,6349,281,0,148,8457,1149,2836,19466,19367,8486,22236,28.396106404,53.557438261
Ãge,36 ans et plus,55122,4393,2261,1138,28755,888,6870,2807,19488,41430,51127,0,28960,51.546355219,179.69739728
ScolaritÃ©,Primaire,4467,259,476,73,2414,33,22,421,2628,3829,3893,623,2208,47.000777001,178.56371406
ScolaritÃ©,Secondaire I Ã  IV,34631,2773,4030,560,9440,486,21,215,5014,22395,29525,3868,16730,43.189503082,179.15978428
