Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,94460,9859,464,0,26739,1374,1409,3104,17819,47250,85646,16815,56118,43.673940525,136.47327986
Situation familiale,Couples sans enfants,5774,329,53,0,3990,72,256,861,2741,5098,5120,431,3383,51.783617146,173.95204541
Situation familiale,Familles monoparentales,16238,1594,12972,1477,745,188,244,1184,7366,29441,3773,4050,13304,36.593454567,108.44947914
Situation familiale,Couples avec enfants,19585,496,811,593,1100,57,453,4242,8428,11341,11301,1532,9554,39.577952478,100.9291582
Situation familiale,Conjoint d'étudiant,641,15,39,19,7,0,0,389,208,480,241,47,466,36.59778086,42.647711512
Sexe,Hommes,80125,5785,924,289,18247,711,1316,4202,16858,0,106081,11086,45437,43.179230965,127.59397065
Sexe,Femmes,56573,6508,13415,1800,14334,980,1046,5578,19704,93610,0,11789,37388,41.562301036,131.36339066
Âge,Moins de 20 ans,3664,215,616,0,0,8,43,272,222,2335,2168,4503,4375,18.561403509,10.385742838
Âge,De 20 à 24 ans,13901,864,3572,9,0,26,269,876,1148,9454,8918,18372,10979,22.108425865,28.87045504
Âge,De 25 à 29 ans,15336,1116,3755,92,0,53,380,1075,2071,10323,10029,0,11233,26.96545794,50.059797563
Âge,De 30 à 34 ans,16510,1300,3025,333,0,78,400,1791,2964,10629,10617,0,10700,32.039772192,74.348724466
Âge,De 35 à 39 ans,18201,1535,2050,553,0,139,352,1972,3994,11074,11404,0,10315,36.973218258,100.76416941
Âge,De 40 à 44 ans,17155,1550,1028,466,0,190,259,1443,4618,9689,10700,0,8486,41.974447006,128.79739075
Âge,De 45 à 49 ans,18541,1943,237,367,0,329,165,810,5098,9501,11916,0,7916,47.038754261,160.1253677
Âge,De 50 à 54 ans,20753,2377,46,206,0,514,132,441,5132,10111,13785,0,7667,52.020505524,190.87516739
Âge,55 ans et plus,12637,1393,10,63,32581,354,362,1100,11315,20494,26544,0,11154,59.833645138,207.8114078
Âge,35 ans et moins,53021,3794,11462,544,0,189,1167,4415,7122,34987,34023,22875,39419,27.214476163,51.946094769
Âge,36 ans et plus,83677,8499,2877,1545,32581,1502,1195,5365,29440,58623,72058,0,43406,50.451649436,170.24221578
Scolarité,Primaire,7937,483,714,73,3514,78,13,900,3668,6143,6656,1621,3988,45.435190249,169.55496523
Scolarité,Secondaire I à IV,60954,4878,6944,866,10338,769,24,853,7887,37102,47647,13814,32642,39.866311107,147.05965852
Scolarité,Secondaire V,30486,3672,2817,506,8058,438,39,984,7681,21752,24225,2782,20325,44.530395633,132.98149075
Scolarité,Collégiale,9226,1136,719,160,2272,125,6,675,3111,6555,7083,431,6532,45.324167767,114.71938701
Scolarité,Universitaire,9324,772,565,119,2666,63,32,2350,5564,6070,7439,92,7154,46.561773632,91.683026131
Scolarité,Inconnue,18771,1352,2580,365,5733,218,2248,4018,8651,15988,13031,4135,12184,41.9201213,78.629553051
Diplôme maximum obtenu,Aucun diplôme,76501,6063,8286,1056,16561,917,68,2312,15571,49028,60356,16106,41397,41.219776201,148.34600124
Diplôme maximum obtenu,Secondaire - DES,19231,2485,1896,345,4471,288,8,404,3528,13823,14893,1943,13210,43.409492966,126.03416214
Diplôme maximum obtenu,Secondaire - DEP,6212,827,518,91,1344,109,0,100,804,3912,5189,341,4139,45.145368641,144.33886386
Diplôme maximum obtenu,Secondaire - ASP,583,56,42,12,166,9,0,14,95,330,538,34,359,46.102534562,156.87788018
Diplôme maximum obtenu,Collégial - AEC,1632,238,121,24,439,31,0,53,466,1203,1282,29,1259,46.485714286,115.79879276
Diplôme maximum obtenu,Collégial - DEC général,3306,453,227,55,896,38,2,255,980,2406,2569,114,2429,46.070954774,107.8038191
Diplôme maximum obtenu,Collégial - DEC professionnel,841,107,52,7,254,8,0,68,472,604,665,7,648,47.525610717,104.23010244
Diplôme maximum obtenu,Universitaire - Certificat,3847,344,227,54,1065,31,5,993,2182,2593,2975,31,3122,46.248563218,82.47341954
Diplôme maximum obtenu,Universitaire - Baccalauréat,1025,64,80,12,274,4,1,324,767,624,835,0,877,46.459218643,66.209732694
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,0,6,1,0,0,4,0,8,0,2,60.375,195.5
Diplôme maximum obtenu,Inconnu,23519,1656,2890,433,7105,255,2278,5257,11693,19087,16771,4270,15383,42.783144626,84.299765743
Durée cumulative,Premier mois,1413,184,160,4,78,10,213,400,204,872,977,623,1849,32.064359113,1
Durée cumulative,De 2 à 5 mois,5423,719,772,16,372,28,834,1407,859,3513,3817,2588,7330,31.871077763,3.4421555252
Durée cumulative,De 6 à 11 mois,7489,771,1065,21,472,27,515,2056,1131,4604,5241,3511,9845,31.967394617,8.5499238192
Durée cumulative,De 12 à 23 mois,12446,1188,1981,56,942,67,308,2576,2268,7822,8858,5582,16680,32.798081535,17.254016787
Durée cumulative,De 24 à 47 mois,19270,1677,3541,161,2063,102,183,2755,4518,12777,14037,7342,12855,34.8619005,34.654508839
Durée cumulative,De 48 à 119 mois,36302,3192,4718,597,6284,328,252,586,12636,23854,27567,3228,18650,40.558643356,80.367106824
Durée cumulative,120 mois et plus,54355,4562,2102,1234,22370,1129,57,0,14946,40168,45584,1,15616,50.099088068,237.56167786
Types de contraintes,Sans contraintes,136698,0,0,0,0,0,1913,7866,24367,56573,80125,17565,60650,39.294876297,117.59809946
Types de contraintes,État de santé,0,12293,0,0,0,0,9,139,1083,6508,5785,1079,7256,41.507849996,109.52102823
Types de contraintes,Grossesse ou enfant à charge,0,0,14339,0,0,0,134,809,2332,13415,924,4188,7147,29.308041007,62.511820908
Types de contraintes,Enfant handicapé,0,0,0,2089,0,0,2,44,504,1800,289,9,484,40.610339876,150.84346577
Types de contraintes,Âge,0,0,0,0,32581,0,301,900,8105,14334,18247,0,6893,61.517755747,210.96276971
