Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Autres,0,0,0,0,0,1691,3,22,171,980,711,34,395,47.287403903,192.55410999
Région,01 - Bas-Saint-Laurent,2379,363,200,47,751,67,0,7,43,1628,2179,445,1539,43.431310743,156.08379301
Région,02 - Saguenay - Lac-St-Jean,4373,421,390,58,1208,69,1,6,57,2950,3569,904,2802,42.384874981,154.89078079
Région,03 - Capitale-Nationale,7813,969,655,121,2058,126,3,805,1019,5148,6594,1233,5131,43.273973769,143.92258559
Région,04 - Mauricie,6570,638,711,85,1651,108,0,170,227,4367,5396,1483,3620,41.539178531,152.29191847
Région,05 - Estrie,5509,662,589,96,1265,90,1,535,659,3684,4527,1220,3628,40.925465839,124.18645719
Région,06 - Île-de-Montréal,50173,2993,4653,722,12084,436,2337,5589,27333,33873,37188,6029,28313,43.574464193,122.79341692
Région,07 - Outaouais,7228,664,998,91,1318,62,1,520,998,5013,5348,1531,4560,40.47437506,115.76710742
Région,08 - Abitibi-Témiscamingue,2005,215,250,18,496,32,0,1,25,1386,1630,402,1425,41.50795756,138.72877984
Région,09 - Côte-Nord,1097,109,139,14,286,19,0,0,9,729,935,209,839,42.121995192,150.58774038
Région,10 - Nord-du-Québec,509,27,136,3,67,5,0,1,2,380,367,129,464,38.645247657,115.51271754
Région,11 - Gaspésie - Îles-de-la-Madeleine,1506,193,178,30,493,74,0,1,15,1133,1341,311,895,43.561438965,174.09620049
Région,12 - Chaudières-Appalaches,3092,511,328,50,983,37,0,21,85,2344,2657,543,2146,43.476304739,143.36552689
Région,13 - Laval,4971,400,497,65,1403,63,8,703,2485,3755,3644,743,3208,43.661305582,104.6380592
Région,14 - Lanaudière,7263,784,917,147,1590,134,2,132,434,5227,5608,1471,4370,41.488786341,133.94923858
Région,15 - Laurentides,8192,1048,953,141,1922,93,0,124,490,5691,6658,1598,5396,41.645963236,125.68378006
Région,16 - Montérégie,19718,1870,2310,360,4057,223,9,956,2488,13446,15092,3740,11941,41.102740206,125.93093419
Région,17 - Centre-du-Québec,4292,421,432,41,947,53,0,209,191,2847,3339,882,2537,41.082120918,134.27626899
Région,99 - Central,8,5,3,0,2,0,0,0,2,9,9,2,11,36.111111111,83.333333333
