ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,51197,7588,136,0,22670,907,3820,1342,11573,30549,51949,5296,23235,46.831595917,167.67336178
Situation familiale,Couples sans enfants,2729,156,6,0,3322,35,797,602,1940,3125,3123,109,1483,56.144206146,179.59379001
Situation familiale,Familles monoparentales,8882,1104,6948,1097,609,90,580,562,4098,16837,1893,1445,5394,37.944046983,121.53059263
Situation familiale,Couples avec enfants,7629,228,274,335,844,24,983,779,3980,4679,4655,315,2355,42.456503107,130.83801157
Situation familiale,Conjoint d'Ã©tudiant,86,7,3,7,6,0,2,26,50,65,44,5,41,37.972477064,74.366972477
Sexe,Hommes,41002,4398,372,199,15250,443,3156,1139,9478,0,61664,3333,17445,46.318711079,160.19001362
Sexe,Femmes,29521,4685,6995,1240,12201,613,3026,2172,12163,55255,0,3837,15063,44.687811058,155.32491177
Ãge,Moins de 20 ans,435,167,170,0,0,3,142,39,35,442,333,775,742,18.701935484,11.109677419
Ãge,De 20 Ã  24 ans,4411,680,1272,5,0,27,724,265,395,3395,3000,6395,3403,22.279593432,33.729476153
Ãge,De 25 Ã  29 ans,7185,972,2015,60,0,48,821,247,766,5407,4873,0,4172,27.112743191,61.251750973
Ãge,De 30 Ã  34 ans,8610,1040,1783,159,0,41,876,338,1180,6057,5576,0,4326,31.979369036,83.139602854
Ãge,De 35 Ã  39 ans,9501,1100,1264,317,0,70,808,416,1686,6125,6127,0,4005,37.043829579,112.09957558
Ãge,De 40 Ã  44 ans,10482,1267,687,377,0,123,662,337,2261,6156,6780,0,3681,41.979901051,143.10915275
Ãge,De 45 Ã  49 ans,10085,1230,140,284,0,190,467,226,2635,5488,6441,0,3018,46.980886914,176.10134965
Ãge,De 50 Ã  54 ans,11543,1542,27,188,0,290,399,204,3253,5916,7674,0,2977,52.053863135,207.55533481
Ãge,55 ans et plus,8271,1085,9,49,27451,264,1283,1239,9430,16269,20860,0,6184,60.679118748,228.74841768
Ãge,35 ans et moins,22425,3056,5547,275,0,132,2723,979,2646,16496,14939,7170,13440,28.313249563,65.483823763
Ãge,36 ans et plus,48098,6027,1820,1164,27451,924,3459,2332,18995,38759,46725,0,19068,51.885674512,191.87159001
ScolaritÃ©,Primaire,4331,422,441,71,2406,41,20,549,2586,3874,3838,612,1839,47.122795643,181.90495332
ScolaritÃ©,Secondaire I Ã  IV,32172,3827,3703,576,9202,484,17,264,4865,22004,27960,3916,12711,43.239172204,183.29733408
ScolaritÃ©,Secondaire V,14819,2639,1397,353,6708,273,39,279,4549,12260,13929,718,6991,47.410554049,165.2867998
ScolaritÃ©,CollÃ©giale,4278,937,372,109,1907,95,11,101,1826,3684,4014,91,2263,48.058456742,145.27552611
ScolaritÃ©,Universitaire,3262,491,230,84,2005,35,42,328,2928,2780,3327,12,1737,51.018012117,129.89880465
