ï»¿Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,80095,9412,444,0,26100,1222,4432,2460,15759,42392,74881,12444,47680,44.526898775,142.98741398
Situation familiale,Couples sans enfants,5181,271,55,0,3808,59,1229,773,2438,4677,4697,289,3484,52.290057606,165.01813527
Situation familiale,Familles monoparentales,12496,1497,12863,1362,727,145,1374,960,6240,25911,3179,2998,12003,36.928429013,108.30811275
Situation familiale,Couples avec enfants,16641,437,753,504,1091,52,2745,2879,6654,9758,9720,1053,8796,40.03876168,98.958055242
Situation familiale,Conjoint d'Ã©tudiant,293,8,20,14,12,0,2,155,131,220,127,22,218,37.853025937,44.997118156
Sexe,Hommes,67688,5425,950,244,17669,628,4977,2963,14232,0,92604,8037,38462,43.978391862,133.51878969
Sexe,Femmes,47018,6200,13185,1636,14069,850,4805,4264,16990,82958,0,8769,33719,42.270221076,133.13810603
Ãge,Moins de 20 ans,2097,228,396,0,0,6,222,172,123,1464,1263,2727,2642,18.606894023,11.30436377
Ãge,De 20 Ã  24 ans,10256,940,2835,10,0,38,778,666,910,7305,6774,14079,8113,22.174657291,31.332765111
Ãge,De 25 Ã  29 ans,13017,1163,3941,82,0,51,1272,738,1614,9530,8724,0,10031,27.048756437,51.063164238
Ãge,De 30 Ã  34 ans,13828,1252,3130,264,0,58,1806,1063,2310,9499,9033,0,9784,32.053529031,71.950571984
Ãge,De 35 Ã  39 ans,15895,1441,2263,469,0,107,2005,1183,3120,9872,10303,0,9701,37.003816605,97.483320942
Ãge,De 40 Ã  44 ans,15275,1462,1197,415,0,165,1359,964,3605,8847,9667,0,8063,41.931349249,127.09398293
Ãge,De 45 Ã  49 ans,15581,1663,299,374,0,269,841,611,4253,8169,10017,0,6802,47.041515451,159.09402837
Ãge,De 50 Ã  54 ans,17557,2095,58,209,0,442,544,414,4522,8702,11659,0,6411,52.054466873,193.4659889
Ãge,55 ans et plus,11200,1381,16,57,31738,342,955,1416,10765,19570,25164,0,10634,60.13946886,212.80457817
Ãge,35 ans et moins,42249,3827,10862,443,0,171,4493,2892,5551,29788,27764,16806,32544,27.615061162,53.5492598
Ãge,36 ans et plus,72457,7798,3273,1437,31738,1307,5289,4335,25671,53170,64840,0,39637,50.757783239,172.25131768
ScolaritÃ©,Primaire,6610,473,651,72,3148,72,86,973,3282,5382,5644,1243,3327,45.887085072,170.70760022
ScolaritÃ©,Secondaire I Ã  IV,49857,4653,6726,769,10235,695,110,770,7051,32081,40854,9918,26080,40.774689792,156.34656886
ScolaritÃ©,Secondaire V,24876,3522,2753,488,7974,368,184,833,6776,19029,20952,2109,16589,45.221880393,139.99497261
ScolaritÃ©,CollÃ©giale,7424,1236,731,128,2200,117,66,383,2796,5732,6104,352,5314,45.93697195,121.61557959
