Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,69863,8561,315,0,25171,1136,6736,1888,13786,38073,66973,9040,41861,45.282352493,149.41641757
Situation familiale,Couples sans enfants,4719,236,30,0,3683,66,1673,804,2162,4366,4368,221,3273,52.738722235,159.46164415
Situation familiale,Familles monoparentales,11318,1329,10076,1325,677,135,1318,796,5184,22175,2685,2472,10349,37.013877715,109.80498793
Situation familiale,Couples avec enfants,13691,326,521,445,986,47,3558,1600,5425,8022,7994,716,7221,40.541895604,101.81961788
Situation familiale,Conjoint d'étudiant,179,5,19,12,8,0,0,87,83,156,67,18,118,37.188340807,60.206278027
Sexe,Hommes,58627,4859,689,232,17098,582,7159,1917,11986,0,82087,5864,33768,44.666695092,139.5240172
Sexe,Femmes,41143,5598,10272,1550,13427,802,6126,3258,14654,72792,0,6603,29054,42.979613144,137.50340697
Âge,Moins de 20 ans,992,227,337,0,0,3,449,68,50,914,645,1559,1502,18.625400898,9.2482360487
Âge,De 20 à 24 ans,7841,810,2209,8,0,40,1359,401,612,5689,5219,10908,6437,22.256692336,32.346259626
Âge,De 25 à 29 ans,11486,1191,3009,86,0,47,1900,434,1188,8206,7613,0,8890,27.086667931,52.20898919
Âge,De 30 à 34 ans,12435,1170,2514,219,0,76,2402,626,1780,8305,8109,0,8847,32.0098087,71.296819788
Âge,De 35 à 39 ans,14088,1318,1779,422,0,92,2348,759,2521,8627,9072,0,8622,37.027233177,97.95231369
Âge,De 40 à 44 ans,14062,1388,862,463,0,157,1771,607,2966,8072,8860,0,7351,41.945133475,127.50431136
Âge,De 45 à 49 ans,13560,1387,201,323,0,259,1177,406,3474,7043,8687,0,5951,47.041385887,162.27285442
Âge,De 50 à 54 ans,15121,1737,38,210,0,404,630,299,3966,7531,9979,0,5424,52.063221017,197.4262707
Âge,55 ans et plus,10185,1229,12,51,30525,306,1249,1575,10083,18405,23903,0,9798,60.326013993,217.37728089
Âge,35 ans et moins,35436,3629,8499,396,0,178,6618,1694,4050,24857,23281,12467,27401,27.962025842,55.20007063
Âge,36 ans et plus,64334,6828,2462,1386,30525,1206,6667,3481,22590,47935,58806,0,35421,51.049652898,176.17443157
Scolarité,Primaire,5499,458,521,75,2782,57,35,743,2899,4631,4761,911,2598,46.556750426,177.68856474
Scolarité,Secondaire I à IV,42231,4236,5262,695,10020,639,44,504,6034,27650,35433,6760,21622,41.833679438,166.76304234
Scolarité,Secondaire V,20624,3094,2070,479,7679,366,69,506,5790,16201,18111,1343,13306,46.129779669,149.76521334
Scolarité,Collégiale,6121,1091,582,134,2145,113,31,211,2425,4949,5237,233,4240,46.747594738,129.98389947
Scolarité,Universitaire,5176,656,374,92,2367,57,98,771,3894,3972,4750,36,3787,49.136321945,112.43510663
Scolarité,Inconnue,20119,922,2152,307,5532,152,13008,2440,5598,15389,13795,3184,17269,42.19192023,62.708093476
Diplôme maximum obtenu,Aucun diplôme,52439,5221,6122,891,15315,764,136,1518,11797,36238,44514,7989,26806,43.090251635,167.24115811
Diplôme maximum obtenu,Secondaire - DES,13586,2206,1517,308,4261,250,15,242,2826,10701,11427,1023,9173,44.749231743,139.15577549
Diplôme maximum obtenu,Secondaire - DEP,4115,671,413,87,1376,81,0,20,627,2923,3820,117,2807,46.695981017,161.57585644
Diplôme maximum obtenu,Secondaire - ASP,388,52,28,10,149,5,0,1,58,223,409,8,230,47.303797468,180.69936709
Diplôme maximum obtenu,Collégial - AEC,1138,239,100,32,398,28,1,26,400,951,984,15,920,47.509043928,128.43462532
Diplôme maximum obtenu,Collégial - DEC général,876,167,55,13,351,14,1,12,295,652,824,25,605,47.758130081,134.08265583
Diplôme maximum obtenu,Collégial - DEC professionnel,1296,278,112,29,495,24,2,50,456,1126,1108,24,960,47.655774396,117.3213966
Diplôme maximum obtenu,Universitaire - Certificat,496,81,31,3,229,5,0,18,302,424,421,1,376,49.718343195,122.76094675
Diplôme maximum obtenu,Universitaire - Baccalauréat,2055,274,161,40,960,27,15,311,1554,1678,1839,6,1578,49.099516633,103.13932329
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,581,80,37,9,227,6,11,92,555,391,549,0,451,49.271276596,86.056382979
Diplôme maximum obtenu,Inconnu,22800,1188,2385,360,6764,180,13104,2885,7770,17485,16192,3259,18916,43.074828518,71.810464115
Durée cumulative,Premier mois,1328,229,151,1,127,10,1209,93,85,874,972,389,1846,35.769772481,1
Durée cumulative,De 2 à 5 mois,5444,842,733,12,433,25,4918,383,348,3643,3846,1586,7489,34.985178261,3.4083322206
Durée cumulative,De 6 à 11 mois,4569,711,814,27,496,19,3296,399,471,3275,3361,1477,6636,35.145871007,8.2964135021
Durée cumulative,De 12 à 23 mois,7140,949,1447,58,1059,35,3102,1199,1117,5419,5269,2228,10688,36.206961078,17.349550898
Durée cumulative,De 24 à 47 mois,12145,1429,2328,121,2027,87,630,2681,2798,8977,9160,3939,8796,36.820422341,34.847604345
Durée cumulative,De 48 à 119 mois,26702,2676,3736,479,5280,253,87,420,8671,18258,20868,2846,14479,40.250345039,80.699458161
Durée cumulative,120 mois et plus,42442,3621,1752,1084,21103,955,43,0,13150,32346,38611,2,12888,50.794664374,245.28827318
Types de contraintes,Sans contraintes,99770,0,0,0,0,0,11453,3081,15927,41143,58627,8833,43311,40.193956099,125.18401323
Types de contraintes,État de santé,0,10457,0,0,0,0,61,137,978,5598,4859,1037,6353,40.548340824,104.27560486
Types de contraintes,Grossesse ou enfant à charge,0,0,10961,0,0,0,810,511,1606,10272,689,2546,5799,30.136848828,64.650761792
Types de contraintes,Enfant handicapé,0,0,0,1782,0,0,5,30,465,1550,232,8,416,41.240740741,156.2020202
Types de contraintes,Âge,0,0,0,0,30525,0,954,1388,7512,13427,17098,0,6646,61.977821458,216.79141687
Types de contraintes,Autres,0,0,0,0,0,1384,2,28,152,802,582,43,297,47.158959538,200.64306358
Région,01 - Bas-Saint-Laurent,1598,279,159,43,666,47,0,19,27,1217,1575,237,1042,44.808381089,172.55909742
Région,02 - Saguenay - Lac-St-Jean,2765,356,267,50,1102,44,0,1,39,2066,2518,361,1618,44.686082024,179.04712042
Région,03 - Capitale-Nationale,5194,767,506,111,1796,112,4,310,775,3662,4824,593,3113,44.982323827,162.74463823
Région,04 - Mauricie,4619,470,502,75,1411,79,0,73,179,3202,3954,712,2283,43.23979877,172.98937954
Région,05 - Estrie,3778,568,425,64,1108,57,3,299,500,2699,3301,624,2274,42.6065,141.958
Région,06 - Île-de-Montréal,42027,2499,3843,624,12073,369,13261,2762,19719,29238,32197,4377,28389,44.197558395,119.00223
Région,07 - Outaouais,4911,569,785,71,1262,59,2,258,742,3721,3936,727,2575,42.381611597,135.69844587
Région,08 - Abitibi-Témiscamingue,1287,174,179,16,416,18,0,1,10,963,1127,168,910,43.616267943,156.57607656
Région,09 - Côte-Nord,649,83,96,11,239,10,0,0,10,501,587,96,441,44.169117647,170.00735294
Région,10 - Nord-du-Québec,549,13,92,2,58,4,0,0,6,351,367,102,404,39.472144847,117.49303621
Région,11 - Gaspésie - Îles-de-la-Madeleine,899,155,94,24,384,52,0,0,9,714,894,127,572,45.222014925,189.61131841
Région,12 - Chaudières-Appalaches,2237,406,227,45,748,33,0,5,74,1653,2043,308,1501,44.07034632,153.9512987
Région,13 - Laval,3108,386,308,53,1446,60,7,590,1825,2748,2613,310,1909,47.162842753,123.37660884
Région,14 - Lanaudière,4729,705,720,119,1546,126,2,97,345,3944,4001,727,2962,43.578351164,154.03687854
Région,15 - Laurentides,5355,896,715,130,1821,83,0,107,394,4185,4815,727,3561,43.612555556,145.14644444
Région,16 - Montérégie,13172,1716,1702,304,3643,197,6,540,1855,9880,10854,1787,7541,43.002218578,144.39509984
Région,17 - Centre-du-Québec,2888,414,340,40,806,34,0,113,131,2044,2478,483,1722,42.463069438,150.94803184
Région,99 - Central,5,1,1,0,0,0,0,0,0,4,3,1,5,34.285714286,79.142857143
