ï»¿AFFECT,WKT
Conservation,"POLYGON  (( 287913.79139999 5060145.09780000, 287908.30599999 5060146.78490000, 287894.16639999 5060151.13360000, 287867.72079999 5060159.26700000, 287835.77699999 5060162.55390000, 287827.55669999 5060163.39970000, 287786.63899999 5060159.36030000, 287785.07729999 5060159.20610000, 287779.71409999 5060158.67660000, 287777.80099999 5060157.02510000, 287769.19999999 5060149.60030000, 287766.71989999 5060147.45940000, 287760.80109999 5060145.48740000, 287759.88069999 5060145.18070000, 287736.59669999 5060137.42280000, 287730.65719999 5060137.58770000, 287721.74129999 5060137.83530000, 287715.33329999 5060138.01330000, 287710.74949999 5060136.40000000, 287691.26169999 5060129.54110000, 287673.39749999 5060123.25370000, 287656.74999999 5060116.05000000, 287644.73439999 5060110.85060000, 287631.85559999 5060109.69230000, 287611.96989999 5060107.90370000, 287603.89229999 5060104.64810000, 287580.59009999 5060095.25630000, 287575.34969999 5060093.14420000, 287572.70049999 5060089.50050000, 287571.83819999 5060088.31450000, 287569.65629999 5060085.31360000, 287552.55859999 5060061.79760000, 287551.12259999 5060059.82260000, 287549.80019999 5060058.00380000, 287549.11899999 5060057.06690000, 287545.59449999 5060048.14320000, 287541.68269999 5060038.23860000, 287536.95749999 5060013.44260000, 287540.09099999 5060000.89720000, 287541.74469999 5060000.02310000, 287560.07499999 5059990.33520000, 287580.99079999 5059992.32720000, 287616.69509999 5059982.74270000, 287648.71849999 5059983.36320000, 287696.43259999 5059979.20040000, 287739.54989999 5059981.56190000, 287776.76079999 5059991.00810000, 287830.98559999 5059983.36320000, 287889.23179999 5059962.81620000, 287924.22009999 5059956.29580000, 287972.84819999 5059958.07410000, 287998.34819999 5059964.59440000, 288000.02319999 5059965.13940000, 288023.84829999 5059972.89300000, 288040.19029999 5059979.20040000, 288060.27239999 5059988.64650000, 288086.70879999 5059993.04670000, 288107.89519999 5060000.02310000, 288120.82009999 5060004.27910000, 288118.36179999 5060010.51450000, 288116.97469999 5060014.03300000, 288097.48329999 5060027.02140000, 288069.13199999 5060052.40780000, 288044.91549999 5060075.43270000, 288024.20859999 5060096.90670000, 288014.24849999 5060105.87060000, 288000.02319999 5060113.11040000, 287988.98889999 5060118.72620000, 287988.21309999 5060119.12100000, 287971.73929999 5060125.26520000, 287948.63959999 5060133.88060000, 287946.95299999 5060134.42350000, 287940.34969999 5060136.54900000, 287913.79139999 5060145.09780000))"
Conservation,"POLYGON  (( 275081.73399999 5046165.73400000, 275081.69999999 5046166.63880000, 275081.67199999 5046167.38400000, 275081.55789999 5046169.00300000, 275081.26799999 5046170.69300000, 275081.07049999 5046171.48040000, 275080.83099999 5046172.43500000, 275080.60009999 5046173.24950000, 275080.36299999 5046174.08600000, 275079.94159999 5046175.75010000, 275079.90899999 5046175.87900000, 275079.34199999 5046177.55500000, 275078.63989999 5046183.14600000, 275077.75729999 5046184.61690000, 275077.56999999 5046184.92900000, 275076.19599999 5046186.25600000, 275075.15019999 5046186.57990000, 275074.66899999 5046186.72900000, 275073.04599999 5046186.71700000, 275071.20599999 5046186.32300000, 275070.51129999 5046186.10870000, 275069.36799999 5046185.75600000, 275068.34609999 5046185.42800000, 275067.70099999 5046185.22100000, 275066.02599999 5046184.80490000, 275066.00009999 5046184.79960000, 275065.98539999 5046184.79660000, 275064.26799999 5046184.44400000, 275063.40369999 5046184.24180000, 275062.60499999 5046184.05500000, 275060.85599999 5046183.68100000, 275059.11899999 5046183.45900000, 275057.35899999 5046183.39410000, 275057.21169999 5046183.38890000, 275055.70599999 5046183.33600000, 275053.89699999 5046183.01300000, 275052.48099999 5046181.82700000, 275052.66599999 5046180.23200000, 275052.75769999 5046180.13790000, 275054.02399999 5046178.83790000, 275054.74209999 5046178.49440000, 275055.66499999 5046178.05300000, 275056.89469999 5046177.67830000, 275057.39799999 5046177.52500000, 275058.20949999 5046177.34820000, 275059.02299999 5046177.17100000, 275059.85539999 5046177.09310000, 275060.63599999 5046177.02000000, 275061.39429999 5046177.00000000, 275062.37999999 5046176.97400000, 275064.09799999 5046176.85900000, 275065.69999999 5046176.28900000, 275067.05199999 5046174.82300000, 275068.17199999 5046172.98700000, 275068.57119999 5046171.99250000, 275068.92099999 5046171.12100000, 275069.07829999 5046170.34210000, 275069.26599999 5046169.41300000, 275069.26999999 5046167.79200000, 275069.01979999 5046166.30580000, 275068.99899999 5046166.18200000, 275067.91899999 5046164.75800000, 275066.87779999 5046164.80000000, 275066.25799999 5046164.82500000, 275064.47199999 5046164.71800000, 275062.60899999 5046164.23190000, 275061.71699999 5046163.90570000, 275060.79099999 5046163.56700000, 275059.13199999 5046162.39100000, 275058.30699999 5046160.85900000, 275058.00599999 5046159.29100000, 275057.84399999 5046157.53410000, 275057.73599999 5046155.97610000, 275057.72899999 5046154.18400000, 275057.69999999 5046153.29810000, 275057.67599999 5046152.56500000, 275057.20199999 5046151.01300000, 275056.29999999 5046150.22860000, 275055.75199999 5046149.75200000, 275054.11799999 5046149.78300000, 275052.55399999 5046150.19200000, 275050.93499999 5046150.68100000, 275050.58639999 5046150.79800000, 275049.33799999 5046151.21700000, 275048.66649999 5046151.41120000, 275047.76099999 5046151.67300000, 275047.08009999 5046151.70000000, 275046.14699999 5046151.73700000, 275044.45199999 5046151.41900000, 275042.67399999 5046150.90000000, 275041.93519999 5046150.72000000, 275040.96199999 5046150.48300000, 275039.63109999 5046150.33900000, 275039.27119999 5046150.30000000, 275039.26199999 5046150.29900000, 275037.48999999 5046150.25790000, 275036.66589999 5046150.24790000, 275035.85499999 5046150.23800000, 275034.08299999 5046150.02200000, 275032.35599999 5046149.24900000, 275031.94139999 5046147.56690000, 275031.87349999 5046147.29140000, 275031.67539999 5046146.48780000, 275031.62459999 5046146.28160000, 275031.51979999 5046146.06290000, 275031.27189999 5046145.83680000, 275031.06109999 5046145.66180000, 275030.90299999 5046145.44700000, 275030.78999999 5046145.22490000, 275030.71319999 5046145.07410000, 275030.54139999 5046144.68280000, 275030.37829999 5046144.19570000, 275030.32529999 5046144.03750000, 275030.04929999 5046143.22630000, 275029.88129999 5046142.77110000, 275029.80269999 5046142.55800000, 275029.56139999 5046141.96310000, 275029.43659999 5046141.65550000, 275029.10009999 5046140.83920000, 275028.76969999 5046140.02760000, 275028.49609999 5046139.33900000, 275028.30579999 5046138.84350000, 275028.29189999 5046138.77100000, 275028.22899999 5046138.44180000, 275028.23389999 5046138.05080000, 275028.23929999 5046137.92800000, 275028.25249999 5046137.62420000, 275028.22039999 5046137.23150000, 275028.17229999 5046136.92910000, 275028.09979999 5046136.60170000, 275028.00399999 5046136.31180000, 275027.90569999 5046136.12290000, 275027.88179999 5046136.07690000, 275027.81579999 5046135.94990000, 275027.62969999 5046135.70840000, 275027.42159999 5046135.49120000, 275027.30279999 5046135.36710000, 275026.98659999 5046135.03840000, 275026.73989999 5046134.70400000, 275026.48629999 5046134.21020000, 275026.36009999 5046133.96680000, 275026.26709999 5046133.78750000, 275026.12789999 5046133.57350000, 275025.80989999 5046133.13220000, 275025.53799999 5046132.78320000, 275025.18679999 5046132.36220000, 275024.93679999 5046132.08200000, 275024.54869999 5046131.73030000, 275024.30229999 5046131.49640000, 275024.18109999 5046131.35680000, 275024.13039999 5046131.29070000, 275023.96659999 5046131.07690000, 275023.84449999 5046130.89770000, 275023.62789999 5046130.53450000, 275023.54449999 5046130.37600000, 275023.53229999 5046130.35080000, 275023.46959999 5046130.22100000, 275023.40999999 5046130.09760000, 275023.25139999 5046129.73670000, 275022.98799999 5046129.02900000, 275022.87009999 5046128.65650000, 275022.74249999 5046128.18510000, 275022.64349999 5046127.67810000, 275022.58839999 5046127.21540000, 275022.55189999 5046126.59670000, 275022.54789999 5046125.95150000, 275022.58479999 5046125.27300000, 275022.69549999 5046124.52210000, 275022.75499999 5046124.29240000, 275022.82639999 5046124.01690000, 275023.06649999 5046123.35820000, 275023.29529999 5046122.86400000, 275023.56129999 5046122.36040000, 275023.78829999 5046121.96200000, 275023.79479999 5046121.95170000, 275024.14309999 5046121.40330000, 275024.22699999 5046121.27110000, 275024.78519999 5046120.50390000, 275025.31759999 5046119.88940000, 275025.88909999 5046119.22810000, 275025.95629999 5046119.14760000, 275026.37589999 5046118.64490000, 275026.55309999 5046118.42410000, 275026.90009999 5046117.94340000, 275027.23259999 5046117.39270000, 275027.32169999 5046117.24510000, 275027.75899999 5046116.45750000, 275027.89879999 5046116.19930000, 275027.91909999 5046116.16180000, 275028.10989999 5046115.80940000, 275028.50769999 5046115.07470000, 275028.80069999 5046114.57040000, 275028.88699999 5046114.42190000, 275029.34219999 5046113.65200000, 275029.76809999 5046112.93550000, 275030.12189999 5046112.37430000, 275030.41799999 5046111.92340000, 275030.66109999 5046111.57690000, 275030.85969999 5046111.31050000, 275030.93099999 5046111.21480000, 275031.21479999 5046110.91590000, 275031.38759999 5046110.79570000, 275031.75129999 5046110.56840000, 275031.95249999 5046110.41720000, 275032.10349999 5046110.25050000, 275032.19479999 5046110.06170000, 275032.22509999 5046109.94740000, 275032.23289999 5046109.91770000, 275032.31309999 5046109.61310000, 275032.35599999 5046109.45000000, 275032.45319999 5046109.44680000, 275032.47799999 5046109.44600000, 275034.04799999 5046109.44500000, 275035.61399999 5046109.40500000, 275035.87199999 5046109.41700000, 275037.24799999 5046109.48100000, 275038.89199999 5046109.67500000, 275040.55299999 5046109.98800000, 275040.58439999 5046109.99720000, 275042.28199999 5046110.49700000, 275043.15659999 5046110.97590000, 275044.05899999 5046111.47000000, 275044.18659999 5046111.55770000, 275045.86099999 5046112.70900000, 275046.95079999 5046113.45890000, 275047.67899999 5046113.96000000, 275049.58999999 5046115.36290000, 275050.96319999 5046116.58140000, 275051.06299999 5046116.67000000, 275052.67899999 5046118.08500000, 275052.69959999 5046118.10050000, 275054.49599999 5046119.45300000, 275056.31199999 5046120.45900000, 275057.61669999 5046120.80980000, 275057.96699999 5046120.90400000, 275057.99289999 5046120.89830000, 275059.57099999 5046120.55400000, 275060.92009999 5046119.27990000, 275061.04599999 5046119.16100000, 275061.27199999 5046118.38390000, 275061.56199999 5046117.38700000, 275061.21809999 5046116.38150000, 275061.01299999 5046115.78200000, 275059.78999999 5046114.25100000, 275058.33099999 5046112.92200000, 275058.30049999 5046112.89940000, 275056.40899999 5046111.49900000, 275056.04359999 5046111.24260000, 275054.58199999 5046110.21700000, 275053.48069999 5046109.34400000, 275052.86999999 5046108.86000000, 275052.28479999 5046108.24080000, 275051.50799999 5046107.41900000, 275050.56299999 5046105.95300000, 275050.69799999 5046104.27900000, 275052.29999999 5046103.96500000, 275053.99899999 5046104.09900000, 275055.75399999 5046104.69500000, 275056.25469999 5046104.95260000, 275057.61599999 5046105.65300000, 275058.83709999 5046106.28600000, 275059.51999999 5046106.64000000, 275061.37999999 5046107.33500000, 275063.13099999 5046107.61700000, 275063.94819999 5046107.55010000, 275064.76799999 5046107.48300000, 275066.27599999 5046106.18700000, 275067.66099999 5046104.65600000, 275069.06799999 5046102.97890000, 275069.43189999 5046102.25320000, 275069.94099999 5046101.23800000, 275070.13219999 5046099.88430000, 275070.18899999 5046099.48200000, 275070.07899999 5046097.89100000, 275069.92309999 5046097.14810000, 275069.72199999 5046096.19000000, 275069.42609999 5046095.03590000, 275069.28199999 5046094.47390000, 275069.21139999 5046094.12350000, 275068.94599999 5046092.80600000, 275068.84679999 5046091.89540000, 275068.76099999 5046091.10800000, 275068.58999999 5046089.38000000, 275068.27799999 5046087.62400000, 275067.88499999 5046085.92200000, 275067.45599999 5046084.28900000, 275066.95399999 5046082.66000000, 275066.37109999 5046081.08700000, 275066.02559999 5046080.29780000, 275065.71799999 5046079.59500000, 275065.48259999 5046079.13410000, 275064.95999999 5046078.11100000, 275064.10089999 5046076.53100000, 275063.91679999 5046076.13360000, 275063.42499999 5046075.07200000, 275063.20289999 5046074.46920000, 275062.85899999 5046073.53600000, 275062.59009999 5046072.50840000, 275062.43799999 5046071.92700000, 275062.20239999 5046070.78000000, 275062.09099999 5046070.23800000, 275061.96029999 5046069.45500000, 275061.81209999 5046068.56700000, 275061.64999999 5046067.03400000, 275061.50899999 5046065.33500000, 275061.50049999 5046065.29990000, 275061.48449999 5046065.23430000, 275061.09899999 5046063.64700000, 275060.79909999 5046062.99810000, 275060.33999999 5046062.00500000, 275059.32099999 5046060.45690000, 275058.62939999 5046059.58550000, 275058.17099999 5046059.00800000, 275057.44119999 5046058.03430000, 275057.09999999 5046057.57900000, 275056.31799999 5046056.12100000, 275055.62199999 5046054.63600000, 275055.60489999 5046054.61050000, 275055.56569999 5046054.55200000, 275054.63699999 5046053.16600000, 275053.82769999 5046052.29900000, 275053.37499999 5046051.81400000, 275052.40529999 5046050.92960000, 275051.84099999 5046050.41500000, 275050.39399999 5046049.06890000, 275048.93599999 5046047.72200000, 275048.38799999 5046047.22210000, 275047.39899999 5046046.32000000, 275046.09599999 5046044.84000000, 275044.94999999 5046043.33210000, 275044.13389999 5046042.00090000, 275044.01199999 5046041.80200000, 275043.65079999 5046040.86890000, 275043.38999999 5046040.19500000, 275042.86099999 5046038.55400000, 275042.29399999 5046036.99200000, 275042.25359999 5046036.91300000, 275041.50899999 5046035.45700000, 275040.41299999 5046033.86000000, 275039.43299999 5046032.44400000, 275038.44299999 5046030.82800000, 275038.12219999 5046029.96660000, 275037.88399999 5046029.32700000, 275037.68999999 5046027.78390000, 275037.69999999 5046026.71040000, 275037.70699999 5046025.95900000, 275037.83799999 5046024.12100000, 275037.89229999 5046023.26920000, 275037.95499999 5046022.28600000, 275038.05699999 5046020.65100000, 275038.09999999 5046019.61420000, 275038.12899999 5046018.91490000, 275038.04699999 5046017.17700000, 275037.81399999 5046015.51200000, 275037.54209999 5046013.94600000, 275037.32709999 5046012.43030000, 275037.29399999 5046012.19700000, 275037.05999999 5046010.65700000, 275036.75099999 5046009.03900000, 275036.55899999 5046007.46600000, 275036.85199999 5046005.61100000, 275038.05999999 5046004.02400000, 275038.09169999 5046004.01100000, 275038.90489999 5046003.67800000, 275039.62299999 5046003.38400000, 275041.16399999 5046003.20100000, 275041.19999999 5046003.20020000, 275042.90299999 5046003.16300000, 275044.14209999 5046003.20000000, 275044.54399999 5046003.21200000, 275044.99629999 5046003.22920000, 275046.17499999 5046003.27400000, 275049.53199999 5046003.28200000, 275050.51269999 5046003.24040000, 275051.20699999 5046003.21100000, 275052.96699999 5046003.10700000, 275054.59899999 5046003.33700000, 275056.46899999 5046004.31200000, 275057.24279999 5046004.71270000, 275058.29599999 5046005.25800000, 275059.37319999 5046005.53850000, 275060.10099999 5046005.72800000, 275061.75299999 5046005.44200000, 275062.12909999 5046005.21190000, 275063.18999999 5046004.56300000, 275064.14069999 5046003.72650000, 275064.57199999 5046003.34700000, 275065.39829999 5046002.56310000, 275065.93399999 5046002.05490000, 275066.80309999 5046001.37750000, 275067.37599999 5046000.93100000, 275068.98689999 5046000.02320000, 275069.02799999 5046000.00000000, 275069.68799999 5045999.74200000, 275070.56799999 5045999.39800000, 275072.22599999 5045999.08500000, 275073.92699999 5045999.25210000, 275075.06629999 5045999.57440000, 275075.59499999 5045999.72400000, 275075.94349999 5045999.87180000, 275076.24599999 5046000.00000000, 275076.30069999 5046000.02320000, 275077.34599999 5046000.46700000, 275078.34179999 5046000.96880000, 275079.26889999 5046001.43600000, 275080.22209999 5046002.01470000, 275081.10699999 5046002.55200000, 275082.62599999 5046003.91010000, 275082.86199999 5046004.11290000, 275084.16799999 5046005.23500000, 275085.88299999 5046006.52600000, 275086.85599999 5046007.91800000, 275087.35449999 5046009.26350000, 275087.41099999 5046009.41600000, 275087.45169999 5046009.59400000, 275087.75699999 5046010.92800000, 275087.94459999 5046012.05700000, 275088.02289999 5046012.52800000, 275088.16169999 5046013.87440000, 275088.19829999 5046014.22990000, 275088.19999999 5046014.24600000, 275088.16699999 5046014.79380000, 275088.09699999 5046015.95500000, 275088.02599999 5046016.39460000, 275087.82699999 5046017.62700000, 275087.61359999 5046019.18470000, 275087.59899999 5046019.29100000, 275087.37799999 5046020.95600000, 275087.19329999 5046021.87860000, 275087.02499999 5046022.71900000, 275086.39399999 5046024.52400000, 275085.83269999 5046025.57780000, 275085.41399999 5046026.36400000, 275084.45299999 5046028.18600000, 275084.14949999 5046029.05120000, 275083.84299999 5046029.92500000, 275083.40699999 5046031.58600000, 275083.02999999 5046033.21500000, 275082.64399999 5046034.85600000, 275082.42299999 5046036.55600000, 275082.53599999 5046038.22300000, 275082.77389999 5046039.75210000, 275082.79799999 5046039.90700000, 275082.81199999 5046040.00170000, 275083.04999999 5046041.61600000, 275083.26759999 5046042.67060000, 275083.36699999 5046043.15200000, 275083.66899999 5046044.70900000, 275083.78479999 5046045.42090000, 275083.94799999 5046046.42400000, 275084.10089999 5046047.25380000, 275084.26399999 5046048.13900000, 275084.65199999 5046049.87500000, 275085.18599999 5046051.52000000, 275085.62879999 5046052.35760000, 275086.00699999 5046053.07300000, 275087.22199999 5046054.61700000, 275087.33129999 5046054.71490000, 275088.76299999 5046055.99710000, 275090.62099999 5046057.35000000, 275092.00779999 5046058.53180000, 275092.23799999 5046058.72800000, 275092.44149999 5046059.03820000, 275093.16199999 5046060.13600000, 275093.86899999 5046061.74600000, 275094.45899999 5046063.27400000, 275094.85119999 5046064.42370000, 275095.00099999 5046064.86300000, 275095.41599999 5046066.49900000, 275095.50589999 5046067.10020000, 275095.67399999 5046068.22400000, 275095.78799999 5046070.01600000, 275095.83549999 5046070.56770000, 275095.92199999 5046071.57300000, 275096.24599999 5046073.17010000, 275096.74599999 5046074.79100000, 275097.42899999 5046076.47800000, 275098.22099999 5046078.19800000, 275098.93099999 5046079.86700000, 275099.20149999 5046081.03080000, 275099.28899999 5046081.40700000, 275099.38309999 5046082.72900000, 275099.39899999 5046082.95300000, 275099.40009999 5046083.00000000, 275099.43799999 5046084.63700000, 275099.51199999 5046086.47600000, 275099.68059999 5046088.21540000, 275099.69399999 5046088.35400000, 275099.71999999 5046088.49980000, 275099.96499999 5046089.87600000, 275100.17069999 5046090.75330000, 275100.32999999 5046091.43300000, 275100.72299999 5046093.02900000, 275101.04299999 5046094.62300000, 275101.16909999 5046095.67080000, 275101.26799999 5046096.49300000, 275101.25199999 5046098.33690000, 275101.17199999 5046100.19800000, 275101.16329999 5046100.86070000, 275101.14799999 5046102.02500000, 275101.09999999 5046103.45910000, 275101.08999999 5046103.75790000, 275101.06299999 5046104.42980000, 275101.02099999 5046105.47200000, 275100.99999999 5046106.84710000, 275100.99399999 5046107.24000000, 275100.99999999 5046108.54280000, 275101.00199999 5046108.97700000, 275101.00019999 5046109.00000000, 275100.86799999 5046110.73900000, 275100.54999999 5046112.39000000, 275099.96699999 5046114.11000000, 275099.08799999 5046115.90300000, 275097.88399999 5046117.79800000, 275096.59209999 5046119.50600000, 275095.51929999 5046120.66390000, 275095.30029999 5046120.90020000, 275095.25599999 5046120.94800000, 275094.50359999 5046121.59680000, 275093.67999999 5046122.30710000, 275092.26299999 5046123.26200000, 275091.13809999 5046123.91970000, 275090.81599999 5046124.10800000, 275089.34399999 5046124.89310000, 275087.71499999 5046125.64400000, 275086.90979999 5046125.91610000, 275086.20599999 5046126.15390000, 275084.67499999 5046126.49900000, 275084.09789999 5046126.63380000, 275082.92399999 5046126.90800000, 275082.22079999 5046127.36690000, 275081.30599999 5046127.96400000, 275081.29949999 5046127.99990000, 275081.00569999 5046129.62290000, 275081.00499999 5046129.62700000, 275081.37799999 5046131.15300000, 275081.44619999 5046131.34780000, 275081.94399999 5046132.77000000, 275082.44519999 5046133.89030000, 275082.68299999 5046134.42200000, 275083.27939999 5046135.43010000, 275083.60299999 5046135.97700000, 275084.81499999 5046137.48100000, 275085.77959999 5046138.47960000, 275086.11999999 5046138.83200000, 275086.33239999 5046139.03240000, 275087.53599999 5046140.16800000, 275088.33759999 5046140.93290000, 275089.06499999 5046141.62700000, 275090.49899999 5046143.04400000, 275090.89729999 5046143.48900000, 275091.84699999 5046144.55000000, 275092.82599999 5046146.17100000, 275093.08839999 5046147.35360000, 275093.19099999 5046147.81600000, 275092.78999999 5046149.57600000, 275091.60499999 5046151.28500000, 275090.07609999 5046152.29200000, 275089.40669999 5046152.57730000, 275088.59099999 5046152.92500000, 275087.32849999 5046153.12440000, 275086.93199999 5046153.18700000, 275086.28889999 5046152.96230000, 275085.07699999 5046152.53900000, 275083.51099999 5046151.24700000, 275082.99779999 5046150.69780000, 275082.22799999 5046149.87400000, 275081.23329999 5046149.29580000, 275080.57299999 5046148.91200000, 275080.43059999 5046148.95980000, 275078.94599999 5046149.45800000, 275078.93239999 5046149.48860000, 275078.55669999 5046150.33380000, 275078.19289999 5046151.15210000, 275078.26329999 5046152.27590000, 275078.30099999 5046152.87800000, 275078.72899999 5046154.38000000, 275079.42799999 5046155.94100000, 275080.21799999 5046157.61000000, 275080.94209999 5046159.32000000, 275081.44399999 5046160.84900000, 275081.65459999 5046162.24300000, 275081.68909999 5046162.47100000, 275081.69999999 5046162.79030000, 275081.74399999 5046164.07900000, 275081.73399999 5046165.73400000))"
