ï»¿ID,TOPONYMIE,NOROUTE,NUMEROCIVIQUEORIGINEGAUCHE,NUMEROCIVIQUEORIGINEDROITE,NUMEROCIVIQUEDESTINATIONGAUCHE,NUMEROCIVIQUEDESTINATIONDROITE,NOMGENERIQUE,TYPERUE,TYPESEGMENTRUE,VITESSE,TYPESENSUNIQUE,MUNICIPALITE,OBJECTID,SHAPE__Length,CIRCULATIONLOURDE
1346,,,0,0,0,0,CARILLON,Rue,Locale,50,Pas de sens unique,43027,1046,25.1381055196585,Interdite en tout temps
3833,,,0,0,0,0,INDUSTRIEL,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1047,24.2915760045009,Permise en tout temps
1437,Rue des HÃªtres,,0,0,0,0,HETRES,Rue,Locale,50,Pas de sens unique,43027,1048,134.564337802341,Interdite en tout temps
1436,,,0,0,0,0,HETRES,Rue,Locale,50,Pas de sens unique,43027,1049,19.1937728821947,Permise en tout temps
7874,,,0,0,0,0,UNIVERSITE,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1050,22.8275125825349,Permise en tout temps
2466,,,0,0,0,0,ALEXANDRE,Rue,Locale,50,Pas de sens unique,43027,1051,17.4018974970381,Interdite en tout temps
7196,,,0,0,0,0,GILLESPIE,Rue,Locale,50,Pas de sens unique,43027,1052,22.3943619815468,Interdite en tout temps
4169,,,0,0,0,0,JEAN-PAUL-PERRAULT,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1053,18.4206536454052,Permise en tout temps
2316,,,0,0,0,0,BELOEIL,Rue,Locale,50,Pas de sens unique,43027,1054,12.782700011041,Interdite en tout temps
2467,,,0,0,0,0,CATHEDRALE,Rue,Locale,50,Pas de sens unique,43027,1055,21.6983280676831,Interdite en tout temps
2470,,,0,0,0,0,CAMIRAND,Rue,Locale,50,Pas de sens unique,43027,1056,19.3128802616597,Interdite en tout temps
2504,,,0,0,0,0,CARDINAL-VILLENEUVE,Rue,Locale,50,Pas de sens unique,43027,1057,13.0050256684328,Interdite en tout temps
2505,,,0,0,0,0,PELLETIER,Rue,Locale,50,Pas de sens unique,43027,1058,12.0751835732456,Interdite en tout temps
2511,,,0,0,0,0,CEGEP,Rue,Locale,50,Pas de sens unique,43027,1059,13.3227661594354,Interdite entre 22 h et 7 h
2539,,,0,0,0,0,CEGEP,Rue,Locale,50,Pas de sens unique,43027,1060,11.6860576164305,Interdite entre 22 h et 7 h
2559,,143,0,0,0,0,GRANDES-FOURCHES N.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1061,27.9137345721156,Permise en tout temps
4272,,,0,0,0,0,LEINSTER,Rue,Locale,50,Pas de sens unique,43027,1062,13.2929315237046,Interdite en tout temps
3307,,,0,0,0,0,BELLEAU,Rue,Locale,50,Pas de sens unique,43027,1063,13.6514666721592,Interdite en tout temps
4188,,,0,0,0,0,WELLINGTON,Rue,Locale,50,Pas de sens unique,43027,1064,18.3109752585205,Interdite en tout temps
5130,,,0,0,0,0,LOMAS,Rue,Locale,50,Pas de sens unique,43027,1065,18.4098719788428,Permise en tout temps
6122,,,0,0,0,0,CATE,Rue,Locale,50,Pas de sens unique,43027,1066,17.7377392251349,Permise en tout temps
5205,,,0,0,0,0,BELVEDERE,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1067,19.1776701185123,Permise en tout temps
5300,,,0,0,0,0,SAINTE-CATHERINE,Chemin,ArtÃ¨re,50,Pas de sens unique,43027,1068,25.7502814895479,Interdite en tout temps
5666,,,0,0,0,0,SAINT-ROCH S.,Chemin,ArtÃ¨re,70,Pas de sens unique,43027,1069,26.9594250285651,Permise en tout temps
5675,,,0,0,0,0,SOREL,Rue,Locale,50,Pas de sens unique,43027,1070,62.425779369852,Interdite en tout temps
6211,,,0,0,0,0,BOWEN S.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1071,15.5522818937415,Permise en tout temps
2547,Rue Bowen Sud,,0,0,0,0,BOWEN S.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1072,36.4218039276527,Interdite entre 22 h et 7 h
7126,,,0,0,0,0,LATERRIERE,Rue,Locale,50,Pas de sens unique,43027,1073,15.8101347870658,Permise en tout temps
7960,,,0,0,0,0,SAINT-ELIE,Rue,Locale,50,Pas de sens unique,43027,1074,12.3017514907433,Avec restrictions
7961,,,0,0,0,0,SAINT-ELIE,Rue,Locale,50,Pas de sens unique,43027,1075,14.2168905398133,Avec restrictions
8051,,,0,0,0,0,VOILIERS,Rue,Locale,50,Pas de sens unique,43027,1076,19.8146229438137,Avec restrictions
7878,Rue King Ouest,112,0,0,0,0,KING O.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1077,10.9087030595098,Permise en tout temps
7685,Rue King Ouest,112,0,0,0,0,KING O.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1078,8.59883978216363,Permise en tout temps
4868,Rue King Ouest,112,0,0,0,0,KING O.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1079,18.9289254945678,Permise en tout temps
683,,,0,0,0,0,MI-VALLON,Boulevard,Collectrice,50,Pas de sens unique,43027,1080,25.9617661631993,Permise en tout temps
2735,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1081,16.2712419118934,Permise en tout temps
2733,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1082,7.11447884692447,Permise en tout temps
2732,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1083,9.11179583592959,Permise en tout temps
3338,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1084,14.1031893356975,Permise en tout temps
3339,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1085,14.426143749293,Permise en tout temps
1185,,,0,0,0,0,PORTLAND,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1086,13.6850542761274,Interdite entre 22 h et 7 h
1177,,,0,0,0,0,MONTREAL,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1087,16.1619486615045,Interdite entre 22 h et 7 h
2711,Rue de MontrÃ©al,,0,0,0,0,MONTREAL,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1088,111.03641011213,Interdite entre 22 h et 7 h
6245,,,0,0,0,0,BRETELLE,Bretelle,ArtÃ¨re,50,Pas de sens unique,43027,1089,117.837882341213,Interdite entre 22 h et 7 h
7247,,,0,0,0,0,BRETELLE,Bretelle,ArtÃ¨re,50,Pas de sens unique,43027,1090,115.241668209133,Interdite entre 22 h et 7 h
2558,Boulevard Queen-Victoria,143,0,0,0,0,QUEEN-VICTORIA,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1091,62.8099901560254,Permise en tout temps
2560,Boulevard Queen-Victoria,143,0,0,0,0,QUEEN-VICTORIA,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1092,64.2649568515993,Permise en tout temps
2561,Boulevard Queen-Victoria,143,0,0,0,0,QUEEN-VICTORIA,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1093,24.7958588914596,Interdite en tout temps
8174,Rue Joseph-Ãmond,,16,9,16,21,JOSEPH-EMOND,Rue,Locale,50,Pas de sens unique,43027,1094,114.07692669857,Permise en tout temps
8176,Boulevard Bourque,112,0,0,0,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1095,117.601003007014,Permise en tout temps
8178,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1096,67.3733937439463,Permise en tout temps
8179,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1097,149.092220188093,Permise en tout temps
2227,,,0,0,0,0,GRANDES-FOURCHES S.,Rue,Locale,50,Pas de sens unique,43027,1098,14.4065052068449,Permise en tout temps
8180,Rue des Grandes-Fourches Sud,,0,0,0,0,GRANDES-FOURCHES S.,Rue,Locale,50,Pas de sens unique,43027,1099,68.6418363255289,Permise en tout temps
7113,Rue des Grandes-Fourches Sud,,0,0,0,0,GRANDES-FOURCHES S.,Rue,Locale,50,Pas de sens unique,43027,1100,457.789089443718,Permise en tout temps
8182,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1101,12.7925269659299,Permise en tout temps
8183,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1102,13.0429158068115,Permise en tout temps
2228,Rue des Grandes-Fourches Sud,,0,0,0,0,GRANDES-FOURCHES S.,Rue,Locale,50,Pas de sens unique,43027,1103,68.3685102051897,Permise en tout temps
5259,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1104,86.8071193266087,Permise en tout temps
8184,,,0,0,0,0,GRANDES-FOURCHES S.,Rue,Locale,50,Pas de sens unique,43027,1105,14.8054916973729,Permise en tout temps
7253,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1106,49.3972785574147,Permise en tout temps
6249,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1107,50.6830871961612,Permise en tout temps
8186,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1108,62.9745120433854,Permise en tout temps
5258,,,0,0,0,0,BRETELLE,Bretelle,Locale,50,Pas de sens unique,43027,1109,80.9144674983481,Permise en tout temps
2424,Rue BelvÃ©dÃ¨re Sud,,0,0,0,0,BELVEDERE S.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1110,32.6771044729404,Permise en tout temps
3881,,,0,0,0,0,BRETELLE,Bretelle,Collectrice,50,Pas de sens unique,43027,1111,93.8853131605456,Permise en tout temps
3008,Rue Galt Ouest,216,0,0,0,0,GALT O.,Rue,ArtÃ¨re,50,Sens inverse,43027,1112,72.0023533334515,Permise en tout temps
5372,Rue Marie-LÃ©onie,216,0,0,0,0,MARIE-LEONIE,Rue,ArtÃ¨re,50,MÃªme sens unique,43027,1113,46.982006667409,Permise en tout temps
8193,Rue de l'Oasis,,0,405,0,425,OASIS,Rue,Locale,50,Pas de sens unique,43027,1114,171.771831073311,Interdite en tout temps
1193,Rue Bradley,,1282,1279,1378,1375,BRADLEY,Rue,Locale,50,Pas de sens unique,43027,1115,308.668333983207,Interdite en tout temps
1459,Rue d'Arras,,1416,1413,1440,1461,ARRAS,Rue,Locale,50,Pas de sens unique,43027,1116,301.518520328986,Interdite en tout temps
294,Rue Boulanger,,440,0,440,0,BOULANGER,Rue,Locale,50,Pas de sens unique,43027,1117,109.242974435287,Interdite en tout temps
1847,Rue Parent,,1346,1345,1480,1475,PARENT,Rue,Locale,50,Pas de sens unique,43027,1118,349.784980881631,Interdite en tout temps
5401,Rue Gabriel-Gendron,,4347,0,4355,0,GABRIEL-GENDRON,Rue,Locale,50,Pas de sens unique,43027,1119,55.9670380258765,Interdite en tout temps
4361,Rue du Marais,,4556,4587,4612,4609,MARAIS,Rue,Locale,50,Pas de sens unique,43027,1120,280.369131629978,Interdite en tout temps
7503,Rue Alphonse-Cloutier,,24,43,78,79,ALPHONSE-CLOUTIER,Rue,Locale,50,Pas de sens unique,43027,1121,329.22542521581,Interdite en tout temps
7600,Rue Achille-BarriÃ¨re,,0,1480,0,1880,ACHILLE-BARRIERE,Rue,Locale,50,Pas de sens unique,43027,1122,1206.1286651129,Interdite en tout temps
2321,Rue Albert-Skinner,,1814,1821,1838,1821,ALBERT-SKINNER,Rue,Locale,50,Pas de sens unique,43027,1123,106.733926776949,Interdite en tout temps
6661,Chemin Saint-Roch Sud,,4515,4500,5355,5200,SAINT-ROCH S.,Chemin,Locale,70,Pas de sens unique,43027,1124,2237.35614501865,Interdite en tout temps
2861,Rue des PME,,100,99,100,101,PME,Rue,Locale,50,Pas de sens unique,43027,1125,283.741610590134,Permise en tout temps
515,Boulevard du Mi-Vallon,,0,1333,0,1333,MI-VALLON,Boulevard,Collectrice,50,Pas de sens unique,43027,1126,73.539195339608,Interdite en tout temps
2865,Rue des Chutes,,1010,1011,1026,1025,CHUTES,Rue,Locale,50,Pas de sens unique,43027,1127,256.618021411757,Interdite en tout temps
4660,Boulevard du Mi-Vallon,,1334,0,1334,0,MI-VALLON,Boulevard,Collectrice,50,Pas de sens unique,43027,1128,73.6141472620885,Interdite en tout temps
1873,Rue BÃ©langer,,0,1071,0,1071,BELANGER,Rue,Locale,50,Pas de sens unique,43027,1129,74.1724521028883,Permise en tout temps
5458,Rue du Trianon,,9825,9860,9995,9990,TRIANON,Rue,Locale,50,Pas de sens unique,43027,1130,425.10565199921,Interdite en tout temps
6888,Rue Gauvin,,1422,1411,1476,1491,GAUVIN,Rue,Locale,50,Pas de sens unique,43027,1131,245.427362059446,Interdite en tout temps
6686,Chemin Georges-ValliÃ¨res,,1565,1590,1965,1592,GEORGES-VALLIERES,Chemin,Locale,70,Pas de sens unique,43027,1132,880.058425778295,Interdite en tout temps
295,Rue BenoÃ®t,,1455,1440,1463,1466,BENOIT,Rue,Locale,50,Pas de sens unique,43027,1133,112.530010937115,Interdite en tout temps
41,Rue Leblanc,,0,25,0,37,LEBLANC,Rue,Locale,50,Pas de sens unique,43027,1134,54.8571895359995,Permise en tout temps
3846,Rue Fraser,,37,0,47,0,FRASER,Rue,Locale,50,Pas de sens unique,43027,1135,111.340538699375,Interdite en tout temps
5604,Rue College,,3005,3002,3027,3022,COLLEGE,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1136,397.11302948219,Interdite en tout temps
5261,Rue Rostand,,0,1066,0,1080,ROSTAND,Rue,Locale,50,Pas de sens unique,43027,1137,165.820044074107,Interdite en tout temps
1891,Rue Jolliet,,1346,1319,1380,1391,JOLLIET,Rue,Locale,50,Pas de sens unique,43027,1138,407.639984575107,Interdite en tout temps
2306,Rue Heneker,,5,50,121,126,HENEKER,Rue,Locale,50,Pas de sens unique,43027,1139,351.841035502508,Interdite en tout temps
81,Rue de la Croix,,53,58,65,66,CROIX,Rue,Locale,50,Pas de sens unique,43027,1140,204.375134999353,Interdite en tout temps
420,Rue Leslie,,456,455,510,525,LESLIE,Rue,Locale,50,Pas de sens unique,43027,1141,242.246959232646,Interdite en tout temps
3346,Rue ParÃ©,,146,145,146,145,PARE,Rue,Chemin privÃ©,50,Pas de sens unique,43027,1142,54.0246889328967,Interdite en tout temps
5656,Chemin Saint-Roch Sud,,3205,3400,3505,3530,SAINT-ROCH S.,Chemin,ArtÃ¨re,70,Pas de sens unique,43027,1143,544.251914511408,Interdite en tout temps
5887,Rue Darche,,400,405,412,405,DARCHE,Rue,Locale,50,Pas de sens unique,43027,1144,116.581288179044,Interdite en tout temps
4110,Rue Aberdeen,,110,0,130,0,ABERDEEN,Rue,Locale,50,Pas de sens unique,43027,1145,116.009682903622,Interdite en tout temps
3504,Rue des Appalaches,,2472,2479,2490,2487,APPALACHES,Rue,Locale,50,Pas de sens unique,43027,1146,229.254567785148,Interdite en tout temps
1303,Rue Meilleur,,615,0,635,0,MEILLEUR,Rue,Locale,50,Pas de sens unique,43027,1147,113.683996554395,Interdite en tout temps
3047,Rue Gilles-Langlois,,1000,1001,1080,1081,GILLES-LANGLOIS,Rue,Locale,50,Pas de sens unique,43027,1148,811.48493421394,Interdite en tout temps
4904,Rue Champlain,,1176,1175,1294,1293,CHAMPLAIN,Rue,Locale,50,Pas de sens unique,43027,1149,309.878789020385,Interdite en tout temps
8043,Rue King Est,,0,1650,0,1680,KING E.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1150,246.245538699189,Permise en tout temps
7257,Boulevard Bourque,112,4590,0,4732,0,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1151,691.08388121512,Permise en tout temps
6877,Rue Galt Ouest,216,976,971,994,995,GALT O.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1152,110.017656930724,Permise en tout temps
904,Rue Beckett,,1420,1431,1490,1505,BECKETT,Rue,Collectrice,50,Pas de sens unique,43027,1153,283.433304860734,Interdite en tout temps
2967,13e Avenue Nord,216,285,310,305,310,13E AVENUE N.,Avenue,ArtÃ¨re,50,MÃªme sens unique,43027,1154,169.635587715674,Permise en tout temps
7849,Rue Charny,,700,707,768,771,CHARNY,Rue,Locale,50,Pas de sens unique,43027,1155,461.580557802479,Interdite en tout temps
153,Rue Lindbergh,,1251,1238,1299,1252,LINDBERGH,Rue,Locale,50,Pas de sens unique,43027,1156,107.028741567333,Interdite en tout temps
4572,Rue des Zircons,,2841,2842,2937,2890,ZIRCONS,Rue,Locale,50,Pas de sens unique,43027,1157,291.922174047019,Interdite en tout temps
5752,Boulevard Queen-Victoria,143,1133,840,1139,1050,QUEEN-VICTORIA,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1158,861.469324557711,Permise en tout temps
3868,Rue Brouillette,,1080,1081,1200,1211,BROUILLETTE,Rue,Locale,50,Pas de sens unique,43027,1159,496.001211368322,Interdite en tout temps
212,Rue Lehoux,,2455,2446,2495,2520,LEHOUX,Rue,Locale,50,Pas de sens unique,43027,1160,226.451320415501,Interdite en tout temps
1320,Rue Maisonneuve,,2482,2465,2484,2465,MAISONNEUVE,Rue,Locale,50,Pas de sens unique,43027,1161,118.078134253873,Interdite en tout temps
1850,Rue Denault,,2320,2305,2344,2349,DENAULT,Rue,Locale,50,Pas de sens unique,43027,1162,132.551299304944,Interdite en tout temps
3803,Rue White,,1538,1539,1550,1539,WHITE,Rue,Locale,50,Pas de sens unique,43027,1163,149.389307730979,Interdite en tout temps
4946,Rue de Candiac,,195,0,195,0,CANDIAC,Rue,Locale,50,Pas de sens unique,43027,1164,66.6551430040753,Interdite en tout temps
1317,Rue de Carillon,,121,122,175,180,CARILLON,Rue,Locale,50,Pas de sens unique,43027,1165,245.351248815284,Interdite en tout temps
4542,Rue BrÃ»lotte,,1600,1625,1620,1625,BRULOTTE,Rue,Locale,50,Pas de sens unique,43027,1166,140.295213989803,Interdite en tout temps
3782,Rue Papineau,,579,578,589,588,PAPINEAU,Rue,Collectrice,50,Pas de sens unique,43027,1167,104.448886785467,Interdite en tout temps
4746,Rue des MÃ©sanges,,155,152,155,152,MESANGES,Rue,Locale,50,Pas de sens unique,43027,1168,120.368170530165,Interdite en tout temps
5620,Rue de Manseau,,1576,0,1586,0,MANSEAU,Rue,Locale,50,Pas de sens unique,43027,1169,115.827185221914,Interdite en tout temps
2456,Rue King Ouest,112,0,53,0,61,KING O.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1170,38.1773119643783,Interdite en tout temps
3146,Rue des Dahlias,,2715,2702,2731,2742,DAHLIAS,Rue,Locale,50,Pas de sens unique,43027,1171,239.775717115534,Interdite en tout temps
8189,Rue Vaillancourt,,4845,4832,4893,4890,VAILLANCOURT,Rue,Locale,50,Pas de sens unique,43027,1172,277.057280525438,Interdite en tout temps
110,Chemin Lemire,,2395,2280,2395,2300,LEMIRE,Chemin,Collectrice,60,Pas de sens unique,43027,1173,171.372688198137,Interdite en tout temps
1614,Rue Gravel,,1086,1077,1108,1109,GRAVEL,Rue,Locale,50,Pas de sens unique,43027,1174,135.932342412633,Interdite en tout temps
4671,Boulevard de l'UniversitÃ©,,3990,3985,3990,3985,UNIVERSITE,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1175,122.174907347063,Interdite en tout temps
6676,Rue AndrÃ©-Vanier,,187,188,235,222,ANDRE-VANIER,Rue,Locale,50,Pas de sens unique,43027,1176,402.84348996622,Interdite en tout temps
1854,Rue Gauvin,,1600,0,1600,0,GAUVIN,Rue,Locale,50,Pas de sens unique,43027,1177,52.7800339260785,Interdite en tout temps
403,Rue Academy,,33,38,49,50,ACADEMY,Rue,Locale,50,Pas de sens unique,43027,1178,228.773664915404,Interdite en tout temps
4536,Rue de l'AÃ©roport,,1491,1502,1557,1560,AEROPORT,Rue,Locale,50,Pas de sens unique,43027,1179,236.944084349105,Interdite en tout temps
431,Rue CÃ©cile,,2120,2119,2156,2145,CECILE,Rue,Locale,50,Pas de sens unique,43027,1180,112.278110394273,Interdite en tout temps
4307,Rue Ernest-Bergeron,,80,85,102,103,ERNEST-BERGERON,Rue,Locale,50,Pas de sens unique,43027,1181,153.447673325339,Permise en tout temps
85,Rue Oliva-Turgeon,,0,50,0,90,OLIVA-TURGEON,Rue,Locale,50,Pas de sens unique,43027,1182,117.266047337052,Interdite en tout temps
6217,,,27,0,55,0,PRIVEE,EntrÃ©e,Chemin privÃ©,50,Pas de sens unique,43027,1183,39.4434073615132,Interdite en tout temps
1648,Rue de l'Union,,344,0,346,0,UNION,Rue,Locale,50,Pas de sens unique,43027,1184,116.693015975076,Interdite en tout temps
1542,Rue Bowen Sud,,958,0,964,0,BOWEN S.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1185,88.9324019111287,Permise en tout temps
859,Rue Thomas-Chapais,,3590,3591,3650,3641,THOMAS-CHAPAIS,Rue,Locale,50,Pas de sens unique,43027,1186,215.197782967025,Interdite en tout temps
658,Boulevard Bourque,112,0,6769,0,6805,BOURQUE,Boulevard,ArtÃ¨re,80,Pas de sens unique,43027,1187,276.775181919811,Permise en tout temps
7687,Boulevard Industriel,220,3820,3815,3880,3885,INDUSTRIEL,Boulevard,ArtÃ¨re,50,Pas de sens unique,43027,1188,256.654746156268,Permise en tout temps
6750,Rue Chicoyne,,715,714,905,904,CHICOYNE,Rue,Locale,50,Pas de sens unique,43027,1189,558.716547917943,Interdite en tout temps
7191,Rue du Mont-Brome,,831,0,885,0,MONT-BROME,Rue,Locale,50,Pas de sens unique,43027,1190,56.2431881208298,Interdite en tout temps
2148,Rue de Courville,,1666,1663,1670,1667,COURVILLE,Rue,Locale,50,Pas de sens unique,43027,1191,151.211259038055,Interdite en tout temps
1097,Rue Papineau,,549,550,553,570,PAPINEAU,Rue,Collectrice,50,Pas de sens unique,43027,1192,78.3083946165871,Interdite en tout temps
4117,Rue de la Brise,,53,54,113,122,BRISE,Rue,Locale,50,Pas de sens unique,43027,1193,311.175465853646,Permise en tout temps
6469,Chemin du Domaine,,90,91,92,99,DOMAINE,Chemin,Chemin privÃ©,50,Pas de sens unique,43027,1194,224.472685869319,Interdite en tout temps
1397,Rue Barton,,305,300,305,310,BARTON,Rue,Locale,50,Pas de sens unique,43027,1195,262.968662897853,Interdite en tout temps
1277,Rue Argenson,,2590,2551,2594,2605,ARGENSON,Rue,Locale,50,Pas de sens unique,43027,1196,284.27275912891,Interdite en tout temps
3740,Rue d'Anjou,,1820,0,1820,0,ANJOU,Rue,Locale,50,Pas de sens unique,43027,1197,44.7311923707055,Interdite en tout temps
4583,Rue Pariseau,,324,295,370,341,PARISEAU,Rue,Locale,50,Pas de sens unique,43027,1198,247.968327774885,Interdite en tout temps
3063,Chemin LalibertÃ©,,0,2965,0,2965,LALIBERTE,Chemin,Collectrice,70,Pas de sens unique,43027,1199,67.7773990067736,Interdite en tout temps
275,Rue Galt Est,,1715,1704,1735,1704,GALT E.,Rue,ArtÃ¨re,50,Pas de sens unique,43027,1200,158.332133526492,Permise en tout temps
7481,Boulevard Bourque,112,0,7269,0,7269,BOURQUE,Boulevard,ArtÃ¨re,70,Pas de sens unique,43027,1201,36.7061381894931,Avec restrictions
7497,Rue Leonardo-Da Vinci,,957,956,1065,1072,LEONARDO-DA VINCI,Rue,Locale,50,Pas de sens unique,43027,1202,677.441698100502,Interdite en tout temps
4369,Rue Rostand,,855,850,995,990,ROSTAND,Rue,Locale,50,Pas de sens unique,43027,1203,532.362269551235,Interdite en tout temps
6177,Rue Jasmin,,1660,1667,1706,1713,JASMIN,Rue,Locale,50,Pas de sens unique,43027,1204,513.135069607263,Interdite en tout temps
5562,Rue Dubonnet,,1755,1740,1785,1780,DUBONNET,Rue,Locale,50,Pas de sens unique,43027,1205,197.677634077993,Interdite en tout temps
4533,Chemin Desjardins,,0,446,0,448,DESJARDINS,Chemin,Locale,70,Pas de sens unique,43027,1206,2070.7915659724,Interdite en tout temps
5308,Rue Montcalm,,25,26,53,54,MONTCALM,Rue,Locale,50,Pas de sens unique,43027,1207,295.608813570723,Permise en tout temps
7489,Rue de la Futaie,,675,676,681,700,FUTAIE,Rue,Locale,50,Pas de sens unique,43027,1208,275.624087586396,Interdite en tout temps
435,Rue Rogeau,,456,455,500,615,ROGEAU,Rue,Locale,50,Pas de sens unique,43027,1209,229.197478710493,Interdite en tout temps
1045,Rue du Conseil,,763,752,809,800,CONSEIL,Rue,Collectrice,50,Pas de sens unique,43027,1210,118.009974230776,Interdite entre 22 h et 7 h
816,Rue Sideleau,,1075,1070,1121,1120,SIDELEAU,Rue,Locale,50,Pas de sens unique,43027,1211,203.400840830839,Interdite en tout temps
1824,Rue Desnoyers,,1150,0,1160,0,DESNOYERS,Rue,Locale,50,Pas de sens unique,43027,1212,125.504927576193,Interdite en tout temps
1592,Rue Dagenais,,0,1425,0,1461,DAGENAIS,Rue,Locale,50,Pas de sens unique,43027,1213,115.144293196734,Interdite en tout temps
5492,Rue Marini,,1578,1579,1660,1661,MARINI,Rue,Locale,50,Pas de sens unique,43027,1214,548.072504232865,Interdite en tout temps
1686,Rue LaRocque,,1520,1525,1650,1655,LAROCQUE,Rue,Locale,50,Pas de sens unique,43027,1215,373.89512089845,Interdite en tout temps
2604,Chemin Godin,,951,820,971,960,GODIN,Chemin,Collectrice,60,Pas de sens unique,43027,1216,300.142728961568,Interdite en tout temps
7705,Rue des Alpes,,2663,2666,2669,2676,ALPES,Rue,Locale,50,Pas de sens unique,43027,1217,91.5420584030806,Interdite en tout temps
1011,Rue des Jonquilles,,365,380,425,410,JONQUILLES,Rue,Locale,50,Pas de sens unique,43027,1218,192.125701401729,Interdite en tout temps
7337,Chemin Giroux,,515,510,579,560,GIROUX,Chemin,Locale,50,Pas de sens unique,43027,1219,1512.3103415813,Interdite en tout temps
824,Rue des Sables,,1440,1395,1440,1439,SABLES,Rue,Collectrice,50,Pas de sens unique,43027,1220,153.872937546461,Interdite en tout temps
5709,Rue Bonneville,,2519,2520,2551,2594,BONNEVILLE,Rue,Locale,50,Pas de sens unique,43027,1221,272.406049411184,Interdite en tout temps
4842,Rue Albert-Lozeau,,2190,2191,2254,2279,ALBERT-LOZEAU,Rue,Locale,50,Pas de sens unique,43027,1222,305.224210000237,Interdite en tout temps
6126,Rue Chartier,,75,20,111,64,CHARTIER,Rue,Locale,50,Pas de sens unique,43027,1223,359.088643095203,Interdite en tout temps
328,Rue Parker,,104,103,104,105,PARKER,Rue,Locale,50,Pas de sens unique,43027,1224,120.564686986675,Interdite en tout temps
1721,Rue Lalemant,,1400,1435,1402,1437,LALEMANT,Rue,Locale,50,Pas de sens unique,43027,1225,111.092314211541,Interdite en tout temps
3038,Chemin des PÃ¨lerins,,1329,1310,1443,1448,PELERINS,Chemin,Collectrice,50,Pas de sens unique,43027,1226,298.615492589831,Interdite en tout temps
7272,Rue du Renard,,3385,3380,3525,3530,RENARD,Rue,Locale,50,Pas de sens unique,43027,1227,1349.96617698816,Interdite en tout temps
599,Rue Frenette,,5880,5879,5910,5901,FRENETTE,Rue,Locale,50,Pas de sens unique,43027,1228,129.735946475041,Interdite en tout temps
6943,Chemin Bibeau,,3823,3640,3823,3804,BIBEAU,Chemin,Locale,50,Pas de sens unique,43027,1229,634.753071047775,Interdite en tout temps
6780,Rue Marquette,,0,345,0,355,MARQUETTE,Rue,Locale,50,Pas de sens unique,43027,1230,39.8210550651157,Interdite en tout temps
6526,Rue Morineau,,1395,1400,1407,1408,MORINEAU,Rue,Locale,50,Pas de sens unique,43027,1231,114.176706118847,Interdite en tout temps
