ID,Lieu,Type,Arrondissement,Zone active,Latitude,Longitude,X,Y
8049,6585  Chemin de la Côte-des-Neiges,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.502457,-73.635765,294190.393233939,5040290.67159009
95,1000 Avenue Emile-Journault E H2M 2E7,Centre sportif,Ahuntsic-Cartierville,X,45.553505,-73.638084,294018.927014371,5045963.99455783
2464,4880 Avenue Van Horne   H4P 1P4,Centre sportif,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49274,-73.63841,293981.834306121,5039211.17041818
755,5319 Avenue Notre-Dame-de-Grâce,Centre sportif,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.477375,-73.616196,295715.61769475,5037500.90465972
2391,5354 Avenue Gatineau,Centre sportif,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.497143,-73.62223,295247.212221445,5039698.42590924
551,6445 Avenue de Monkland,Centre sportif,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.466396,-73.63202,294476.468811635,5036282.72030686
3072,707 75e  Avenue H8R 3Y2,Centre sportif,LaSalle,X,45.42062,-73.63029,294603.506302444,5031195.44350248
87,2980 / 3000 Rue Viau   H1V 3J3,Centre sportif,Mercier–Hochelaga-Maisonneuve,X,45.561455,-73.55018,300882.689031245,5046839.4406816
2639,"12630 Boulevard Gouin Est, Montréal, H1C 1B9",Centre sportif,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.691822,-73.51986,303253.215062544,5061326.47166691
2621,7000 Boulevard Maurice-Duplessis,Centre sportif,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.61951,-73.610085,296215.04946061,5053295.89036131
110,1600 Rue De Drucourt H2G 1N6,Centre sportif,Rosemont–La Petite-Patrie,X,45.541126,-73.5954,297349.896061408,5044583.45187097
560,3430 Rue de Bellechasse H1X 3C8,Centre sportif,Rosemont–La Petite-Patrie,X,45.555515,-73.58022,298536.951030249,5046181.22450447
849,2385 BOUL THIMENS,Centre sportif,Saint-Laurent,X,45.505657,-73.7024,288983.974408053,5040657.25023334
3151,"7655, rue Colbert Saint-Léonard H1S 2Y7 ",Centre sportif,Saint-Léonard,X,45.57235,-73.59208,297613.147297911,5048053.12033397
263,1055 Rue d'Hibernia H3K 2V3,Centre sportif,Le Sud-Ouest,X,45.47963,-73.56341,299842.706207456,5037746.89109779
2463,"1825 Notre-Dame, Montréal, H3J 2Y4",Centre sportif,Le Sud-Ouest,X,45.488167,-73.56899,299407.285170645,5038695.96829553
154,5485 Chemin de la Côte-Saint-Paul H4C 1X3,Centre sportif,Le Sud-Ouest,X,45.466324,-73.595764,297311.559571612,5036270.70169139
8615,3180 Rue Bélanger  H1Y 1B5,Centre sportif,Villeray–Saint-Michel–Parc-Extension,X,45.55614,-73.59475,297402.626399756,5046251.91832323
455,8000 Rue De Normanville   H2E 1Z6,Centre sportif,Villeray–Saint-Michel–Parc-Extension,X,45.54839,-73.621376,295322.564368257,5045393.44867831
631,9235 avenue Papineau,Centre sportif,Villeray–Saint-Michel–Parc-Extension,X,45.56291,-73.6289,294737.657558938,5047007.99426426
977,"10100 avenue Larose, H2B 3C7",Chalet,Ahuntsic-Cartierville,X,45.57719,-73.64305,293635.893171614,5048596.82808489
1327,12110 rue Grenet - Patinoire Bleu-Blanc-Bouge,Chalet,Ahuntsic-Cartierville,X,45.53053,-73.71746,287814.634775564,5043424.4817399
390,9900 avenue Hamel H2C 2W9 - Pavillon St-Paul,Chalet,Ahuntsic-Cartierville,X,45.560555,-73.65178,292951.077309296,5046749.40298618
320,"5111 RUE PARÉ, Montréal, QC H4P 1P4",Chalet,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.498363,-73.654236,292746.069309089,5039838.30919785
328,"6975 AVENUE DE CHESTER, MONTREAL, H4V 2Z7",Chalet,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.4663,-73.64928,293126.773624586,5036274.4136259
3844,801 RUE SAINT ANTOINE H8S 1T5,Chalet,Lachine,X,45.44007,-73.67075,291441.696245615,5033362.82885117
4134,"170 Avenue Orchard, Montréal, H8R 0A2 ",Chalet,LaSalle,X,45.422634,-73.64878,293156.893151923,5031421.76718615
179,"2315, rue Nicolet, Montréal, H1W 3Y2",Chalet,Mercier–Hochelaga-Maisonneuve,X,45.548054,-73.548515,301011.767283598,5045350.0874689
181,"3150 Rue Hochelaga / 2300 Rue Dézéry, Montréal, H1W 3W7 ",Chalet,Mercier–Hochelaga-Maisonneuve,X,45.542336,-73.551765,300757.585324309,5044714.7971267
31,"5005 rue Du Quesne, H1M 2J9",Chalet,Mercier–Hochelaga-Maisonneuve,X,45.58174,-73.55347,300627.356941246,5049093.91577843
3883,"10660, boulevard Saint-Michel Montréal  H1H 5H6",Chalet,Montréal-Nord,X,45.582287,-73.64829,293227.992906844,5049164.01037701
3897,"10958 Avenue Pelletier, Montréal Nord, QC H1H 3R8",Chalet,Montréal-Nord,X,45.59304,-73.63477,294285.05189064,5050357.15283382
3879,"10985 Avenue Alfred, Montréal-Nord, QC H1G 5B4",Chalet,Montréal-Nord,X,45.599487,-73.62343,295170.917571678,5051072.198659
3882,"11135 Avenue des Récollets, Montréal-Nord, QC H1H 4G6",Chalet,Montréal-Nord,X,45.592556,-73.6424,293689.652902627,5050304.39347714
3885,"11614, avenue Salk Montréal  H1G 4Y8",Chalet,Montréal-Nord,X,45.606087,-73.628784,294754.416640867,5051806.32955969
1339,"4975 Boulevard Gouin E, Montréal-Nord, QC H1G 6J9",Chalet,Montréal-Nord,X,45.60866,-73.63892,293964.270129223,5052093.59336652
3726,6100 rue Pascal Montréal  H1G 1T1,Chalet,Montréal-Nord,X,45.614643,-73.62634,294946.555103341,5052756.87668282
3751,"9432 Boulevard Gouin Ouest, H8Y 1T4 ",Chalet,Pierrefonds-Roxboro,X,45.506584,-73.76281,284263.728422336,5040773.93855968
3321,"4590 Rue des Cageux,  H9J 3N5",Chalet,Pierrefonds-Roxboro,X,45.457676,-73.8804,275049.383957198,5035375.58153892
3793,215 Chemin Du Cap-St-Jacques,Chalet,Pierrefonds-Roxboro,X,45.46347,-73.93782,270562.144583995,5036042.32095086
3795,205 chemin du Cap Saint-Jacques H9K 1C8,Chalet,Pierrefonds-Roxboro,X,45.461067,-73.92036,271926.1329037,5035767.98754647
1765,155 Rue Rose  H8Y 2B8,Chalet,Pierrefonds-Roxboro,X,45.509285,-73.78391,282616.011704976,5041079.71359219
3977,14899 Rue Oakwood  H9H 1Y1,Chalet,Pierrefonds-Roxboro,X,45.47585,-73.85554,277002.587618744,5037386.35391187
3983,"13209 Rue Desjardins,  H8Z 1A8",Chalet,Pierrefonds-Roxboro,X,45.511486,-73.848564,277565.178917949,5041344.20320641
3978,12800 Rue Brook  H8Z 1B8,Chalet,Pierrefonds-Roxboro,X,45.510323,-73.844,277921.230438238,5041213.42075632
891,"1301 RUE SHERBROOKE EST , MONTRÉAL ,",Chalet,Le Plateau-Mont-Royal,X,45.524193,-73.566025,299642.340152428,5042699.36291084
231,"5200 rue de Brébeuf, Montréal, H2J 1G8 ",Chalet,Le Plateau-Mont-Royal,X,45.53276,-73.58636,298054.859638576,5043652.92939537
1752,"12535 boul. Armand Bombardier, H1E 1W8",Chalet,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.63957,-73.59808,297153.984245284,5055524.00207977
766,13980 rue Notre Dame Est,Chalet,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.667343,-73.495834,305124.608086876,5058605.84047215
1304,"16240 Rue Bureau, Montreal, H1A 2B4",Chalet,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.698044,-73.479614,306387.576085393,5062017.95922474
2030,4235 Rue Viau E  H1T 3V2,Chalet,Rosemont–La Petite-Patrie,X,45.56555,-73.55509,300499.701409118,5047294.77630311
3481,"6020, Boul. Lavoisier Saint-Léonard H1P 2Y9",Chalet,Saint-Léonard,X,45.596073,-73.598366,297125.757371771,5050690.08889742
3482,"4550, rue de Compiègne Saint-Léonard H1R 1S5",Chalet,Saint-Léonard,X,45.578354,-73.60362,296713.311018327,5048721.45477828
3483,"4755, rue Valéry Saint-Léonard H1R 3L1",Chalet,Saint-Léonard,X,45.583878,-73.61012,296206.882194225,5049336.02380348
3479,"5200, Boul. Lavoisier Saint-Léonard H1R 1J3",Chalet,Saint-Léonard,X,45.589157,-73.60709,296444.108842397,5049922.37014673
9181,"6060, rue Honfleur Saint-Léonard H1P 1N5",Chalet,Saint-Léonard,X,45.592224,-73.58991,297784.991508778,5050261.56640303
3474,"7125, rue Liénart Saint-Léonard 	H1S 2X9",Chalet,Saint-Léonard,X,45.586533,-73.57214,299170.883569912,5049627.71251198
3487,7505 Boul. Provencher Saint-Léonard H1S 2V8,Chalet,Saint-Léonard,X,45.57227,-73.5919,297627.186131091,5048044.21367828
329,"5935 avenue de Montmagny, Montréal, H4E 2V6",Chalet,Le Sud-Ouest,X,45.457485,-73.60393,296671.73431722,5035289.2196192
3718,"3750 Boul Gaétan-Laberge, H4G 0A5",Chalet,Verdun,X,45.461414,-73.56272,299895.069563913,5035722.50727775
3412,"5550 Boulevard LaSalle, Verdun H4H 1N8",Chalet,Verdun,X,45.452045,-73.567474,299522.415713697,5034681.63524614
3427,6000 Boulevard LaSalle   H4H 1M7,Chalet,Verdun,X,45.446903,-73.57214,299156.944519216,5034110.52452167
3426,800 Rue Willibrord  H4G 2T9,Chalet,Verdun,X,45.459152,-73.57449,298974.380137904,5035471.91757445
387,"2325 Boulevard de Maisonneuve E, Montréal, H2K 2E6",Chalet,Ville-Marie,X,45.528275,-73.54949,300934.280567282,5043152.07034702
251,"2455 Rue Larivière, Montréal, H2K 1R3",Chalet,Ville-Marie,X,45.53329,-73.556244,300407.108470551,5043709.73985543
1747,"420 avenue Viger Est, Montréal, H2L 2N9",Chalet,Ville-Marie,X,45.51252,-73.554985,300503.861092983,5041401.48333406
203,"7833 Avenue des Érables, H2E 2S1",Chalet,Villeray–Saint-Michel–Parc-Extension,X,45.554684,-73.61244,296021.296414828,5046091.8936395
1753,"7835 Avenue des Érables, H2E 2S1",Chalet,Villeray–Saint-Michel–Parc-Extension,X,45.554756,-73.61348,295940.110187761,5046100.00939388
757,"7920 boul.St-Laurent, Montréal,  H2R 2Y2",Chalet,Villeray–Saint-Michel–Parc-Extension,X,45.537792,-73.6288,294740.984343692,5044216.5828853
3755,"14905 Rue Sherbrooke E, Montréal, H1A 3X1",Chalet,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.68025,-73.507645,304204.450689989,5060040.26480715
3670,7275 Rue Sherbrooke E H1N 1E9,Cour Municipale,Mercier–Hochelaga-Maisonneuve,X,45.591976,-73.541922,301529.123757128,5050230.92845545
3106,"401 Boul St-Jean,Pointe-Claire, H9R 3J2",Cour Municipale,Pointe-Claire,X,45.4479,-73.816696,280027.31501088,5034267.57766068
3114,"820 Rue Saint-Germain, Montréal",Cour Municipale,Saint-Laurent,X,45.512417,-73.67794,290897.002209991,5041403.9677951
2,775 Rue Gosford H2Y 1A8,Cour Municipale,Ville-Marie,X,45.5097,-73.554285,300558.342321456,5041088.05769239
8700,4777 Av. Pierre-De Coubertin,Biodome,Mercier–Hochelaga-Maisonneuve,X,45.559791,-73.55055,300853.68842462,5046654.53579726
425,4101 Rue Sherbrooke Est,Jardin botanique,Rosemont–La Petite-Patrie,X,45.55497,-73.55522,300488.744599594,5046119.01083266
981,4101 rue Sherbrooke Est,Jardin botanique,Rosemont–La Petite-Patrie,X,45.556496,-73.55617,300414.692837586,5046288.64900879
92,4455 boulevard Pie-IX,Jardins d'expositions,Rosemont–La Petite-Patrie,X,45.55465,-73.55537,300477.008939712,5046083.45682006
37,4581 Rue Sherbrooke E H1X 2B1,Insectarium,Rosemont–La Petite-Patrie,X,45.561108,-73.570034,299332.749210755,5046802.03893923
2176,4581 Rue Sherbrooke Est,Insectarium,Rosemont–La Petite-Patrie,X,45.560997,-73.55675,300369.764775377,5046788.8841141
3420,7000 Boulevard LaSalle H4H 1R2,Grand potager,Verdun,X,45.440777,-73.57933,298593.84469226,5033430.27598124
1358,"160 Chemin du Tour de l'isle, Montréal, H3C 4W7",Biosphère,Ville-Marie,X,45.516155,-73.531555,302334.674253109,5041804.45718796
3337,350 MONTÉE DE L'ÉGLISE,Mairie,L'Île-Bizard–Sainte-Geneviève,X,45.487366,-73.88132,274993.086852279,5038675.36800629
3132,4555 Avenue de Verdun H4G 1M4,Mairie,Verdun,X,45.458973,-73.57333,299065.081806538,5035451.94195961
12,155 Rue Notre-Dame E Montréal,Mairie,Ville-Marie,X,45.507935,-73.55489,300510.935494153,5040891.94430164
1,275 Rue Notre-Dame E H2Y 1C6,Mairie,Ville-Marie,X,45.508835,-73.55414,300569.607364121,5040991.92206312
3341,490 Montée de l'Église,Maison de la culture,L'Île-Bizard–Sainte-Geneviève,X,45.488403,-73.88233,274914.685861892,5038790.98516633
3204,2801 Boulevard Saint-Joseph  H8S 4B7,Maison de la culture,Lachine,X,45.43343,-73.688736,290032.863762007,5032628.07624747
3839,2875 Boul. Saint Joseph   H8S 4B7,Maison de la culture,Lachine,X,45.433434,-73.689545,289969.566802783,5032628.66963121
3206,2901 Boulevard Saint-Joseph    H8S 4B7,Maison de la culture,Lachine,X,45.433365,-73.68991,289940.99026443,5032621.06909511
3209,7644 Rue Édouard    H8P 1T3,Maison de la culture,LaSalle,X,45.43007,-73.59456,297400.970205606,5032241.70422367
98,4200 Rue Ontario E H1V 1K1,Maison de la culture,Mercier–Hochelaga-Maisonneuve,X,45.551212,-73.540375,301647.545479898,5045700.68848914
811,8105 Rue Hochelaga H1L 2K9,Maison de la culture,Mercier–Hochelaga-Maisonneuve,X,45.595375,-73.52388,302936.925486676,5050608.08956685
3254,4255 place de l'Hôtel de Ville H1H 1S4,Maison de la culture,Montréal-Nord,X,45.594704,-73.63775,294052.865654732,5050542.47193128
4415,9665 Boulevard Gouin O H8Y 1R4,Maison de la culture,Pierrefonds-Roxboro,X,45.504486,-73.78449,282568.803049006,5040546.55845926
371,8000 Boulevard Gouin E H1E 1B5,Maison de la culture,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.64241,-73.59888,297092.008139805,5055839.69696707
3405,5160 Boulevard LaSalle H4G 2C1,Maison de la culture,Verdun,X,45.454124,-73.566154,299625.851686686,5034912.58770858
4153,100 Rue Sherbrooke Est,Maison de la culture,Ville-Marie,X,45.513374,-73.56861,299439.381067461,5041497.20807295
285,1210 rue Sherbrooke Est,Maison de la culture,Ville-Marie,X,45.522762,-73.56531,299698.064299076,5042540.28892689
8662,2550 Rue Ontario E H2K 1W7,Maison de la culture,Ville-Marie,X,45.532925,-73.5517,300761.98774444,5043668.93842303
8027,911 Rue Jean-Talon E  H2R 1V5,Maison de la culture,Villeray–Saint-Michel–Parc-Extension,X,45.54156,-73.61326,295955.217218784,5044633.49554817
7501,"7501 RUE FRANÇOIS-PERRAULT, MONTREAL, H2A1M1",Maison de la culture,Villeray–Saint-Michel–Parc-Extension,X,45.562168,-73.601328,296889.911074117,5046922.44690879
1320,"12225, rue Grenet, Montréal QC H4J 2N7",Musée,Ahuntsic-Cartierville,X,45.53018,-73.715805,287943.798954553,5043385.23709338
3841,1 Chemin du Musée H8S 4L9,Musée,Lachine,X,45.42942,-73.66819,291639.497793804,5032178.88128948
4128,1 Chemin du Musée  H8S 4L9,Musée,Lachine,X,45.43009,-73.666336,291784.723249099,5032253.03605621
996,4801 avenue Pierre-De-Coubertin,Musée,Mercier–Hochelaga-Maisonneuve,X,45.559605,-73.549706,300919.564581811,5046633.82416129
3781,163 Chemin du Cap St-Jacques,Musée,Pierrefonds-Roxboro,X,45.46859,-73.92382,271659.955124929,5036605.43714927
1303,"251, avenue des Pins Ouest, Montréal  H2W 1R6",Musée,Le Plateau-Mont-Royal,X,45.513103,-73.577515,298743.588829207,5041467.724614
884,14678 Rue Notre-Dame E  H1A 1W1,Musée,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.676006,-73.49308,305339.112202698,5059568.60733564
2454,4500 Boulevard Rosemont E  H1X 2B1,Musée,Rosemont–La Petite-Patrie,X,45.56414,-73.56927,299392.682247583,5047138.9383546
3400,7244 Boulevard LaSalle   H4H 1R4,Musée,Verdun,X,45.43763,-73.5827,298329.842734126,5033080.81786589
8252,1200 boul. Saint-Laurent,Musée,Ville-Marie,X,45.50925,-73.56317,299864.057281607,5041038.55654314
8698,"410 rue Saint-Nicolas, bureau 124, Vieux-Montréal H2Y 2P5",Musée,Ville-Marie,X,45.502083,-73.55605,300419.840135972,5040241.67102924
3074,1411 Rue Lapierre    H8N 2J4,Piscine,LaSalle,X,45.436947,-73.61017,296180.582553759,5033007.49387314
3182,"8600 Rue Hardy, Montréal, H8N 1S2 ",Piscine,LaSalle,X,45.433716,-73.63631,294134.847634221,5032651.56969986
101,1875 Avenue Morgan   H1V 2R1,Piscine,Mercier–Hochelaga-Maisonneuve,X,45.553352,-73.53836,301804.989075772,5045938.43263416
265,"3170 boul. Pierre-Bernard, H1L 4R4 ",Piscine,Mercier–Hochelaga-Maisonneuve,X,45.606163,-73.5261,302764.115295692,5051807.03990319
1078,"8850 Avenue Dubuisson, Montréal, H1L 2W6",Piscine,Mercier–Hochelaga-Maisonneuve,X,45.602318,-73.51661,303504.277581935,5051379.53840531
472,3950 Boulevard Saint-Laurent   H2W 1Y3,Piscine,Le Plateau-Mont-Royal,X,45.51646,-73.57878,298645.117658208,5041840.88661957
302,955 Rue Marie-Anne E  H2J 4G2,Piscine,Le Plateau-Mont-Royal,X,45.526207,-73.57794,298711.796078335,5042924.01497654
889,12515 Boulevard Rodolphe-Forget   H1C 1C1,Piscine,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.65122,-73.57915,298630.987773893,5056817.07290447
423,"13600 Rue Forsyth, Montréal, H1A 3W6 ",Piscine,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.664677,-73.505264,304389.818031003,5058309.56312176
00183C,6150 9e avenue,Piscine,Rosemont–La Petite-Patrie,X,45.551986,-73.582628,298348.546489101,5045789.23224299
376,7075 Rue Saint-Hubert   H1Z 3P6,Piscine,Rosemont–La Petite-Patrie,X,45.540333,-73.6119,296061.233251804,5044496.98857786
2302,"185 Rue du Square Sir George Étienne Cartier, Montréal, H4C 1L8",Piscine,Le Sud-Ouest,X,45.47218,-73.59087,297694.990583305,5036921.03367929
584,"4055 Rue Saint-Jacques, Montréal, H4C 1J3",Piscine,Le Sud-Ouest,X,45.477966,-73.58757,297953.714018277,5037563.7451049
474,"5925 avenue de Montmagny, Montréal,  H4E 2V6",Piscine,Le Sud-Ouest,X,45.45744,-73.604744,296608.065642558,5035284.30141431
334,"6071 Rue Laurendeau, Montréal, H4E 3X6",Piscine,Le Sud-Ouest,X,45.457577,-73.588745,297859.34988421,5035298.0203292
3404,"3910 Boul. Gaétan-Laberge, H4G 0A5 ",Piscine,Verdun,X,45.46271,-73.562515,299911.213313763,5035866.51887052
579,3030 Rue Villeray   H1X 0A1,Piscine,Villeray–Saint-Michel–Parc-Extension,X,45.560177,-73.603775,296698.601849649,5046701.42796413
337,400 Avenue Ball   H3N 1H6,Piscine,Villeray–Saint-Michel–Parc-Extension,X,45.53201,-73.63096,294571.244610147,5043574.29571917
312,4250 Rue du Parc-René-Goupil H3W 1J3,Piscine,Villeray–Saint-Michel–Parc-Extension,X,45.57806,-73.61124,296118.587382092,5048689.57834425
612,8200 Rue Rousselot   H1Z 3K5,Piscine,Villeray–Saint-Michel–Parc-Extension,X,45.55121,-73.622635,295224.736367874,5045706.98866723
