cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0102,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
50128,2015,2015,173827518.7,0,171392430,0,115300790,0,19032090,0,32669010,0,4390540,0,0.6727,0,0.111,0,0.1906,0,0.0256,0,132561,112386,106122,0,0.9426,0,1250,0,0,1059,0,0,88,87,63,Saint-Francois-du-Lac,1 @ 1 999,M,AR500,Nicolet-Yamaska,17,Centre-du-Quebec,1954
51008,2015,2015,194507621.06,0,193353440,0,123047680,0,23782976,0,44677696,0,1845088,0,0.6364,0,0.123,0,0.2311,0,0.0095,0,139301,112622,129241,0,0.8455,0,1178,0,0,953,0,0,71,82,92,Maskinonge,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,2298
51015,2015,2015,587373208.33,0,540024414,0,357004080,0,126061392,0,51945336,0,5013606,0,0.6611,0,0.2334,0,0.0962,0,0.0093,0,145201,96223,192708,0,1.4768,0,2138,0,0,1417,0,0,105,144,154,Louiseville,2 000 @ 9 999,V,AR510,Maskinonge,04,Mauricie,7351
51020,2015,2015,255021566.73,0,253059716,0,138638738,0,42806890,0,67850888,0,3763200,0,0.5478,0,0.1692,0,0.2681,0,0.0149,0,141894,116557,140818,0,1.1322,0,1607,0,0,1320,0,0,77,110,113,Yamachiche,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,2850
51025,2015,2015,94215283,0,93915900,0,54181900,0,5733500,0,33113300,0,887200,0,0.5769,0,0.061,0,0.3526,0,0.0094,0,117247,106027,113924,0,1.2032,0,1411,0,0,1276,0,0,95,111,122,Saint-Barnabe,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,1217
51030,2015,2015,36468300,0,36465900,0,13364400,0,542700,0,22455600,0,103200,0,0.3665,0,0.0149,0,0.6158,0,0.0028,0,113992,108509,155847,0,1.1549,0,1322,0,0,1258,0,0,130,107,88,Saint-Severe,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,303
51035,2015,2015,97364974.94,0,96548710,0,39871420,0,2693185,0,53343785,0,640320,0,0.413,0,0.0279,0,0.5525,0,0.0066,0,123166,117277,138499,0,0.9528,0,1174,0,0,1117,0,0,115,88,88,Saint-Leon-le-Grand,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,994
51040,2015,2015,115638785.25,0,114193625,0,73693250,0,4066375,0,33956750,0,2477250,0,0.6453,0,0.0356,0,0.2974,0,0.0217,0,133537,111100,125150,0,0.9808,0,1311,0,0,1091,0,0,104,91,79,Sainte-Ursule,1 @ 1 999,P,AR510,Maskinonge,04,Mauricie,1374
51045,2015,2015,102912287.6,0,102084700,0,56508600,0,3027100,0,40671100,0,1877900,0,0.5535,0,0.0297,0,0.3984,0,0.0184,0,125046,116298,101391,0,1.0966,0,1371,0,0,1275,0,0,84,101,105,Saint-Justin,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1041
51050,2015,2015,53673000,0,53673000,0,40243600,0,3606800,0,6028000,0,3794600,0,0.7498,0,0.0672,0,0.1123,0,0.0707,0,113506,105087,69435,0,1.2117,0,1375,0,0,1273,0,0,58,112,97,Saint-Edouard-de-Maskinonge,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,779
51055,2015,2015,44858424,0,44612594,0,31956802,0,4668452,0,6008012,0,1979328,0,0.7163,0,0.1046,0,0.1347,0,0.0444,0,109427,97079,69440,0,1.0658,0,1166,0,0,1035,0,0,58,99,229,Sainte-Angele-de-Premont,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,631
51060,2015,2015,117230392.24,0,116011269,0,66131047,0,20813622,0,27209407,0,1857193,0,0.57,0,0.1794,0,0.2345,0,0.016,0,111839,93435,113485,0,1.3592,0,1520,0,0,1270,0,0,94,126,161,Saint-Paulin,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1521
51065,2015,2015,340417448,0,338224600,0,265629200,0,34805100,0,3530200,0,34260100,0,0.7854,0,0.1029,0,0.0104,0,0.1013,0,121670,110496,94613,0,1.0227,0,1244,0,0,1130,0,0,52,100,101,Saint-Alexis-des-Monts,2 000 @ 9 999,P,AR510,Maskinonge,04,Mauricie,3022
51070,2015,2015,227663707.2,0,224624300,0,195189600,0,9616600,0,1026300,0,18791800,0,0.869,0,0.0428,0,0.0046,0,0.0837,0,167720,160270,90414,0,1.0194,0,1710,0,0,1634,0,0,75,94,79,Saint-Mathieu-du-Parc,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1384
51075,2015,2015,188666798.01,0,187795332,0,167523202,0,8857688,0,1846836,0,9567606,0,0.8921,0,0.0472,0,0.0098,0,0.0509,0,139549,131957,81851,0,1.0028,0,1399,0,0,1323,0,0,68,93,98,Saint-Elie-de-Caxton,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1977
51080,2015,2015,64504749.54,0,63302690,0,44819720,0,6194430,0,9766460,0,2522080,0,0.708,0,0.0979,0,0.1543,0,0.0398,0,112769,95235,79833,0,1.3874,0,1574,0,0,1330,0,0,66,128,113,Charette,1 @ 1 999,M,AR510,Maskinonge,04,Mauricie,1004
51085,2015,2015,357028665.67,0,352303920,0,299667534,0,21094926,0,14771844,0,16769616,0,0.8506,0,0.0599,0,0.0419,0,0.0476,0,163569,146205,118339,0,1.2125,0,2014,0,0,1800,0,0,65,118,116,Saint-Boniface,2 000 @ 9 999,M,AR510,Maskinonge,04,Mauricie,4579
51090,2015,2015,339006713.84,0,336819265,0,273892475,0,20410141,0,33442944,0,9073705,0,0.8132,0,0.0606,0,0.0993,0,0.0269,0,162285,148169,122651,0,1.1532,0,1870,0,0,1708,0,0,67,112,109,Saint-Etienne-des-Gres,2 000 @ 9 999,P,AR510,Maskinonge,04,Mauricie,4366
52007,2015,2015,1253598212.9,0,1229351600,0,1052589700,0,95942900,0,49061600,0,31757400,0,0.8562,0,0.078,0,0.0399,0,0.0258,0,214985,190076,218207,0,1.1041,0,2387,0,0,2110,0,0,86,101,92,Lavaltrie,10 000 @ 24 999,V,AR520,D'Autray,14,Lanaudiere,13605
52017,2015,2015,503948422.74,0,496948078,0,379444880,0,41061651,0,61154894,0,15286653,0,0.7636,0,0.0826,0,0.1231,0,0.0308,0,208164,184867,195480,0,0.7793,0,1642,0,0,1458,0,0,107,76,68,Lanoraie,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,4610
52030,2015,2015,211569223.6,0,207129292,0,83420112,0,7224935,0,115299848,0,1184397,0,0.4027,0,0.0349,0,0.5567,0,0.0057,0,169897,145361,263474,0,0.8188,0,1391,0,0,1190,0,0,219,76,74,Sainte-Elisabeth,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,1526
52035,2015,2015,390293726.4,0,373368600,0,229428868,0,128054726,0,2118960,0,13766046,0,0.6145,0,0.343,0,0.0057,0,0.0369,0,174465,105024,256603,0,1.4226,0,2482,0,0,1494,0,0,140,139,172,Berthierville,2 000 @ 9 999,V,AR520,D'Autray,14,Lanaudiere,4146
52040,2015,2015,258571062.4,0,249746200,0,169583400,0,17196000,0,58900500,0,4066300,0,0.679,0,0.0689,0,0.2358,0,0.0163,0,196029,172393,186425,0,0.91,0,1784,0,0,1569,0,0,102,89,75,Sainte-Genevieve-de-Berthier,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2404
52045,2015,2015,194334954,0,193859100,0,164779900,0,4458400,0,16964000,0,7656800,0,0.85,0,0.023,0,0.0875,0,0.0395,0,194447,173834,138910,0,0.8818,0,1715,0,0,1533,0,0,76,86,75,Saint-Ignace-de-Loyola,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2072
52050,2015,2015,81276400,0,81267000,0,56633100,0,380200,0,21826900,0,2426800,0,0.6969,0,0.0047,0,0.2686,0,0.0299,0,197943,182254,148858,0,0.7267,0,1438,0,0,1324,0,0,124,67,62,La Visitation-de-l'Ile-Dupas,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,612
52055,2015,2015,192250179.58,0,190502246.4,0,129685734.4,0,10931968,0,43729280,0,6155264,0,0.6808,0,0.0574,0,0.2295,0,0.0323,0,145372,128330,98945,0,1.1731,0,1705,0,0,1505,0,0,82,108,97,Saint-Barthelemy,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,1942
52062,2015,2015,230800383.62,0,229648580,0,123283405,0,10621583,0,89296529,0,6447063,0,0.5368,0,0.0463,0,0.3888,0,0.0281,0,154001,139495,152143,0,0.9042,0,1392,0,0,1261,0,0,127,84,84,Saint-Cuthbert,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,1773
52070,2015,2015,127765287.6,0,127244900,0,67628900,0,6096500,0,49575300,0,3944200,0,0.5315,0,0.0479,0,0.3896,0,0.031,0,164167,145297,170581,0,0.7226,0,1186,0,0,1050,0,0,142,67,61,Saint-Norbert,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,1041
52075,2015,2015,26357982,0,26357982,0,15074115,0,1962156,0,9157953,0,163758,0,0.5719,0,0.0744,0,0.3474,0,0.0062,0,164503,152148,166823,0,0.589,0,960,0,0,888,0,0,139,54,60,Saint-Cleophas-de-Brandon,1 @ 1 999,M,AR520,D'Autray,14,Lanaudiere,253
52080,2015,2015,158279339.39,0,151328430,0,123496659,0,24055416,0,0,0,3776355,0,0.8161,0,0.159,0,0,0,0.025,0,102996,77187,100177,0,2.0429,0,2136,0,0,1600,0,0,55,199,229,Saint-Gabriel,2 000 @ 9 999,V,AR520,D'Autray,14,Lanaudiere,2780
52085,2015,2015,312938305.89,0,309405408,0,239140616,0,12677600,0,37618464,0,19968728,0,0.7729,0,0.041,0,0.1216,0,0.0645,0,158718,150232,117513,0,0.8734,0,1386,0,0,1312,0,0,64,85,76,Saint-Gabriel-de-Brandon,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2607
52090,2015,2015,109539848.29,0,109179774,0,77141889,0,1230471,0,17287974,0,13519440,0,0.7066,0,0.0113,0,0.1583,0,0.1238,0,156547,147287,103242,0,1.0718,0,1682,0,0,1582,0,0,86,99,98,Saint-Didace,1 @ 1 999,P,AR520,D'Autray,14,Lanaudiere,586
52095,2015,2015,298810720.8,0,298272500,0,253130700,0,9764900,0,8935900,0,26441000,0,0.8487,0,0.0327,0,0.03,0,0.0886,0,140879,129954,92169,0,0.8943,0,1260,0,0,1162,0,0,50,87,88,Mandeville,2 000 @ 9 999,M,AR520,D'Autray,14,Lanaudiere,2087
53005,2015,2015,136472768.06,0,135577392,0,36905702,0,1092436,0,97212388,0,366866,0,0.2722,0,0.0081,0,0.717,0,0.0027,0,123039,113443,194406,0,0.958,0,1179,0,0,1087,0,0,162,89,80,Saint-David,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,848
53010,2015,2015,33756927.48,0,32769686.9,0,27950904,0,4045016,0,485027,0,288739.9,0,0.8529,0,0.1234,0,0.0148,0,0.0088,0,116309,103168,123200,0,1.7247,0,2006,0,0,1779,0,0,102,159,172,Massueville,1 @ 1 999,VL,AR530,Pierre-De Saurel,16,Monteregie,514
53015,2015,2015,105598852.8,0,105598852.8,0,21048820.8,0,1991920,0,82524064,0,34048,0,0.1993,0,0.0189,0,0.7815,0,0.0003,0,143723,138230,283107,0,1.1698,0,1681,0,0,1617,0,0,236,108,80,Saint-Aime,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,505
53020,2015,2015,181886819.97,0,180764689,0,106716225,0,10848397,0,60995949,0,2204118,0,0.5904,0,0.06,0,0.3374,0,0.0122,0,156286,146587,161104,0,0.9205,0,1439,0,0,1349,0,0,134,85,66,Saint-Robert,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,1818
53025,2015,2015,255557258.91,0,254898995,0,177236390,0,10852320,0,63391795,0,3418490,0,0.6953,0,0.0426,0,0.2487,0,0.0134,0,191872,168733,173142,0,0.8496,0,1637,0,0,1440,0,0,95,83,72,Sainte-Victoire-de-Sorel,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2497
53032,2015,2015,241189354.61,0,239059324,0,150340924,0,12786600,0,69137126,0,6794674,0,0.6289,0,0.0535,0,0.2892,0,0.0284,0,216643,181272,209366,0,0.7763,0,1682,0,0,1407,0,0,174,72,55,Saint-Ours,1 @ 1 999,V,AR530,Pierre-De Saurel,16,Monteregie,1684
53040,2015,2015,219621220.33,0,218591068,0,179726268,0,7409764,0,23291408,0,8163628,0,0.8222,0,0.0339,0,0.1066,0,0.0373,0,202407,182781,177831,0,0.9401,0,1915,0,0,1729,0,0,97,92,81,Saint-Roch-de-Richelieu,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2192
53050,2015,2015,201536661.05,0,198939750,0,64261119,0,134228082,0,0,0,450549,0,0.323,0,0.6747,0,0,0,0.0023,0,100775,67692,339287,0,1.1892,0,1198,0,0,805,0,0,282,110,152,Saint-Joseph-de-Sorel,1 @ 1 999,V,AR530,Pierre-De Saurel,16,Monteregie,1594
53052,2015,2015,2906498626.3,0,2734268364,0,2275845726,0,400440356,0,13031828,0,44950454,0,0.8323,0,0.1465,0,0.0048,0,0.0164,0,176853,129053,207637,0,1.3791,0,2444,0,0,1783,0,0,70,131,113,Sorel-Tracy,25 000 @ 99 999,V,AR530,Pierre-De Saurel,16,Monteregie,34967
53065,2015,2015,239790776.68,0,238155528,0,222578304,0,4003272,0,9502896,0,2071056,0,0.9346,0,0.0168,0,0.0399,0,0.0087,0,189778,173883,108996,0,1.1895,0,2321,0,0,2126,0,0,60,116,89,Sainte-Anne-de-Sorel,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2715
53072,2015,2015,169661346.4,0,168327300,0,104374000,0,4591800,0,57178500,0,2183000,0,0.6201,0,0.0273,0,0.3397,0,0.013,0,148143,124566,107585,0,1.1122,0,1653,0,0,1390,0,0,90,103,82,Yamaska,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,1555
53085,2015,2015,42735490,0,42724572,0,8524626,0,1165682,0,32948828,0,85436,0,0.1995,0,0.0273,0,0.7712,0,0.002,0,112202,109666,158868,0,0.7328,0,822,0,0,804,0,0,132,68,77,Saint-Gerard-Majella,1 @ 1 999,P,AR530,Pierre-De Saurel,16,Monteregie,267
54008,2015,2015,593690750.95,0,589196400,0,381947072,0,57530512,0,145281760,0,4437056,0,0.6483,0,0.0976,0,0.2466,0,0.0075,0,200593,165097,216596,0,0.8991,0,1816,0,0,1495,0,0,118,88,72,Saint-Pie,2 000 @ 9 999,V,AR540,Les Maskoutains,16,Monteregie,5664
54017,2015,2015,368073477.5,0,365911700,0,179306100,0,29195900,0,155857700,0,1552000,0,0.49,0,0.0798,0,0.4259,0,0.0042,0,213799,180005,285107,0,1.0851,0,2320,0,0,1953,0,0,156,106,99,Saint-Damase,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2524
54025,2015,2015,209652685.13,0,205943256,0,179433468,0,17888040,0,7803864,0,817884,0,0.8713,0,0.0869,0,0.0379,0,0.004,0,236855,181456,259150,0,1.0166,0,2408,0,0,1845,0,0,142,99,97,Sainte-Madeleine,2 000 @ 9 999,VL,AR540,Les Maskoutains,16,Monteregie,2375
54030,2015,2015,340546710,0,340217010,0,244396740,0,22079190,0,70107030,0,3634050,0,0.7184,0,0.0649,0,0.2061,0,0.0107,0,262370,221516,262565,0,0.7271,0,1908,0,0,1611,0,0,143,71,66,Sainte-Marie-Madeleine,2 000 @ 9 999,P,AR540,Les Maskoutains,16,Monteregie,2952
54035,2015,2015,401342122.5,0,398789300,0,205072500,0,19726100,0,170367900,0,3622800,0,0.5142,0,0.0495,0,0.4272,0,0.0091,0,268760,222130,317769,0,0.6147,0,1652,0,0,1365,0,0,174,60,61,La Presentation,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2541
54048,2015,2015,5968739825.2,0,5387176308,0,4016356430,0,1055147532,0,255717156,0,59955190,0,0.7455,0,0.1959,0,0.0475,0,0.0111,0,235595,151821,343525,0,1.0191,0,2401,0,0,1547,0,0,115,97,92,Saint-Hyacinthe,25 000 @ 99 999,V,AR540,Les Maskoutains,16,Monteregie,54627
54060,2015,2015,320650801.2,0,318130200,0,177901100,0,21133600,0,114334600,0,4760900,0,0.5592,0,0.0664,0,0.3594,0,0.015,0,210496,181152,261116,0,0.7591,0,1631,0,0,1403,0,0,143,74,78,Saint-Dominique,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2458
54065,2015,2015,242863251.7,0,241365800,0,107470688,0,18157880,0,114195432,0,1541800,0,0.4453,0,0.0752,0,0.4731,0,0.0064,0,189377,162614,232628,0,0.8574,0,1628,0,0,1398,0,0,194,79,72,Saint-Valerien-de-Milton,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1880
54072,2015,2015,319183664.63,0,316612182,0,190112598,0,24526410,0,98622066,0,3351108,0,0.6005,0,0.0775,0,0.3115,0,0.0106,0,206476,182310,249168,0,0.7452,0,1550,0,0,1369,0,0,136,73,72,Saint-Liboire,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,3057
54090,2015,2015,192572357.48,0,191910414,0,88460367,0,19941332,0,82747895,0,760820,0,0.4609,0,0.1039,0,0.4312,0,0.004,0,216847,186508,282364,0,0.8441,0,1843,0,0,1586,0,0,235,78,52,Saint-Simon,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1318
54095,2015,2015,229841266.91,0,228995406,0,112898292,0,31119282,0,83729556,0,1248276,0,0.493,0,0.1359,0,0.3656,0,0.0055,0,201898,170886,252851,0,0.89,0,1797,0,0,1521,0,0,210,82,71,Sainte-Helene-de-Bagot,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1736
54100,2015,2015,185105653.54,0,183688397,0,72981287,0,8567022,0,101185133,0,954955,0,0.3973,0,0.0466,0,0.5509,0,0.0052,0,166598,151594,229945,0,1.0029,0,1671,0,0,1520,0,0,191,93,73,Saint-Hugues,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1233
54105,2015,2015,154744397.86,0,154137038,0,58783996,0,4502350,0,90601698,0,248994,0,0.3814,0,0.0292,0,0.5878,0,0.0016,0,205255,189346,305819,0,0.7248,0,1488,0,0,1372,0,0,254,67,58,Saint-Barnabe-Sud,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,896
54110,2015,2015,158653126.45,0,157079223,0,68837578,0,5706715,0,78633393,0,3901537,0,0.4382,0,0.0363,0,0.5006,0,0.0248,0,173452,153534,182780,0,0.7507,0,1302,0,0,1153,0,0,152,69,74,Saint-Jude,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1279
54115,2015,2015,119243566.36,0,118809480,0,40076222,0,1705454,0,75549736,0,1478068,0,0.3373,0,0.0144,0,0.6359,0,0.0124,0,196788,178271,245357,0,0.6281,0,1239,0,0,1122,0,0,204,58,61,Saint-Bernard-de-Michaudville,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,534
54120,2015,2015,103363366.3,0,102932100,0,42556900,0,4136300,0,55529700,0,709200,0,0.4134,0,0.0402,0,0.5395,0,0.0069,0,143300,140183,185905,0,1.2067,0,1721,0,0,1684,0,0,155,112,108,Saint-Louis,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,782
54125,2015,2015,104556886.8,0,103735600,0,26174900,0,863900,0,76240000,0,456800,0,0.2523,0,0.0083,0,0.7349,0,0.0044,0,137798,132196,247179,0,0.741,0,1021,0,0,980,0,0,206,68,59,Saint-Marcel-de-Richelieu,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,538
55008,2015,2015,402371966.67,0,399777976,0,159064568,0,66250600,0,169274144,0,5188664,0,0.3979,0,0.1657,0,0.4234,0,0.013,0,199944,169395,314108,0,0.8658,0,1731,0,0,1467,0,0,172,84,63,Ange-Gardien,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2548
55015,2015,2015,373471023.7,0,371546500,0,221602800,0,21047800,0,124063700,0,4832200,0,0.5964,0,0.0566,0,0.3339,0,0.013,0,231885,193583,232403,0,0.8172,0,1895,0,0,1582,0,0,127,80,70,Saint-Paul-d'Abbotsford,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2776
55023,2015,2015,635211227.7,0,621378555,0,404996130,0,71745240,0,133571970,0,11065215,0,0.6518,0,0.1155,0,0.215,0,0.0178,0,220611,162065,267570,0,1.0484,0,2314,0,0,1700,0,0,146,102,120,Saint-Cesaire,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5861
55030,2015,2015,213076422.91,0,211434494,0,130058909,0,5718576,0,74088390,0,1568619,0,0.6151,0,0.027,0,0.3504,0,0.0074,0,215094,194195,252760,0,0.7554,0,1626,0,0,1468,0,0,210,70,67,Sainte-Angele-de-Monnoir,1 @ 1 999,M,AR550,Rouville,16,Monteregie,1902
55037,2015,2015,332388897.6,0,330726700,0,191819000,0,59800000,0,73894900,0,5212800,0,0.58,0,0.1808,0,0.2234,0,0.0158,0,218724,162727,223831,0,0.7293,0,1595,0,0,1187,0,0,122,71,90,Rougemont,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2817
55048,2015,2015,1060851615.4,0,1020967090,0,816238266,0,117187982,0,76282582,0,11258260,0,0.7995,0,0.1148,0,0.0747,0,0.011,0,230832,179063,262847,0,1.1049,0,2568,0,0,1992,0,0,103,101,101,Marieville,10 000 @ 24 999,V,AR550,Rouville,16,Monteregie,10799
55057,2015,2015,609885780.82,0,599894232,0,483839754,0,65811726,0,43464750,0,6778002,0,0.8065,0,0.1097,0,0.0725,0,0.0113,0,288713,202970,296637,0,0.9034,0,2608,0,0,1834,0,0,162,88,85,Richelieu,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5469
55065,2015,2015,538276530.78,0,535581498,0,433082004,0,19170798,0,76320684,0,7008012,0,0.8086,0,0.0358,0,0.1425,0,0.0131,0,271312,228508,272269,0,0.8857,0,2407,0,0,2027,0,0,149,86,78,Saint-Mathias-sur-Richelieu,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,4676
56005,2015,2015,247303683,0,247151718,0,220236786,0,12607947,0,5518161,0,8788824,0,0.8911,0,0.051,0,0.0223,0,0.0356,0,232996,204957,168005,0,1.0549,0,2485,0,0,2186,0,0,140,98,70,Venise-en-Quebec,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1636
56010,2015,2015,197328501.64,0,195915558,0,131548662,0,1946573,0,52809466,0,9610857,0,0.6715,0,0.0099,0,0.2696,0,0.0491,0,199302,184551,179553,0,0.8853,0,1800,0,0,1666,0,0,149,82,71,Saint-Georges-de-Clarenceville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1061
56015,2015,2015,184915694,0,184461464,0,116384335,0,7510039,0,54231251,0,6335839,0,0.6309,0,0.0407,0,0.294,0,0.0343,0,177058,155413,159136,0,0.9368,0,1659,0,0,1456,0,0,132,87,79,Noyan,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1310
56023,2015,2015,307138863.85,0,302099888,0,197665787,0,34342525,0,59914816,0,10176760,0,0.6543,0,0.1137,0,0.1983,0,0.0337,0,203228,171722,207246,0,0.9955,0,2023,0,0,1709,0,0,113,97,88,Lacolle,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2718
56030,2015,2015,112152600,0,112143100,0,29063500,0,2492000,0,80251900,0,335700,0,0.2592,0,0.0222,0,0.7156,0,0.003,0,192765,188078,457766,0,0.922,0,1777,0,0,1734,0,0,381,85,67,Saint-Valentin,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,461
56035,2015,2015,278117246,0,272642300,0,194504400,0,24957200,0,46032400,0,7148300,0,0.7134,0,0.0915,0,0.1688,0,0.0262,0,201228,185914,202857,0,0.873,0,1757,0,0,1623,0,0,169,81,81,Saint-Paul-de-l'Ile-aux-Noix,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1901
56042,2015,2015,205928730.14,0,204161472,0,99672480,0,15696864,0,87092448,0,1699680,0,0.4882,0,0.0769,0,0.4266,0,0.0083,0,179370,159934,232951,0,0.8485,0,1494,0,0,1332,0,0,194,78,67,Henryville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1445
56050,2015,2015,145985637.2,0,145182312,0,38893833,0,11647647,0,94245624,0,395208,0,0.2679,0,0.0802,0,0.6492,0,0.0027,0,189285,177599,375284,0,0.5826,0,1103,0,0,1035,0,0,312,54,55,Saint-Sebastien,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,759
56055,2015,2015,302037140.92,0,299528572,0,165902632,0,8937306,0,122299002,0,2389632,0,0.5539,0,0.0298,0,0.4083,0,0.008,0,204054,193282,280443,0,0.6469,0,1327,0,0,1257,0,0,153,63,50,Saint-Alexandre,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2560
56060,2015,2015,254294265.2,0,252624028,0,170864023,0,15729437,0,63914517,0,2116051,0,0.6764,0,0.0623,0,0.253,0,0.0084,0,208289,201606,225638,0,0.9478,0,1974,0,0,1911,0,0,123,92,83,Sainte-Anne-de-Sabrevois,2 000 @ 9 999,P,AR560,Le Haut-Richelieu,16,Monteregie,2110
56065,2015,2015,316757785.8,0,314229200,0,174909600,0,6893700,0,129525100,0,2900800,0,0.5566,0,0.0219,0,0.4122,0,0.0092,0,216250,211529,263965,0,0.5542,0,1198,0,0,1172,0,0,220,51,49,Saint-Blaise-sur-Richelieu,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1878
56083,2015,2015,10336572865,0,9745054444.7,0,8044918560,0,1293166174.7,0,210036015,0,196933695,0,0.8255,0,0.1327,0,0.0216,0,0.0202,0,261788,189820,312737,0,1.0208,0,2730,0,0,1979,0,0,105,97,88,Saint-Jean-sur-Richelieu,25 000 @ 99 999,V,AR560,Le Haut-Richelieu,16,Monteregie,94860
56097,2015,2015,438820221.4,0,437009800,0,279139900,0,19310900,0,131420700,0,7138300,0,0.6387,0,0.0442,0,0.3007,0,0.0163,0,270914,249068,312550,0,0.5473,0,1483,0,0,1363,0,0,171,53,47,Mont-Saint-Gregoire,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,3140
56105,2015,2015,225105289.64,0,222742572,0,95863645,0,14299176,0,107510561,0,5069190,0,0.4304,0,0.0642,0,0.4827,0,0.0228,0,216567,196994,323893,0,0.6738,0,1459,0,0,1327,0,0,269,62,58,Sainte-Brigide-d'Iberville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1394
57005,2015,2015,3293470993.4,0,3199302540,0,2797765215,0,326295795,0,13503525,0,61738005,0,0.8745,0,0.102,0,0.0042,0,0.0193,0,291672,247382,297513,0,0.8958,0,2664,0,0,2259,0,0,100,85,69,Chambly,25 000 @ 99 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,27985
57010,2015,2015,1424761606.2,0,1407029952,0,1257986352,0,29797206,0,58143876,0,61102518,0,0.8941,0,0.0212,0,0.0413,0,0.0434,0,420793,387850,278057,0,0.801,0,3371,0,0,3107,0,0,152,78,70,Carignan,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8649
