cod_pr,an_profil,an_donnee,PRC0350,PRC0150,PRC3250,PRC3150,PRC3050,PRC2450,PRC2550,PRC2650,PRC0250,PRC2150,PRC2750,PRC2850,PRC2950
PROV,2015,2014,0.0186,0.021,3629,5091,5757,2.0893,0.1392,0.1922,0.2056,0.6168,0.6389,0.0433,0.0692
