cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010102,POSTE_9061,POSTE_5428,POSTE_9682,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3022,RF12010101,PRC0300,PRC0301,PRC0100,PRC0102,PRC0101,PRC3200,PRC3202,PRC3201,PRC3203,PRC3100,PRC3102,PRC3101,PRC3103,PRC3000,PRC3002,PRC3001,PRC3003,PRC2400,PRC2500,PRC2600,PRC0200,PRC2100,PRC2700,PRC2800,PRC2900,PRN0300,PRN0200,PRN0100,POSTE_6805,POSTE_6833,POSTE_6825,POSTE_6827,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
53050,2015,2014,197123709.06,0,4802070,0,3622480,0,4657753,0,3622480,0,19465,0,31049,0,352439,0,4513508,0,8589011,0,0,0,0,601470,23996962,8638718,1832453,0.0228,0,0.0436,0,0,6119,0,0,0,7248,0,0,0,13853,0,0,0,2.7778,0.3934,0.1291,0.1461,0.6433,0.7777,0.0067,0.0757,0,0,0,0,0,0,0,Saint-Joseph-de-Sorel,1 @ 1 999,V,AR530,Pierre-De Saurel,16,Monteregie,1668
53052,2015,2014,2842312317.4,0,60328174,0,44572288,0,57033293,0,43254711,0,2403916,0,2797943,0,1688119,0,54108745,0,61518073,0,0,0,0,7030699,160846286,74166353,12488447,0.0182,0,0.0216,0,0,3202,0,0,0,3592,0,0,0,4274,0,0,0,2.1687,0.219,0.1233,0.1405,0.4996,0.7584,0.0491,0.0296,0,0,0,0,0,0,0,Sorel-Tracy,25 000 @ 99 999,V,AR530,Pierre-De Saurel,16,Monteregie,35212
53065,2015,2014,234736898.48,0,3536375,0,2944886,0,3487594,0,2944886,0,597,0,18490,0,249791,0,3193893,0,5291326,0,0,0,0,781785,17855357,7041511,660828,0.0136,0,0.0225,0,0,1356,0,0,0,1193,0,0,0,1977,0,0,0,2.5357,0.1895,0.2242,0.247,0.7219,0.8444,0.0053,0.0716,0,0,0,0,0,0,0,Sainte-Anne-de-Sorel,2 000 @ 9 999,M,AR530,Pierre-De Saurel,16,Monteregie,2656
53072,2015,2014,144211308.23,0,2778115,0,1729464,0,2778115,0,1729464,0,21459,0,16222,0,982694,0,2400955,0,3517955,0,0,0,0,1265536,16984899,6468455,698396,0.0165,0,0.0244,0,0,1099,0,0,0,1421,0,0,0,2100,0,0,0,2.6258,0.2514,0.4555,0.4411,0.7532,0.6225,0.0058,0.3537,0,0,0,0,0,0,0,Yamaska,1 @ 1 999,M,AR530,Pierre-De Saurel,16,Monteregie,1584
53085,2015,2014,42014700,0,678939,0,295479,0,351198,0,295479,0,9681,0,0,0,42993,0,369489,0,64908,0,0,0,0,1828,1323889,73620,239183,0.0086,0,0.0015,0,0,1111,0,0,0,1318,0,0,0,238,0,0,0,17.9827,0.681,0.0052,0.0061,0.4979,0.8413,0,0.1224,0,0,0,0,0,0,0,Saint-Gerard-Majella,1 @ 1 999,P,AR530,Pierre-De Saurel,16,Monteregie,280
54008,2015,2014,584715183.1,0,6548353,0,5504129,0,6548353,0,5504129,0,25925,0,50523,0,190695,0,6553174,0,11817726,0,0,0,0,1217372,31131445,12660280,1372073,0.0112,0,0.0202,0,0,2025,0,0,0,2352,0,0,0,4259,0,0,0,2.459,0.2095,0.1859,0.1987,0.6725,0.8405,0.0077,0.0291,0,0,0,0,0,0,0,Saint-Pie,2 000 @ 9 999,V,AR540,Les Maskoutains,16,Monteregie,5641
54017,2015,2014,317257092.34,0,4503983,0,3961250,0,4469963,0,3961250,0,9457,0,24573,0,77870,0,4653248,0,10106822,0,0,0,0,957220,27633193,9784248,3727532,0.0146,0,0.0319,0,0,3083,0,0,0,3521,0,0,0,7662,0,0,0,2.8243,0.8339,0.2141,0.2215,0.5906,0.8862,0.0055,0.0174,0,0,0,0,0,0,0,Saint-Damase,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2514
54025,2015,2014,204802972.27,0,2673441,0,2098367,0,2617788,0,2064158,0,96598,0,33990,0,91345,0,2604516,0,1558735,0,0,0,0,160077,9359154,2158114,867209,0.0122,0,0.0076,0,0,2610,0,0,0,3040,0,0,0,1889,0,0,0,4.3367,0.3313,0.0611,0.0713,0.5881,0.7885,0.013,0.0349,0,0,0,0,0,0,0,Sainte-Madeleine,2 000 @ 9 999,VL,AR540,Les Maskoutains,16,Monteregie,2417
54030,2015,2014,338385075,0,3434631,0,2561505,0,3277496,0,2561505,0,180672,0,1759,0,173367,0,3618397,0,819752,0,0,0,0,319921,11840023,2114840,1889300,0.0102,0,0.0024,0,0,1990,0,0,0,2624,0,0,0,626,0,0,0,5.5985,0.5764,0.0976,0.1021,0.4402,0.7815,0.0005,0.0529,0,0,0,0,0,0,0,Sainte-Marie-Madeleine,2 000 @ 9 999,P,AR540,Les Maskoutains,16,Monteregie,3010
54035,2015,2014,354540532.17,0,3062921,0,2562655,0,3062921,0,2562655,0,2561,0,17884,0,130801,0,3201946,0,3482230,0,0,0,0,627982,13674827,3786003,1148264,0.009,0,0.0098,0,0,2039,0,0,0,2511,0,0,0,2733,0,0,0,3.6119,0.3749,0.205,0.1979,0.67,0.8367,0.0058,0.0427,0,0,0,0,0,0,0,La Presentation,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2555
54048,2015,2014,5717858137,0,95435477,0,66144163,0,91495657,0,65764727,0,2115252,0,7122529,0,3820078,0,85148130,0,55950787,0,0,0,0,8045190,399846406,93520797,5389603,0.0145,0,0.0098,0,0,3872,0,0,0,4748,0,0,0,3199,0,0,0,4.2755,0.0589,0.0879,0.1102,0.6001,0.7188,0.0778,0.0418,0,0,0,0,0,0,0,Saint-Hyacinthe,25 000 @ 99 999,V,AR540,Les Maskoutains,16,Monteregie,54663
54060,2015,2014,299164457.87,0,3136377,0,2268489,0,2908678,0,2268489,0,26743,0,20686,0,151148,0,2982782,0,1620904,0,0,0,0,366407,13110800,2897345,980122,0.0099,0,0.0054,0,0,1853,0,0,0,2378,0,0,0,1304,0,0,0,4.5251,0.337,0.126,0.138,0.571,0.7799,0.0071,0.052,0,0,0,0,0,0,0,Saint-Dominique,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,2510
54065,2015,2014,231046294.9,0,2624180,0,2196876,0,2593750,0,2196876,0,13727,0,13900,0,159518,0,2317735,0,3589187,0,0,0,0,655702,14799297,4101642,849098,0.01,0,0.0155,0,0,2112,0,0,0,2174,0,0,0,3386,0,0,0,3.6081,0.3274,0.2528,0.2698,0.7372,0.847,0.0054,0.0615,0,0,0,0,0,0,0,Saint-Valerien-de-Milton,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1903
54072,2015,2014,311061333.8,0,2984738,0,2402160,0,2984738,0,2402160,0,2617,0,27233,0,84437,0,2773202,0,374015,0,0,0,0,173415,9656645,1016651,1693223,0.0089,0,0.0012,0,0,1887,0,0,0,2141,0,0,0,289,0,0,0,9.4985,0.5673,0.0581,0.0705,0.4989,0.8048,0.0091,0.0283,0,0,0,0,0,0,0,Saint-Liboire,2 000 @ 9 999,M,AR540,Les Maskoutains,16,Monteregie,3083
54090,2015,2014,193606732.36,0,2072638,0,1690935,0,1971253,0,1675755,0,14643,0,6658,0,87603,0,1866982,0,1312153,0,0,0,0,264021,9547842,1573307,1082319,0.0096,0,0.0068,0,0,2528,0,0,0,2720,0,0,0,1927,0,0,0,6.0686,0.5491,0.1339,0.1648,0.5692,0.8501,0.0034,0.0444,0,0,0,0,0,0,0,Saint-Simon,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1273
54095,2015,2014,222063167.2,0,2371146,0,1962280,0,2368523,0,1962280,0,6991,0,13322,0,156771,0,2403997,0,3590582,0,0,0,0,333274,16687055,4457190,1057970,0.0108,0,0.0162,0,0,2178,0,0,0,2591,0,0,0,3882,0,0,0,3.7439,0.4467,0.1407,0.1488,0.7668,0.8285,0.0056,0.0662,0,0,0,0,0,0,0,Sainte-Helene-de-Bagot,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1717
54100,2015,2014,190838741.21,0,2953658,0,1948431,0,2272960,0,1948431,0,13340,0,14266,0,105324,0,2354096,0,1737381,0,0,0,0,236818,9979813,2290656,578782,0.0123,0,0.0091,0,0,2445,0,0,0,2844,0,0,0,2111,0,0,0,4.3567,0.2546,0.1042,0.112,0.6531,0.8572,0.0063,0.0463,0,0,0,0,0,0,0,Saint-Hugues,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1265
54105,2015,2014,149398659.26,0,2133306,0,1208820,0,1396328,0,1208820,0,38006,0,3631,0,21340,0,1174007,0,300071,0,0,0,0,37536,5196344,1806821,641713,0.0076,0,0.002,0,0,2389,0,0,0,2193,0,0,0,579,0,0,0,2.876,0.4596,0.0269,0.0364,0.6283,0.8657,0.0026,0.0153,0,0,0,0,0,0,0,Saint-Barnabe-Sud,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,881
54110,2015,2014,158050915.94,0,4153640,0,1132282,0,4153640,0,1132282,0,95302,0,8426,0,2565077,0,4371112,0,1224380,0,0,0,0,312261,10142655,1930663,1351687,0.0271,0,0.0077,0,0,1307,0,0,0,4783,0,0,0,1370,0,0,0,5.2535,0.3254,0.0752,0.0763,0.5509,0.2726,0.002,0.6175,0,0,0,0,0,0,0,Saint-Jude,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,1265
54115,2015,2014,105716670.78,0,1538592,0,693737,0,958466,0,693737,0,14810,0,2210,0,203835,0,1038360,0,1522766,0,0,0,0,74069,7248831,3170982,480116,0.0097,0,0.0144,0,0,1436,0,0,0,2093,0,0,0,3114,0,0,0,2.286,0.5009,0.0773,0.0828,0.6828,0.7238,0.0023,0.2127,0,0,0,0,0,0,0,Saint-Bernard-de-Michaudville,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,531
54120,2015,2014,97276041.585,0,1624900,0,1251712,0,1567052,0,1251712,0,21817,0,4257,0,238129,0,1633363,0,2049054,0,0,0,0,380052,10177122,2969769,418977,0.0166,0,0.0211,0,0,2263,0,0,0,2847,0,0,0,3620,0,0,0,3.4269,0.2674,0.2425,0.2556,0.7122,0.7988,0.0027,0.152,0,0,0,0,0,0,0,Saint-Louis,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,791
54125,2015,2014,92509596.664,0,823756,0,720219,0,937078,0,720219,0,37177,0,6502,0,114724,0,1155170,0,1580913,0,0,0,0,117129,6443917,2468295,524684,0.0121,0,0.0171,0,0,1687,0,0,0,2547,0,0,0,3601,0,0,0,2.6107,0.5599,0.125,0.1315,0.75,0.7686,0.0069,0.1224,0,0,0,0,0,0,0,Saint-Marcel-de-Richelieu,1 @ 1 999,M,AR540,Les Maskoutains,16,Monteregie,539
55008,2015,2014,389437580.76,0,4163640,0,3445550,0,4098540,0,3445550,0,4588,0,18027,0,104559,0,3722631,0,6293475,0,0,0,0,644506,19867707,7690986,1355428,0.0095,0,0.0162,0,0,2709,0,0,0,2847,0,0,0,4819,0,0,0,2.5832,0.3307,0.1573,0.1829,0.6768,0.8407,0.0044,0.0255,0,0,0,0,0,0,0,Ange-Gardien,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2502
55015,2015,2014,356141749.32,0,3159756,0,2805519,0,3148756,0,2805519,0,283,0,16768,0,44079,0,3431484,0,669655,0,0,0,0,114008,7033740,1004233,269582,0.0096,0,0.0019,0,0,1749,0,0,0,2077,0,0,0,405,0,0,0,7.0041,0.0856,0.0362,0.0383,0.4787,0.891,0.0053,0.014,0,0,0,0,0,0,0,Saint-Paul-d'Abbotsford,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2792
55023,2015,2014,618062575.18,0,10705425,0,6874948,0,10705425,0,6874948,0,32123,0,155913,0,312575,0,9684776,0,4824428,0,0,0,0,944108,40495132,7475357,2207243,0.0156,0,0.0078,0,0,2912,0,0,0,3977,0,0,0,1988,0,0,0,5.4172,0.2062,0.0882,0.1055,0.6412,0.6422,0.0146,0.0292,0,0,0,0,0,0,0,Saint-Cesaire,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5979
55030,2015,2014,198104717.93,0,1901492,0,1703349,0,1889492,0,1703349,0,11950,0,10837,0,31769,0,1895117,0,262232,0,0,0,0,61563,5635309,324043,992897,0.0095,0,0.0013,0,0,2055,0,0,0,2157,0,0,0,300,0,0,0,17.3906,0.5255,0.0326,0.0379,0.5086,0.9015,0.0057,0.0168,0,0,0,0,0,0,0,Sainte-Angele-de-Monnoir,1 @ 1 999,M,AR550,Rouville,16,Monteregie,1896
55037,2015,2014,342261019.5,0,3469845,0,2594210,0,3249623,0,2594210,0,5466,0,12780,0,31784,0,3788284,0,440018,0,0,0,0,109903,23804008,1063205,1387854,0.0111,0,0.0013,0,0,1736,0,0,0,2452,0,0,0,285,0,0,0,22.3889,0.4271,0.0338,0.0379,0.5819,0.7983,0.0039,0.0098,0,0,0,0,0,0,0,Rougemont,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,2812
55048,2015,2014,1011405181.3,0,15582015,0,11831827,0,13711732,0,11831827,0,69318,0,386986,0,167588,0,14414348,0,21393053,0,0,0,0,5306731,66306164,28024135,3169214,0.0142,0,0.0212,0,0,2947,0,0,0,3414,0,0,0,5091,0,0,0,2.366,0.2311,0.387,0.3179,0.6491,0.8629,0.0282,0.0122,0,0,0,0,0,0,0,Marieville,10 000 @ 24 999,V,AR550,Rouville,16,Monteregie,10676
55057,2015,2014,591110355.7,0,7878334,0,5681911,0,7848183,0,5681911,0,444013,0,84684,0,704734,0,6815099,0,8510189,0,0,0,0,991277,29439554,11925527,4421882,0.0108,0,0.0144,0,0,2781,0,0,0,2862,0,0,0,3823,0,0,0,2.4686,0.5634,0.1263,0.1598,0.6729,0.724,0.0108,0.0898,0,0,0,0,0,0,0,Richelieu,2 000 @ 9 999,V,AR550,Rouville,16,Monteregie,5502
55065,2015,2014,523295798,0,6141352,0,4844354,0,5769453,0,4844354,0,35040,0,25695,0,204103,0,5520095,0,1840972,0,0,0,0,729702,16368544,3806295,1672927,0.0105,0,0.0035,0,0,2459,0,0,0,2608,0,0,0,875,0,0,0,4.3004,0.29,0.1265,0.1399,0.4792,0.8397,0.0045,0.0354,0,0,0,0,0,0,0,Saint-Mathias-sur-Richelieu,2 000 @ 9 999,M,AR550,Rouville,16,Monteregie,4692
56005,2015,2014,250264400,0,3755952,0,2734145,0,3297118,0,2734145,0,49784,0,1261,0,215262,0,3093453,0,5334167,0,0,0,0,1077876,22227743,6344177,1011293,0.0122,0,0.0213,0,0,1911,0,0,0,2052,0,0,0,3597,0,0,0,3.5036,0.3067,0.3269,0.3349,0.6946,0.8293,0.0004,0.0653,0,0,0,0,0,0,0,Venise-en-Quebec,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1640
56010,2015,2014,195979793.7,0,2452312,0,1765233,0,2051062,0,1765233,0,30992,0,12884,0,168616,0,1997742,0,1098554,0,0,0,0,414054,8918385,1919442,308416,0.01,0,0.0056,0,0,1614,0,0,0,1745,0,0,0,975,0,0,0,4.6463,0.1504,0.2019,0.2102,0.6157,0.8606,0.0063,0.0822,0,0,0,0,0,0,0,Saint-Georges-de-Clarenceville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1093
56015,2015,2014,181979934,0,2461110,0,1750922,0,2461110,0,1750922,0,9025,0,3420,0,613780,0,1825964,0,1858131,0,0,0,0,562075,8568489,5023472,988450,0.01,0,0.0102,0,0,1509,0,0,0,1535,0,0,0,1569,0,0,0,1.7057,0.4016,0.2284,0.2894,0.7986,0.7114,0.0014,0.2494,0,0,0,0,0,0,0,Noyan,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1342
56023,2015,2014,304408970,0,4025769,0,2967618,0,3818930,0,2967618,0,19602,0,48521,0,335970,0,3414047,0,3132531,0,0,0,0,436585,13363894,4012348,403560,0.0112,0,0.0103,0,0,1989,0,0,0,2201,0,0,0,2031,0,0,0,3.3307,0.1057,0.1143,0.1372,0.6511,0.7771,0.0127,0.088,0,0,0,0,0,0,0,Lacolle,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2738
56030,2015,2014,81192800,0,1295758,0,867816,0,1181374,0,867816,0,18066,0,0,0,211619,0,1332007,0,938147,0,0,0,0,209144,4677568,2027739,269659,0.0162,0,0.0116,0,0,3571,0,0,0,5341,0,0,0,3814,0,0,0,2.3068,0.2283,0.177,0.1665,0.6725,0.7346,0,0.1791,0,0,0,0,0,0,0,Saint-Valentin,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,478
56035,2015,2014,257792139.49,0,3606001,0,2319108,0,3404285,0,2319108,0,251580,0,50929,0,544910,0,3219741,0,5000737,0,0,0,0,1132828,19181146,8209642,949809,0.0115,0,0.0194,0,0,1731,0,0,0,2191,0,0,0,3691,0,0,0,2.3364,0.279,0.3328,0.3472,0.7748,0.6812,0.015,0.1601,0,0,0,0,0,0,0,Saint-Paul-de-l'Ile-aux-Noix,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1904
56042,2015,2014,208821375.57,0,2348384,0,1655766,0,2177911,0,1655766,0,19619,0,11289,0,257155,0,2115870,0,843165,0,0,0,0,819433,8748114,2288862,867645,0.01,0,0.004,0,0,1892,0,0,0,2319,0,0,0,933,0,0,0,3.822,0.3984,0.3762,0.3189,0.5612,0.7603,0.0052,0.1181,0,0,0,0,0,0,0,Henryville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1434
56050,2015,2014,147413555.55,0,1190572,0,810400,0,1190572,0,810400,0,24532,0,3585,0,0,0,1448615,0,287238,0,0,0,0,67769,2848812,478105,559975,0.0097,0,0.0019,0,0,2121,0,0,0,3587,0,0,0,724,0,0,0,5.9585,0.4703,0.0569,0.05,0.4871,0.6807,0.003,0,0,0,0,0,0,0,0,Saint-Sebastien,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,761
56055,2015,2014,308316944.4,0,2735705,0,1984323,0,2478867,0,1984323,0,7126,0,17274,0,112861,0,2481382,0,1910180,0,0,0,0,419765,9278050,2284506,900875,0.008,0,0.0062,0,0,1919,0,0,0,2352,0,0,0,1816,0,0,0,4.0613,0.3634,0.1693,0.1776,0.5548,0.8005,0.007,0.0455,0,0,0,0,0,0,0,Saint-Alexandre,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,2600
56060,2015,2014,245224679.44,0,2700303,0,2361355,0,2671783,0,2332835,0,0,0,17130,0,127024,0,2609288,0,4187410,0,0,0,0,1004836,15472860,6096236,1015059,0.0106,0,0.0171,0,0,2103,0,0,0,2273,0,0,0,3648,0,0,0,2.5381,0.3799,0.3761,0.348,0.747,0.8731,0.0064,0.0475,0,0,0,0,0,0,0,Sainte-Anne-de-Sabrevois,2 000 @ 9 999,P,AR560,Le Haut-Richelieu,16,Monteregie,2095
56065,2015,2014,254562586.55,0,2646753,0,2111445,0,2635301,0,2111445,0,12669,0,16880,0,162141,0,2553264,0,1528483,0,0,0,0,183478,7507200,1863673,575257,0.01,0,0.006,0,0,1782,0,0,0,2066,0,0,0,1243,0,0,0,4.0282,0.2183,0.0696,0.0829,0.5899,0.8012,0.0064,0.0615,0,0,0,0,0,0,0,Saint-Blaise-sur-Richelieu,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1819
56083,2015,2014,9912706378.5,0,186684612,0,115937170,0,161463271,0,114053537,0,317363,0,7349167,0,8424125,0,153523028,0,157665850,0,0,0,0,27366511,546954665,207903285,21905561,0.0155,0,0.0159,0,0,3539,0,0,0,4340,0,0,0,4466,0,0,0,2.6308,0.1357,0.1695,0.1806,0.6413,0.7064,0.0455,0.0522,0,0,0,0,0,0,0,Saint-Jean-sur-Richelieu,25 000 @ 99 999,V,AR560,Le Haut-Richelieu,16,Monteregie,94636
56097,2015,2014,403347008.59,0,3142553,0,2168932,0,2638550,0,2168932,0,67676,0,10830,0,66404,0,2906714,0,901830,0,0,0,0,288050,8452723,1342407,472494,0.007,0,0.0022,0,0,1580,0,0,0,2041,0,0,0,648,0,0,0,6.2967,0.1791,0.1092,0.1044,0.7227,0.822,0.0041,0.0252,0,0,0,0,0,0,0,Mont-Saint-Gregoire,2 000 @ 9 999,M,AR560,Le Haut-Richelieu,16,Monteregie,3133
56105,2015,2014,227266472.62,0,1910219,0,1454500,0,1904515,0,1454500,0,56592,0,14396,0,208579,0,1905864,0,2106523,0,0,0,0,469015,9449012,2382929,741092,0.0081,0,0.0093,0,0,2102,0,0,0,2605,0,0,0,2967,0,0,0,3.9653,0.3891,0.2463,0.2417,0.7249,0.7637,0.0076,0.1095,0,0,0,0,0,0,0,Sainte-Brigide-d'Iberville,1 @ 1 999,M,AR560,Le Haut-Richelieu,16,Monteregie,1377
57005,2015,2014,3023188797.1,0,49145496,0,32681427,0,48615543,0,31935064,0,1244972,0,722259,0,3449167,0,42882741,0,63783680,0,0,0,0,18519673,182011403,72104517,13548864,0.0138,0,0.0211,0,0,3029,0,0,0,3482,0,0,0,5334,0,0,0,2.5243,0.2787,0.3809,0.357,0.6347,0.6569,0.0149,0.0709,0,0,0,0,0,0,0,Chambly,25 000 @ 99 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,27766
57010,2015,2014,1299633809.3,0,15437308,0,11543218,0,14859962,0,11543218,0,269438,0,79488,0,672010,0,13287241,0,27203554,0,0,0,0,3831186,80524762,34015859,3540352,0.01,0,0.0209,0,0,2391,0,0,0,2388,0,0,0,4990,0,0,0,2.3673,0.2382,0.2578,0.2805,0.7783,0.7768,0.0053,0.0452,0,0,0,0,0,0,0,Carignan,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8356
57020,2015,2014,1838105592.6,0,24604687,0,18362159,0,24184186,0,18362159,0,1490649,0,162729,0,1139330,0,26036888,0,34514988,0,0,0,0,10417464,94406926,43269842,3178784,0.0134,0,0.0188,0,0,2576,0,0,0,2576,0,0,0,3622,0,0,0,2.1818,0.1314,0.4308,0.3518,0.5981,0.7593,0.0067,0.0471,0,0,0,0,0,0,0,Saint-Basile-le-Grand,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,17065
57025,2015,2014,580501862.2,0,8632894,0,5548171,0,7977533,0,5548171,0,936012,0,180352,0,458968,0,8982460,0,9174831,0,0,0,0,1339552,35488742,15464791,2419841,0.0139,0,0.0158,0,0,3012,0,0,0,4208,0,0,0,4799,0,0,0,2.2948,0.3033,0.1679,0.1806,0.6154,0.6955,0.0226,0.0575,0,0,0,0,0,0,0,McMasterville,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,5746
57030,2015,2014,884234301.68,0,12627406,0,9627370,0,12642085,0,9627370,0,1216863,0,86668,0,567781,0,11803975,0,9835553,0,0,0,0,1606035,38117284,8930613,4124270,0.012,0,0.0111,0,0,2979,0,0,0,3225,0,0,0,2996,0,0,0,4.2682,0.3262,0.127,0.1554,0.5903,0.7615,0.0069,0.0449,0,0,0,0,0,0,0,Otterburn Park,2 000 @ 9 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,8470
57033,2015,2014,363727685.55,0,4632392,0,3736597,0,4585289,0,3736597,0,13455,0,37769,0,96933,0,5269614,0,4995023,0,0,0,0,423107,15820464,6232674,607321,0.0145,0,0.0137,0,0,1820,0,0,0,2525,0,0,0,2399,0,0,0,2.5383,0.1324,0.0923,0.0901,0.5664,0.8149,0.0082,0.0211,0,0,0,0,0,0,0,Saint-Jean-Baptiste,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,3254
57035,2015,2014,2751914454.9,0,35921900,0,25196947,0,35069682,0,25172760,0,2184354,0,410205,0,2672740,0,34611569,0,52407419,0,0,0,0,6028146,156656258,61582606,8965402,0.0118,0,0.019,0,0,3326,0,0,0,3976,0,0,0,6426,0,0,0,2.5438,0.2556,0.1719,0.1942,0.6892,0.7178,0.0117,0.0762,0,0,0,0,0,0,0,Mont-Saint-Hilaire,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,18818
57040,2015,2014,2496630885.5,0,41901889,0,31797168,0,41264629,0,31797168,0,2000885,0,729275,0,1343504,0,39004187,0,55180732,0,0,0,0,7769291,153828702,61384695,7425780,0.0148,0,0.0221,0,0,4004,0,0,0,4391,0,0,0,6548,0,0,0,2.506,0.18,0.1883,0.2139,0.676,0.7706,0.0177,0.0326,0,0,0,0,0,0,0,Beloeil,10 000 @ 24 999,V,AR570,La Vallee-du-Richelieu,16,Monteregie,21682
57045,2015,2014,493939845,0,7386731,0,4731647,0,7200055,0,4731647,0,267739,0,0,0,1278625,0,5160507,0,17426552,0,0,0,0,2171364,44651223,24846990,1334239,0.0099,0,0.0353,0,0,3330,0,0,0,3370,0,0,0,12002,0,0,0,1.797,0.1853,0.3016,0.3854,0.8039,0.6572,0,0.1776,0,0,0,0,0,0,0,Saint-Mathieu-de-Beloeil,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2688
57050,2015,2014,332047760.4,0,3706976,0,2816564,0,3566157,0,2816564,0,140112,0,16420,0,426538,0,3416080,0,7205400,0,0,0,0,1446610,29832605,12392819,783629,0.0099,0,0.0217,0,0,2519,0,0,0,2836,0,0,0,6238,0,0,0,2.4072,0.2197,0.4056,0.4044,0.7743,0.7898,0.0046,0.1196,0,0,0,0,0,0,0,Saint-Marc-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2141
57057,2015,2014,290337323.29,0,3332448,0,2069365,0,3217697,0,2069365,0,179748,0,5297,0,451186,0,2882128,0,4014589,0,0,0,0,1253565,27061231,8942029,1574217,0.0093,0,0.0138,0,0,1938,0,0,0,2472,0,0,0,3673,0,0,0,3.0263,0.4892,0.3896,0.4155,0.7639,0.6431,0.0016,0.1402,0,0,0,0,0,0,0,Saint-Charles-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1677
57068,2015,2014,353980127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint-Denis-sur-Richelieu,2 000 @ 9 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,2343
57075,2015,2014,265036510.64,0,3239252,0,2149398,0,3117176,0,2149398,0,218488,0,7852,0,472354,0,2757182,0,3726485,0,0,0,0,802032,15994063,5609244,806370,0.0096,0,0.0141,0,0,2220,0,0,0,2567,0,0,0,3768,0,0,0,2.8514,0.2587,0.2573,0.3058,0.6847,0.6895,0.0025,0.1515,0,0,0,0,0,0,0,Saint-Antoine-sur-Richelieu,1 @ 1 999,M,AR570,La Vallee-du-Richelieu,16,Monteregie,1719
58007,2015,2014,11282233049,0,157009891,0,132053533,0,156493665,0,132053533,0,728467,0,1046392,0,3841589,0,152387047,0,230982285,0,0,0,0,19446670,567943244,197240928,46729696,0.0134,0,0.0205,0,0,4528,0,0,0,5131,0,0,0,7814,0,0,0,2.8794,0.2986,0.1243,0.1316,0.7035,0.8438,0.0067,0.0245,0,0,0,0,0,0,0,Brossard,25 000 @ 99 999,V,AR581,Hors MRC - Longueuil,16,Monteregie,83410
