ï»¿OBJECTID,MUNICIPALITE,TOPONYME,SUPERFICIE,SHAPE.STArea(),SHAPE.STLength()
1,86042,Ville de Rouyn-Noranda,6488696228.77149,6482580020.1368,419687.756627394
