"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1150","RFU1300","RFU1350","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg" 
15035,Clermont,V,3137,1.02,144421494.00,32803710.00,13447170.00,74937798.60,1816008.00,2283066.00,269709246.60,0.00,269709246.60,0.00,0.00,0.00,0.00,223176.00,191760.00,0.00,5539008.00,0.00,0.00,3225743.88,0.00,0.00,278888934.48,02,2 000 @ 9 999,AR150,Charlevoix-Est,,,03,Capitale-Nationale
15058,Saint-Siméon,M,1177,1.18,67716306.00,12196126.00,37634566.00,30943671.00,2420180.00,6549826.00,157460675.00,0.00,157460675.00,0.00,0.00,0.00,0.00,98648.00,0.00,20886.00,3146352.00,0.00,0.00,1203491.20,0.00,0.00,161930052.20,01,1 @ 1 999,AR150,Charlevoix-Est,,,03,Capitale-Nationale
15065,Baie-Sainte-Catherine,M,175,1.20,11677680.00,838920.00,6765240.00,5298852.00,491760.00,446400.00,25518852.00,0.00,25518852.00,0.00,0.00,0.00,0.00,338400.00,691680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26548932.00,01,1 @ 1 999,AR150,Charlevoix-Est,,,03,Capitale-Nationale
16005,Petite-Rivière-Saint-François,M,960,1.15,195736210.00,25168210.00,20935520.00,225186215.00,1262010.00,99283755.00,567571920.00,0.00,567571920.00,0.00,0.00,0.00,0.00,0.00,129835.00,103615.00,0.00,0.00,0.00,1432605.60,0.00,0.00,569237975.60,01,1 @ 1 999,AR160,Charlevoix,,,03,Capitale-Nationale
16013,Baie-Saint-Paul,V,7257,1.08,606156912.00,160908120.00,105819372.00,235440108.00,43344936.00,87071328.00,1238740776.00,115537.32,1238625238.68,0.00,0.00,0.00,0.00,0.00,3996.00,2554848.00,210766860.00,0.00,0.00,7950474.00,18488316.96,0.00,1478389733.64,02,2 000 @ 9 999,AR160,Charlevoix,,,03,Capitale-Nationale
16023,L'Isle-aux-Coudres,M,1098,1.02,108978228.00,15248082.00,10106262.00,33459774.00,8352678.00,8929590.00,185074614.00,35713.26,185038900.74,100.00,35713.26,34680.00,0.00,0.00,142086.00,16524.00,25806.00,0.00,0.00,2073017.40,0.00,0.00,187366727.40,01,1 @ 1 999,AR160,Charlevoix,,,03,Capitale-Nationale
16048,Les Éboulements,M,1463,1.01,176546586.00,20276053.00,40606747.00,57674434.00,41812990.00,46430306.00,383347116.00,138331.62,383208784.38,100.00,138331.62,0.00,0.00,0.00,331280.00,0.00,0.00,0.00,0.00,1331414.32,0.00,0.00,385009810.32,01,1 @ 1 999,AR160,Charlevoix,,,03,Capitale-Nationale
16050,Saint-Hilarion,P,1159,0.97,75865349.00,7002430.00,11297978.00,10986317.00,25366858.00,5340820.00,135859752.00,0.00,135859752.00,0.00,0.00,0.00,0.00,0.00,84778.00,0.00,110580.00,0.00,0.00,1049291.68,318.16,0.00,137104719.84,01,1 @ 1 999,AR160,Charlevoix,,,03,Capitale-Nationale
16055,Saint-Urbain,P,1373,1.00,85500000.00,12390200.00,19997000.00,29047700.00,18085500.00,5509800.00,170530200.00,0.00,170530200.00,0.00,0.00,0.00,0.00,0.00,158500.00,0.00,0.00,0.00,0.00,1748896.00,10824.00,0.00,172448420.00,01,1 @ 1 999,AR160,Charlevoix,,,03,Capitale-Nationale
17005,Saint-Omer,M,268,0.96,15660864.00,370176.00,8391552.00,9263232.00,7475712.00,5121216.00,46282752.00,0.00,46282752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46282752.00,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17010,Saint-Pamphile,V,2349,0.99,87089112.00,11608740.00,9695862.00,61843716.00,31438737.00,2368872.00,204045039.00,0.00,204045039.00,0.00,0.00,0.00,0.00,0.00,160479.00,0.00,2327886.00,0.00,0.00,1512221.04,8915349.96,0.00,216960975.00,02,2 000 @ 9 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17015,Saint-Adalbert,M,495,1.06,17629708.00,576110.00,7150760.00,9442586.00,22639374.00,6675880.00,64114418.00,0.00,64114418.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64114418.00,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17020,Saint-Marcel,M,439,1.06,16149630.00,392094.00,13869570.00,7455086.00,17187794.00,4904302.00,59958476.00,0.00,59958476.00,0.00,0.00,0.00,0.00,0.00,52046.00,0.00,0.00,0.00,0.00,944820.40,173.84,0.00,60955516.24,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17025,Sainte-Félicité,M,368,0.98,13006658.00,792330.00,3529470.00,6309436.00,14604058.00,5354622.00,43596574.00,0.00,43596574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411443.20,0.00,0.00,44008017.20,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17030,Sainte-Perpétue,M,1633,1.00,54035600.00,7627200.00,15520400.00,22257300.00,32344200.00,3107600.00,134892300.00,0.00,134892300.00,0.00,0.00,0.00,0.00,37000.00,0.00,0.00,4606800.00,0.00,0.00,1510194.00,0.00,0.00,141046294.00,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17035,Tourville,M,568,0.98,17703798.00,2052120.00,7612248.00,8032570.00,6534150.00,2779182.00,44714068.00,0.00,44714068.00,0.00,0.00,0.00,0.00,0.00,57820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44771888.00,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17040,Saint-Damase-de-L'Islet,M,548,1.15,24220265.00,1242575.00,11909745.00,8319675.00,19420625.00,7313080.00,72425965.00,0.00,72425965.00,0.00,0.00,0.00,0.00,115.00,43700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72469780.00,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17045,Saint-Cyrille-de-Lessard,P,761,1.02,38718384.00,3212490.00,32338998.00,10969488.00,16686588.00,12615054.00,114541002.00,0.00,114541002.00,0.00,0.00,0.00,0.00,2040.00,64566.00,0.00,0.00,0.00,0.00,829876.08,0.00,0.00,115437484.08,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17055,Saint-Aubert,M,1456,1.04,96280184.00,5669872.00,100741680.00,6694896.00,35742512.00,11148280.00,256277424.00,0.00,256277424.00,0.00,0.00,0.00,0.00,0.00,73320.00,0.00,0.00,0.00,0.00,608899.20,0.00,0.00,256959643.20,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17060,Sainte-Louise,P,723,1.01,32134665.00,1907890.00,2344917.00,2778106.00,34652898.00,928392.00,74746868.00,0.00,74746868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,686412.16,0.00,0.00,75433280.16,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17065,Saint-Roch-des-Aulnaies,M,993,1.16,74533132.00,6671856.00,20197456.00,6159136.00,37844884.00,3505172.00,148911636.00,1469.72,148910166.28,0.00,0.00,0.00,0.00,3712.00,53244.00,0.00,0.00,0.00,0.00,940927.04,0.00,0.00,149908049.32,01,1 @ 1 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17070,Saint-Jean-Port-Joli,M,3425,1.08,224697348.00,34403940.00,38360088.00,92736900.00,43322688.00,7216020.00,440736984.00,0.00,440736984.00,0.00,0.00,0.00,0.00,46980.00,269352.00,1496772.00,11043216.00,0.00,0.00,1969574.40,0.00,0.00,455562878.40,02,2 000 @ 9 999,AR170,L'Islet,,,12,Chaudière-Appalaches
17078,L'Islet,M,3931,1.16,225356796.00,26992040.00,18276496.00,69523440.00,44521728.00,6192080.00,390862580.00,0.00,390862580.00,0.00,0.00,0.00,0.00,123540.00,255084.00,0.00,4961088.00,0.00,0.00,3640908.24,6116976.96,0.00,405960177.20,02,2 000 @ 9 999,AR170,L'Islet,,,12,Chaudière-Appalaches
18005,Saint-Just-de-Bretenières,M,659,1.18,24702828.00,2566972.00,8006536.00,13041360.00,4512674.00,8660728.00,61491098.00,0.00,61491098.00,0.00,0.00,0.00,0.00,0.00,61950.00,0.00,0.00,0.00,0.00,1256525.36,0.00,0.00,62809573.36,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18010,Lac-Frontière,M,190,1.00,11131600.00,749500.00,9823600.00,294600.00,2653100.00,5629200.00,30281600.00,0.00,30281600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30281600.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18015,Saint-Fabien-de-Panet,P,961,1.20,39082920.00,3354720.00,18281640.00,3340440.00,15781320.00,20374080.00,100215120.00,0.00,100215120.00,0.00,0.00,0.00,0.00,0.00,28920.00,0.00,4758360.00,0.00,0.00,990888.00,6888.00,0.00,106000176.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18020,Sainte-Lucie-de-Beauregard,M,267,0.98,9718660.00,820456.00,3824940.00,1135918.00,11155830.00,5118834.00,31774638.00,0.00,31774638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4580.52,0.00,31779218.52,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18025,Sainte-Apolline-de-Patton,P,535,1.12,22013712.00,1485792.00,15792224.00,601104.00,22169504.00,27156416.00,89218752.00,0.00,89218752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776415.36,0.00,0.00,89995167.36,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18030,Saint-Paul-de-Montminy,M,798,1.09,38572157.00,2552671.00,26146157.00,6364619.00,12031529.00,22131687.00,107798820.00,0.00,107798820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,819346.46,4038009.64,0.00,112656176.10,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18035,Sainte-Euphémie-sur-Rivière-du-Sud,M,345,1.85,26872915.00,1856105.00,9894355.00,24975.00,6583595.00,15122825.00,60354770.00,0.00,60354770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60354770.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18040,Notre-Dame-du-Rosaire,M,411,1.27,25691592.00,1172083.00,10841228.00,1379474.00,10518521.00,16159734.00,65762632.00,0.00,65762632.00,0.00,0.00,0.00,0.00,0.00,47117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65809749.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18045,Cap-Saint-Ignace,M,3132,1.00,200529900.00,26250300.00,26389500.00,27504500.00,50796400.00,15579700.00,347050300.00,2300.00,347048000.00,100.00,2300.00,0.00,0.00,259000.00,129300.00,5500.00,5479800.00,0.00,0.00,2342494.00,0.00,0.00,355266394.00,02,2 000 @ 9 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18050,Montmagny,V,11063,1.01,556089941.00,189145629.00,87310056.00,224961037.00,60385173.00,25137385.00,1143029221.00,0.00,1143029221.00,0.00,0.00,0.00,0.00,267145.00,602162.00,12030514.00,51312747.00,0.00,0.00,11210598.02,31782671.92,0.00,1250235058.94,03,10 000 @ 24 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18055,Saint-Pierre-de-la-Rivière-du-Sud,P,917,1.15,54255620.00,3588115.00,12461400.00,4347230.00,51710095.00,9288780.00,135651240.00,7015.00,135644225.00,0.00,0.00,0.00,0.00,0.00,0.00,3105.00,0.00,0.00,0.00,1732291.00,0.00,0.00,137379621.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18060,Saint-François-de-la-Rivière-du-Sud,M,1645,0.98,81899678.00,10577728.00,4798570.00,18909100.00,96737466.00,3240664.00,216163206.00,19012.00,216144194.00,100.00,19012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1599646.16,0.00,0.00,217762852.16,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18065,Berthier-sur-Mer,M,1744,1.00,199063800.00,15126900.00,38841500.00,7495800.00,21684100.00,5817800.00,288029900.00,0.00,288029900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1117660.00,246082.00,0.00,289393642.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
18070,Saint-Antoine-de-l'Isle-aux-Grues,P,130,1.00,12783600.00,628800.00,10358600.00,5155100.00,11910500.00,796300.00,41632900.00,0.00,41632900.00,0.00,0.00,0.00,0.00,929900.00,6973900.00,10600.00,126600.00,0.00,0.00,0.00,0.00,0.00,49673900.00,01,1 @ 1 999,AR180,Montmagny,,,12,Chaudière-Appalaches
19005,Saint-Philémon,P,719,1.33,55685238.00,6616085.00,30831794.00,7866285.00,14836416.00,36008952.00,151844770.00,0.00,151844770.00,0.00,0.00,0.00,0.00,6384.00,86317.00,0.00,0.00,0.00,0.00,998226.18,0.00,0.00,152935697.18,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19010,Notre-Dame-Auxiliatrice-de-Buckland,P,757,1.23,60178857.00,1722369.00,23879097.00,4639314.00,14408958.00,21602736.00,126431331.00,0.00,126431331.00,0.00,0.00,0.00,0.00,4674.00,59901.00,0.00,0.00,0.00,0.00,1222524.06,0.00,0.00,127718430.06,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19015,Saint-Nazaire-de-Dorchester,P,368,1.14,18013026.00,506502.00,5716416.00,242934.00,15472878.00,10901250.00,50853006.00,4674.00,50848332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50848332.00,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19020,Saint-Léon-de-Standon,P,1068,1.00,50394000.00,3804200.00,11980900.00,4582500.00,33378100.00,23473900.00,127613600.00,0.00,127613600.00,0.00,0.00,0.00,0.00,7300.00,105400.00,0.00,0.00,0.00,0.00,1066574.00,11234.00,0.00,128804108.00,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19025,Saint-Malachie,P,1595,1.00,113468000.00,7360700.00,16484900.00,4336000.00,36171300.00,17259200.00,195080100.00,4200.00,195075900.00,0.00,0.00,0.00,0.00,200.00,85800.00,0.00,0.00,0.00,0.00,902164.00,0.00,0.00,196064064.00,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19030,Saint-Damien-de-Buckland,P,1805,1.03,100404606.00,15185393.00,21641639.00,40040014.00,6583554.00,19270888.00,203126094.00,0.00,203126094.00,0.00,0.00,0.00,0.00,515.00,176027.00,0.00,337428.00,0.00,0.00,6298266.66,8441523.62,0.00,218379854.28,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19037,Armagh,M,1477,1.18,82678470.00,8241710.00,9096620.00,6128684.00,25720814.00,19951440.00,151817738.00,826.00,151816912.00,0.00,0.00,0.00,0.00,0.00,110330.00,0.00,0.00,0.00,0.00,1172053.88,0.00,0.00,153099295.88,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19045,Saint-Nérée-de-Bellechasse,M,770,1.33,57470231.00,2077859.00,18530358.00,1356866.00,15430527.00,16559963.00,111425804.00,106932.00,111318872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1271203.36,59873.94,0.00,112649949.30,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19050,Saint-Lazare-de-Bellechasse,M,1370,1.00,73947900.00,8690600.00,8609100.00,17324000.00,39705900.00,12644900.00,160922400.00,0.00,160922400.00,0.00,0.00,0.00,0.00,10400.00,143100.00,0.00,0.00,0.00,0.00,1509620.00,0.00,0.00,162585520.00,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19055,Sainte-Claire,M,3641,1.04,238426864.00,37323416.00,19699576.00,90439544.00,75108488.00,16021200.00,477019088.00,80288.00,476938800.00,0.00,0.00,0.00,0.00,4264.00,228488.00,0.00,5023928.00,0.00,0.00,3800076.80,0.00,0.00,485995556.80,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19062,Saint-Anselme,M,4308,0.99,302202945.00,63433557.00,3289572.00,88270875.00,113411628.00,14496174.00,585104751.00,73656.00,585031095.00,100.00,73656.00,0.00,0.00,0.00,206613.00,0.00,4623993.00,0.00,0.00,5067823.86,12447248.22,0.00,607450429.08,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19068,Saint-Henri,M,5939,1.05,482671035.00,84466725.00,14281260.00,106678635.00,158051145.00,17080245.00,863229045.00,42210.00,863186835.00,0.00,0.00,177450.00,0.00,31500.00,0.00,0.00,571095.00,0.00,0.00,4445687.40,2596862.10,0.00,871009429.50,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19070,Honfleur,M,887,1.08,56382912.00,3654612.00,5970456.00,3985092.00,83867616.00,2428488.00,156289176.00,0.00,156289176.00,0.00,0.00,0.00,0.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156289608.00,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19075,Saint-Gervais,M,2171,0.97,145934754.00,18374904.00,4329595.00,11914898.00,125989808.00,3165110.00,309709069.00,19497.00,309689572.00,100.00,19497.00,0.00,0.00,3201.00,206513.00,0.00,2818044.00,0.00,0.00,2289002.12,2161817.66,0.00,317187646.78,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19082,Saint-Raphaël,M,2416,0.98,191909284.00,14178052.00,25344368.00,15860516.00,48465312.00,23005598.00,318763130.00,6174.00,318756956.00,100.00,6174.00,0.00,0.00,10584.00,124656.00,0.00,3644228.00,0.00,0.00,2332047.20,1392558.44,0.00,326267203.64,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19090,La Durantaye,P,829,1.08,58140396.00,5824764.00,5927040.00,4943808.00,30851172.00,4543128.00,110230308.00,1188.00,110229120.00,0.00,0.00,0.00,0.00,2484.00,0.00,0.00,0.00,0.00,0.00,1228592.88,0.00,0.00,111460196.88,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19097,Saint-Charles-de-Bellechasse,M,2642,1.10,185862050.00,24019160.00,18516740.00,24117060.00,93990380.00,6326100.00,352831490.00,28710.00,352802780.00,0.00,0.00,0.00,0.00,550.00,255750.00,220.00,658900.00,0.00,0.00,2290989.80,7470003.20,0.00,363479193.00,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19105,Beaumont,M,3146,0.97,352109903.00,22180117.00,62033149.00,22750574.00,38806305.00,24857802.00,522737850.00,0.00,522737850.00,0.00,0.00,0.00,0.00,0.00,29876.00,0.00,488492.00,0.00,0.00,2844032.24,0.00,0.00,526100250.24,02,2 000 @ 9 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19110,Saint-Michel-de-Bellechasse,M,1870,0.98,213473008.00,15418830.00,39172462.00,10369282.00,62436388.00,7712502.00,348582472.00,0.00,348582472.00,0.00,0.00,0.00,0.00,943250.00,279202.00,462560.00,0.00,0.00,0.00,3557055.04,2871986.04,0.00,356696525.08,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
19117,Saint-Vallier,M,1080,1.01,84478016.00,8637924.00,9455620.00,8772961.00,52209021.00,3530556.00,167084098.00,81709.00,167002389.00,0.00,0.00,0.00,0.00,12827.00,131805.00,0.00,0.00,0.00,0.00,1094880.40,0.00,0.00,168241901.40,01,1 @ 1 999,AR190,Bellechasse,,,12,Chaudière-Appalaches
20005,Saint-François-de-l'Île-d'Orléans,M,573,1.03,75892769.00,9415024.00,26306097.00,8780853.00,31295005.00,8688874.00,160378622.00,204762.97,160173859.03,0.00,0.00,0.00,0.00,0.00,24617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160198476.03,01,1 @ 1 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
20010,Sainte-Famille-de-l'Île-d'Orléans,M,921,0.98,83740314.00,10130652.00,2765658.00,6606964.00,67514160.00,1237544.00,171995292.00,53766.72,171941525.28,0.00,0.00,0.00,0.00,0.00,51940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171993465.28,01,1 @ 1 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
20015,Saint-Jean-de-l'Île-d'Orléans,M,1196,1.04,162646640.00,16557216.00,44637112.00,9951240.00,57964088.00,10926552.00,302682848.00,107800.16,302575047.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302575047.84,01,1 @ 1 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
20020,Saint-Laurent-de-l'Île-d'Orléans,M,1780,1.01,233096284.00,25999925.00,29762175.00,14950222.00,53008032.00,10285436.00,367102074.00,29516.24,367072557.76,0.00,0.00,0.00,0.00,0.00,129179.00,0.00,0.00,0.00,0.00,1977658.78,0.00,0.00,369179395.54,01,1 @ 1 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
20025,Saint-Pierre-de-l'Île-d'Orléans,M,2009,1.06,165291206.00,56247522.00,5250816.00,20859528.00,49260744.00,2707770.00,299617586.00,25577.80,299592008.20,0.00,0.00,0.00,0.00,424636.00,155926.00,0.00,6034368.00,0.00,0.00,1848006.12,0.00,0.00,308054944.32,02,2 000 @ 9 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
20030,Sainte-Pétronille,VL,1047,1.01,185251877.00,16228276.00,7031216.00,7112420.00,7832146.00,7598230.00,231054165.00,21058.50,231033106.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231033106.50,01,1 @ 1 999,AR200,L'Île-d'Orléans,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21005,Saint-Tite-des-Caps,M,1488,1.11,129534447.00,14417901.00,29064573.00,17188017.00,11729814.00,21891198.00,223825950.00,53169.00,223772781.00,0.00,0.00,0.00,0.00,1554.00,55833.00,0.00,0.00,0.00,0.00,1141117.74,1514572.80,0.00,226485858.54,01,1 @ 1 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21010,Saint-Ferréol-les-Neiges,M,3646,0.99,804490830.00,44582472.00,36515457.00,58854213.00,9838026.00,64426329.00,1018707327.00,58014.00,1018649313.00,100.00,58014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2002142.34,0.00,0.00,1020709469.34,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,P,2,1.00,541300.00,0.00,0.00,0.00,0.00,0.00,541300.00,0.00,541300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541300.00,01,1 @ 1 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21020,Saint-Joachim,P,1430,1.00,129078900.00,14155300.00,4633500.00,6762700.00,16953500.00,8710300.00,180294200.00,126400.00,180167800.00,100.00,126400.00,0.00,0.00,0.00,7331600.00,0.00,0.00,0.00,0.00,1257798.00,39852.00,0.00,188923450.00,01,1 @ 1 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21025,Beaupré,V,3935,1.10,290120490.00,348098190.00,33435160.00,113265350.00,317460.00,33492140.00,818728790.00,0.00,818728790.00,0.00,0.00,0.00,0.00,83050.00,287980.00,0.00,42130550.00,0.00,0.00,1763770.80,11077191.40,0.00,874071332.20,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21030,Sainte-Anne-de-Beaupré,V,2989,1.12,168481600.00,85636096.00,13039488.00,67341232.00,10009328.00,15141840.00,359649584.00,0.00,359649584.00,0.00,0.00,0.00,0.00,115808.00,5600.00,1646512.00,0.00,0.00,0.00,2129585.92,0.00,0.00,363547089.92,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21035,Château-Richer,V,4571,1.05,376425210.00,41522145.00,90551265.00,43956255.00,21406245.00,31741080.00,605602200.00,90300.00,605511900.00,0.00,0.00,0.00,0.00,105000.00,318675.00,0.00,0.00,0.00,0.00,3610431.30,0.00,0.00,609546006.30,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21040,L'Ange-Gardien,M,3993,1.06,362306092.00,62080172.00,27586606.00,50762128.00,18198398.00,25113414.00,546046810.00,245496.00,545801314.00,0.00,0.00,0.00,0.00,18656.00,0.00,0.00,2289282.00,0.00,0.00,4231960.96,0.00,0.00,552341212.96,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
21045,Boischatel,M,8957,1.02,1056581994.00,118240746.00,21426120.00,76201242.00,3402006.00,47594832.00,1323446940.00,84456.00,1323362484.00,0.00,0.00,0.00,0.00,42126.00,359958.00,0.00,850680.00,0.00,0.00,7785043.92,0.00,0.00,1332400291.92,02,2 000 @ 9 999,AR210,La Côte-de-Beaupré,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
22005,Sainte-Catherine-de-la-Jacques-Cartier,V,8769,1.09,832544289.00,131266520.00,31499256.00,126582245.00,45238706.00,70534881.00,1237665897.00,0.00,1237665897.00,0.00,0.00,0.00,0.00,171566.00,451805.00,0.00,2546894.00,0.00,0.00,12726728.82,16885490.84,0.00,1270448381.66,02,2 000 @ 9 999,AR220,La Jacques-Cartier,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
22010,Fossambault-sur-le-Lac,V,2323,1.00,384383200.00,30516200.00,82753100.00,66779100.00,453200.00,29497700.00,594382500.00,0.00,594382500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,594382500.00,02,2 000 @ 9 999,AR220,La Jacques-Cartier,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
22015,Lac-Saint-Joseph,V,289,1.06,286656118.00,20289566.00,101712194.00,0.00,0.00,12912284.00,421570162.00,0.00,421570162.00,0.00,0.00,0.00,0.00,189316.00,522050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422281528.00,01,1 @ 1 999,AR220,La Jacques-Cartier,CM235,Communauté métropolitaine de Québec,03,Capitale-Nationale
