"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg"
04010,Saint-Maxime-du-Mont-Louis,M,1088,1.06,40377096.00,4253356.00,6006702.00,5606234.00,413612.00,3129968.00,59786968.00,0.00,0.00,2271368.00,182956.00,0.00,0.00,838767.93,2727227.36,0.00,65807287.29,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04015,Mont-Saint-Pierre,VL,162,1.06,7778810.00,630700.00,1117346.00,2052796.00,135044.00,632184.00,12346880.00,0.00,0.00,21200.00,22260.00,0.00,0.00,0.00,0.00,0.00,12390340.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04020,Rivière-à-Claude,M,125,1.01,6440972.00,332795.00,1631554.00,309262.00,104333.00,1169580.00,9988496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9988496.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04025,Marsoui,VL,273,0.89,7862972.00,416965.00,1219567.00,1491462.00,48772.00,680227.00,11719965.00,0.00,0.00,0.00,27768.00,0.00,0.00,752547.51,0.00,0.00,12500280.51,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04030,La Martre,M,216,1.10,10068520.00,375100.00,3137310.00,515350.00,390940.00,1564090.00,16051310.00,0.00,0.00,0.00,41800.00,0.00,0.00,0.00,0.00,0.00,16093110.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04037,Sainte-Anne-des-Monts,V,6273,0.99,255796695.00,52133697.00,25083927.00,59892723.00,2210967.00,9599337.00,404717346.00,0.00,0.00,3416787.00,912186.00,28402461.95,0.00,1744850.25,13455095.94,0.00,452648727.14,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04047,Cap-Chat,V,2327,0.97,92121967.00,16963166.00,14717519.00,21728582.00,6176960.00,2876050.00,154584244.00,0.00,0.00,15811.00,37054.00,5382723.52,0.00,857366.51,2882601.87,0.00,163759800.89,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
05010,Shigawake,M,275,1.01,11505112.00,525806.00,665489.00,650844.00,1909708.00,2203921.00,17460880.00,0.00,0.00,0.00,60701.00,0.00,0.00,0.00,6138.28,0.00,17527719.28,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05015,Saint-Godefroi,CT,335,1.03,16878198.00,1705268.00,587100.00,1463630.00,829665.00,1925585.00,23389446.00,0.00,0.00,0.00,56135.00,0.00,0.00,0.00,0.00,0.00,23445581.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05020,Hope Town,M,363,1.03,18078251.00,1035562.00,1327464.00,640248.00,1164621.00,3300532.00,25546678.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2283.00,0.00,25548961.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05025,Hope,CT,580,1.06,28597740.00,2283558.00,1891570.00,399090.00,934920.00,4179792.00,38286670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.58,0.00,38286821.58,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05032,Paspébiac,V,3096,1.00,157449500.00,20629600.00,10285900.00,25544710.00,2150300.00,9165500.00,225225510.00,0.00,0.00,88100.00,384500.00,3625050.00,0.00,980050.50,10338328.00,0.00,240641538.50,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05040,New Carlisle,M,1410,0.99,59011623.00,5305212.00,5825358.00,4077315.00,487377.00,6380451.00,81087336.00,0.00,0.00,12429252.00,212077.80,4824718.47,0.00,0.00,4630329.99,0.00,103183714.26,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05045,Bonaventure,V,2690,1.08,150430608.00,24626592.00,20442780.00,32302216.80,9531086.40,12535884.00,249869167.20,745632.00,0.00,2551284.00,38448.00,2050520.94,0.00,2117063.52,13819908.96,0.00,271192024.62,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05050,Saint-Elzéar,M,440,1.02,15708918.00,803760.00,5264832.00,1770108.00,652800.00,5006670.00,29207088.00,0.00,0.00,0.00,60588.00,312180.18,0.00,384195.24,0.00,0.00,29964051.42,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05055,Saint-Siméon,P,1163,1.00,56533100.00,12039000.00,6712400.00,4493600.00,2417400.00,4420500.00,86616000.00,0.00,0.00,48300.00,146700.00,0.00,0.00,655512.00,0.00,0.00,87466512.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05060,Caplan,M,1980,1.01,101858500.00,17977798.00,11983549.00,12952442.00,6029902.00,7544700.00,158346891.00,0.00,0.00,46763.00,103525.00,2561459.49,0.00,952082.56,1516.52,0.00,162012237.56,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05065,Saint-Alphonse,M,707,1.00,26260600.00,2177700.00,5496700.00,3039300.00,2243100.00,4339800.00,43557200.00,0.00,0.00,0.00,50800.00,0.00,0.00,691190.50,4719.00,0.00,44303909.50,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05070,New Richmond,V,3709,1.11,185964072.00,32436064.80,24297678.00,60115568.70,7745469.00,12064923.00,322623775.50,0.00,0.00,882838.50,62160.00,1431874.47,0.00,3146584.16,2104442.34,0.00,330251674.97,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05077,Cascapédia--Saint-Jules,M,741,0.99,41296761.00,3618351.00,6973659.00,2920104.00,1088109.00,6104637.00,62001621.00,0.00,0.00,220869.00,59004.00,0.00,0.00,0.00,637.07,0.00,62282131.07,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
06005,Maria,M,2683,1.01,155667967.00,21918010.00,18725198.00,17825389.00,3421375.00,9800131.00,227358070.00,0.00,0.00,26462.00,269468.00,30661983.50,0.00,3529002.62,6716.00,0.00,261851702.11,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06013,Carleton-sur-Mer,V,4015,1.06,251990090.00,32501614.00,32369930.20,53701751.80,5936212.00,13710570.00,390210168.00,5724.00,0.00,62752.00,399832.00,580144.89,5244681.78,2566022.03,13032242.08,0.00,412101566.78,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06020,Nouvelle,M,1712,1.01,85932820.00,11392497.00,12616718.00,14874855.80,3571764.00,9959105.00,138347759.80,0.00,0.00,4522174.00,160388.00,0.00,27651.78,1358364.15,0.00,0.00,144416337.73,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06025,Escuminac,M,539,1.00,27576700.00,2417200.00,8416900.00,1922600.00,980100.00,7149200.00,48462700.00,0.00,0.00,34300.00,49100.00,0.00,0.00,1081723.50,0.00,0.00,49627823.50,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06030,Pointe-à-la-Croix,M,1386,1.03,45515391.00,12582377.00,9325929.00,11742721.00,113300.00,5782626.00,85062344.00,0.00,0.00,160886.00,2248593.00,256492.15,0.00,2133569.30,0.00,0.00,89861884.44,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06035,Ristigouche-Partie-Sud-Est,CT,164,1.00,8106600.00,488900.00,2216700.00,472500.00,358400.00,1800900.00,13444000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13444000.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06040,Saint-André-de-Restigouche,M,155,1.11,4696743.00,641802.00,1691085.00,1033743.00,1739592.00,1868796.00,11671761.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11671761.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06045,Matapédia,M,618,0.97,19457521.00,4432027.00,5101230.00,3120043.80,1763945.00,3734500.00,37609266.80,0.00,0.00,3750602.00,114557.00,3834814.49,0.00,0.00,6301387.24,0.00,51610627.53,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06050,Saint-Alexis-de-Matapédia,M,498,1.02,16848870.00,2042040.00,2862630.00,1151274.00,3053472.00,2654040.00,28612326.00,0.00,0.00,1938.00,46002.00,0.00,0.00,520428.48,0.00,0.00,29180694.48,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06055,Saint-François-d'Assise,M,631,1.00,21305200.00,2636200.00,3146300.00,1154700.00,835200.00,4681500.00,33759100.00,0.00,0.00,0.00,44700.00,0.00,0.00,837551.00,1430.00,0.00,34642781.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06060,L'Ascension-de-Patapédia,M,163,1.00,4869600.00,68500.00,946900.00,2351200.00,2181000.00,1808300.00,12225500.00,0.00,0.00,0.00,50800.00,0.00,0.00,0.00,0.00,0.00,12276300.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
07005,Sainte-Marguerite-Marie,M,168,1.00,4827100.00,325500.00,824500.00,5807500.00,0.00,50500.00,11835100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,786.50,0.00,11835886.50,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07010,Sainte-Florence,M,366,1.03,9998107.00,1567557.00,563719.00,8185101.00,1462909.00,219081.00,21996474.00,0.00,0.00,0.00,26574.00,0.00,0.00,0.00,0.00,0.00,22023048.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07018,Causapscal,V,2273,1.09,68668147.00,14906949.00,6269898.00,28129422.90,8512900.00,1547909.00,128035225.90,0.00,0.00,21909.00,0.00,276683.42,0.00,1601408.38,6192481.30,0.00,136127708.00,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07025,Albertville,M,227,1.06,6133372.00,457814.00,1748788.00,9981066.00,2960686.00,195040.00,21476766.00,0.00,0.00,0.00,37100.00,0.00,0.00,164919.04,151.58,0.00,21678936.62,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07030,Saint-Léon-le-Grand,P,946,1.08,34326396.00,1236276.00,2386584.00,13734036.00,12333924.00,716796.00,64734012.00,0.00,0.00,2916.00,59292.00,0.00,0.00,905018.40,0.00,0.00,65701238.40,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07035,Saint-Zénon-du-Lac-Humqui,P,352,1.01,11633584.00,488335.00,5543385.00,13513598.00,2357643.00,548531.00,34085076.00,0.00,0.00,0.00,31310.00,0.00,0.00,0.00,0.00,0.00,34116386.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07040,Sainte-Irène,P,320,1.14,17220156.00,587556.00,11642136.00,13102476.00,6687924.00,688218.00,49928466.00,0.00,0.00,0.00,0.00,0.00,0.00,192200.58,0.00,0.00,50120666.58,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07047,Amqui,V,6065,1.00,278707200.00,62264600.00,23395600.00,86865700.00,27585900.00,6088000.00,484907000.00,100.00,0.00,783700.00,450600.00,10765384.50,1512212.00,7785420.50,11545820.00,0.00,517750237.00,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07057,Lac-au-Saumon,M,1400,1.06,41905616.00,5117044.00,3988144.00,11919912.00,9111230.00,981984.00,73023930.00,1908.00,0.00,350012.00,74306.00,7540629.59,0.00,805723.49,0.00,0.00,81796509.08,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07065,Saint-Alexandre-des-Lacs,P,284,1.10,10141340.00,455510.00,1046650.00,7550180.00,1465970.00,329670.00,20989320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20989320.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07070,Saint-Tharcisius,P,422,0.99,9763677.00,938520.00,593703.00,7530930.00,7119387.00,431739.00,26377956.00,0.00,0.00,0.00,35739.00,0.00,0.00,425559.42,0.00,0.00,26839254.42,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07075,Saint-Vianney,M,433,1.04,12153024.00,1166152.00,1300208.00,15399488.00,1917968.00,193648.00,32130488.00,0.00,0.00,0.00,33176.00,0.00,0.00,445118.96,0.00,0.00,32608782.96,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07080,Val-Brillant,M,900,1.14,50653734.00,3631584.00,8992092.00,6722694.00,13398876.00,2268258.00,85667238.00,0.00,0.00,87096.00,99978.00,0.00,0.00,973636.95,0.00,0.00,86827948.95,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07085,Sayabec,M,1752,1.02,59277198.00,8156430.00,6793914.00,54628446.00,7403772.00,1897404.00,138157164.00,306.00,0.00,0.00,92922.00,523345.68,0.00,1082135.34,2851708.86,0.00,142707581.88,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07090,Saint-Cléophas,P,333,1.02,6937632.00,91290.00,644844.00,12489900.00,2350896.00,99858.00,22614420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22614420.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07095,Saint-Moïse,P,568,1.01,14750343.00,1471469.00,1961319.00,13982642.00,4052322.00,899304.00,37117399.00,0.00,0.00,0.00,45551.00,116922.65,0.00,385267.03,0.00,0.00,37665139.68,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07100,Saint-Noël,VL,401,0.98,9449062.00,518028.00,713538.00,4504472.00,3574452.00,248234.00,19007786.00,0.00,0.00,0.00,56840.00,0.00,0.00,389378.99,0.00,0.00,19454004.99,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07105,Saint-Damase,P,347,1.00,11800200.00,570000.00,1484200.00,8993200.00,7921500.00,764300.00,31533400.00,0.00,0.00,0.00,0.00,0.00,0.00,348705.50,0.00,0.00,31882105.50,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
08005,Les Méchins,M,940,1.01,40664317.00,4877189.00,9443096.00,22209092.00,601758.00,1012222.00,78807674.00,0.00,0.00,134027.00,41006.00,0.00,0.00,1146196.48,0.00,0.00,80128903.48,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08010,Saint-Jean-de-Cherbourg,P,168,1.03,5484338.00,102279.00,3327415.00,1981308.00,442900.00,88992.00,11427232.00,0.00,0.00,0.00,0.00,0.00,0.00,91835.32,0.00,0.00,11519067.32,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08015,Grosses-Roches,M,381,1.10,18898550.00,1189210.00,5855520.00,1011670.00,351010.00,4462480.00,31768440.00,0.00,0.00,46640.00,29370.00,0.00,0.00,372407.75,0.00,0.00,32216857.75,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08023,Sainte-Félicité,M,1106,1.00,44423600.00,3462000.00,7666100.00,3994800.00,8812000.00,598700.00,68957200.00,0.00,0.00,0.00,47600.00,0.00,0.00,1027955.50,0.00,0.00,70032755.50,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08030,Saint-Adelme,P,505,1.04,21449896.00,1108536.00,7419672.00,2268032.00,5524688.00,570440.00,38341264.00,0.00,0.00,0.00,0.00,0.00,0.00,541786.96,0.00,0.00,38883050.96,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08035,Saint-René-de-Matane,M,985,0.93,40080117.00,2817342.00,10086408.00,2205867.00,2172108.00,2982417.00,60344259.00,0.00,0.00,10230.00,34875.00,0.00,0.00,1456307.00,0.00,0.00,61845671.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08040,Sainte-Paule,M,245,1.02,17134776.00,457980.00,13390254.00,1209618.00,982974.00,1486854.00,34662456.00,0.00,0.00,0.00,0.00,0.00,0.00,198369.60,1166.88,0.00,34861992.48,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08053,Matane,V,14142,1.00,608070200.00,152487900.00,64359100.00,274203200.00,27214000.00,13147500.00,1139481900.00,41900.00,0.00,7941500.00,11838800.00,29748394.00,28782643.50,10413403.00,20901023.00,0.00,1249149563.50,03,10 000 @ 24 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08065,Saint-Léandre,P,366,1.05,16747920.00,883575.00,5010285.00,796320.00,8811915.00,1123605.00,33373620.00,0.00,0.00,0.00,0.00,0.00,0.00,354429.08,0.00,0.00,33728049.08,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08073,Saint-Ulric,M,1571,0.98,74848676.00,5810322.00,18697812.00,4899706.00,17337572.00,2450882.00,124044970.00,0.00,0.00,12250.00,980.00,0.00,0.00,1169818.65,1331.33,0.00,125229349.98,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08080,Baie-des-Sables,M,634,0.96,27639168.00,1957824.00,3089280.00,4313952.00,10593216.00,973632.00,48567072.00,0.00,0.00,16800.00,34272.00,0.00,0.00,533401.44,0.00,0.00,49151545.44,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
09005,La Rédemption,P,429,0.94,13456570.00,827388.00,2902908.00,807930.00,3549252.00,3446040.00,24990088.00,0.00,0.00,0.00,31584.00,0.00,0.00,502596.38,0.00,0.00,25524268.38,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09010,Saint-Charles-Garnier,P,232,1.09,8633890.00,241980.00,2630279.00,1308.00,3219097.00,3261716.00,17988270.00,0.00,0.00,0.00,15914.00,0.00,0.00,229050.97,0.00,0.00,18233234.97,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09015,Les Hauteurs,M,478,0.91,10029201.00,594321.00,1118845.00,403858.00,13363896.00,1091727.00,26601848.00,0.00,0.00,2912.00,39767.00,0.00,0.00,429038.61,910.91,0.00,27074476.52,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09020,Sainte-Jeanne-d'Arc,P,285,1.03,11242450.00,187872.00,4181388.00,187254.00,4080551.00,3741166.00,23620681.00,0.00,0.00,618.00,30076.00,0.00,0.00,556461.62,0.00,0.00,24207836.62,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09025,Saint-Gabriel-de-Rimouski,M,1149,1.10,52847410.00,3720640.00,8728280.00,5110050.00,20859960.00,2933040.00,94199380.00,0.00,0.00,15290.00,53790.00,0.00,0.00,1056977.35,0.00,0.00,95325437.35,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09030,Saint-Donat,P,841,1.00,45580600.00,2660600.00,12632000.00,3823600.00,11081100.00,3821100.00,79599000.00,0.00,0.00,0.00,47800.00,0.00,0.00,904260.50,0.00,0.00,80551060.50,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09035,Sainte-Angèle-de-Mérici,M,940,1.00,33905700.00,4276800.00,3716600.00,3001800.00,13630400.00,2789400.00,61320700.00,0.00,0.00,300.00,40300.00,0.00,0.00,517231.00,71.50,0.00,61878602.50,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09040,Padoue,M,236,1.00,6889600.00,166300.00,2961000.00,411000.00,4803700.00,1656400.00,16888000.00,0.00,0.00,0.00,0.00,0.00,0.00,244029.50,0.00,0.00,17132029.50,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09048,Métis-sur-Mer,V,551,1.10,42349230.00,2844160.00,51182230.00,8770740.00,3608880.00,4211240.00,112966480.00,0.00,0.00,13970.00,64460.00,0.00,0.00,1166536.80,1730.30,0.00,114213177.10,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09055,Saint-Octave-de-Métis,P,516,0.99,20246589.00,970794.00,2533212.00,1273734.00,12157497.00,1174041.00,38355867.00,0.00,0.00,0.00,35046.00,0.00,0.00,331698.51,0.00,0.00,38722611.51,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09060,Grand-Métis,M,210,1.02,10734990.00,365976.00,7686006.00,3100290.00,2821116.00,383520.00,25091898.00,0.00,0.00,9078.00,0.00,0.00,0.00,0.00,0.00,0.00,25100976.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09065,Price,VL,1751,0.95,55486555.00,5685085.00,2293490.00,7077025.00,343995.00,332215.00,71218365.00,0.00,0.00,9500.00,54340.00,0.00,0.00,1135977.70,0.00,0.00,72418182.70,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09070,Saint-Joseph-de-Lepage,P,539,0.96,28524672.00,2450688.00,4391136.00,397536.00,4900416.00,466176.00,41130624.00,0.00,0.00,5952.00,0.00,0.00,0.00,0.00,2326552.80,0.00,43463128.80,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09077,Mont-Joli,V,6213,0.99,225531405.00,68687091.00,15714567.00,81846666.00,3459060.00,5090184.00,400328973.00,0.00,0.00,2113650.00,33113223.00,36230478.57,0.00,6480579.11,16217692.92,0.00,494484596.60,02,2 000 @ 9 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09085,Sainte-Flavie,P,886,0.98,54024852.00,5536412.00,7439474.00,11528916.00,11742164.00,897092.00,91168910.00,0.00,0.00,98.00,58114.00,0.00,0.00,0.00,0.00,0.00,91227122.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09092,Sainte-Luce,M,2771,1.00,177889200.00,19671200.00,31962800.00,19476300.00,23357000.00,4661300.00,277017800.00,0.00,0.00,1852600.00,197100.00,570713.00,0.00,2179463.00,0.00,0.00,281817676.00,02,2 000 @ 9 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
