"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg" 
80005,"Fassett","M",483,"1.10","36533420.00","3622080.00","7812970.00","5386150.00","6464590.00","1590380.00","61409590.00","0.00","61409590.00","0.00","0.00","0.00","0.00","3520.00","0.00","0.00","0.00","0.00","0.00","0.00","61413110.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80010,"Montebello","M",1010,"1.11","59734761.00","11808846.00","10791642.00","39240498.00","1505937.00","7607385.00","130689069.00","0.00","130689069.00","0.00","0.00","0.00","0.00","0.00","1264956.00","0.00","0.00","1484284.23","0.00","0.00","133438309.23",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80015,"Notre-Dame-de-Bonsecours","M",309,"1.14","31822758.00","2139324.00","57146376.00","7332252.00","5497992.00","13787160.00","117725862.00","0.00","117725862.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","117725862.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80020,"Notre-Dame-de-la-Paix","M",673,"1.03","34232153.00","4621301.00","10570375.00","3020063.00","16564872.00","6785640.00","75794404.00","0.00","75794404.00","0.00","0.00","0.00","0.00","0.00","37492.00","0.00","0.00","0.00","0.00","0.00","75831896.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80027,"Saint-André-Avellin","M",3897,"1.11","221906094.00","34882416.00","51532527.00","39997185.00","37521552.00","10423233.00","396263007.00","0.00","396263007.00","0.00","0.00","0.00","0.00","111.00","145299.00","12222145.07","0.00","1344998.66","1668014.21","0.00","411643574.93",2,"2 000 @ 9 999","AR800","Papineau",,,7,"Outaouais"
80037,"Papineauville","M",2237,"1.06","139114506.00","28510926.00","9927112.00","33466638.00","13879534.00","12399986.00","237298702.00","0.00","237298702.00","0.00","0.00","0.00","0.00","5372504.00","151474.00","732324.32","0.00","595103.08","13624313.56","0.00","257774420.96",2,"2 000 @ 9 999","AR800","Papineau",,,7,"Outaouais"
80045,"Plaisance","M",1188,"1.11","68428947.00","8098116.00","9356412.00","5758458.00","14442210.00","1671327.00","107755470.00","0.00","107755470.00","0.00","0.00","0.00","0.00","2667108.00","67155.00","0.00","0.00","543094.70","79.37","0.00","111032907.06",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80050,"Thurso","V",2995,"1.00","150635800.00","51663500.00","2234900.00","41347100.00","659700.00","2330000.00","248871000.00","0.00","248871000.00","0.00","0.00","0.00","0.00","253600.00","202300.00","765401.00","0.00","2160944.50","2081579.50","0.00","254334825.00",2,"2 000 @ 9 999","AR800","Papineau",,,7,"Outaouais"
80055,"Lochaber","CT",442,"1.05","26383875.00","1419180.00","1659210.00","1674750.00","26910135.00","816690.00","58863840.00","0.00","58863840.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58863840.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80060,"Lochaber-Partie-Ouest","CT",911,"1.03","72539810.00","9356726.00","2468292.00","15340202.00","26259541.00","3432784.00","129397355.00","0.00","129397355.00","0.00","0.00","0.00","0.00","2987.00","0.00","0.00","0.00","0.00","0.00","0.00","129400342.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80065,"Mayo","M",645,"1.10","63723330.00","5207400.00","34504690.00","5795460.00","5911950.00","7488140.00","122630970.00","0.00","122630970.00","0.00","0.00","0.00","0.00","376750.00","0.00","0.00","0.00","0.00","0.00","0.00","123007720.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80070,"Saint-Sixte","M",525,"1.00","29717600.00","5975500.00","4478500.00","1918600.00","8943400.00","8301500.00","59335100.00","0.00","59335100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","59335100.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80078,"Ripon","M",1713,"1.09","139171309.00","14719251.00","53906495.00","8351471.00","13634919.00","12680624.00","242464069.00","0.00","242464069.00","0.00","0.00","0.00","0.00","0.00","89816.00","0.00","2022073.17","806081.71","0.00","0.00","245382039.88",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80085,"Mulgrave-et-Derry","M",373,"1.11","44985414.00","3892326.00","101505948.00","4288374.00","2708955.00","23971782.00","181352799.00","0.00","181352799.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2222.22","0.00","181355021.22",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80087,"Notre-Dame-de-la-Salette","M",853,"1.14","69866952.00","8408868.00","16278744.00","7544406.00","15536148.00","6833388.00","124468506.00","0.00","124468506.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1068922.14","163.02","0.00","125537591.16",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80090,"Montpellier","M",1067,"1.10","79884640.00","3705240.00","57127730.00","9339550.00","110000.00","7934630.00","158101790.00","0.00","158101790.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","158101790.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80095,"Lac-Simon","M",1030,"1.00","140707900.00","14053500.00","282179100.00","12021900.00","1164900.00","30862000.00","480989300.00","0.00","480989300.00","0.00","0.00","0.00","0.00","11700.00","0.00","0.00","0.00","0.00","0.00","0.00","481001000.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80103,"Chénéville","M",814,"1.00","45676900.00","9386700.00","12276900.00","18198300.00","3186700.00","7630900.00","96356400.00","0.00","96356400.00","0.00","0.00","0.00","0.00","0.00","128500.00","0.00","0.00","914199.00","0.00","0.00","97399099.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80110,"Namur","M",624,"1.00","33595500.00","3755600.00","15258800.00","4761100.00","1932600.00","5778900.00","65082500.00","0.00","65082500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1680178.50","0.00","66762678.50",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80115,"Boileau","M",362,"1.12","33800368.00","1664768.00","52479616.00","7310128.00","2746576.00","10563280.00","108564736.00","0.00","108564736.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","108564736.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80125,"Saint-Émile-de-Suffolk","M",530,"1.10","36302090.00","3214530.00","45785630.00","4874100.00","1618430.00","7429070.00","99223850.00","0.00","99223850.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","99223850.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80130,"Lac-des-Plages","M",478,"1.00","53292800.00","3830600.00","98294400.00","3571900.00","948100.00","18460700.00","178398500.00","0.00","178398500.00","0.00","0.00","0.00","0.00","4400.00","0.00","0.00","0.00","0.00","0.00","0.00","178402900.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80135,"Duhamel","M",479,"1.19","61056758.00","4466665.00","219981258.00","13337996.00","1141091.00","20290095.00","320273863.00","0.00","320273863.00","0.00","0.00","0.00","0.00","171479.00","0.00","0.00","0.00","0.00","0.00","0.00","320445342.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80140,"Val-des-Bois","M",909,"1.00","91237200.00","8863800.00","89715100.00","11972600.00","1589300.00","14474000.00","217852000.00","0.00","217852000.00","0.00","0.00","0.00","0.00","0.00","54300.00","175591.00","0.00","0.00","0.00","0.00","218081891.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
80145,"Bowman","M",697,"1.12","66927280.00","4901008.00","57148672.00","7345856.00","1390928.00","12761280.00","150475024.00","0.00","150475024.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","150475024.00",1,"1 @ 1 999","AR800","Papineau",,,7,"Outaouais"
81017,"Gatineau","V",290770,"1.12","21000939680.00","9621237345.44","866201504.00","6686318128.00","208288080.00","865912992.00","39248897729.44","106150.24","39248791579.20","0.00","0.00","28539952.00","0.00","135965088.00","2132502400.00","449627447.36","288259717.20","331343012.00","396508592.48","0.00","43011537788.24",5,"100 000 et plus","AR811","Hors MRC - Gatineau",,,7,"Outaouais"
82005,"L'Ange-Gardien","M",6299,"1.10","624447120.00","60642670.00","30311930.00","56029600.00","54649320.00","45939410.00","872020050.00","0.00","872020050.00","0.00","0.00","0.00","0.00","4180.00","0.00","3887540.80","0.00","0.00","214399.90","0.00","876126170.70",2,"2 000 @ 9 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
82015,"Val-des-Monts","M",12788,"1.09","1606662507.00","238743354.00","365729553.00","52226042.00","39411457.00","156613816.00","2459386729.00","0.00","2459386729.00","0.00","0.00","0.00","0.00","18530.00","0.00","1598298.07","0.00","18527799.29","35070.75","0.00","2479566427.11",3,"10 000 @ 24 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
82020,"Cantley","M",11432,"1.00","1307944100.00","190436900.00","20307100.00","48480700.00","12808200.00","77594200.00","1657571200.00","0.00","1657571200.00","0.00","0.00","0.00","0.00","300.00","1518500.00","1725067.50","0.00","12869428.00","0.00","0.00","1673684495.50",3,"10 000 @ 24 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
82025,"Chelsea","M",7981,"1.08","1433335284.00","179516736.00","62647992.00","85308012.00","9615780.00","125897652.00","1896321456.00","0.00","1896321456.00","0.00","0.00","6689520.00","0.00","4752.00","169435476.00","1458152.28","0.00","7586942.22","0.00","0.00","2081496298.50",2,"2 000 @ 9 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
82030,"Pontiac","M",6146,"1.11","605699472.00","53332947.00","51853539.00","15552876.00","123111432.00","36787287.00","886337553.00","0.00","886337553.00","0.00","0.00","446442.00","0.00","22866.00","74193954.00","302770.26","0.00","6193168.41","2063.49","0.00","967498817.16",2,"2 000 @ 9 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
82035,"La Pêche","M",8474,"1.00","1022141200.00","131746200.00","223739900.00","96507300.00","76156700.00","103071200.00","1653362500.00","0.00","1653362500.00","0.00","0.00","0.00","0.00","33800.00","14633200.00","12287736.50","0.00","7271550.00","5231440.50","0.00","1692820227.00",2,"2 000 @ 9 999","AR820","Les Collines-de-l'Outaouais",,,7,"Outaouais"
83005,"Denholm","M",481,"1.19","36173858.00","1989561.00","83670447.00","965923.00","4592091.00","6150396.00","133542276.00","0.00","133542276.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","133542276.00",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83010,"Low","CT",1032,"1.23","57538662.00","3555561.00","106601517.00","6866106.00","35479227.00","22684029.00","232725102.00","0.00","232725102.00","0.00","0.00","0.00","0.00","0.00","0.00","234685.23","0.00","0.00","432513.51","0.00","233392300.74",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83015,"Kazabazua","M",1030,"1.00","49703000.00","4107500.00","98437100.00","7352600.00","10879000.00","15404000.00","185883200.00","0.00","185883200.00","0.00","0.00","0.00","0.00","0.00","80400.00","266682.00","0.00","1193192.00","4075.50","0.00","187427549.50",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83020,"Lac-Sainte-Marie","M",631,"1.00","53191900.00","7917000.00","195908300.00","7751600.00","8248600.00","37109400.00","310126800.00","0.00","310126800.00","0.00","0.00","0.00","0.00","0.00","70600.00","0.00","0.00","623408.50","0.00","0.00","310820808.50",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83032,"Gracefield","V",2535,"1.00","137824300.00","13766300.00","289492700.00","24225700.00","31092000.00","38960000.00","535361000.00","25900.00","535335100.00","100.00","25900.00","0.00","0.00","68200.00","102900.00","2332622.50","0.00","0.00","4690829.00","0.00","542555551.50",2,"2 000 @ 9 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83040,"Cayamant","M",840,"1.00","48436800.00","4587800.00","113573700.00","1888800.00","1406100.00","11215200.00","181108400.00","0.00","181108400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","271986.00","71.50","0.00","181380457.50",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83045,"Blue Sea","M",670,"1.00","55264000.00","5342600.00","139894300.00","2115200.00","1544700.00","15967100.00","220127900.00","0.00","220127900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","294222.50","0.00","0.00","220422122.50",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83050,"Bouchette","M",672,"1.19","36788374.00","4104905.00","98864010.00","5940361.00","14959728.00","16839333.00","177496711.00","0.00","177496711.00","0.00","0.00","0.00","0.00","6188.00","61404.00","0.00","0.00","485409.93","12677.67","0.00","178062390.59",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83055,"Sainte-Thérèse-de-la-Gatineau","M",597,"1.11","25437870.00","3395379.00","82627290.00","1843599.00","3046395.00","10768332.00","127118865.00","0.00","127118865.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","367142.49","0.00","0.00","127486007.49",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83060,"Messines","M",1682,"1.00","109936000.00","14167000.00","98045900.00","8906000.00","5731900.00","12173700.00","248960500.00","0.00","248960500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","212784.00","0.00","0.00","249173284.00",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83065,"Maniwaki","V",3827,"1.03","111964605.00","45452973.00","7533935.00","70026919.00","212489.00","2680884.00","237871805.00","0.00","237871805.00","0.00","0.00","0.00","0.00","2725277.00","20703.00","13277189.25","0.00","4388137.33","11575079.23","0.00","269858190.81",2,"2 000 @ 9 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83070,"Déléage","M",1893,"1.03","88116809.00","10112849.00","19588334.00","5080784.00","6432556.00","7360586.00","136691918.00","0.00","136691918.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","387961.86","0.00","137079879.86",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83075,"Egan-Sud","M",496,"1.11","27337857.00","3637470.00","2121210.00","14559426.00","4869903.00","3809298.00","56335164.00","0.00","56335164.00","0.00","0.00","0.00","0.00","1160283.00","0.00","0.00","0.00","0.00","0.00","0.00","57495447.00",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83085,"Bois-Franc","M",407,"0.99","19523097.00","1722204.00","2781999.00","12353220.00","1896642.00","2606868.00","40884030.00","0.00","40884030.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","258011.33","127483.79","0.00","41269525.11",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83088,"Montcerf-Lytton","M",645,"1.02","28835706.00","871488.00","19158762.00","7626642.00","5419566.00","4647018.00","66559182.00","0.00","66559182.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","325705.38","303534.66","0.00","67188422.04",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83090,"Aumond","CT",797,"1.09","40478349.00","3947544.00","35953868.00","4040521.00","4386596.00","7878738.00","96685616.00","0.00","96685616.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","96685616.00",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
83095,"Grand-Remous","M",1204,"1.12","53487840.00","8896048.00","39167968.00","22126608.00","2673328.00","13409984.00","139761776.00","0.00","139761776.00","0.00","0.00","0.00","0.00","0.00","51520.00","0.00","0.00","586906.32","118678.56","0.00","140518880.88",1,"1 @ 1 999","AR830","La Vallée-de-la-Gatineau",,,7,"Outaouais"
84005,"Bristol","M",1040,"1.12","62007792.00","2053744.00","140354368.00","6800304.00","61269040.00","15856848.00","288342096.00","0.00","288342096.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2002.00","0.00","288344098.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84010,"Shawville","M",1568,"1.14","100919982.00","15595086.00","2095434.00","23570868.00","2922846.00","2039802.00","147144018.00","0.00","147144018.00","0.00","0.00","0.00","0.00","0.00","0.00","28649986.95","0.00","2940636.27","5438510.22","0.00","184173151.44",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84015,"Clarendon","M",1246,"1.02","58518828.00","1860684.00","67081116.00","10327806.00","112880034.00","11650542.00","262319010.00","0.00","262319010.00","0.00","0.00","0.00","0.00","27132.00","0.00","0.00","0.00","24577.41","0.00","0.00","262370719.41",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84020,"Portage-du-Fort","VL",213,"0.99","13317480.00","1687356.00","5295213.00","1092366.00","0.00","2048904.00","23441319.00","0.00","23441319.00","0.00","0.00","0.00","0.00","0.00","9009.00","0.00","0.00","0.00","0.00","0.00","23450328.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84025,"Bryson","M",692,"1.00","28644200.00","4520000.00","948100.00","2437200.00","0.00","716300.00","37265800.00","0.00","37265800.00","0.00","0.00","0.00","0.00","0.00","65700.00","0.00","0.00","0.00","0.00","0.00","37331500.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84030,"Campbell's Bay","M",732,"1.00","29261300.00","2534000.00","2306800.00","6064000.00","358100.00","728100.00","41252300.00","0.00","41252300.00","0.00","0.00","0.00","0.00","2513600.00","0.00","215137.00","0.00","2518802.00","690046.50","0.00","47189885.50",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84035,"L'Île-du-Grand-Calumet","M",642,"1.08","40696992.00","2958336.00","29774520.00","453384.00","32783940.00","11611296.00","118278468.00","0.00","118278468.00","0.00","0.00","0.00","0.00","648.00","92772.00","0.00","0.00","593744.58","0.00","0.00","118965632.58",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84040,"Litchfield","M",458,"1.00","25976500.00","2183500.00","49864700.00","10826900.00","31336400.00","13696900.00","133884900.00","0.00","133884900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","133884900.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84045,"Thorne","M",486,"1.02","31842972.00","4505646.00","88289466.00","2009196.00","4300218.00","15958002.00","146905500.00","0.00","146905500.00","0.00","0.00","0.00","0.00","10608.00","0.00","0.00","0.00","0.00","0.00","0.00","146916108.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84050,"Alleyn-et-Cawood","M",179,"1.00","11602600.00","584200.00","46703700.00","141800.00","1217000.00","12382400.00","72631700.00","0.00","72631700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3360.50","0.00","72635060.50",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84055,"Otter Lake","M",929,"1.00","60117000.00","7909200.00","137000300.00","4343300.00","2090400.00","26541300.00","238001500.00","0.00","238001500.00","0.00","0.00","0.00","0.00","0.00","56300.00","0.00","0.00","509580.50","715.00","0.00","238568095.50",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84060,"Fort-Coulonge","VL",1338,"1.00","48644400.00","13709000.00","1737600.00","7846000.00","0.00","1487600.00","73424600.00","0.00","73424600.00","0.00","0.00","0.00","0.00","86900.00","98800.00","0.00","0.00","2076789.00","619476.00","0.00","76306565.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84065,"Mansfield-et-Pontefract","M",2358,"1.09","124350143.00","15267412.00","75657445.00","21769883.30","14960468.00","22919103.00","274924454.30","0.00","274924454.30","0.00","0.00","0.00","0.00","2943.00","54173.00","3836081.15","0.00","0.00","5875207.91","0.00","284692859.36",2,"2 000 @ 9 999","AR840","Pontiac",,,7,"Outaouais"
84070,"Waltham","M",361,"0.99","20519730.00","2344221.00","25070859.00","1515492.00","3803184.00","9769122.00","63022608.00","0.00","63022608.00","0.00","0.00","0.00","0.00","327393.00","0.00","0.00","0.00","0.00","212.36","6041892.48","69392105.84",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84082,"L'Isle-aux-Allumettes","M",1329,"1.01","105496015.00","7494200.00","158829974.00","4897793.00","39665124.00","28586838.00","344969944.00","0.00","344969944.00","0.00","0.00","0.00","0.00","0.00","3232.00","303145.44","0.00","1713734.17","489617.70","0.00","347479673.31",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84090,"Chichester","CT",349,"1.03","20895301.00","513146.00","12899926.00","1304598.00","13230350.00","5052665.00","53895986.00","27933.60","53868052.40","100.00","27933.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","589.16","0.00","53896575.16",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84095,"Sheenboro","M",112,"0.99","10561320.00","500445.00","65645712.00","1459260.00","7152354.00","9033057.00","94352148.00","0.00","94352148.00","0.00","0.00","0.00","0.00","28413.00","0.00","0.00","0.00","0.00","0.00","0.00","94380561.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
84100,"Rapides-des-Joachims","M",155,"1.01","8020612.00","330876.00","8434813.00","3012628.00","0.00","1014444.00","20813373.00","0.00","20813373.00","0.00","0.00","0.00","0.00","131805.00","0.00","0.00","0.00","0.00","0.00","0.00","20945178.00",1,"1 @ 1 999","AR840","Pontiac",,,7,"Outaouais"
85005,"Témiscaming","V",2370,"1.00","96407700.00","14944500.00","47286200.00","104977300.00","240400.00","2821400.00","266677500.00","0.00","266677500.00","0.00","0.00","0.00","0.00","1124700.00","309000.00","3892661.50","0.00","0.00","4962886.50","0.00","276966748.00",2,"2 000 @ 9 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85010,"Kipawa","M",464,"1.00","42588000.00","7820200.00","20780400.00","1525000.00","109200.00","1878500.00","74701300.00","0.00","74701300.00","0.00","0.00","69400.00","0.00","1403900.00","0.00","0.00","0.00","0.00","0.00","0.00","76174600.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85015,"Saint-Édouard-de-Fabre","P",631,"1.02","36102390.00","2962386.00","3797154.00","2015214.00","13860984.00","1086096.00","59824224.00","0.00","59824224.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","345979.92","0.00","0.00","60170203.92",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85020,"Béarn","M",672,"1.03","34482443.00","3930171.00","6935299.00","7660316.00","16872018.00","506348.00","70386595.00","0.00","70386595.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","729453.73","0.00","0.00","71116048.73",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85025,"Ville-Marie","V",2501,"1.04","123579248.00","39958152.00","15997592.00","53399112.00","951704.00","1649648.00","235535456.00","0.00","235535456.00","0.00","0.00","0.00","0.00","6981728.00","517608.00","14749515.56","0.00","1929865.08","2775115.20","0.00","262489287.84",2,"2 000 @ 9 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85030,"Duhamel-Ouest","M",895,"1.05","82502700.00","6428100.00","13379625.00","7249095.00","19201455.00","3438435.00","132199410.00","0.00","132199410.00","0.00","0.00","0.00","0.00","0.00","1101030.00","106558.73","0.00","0.00","0.00","0.00","133406998.73",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85037,"Lorrainville","M",1239,"1.04","54475824.00","11163256.00","3743272.00","7587944.00","29458936.00","225784.00","106655016.00","0.00","106655016.00","0.00","0.00","0.00","0.00","0.00","80912.00","179011.56","0.00","0.00","6261409.44","0.00","113176349.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85045,"Saint-Bruno-de-Guigues","M",1140,"1.05","70312515.00","7509600.00","14482965.00","6597360.00","34175400.00","5358150.00","138435990.00","0.00","138435990.00","0.00","0.00","0.00","0.00","2199645.00","147315.00","0.00","0.00","1057956.90","0.00","0.00","141840906.90",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85052,"Laverlochère-Angliers","M",943,"1.03","50901364.00","3390554.00","13019406.00","6325951.00","18112962.00","1307688.00","93057925.00","0.00","93057925.00","0.00","0.00","0.00","0.00","1532125.00","0.00","0.00","0.00","450265.53","3314.03","0.00","95043629.56",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85055,"Fugèreville","M",331,"1.00","14058500.00","577400.00","6856500.00","1328700.00","14271500.00","266800.00","37359400.00","0.00","37359400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37359400.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85060,"Latulipe-et-Gaboury","CU",302,"1.01","10494405.00","414605.00","5388754.00","1645290.00","6490058.00","430563.00","24863675.00","0.00","24863675.00","0.00","0.00","0.00","0.00","70397.00","0.00","0.00","0.00","1302180.88","0.00","0.00","26236252.88",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85065,"Belleterre","V",299,"1.00","7910000.00","1749300.00","3108900.00","1575500.00","102500.00","222000.00","14668200.00","0.00","14668200.00","0.00","0.00","0.00","0.00","4400.00","0.00","0.00","0.00","0.00","0.00","0.00","14672600.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85070,"Laforce","M",546,"1.05","3312120.00","81375.00","986475.00","620760.00","1702470.00","113610.00","6816810.00","0.00","6816810.00","0.00","0.00","0.00","0.00","8295.00","6413925.00","0.00","0.00","0.00","0.00","0.00","13239030.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85075,"Moffet","M",210,"0.99","9259371.00","905355.00","12087801.00","1543212.00","2985840.00","1226016.00","28007595.00","0.00","28007595.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28007595.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85085,"Saint-Eugène-de-Guigues","M",461,"1.00","25350400.00","1693200.00","7795100.00","1139500.00","26904700.00","937700.00","63820600.00","0.00","63820600.00","0.00","0.00","0.00","0.00","6700.00","0.00","0.00","0.00","580294.00","1787.50","0.00","64409381.50",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
85090,"Notre-Dame-du-Nord","M",1027,"1.00","53825500.00","7820800.00","9064400.00","12017800.00","14426900.00","1291500.00","98446900.00","0.00","98446900.00","0.00","0.00","14600.00","0.00","0.00","364200.00","0.00","4229647.50","568425.00","4055265.50","0.00","107679038.00",1,"1 @ 1 999","AR850","Témiscamingue",,,8,"Abitibi-Témiscamingue"
