"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg"
04030,La Martre,M,210,1.05,9610860.00,358050.00,2994705.00,491925.00,373170.00,1492995.00,15321705.00,0.00,0.00,0.00,39900.00,0.00,0.00,0.00,0.00,0.00,15361605.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04037,Sainte-Anne-des-Monts,V,6309,0.98,256019120.00,51615228.00,24751370.00,59099390.00,2191868.00,9772756.00,403449732.00,0.00,0.00,3382274.00,902972.00,28115568.39,0.00,1727225.50,13319185.88,0.00,450896957.77,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
04047,Cap-Chat,V,2341,0.96,91182240.00,17088384.00,14855904.00,21797280.00,6128544.00,2929632.00,153981984.00,0.00,0.00,15648.00,36672.00,5327231.52,0.00,1003654.08,2987350.08,0.00,163352539.68,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie--Îles-de-la-Madeleine
05010,Shigawake,M,271,1.08,12342456.00,562248.00,733104.00,665604.00,2059668.00,2369088.00,18732168.00,0.00,0.00,0.00,64908.00,0.00,0.00,0.00,6563.70,0.00,18803639.70,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05015,Saint-Godefroi,CT,334,1.00,17355100.00,1550700.00,637000.00,1597200.00,917300.00,2046200.00,24103500.00,0.00,0.00,0.00,56300.00,0.00,0.00,0.00,0.00,0.00,24159800.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05020,Hope Town,M,389,0.98,18529938.00,987840.00,1599458.00,1306340.00,1020964.00,4015746.00,27460286.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2312.31,0.00,27462598.31,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05025,Hope,CT,589,1.00,30642400.00,2239600.00,1855300.00,931900.00,820400.00,4632900.00,41122500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1716.00,0.00,41124216.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05032,Paspébiac,V,3120,1.01,159213471.00,21015979.00,10373710.00,25800157.10,2174530.00,9271901.00,227849748.10,0.00,0.00,88981.00,388345.00,3661300.50,0.00,989851.01,10441711.28,0.00,243419936.89,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05040,New Carlisle,M,1404,0.98,64441174.00,5441646.00,6298362.00,4380306.00,448546.00,6620978.00,87631012.00,0.00,0.00,12682572.00,226576.00,4790972.55,0.00,0.00,4972097.13,0.00,110303229.68,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05045,Bonaventure,V,2710,0.99,150264180.00,26035515.00,20942757.00,33869127.60,8851887.00,11277189.00,251240655.60,718542.00,0.00,2507571.00,39798.00,1902816.63,0.00,1984599.05,12751280.69,0.00,271145262.96,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05050,Saint-Elzéar,M,449,1.08,16662996.00,851040.00,5898204.00,1874232.00,691200.00,5155164.00,31132836.00,0.00,0.00,0.00,64152.00,330543.72,0.00,406794.96,0.00,0.00,31934326.68,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05055,Saint-Siméon,P,1196,1.05,60242595.00,12777240.00,7141050.00,4818345.00,2753415.00,3965115.00,91697760.00,0.00,0.00,50715.00,154035.00,0.00,0.00,688287.60,0.00,0.00,92590797.60,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05060,Caplan,M,2015,1.05,106951845.00,18661965.00,12688830.00,13454175.00,6114990.00,7802340.00,165674145.00,0.00,0.00,48615.00,107625.00,2662903.43,0.00,989788.80,1576.58,0.00,169484653.80,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05065,Saint-Alphonse,M,702,1.02,26840484.00,2221254.00,5572872.00,3100086.00,2287962.00,4396302.00,44418960.00,0.00,0.00,0.00,51816.00,0.00,0.00,705014.31,4813.38,0.00,45180603.69,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05070,New Richmond,V,3767,1.00,181555300.00,31445000.00,21946300.00,63441900.00,7452700.00,12122600.00,317963800.00,0.00,0.00,853000.00,56300.00,1443091.00,0.00,2970539.00,2111538.00,0.00,325398268.00,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
05077,Cascapédia--Saint-Jules,M,746,1.00,41722100.00,3601100.00,6819300.00,3534600.00,1121900.00,6166400.00,62965400.00,0.00,0.00,223100.00,59600.00,0.00,0.00,0.00,643.50,0.00,63248743.50,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie--Îles-de-la-Madeleine
06005,Maria,M,2653,1.04,160952064.00,23331464.00,19242704.00,18417672.00,4012840.00,10281752.00,236238496.00,0.00,0.00,27248.00,277472.00,33589757.24,0.00,3633824.48,6915.48,0.00,273773713.20,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06013,Carleton-sur-Mer,V,4043,0.99,255880251.00,32778504.00,31565457.00,51517877.40,5622903.00,14767632.00,392132624.40,5544.00,0.00,63558.00,382536.00,531711.18,5007420.99,2479103.06,12652040.12,0.00,413254537.74,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06020,Nouvelle,M,1686,1.04,88526776.00,12550200.00,13083824.00,15697739.20,3665272.00,9626344.00,143150155.20,0.00,0.00,4445480.00,164736.00,0.00,28473.12,1398711.60,0.00,0.00,149187555.92,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06025,Escuminac,M,521,0.99,26542296.00,3743784.00,8378568.00,2006928.00,999999.00,6481827.00,48153402.00,0.00,0.00,21582.00,48015.00,0.00,0.00,1070906.27,0.00,0.00,49293905.27,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06030,Pointe-à-la-Croix,M,1371,0.99,47569401.00,12305304.00,8818425.00,13815252.00,142461.00,6183441.00,88834284.00,0.00,0.00,167310.00,2097711.00,320147.69,0.00,2117816.42,0.00,0.00,93537269.10,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06035,Ristigouche-Partie-Sud-Est,CT,161,1.05,9052575.00,513345.00,2256030.00,496125.00,376320.00,1838760.00,14533155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14533155.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06040,Saint-André-de-Restigouche,M,159,1.02,4975050.00,645864.00,1759704.00,1060392.00,2171172.00,1959828.00,12572010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2552.55,0.00,12574562.55,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06045,Matapédia,M,608,1.04,20962344.00,4692480.00,5520944.00,3592617.60,1911624.00,4155944.00,40835953.60,0.00,0.00,4021264.00,122824.00,4111553.68,0.00,0.00,6757167.56,0.00,55848762.84,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06050,Saint-Alexis-de-Matapédia,M,490,1.03,17106240.00,2003556.00,2964855.00,1101791.00,3099888.00,2685210.00,28961540.00,0.00,0.00,1957.00,46453.00,0.00,0.00,525530.72,0.00,0.00,29535480.72,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06055,Saint-François-d'Assise,M,636,1.02,21619002.00,2688924.00,3254106.00,1310904.00,1022652.00,4725048.00,34620636.00,0.00,0.00,0.00,45594.00,0.00,0.00,854302.02,1458.60,0.00,35521990.62,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
06060,L'Ascension-de-Patapédia,M,155,1.10,5335880.00,75350.00,1077670.00,2586320.00,2455200.00,1985060.00,13515480.00,0.00,0.00,0.00,55880.00,0.00,0.00,0.00,0.00,0.00,13571360.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie--Îles-de-la-Madeleine
07005,Sainte-Marguerite-Marie,M,176,0.96,4240224.00,312480.00,348288.00,6479904.00,0.00,48480.00,11429376.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.04,0.00,11430131.04,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07010,Sainte-Florence,M,371,0.99,9070182.00,1506681.00,422730.00,8193042.00,1847538.00,152361.00,21192534.00,0.00,0.00,0.00,25542.00,0.00,0.00,0.00,0.00,0.00,21218076.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07018,Causapscal,V,2269,1.12,70283920.00,15514464.00,5321344.00,30319867.20,10073280.00,1393056.00,132905931.20,0.00,0.00,29680.00,0.00,284298.56,0.00,1659658.00,6362916.56,0.00,141242484.32,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07025,Albertville,M,217,1.11,6148845.00,401154.00,1406925.00,11451537.00,3035406.00,252414.00,22696281.00,0.00,0.00,0.00,38850.00,0.00,0.00,172698.24,158.73,0.00,22907987.97,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07030,Saint-Léon-le-Grand,P,956,1.15,35943365.00,1344810.00,2275850.00,16101610.00,13341035.00,734390.00,69741060.00,0.00,0.00,3105.00,63135.00,0.00,0.00,963677.00,0.00,0.00,70770977.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07035,Saint-Zénon-du-Lac-Humqui,P,348,1.15,12795360.00,556025.00,6174925.00,16252145.00,3652170.00,598345.00,40028970.00,0.00,0.00,0.00,35650.00,0.00,0.00,0.00,0.00,0.00,40064620.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07040,Sainte-Irène,P,323,1.15,17541640.00,623300.00,11983460.00,12880805.00,8007910.00,821330.00,51858445.00,0.00,0.00,0.00,0.00,0.00,0.00,193886.55,0.00,0.00,52052331.55,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07047,Amqui,V,6119,1.01,280604765.00,63202568.00,52547775.00,89988071.00,28378374.00,5879008.00,520600561.00,101.00,0.00,778407.00,455106.00,10873038.35,1527334.12,7863274.71,11661278.20,0.00,553759100.37,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07057,Lac-au-Saumon,M,1400,1.14,45439260.00,5175942.00,4137288.00,13364562.00,10320648.00,1006050.00,79443750.00,2052.00,0.00,385434.00,79914.00,8109733.71,0.00,866532.81,0.00,0.00,88887416.52,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07065,Saint-Alexandre-des-Lacs,P,279,1.16,10435708.00,480356.00,863504.00,8658936.00,1545932.00,344752.00,22329188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22329188.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07070,Saint-Tharcisius,P,426,1.00,9423500.00,951200.00,391700.00,8524900.00,7585200.00,61100.00,26937600.00,0.00,0.00,0.00,36100.00,0.00,0.00,429858.00,0.00,0.00,27403558.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07075,Saint-Vianney,M,453,1.01,12028393.00,1132513.00,1176347.00,15240496.00,1830524.00,172811.00,31581084.00,0.00,0.00,0.00,32219.00,0.00,0.00,481962.91,0.00,0.00,32095265.91,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07080,Val-Brillant,M,916,1.18,51492722.00,3759008.00,8868880.00,7239418.00,16447902.00,2389500.00,90197430.00,0.00,0.00,90152.00,103486.00,0.00,0.00,1007799.65,0.00,0.00,91398867.65,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07085,Sayabec,M,1747,1.08,61031016.00,8558352.00,6765228.00,59260032.00,8925768.00,1995084.00,146535480.00,324.00,0.00,0.00,98388.00,554130.72,0.00,1145790.36,3019456.44,0.00,151353569.52,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07090,Saint-Cléophas,P,331,1.02,6890406.00,91290.00,651474.00,12486432.00,2627826.00,98328.00,22845756.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22845756.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07095,Saint-Moïse,P,551,1.18,16989994.00,1767640.00,2014496.00,17435680.00,5086862.00,1048194.00,44342866.00,0.00,0.00,0.00,53218.00,136602.70,0.00,450113.95,0.00,0.00,44982800.65,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07100,Saint-Noël,VL,405,1.00,9612500.00,528600.00,480500.00,4792400.00,3940400.00,182100.00,19536500.00,0.00,0.00,0.00,58000.00,0.00,0.00,397325.50,0.00,0.00,19991825.50,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07105,Saint-Damase,P,355,1.04,11790272.00,592800.00,846248.00,10643776.00,8454264.00,393432.00,32720792.00,0.00,0.00,0.00,0.00,0.00,0.00,362653.72,0.00,0.00,33083445.72,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
08005,Les Méchins,M,952,1.00,40341200.00,4832800.00,9521000.00,22077400.00,596600.00,1106200.00,78475200.00,0.00,0.00,139600.00,40600.00,0.00,0.00,1134848.00,0.00,0.00,79790248.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08010,Saint-Jean-de-Cherbourg,P,167,1.00,4725400.00,102400.00,2756200.00,1959700.00,421000.00,199900.00,10164600.00,0.00,0.00,0.00,0.00,0.00,0.00,86658.00,0.00,0.00,10251258.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08015,Grosses-Roches,M,380,1.03,17703846.00,1113533.00,5771193.00,938845.00,328673.00,4174693.00,30030783.00,0.00,0.00,38625.00,27501.00,0.00,0.00,348709.08,0.00,0.00,30445618.08,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08023,Sainte-Félicité,M,1098,1.00,45972600.00,3868600.00,7676700.00,3520900.00,7575700.00,433600.00,69048100.00,0.00,0.00,0.00,47600.00,0.00,0.00,1027955.50,0.00,0.00,70123655.50,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08030,Saint-Adelme,P,497,1.00,20776100.00,1071100.00,7356700.00,2285300.00,5337300.00,656300.00,37482800.00,0.00,0.00,0.00,0.00,0.00,0.00,573144.00,0.00,0.00,38055944.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08035,Saint-René-de-Matane,M,936,1.02,44374692.00,2734416.00,11644014.00,2569074.00,2178822.00,3251862.00,66752880.00,0.00,0.00,11220.00,38250.00,0.00,0.00,1597239.93,0.00,0.00,68399589.93,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08040,Sainte-Paule,M,239,1.00,17600900.00,466700.00,13234200.00,1161500.00,1009100.00,1320500.00,34792900.00,0.00,0.00,0.00,0.00,0.00,0.00,197268.50,786.50,0.00,34990955.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08053,Matane,V,14178,0.99,605959992.00,153052911.00,64766196.00,275576400.00,26698122.00,12712887.00,1138766508.00,41481.00,0.00,7836048.00,12183336.00,29450910.06,28474237.94,12075283.94,20776883.99,0.00,1249604688.92,03,10 000 @ 24 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08065,Saint-Léandre,P,351,1.02,16927308.00,605676.00,5080518.00,773568.00,8632362.00,1058658.00,33078090.00,0.00,0.00,0.00,0.00,0.00,0.00,344302.53,0.00,0.00,33422392.53,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08073,Saint-Ulric,M,1523,1.02,78825906.00,5923140.00,19303602.00,5145288.00,17885904.00,2561526.00,129645366.00,0.00,0.00,12750.00,1020.00,0.00,0.00,1217566.35,1385.67,0.00,130878088.02,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08080,Baie-des-Sables,M,617,1.00,31126600.00,2425100.00,3390500.00,4573400.00,12769100.00,1058000.00,55342700.00,0.00,0.00,17500.00,40500.00,0.00,0.00,588159.00,0.00,0.00,55988859.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
09005,La Rédemption,P,428,1.01,14505418.00,900415.00,3119082.00,868095.00,3813558.00,3706195.00,26912763.00,0.00,0.00,0.00,33936.00,0.00,0.00,641919.14,0.00,0.00,27588618.14,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09010,Saint-Charles-Garnier,P,223,1.14,8855976.00,253080.00,2790378.00,1368.00,3640590.00,3401076.00,18942468.00,0.00,0.00,0.00,16644.00,0.00,0.00,239557.89,0.00,0.00,19198669.89,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09015,Les Hauteurs,M,471,1.00,11351900.00,609000.00,1436600.00,452000.00,17491000.00,1768900.00,33109400.00,0.00,0.00,7400.00,50300.00,0.00,0.00,598598.00,71.50,0.00,33765769.50,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09020,Sainte-Jeanne-d'Arc,P,284,1.00,10958400.00,187400.00,4558200.00,189100.00,4978500.00,5246500.00,26118100.00,0.00,0.00,600.00,38200.00,0.00,0.00,528957.00,0.00,0.00,26685857.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09025,Saint-Gabriel-de-Rimouski,M,1161,1.00,53129200.00,3396200.00,9522500.00,4893900.00,20995900.00,3785200.00,95722900.00,0.00,0.00,15100.00,60400.00,0.00,0.00,974688.00,0.00,0.00,96773088.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09030,Saint-Donat,P,846,1.05,48360270.00,3138030.00,13435275.00,4014780.00,12255180.00,3957660.00,85161195.00,0.00,0.00,0.00,50190.00,0.00,0.00,974923.95,0.00,0.00,86186308.95,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09035,Sainte-Angèle-de-Mérici,M,957,0.98,33182604.00,4394908.00,3735368.00,2954406.00,13706476.00,2977730.00,60951492.00,0.00,0.00,294.00,39494.00,0.00,0.00,684443.76,70.07,0.00,61675793.83,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09040,Padoue,M,251,0.94,6757002.00,156322.00,2870384.00,527152.00,4245416.00,1435004.00,15991280.00,0.00,0.00,0.00,0.00,0.00,0.00,229387.73,0.00,0.00,16220667.73,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09048,Métis-sur-Mer,V,562,1.14,43920780.00,3012678.00,54540450.00,9349482.00,4207854.00,3807372.00,118838616.00,0.00,0.00,8778.00,66804.00,0.00,0.00,7142476.77,0.00,0.00,126056674.77,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09055,Saint-Octave-de-Métis,P,518,0.96,20184960.00,944928.00,2367936.00,1235136.00,12042144.00,1109280.00,37884384.00,0.00,0.00,0.00,33984.00,0.00,0.00,321647.04,0.00,0.00,38240015.04,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09060,Grand-Métis,M,212,1.03,11204855.00,369564.00,7964990.00,3011308.00,2851143.00,381100.00,25782960.00,0.00,0.00,9167.00,0.00,0.00,0.00,0.00,0.00,0.00,25792127.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09065,Price,VL,1754,1.00,61083700.00,5748900.00,2056700.00,8311200.00,363800.00,433000.00,77997300.00,0.00,0.00,56300.00,67300.00,0.00,0.00,1171956.50,0.00,0.00,79292856.50,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09070,Saint-Joseph-de-Lepage,P,552,1.02,30663138.00,2603856.00,4407216.00,500106.00,5348982.00,495312.00,44018610.00,0.00,0.00,6324.00,0.00,0.00,0.00,0.00,2471962.35,0.00,46496896.35,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09077,Mont-Joli,V,6242,0.99,227170152.00,69369498.00,15465582.00,90381258.00,3461931.00,4609440.00,410457861.00,0.00,0.00,2113650.00,33113223.00,36230478.57,0.00,6661080.86,16217692.92,0.00,504793986.35,02,2 000 @ 9 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09085,Sainte-Flavie,P,870,0.94,51403336.00,5517142.00,7464540.00,11659196.00,11152630.00,920730.00,88117574.00,0.00,0.00,94.00,55742.00,0.00,0.00,0.00,0.00,0.00,88173410.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09092,Sainte-Luce,M,2773,1.00,178447800.00,20593700.00,32154500.00,19146800.00,23294300.00,4607600.00,278244700.00,0.00,0.00,1954100.00,197100.00,570713.00,0.00,2179463.00,0.00,0.00,283146076.00,02,2 000 @ 9 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
