ID_SEANCE,NOM_SEANCE,TYPE_ASSEMBLEE,DATE_VIDEO,TITRE_VIDEO,DESCRIPTION_VIDEO,DUREE,URL
"CM_2024-04-16_R","Conseil municipal","Ordinaire",2024-04-16T22:49:38,"2024-04-16 9 H 30 - Conseil municipal Montréal","00:00 08:35 Assemblée ordinaire du conseil municipal du mardi 16 avril 2024 "" 11:35 – Période de questions du public 44:40 ...","9:02:26","https://www.youtube.com/watch?v=Vne-tUQH_ZI"
"CM_2024-03-19_R","Conseil municipal","Ordinaire",2024-03-19T02:02:15,"2024-03-18 13 H 00 - Conseil municipal Montréal","00:00 00:07:38 Conseil municipal du lundi 18 mars 2024 00:12:00 Période de questions des membres du conseil 00:52:30 -03 ...","8:36:16","https://www.youtube.com/watch?v=yqvkuCMMvFE"
"CM_2024-01-24_R","Conseil municipal","Ordinaire",2024-01-24T06:06:38,"2024-01-23 9 H 30 - Conseil municipal Montréal","00:00 20:00 Assemblée ordinaire du conseil municipal du mardi 23 janvier 2024 21:38 – Période de questions du public 46:53 ...","3:26:35","https://www.youtube.com/watch?v=JK5RtIbS6Ek"
"CM_2024-01-23_R","Conseil municipal","Ordinaire",2024-01-23T02:54:33,"2024-01-22 13 H 00 - Conseil municipal Montréal","00:00 35:51 Assemblée ordinaire du conseil municipal du lundi 22 janvier 2024 41:55 02 – Période de questions des membres ...","9:05:31","https://www.youtube.com/watch?v=Kk69Wqv5qd4"
"CM_2023-12-19_R","Conseil municipal","Ordinaire",2023-12-19T02:56:12,"2023-12-18 13 H 00 - Conseil municipal Montréal","00:00:00 07:04 ASSEMBLÉE ORDINAIRE DU CONSEIL MUNICIPAL 13:05 Période de questions des membres du conseil ...","8:38:24","https://www.youtube.com/watch?v=I68VBzzPxNI"
"CM_2023-10-17_R","Conseil municipal","Ordinaire",2023-10-17T04:01:53,"2023-10-16 13 H 00 - Conseil municipal Montréal","11:36 Assemblée ordinaire du conseil municipal 15:16 Mot de la mairesse 21:56 02 – Période de questions des membres du ...","8:40:33","https://www.youtube.com/watch?v=GOydu2mJoKI"
"CM_2023-08-22_R","Conseil municipal","Ordinaire",2023-08-22T22:23:34,"2023-08-22 9 H 00 - Conseil municipal Montréal","00:00:00 - intro 00:20:30 - Ouverture de la séance 03:38:57 - Début pause 05:13:03 - Retour de pause.","8:59:20","https://www.youtube.com/watch?v=glMlH0hYA-8"
"CM_2023-06-14_R","Conseil municipal","Ordinaire",2023-06-14T08:04:30,"2023-06-13 9 H 00 - Conseil municipal Montréal","00:00:00 - intro 00:16:00 - Ouverture de la séance 00:17:41 - 01 - Période de question du public 00:26:07 - Période de questions ...","9:00:15","https://www.youtube.com/watch?v=Q9Zv7VMb2Ng"
"CM_2023-06-13_R","Conseil municipal","Ordinaire",2023-06-13T05:23:59,"2023-06-12 13 H 00 - Conseil municipal Montréal","00:00:00 - Début 17:55 - Ouverture de la séance 23:18 - Période de questions des membres du conseil 1:16:00 - 07 - Dépôt ...","8:47:26","https://www.youtube.com/watch?v=NCWQPM0qa70"
"CM_2023-05-16_R","Conseil municipal","Ordinaire",2023-05-16T22:49:34,"2023-05-16 9 H 00 - Conseil municipal Montréal",,"8:26:06","https://www.youtube.com/watch?v=azSazNiZ2ck"
"CM_2023-05-16_R","Conseil municipal","Ordinaire",2023-05-16T03:20:43,"2023-05-15 13 H 00 - Conseil municipal Montréal",,"8:49:21","https://www.youtube.com/watch?v=uEy3AA8qkJk"
"CM_2023-04-18_R","Conseil municipal","Ordinaire",2023-04-18T22:37:18,"2023-04-18 9 H 00 - Conseil municipal Montréal",,"8:38:05","https://www.youtube.com/watch?v=cOYLdao-O64"
"CM_2023-04-18_R","Conseil municipal","Ordinaire",2023-04-18T03:10:56,"2023-04-17 13 H 00 - Conseil municipal Montréal",,"8:49:54","https://www.youtube.com/watch?v=_hSuKeJjjPY"
"CM_2023-03-21_R","Conseil municipal","Ordinaire",2023-03-21T18:18:27,"2023-03-21 9 H 00 - Conseil municipal Montréal",,"3:48:32","https://www.youtube.com/watch?v=ZdVtBYQTxyo"
"CM_2023-03-21_R","Conseil municipal","Ordinaire",2023-03-21T04:33:49,"2023-03-20 13 H 00 - Conseil municipal Montréal",,"9:03:41","https://www.youtube.com/watch?v=EPuybCrUeBY"
"CM_2023-02-21_R","Conseil municipal","Ordinaire",2023-02-21T05:29:15,"2023-02-20 13 H 00 - Conseil municipal Montréal","Début: 00:00:00 Ouverture de la séance: 21:39 Pause: 4:45:44 Retour de pause: 6:18:56.","9:23:50","https://www.youtube.com/watch?v=_VBYs0DIppk"
"CM_2023-01-24_R","Conseil municipal","Ordinaire",2023-01-24T18:45:20,"2023-01-24 9 H 30 - Conseil municipal Montréal",,"3:15:26","https://www.youtube.com/watch?v=To98UudMOCk"
"CM_2023-01-24_R","Conseil municipal","Ordinaire",2023-01-24T06:26:45,"2023-01-23 13 H 00 - Conseil municipal Montréal","Début: 00:00:00 Ouverture de la séance: 10:38 Pause: 4:17:55 Retour de pause: 6:10:35.","9:09:16","https://www.youtube.com/watch?v=34v1Y1j5248"
"CM_2022-12-20_R","Conseil municipal","Ordinaire",2022-12-20T04:13:15,"2022-12-19 13 H 00 - Conseil municipal Montréal","Début: 00:00:00 Ouverture de la séance: 17:38 Pause: 4:18:30 Retour de pause: 6:20:42.","9:52:54","https://www.youtube.com/watch?v=0KNc_SjaAA4"
"CM_2022-12-15_E","Conseil municipal","Extraordinaire",2022-12-15T23:56:54,"2022-12-15 9H30 Conseil municipal extraordinaire Montréal","Début: 00:00:00 Ouverture de la séance: 16:55 Pause: 3:12:40 Retour de pause: 4:44:57.","9:04:21","https://www.youtube.com/watch?v=dnX9lCm4Sfo"
