ID_SEANCE,NOM_SEANCE,TYPE_ASSEMBLEE,DATE_VIDEO,TITRE_VIDEO,DESCRIPTION_VIDEO,DUREE,URL
"CE_2024-08-01_R","Comité exécutif","Ordinaire",2024-08-01T01:28:08,"2024-07-31 9 H 00 - Comité exécutif",,"0:25:41","https://www.youtube.com/watch?v=O1b0RlsW_RU"
"CE_2024-06-26_R","Comité exécutif","Ordinaire",2024-06-26T13:08:15,"2024-06-26 9 H 00 - Comité exécutif",,"0:11:16","https://www.youtube.com/watch?v=TqCfn0crqTI"
"CE_2024-05-23_R","Comité exécutif","Ordinaire",2024-05-23T01:15:24,"2024-05-22 9 H 00 - Comité exécutif",,"0:13:41","https://www.youtube.com/watch?v=ussbAmslNhc"
"CE_2024-05-09_R","Comité exécutif","Ordinaire",2024-05-09T01:23:55,"2024-05-08 9 H 00 - Comité exécutif",,"0:28:46","https://www.youtube.com/watch?v=bbEqjiw7rZw"
"CE_2024-05-02_R","Comité exécutif","Ordinaire",2024-05-02T01:28:37,"2024-05-01 9 H 00 - Comité exécutif",,"0:30:06","https://www.youtube.com/watch?v=wNTMhUPvFJc"
"CE_2024-04-11_R","Comité exécutif","Ordinaire",2024-04-11T01:40:37,"2024-04-10 9 H 00 - Comité exécutif",,"0:42:21","https://www.youtube.com/watch?v=yFRnjJhDOfg"
"CE_2024-04-04_R","Comité exécutif","Ordinaire",2024-04-04T01:25:16,"2024-04-03 9 H 00 - Comité exécutif",,"0:26:21","https://www.youtube.com/watch?v=LEXk6gCI_dE"
"CE_2024-02-08_R","Comité exécutif","Ordinaire",2024-02-08T03:02:13,"2024-02-07 9 H 00 - Comité exécutif",,"1:00:35","https://www.youtube.com/watch?v=p0NqPo6wUAc"
"CE_2024-02-01_R","Comité exécutif","Ordinaire",2024-02-01T02:39:01,"2024-01-31 9 H 00 - Comité exécutif",,"0:45:10","https://www.youtube.com/watch?v=ej8Te4JYTGc"
"CE_2024-01-18_R","Comité exécutif","Ordinaire",2024-01-18T02:50:56,"2024-01-17 9 H 00 - Comité exécutif",,"0:54:21","https://www.youtube.com/watch?v=Cqp-pHE1LWI"
"CE_2023-12-21_R","Comité exécutif","Ordinaire",2023-12-21T02:14:15,"2023-12-20 9 H 00 - Comité exécutif",,"0:19:36","https://www.youtube.com/watch?v=_lN8kVQhxoc"
"CE_2023-12-07_R","Comité exécutif","Ordinaire",2023-12-07T02:47:05,"2023-12-06 9 H 00 - Comité exécutif",,"0:42:00","https://www.youtube.com/watch?v=MgJVK-U0iP4"
"CE_2023-11-16_R","Comité exécutif","Ordinaire",2023-11-16T02:14:43,"2023-11-15 9 H 00 - Comité exécutif",,"0:10:51","https://www.youtube.com/watch?v=gF5fxaO_WQs"
"CE_2023-10-05_R","Comité exécutif","Ordinaire",2023-10-05T01:30:06,"2023-10-04 9 H 00 - Comité exécutif",,"0:26:16","https://www.youtube.com/watch?v=HXq3Oo-NDCU"
"CE_2023-09-28_R","Comité exécutif","Ordinaire",2023-09-28T01:40:53,"2023-09-27 9 H 00 - Comité exécutif",,"0:16:06","https://www.youtube.com/watch?v=FaIvWANY-3c"
"CE_2023-09-14_R","Comité exécutif","Ordinaire",2023-09-14T01:38:05,"2023-09-13 9 H 00 - Comité exécutif",,"0:11:32","https://www.youtube.com/watch?v=MSLdY5AGpDM"
"CE_2023-08-17_R","Comité exécutif","Ordinaire",2023-08-17T01:25:48,"2023-08-16 9 H 00 - Comité exécutif",,"0:20:04","https://www.youtube.com/watch?v=6SIuBgjSh9I"
"CE_2023-06-29_R","Comité exécutif","Ordinaire",2023-06-29T01:22:33,"2023-06-28 9 H 00 - Comité exécutif",,"0:10:54","https://www.youtube.com/watch?v=C_hZr7gV2hs"
"CE_2023-06-22_R","Comité exécutif","Ordinaire",2023-06-22T02:03:12,"2023-06-21 9 H 00 - Comité exécutif",,"0:37:01","https://www.youtube.com/watch?v=9suZV4axeXo"
"CE_2023-06-08_R","Comité exécutif","Ordinaire",2023-06-08T01:42:52,"2023-06-07 9 H 00 - Comité exécutif",,"0:28:35","https://www.youtube.com/watch?v=XAu19kdW_2A"
"CE_2023-06-01_R","Comité exécutif","Ordinaire",2023-06-01T02:51:49,"2023-05-31 9 H 00 - Comité exécutif",,"1:16:25","https://www.youtube.com/watch?v=U8Ix57kAeOs"
"CE_2023-05-25_R","Comité exécutif","Ordinaire",2023-05-25T01:39:06,"2023-05-24 9 H 00 - Comité exécutif",,"0:23:29","https://www.youtube.com/watch?v=B7sr5_i28LI"
"CE_2023-05-11_R","Comité exécutif","Ordinaire",2023-05-11T01:37:52,"2023-05-10 9 H 00 - Comité exécutif",,"0:35:20","https://www.youtube.com/watch?v=fA1_X_RYji8"
"CE_2023-05-04_R","Comité exécutif","Ordinaire",2023-05-04T02:04:44,"2023-05-03 9 H 00 - Comité exécutif",,"0:53:21","https://www.youtube.com/watch?v=LvEuPQF2nIg"
"CE_2023-04-27_R","Comité exécutif","Ordinaire",2023-04-27T01:24:47,"2023-04-26 9 H 00 - Comité exécutif",,"0:20:23","https://www.youtube.com/watch?v=Uy_07Dt9Zpo"
"CE_2023-04-05_R","Comité exécutif","Ordinaire",2023-04-05T13:49:05,"2023-04-05 9 H 00 - Comité exécutif",,"0:38:07","https://www.youtube.com/watch?v=CcngYlwFPhs"
"CE_2023-03-29_R","Comité exécutif","Ordinaire",2023-03-29T14:39:54,"2023-03-29 9 H 00 - Comité exécutif",,"1:04:27","https://www.youtube.com/watch?v=j6XP6rS1V1k"
