Date,Moyen,Site,Nombre,Montant
2019-11-01,"CINP","à Boucherville, à 200 m de la bretelle du boulevard de Mortagne sur l'autoroute 20 Ouest",173985,16792893.00
2019-11-01,"CINP","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",23827,2540121.00
2019-11-01,"CINP","À Charlemagne, à 150 m de l'autoroute 640 sur l'autoroute 40 Est",35671,5245456.00
2019-11-01,"CINP","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",32923,3156838.00
2019-11-01,"CINP","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",21550,2090422.00
2019-11-01,"CINP","À Laval, à 210 m du boulevard Ste-Rose sur l'autoroute 15 Nord",28017,3984307.00
2019-11-01,"CINP","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",1015,100588.00
2019-11-01,"CINP","à Lévis, à 1 km de la sortie pour le pont Pierre Laporte sur le collecteur de l'autoroute 20",57406,6696438.00
2019-11-01,"CINP","À Mirabel, à 320 m du chemin de la Côte Nord sur l'autoroute 15 Sud",81032,11860635.00
2019-11-01,"CINP","à Montréal, à 300 m de la sortie Atwater sur l'autoroute 15 Sud",139798,25220311.00
2019-11-01,"CINP","À Montréal, à 350 m de la rue Airlie sur le route 138 Est",20679,3023656.00
2019-11-01,"CINP","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",4547,482393.00
2019-11-01,"CINP","à Montréal, entre Le Boulevard et l'avenue Cedar sur le chemin McDougall",8117,813831.00
2019-11-01,"CINP","à Pincourt, à 350 m à l'ouest du boulevard de l'Île sur l'autoroute 20 Est",89274,9635904.00
2019-11-01,"CINP","À Québec, à 330 m de l'avenue D'Estimauville sur l'autoroute 40 Ouest",14182,2097952.00
2019-11-01,"CINP","À Québec, à 450 m du boulevard Hochelaga sur l'autoroute 73 Nord",24988,3266758.00
2019-11-01,"CINP","À Québec, à l'intersection de l'autoroute 573 et de l'avenue Industrielle, sur l'autoroute 573 en direction nord-ouest",2548,241398.00
2019-11-01,"CINP","À Québec, à l'intersection du boulevard Charest ouest et de l'avenue Saint-Sacrement, sur le boulevard Charest en direction nord-est",38501,5075247.00
2019-11-01,"CINP","À Saint-Esprit, à l'intersection de la route 158 et de la route 125, sur la route 158 en direction nord",4422,469577.00
2019-11-01,"CINP","à Saint-Georges, à la hauteur de l'intersection de la 114e Rue sur le boulevard Lacroix (route 173)",34842,2972551.00
2019-11-01,"CINP","À Saint-Hyacinthe, à l'intersection du boulevard Laframboise et du boulevard Casavant ouest, sur le boulevard Laframboise en direction sud-est",9146,841139.00
2019-11-01,"CINP","À Salaberry-de-Valleyfield, à l'intersection de la route 201 et de l'avenue de Grande-Île, sur la route 201 en direction sud-ouest",14689,1422768.00
2019-11-01,"FERG","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",643,108803.00
2019-11-01,"FERG","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",739,125235.00
2019-11-01,"FERG","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",335,56743.00
2019-11-01,"FERG","À Laval, sur la route 117, dénommée boulevard Curé-Labelle, à l'intersection du boulevard Dagenais Ouest, en direction nord",780,132373.00
2019-11-01,"FERG","à Laval, sur le boulevard de la Concorde Ouest, à l'intersection de la 12e Avenue, en direction nord-est",665,112649.00
2019-11-01,"FERG","à Laval, sur le boulevard des Laurentides, à l'intersection du boulevard Dagenais, en direction sud-est",968,163885.00
2019-11-01,"FERG","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",307,51974.00
2019-11-01,"FERG","à Lévis, à l'interserction boul. Wilfrid-Carrier et rue Louis-H.-La Fontaine sur la route Président-Kennedy (route 173)",10059,1612282.00
2019-11-01,"FERG","À Longueuil, à l'intersection du boulevard Gaétan-Boucher et du boulevard Cousineau en direction Sud-Est",268,45440.00
2019-11-01,"FERG","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",530,89788.00
2019-11-01,"FERG","à Montréal, à l'intersection de la rue D'Iberville et de la rue Sainte-Catherine Est",2298,366689.00
2019-11-01,"FERG","à Montréal, à l'intersection de la rue Notre-Dame Ouest et de la rue University",6268,983801.00
2019-11-01,"FERG","à Montréal, à l'intersection de la rue Paré et du boulevard Décarie Nord",9677,1555744.00
2019-11-01,"FERG","À Québec, à l'intersection de l'autoroute 573 et de l'avenue Industrielle, sur l'autoroute 573 en direction nord-ouest",78,13217.00
2019-11-01,"FERG","À Québec, à l'intersection du boulevard Charest ouest et de l'avenue Saint-Sacrement, sur le boulevard Charest en direction nord-est",367,62295.00
2019-11-01,"FERG","à Saint-Constant, à l'intersection du boulevard Monchamp et de la route 132",731,115647.00
2019-11-01,"FERG","À Saint-Esprit, à l'intersection de la route 158 et de la route 125, sur la route 158 en direction nord",1159,196364.00
2019-11-01,"FERG","À Saint-Hyacinthe, à l'intersection du boulevard Laframboise et du boulevard Casavant ouest, sur le boulevard Laframboise en direction sud-est",207,35007.00
2019-11-01,"FERG","À Salaberry-de-Valleyfield, à l'intersection de la route 201 et de l'avenue de Grande-Île, sur la route 201 en direction sud-ouest",1332,225510.00
2019-11-01,"FERG","à Thetford Mines, à l'intersection du boul. Ouellet et du boulevard Frontenac Est (route 112)",1418,227494.00
2019-11-01,"MOBL","A-15 nord / Pont Médéric-Martin",5582,1479214.00
2019-11-01,"MOBL","A-20 Beloeil",4867,927684.00
2019-11-01,"MOBL","A-20 Drummondville, 80km/h (Mobile)",336,84725.00
2019-11-01,"MOBL","A-20 Drummondville, 90km/h (Mobile)",59,13117.00
2019-11-01,"MOBL","A-20 ouest / Dorval",387,93025.00
2019-11-01,"MOBL","A-20 ouest / Lachine",360,85970.00
2019-11-01,"MOBL","A-30 Boucherville",3954,758269.00
2019-11-01,"MOBL","A-35 St-Jean-sur-Richelieu",1406,261631.00
2019-11-01,"MOBL","A-40, L'Assomption OUEST",464,72261.00
2019-11-01,"MOBL","A-40 Montréal",17094,3057861.00
2019-11-01,"MOBL","A-40 St-Augustin",7416,1390487.00
2019-11-01,"MOBL","A-640 / Boisbriand",21043,4445328.00
2019-11-01,"MOBL","A-73 SUD , Lévis",2588,522550.00
2019-11-01,"MOBL","Acton Vale, rte 139",45,5615.00
2019-11-01,"MOBL","Aut.20",1187,249489.00
2019-11-01,"MOBL","Aut.30 ouest",6345,1174695.00
