Date,Moyen,Site,Nombre,Montant
2019-08-01,"CINP","à Boucherville, à 200 m de la bretelle du boulevard de Mortagne sur l'autoroute 20 Ouest",170106,16263826.00
2019-08-01,"CINP","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",19984,2175058.00
2019-08-01,"CINP","À Charlemagne, à 150 m de l'autoroute 640 sur l'autoroute 40 Est",29351,4408549.00
2019-08-01,"CINP","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",26995,2631500.00
2019-08-01,"CINP","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",18433,1808213.00
2019-08-01,"CINP","À Laval, à 210 m du boulevard Ste-Rose sur l'autoroute 15 Nord",21816,3190398.00
2019-08-01,"CINP","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",695,70214.00
2019-08-01,"CINP","à Lévis, à 1 km de la sortie pour le pont Pierre Laporte sur le collecteur de l'autoroute 20",56336,6564306.00
2019-08-01,"CINP","À Mirabel, à 320 m du chemin de la Côte Nord sur l'autoroute 15 Sud",64856,9671230.00
2019-08-01,"CINP","à Montréal, à 300 m de la sortie Atwater sur l'autoroute 15 Sud",139798,25220311.00
2019-08-01,"CINP","À Montréal, à 350 m de la rue Airlie sur le route 138 Est",16182,2427929.00
2019-08-01,"CINP","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",3549,391692.00
2019-08-01,"CINP","à Montréal, entre Le Boulevard et l'avenue Cedar sur le chemin McDougall",7872,791514.00
2019-08-01,"CINP","à Pincourt, à 350 m à l'ouest du boulevard de l'Île sur l'autoroute 20 Est",85687,9188245.00
2019-08-01,"CINP","À Québec, à 330 m de l'avenue D'Estimauville sur l'autoroute 40 Ouest",11379,1727853.00
2019-08-01,"CINP","À Québec, à 450 m du boulevard Hochelaga sur l'autoroute 73 Nord",20824,2752625.00
2019-08-01,"CINP","À Québec, à l'intersection de l'autoroute 573 et de l'avenue Industrielle, sur l'autoroute 573 en direction nord-ouest",1690,159338.00
2019-08-01,"CINP","À Québec, à l'intersection du boulevard Charest ouest et de l'avenue Saint-Sacrement, sur le boulevard Charest en direction nord-est",29037,3949868.00
2019-08-01,"CINP","À Saint-Esprit, à l'intersection de la route 158 et de la route 125, sur la route 158 en direction nord",3519,378824.00
2019-08-01,"CINP","à Saint-Georges, à la hauteur de l'intersection de la 114e Rue sur le boulevard Lacroix (route 173)",33359,2837212.00
2019-08-01,"CINP","À Saint-Hyacinthe, à l'intersection du boulevard Laframboise et du boulevard Casavant ouest, sur le boulevard Laframboise en direction sud-est",7355,684404.00
2019-08-01,"CINP","À Salaberry-de-Valleyfield, à l'intersection de la route 201 et de l'avenue de Grande-Île, sur la route 201 en direction sud-ouest",11796,1156940.00
2019-08-01,"FERG","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",527,89083.00
2019-08-01,"FERG","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",550,93135.00
2019-08-01,"FERG","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",258,43653.00
2019-08-01,"FERG","À Laval, sur la route 117, dénommée boulevard Curé-Labelle, à l'intersection du boulevard Dagenais Ouest, en direction nord",527,89363.00
2019-08-01,"FERG","à Laval, sur le boulevard de la Concorde Ouest, à l'intersection de la 12e Avenue, en direction nord-est",534,90379.00
2019-08-01,"FERG","à Laval, sur le boulevard des Laurentides, à l'intersection du boulevard Dagenais, en direction sud-est",827,139915.00
2019-08-01,"FERG","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",244,41294.00
2019-08-01,"FERG","à Lévis, à l'interserction boul. Wilfrid-Carrier et rue Louis-H.-La Fontaine sur la route Président-Kennedy (route 173)",9797,1567832.00
2019-08-01,"FERG","À Longueuil, à l'intersection du boulevard Gaétan-Boucher et du boulevard Cousineau en direction Sud-Est",238,40370.00
2019-08-01,"FERG","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",419,70918.00
2019-08-01,"FERG","à Montréal, à l'intersection de la rue D'Iberville et de la rue Sainte-Catherine Est",2279,363459.00
2019-08-01,"FERG","à Montréal, à l'intersection de la rue Notre-Dame Ouest et de la rue University",6268,983801.00
2019-08-01,"FERG","à Montréal, à l'intersection de la rue Paré et du boulevard Décarie Nord",9226,1479074.00
2019-08-01,"FERG","À Québec, à l'intersection de l'autoroute 573 et de l'avenue Industrielle, sur l'autoroute 573 en direction nord-ouest",50,8487.00
2019-08-01,"FERG","À Québec, à l'intersection du boulevard Charest ouest et de l'avenue Saint-Sacrement, sur le boulevard Charest en direction nord-est",262,44445.00
2019-08-01,"FERG","à Saint-Constant, à l'intersection du boulevard Monchamp et de la route 132",715,112927.00
2019-08-01,"FERG","À Saint-Esprit, à l'intersection de la route 158 et de la route 125, sur la route 158 en direction nord",939,158964.00
2019-08-01,"FERG","À Saint-Hyacinthe, à l'intersection du boulevard Laframboise et du boulevard Casavant ouest, sur le boulevard Laframboise en direction sud-est",166,28037.00
