Date,Moyen,Site,Nombre,Montant
2019-10-01,"CINP","à Boucherville, à 200 m de la bretelle du boulevard de Mortagne sur l'autoroute 20 Ouest",173013,16664432.00
2019-10-01,"CINP","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",22694,2432662.00
2019-10-01,"CINP","À Charlemagne, à 150 m de l'autoroute 640 sur l'autoroute 40 Est",34410,5082706.00
2019-10-01,"CINP","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",30692,2959156.00
2019-10-01,"CINP","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",20138,1963776.00
2019-10-01,"CINP","À Laval, à 210 m du boulevard Ste-Rose sur l'autoroute 15 Nord",26121,3747645.00
2019-10-01,"CINP","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",902,89004.00
2019-10-01,"CINP","à Lévis, à 1 km de la sortie pour le pont Pierre Laporte sur le collecteur de l'autoroute 20",57054,6651894.00
2019-10-01,"CINP","À Mirabel, à 320 m du chemin de la Côte Nord sur l'autoroute 15 Sud",74543,11031541.00
2019-10-01,"CINP","à Montréal, à 300 m de la sortie Atwater sur l'autoroute 15 Sud",139798,25220311.00
2019-10-01,"CINP","À Montréal, à 350 m de la rue Airlie sur le route 138 Est",19109,2819342.00
2019-10-01,"CINP","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",4171,447809.00
2019-10-01,"CINP","à Montréal, entre Le Boulevard et l'avenue Cedar sur le chemin McDougall",8010,803715.00
2019-10-01,"CINP","à Pincourt, à 350 m à l'ouest du boulevard de l'Île sur l'autoroute 20 Est",88043,9495103.00
2019-10-01,"CINP","À Québec, à 330 m de l'avenue D'Estimauville sur l'autoroute 40 Ouest",13139,1957640.00
2019-10-01,"CINP","À Québec, à 450 m du boulevard Hochelaga sur l'autoroute 73 Nord",23795,3122238.00
2019-10-01,"CINP","À Québec, à l'intersection de l'autoroute 573 et de l'avenue Industrielle, sur l'autoroute 573 en direction nord-ouest",2311,219068.00
2019-10-01,"CINP","À Québec, à l'intersection du boulevard Charest ouest et de l'avenue Saint-Sacrement, sur le boulevard Charest en direction nord-est",34504,4645514.00
2019-10-01,"CINP","À Saint-Esprit, à l'intersection de la route 158 et de la route 125, sur la route 158 en direction nord",4174,444987.00
2019-10-01,"CINP","à Saint-Georges, à la hauteur de l'intersection de la 114e Rue sur le boulevard Lacroix (route 173)",34494,2940934.00
2019-10-01,"CINP","À Saint-Hyacinthe, à l'intersection du boulevard Laframboise et du boulevard Casavant ouest, sur le boulevard Laframboise en direction sud-est",8496,784067.00
2019-10-01,"CINP","À Salaberry-de-Valleyfield, à l'intersection de la route 201 et de l'avenue de Grande-Île, sur la route 201 en direction sud-ouest",13768,1338375.00
2019-10-01,"FERG","À Brossard, à l'intersection du boulevard Taschereau et de l'avenue Panama, sur le boulevard Taschereau en direction sud",607,102683.00
2019-10-01,"FERG","À Gatineau, à l'intersection du boulevard Maisonneuve et du boulevard Sacré-Coeur, sur le boulevard Maisonneuve en direction nord",679,115065.00
2019-10-01,"FERG","À L'Ange-Gardien, à l'intersection de la route 138 et de la rue Casgrain, sur la route 138 en direction nord-est",316,53513.00
2019-10-01,"FERG","À Laval, sur la route 117, dénommée boulevard Curé-Labelle, à l'intersection du boulevard Dagenais Ouest, en direction nord",690,117073.00
2019-10-01,"FERG","à Laval, sur le boulevard de la Concorde Ouest, à l'intersection de la 12e Avenue, en direction nord-est",623,105509.00
2019-10-01,"FERG","à Laval, sur le boulevard des Laurentides, à l'intersection du boulevard Dagenais, en direction sud-est",924,156405.00
2019-10-01,"FERG","À Laval, sur le boulevard Saint-Martin, à l'intersection de la route 335, dénommée boulevard des Laurentides, en direction sud-ouest",288,48774.00
2019-10-01,"FERG","à Lévis, à l'interserction boul. Wilfrid-Carrier et rue Louis-H.-La Fontaine sur la route Président-Kennedy (route 173)",9968,1596812.00
2019-10-01,"FERG","À Longueuil, à l'intersection du boulevard Gaétan-Boucher et du boulevard Cousineau en direction Sud-Est",268,45440.00
2019-10-01,"FERG","À Montréal, à l'intersection de la rue Berri et du boulevard Henri-Bourassa Est, sur la rue Berri",479,81118.00
2019-10-01,"FERG","à Montréal, à l'intersection de la rue D'Iberville et de la rue Sainte-Catherine Est",2292,365669.00
2019-10-01,"FERG","à Montréal, à l'intersection de la rue Notre-Dame Ouest et de la rue University",6268,983801.00
