ï»¿CLASSIF,ETAT_PHY,NOTE,NM_C_EAU,BR_C_EAU,NUMERO,WKT
Cours d'eau,,CE principal,Woodwork,,259,"MULTILINESTRING  (( 277917.92376214 5044880.64589146, 277939.16815501 5044880.90118577, 277959.47396684 5044880.48137958, 277980.79945144 5044880.69034863, 278001.20950928 5044880.35199110, 278022.16360787 5044880.60656153, 278035.47167358 5044880.76323077, 278050.50963928 5044880.42475315, 278064.89602572 5044880.92025695, 278080.01214757 5044881.98588803, 278097.11225948 5044883.09065556, 278114.79225609 5044884.31271903, 278136.82138290 5044886.41447872, 278157.84059105 5044888.73449119, 278177.41008579 5044890.76127048, 278200.00605070 5044893.64165614, 278224.83035165 5044896.24843688, 278247.83354985 5044898.60758581, 278270.27966738 5044901.03513346, 278288.23656141 5044902.97717492, 278295.99812222 5044904.39514083, 278307.79301289 5044905.66528423, 278327.84790040 5044908.57493216, 278351.06934805 5044911.94399976, 278366.79790938 5044914.15964613, 278380.85521535 5044916.58049535, 278383.38324615 5044917.21256310),( 278395.76930677 5044919.83861518, 278414.80122902 5044923.62784590, 278433.21741929 5044927.77541937, 278458.71926927 5044933.59765079, 278482.07422853 5044939.58924445, 278503.46799843 5044945.72739298, 278523.09931356 5044951.32796903, 278546.90381832 5044958.67806667, 278573.38620460 5044967.11307006, 278598.18353502 5044976.12206699, 278617.45397548 5044982.90780842, 278636.00367737 5044989.67790461, 278640.09542168 5044991.53167889, 278642.66905385 5044992.53513598, 278642.99664319 5044991.50354748),( 277641.82579836 5044938.02742572, 277647.33747341 5044932.75547980, 277652.05811305 5044928.21748584, 277658.20248632 5044919.92328962, 277663.10235571 5044913.00710891, 277667.37344653 5044907.11060429, 277673.85336519 5044899.24644539, 277678.60009469 5044893.38578472, 277684.07338386 5044884.23151722, 277689.01885129 5044877.68672918, 277693.30299203 5044871.12889121, 277695.75615585 5044868.84849556, 277699.50589319 5044867.91684980, 277705.95630940 5044868.25580111, 277721.58391055 5044868.88164412, 277736.05084162 5044870.49335082),( 278650.35605125 5044972.80655348, 278652.55364722 5044971.71807836, 278667.64379597 5044968.73427732, 278686.67912748 5044965.64305453, 278706.46699176 5044963.30765701, 278725.55768208 5044961.43485158, 278739.80726773 5044960.81618737, 278757.28205814 5044960.36699882, 278761.72568361 5044960.48111901, 278770.19264465 5044961.89192948, 278782.70575197 5044964.78512488, 278797.57423868 5044967.67185536, 278817.65192688 5044970.76719796, 278835.10709236 5044973.99605550, 278846.26498152 5044975.83043502, 278856.75824816 5044979.16012932, 278868.12463268 5044981.15740616, 278884.42002877 5044984.15167515, 278900.14529760 5044987.87567623, 278912.21532100 5044991.76574371, 278922.95293028 5044994.78269664, 278929.19155863 5044996.46710868, 278931.81079218 5044997.84195510, 278933.28001043 5044999.82924100, 278935.04892679 5045002.72219622, 278935.49517978 5045005.58906158, 278934.87286612 5045008.96411707, 278932.06782114 5045012.98416682, 278916.57983626 5045033.45251569, 278897.30944250 5045059.19188645, 278884.81866218 5045077.97276429, 278879.61964844 5045084.39464879),( 278865.80023687 5045103.90440473, 278852.77083660 5045120.92601355, 278841.41056006 5045137.40040254, 278836.89183410 5045145.11800657, 278834.39953049 5045149.38239895, 278834.29845689 5045153.16469106, 278835.23656424 5045159.26980779, 278836.93049686 5045164.62239509, 278841.64419455 5045179.21739364, 278845.67705404 5045192.10529955, 278848.16911747 5045198.58509813, 278850.99026470 5045203.13955128, 278853.96454849 5045206.63848105, 278858.98147364 5045209.88660994, 278860.60053927 5045212.32673050, 278862.39225632 5045215.40538039, 278862.92971206 5045219.01502443, 278863.10553254 5045223.51729119, 278863.16734959 5045227.09108795, 278864.55183335 5045230.69097790, 278865.97215772 5045233.81522916, 278869.48390058 5045240.92380298, 278874.82002868 5045246.77165389, 278879.99326614 5045252.82800017, 278883.20860006 5045257.52254328, 278891.05642320 5045266.17215001, 278895.39567923 5045271.57691702, 278898.73477068 5045278.04696150, 278900.94018593 5045282.95975740, 278905.80397119 5045287.26340633, 278908.68375973 5045291.52791546, 278912.95461703 5045296.37560180, 278918.73053653 5045302.73493535, 278923.91352808 5045309.63830632, 278925.25240713 5045312.86680359, 278929.30501165 5045316.70457126, 278933.66060678 5045319.93965021, 278937.28646649 5045322.60460189, 278941.41722717 5045327.84647826, 278942.10782279 5045330.40059892, 278944.27739076 5045335.78903350, 278946.42415804 5045340.99177008, 278949.83494406 5045346.51054052, 278951.82210653 5045350.41341775, 278955.74108268 5045357.00075484, 278958.06050137 5045362.84202075, 278960.67632232 5045371.09731735, 278962.04446698 5045376.86689536, 278964.48435069 5045385.99201735, 278964.69272596 5045391.52700680, 278965.70898945 5045399.03623223, 278968.71253885 5045405.07624274, 278971.14595764 5045411.84598199, 278975.53727663 5045419.97752107, 278977.15951802 5045426.28138240, 278977.33862768 5045429.27529446, 278980.60285548 5045432.83287221, 278980.46593460 5045437.09079967, 278981.20213160 5045440.01630967, 278982.61270188 5045442.29353624, 278984.94845634 5045445.96511742, 278987.36236695 5045451.04080730, 278988.99435909 5045458.19168998, 278991.56140959 5045462.21185982, 278992.79275012 5045466.86726981, 278993.77328976 5045469.48003844, 278995.07632153 5045473.18417440, 278995.88420976 5045475.15841370, 278995.47039146 5045478.69636318, 278996.99496852 5045481.90205976, 278998.66938962 5045485.56059435, 279000.54255199 5045488.53499823, 279002.59811986 5045492.99495946, 279005.26612386 5045498.60493266, 279009.01245193 5045504.55373708, 279009.22082720 5045510.08872654, 279010.99620848 5045515.33706449, 279012.74878573 5045520.39970777, 279015.89242842 5045526.04552826, 279018.95462246 5045531.79559475, 279020.50199686 5045535.18698600, 279020.71695714 5045537.70526272, 279021.82125097 5045542.09352938, 279021.02628924 5045544.83005554, 279023.30339573 5045548.79157740, 279027.37551177 5045554.32339445, 279029.39852152 5045557.75063632, 279029.41474053 5045560.95304374, 279026.07541223 5045565.22718688, 279021.99001275 5045571.10089414, 279019.39346313 5045575.28383787, 279016.62097293 5045580.33660697, 279011.69501035 5045588.57544772, 279008.33934629 5045595.01928225, 279006.54750915 5045597.31272450, 279005.64830141 5045599.96780534),( 277191.48478799 5045667.49422440, 277190.44889622 5045663.66304174, 277188.92114675 5045656.59360438, 277188.01559418 5045651.52120701, 277187.59872356 5045645.82332357, 277184.22719742 5045632.94846425, 277182.97646547 5045621.22690941, 277181.05135689 5045610.15364132, 277179.72893037 5045599.38335717, 277178.43248028 5045592.66250846, 277177.28587758 5045586.39449775, 277176.88205022 5045580.03528429, 277177.68030445 5045575.79040009, 277179.60905913 5045569.23903037, 277183.24491312 5045562.00681579, 277187.33360177 5045554.62475715, 277193.75816497 5045545.54218089, 277199.85693687 5045536.87659533, 277204.95225502 5045530.78464196, 277208.95291667 5045526.52354208, 277214.36426536 5045519.16757330, 277220.92892185 5045509.69080701, 277224.72437732 5045503.75845511, 277233.90509495 5045491.79279781, 277240.93234019 5045483.01321215, 277245.52922231 5045476.69971682, 277249.88176178 5045470.69896619, 277254.18540737 5045465.83518093, 277258.81813677 5045459.04605026, 277263.82554134 5045450.70296016, 277269.92431658 5045442.03737461, 277272.03218425 5045438.47991695, 277274.34854728 5045435.08534995, 277276.69746843 5045432.72350563, 277279.11478830 5045430.91874199, 277281.49955339 5045428.08126233, 277284.29484428 5045423.21418456, 277286.28870852 5045418.72825356, 277287.98934290 5045415.69202930, 277292.76862718 5045410.86409132, 277295.26739237 5045408.95508167, 277298.55136854 5045403.46252117, 277301.32056623 5045399.91811011, 277302.31097672 5045398.00580795, 277306.88176564 5045393.01497599, 277312.59281244 5045386.56467988, 277317.75324014 5045382.53816522, 277322.90391376 5045377.66462586, 277326.45173741 5045373.55337337, 277332.86971894 5045367.48750986, 277337.63924912 5045361.81254719, 277342.88441466 5045356.17342848, 277346.43223831 5045352.06217932, 277350.99327314 5045346.22431934, 277355.74975673 5045341.21068670, 277359.03043706 5045337.22648424, 277360.90371952 5045334.82879264, 277362.12871856 5045331.75672109, 277364.48421804 5045326.37816403, 277366.33798898 5045322.28642306, 277367.86926780 5045317.10331142, 277370.14331863 5045311.82900036, 277372.25447881 5045306.76318467, 277375.83168483 5045299.82091410, 277377.68545911 5045295.72917313, 277382.25954053 5045289.22998313, 277385.62166952 5045285.14153132, 277389.30958647 5045280.63608881, 277391.83444486 5045277.40441911, 277395.74390376 5045272.40054056, 277401.84267566 5045263.73495501, 277408.09129828 5045255.52220745, 277415.19023809 5045245.79134443, 277420.71888272 5045237.85549095, 277427.59298808 5045230.13142535, 277431.98137483 5045223.65503603, 277435.34679632 5045218.05822952, 277441.38363108 5045211.19094269, 277446.27045388 5045204.93609533, 277453.71798234 5045194.97393960, 277460.65402484 5045185.45157193, 277467.81161262 5045175.43077157, 277475.77062039 5045165.02882443, 277483.34519555 5045155.33380869, 277491.50294791 5045144.24773419, 277499.85943821 5045132.47752231, 277506.50554003 5045122.89651334, 277511.28811681 5045116.56021732, 277518.56299387 5045105.95952892, 277526.06916697 5045095.70743251, 277531.62061228 5045087.95727371, 277536.57912965 5045080.75115231, 277541.13040705 5045074.06627098, 277548.14460903 5045065.94801201, 277554.61477027 5045057.23682842, 277561.17613426 5045049.26842017, 277567.22930812 5045040.23144527, 277575.81709446 5045028.80982538, 277582.16996309 5045020.67852315, 277586.99167633 5045012.35823374, 277594.07756955 5045003.28870407, 277600.06234134 5044993.69464850, 277605.81252793 5044985.26035566, 277609.63407325 5044978.00534372, 277616.07168305 5044968.26143744, 277620.98130653 5044962.19228475, 277627.86845848 5044953.80688578, 277634.13988179 5044945.77983290),( 277203.74907259 5045725.92946732, 277198.12335741 5045703.90668533, 277197.50445301 5045700.40129064, 277196.91822682 5045692.55651983, 277195.95731545 5045686.26570843, 277194.24387465 5045679.21907176, 277193.11678013 5045674.64511042))"
Cours d'eau,,,Woodwork,Br 7,265,"MULTILINESTRING  (( 278598.18353502 5044976.12206699, 278597.01470207 5044978.83179275, 278593.58087851 5044983.87151859, 278587.55050868 5044993.09418481, 278583.09043069 5045000.52184816, 278577.51618468 5045008.08631229, 278571.50861220 5045017.49467652, 278567.13327204 5045023.30973248, 278563.32806248 5045028.39505969, 278561.74142819 5045032.35975397, 278559.40226447 5045035.56862297, 278555.65570289 5045040.36400617, 278551.57030341 5045046.23771010, 278545.44873082 5045054.71760098, 278538.24554500 5045064.36701535, 278530.67096650 5045074.06203109, 278522.96605547 5045084.99825821, 278519.76352796 5045090.38657269, 278515.22529382 5045096.41012401, 278512.01301222 5045100.95141381, 278508.88217928 5045105.38845093, 278500.90683241 5045117.96008612, 278491.61528709 5045132.86101085, 278483.25550429 5045146.13957410, 278475.52778924 5045156.89010989, 278466.18088846 5045170.57262059, 278462.80242370 5045176.83075712, 278459.73023540 5045180.97785690, 278455.76542103 5045184.76332143, 278452.08396567 5045191.62414334, 278448.51005216 5045197.05805586, 278444.69179600 5045202.80471309, 278441.32637451 5045208.40152294, 278438.68751602 5045210.70471928, 278434.46531242 5045215.46425853, 278431.07380107 5045222.38372841, 278427.81262893 5045228.06198358, 278424.23542291 5045235.00425415, 278421.34892927 5045239.12854991, 278417.84670699 5045243.61119174, 278415.56618791 5045246.53012006, 278414.05454070 5045248.03518559),( 278391.19718683 5045279.86979890, 278383.95486122 5045291.50320666, 278379.12339389 5045298.97646804, 278370.06972629 5045311.20926867, 278363.07503583 5045321.02157702, 278353.93016548 5045332.51159898, 278344.85040803 5045346.06705965, 278336.43526976 5045358.12720887, 278326.06540371 5045372.68929904, 278318.22039605 5045384.01971952, 278312.09882013 5045392.49961041))"
Cours d'eau,,,Barbe,Br 2,270,"MULTILINESTRING  (( 279091.13302557 5045907.22289010, 279086.54613440 5045903.63921916, 279079.41170757 5045897.72943110, 279072.84411551 5045892.59826900, 279067.54054219 5045887.78313744, 279062.11967292 5045883.54789058, 279055.56513079 5045877.75539846, 279051.19978157 5045873.67329148, 279044.41394340 5045867.53220738, 279041.19531697 5045864.34601897),( 279158.01945086 5046020.58893197, 279156.48853231 5046009.65575717, 279154.65133398 5046000.83362246, 279152.13646987 5045994.16812922, 279150.24062357 5045985.63593520, 279149.12328314 5045981.90899855, 279147.37399505 5045975.33800056, 279146.31530259 5045971.32111990, 279143.84274735 5045966.53537404, 279140.79359658 5045960.12397753, 279137.34696995 5045955.08084243, 279134.05347653 5045948.98218728, 279129.85431714 5045943.18323025, 279122.90558165 5045937.25064150, 279117.35766568 5045932.74825130, 279113.72204854 5045929.23627493, 279109.33390196 5045924.96847329, 279101.85417566 5045917.78162323, 279093.85321263 5045910.18753989),( 279221.93536189 5046107.45930411, 279219.03923426 5046105.36448303, 279215.28632451 5046102.43238802, 279211.83640204 5046098.89761096, 279210.76137381 5046097.05042169, 279208.15847936 5046093.50588721, 279205.12554760 5046090.29689812, 279200.75373679 5046083.85940841, 279196.81842488 5046079.44175938, 279194.89966114 5046076.09596617, 279190.17925834 5046069.88977251, 279184.67048217 5046063.40339226, 279180.39962486 5046058.55570592, 279176.83570229 5046054.09245551, 279173.97871111 5046050.01364104, 279169.95219978 5046044.85321334, 279165.77583774 5046039.23994763, 279162.96444459 5046035.53252250, 279161.58971826 5046032.77966058, 279161.00337198 5046030.30698524, 279160.71672047 5046028.73998256),( 279367.20749480 5046200.16994139, 279360.46767165 5046194.87537826, 279353.20290229 5046190.20680491, 279344.59267220 5046185.32644704, 279333.72484714 5046178.17861668, 279323.91253880 5046171.18392621, 279316.72921809 5046166.41110352, 279310.61117152 5046162.63844874, 279304.01748960 5046158.82994668, 279297.91249297 5046154.39595855, 279286.82312262 5046147.74656756, 279277.22906372 5046141.76179576, 279263.95050047 5046133.40201296, 279251.19317061 5046125.44946679, 279235.10967913 5046115.73763825),( 279456.33454788 5046405.60195988, 279457.38557784 5046402.38242943, 279461.20383399 5046396.63577554, 279470.71362876 5046382.74476947, 279481.86212077 5046367.61584121, 279493.19630411 5046352.46411225, 279502.38031091 5046338.99010024, 279509.93208539 5046329.10938983, 279514.97204807 5046321.79902243, 279518.34722366 5046317.04924060, 279519.68622280 5046314.90564240, 279520.15539656 5046312.58610696, 279519.73194426 5046309.90493626, 279517.12575731 5046307.86875982, 279507.48926945 5046305.37633946, 279491.66304712 5046300.06253501, 279480.93519193 5046297.89261010, 279455.89922655 5046291.25919461, 279440.75384242 5046287.65248614, 279431.74284063 5046285.64874772, 279425.58565761 5046283.86008300, 279419.05708525 5046282.11702298, 279409.79199006 5046279.57900124, 279397.82621266 5046275.77037909, 279386.20573141 5046273.23881893, 279376.18810346 5046269.94497192, 279362.37842597 5046265.70302329, 279354.56304085 5046263.45823473, 279351.28247728 5046262.07034505, 279348.70884510 5046261.06688796, 279345.88111619 5046259.52914756, 279345.22307868 5046258.00774626, 279345.85514309 5046255.47971545, 279353.23426950 5046244.96047571, 279360.31040862 5046235.04392136, 279370.11014407 5046221.21156326, 279374.49853082 5046214.73517395, 279377.46646978 5046210.50662886, 279378.24838825 5046208.43143605, 279377.39160614 5046207.59416545))"
Cours d'eau,,,Barbe,Br 1,269,"MULTILINESTRING  (( 279012.88600017 5046388.07601053, 279003.42216372 5046386.22211949, 278994.34275987 5046383.66129706, 278984.12639065 5046381.05158076, 278972.89034533 5046377.81308921, 278964.86646486 5046375.40540333, 278958.41933782 5046373.55809398, 278954.47744423 5046372.15715769, 278950.65284325 5046370.17633672, 278944.56735479 5046367.43640130, 278933.82657310 5046360.55571427, 278924.60390354 5046354.52534109, 278917.37498146 5046349.38113240, 278911.01259558 5046345.92121899, 278904.30162106 5046342.69259829, 278899.08595798 5046340.12860344, 278894.43712966 5046338.34323123, 278890.41379075 5046337.04654429, 278880.37653118 5046337.43074005, 278868.29663360 5046338.06574336, 278853.77990795 5046338.81145427, 278842.00299764 5046338.84377220, 278833.55554144 5046339.12701111, 278827.54491663 5046339.29954243, 278813.41262359 5046339.33832194, 278795.82053723 5046340.36739519, 278778.21869678 5046340.54944375, 278764.65324183 5046341.36684923, 278756.68142432 5046341.68593543, 278751.30932884 5046341.68581534, 278744.54617127 5046341.10252138, 278739.47706307 5046340.49971924),( 278829.72686403 5046668.70772503, 278835.51289456 5046659.79780017, 278846.65163248 5046643.82184388, 278856.50025847 5046628.85252042, 278863.65784625 5046618.83171672, 278869.73381747 5046609.98043650, 278876.68290989 5046599.79674215, 278884.91235349 5046587.75939027, 278892.10578189 5046577.26295122, 278900.40362755 5046565.78268669, 278906.65553934 5046556.06158109, 278914.12586849 5046546.28512003, 278922.31946480 5046534.72340350, 278929.78003987 5046524.09991775, 278938.47536139 5046511.25138848, 278949.09932417 5046497.22358163, 278960.40095607 5046481.03913331, 278969.50351421 5046467.66936731, 278979.39445241 5046454.57978457, 278989.69591973 5046439.46061372, 279001.90651346 5046421.46810926, 279011.40326163 5046408.23843656, 279017.24464763 5046400.54692573, 279020.67847118 5046395.50719989, 279021.14764161 5046393.18766444, 279020.91963807 5046391.33072108, 279019.93580926 5046390.22630716, 279017.54787508 5046389.20005272))"
Cours d'eau,,,Parizeau,Br 1,114,"MULTILINESTRING  (( 285399.40098664 5050142.40084019, 285393.55632816 5050151.26439642),( 285390.32124920 5050155.61999156, 285385.14119323 5050163.32454899, 285377.44932212 5050173.59944608, 285370.46767825 5050182.75042441, 285358.80770360 5050198.31914075, 285350.05702328 5050209.94925600, 285348.31079086 5050212.61409093, 285344.26453117 5050216.50380146, 285341.69736057 5050217.85572711, 285338.87609659 5050218.67336943, 285336.23723810 5050220.97656911, 285330.12870877 5050228.79512998, 285328.03388436 5050231.69125761, 285321.64517178 5050240.29819519),( 285266.45662665 5050312.01069704, 285260.23080806 5050320.40913926, 285251.01424314 5050332.85043525, 285246.10133049 5050340.42794598, 285241.41324896 5050345.99866264, 285234.30455506 5050354.88249764, 285230.73393072 5050358.80805212, 285228.29051765 5050361.93547914, 285225.71030380 5050363.94873480, 285223.08449191 5050365.59060113, 285219.95048322 5050366.16390414, 285215.88800451 5050366.85120727, 285209.85457902 5050366.83804391, 285206.05924364 5050367.39830033, 285200.77834758 5050368.14095892, 285198.47832365 5050369.36583453, 285196.21085117 5050371.62343284, 285192.80312081 5050375.34049530, 285189.85798253 5050379.75473507),( 285186.50231513 5050386.19856960, 285181.80753184 5050400.15809448, 285178.14876041 5050412.57670654, 285174.95915940 5050422.67578315, 285172.48307481 5050430.14258295, 285169.98418952 5050437.42368808, 285168.77870200 5050442.18980567, 285166.47209306 5050446.43139737, 285163.77129409 5050450.53289577, 285161.58527027 5050452.68624472, 285158.02769252 5050455.95047253, 285156.37924118 5050456.34137005, 285153.69807049 5050456.76482568, 285151.12114914 5050457.26972330, 285146.31589176 5050458.04822917, 285141.70937565 5050458.14260434, 285133.17072004 5050457.68306791, 285119.80729553 5050456.30798464, 285101.08153297 5050455.77980596, 285075.25707078 5050454.23830269, 285054.57340469 5050452.34832753, 285036.69764575 5050451.20064734),( 285030.09899672 5050451.40066624, 285022.83280961 5050450.21377288, 285018.60743693 5050451.10957135, 285016.00771156 5050451.42877764, 285013.09524816 5050451.50364129, 285011.11125476 5050451.46450483, 285008.29327995 5050450.77378912, 285006.56667579 5050449.76057794, 285003.35451428 5050448.92977226, 285000.66358950 5050448.50619987, 284998.14531279 5050448.72115682, 284995.58143470 5050448.56472775, 284992.79601800 5050448.90673473, 284988.91923397 5050449.57123716))"
Cours d'eau,,CE principal,Mantha,,102,"MULTILINESTRING  (( 283452.01398078 5052160.87634629, 283459.62416638 5052161.44988282, 283466.27003135 5052162.61306148, 283475.47977107 5052163.93266919, 283480.80297600 5052165.06975798, 283486.25651680 5052164.96562873),( 283489.49477150 5052164.47377437, 283496.23842090 5052163.36301561, 283503.20360891 5052161.75382416, 283508.81028961 5052160.59417486, 283515.51809505 5052159.95905145, 283523.65280655 5052159.43146990, 283531.90481065 5052158.32400365, 283538.95144732 5052156.61056285, 283544.06944607 5052156.07639962, 283547.52924272 5052155.08610923, 283553.22712616 5052154.66923527, 283557.91508760 5052154.47061409, 283565.79241319 5052154.91710726, 283573.22994738 5052154.85211446, 283579.34482154 5052154.76103180, 283587.39479520 5052155.84605430, 283598.31492674 5052154.97646577, 283607.40091227 5052154.52057545, 283616.44129642 5052153.69329913, 283623.86907652 5052152.78128164, 283630.08819669 5052152.77164431, 283635.97177480 5052152.33197300, 283642.72517828 5052152.06824227, 283648.72275650 5052152.55704430, 283654.94187666 5052152.54740697, 283660.91665752 5052152.85051434, 283668.14569636 5052152.62263089, 283674.12376639 5052151.41738022, 283682.67546860 5052151.21558663, 283688.61769468 5052150.48597130, 283695.39718802 5052148.89958053, 283699.99395004 5052147.95818068, 283703.89353477 5052147.47936958, 283707.84201337 5052145.86359311, 283712.25308072 5052144.94499395, 283717.97705402 5052143.20546329, 283722.75951071 5052142.24126275, 283727.41492070 5052141.00992222, 283733.52003743 5052140.07181154, 283737.60860933 5052138.06184838, 283740.67421262 5052136.93146135, 283746.02679992 5052135.23752873, 283751.86806582 5052132.91811338, 283758.02207643 5052130.84303733, 283763.90894705 5052128.89500798, 283767.34593968 5052127.71902291, 283771.16407908 5052127.34446116, 283774.40233044 5052126.85260680, 283779.21734191 5052126.92112562, 283786.21179553 5052127.85300823, 283795.92973205 5052130.24118592, 283803.22388045 5052132.07873785, 283813.05910624 5052133.88703084, 283823.49701741 5052135.99830778, 283833.12375118 5052137.64370679, 283840.91633894 5052139.70280068, 283848.26913530 5052141.25041193, 283857.11724311 5052143.46264904, 283864.96847551 5052145.23180225, 283873.14549588 5052146.58396474, 283878.00610872 5052147.02387289, 283882.05554416 5052146.99790313, 283884.54126276 5052145.75022349, 283888.23235212 5052145.10852175, 283892.23618619 5052144.71115931, 283898.12951839 5052145.11851268, 283902.52424998 5052146.36960158, 283907.52495612 5052146.41531971, 283913.03385238 5052147.52960782, 283918.44825673 5052149.40947196, 283923.09708171 5052151.19484084, 283927.52436807 5052153.47865243, 283930.05239888 5052154.11071683, 283933.51536461 5052156.98416387, 283935.69151759 5052159.35588237, 283939.75387620 5052164.04067473, 283941.80944407 5052168.50063596, 283946.64713614 5052174.12694493, 283949.00898045 5052176.47586274, 283953.19838909 5052181.42779509, 283956.69391294 5052185.33396148, 283959.82133662 5052187.77737455, 283962.89986642 5052191.35775298, 283967.61380429 5052195.20856391, 283973.89145234 5052200.28108137, 283976.47483861 5052202.13156314, 283978.35129348 5052203.59760898),( 283982.09115663 5052207.19103401, 283987.08198859 5052211.76182293, 283990.42766172 5052215.21515466, 283992.61685796 5052216.92554314, 283995.71172686 5052218.33623352, 284000.83619053 5052220.15745302, 284007.12042025 5052222.21325773, 284015.36584267 5052224.12250423, 284022.65024031 5052225.11303147, 284028.90191526 5052226.13611683, 284038.18005704 5052228.01280855, 284046.42547946 5052229.92205505, 284051.25024836 5052230.83760189, 284056.32911065 5052232.28742872, 284061.34932497 5052234.02719956, 284067.77364799 5052235.68881425, 284074.11652568 5052237.45467829, 284079.14978660 5052238.53311911, 284082.97768009 5052239.00558204, 284088.25528031 5052239.77127816, 284092.06366561 5052238.54969172, 284097.06766092 5052237.08705515, 284100.60890290 5052235.99251540, 284102.71018890 5052235.45177050, 284105.11117300 5052235.81669492),( 283008.70369163 5052310.78024120, 283007.57001544 5052309.22299261, 283006.59923322 5052307.45724867, 283005.50140097 5052305.42436473, 283004.62511401 5052302.89304142, 283005.15622492 5052298.77520726, 283006.74614504 5052293.30215494, 283006.75931173 5052287.26872944, 283008.27754061 5052282.74695116, 283009.56118429 5052279.38494226, 283010.91005761 5052272.71627661, 283011.59430841 5052267.54292239, 283011.24583651 5052262.40211962, 283012.47741723 5052256.31333866, 283014.09343054 5052249.51762631, 283016.70631926 5052243.16499452, 283018.07798994 5052236.68202354, 283018.30611357 5052233.16687475, 283019.19556721 5052229.66476923, 283021.52497684 5052225.60887220, 283023.70453908 5052221.10014051, 283026.59102938 5052216.97584143, 283028.02781295 5052212.55831249, 283029.64053709 5052207.27095484, 283029.97619924 5052202.32889667, 283030.19785795 5052196.45836516, 283031.52063808 5052191.11235954, 283032.65126195 5052183.43377521, 283034.06853400 5052177.32219356, 283034.78205040 5052174.68991675, 283035.24146674 5052171.52335328, 283034.76265898 5052167.62376856, 283035.02333738 5052165.14133913, 283036.21248914 5052162.54490627, 283038.42131365 5052160.57725198, 283039.07288958 5052159.74327055, 283042.19384834 5052159.83130089, 283048.05791827 5052157.69758020, 283054.25423775 5052157.50224820, 283061.04348852 5052156.76287878, 283071.27619350 5052157.20290703, 283081.49585523 5052158.30426863, 283089.95306552 5052158.86805107, 283099.55699860 5052160.32775542, 283108.24550160 5052161.24012651, 283116.64406391 5052162.09385296, 283128.23199039 5052163.59269376, 283139.05433416 5052164.99703930, 283151.87371792 5052165.77919462, 283160.32117412 5052165.49595237, 283170.65812845 5052166.01742928, 283176.49610519 5052165.20636863, 283183.95973257 5052163.81871245, 283189.47521051 5052161.91628781, 283196.25470719 5052160.32989371, 283202.34678066 5052160.05311638, 283209.49437417 5052159.92947895, 283214.75246621 5052159.00112569, 283220.34281114 5052160.01116445, 283224.45735280 5052162.05063006, 283229.25273600 5052165.79719498, 283235.89201929 5052169.97708639, 283242.40425589 5052173.88983446, 283248.58094709 5052177.37254855, 283253.31122073 5052179.05367143, 283260.26653456 5052181.96954742, 283265.10105755 5052183.73211895, 283268.75301046 5052185.07441060, 283271.25824057 5052185.52078034, 283275.65955050 5052183.75515649, 283280.45505379 5052182.12962593, 283285.93139528 5052182.21119135, 283295.23892276 5052181.25686499, 283304.80054364 5052180.83682195, 283313.80508384 5052180.48518098, 283321.72154589 5052178.94767742, 283330.07779934 5052177.92165983, 283337.11468192 5052175.36119434, 283346.55583777 5052171.65729523, 283357.31965367 5052167.97948931, 283364.10243952 5052164.88473716, 283368.30501485 5052163.80324402, 283371.69311694 5052163.76422765, 283375.12681706 5052164.09659729, 283377.57669171 5052163.32455634, 283378.34556358 5052161.91069356, 283378.54759402 5052159.71820481, 283379.21879822 5052155.20618062, 283379.71077267 5052153.07233984, 283380.87712374 5052150.29021231, 283382.51581765 5052149.05229010, 283385.18394174 5052149.29016782, 283392.43249210 5052150.75633375, 283400.63231315 5052152.29419091, 283411.81300300 5052154.31426843, 283419.86297666 5052155.39928759, 283426.74989177 5052157.75807958, 283430.56473866 5052158.89187587, 283434.28838280 5052159.28289348, 283439.41613564 5052159.59575494, 283443.13978311 5052159.98677255))"
