ï»¿NO_LAMPE,TYPE_LAMPE,NO_CIVIQUE,NOMRUEAC,TYPEAC,PARTAC 
470-47-1,IND,,Angers,rue,
470-48-1,IND,20,Angers,rue,
470-49-1,IND,50,Angers,rue,
470-50-1,IND,80,Angers,rue,
470-51-1,IND,100,Angers,rue,
470-52-1,IND,130,Angers,rue,
470-53-1,IND,,Angers,rue,
470-54-1,IND,15,Fauteux,rue,
470-55-1,IND,35,Fauteux,rue,
470-56-1,IND,65,Fauteux,rue,
470-57-1,IND,85,Fauteux,rue,
470-58-1,IND,105,Fauteux,rue,
470-59-1,IND,125,Fauteux,rue,
470-60-1,IND,135,Fauteux,rue,
471-1-1,IND,35,OnÃ©sime-Gagnon,rue,
471-3-1,IND,,OnÃ©sime-Gagnon,rue,
415-983-1,IND,,De CalliÃ¨res,rue,
471-4-1,IND,20,OnÃ©sime-Gagnon,rue,
415-984-1,IND,,De CalliÃ¨res,rue,
471-5-1,IND,40,OnÃ©sime-Gagnon,rue,
415-985-1,IND,,De CalliÃ¨res,rue,
415-986-1,IND,25,De CalliÃ¨res,rue,
471-6-1,IND,55,Bouffard,rue,
471-7-1,IND,65,Bouffard,rue,
471-8-1,IND,85,Bouffard,rue,
415-987-1,IND,35,De CalliÃ¨res,rue,
415-988-1,IND,47,De CalliÃ¨res,rue,
471-9-1,DEL,185,Fauteux,rue,
471-10-1,IND,140,Monseigneur-LaflÃ¨che,rue,
471-11-1,IND,150,Monseigneur-LaflÃ¨che,rue,
471-12-1,IND,155,Monseigneur-LaflÃ¨che,rue,
471-13-1,IND,,Monseigneur-LaflÃ¨che,rue,
420-265-1,IND,60,De CalliÃ¨res,rue,
420-266-1,IND,80,De CalliÃ¨res,rue,
420-267-1,IND,100,De CalliÃ¨res,rue,
420-268-1,IND,120,De CalliÃ¨res,rue,
420-269-1,IND,140,De CalliÃ¨res,rue,
471-14-1,IND,680,Belleau,rue,
420-270-1,IND,160,De CalliÃ¨res,rue,
420-271-1,DEL,190,De CalliÃ¨res,rue,
471-15-1,IND,695,Belleau,rue,
471-16-1,IND,705,Belleau,rue,
420-272-1,IND,210,De CalliÃ¨res,rue,
471-17-1,IND,,Belleau,rue,
420-273-1,IND,230,De CalliÃ¨res,rue,
420-274-1,IND,240,De CalliÃ¨res,rue,
420-275-1,IND,270,De CalliÃ¨res,rue,
420-276-1,IND,300,De CalliÃ¨res,rue,
420-277-1,IND,330,De CalliÃ¨res,rue,
420-278-1,DEL,350,De CalliÃ¨res,rue,
420-279-1,IND,380,De CalliÃ¨res,rue,
459-1-1,IND,20,Masson,rue,
459-3-1,IND,60,Masson,rue,
459-4-1,IND,80,Masson,rue,
459-5-1,IND,100,Masson,rue,
459-2-1,IND,40,Masson,rue,
420-280-1,IND,410,De CalliÃ¨res,rue,
420-281-1,IND,420,De CalliÃ¨res,rue,
420-282-1,IND,440,De CalliÃ¨res,rue,
420-283-1,IND,470,De CalliÃ¨res,rue,
420-284-1,IND,490,De CalliÃ¨res,rue,
459-6-1,IND,120,Masson,rue,
459-7-1,IND,140,Masson,rue,
459-8-1,IND,160,Masson,rue,
459-9-1,IND,180,Masson,rue,
459-10-1,IND,200,Masson,rue,
459-11-1,IND,220,Masson,rue,
459-12-1,IND,240,Masson,rue,
459-13-1,IND,260,Masson,rue,
459-14-1,IND,280,Masson,rue,
459-15-1,IND,300,Masson,rue,
459-16-1,IND,320,Masson,rue,
459-17-1,IND,340,Masson,rue,
459-18-1,IND,360,Masson,rue,
459-19-1,IND,380,Masson,rue,
420-285-1,DEL,510,De CalliÃ¨res,rue,
420-286-1,IND,530,De CalliÃ¨res,rue,
420-287-1,IND,550,De CalliÃ¨res,rue,
420-288-1,IND,580,De CalliÃ¨res,rue,
420-289-1,IND,620,De CalliÃ¨res,rue,
420-290-1,IND,650,De CalliÃ¨res,rue,
420-291-1,DEL,655,De CalliÃ¨res,rue,
420-292-1,IND,660,De CalliÃ¨res,rue,
420-293-1,IND,690,De CalliÃ¨res,rue,
420-294-1,IND,715,De CalliÃ¨res,rue,
459-20-1,IND,15,Belleau,rue,
459-21-1,IND,25,Belleau,rue,
459-22-1,IND,10,Belleau,rue,
459-23-1,IND,30,Belleau,rue,
459-24-1,IND,50,Belleau,rue,
459-25-1,IND,70,Belleau,rue,
415-989-1,DEL,15,SauvÃ©,rue,
420-295-1,IND,35,SauvÃ©,rue,
459-27-1,IND,100,Belleau,rue,
420-297-1,IND,125,SauvÃ©,rue,
459-28-1,IND,120,Belleau,rue,
459-29-1,IND,140,Belleau,rue,
459-30-1,IND,150,Belleau,rue,
415-990-1,DEL,190,Pierre-Boucher,rue,
420-298-1,IND,180,Pierre-Boucher,rue,
420-685-1,DEL,360,Pie-XII,rue,
420-299-1,IND,150,Pierre-Boucher,rue,
420-300-1,IND,120,Pierre-Boucher,rue,
415-991-1,IND,100,Pierre-Boucher,rue,
420-301-1,IND,80,Pierre-Boucher,rue,
415-992-1,IND,60,Pierre-Boucher,rue,
420-302-1,IND,40,Pierre-Boucher,rue,
420-686-1,IND,220,Pie-XII,rue,
420-687-1,IND,212,Pie-XII,rue,
420-688-1,IND,204,Pie-XII,rue,
420-689-1,IND,192,Pie-XII,rue,
420-690-1,IND,188,Pie-XII,rue,
420-691-1,IND,184,Pie-XII,rue,
420-692-1,IND,176,Pie-XII,rue,
420-693-1,IND,168,Pie-XII,rue,
420-694-1,IND,160,Pie-XII,rue,
420-695-1,IND,158,Pie-XII,rue,
420-696-1,IND,136,Pie-XII,rue,
420-697-1,IND,116,Pie-XII,rue,
420-698-1,IND,68,Pie-XII,rue,
420-699-1,IND,56,Pie-XII,rue,
420-303-1,IND,10,Johnson,rue,
420-305-1,IND,65,Johnson,rue,
420-306-1,IND,80,Johnson,rue,
420-700-1,IND,80,Pie-XII,rue,
460-20-1,IND,,Monseigneur-LaflÃ¨che,rue,
420-307-1,IND,300,Johnson,place,
415-995-1,DEL,270,Johnson,place,
420-308-1,IND,240,Johnson,place,
420-309-1,IND,210,Johnson,place,
420-310-1,IND,180,Johnson,place,
420-311-1,IND,150,Johnson,place,
420-312-1,IND,120,Johnson,place,
415-994-1,IND,,Johnson,place,
420-313-1,IND,90,Johnson,place,
415-996-1,IND,20,Joly,rue,
420-314-1,DEL,40,Joly,rue,
407-19-1,SHP,63,Fusey,rue,
407-19-2,SHP,63,Fusey,rue,
407-18-2,SHP,64,Fusey,rue,
407-18-1,SHP,64,Fusey,rue,
407-16-1,SHP,65,Fusey,rue,
407--16-2,SHP,65,Fusey,rue,
407-15-1,SHP,70,Fusey,rue,
407-15-2,SHP,70,Fusey,rue,
407-14-1,SHP,71,Fusey,rue,
407-14-2,SHP,71,Fusey,rue,
407-12-1,SHP,80,Fusey,rue,
407-12-2,SHP,80,Fusey,rue,
407-11-1,SHP,75,Fusey,rue,
407-11-2,SHP,75,Fusey,rue,
407-10-1,SHP,84,Fusey,rue,
407-10-2,SHP,84,Fusey,rue,
420-315-1,IND,70,Joly,rue,
420-316-1,IND,100,Joly,rue,
420-317-1,IND,130,Joly,rue,
420-318-1,DEL,160,Joly,rue,
407-9-1,SHP,81,Fusey,rue,
407-9-2,SHP,81,Fusey,rue,
407-8-1,SHP,90,Fusey,rue,
407-8-2,SHP,90,Fusey,rue,
407-7-1,SHP,93,Fusey,rue,
407-7-2,SHP,93,Fusey,rue,
407-6-1,SHP,94,Fusey,rue,
407-6-2,SHP,94,Fusey,rue,
407-5-1,SHP,105,Fusey,rue,
407-5-2,SHP,105,Fusey,rue,
407-4-1,SHP,100,Fusey,rue,
407-4-2,SHP,100,Fusey,rue,
407-3-1,SHP,105,Fusey,rue,
407-3-2,SHP,105,Fusey,rue,
407-2-1,SHP,,Fusey,rue,
407-2-2,SHP,,Fusey,rue,
407-1-1,SHP,105,Fusey,rue,
407-1-2,SHP,105,Fusey,rue,
420-701-1,IND,124,Pie-XII,rue,
460-11-1,IND,250,Pie-XII,rue,
460-13-1,IND,224,Pie-XII,rue,
420-702-1,IND,200,Pie-XII,rue,
459-26-1,IND,90,Belleau,rue,
415-398-1,DEL,109,Latreille,rue,
420-703-1,IND,196,Guillet,rue,
420-704-1,IND,197,Guillet,rue,
420-705-1,IND,191,Guillet,rue,
420-706-1,DEL,184,Guillet,rue,
420-707-1,IND,181,Guillet,rue,
420-708-1,IND,175,Guillet,rue,
420-709-1,IND,116,Guillet,rue,
420-710-1,IND,100,Guillet,rue,
415-1337-1,IND,90,Guillet,rue,
415-1338-1,IND,40,Pie-XII,rue,
415-1339-1,IND,12,Pie-XII,rue,
415-1340-1,IND,10,Pie-XII,rue,
415-1341-1,IND,200,Guillet,rue,
420-320-1,IND,150,Taillon,rue,
420-321-1,IND,120,Taillon,rue,
420-323-1,IND,50,Taillon,rue,
415-997-1,IND,15,Taillon,rue,
415-1342-1,IND,,Guillet,rue,
415-1343-1,IND,163,Guillet,rue,
415-1344-1,IND,155,Guillet,rue,
415-998-1,IND,,Latreille,rue,
420-324-1,IND,140,Mousseau,rue,
420-325-1,DEL,120,Mousseau,rue,
420-326-1,DEL,100,Mousseau,rue,
420-327-1,IND,70,Mousseau,rue,
420-328-1,IND,40,Mousseau,rue,
415-999-1,IND,25,Mousseau,rue,
420-329-1,IND,150,AdÃ©lard-Godbout,rue,
420-330-1,IND,120,AdÃ©lard-Godbout,rue,
420-333-1,IND,45,AdÃ©lard-Godbout,rue,
420-334-1,IND,15,AdÃ©lard-Godbout,rue,
420-335-1,IND,20,Taschereau,rue,
420-336-1,IND,50,Taschereau,rue,
420-337-1,IND,80,Taschereau,rue,
415-1000-1,IND,100,Taschereau,rue,
420-338-1,IND,130,Taschereau,rue,
420-339-1,IND,160,Taschereau,rue,
420-340-1,IND,210,Taschereau,rue,
420-341-1,IND,230,Taschereau,rue,
420-342-1,IND,260,Taschereau,rue,
420-343-1,IND,290,Taschereau,rue,
420-344-1,IND,295,Taschereau,rue,
420-345-1,IND,20,Chapleau,rue,
420-346-1,DEL,50,Chapleau,rue,
420-348-1,IND,100,Chapleau,rue,
415-1002-1,DEL,110,Chapleau,rue,
420-349-1,DEL,130,Chapleau,rue,
420-351-1,IND,170,Chapleau,rue,
420-352-1,IND,195,Chapleau,rue,
420-353-1,IND,220,Chapleau,rue,
420-354-1,IND,240,Chapleau,rue,
420-355-1,IND,260,Chapleau,rue,
415-1345-1,IND,145,Guillet,rue,
415-1346-1,IND,44,Pie-XII,rue,
451-17-1,IND,420,Chapleau,rue,
451-18-1,IND,408,Chapleau,rue,
451-19-1,IND,390,Chapleau,rue,
451-20-1,IND,,Chapleau,rue,
451-21-1,DEL,365,Chapleau,rue,
451-22-1,IND,345,Chapleau,rue,
451-23-1,IND,325,Chapleau,rue,
451-24-1,IND,315,Chapleau,rue,
451-25-1,IND,305,Chapleau,rue,
451-26-1,IND,295,Chapleau,rue,
451-27-1,IND,,Chapleau,rue,
451-28-1,IND,,Chapleau,rue,
415-1003-1,IND,,Des Ormeaux,rue,
415-1004-1,IND,,Des Ormeaux,rue,
415-1005-1,IND,6,Des Ormeaux,rue,
415-1006-1,IND,3,Des Ormeaux,rue,
415-1007-1,IND,5,Des Ormeaux,rue,
415-1008-1,IND,9,Des Ormeaux,rue,
415-1009-1,IND,13,Des Ormeaux,rue,
415-1010-1,IND,19,Des Ormeaux,rue,
415-1011-1,IND,21,Des Ormeaux,rue,
415-1012-1,IND,,Des Ormeaux,rue,
415-1013-1,IND,,Des Ormeaux,rue,
415-1014-1,IND,,Des Ormeaux,rue,
415-1015-1,IND,,Des Ormeaux,rue,
420-356-1,IND,,Des Ormeaux,rue,
420-357-1,IND,,Des Ormeaux,rue,
420-358-1,IND,,Des Ormeaux,rue,
420-359-1,IND,,Des Ormeaux,rue,
420-360-1,IND,,Des Ormeaux,rue,
420-361-1,IND,,Des Ormeaux,rue,
420-362-1,DEL,,Des Ormeaux,rue,
415-1016-1,IND,20,Des Ormeaux,rue,
420-363-1,IND,26,Des Ormeaux,rue,
420-364-1,IND,30,Des Ormeaux,rue,
420-365-1,IND,42,Des Ormeaux,rue,
420-366-1,IND,50,Des Ormeaux,rue,
420-367-1,IND,58,Des Ormeaux,rue,
420-368-1,DEL,275,Barkoff,rue,
420-369-1,IND,275,Barkoff,rue,
420-370-1,DEL,285,Barkoff,rue,
420-371-1,IND,295,Barkoff,rue,
415-1017-1,IND,305,Barkoff,rue,
415-1018-1,IND,305,Barkoff,rue,
415-1019-1,IND,315,Barkoff,rue,
415-1020-1,IND,335,Barkoff,rue,
415-1021-1,IND,355,Barkoff,rue,
415-1022-1,IND,400,Barkoff,rue,
415-1023-1,IND,400,Barkoff,rue,
415-1024-1,IND,441,Barkoff,rue,
415-1025-1,IND,450,Barkoff,rue,
415-1026-1,IND,495,Barkoff,rue,
415-1027-1,IND,505,Barkoff,rue,
415-1028-1,IND,525,Barkoff,rue,
415-1029-1,IND,525,Barkoff,rue,
415-1030-1,IND,555,Barkoff,rue,
415-1031-1,IND,563,Barkoff,rue,
415-1032-1,IND,573,Barkoff,rue,
415-1033-1,IND,581,Barkoff,rue,
415-1034-1,DEL,589,Barkoff,rue,
415-1035-1,IND,595,Barkoff,rue,
415-1036-1,DEL,599,Barkoff,rue,
415-1037-1,IND,607,Barkoff,rue,
415-1038-1,IND,615,Barkoff,rue,
415-1039-1,IND,619,Barkoff,rue,
415-1040-1,IND,627,Barkoff,rue,
415-1041-1,IND,645,Barkoff,rue,
415-1042-1,IND,655,Barkoff,rue,
415-1043-1,IND,667,Barkoff,rue,
415-1044-1,IND,,Barkoff,rue,
415-1045-1,IND,687,Barkoff,rue,
415-1046-1,DEL,707,Barkoff,rue,
415-1047-1,IND,719,Barkoff,rue,
415-1048-1,IND,,Vachon,rue,
415-1049-1,IND,,Vachon,rue,
415-1050-1,IND,445,Vachon,rue,
415-1051-1,IND,430,Vachon,rue,
415-1052-1,DEL,420,Vachon,rue,
420-711-1,DEL,115,Fusey,rue,
420-712-1,DEL,135,Fusey,rue,
415-1053-1,IND,380,Vachon,rue,
415-1508-1,DEL,135,Fusey,rue,
415-1507-1,DEL,155,Fusey,rue,
415-1506-1,DEL,155,Fusey,rue,
415-1505-1,DEL,169,Fusey,rue,
415-1504-1,DEL,193,Fusey,rue,
415-1503-1,DEL,193,Fusey,rue,
415-1054-1,IND,350,Vachon,rue,
415-1055-1,IND,328,Vachon,rue,
415-1056-1,IND,300,Vachon,rue,
415-1057-1,DEL,260,Vachon,rue,
415-1058-1,IND,250,Vachon,rue,
415-1059-1,IND,200,Vachon,rue,
415-1061-1,DEL,166,Vachon,rue,
415-1062-1,IND,161,Vachon,rue,
415-1063-1,IND,142,Vachon,rue,
415-1064-1,IND,130,Vachon,rue,
415-1065-1,IND,115,Vachon,rue,
415-1066-1,IND,100,Vachon,rue,
415-1067-1,IND,88,Vachon,rue,
415-1068-1,IND,72,Vachon,rue,
415-1069-1,DEL,54,Vachon,rue,
415-1070-1,IND,38,Vachon,rue,
415-111-1,DEL,2,Thibeau,boulevard,
415-112-1,DEL,8,Thibeau,boulevard,
415-113-1,DEL,26,Thibeau,boulevard,
415-114-1,DEL,36,Thibeau,boulevard,
415-115-1,DEL,50,Thibeau,boulevard,
415-116-1,DEL,70,Thibeau,boulevard,
415-117-1,DEL,86,Thibeau,boulevard,
415-118-1,DEL,100,Thibeau,boulevard,
415-1071-1,IND,24,Vachon,rue,
420-373-1,DEL,10,Morin,rue,
420-374-1,IND,20,Morin,rue,
420-375-1,IND,30,Morin,rue,
420-376-1,IND,40,Morin,rue,
415-1072-1,IND,153,Crevier,rue,
415-1073-1,IND,132,Crevier,rue,
415-1074-1,IND,128,Crevier,rue,
415-1075-1,IND,114,Crevier,rue,
415-1076-1,IND,100,Crevier,rue,
415-1077-1,IND,94,Crevier,rue,
415-1078-1,IND,74,Crevier,rue,
415-1079-1,DEL,60,Crevier,rue,
415-1080-1,IND,40,Crevier,rue,
415-1081-1,IND,,Crevier,rue,
415-1082-1,IND,570,Alfred-Cambray,rue,
415-1083-1,IND,134,Vaillancourt,rue,
415-1084-1,IND,114,Vaillancourt,rue,
415-1085-1,IND,110,Vaillancourt,rue,
415-1086-1,IND,90,Vaillancourt,rue,
415-1087-1,IND,80,Vaillancourt,rue,
415-1088-1,IND,60,Vaillancourt,rue,
415-1089-1,IND,42,Vaillancourt,rue,
415-1090-1,IND,21,Vaillancourt,rue,
80263-1-1,DEL,,Fusey,rue,
420-377-1,IND,123,Saint-Arnaud,rue,
420-378-1,IND,107,Saint-Arnaud,rue,
420-379-1,IND,95,Saint-Arnaud,rue,
415-1091-1,IND,64,Saint-Arnaud,rue,
415-1092-1,IND,58,Saint-Arnaud,rue,
415-1093-1,IND,50,Saint-Arnaud,rue,
415-1094-1,IND,26,Saint-Arnaud,rue,
415-1095-1,IND,,Saint-Arnaud,rue,
415-1096-1,IND,3,Monseigneur-Comtois,rue,
415-1097-1,DEL,25,Monseigneur-Comtois,rue,
415-1098-1,IND,46,Monseigneur-Comtois,rue,
415-1099-1,IND,66,Monseigneur-Comtois,rue,
415-1100-1,IND,80,Monseigneur-Comtois,rue,
415-1101-1,IND,85,Monseigneur-Comtois,rue,
415-1102-1,IND,95,Monseigneur-Comtois,rue,
415-1103-1,IND,105,Monseigneur-Comtois,rue,
420-380-1,IND,110,Monseigneur-Comtois,rue,
420-381-1,IND,118,Monseigneur-Comtois,rue,
420-382-1,IND,150,Monseigneur-Comtois,rue,
420-383-1,IND,169,Monseigneur-Comtois,rue,
420-384-1,IND,166,Monseigneur-Comtois,rue,
420-385-1,IND,178,Monseigneur-Comtois,rue,
415-1104-1,IND,194,Monseigneur-Comtois,rue,
420-386-1,IND,,Monseigneur-Comtois,place,
420-387-1,IND,138,Monseigneur-Comtois,place,
420-388-1,IND,126,Monseigneur-Comtois,place,
415-119-1,IND,62,Toupin,rue,
420-713-1,IND,171,Guillet,rue,
420-714-1,DEL,128,Guillet,rue,
415-1105-1,IND,625,Pintal,rue,
415-1106-1,IND,664,Pintal,rue,
420-389-1,IND,,Pintal,rue,
415-1347-1,IND,88,Guillet,rue,
420-715-1,IND,73,Guillet,rue,
415-1348-1,IND,68,Guillet,rue,
415-1349-1,IND,57,Guillet,rue,
415-1350-1,IND,,Guillet,rue,
420-716-1,IND,76,De Courcelles,rue,
420-717-1,DEL,68,De Courcelles,rue,
420-718-1,IND,56,De Courcelles,rue,
420-719-1,IND,44,De Courcelles,rue,
420-720-1,IND,40,D'Iberville,rue,
420-721-1,IND,20,D'Iberville,rue,
415-1351-1,DEL,10,D'Iberville,rue,
420-722-1,IND,85,De La Barre,rue,
420-723-1,IND,61,De La Barre,rue,
420-724-1,IND,53,De La Barre,rue,
420-725-1,IND,68,D'Argenson,rue,
420-726-1,IND,60,D'Argenson,rue,
420-727-1,IND,52,D'Argenson,rue,
420-728-1,IND,44,D'Argenson,rue,
415-1502-1,DEL,115,Thibeau,boulevard,
415-1501-1,DEL,134,Thibeau,boulevard,
415-1500-1,DEL,136,Thibeau,boulevard,
415-1499-1,DEL,153,Thibeau,boulevard,
415-1498-1,DEL,165,Thibeau,boulevard,
415-1497-1,DEL,173,Thibeau,boulevard,
415-1496-1,DEL,187,Thibeau,boulevard,
415-1495-1,DEL,199,Thibeau,boulevard,
415-1494-1,DEL,216,Thibeau,boulevard,
415-1493-1,DEL,226,Thibeau,boulevard,
415-1492-1,DEL,245,Thibeau,boulevard,
415-1491-1,DEL,255,Thibeau,boulevard,
415-1490-1,DEL,265,Thibeau,boulevard,
415-1489-1,DEL,270,Thibeau,boulevard,
415-1488-1,DEL,275,Thibeau,boulevard,
415-1487-1,DEL,295,Thibeau,boulevard,
415-1486-1,DEL,323,Thibeau,boulevard,
415-1485-1,DEL,310,Thibeau,boulevard,
415-1484-1,DEL,345,Thibeau,boulevard,
415-1483-1,DEL,363,Thibeau,boulevard,
415-1482-1,DEL,367,Thibeau,boulevard,
415-1481-1,DEL,371,Thibeau,boulevard,
415-1480-1,DEL,385,Thibeau,boulevard,
415-1479-1,DEL,405,Thibeau,boulevard,
415-1478-1,DEL,405,Thibeau,boulevard,
415-1477-1,DEL,415,Thibeau,boulevard,
415-1476-1,DEL,433,Thibeau,boulevard,
415-1107-1,IND,20,Cardinal-Villeneuve,rue,du
415-1108-1,IND,40,Cardinal-Villeneuve,rue,du
415-1109-1,IND,53,Cardinal-Villeneuve,rue,du
415-1110-1,IND,70,Cardinal-Villeneuve,rue,du
415-1111-1,IND,90,Cardinal-Villeneuve,rue,du
420-390-1,IND,110,Cardinal-Villeneuve,rue,du
420-391-1,IND,130,Cardinal-Villeneuve,rue,du
415-1112-1,IND,145,Cardinal-Villeneuve,rue,du
415-1113-1,IND,,Cardinal-Villeneuve,rue,du
415-1352-1,IND,36,D'Argenson,rue,
420-729-1,IND,77,Samuel-De Champlain,rue,
420-730-1,IND,70,Samuel-De Champlain,rue,
420-731-1,IND,62,Samuel-De Champlain,rue,
420-732-1,IND,58,Samuel-De Champlain,rue,
415-1353-1,IND,45,Samuel-De Champlain,rue,
415-1354-1,IND,30,Samuel-De Champlain,rue,
415-1355-1,IND,16,Samuel-De Champlain,rue,
415-1356-1,IND,24,Samuel-De Champlain,rue,
415-1357-1,IND,16,Samuel-De Champlain,rue,
415-1321-1,IND,4,Samuel-De Champlain,rue,
420-733-1,IND,122,Bourbeau,rue,
420-734-1,IND,114,Bourbeau,rue,
420-735-1,IND,102,Bourbeau,rue,
420-736-1,IND,101,Bourbeau,rue,
420-737-1,IND,89,Bourbeau,rue,
415-1358-1,IND,28,Marie-Langlois,rue,
415-1359-1,IND,20,Marie-Langlois,rue,
415-1360-1,IND,16,Marie-Langlois,rue,
415-1361-1,IND,8,Marie-Langlois,rue,
415-1362-1,IND,4,Marie-Langlois,rue,
415-1363-1,IND,3,Marie-Langlois,rue,
420-738-1,IND,150,Monseigneur-Charbonneau,rue,
420-739-1,IND,130,Monseigneur-Charbonneau,rue,
420-740-1,IND,100,Monseigneur-Charbonneau,rue,
420-741-1,IND,70,Monseigneur-Charbonneau,rue,
415-1364-1,IND,14,PÃ©pin,rue,
415-1365-1,IND,8,PÃ©pin,rue,
415-1366-1,IND,76,Boivin,rue,
415-1367-1,IND,56,Boivin,rue,
415-1368-1,DEL,35,D'Ailleboust,rue,
420-742-1,IND,55,D'Ailleboust,rue,
415-1369-1,IND,15,Montmagny,rue,
420-743-1,IND,35,Montmagny,rue,
415-1370-1,IND,45,Montmagny,rue,
415-1371-1,IND,890,D'Avaugour,rue,
420-744-1,IND,935,D'Avaugour,rue,
420-745-1,IND,965,D'Avaugour,rue,
420-746-1,IND,995,D'Avaugour,rue,
420-747-1,IND,1025,D'Avaugour,rue,
415-1115-1,IND,25,Saint-Ours,rue,
415-1116-1,IND,35,Saint-Ours,rue,
415-1117-1,IND,41,Saint-Ours,rue,
415-1372-1,IND,,De MÃ©zy,rue,
420-748-1,DEL,920,De MÃ©zy,rue,
420-749-1,IND,925,De MÃ©zy,rue,
420-750-1,IND,950,De MÃ©zy,rue,
415-1373-1,IND,955,De MÃ©zy,rue,
420-751-1,IND,970,De MÃ©zy,rue,
415-1374-1,IND,995,De MÃ©zy,rue,
420-392-1,IND,108,Monseigneur-Pelletier,rue,
420-393-1,IND,116,Monseigneur-Pelletier,rue,
415-1375-1,IND,1001,De MÃ©zy,rue,
415-1376-1,IND,1015,De MÃ©zy,rue,
415-1377-1,IND,1029,De MÃ©zy,rue,
415-1378-1,IND,15,Beauharnois,rue,
420-752-1,IND,35,Beauharnois,rue,
420-753-1,IND,55,Beauharnois,rue,
420-754-1,IND,15,Denonville,rue,
420-755-1,IND,45,Denonville,rue,
415-1379-1,IND,65,Denonville,rue,
415-1380-1,IND,1040,De MÃ©zy,rue,
420-756-1,IND,1044,De MÃ©zy,rue,
415-1381-1,IND,15,Duc-De LÃ©vis,rue,du
420-757-1,IND,45,Duc-De LÃ©vis,rue,du
420-758-1,DEL,65,Duc-De LÃ©vis,rue,du
420-394-1,IND,124,Monseigneur-Pelletier,rue,
420-759-1,IND,,Duc-De LÃ©vis,rue,du
420-760-1,IND,105,Cooke,rue,
420-761-1,IND,95,Cooke,rue,
420-762-1,IND,32,Cooke,rue,
415-1382-1,IND,20,Cooke,rue,
420-763-1,IND,12,Cooke,rue,
420-764-1,IND,10A,Cooke,rue,
420-765-1,IND,8,Cooke,rue,
415-1383-1,IND,,Cooke,rue,
415-1475-1,DEL,436,Thibeau,boulevard,
415-1474-1,DEL,447,Thibeau,boulevard,
415-1473-1,DEL,460,Thibeau,boulevard,
415-1472-1,DEL,461,Thibeau,boulevard,
415-1520-1,DEL,,Thibeau,boulevard,
420-766-1,DEL,,Thibeau,boulevard,
420-767-1,DEL,,Thibeau,boulevard,
415-1471-1,DEL,765,Thibeau,boulevard,
415-1470-1,DEL,775,Thibeau,boulevard,
415-104-1,DEL,764,Thibeau,boulevard,
420-768-1,DEL,791,Thibeau,boulevard,
415-1469-1,DEL,803,Thibeau,boulevard,
420-769-1,DEL,800,Thibeau,boulevard,
415-1468-1,DEL,821,Thibeau,boulevard,
415-1467-1,DEL,829,Thibeau,boulevard,
420-770-1,DEL,829,Thibeau,boulevard,
415-1466-1,DEL,839,Thibeau,boulevard,
420-771-1,DEL,858,Thibeau,boulevard,
415-1465-1,DEL,853,Thibeau,boulevard,
415-1464-1,DEL,869,Thibeau,boulevard,
420-395-1,IND,136,Monseigneur-Pelletier,rue,
420-772-1,DEL,866,Thibeau,boulevard,
420-396-1,IND,148,Monseigneur-Pelletier,rue,
415-1463-1,DEL,889,Thibeau,boulevard,
420-773-1,DEL,900,Thibeau,boulevard,
415-1462-1,DEL,895,Thibeau,boulevard,
415-1118-1,DEL,20,Madeleine-De VerchÃ¨res,rue,
415-1119-1,IND,34,Madeleine-De VerchÃ¨res,rue,
415-1120-1,IND,,Madeleine-De VerchÃ¨res,rue,
415-1121-1,IND,,Saint-AndrÃ©,rue,
415-1123-1,IND,61,Saint-AndrÃ©,rue,
415-1124-1,IND,91,Saint-AndrÃ©,rue,
415-1125-1,IND,102,Saint-AndrÃ©,rue,
415-1126-1,IND,109,Saint-AndrÃ©,rue,
415-1127-1,IND,112,Saint-AndrÃ©,rue,
415-1128-1,IND,124,Saint-AndrÃ©,rue,
415-1129-1,IND,138,Saint-AndrÃ©,rue,
415-1130-1,IND,148,Saint-AndrÃ©,rue,
415-1131-1,IND,156,Saint-AndrÃ©,rue,
420-397-1,IND,,Saint-AndrÃ©,rue,
420-398-1,IND,,Saint-AndrÃ©,rue,
420-399-1,IND,,Saint-AndrÃ©,rue,
415-1322-1,IND,25,Fafard,rue,
420-774-1,IND,85,Fafard,rue,
415-1132-1,IND,580,Corbin,rue,
420-775-1,IND,105,Fafard,rue,
420-776-1,IND,125,Fafard,rue,
420-777-1,IND,145,Fafard,rue,
420-778-1,IND,165,Fafard,rue,
415-1133-1,IND,600,Corbin,rue,
415-1134-1,IND,616,Corbin,rue,
420-779-1,IND,185,Fafard,rue,
415-1135-1,IND,626,Corbin,rue,
420-780-1,IND,195,Fafard,rue,
415-1136-1,IND,634,Corbin,rue,
415-1137-1,IND,560,Forget,rue,
415-1138-1,IND,571,Forget,rue,
415-1139-1,IND,589,Forget,rue,
415-1140-1,IND,601,Forget,rue,
415-1141-1,IND,625,Forget,rue,
420-781-1,IND,1217,Lepage,rue,
415-1142-1,IND,665,Forget,rue,
420-782-1,IND,1201,Lepage,rue,
420-783-1,IND,1191,Lepage,rue,
420-784-1,IND,1168,Lepage,rue,
420-785-1,IND,1150,Lepage,rue,
420-786-1,IND,1144,Lepage,rue,
420-787-1,IND,1131,Lepage,rue,
420-788-1,DEL,1113,Lepage,rue,
420-789-1,IND,1101,Lepage,rue,
420-790-1,IND,1089,Lepage,rue,
