OBJECTID,TYPE,NOM,STATUT,V_TYPE
51832,Continu,,Cours d'eau,Cours d'eau continu
51833,Continu,,Cours d'eau,Cours d'eau continu
51834,Continu,,Cours d'eau,Cours d'eau continu
51835,Continu,,Cours d'eau,Cours d'eau continu
51836,Continu,,Cours d'eau,Cours d'eau continu
51837,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
51838,Continu,,Cours d'eau,Cours d'eau continu
51839,Continu,,Cours d'eau,Cours d'eau continu
51840,Continu,,Cours d'eau,Cours d'eau continu
51841,Continu,,Cours d'eau,Cours d'eau continu
51842,Continu,,Cours d'eau,Cours d'eau continu
51843,Continu,,Cours d'eau,Cours d'eau continu
51844,Continu,,Cours d'eau,Cours d'eau continu
51845,Continu,,Cours d'eau,Cours d'eau continu
51846,Continu,,Cours d'eau,Cours d'eau continu
51847,Continu,,Cours d'eau,Cours d'eau continu
51848,Continu,,Cours d'eau,Cours d'eau continu
51849,Continu,,Cours d'eau,Cours d'eau continu
51850,Continu,,Cours d'eau,Cours d'eau continu
51851,Continu,,Cours d'eau,Cours d'eau continu
51852,Continu,,Cours d'eau,Cours d'eau continu
51853,Continu,,Cours d'eau,Cours d'eau continu
51854,Continu,,Cours d'eau,Cours d'eau continu
51855,Continu,,Cours d'eau,Cours d'eau continu
51856,Continu,,Cours d'eau,Cours d'eau continu
51857,Continu,,Cours d'eau,Cours d'eau continu
51858,Continu,,Cours d'eau,Cours d'eau continu
51859,Continu,,Cours d'eau,Cours d'eau continu
51860,Continu,Rivière Champlain,Cours d'eau,Cours d'eau continu
51861,Continu,,Cours d'eau,Cours d'eau continu
51862,Continu,,Cours d'eau,Cours d'eau continu
51863,Continu,,Cours d'eau,Cours d'eau continu
51864,Continu,,Cours d'eau,Cours d'eau continu
51865,Continu,,Cours d'eau,Cours d'eau continu
51866,Continu,Rivière Champlain,Cours d'eau,Cours d'eau continu
51867,Continu,,Cours d'eau,Cours d'eau continu
51868,Continu,,Cours d'eau,Cours d'eau continu
51869,Continu,,Cours d'eau,Cours d'eau continu
51870,Continu,,Cours d'eau,Cours d'eau continu
51871,Continu,,Cours d'eau,Cours d'eau continu
51872,Continu,,Cours d'eau,Cours d'eau continu
51873,Continu,,Cours d'eau,Cours d'eau continu
51874,Continu,,Cours d'eau,Cours d'eau continu
51875,Continu,,Cours d'eau,Cours d'eau continu
51876,Continu,,Cours d'eau,Cours d'eau continu
51877,Continu,,Cours d'eau,Cours d'eau continu
51878,Continu,,Cours d'eau,Cours d'eau continu
51879,Continu,,Cours d'eau,Cours d'eau continu
51880,Continu,,Cours d'eau,Cours d'eau continu
51881,Continu,,Cours d'eau,Cours d'eau continu
51882,Continu,,Cours d'eau,Cours d'eau continu
51883,Continu,,Cours d'eau,Cours d'eau continu
51884,Continu,,Cours d'eau,Cours d'eau continu
51885,Continu,,Cours d'eau,Cours d'eau continu
51886,Continu,,Cours d'eau,Cours d'eau continu
51887,Continu,,Cours d'eau,Cours d'eau continu
51888,Continu,,Cours d'eau,Cours d'eau continu
51889,Continu,,Cours d'eau,Cours d'eau continu
51890,Continu,,Cours d'eau,Cours d'eau continu
51891,Continu,,Cours d'eau,Cours d'eau continu
51892,Continu,,Cours d'eau,Cours d'eau continu
51893,Continu,,Cours d'eau,Cours d'eau continu
51894,Continu,,Cours d'eau,Cours d'eau continu
51895,Continu,,Cours d'eau,Cours d'eau continu
51896,Continu,,Cours d'eau,Cours d'eau continu
51901,Continu,,Cours d'eau,Cours d'eau continu
51902,Continu,,Cours d'eau,Cours d'eau continu
51903,Continu,,Cours d'eau,Cours d'eau continu
51904,Continu,,Cours d'eau,Cours d'eau continu
51905,Continu,Cours d'eau Gélinas-Rathier,Cours d'eau,Cours d'eau continu
51906,Continu,,Cours d'eau,Cours d'eau continu
51907,Continu,,Cours d'eau,Cours d'eau continu
51908,Continu,,Cours d'eau,Cours d'eau continu
51909,Continu,,Cours d'eau,Cours d'eau continu
51910,Continu,,Cours d'eau,Cours d'eau continu
51911,Continu,,Cours d'eau,Cours d'eau continu
51912,Continu,,Cours d'eau,Cours d'eau continu
51913,Continu,,Cours d'eau,Cours d'eau continu
51914,Continu,,Cours d'eau,Cours d'eau continu
51915,Continu,,Cours d'eau,Cours d'eau continu
51916,Continu,,Cours d'eau,Cours d'eau continu
51917,Continu,,Cours d'eau,Cours d'eau continu
51918,Continu,,Cours d'eau,Cours d'eau continu
51919,Continu,,Cours d'eau,Cours d'eau continu
51920,Continu,,Cours d'eau,Cours d'eau continu
51922,Continu,,Cours d'eau,Cours d'eau continu
51923,Continu,,Cours d'eau,Cours d'eau continu
51924,Continu,,Cours d'eau,Cours d'eau continu
51925,Continu,,Cours d'eau,Cours d'eau continu
51926,Continu,,Cours d'eau,Cours d'eau continu
51927,Continu,,Cours d'eau,Cours d'eau continu
51928,Continu,,Cours d'eau,Cours d'eau continu
51929,Continu,,Cours d'eau,Cours d'eau continu
51930,Continu,,Cours d'eau,Cours d'eau continu
51931,Continu,,Cours d'eau,Cours d'eau continu
51932,Continu,,Cours d'eau,Cours d'eau continu
51933,Continu,,Cours d'eau,Cours d'eau continu
51935,Continu,,Cours d'eau,Cours d'eau continu
51936,Continu,,Cours d'eau,Cours d'eau continu
51937,Continu,,Cours d'eau,Cours d'eau continu
51938,Continu,,Cours d'eau,Cours d'eau continu
51939,Continu,,Cours d'eau,Cours d'eau continu
51940,Continu,,Cours d'eau,Cours d'eau continu
51941,Continu,,Cours d'eau,Cours d'eau continu
51942,Continu,,Cours d'eau,Cours d'eau continu
51943,Continu,,Cours d'eau,Cours d'eau continu
51944,Continu,,Cours d'eau,Cours d'eau continu
51945,Continu,,Cours d'eau,Cours d'eau continu
51946,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
51947,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
51948,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
51949,Continu,Cours d'eau Tebbutt,Cours d'eau,Cours d'eau continu
51950,Continu,Cours d'eau Tebbutt,Cours d'eau,Cours d'eau continu
51951,Continu,,Cours d'eau,Cours d'eau continu
51952,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
51953,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
51954,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
51955,Continu,,Cours d'eau,Cours d'eau continu
51956,Continu,,Cours d'eau,Cours d'eau continu
51957,Continu,,Cours d'eau,Cours d'eau continu
51958,Continu,,Cours d'eau,Cours d'eau continu
51959,Continu,,Cours d'eau,Cours d'eau continu
51960,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
51961,Continu,Cours d'eau Raymond,Cours d'eau,Cours d'eau continu
51962,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
51963,Continu,,Cours d'eau,Cours d'eau continu
51964,Intermittent,,Cours d'eau,Cours d'eau intermittent
51965,Continu,,Cours d'eau,Cours d'eau continu
51966,Continu,,Cours d'eau,Cours d'eau continu
51967,Continu,,Cours d'eau,Cours d'eau continu
51968,Continu,,Cours d'eau,Cours d'eau continu
51969,Continu,,Cours d'eau,Cours d'eau continu
51970,Continu,,Cours d'eau,Cours d'eau continu
51971,Continu,,Cours d'eau,Cours d'eau continu
51972,Continu,,Cours d'eau,Cours d'eau continu
51973,Continu,,Cours d'eau,Cours d'eau continu
51974,Continu,,Cours d'eau,Cours d'eau continu
51975,Continu,,Cours d'eau,Cours d'eau continu
51976,Continu,,Cours d'eau,Cours d'eau continu
51977,Continu,,Cours d'eau,Cours d'eau continu
51978,Continu,,Cours d'eau,Cours d'eau continu
51979,Continu,,Cours d'eau,Cours d'eau continu
51980,Continu,,Cours d'eau,Cours d'eau continu
51981,Continu,,Cours d'eau,Cours d'eau continu
51982,Continu,,Cours d'eau,Cours d'eau continu
51983,Continu,,Cours d'eau,Cours d'eau continu
51984,Continu,,Cours d'eau,Cours d'eau continu
51985,Continu,,Cours d'eau,Cours d'eau continu
51986,Continu,,Cours d'eau,Cours d'eau continu
51987,Continu,,Cours d'eau,Cours d'eau continu
51988,Continu,,Cours d'eau,Cours d'eau continu
51989,Continu,,Cours d'eau,Cours d'eau continu
51990,Continu,,Cours d'eau,Cours d'eau continu
51991,Continu,,Cours d'eau,Cours d'eau continu
51992,Continu,,Cours d'eau,Cours d'eau continu
51993,Continu,,Cours d'eau,Cours d'eau continu
51994,Continu,,Cours d'eau,Cours d'eau continu
51995,Continu,,Cours d'eau,Cours d'eau continu
51996,Continu,,Cours d'eau,Cours d'eau continu
51997,Intermittent,,Cours d'eau,Cours d'eau intermittent
51998,Continu,,Cours d'eau,Cours d'eau continu
51999,Continu,,Cours d'eau,Cours d'eau continu
52000,Continu,,Cours d'eau,Cours d'eau continu
52001,Continu,,Cours d'eau,Cours d'eau continu
52002,Continu,,Cours d'eau,Cours d'eau continu
52003,Continu,,Cours d'eau,Cours d'eau continu
52004,Continu,,Cours d'eau,Cours d'eau continu
52005,Continu,,Cours d'eau,Cours d'eau continu
52006,Continu,,Cours d'eau,Cours d'eau continu
52007,Continu,,Cours d'eau,Cours d'eau continu
52008,Continu,,Cours d'eau,Cours d'eau continu
52009,Continu,,Cours d'eau,Cours d'eau continu
52010,Continu,,Cours d'eau,Cours d'eau continu
52011,Continu,,Cours d'eau,Cours d'eau continu
52012,Continu,Rivière Aux Sables,Cours d'eau,Cours d'eau continu
52013,Continu,,Cours d'eau,Cours d'eau continu
52014,Continu,,Cours d'eau,Cours d'eau continu
52015,Continu,Rivière Aux Sables,Cours d'eau,Cours d'eau continu
52016,Continu,Rivière Aux Sables,Cours d'eau,Cours d'eau continu
52017,Continu,,Cours d'eau,Cours d'eau continu
52018,Continu,,Cours d'eau,Cours d'eau continu
52019,Continu,,Cours d'eau,Cours d'eau continu
52020,Continu,,Cours d'eau,Cours d'eau continu
52021,Continu,,Cours d'eau,Cours d'eau continu
52022,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
52023,Continu,,Cours d'eau,Cours d'eau continu
52024,Continu,,Cours d'eau,Cours d'eau continu
52025,Continu,,Cours d'eau,Cours d'eau continu
52026,Continu,,Cours d'eau,Cours d'eau continu
52027,Continu,,Cours d'eau,Cours d'eau continu
52028,Continu,,Cours d'eau,Cours d'eau continu
52029,Continu,,Cours d'eau,Cours d'eau continu
52030,Continu,,Cours d'eau,Cours d'eau continu
52031,Continu,,Cours d'eau,Cours d'eau continu
52032,Continu,,Cours d'eau,Cours d'eau continu
52034,Continu,Cours d'eau Guilbault-Caron,Cours d'eau,Cours d'eau continu
52035,Continu,,Cours d'eau,Cours d'eau continu
52036,Continu,,Cours d'eau,Cours d'eau continu
52037,Continu,Cours d'eau Tebbutt,Cours d'eau,Cours d'eau continu
52038,Continu,Cours d'eau Charrette,Cours d'eau,Cours d'eau continu
52039,Continu,,Cours d'eau,Cours d'eau continu
52040,Continu,Cours d'eau Pépin,Cours d'eau,Cours d'eau continu
52041,Continu,,Cours d'eau,Cours d'eau continu
52042,Continu,,Cours d'eau,Cours d'eau continu
52043,Continu,,Cours d'eau,Cours d'eau continu
52044,Continu,,Cours d'eau,Cours d'eau continu
52045,Continu,,Cours d'eau,Cours d'eau continu
52046,Continu,Cours d'eau Bourassa,Cours d'eau,Cours d'eau continu
52047,Continu,,Cours d'eau,Cours d'eau continu
52048,Continu,,Cours d'eau,Cours d'eau continu
52049,Continu,,Cours d'eau,Cours d'eau continu
52050,Continu,,Cours d'eau,Cours d'eau continu
52051,Continu,,Cours d'eau,Cours d'eau continu
52052,Continu,,Cours d'eau,Cours d'eau continu
52053,Continu,,Cours d'eau,Cours d'eau continu
52054,Continu,,Cours d'eau,Cours d'eau continu
52055,Continu,,Cours d'eau,Cours d'eau continu
52056,Continu,Cours d'eau Robert-Lefebvre,Cours d'eau,Cours d'eau continu
52057,Continu,,Cours d'eau,Cours d'eau continu
52058,Continu,,Cours d'eau,Cours d'eau continu
52059,Continu,,Cours d'eau,Cours d'eau continu
52060,Continu,,Cours d'eau,Cours d'eau continu
52061,Continu,,Cours d'eau,Cours d'eau continu
52062,Continu,,Cours d'eau,Cours d'eau continu
52063,Continu,,Cours d'eau,Cours d'eau continu
52064,Continu,,Cours d'eau,Cours d'eau continu
52065,Continu,,Cours d'eau,Cours d'eau continu
52066,Continu,,Cours d'eau,Cours d'eau continu
52067,Continu,,Cours d'eau,Cours d'eau continu
52068,Continu,,Cours d'eau,Cours d'eau continu
52069,Continu,,Cours d'eau,Cours d'eau continu
52070,Continu,,Cours d'eau,Cours d'eau continu
52071,Continu,,Cours d'eau,Cours d'eau continu
52072,Intermittent,,Cours d'eau,Cours d'eau intermittent
52073,Continu,ruisseau Lachapelle,Cours d'eau,Cours d'eau continu
52074,Continu,,Cours d'eau,Cours d'eau continu
52075,Continu,,Cours d'eau,Cours d'eau continu
52076,Continu,,Cours d'eau,Cours d'eau continu
52077,Continu,,Cours d'eau,Cours d'eau continu
52078,Continu,,Cours d'eau,Cours d'eau continu
52080,Continu,,Cours d'eau,Cours d'eau continu
52081,Continu,,Cours d'eau,Cours d'eau continu
52082,Continu,,Cours d'eau,Cours d'eau continu
52083,Continu,,Cours d'eau,Cours d'eau continu
52084,Continu,,Cours d'eau,Cours d'eau continu
52085,Continu,,Cours d'eau,Cours d'eau continu
52086,Continu,,Cours d'eau,Cours d'eau continu
52087,Continu,,Cours d'eau,Cours d'eau continu
52088,Continu,,Cours d'eau,Cours d'eau continu
52089,Continu,,Cours d'eau,Cours d'eau continu
52090,Continu,,Cours d'eau,Cours d'eau continu
52091,Continu,,Cours d'eau,Cours d'eau continu
52092,Continu,,Cours d'eau,Cours d'eau continu
52093,Continu,,Cours d'eau,Cours d'eau continu
52094,Continu,,Cours d'eau,Cours d'eau continu
52095,Intermittent,,Cours d'eau,Cours d'eau intermittent
52096,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
52097,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
52098,Continu,,Cours d'eau,Cours d'eau continu
52099,Continu,,Cours d'eau,Cours d'eau continu
52100,Continu,,Cours d'eau,Cours d'eau continu
52101,Continu,,Cours d'eau,Cours d'eau continu
52102,Continu,,Cours d'eau,Cours d'eau continu
52103,Continu,,Cours d'eau,Cours d'eau continu
52104,Continu,,Cours d'eau,Cours d'eau continu
52105,Continu,,Cours d'eau,Cours d'eau continu
52106,Continu,,Cours d'eau,Cours d'eau continu
52107,Continu,,Cours d'eau,Cours d'eau continu
52108,Continu,,Cours d'eau,Cours d'eau continu
52109,Continu,,Cours d'eau,Cours d'eau continu
52110,Continu,,Cours d'eau,Cours d'eau continu
52199,Continu,,Cours d'eau,Cours d'eau continu
52635,Intermittent,Cours d'eau Bettez,Cours d'eau,Cours d'eau intermittent
52636,Intermittent,,Cours d'eau,Cours d'eau intermittent
52637,Intermittent,,Cours d'eau,Cours d'eau intermittent
52638,Intermittent,,Cours d'eau,Cours d'eau intermittent
52639,Intermittent,,Cours d'eau,Cours d'eau intermittent
52640,Intermittent,,Cours d'eau,Cours d'eau intermittent
52641,Intermittent,,Cours d'eau,Cours d'eau intermittent
52642,Intermittent,,Cours d'eau,Cours d'eau intermittent
52643,Intermittent,,Cours d'eau,Cours d'eau intermittent
52644,Intermittent,,Cours d'eau,Cours d'eau intermittent
52645,Intermittent,,Cours d'eau,Cours d'eau intermittent
52646,Intermittent,,Cours d'eau,Cours d'eau intermittent
52979,Intermittent,,Cours d'eau,Cours d'eau intermittent
52980,Continu,,Cours d'eau,Cours d'eau continu
52981,Continu,,Cours d'eau,Cours d'eau continu
52982,Continu,,Cours d'eau,Cours d'eau continu
52983,Continu,,Cours d'eau,Cours d'eau continu
52984,Continu,,Cours d'eau,Cours d'eau continu
52985,Continu,,Cours d'eau,Cours d'eau continu
52986,Continu,,Cours d'eau,Cours d'eau continu
52987,Continu,,Cours d'eau,Cours d'eau continu
52988,Continu,,Cours d'eau,Cours d'eau continu
52989,Continu,,Cours d'eau,Cours d'eau continu
52990,Continu,,Cours d'eau,Cours d'eau continu
52991,Continu,,Cours d'eau,Cours d'eau continu
52992,Continu,,Cours d'eau,Cours d'eau continu
52993,Intermittent,,Cours d'eau,Cours d'eau intermittent
52994,Continu,Ruisseau Cormier,Cours d'eau,Cours d'eau continu
52995,Continu,,Cours d'eau,Cours d'eau continu
52996,Continu,,Cours d'eau,Cours d'eau continu
52997,Continu,,Cours d'eau,Cours d'eau continu
52998,Continu,,Cours d'eau,Cours d'eau continu
52999,Continu,,Cours d'eau,Cours d'eau continu
53000,,,Fossé,Cours d'eau continu
53002,Continu,,Cours d'eau,Cours d'eau continu
53003,Continu,,Cours d'eau,Cours d'eau continu
53004,Continu,,Cours d'eau,Cours d'eau continu
53005,Continu,Rivières des Cormiers,Cours d'eau,Cours d'eau continu
53006,Continu,,Cours d'eau,Cours d'eau continu
53007,Continu,Ruisseau Cormier,Cours d'eau,Cours d'eau continu
53008,Continu,,Cours d'eau,Cours d'eau continu
53010,Continu,,Cours d'eau,Cours d'eau continu
53011,Intermittent,,Cours d'eau,Cours d'eau intermittent
53012,Intermittent,,Cours d'eau,Cours d'eau intermittent
53013,Continu,,Cours d'eau,Cours d'eau continu
53014,Continu,,Cours d'eau,Cours d'eau continu
53015,Continu,,Cours d'eau,Cours d'eau continu
53016,Continu,,Cours d'eau,Cours d'eau continu
53017,Continu,,Cours d'eau,Cours d'eau continu
53018,Continu,,Cours d'eau,Cours d'eau continu
53019,Continu,,Cours d'eau,Cours d'eau continu
53020,Continu,,Cours d'eau,Cours d'eau continu
53021,Continu,,Cours d'eau,Cours d'eau continu
53022,Continu,,Cours d'eau,Cours d'eau continu
53023,Continu,,Cours d'eau,Cours d'eau continu
53024,Continu,,Cours d'eau,Cours d'eau continu
53025,Continu,,Cours d'eau,Cours d'eau continu
53026,Continu,,Cours d'eau,Cours d'eau continu
53027,Continu,ruisseau Lachapelle,Cours d'eau,Cours d'eau intermittent
53028,Intermittent,,Cours d'eau,Cours d'eau intermittent
53029,Intermittent,,Cours d'eau,Cours d'eau intermittent
53030,Intermittent,,Cours d'eau,Cours d'eau intermittent
53031,Intermittent,,Cours d'eau,Cours d'eau intermittent
53032,Intermittent,,Cours d'eau,Cours d'eau intermittent
53033,Intermittent,,Cours d'eau,Cours d'eau intermittent
53034,Intermittent,,Cours d'eau,Cours d'eau intermittent
53035,Intermittent,,Cours d'eau,Cours d'eau intermittent
53036,Intermittent,,Cours d'eau,Cours d'eau intermittent
53037,Intermittent,,Cours d'eau,Cours d'eau intermittent
53038,Intermittent,,Cours d'eau,Cours d'eau intermittent
53039,Intermittent,,Cours d'eau,Cours d'eau intermittent
54106,Intermittent,,Cours d'eau,Cours d'eau intermittent
54107,Intermittent,,Cours d'eau,Cours d'eau intermittent
54109,Intermittent,,Cours d'eau,Cours d'eau intermittent
54181,Intermittent,,Cours d'eau,Cours d'eau intermittent
55851,Intermittent,Cours d'eau Pépin,Cours d'eau,Cours d'eau intermittent
55960,Intermittent,Rivières des Cormiers,Cours d'eau,Cours d'eau intermittent
55961,Intermittent,,Cours d'eau,Cours d'eau intermittent
55963,Continu,,Cours d'eau,Cours d'eau continu
55968,Intermittent,,Cours d'eau,Cours d'eau intermittent
55975,Continu,,Cours d'eau,Cours d'eau continu
55998,,,Canalisation,Conduite de canalisation
56000,,,Cours d'eau secondaire,Cours d'eau intermittent
56001,,,Cours d'eau secondaire,Cours d'eau intermittent
56004,Continu,,Cours d'eau,Cours d'eau continu
56301,Continu,,Cours d'eau,Cours d'eau continu
56303,Continu,,Cours d'eau,Cours d'eau continu
56516,,,Fossé,Cours d'eau continu
56679,Intermittent,,Cours d'eau,Cours d'eau intermittent
56680,Intermittent,,Cours d'eau,Cours d'eau intermittent
56685,Intermittent,,Cours d'eau,Cours d'eau intermittent
56703,Continu,,Cours d'eau,Cours d'eau continu
56772,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
57083,Continu,,Cours d'eau,Cours d'eau continu
57094,Intermittent,Cours d'eau Martin,Cours d'eau,Cours d'eau intermittent
57125,Intermittent,,Cours d'eau,Cours d'eau intermittent
57126,Intermittent,,Cours d'eau,Cours d'eau intermittent
57128,Intermittent,,Cours d'eau,Cours d'eau intermittent
57231,Intermittent,Cours d'eau Martin,Cours d'eau,Cours d'eau intermittent
57232,Intermittent,Cours d'eau Martin,Cours d'eau,Cours d'eau intermittent
57233,Intermittent,Cours d'eau Martin,Cours d'eau,Cours d'eau intermittent
57249,,,Fossé,Cours d'eau continu
57250,,,Fossé,Cours d'eau continu
57251,,,Fossé,Cours d'eau continu
57273,Intermittent,,Cours d'eau,Cours d'eau intermittent
57314,Intermittent,,Cours d'eau,Cours d'eau intermittent
57315,Intermittent,,Cours d'eau,Cours d'eau intermittent
57565,Continu,,Cours d'eau,Cours d'eau continu
57566,Continu,,Cours d'eau,Cours d'eau continu
57593,Intermittent,Ruisseau Aux Glaises,Cours d'eau,Cours d'eau intermittent
57594,Intermittent,Ruisseau Aux Glaises,Cours d'eau,Cours d'eau intermittent
57602,Intermittent,,Cours d'eau,Cours d'eau intermittent
57619,Intermittent,,Cours d'eau,Cours d'eau intermittent
57620,Intermittent,,Cours d'eau,Cours d'eau intermittent
57719,Intermittent,,Cours d'eau,Cours d'eau intermittent
58110,Continu,,Cours d'eau,Cours d'eau continu
58189,Continu,,Cours d'eau,Cours d'eau continu
58197,Continu,,Cours d'eau,Cours d'eau continu
58308,Intermittent,,Cours d'eau,Cours d'eau intermittent
58487,Intermittent,,Cours d'eau,Cours d'eau intermittent
58491,Intermittent,,Cours d'eau,Cours d'eau intermittent
58519,Intermittent,Rivière des Cormiers-Branche 9,Cours d'eau,Cours d'eau intermittent
58525,Continu,,Cours d'eau,Cours d'eau continu
58527,Intermittent,,Cours d'eau,Cours d'eau intermittent
58546,Intermittent,,Cours d'eau,Cours d'eau intermittent
58692,Continu,,Cours d'eau,Cours d'eau continu
58716,Intermittent,,Cours d'eau,Cours d'eau intermittent
58787,,,Fossé,Cours d'eau continu
58794,Continu,,Cours d'eau,Cours d'eau continu
58795,Continu,,Cours d'eau,Cours d'eau continu
58937,Continu,,Cours d'eau,Cours d'eau continu
59100,,,Fossé,Cours d'eau continu
59173,Continu,,Cours d'eau,Cours d'eau continu
59283,,Cours d'eau Paquette,Canalisation,Conduite de canalisation
59284,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
59285,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
59286,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
59364,Continu,,Cours d'eau,Cours d'eau continu
59375,Continu,,Cours d'eau,Cours d'eau continu
59396,Continu,,Cours d'eau,Cours d'eau continu
59495,,,Canalisation,Conduite de canalisation
59496,,Cours d'eau Guilbault-Caron,Canalisation,Conduite de canalisation
59497,,,Canalisation,Conduite de canalisation
59498,,,Canalisation,Conduite de canalisation
59499,,,Canalisation,Conduite de canalisation
59500,,Cours d'eau Guilbault-Caron,Canalisation,Conduite de canalisation
59501,,Cours d'eau Guilbault-Caron,Canalisation,Conduite de canalisation
59503,,,Canalisation,Conduite de canalisation
59504,,Cours d'eau Guilbault-Caron,Canalisation,Conduite de canalisation
59505,,,Canalisation,Conduite de canalisation
59506,,,Canalisation,Conduite de canalisation
59514,,,Canalisation,Conduite de canalisation
59515,,,Canalisation,Conduite de canalisation
59517,Intermittent,Ruisseau Cormier,Cours d'eau,Cours d'eau intermittent
59518,Continu,Rivière des Cormiers-Branche 9,Cours d'eau,Cours d'eau continu
59520,,,Canalisation,Conduite de canalisation
59521,,,Canalisation,Conduite de canalisation
59522,Continu,,Cours d'eau,Cours d'eau continu
59523,,,Canalisation,Conduite de canalisation
59524,,,Canalisation,Conduite de canalisation
59525,,,Canalisation,Conduite de canalisation
59526,,,Canalisation,Conduite de canalisation
59527,Continu,,Cours d'eau,Cours d'eau continu
59528,,,Canalisation,Conduite de canalisation
59529,,,Canalisation,Conduite de canalisation
59530,,,Canalisation,Conduite de canalisation
59533,Continu,Cours d'eau Raymond,Cours d'eau,Cours d'eau continu
59561,Continu,,Cours d'eau,Cours d'eau continu
59562,Continu,,Cours d'eau,Cours d'eau continu
59563,Continu,,Cours d'eau,Cours d'eau continu
59564,Continu,,Cours d'eau,Cours d'eau continu
59565,Continu,,Cours d'eau,Cours d'eau continu
59581,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
59582,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
59589,Continu,Cours d'eau Lacerte,Cours d'eau,Cours d'eau continu
59590,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
59591,Continu,Rivière Milette,Cours d'eau,Cours d'eau continu
59593,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
59594,Continu,Cours d'eau du rang Deux,Cours d'eau,Cours d'eau continu
59595,Continu,Cours d'eau Raymond,Cours d'eau,Cours d'eau continu
59600,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
59601,Continu,Cours d'eau Charette-Raymond,Cours d'eau,Cours d'eau continu
59602,Continu,Cours d'eau Bettez,Cours d'eau,Cours d'eau continu
59603,Intermittent,Cours d'eau Bettez,Cours d'eau,Cours d'eau intermittent
59637,Intermittent,,Cours d'eau,Cours d'eau intermittent
59639,Continu,Cours d'eau Tebbutt,Cours d'eau,Cours d'eau continu
59658,Continu,,Cours d'eau,Cours d'eau continu
59667,Continu,,Cours d'eau,Cours d'eau continu
59669,Continu,Cours d'eau Sainte-Marguerite,Cours d'eau,Cours d'eau continu
59670,Continu,Cours d'eau Sainte-Marguerite,Cours d'eau,Cours d'eau continu
59672,Continu,,Cours d'eau,Cours d'eau continu
59673,Fossé,,Fossé,Cours d'eau continu
59674,Continu,Cours d'eau Sainte-Marguerite,Cours d'eau,Cours d'eau continu
59689,Continu,Cours d'eau Lacerte-Branche 3,Cours d'eau,Cours d'eau continu
59691,Continu,,Cours d'eau,Cours d'eau continu
59701,Continu,,Cours d'eau,Cours d'eau continu
59705,Continu,,Cours d'eau,Cours d'eau continu
59714,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
59715,Intermittent,,Cours d'eau,Cours d'eau intermittent
59716,Intermittent,,Cours d'eau,Cours d'eau intermittent
59717,Intermittent,,Cours d'eau,Cours d'eau intermittent
59718,Intermittent,,Cours d'eau,Cours d'eau intermittent
59719,Intermittent,,Cours d'eau,Cours d'eau intermittent
59720,Intermittent,Cours d'eau Bellemare,Cours d'eau,Cours d'eau intermittent
59721,Continu,,Cours d'eau,Cours d'eau continu
59741,Intermittent,,Cours d'eau,Cours d'eau intermittent
59742,Intermittent,,Cours d'eau,Cours d'eau intermittent
59743,Intermittent,,Cours d'eau,Cours d'eau intermittent
59744,Intermittent,,Cours d'eau,Cours d'eau intermittent
59745,Intermittent,,Cours d'eau,Cours d'eau intermittent
59746,Intermittent,,Cours d'eau,Cours d'eau intermittent
59747,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59748,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59749,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59750,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59751,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59752,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59753,Intermittent,Rivière des Cormiers,Cours d'eau,Cours d'eau intermittent
59754,Intermittent,Ruisseau Cormier,Cours d'eau,Cours d'eau intermittent
