ï»¿ID,MUNICIPALITE,AVIS_NO,STATUT,DATEDEBUT,DATEFIN,TYPE,SERVICE
269,Repentigny,42,Inactif,2021-08-26 09:00:00,2021-09-01 13:00:00,Avis d'Ã©bullition,Travaux publics
270,Repentigny,43,Inactif,2021-08-26 15:00:00,2021-08-30 19:00:00,Avis d'Ã©bullition,Travaux publics
271,Repentigny,44,Inactif,2021-08-27 14:00:00,2021-09-02 19:00:00,Avis d'Ã©bullition,Travaux publics
272,Repentigny,45,Inactif,2021-08-30 15:30:00,2021-09-03 13:45:00,Avis d'Ã©bullition,Travaux publics
275,Repentigny,47,Inactif,2021-09-15 19:00:00,2021-09-21 12:30:00,Avis d'Ã©bullition,Travaux publics
276,Repentigny,48,Inactif,2021-09-16 07:00:00,2021-09-20 14:30:00,Avis d'Ã©bullition,Travaux publics
277,Repentigny,49,Inactif,2021-09-22 21:30:00,2021-09-27 12:30:00,Avis d'Ã©bullition,Travaux publics
278,Repentigny,50,Inactif,2021-09-27 15:30:00,2021-09-30 19:50:00,Avis d'Ã©bullition,Travaux publics
279,Repentigny,10,Inactif,2021-09-29 04:00:00,2021-10-04 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
280,Repentigny,51,Inactif,2021-10-01 14:10:00,2021-10-04 17:15:00,Avis d'Ã©bullition,Travaux publics
281,Repentigny,11,Inactif,2021-10-12 19:00:00,2021-10-13 14:45:00,Avis d'Ã©bullition,Gestion des infrastructures
282,Repentigny,53,Inactif,2021-10-14 20:00:00,2021-10-19 14:00:00,Avis d'Ã©bullition,Travaux publics
283,Repentigny,52,Inactif,2021-10-15 11:15:00,2021-10-19 14:00:00,Avis d'Ã©bullition,Travaux publics
284,Repentigny,55,Inactif,2021-10-19 20:00:00,2021-10-25 11:50:00,Avis d'Ã©bullition,Travaux publics
285,Repentigny,56,Inactif,2021-10-25 15:30:00,2021-11-05 15:20:00,Avis d'Ã©bullition,Travaux publics
286,Repentigny,57,Inactif,2021-11-09 22:00:00,2021-11-12 16:00:00,Avis d'Ã©bullition,Travaux publics
287,Repentigny,58,Inactif,2021-11-10 17:15:00,2021-11-12 16:00:00,Avis d'Ã©bullition,Travaux publics
288,Repentigny,59,Inactif,2021-11-11 08:40:00,2021-11-15 15:30:00,Avis d'Ã©bullition,Travaux publics
289,Repentigny,60,Inactif,2021-11-14 19:15:00,2021-11-18 15:00:00,Avis d'Ã©bullition,Travaux publics
290,Repentigny,61,Inactif,2021-11-15 19:30:00,2021-11-19 17:30:00,Avis d'Ã©bullition,Travaux publics
291,Repentigny,62,Inactif,2021-11-19 20:00:00,2021-11-25 15:45:00,Avis d'Ã©bullition,Travaux publics
292,Repentigny,63,Inactif,2021-11-24 19:50:00,2021-11-29 14:00:00,Avis d'Ã©bullition,Travaux publics
293,Repentigny,64,Inactif,2021-11-26 14:05:00,2021-12-30 20:45:00,Avis d'Ã©bullition,Travaux publics
294,Repentigny,66,Inactif,2021-11-26 16:00:00,2021-11-26 22:00:00,Avis d'Ã©bullition,Travaux publics
295,Repentigny,66,Inactif,2021-11-26 22:00:00,2021-11-30 21:15:00,Avis d'Ã©bullition,Travaux publics
296,Repentigny,67,Inactif,2021-11-29 02:30:00,2021-12-30 20:15:00,Avis d'Ã©bullition,Travaux publics
297,Repentigny,68,Inactif,2021-12-16 16:15:00,2021-12-20 19:00:00,Avis d'Ã©bullition,Travaux publics
298,Repentigny,69,Inactif,2021-12-17 19:15:00,2021-12-23 22:00:00,Avis d'Ã©bullition,Travaux publics
299,Repentigny,70,Inactif,2021-12-18 17:30:00,2021-12-21 18:50:00,Avis d'Ã©bullition,Travaux publics
300,Repentigny,71,Inactif,2021-12-22 17:00:00,2021-12-25 14:30:00,Avis d'Ã©bullition,Travaux publics
301,Repentigny,72,Inactif,2021-12-23 18:25:00,2021-12-30 18:30:00,Avis d'Ã©bullition,Travaux publics
302,Repentigny,73,Inactif,2021-12-28 21:30:00,2022-01-03 16:30:00,Avis d'Ã©bullition,Travaux publics
303,Repentigny,74,Inactif,2021-12-29 22:30:00,2022-01-03 16:55:00,Avis d'Ã©bullition,Travaux publics
304,Repentigny,75,Inactif,2021-12-30 23:00:00,2022-01-06 20:45:00,Avis d'Ã©bullition,Travaux publics
305,Repentigny,76,Inactif,2021-12-31 21:30:00,2022-01-06 18:45:00,Avis d'Ã©bullition,Travaux publics
306,Repentigny,77,Inactif,2022-01-01 03:45:00,2022-01-06 18:10:00,Avis d'Ã©bullition,Travaux publics
308,Repentigny,1,Inactif,2022-01-01 11:15:00,2022-01-06 19:22:00,Avis d'Ã©bullition,Travaux publics
309,Repentigny,2,Inactif,2022-01-02 19:15:00,2022-01-06 21:35:00,Avis d'Ã©bullition,Travaux publics
310,Repentigny,3,Inactif,2022-01-04 22:00:00,2022-01-06 19:55:00,Avis d'Ã©bullition,Travaux publics
311,Repentigny,4,Inactif,2022-01-09 05:05:00,2022-01-11 19:00:00,Avis d'Ã©bullition,Travaux publics
313,Repentigny,5,Inactif,2022-01-11 17:00:00,2022-01-17 20:45:00,Avis d'Ã©bullition,Travaux publics
314,Repentigny,6,Inactif,2022-01-11 22:35:00,2022-01-17 13:45:00,Avis d'Ã©bullition,Travaux publics
315,Repentigny,7,Inactif,2022-01-14 09:45:00,2022-01-17 19:00:00,Avis d'Ã©bullition,Travaux publics
316,Repentigny,8,Inactif,2022-01-16 17:00:00,2022-01-26 18:30:00,Avis d'Ã©bullition,Travaux publics
317,Repentigny,9,Inactif,2022-01-16 21:00:00,2022-01-20 18:30:00,Avis d'Ã©bullition,Travaux publics
318,Repentigny,10,Inactif,2022-01-19 09:40:00,2022-01-20 20:00:00,Avis d'Ã©bullition,Travaux publics
319,Repentigny,11,Inactif,2022-01-20 01:30:00,2022-01-26 18:30:00,Avis d'Ã©bullition,Travaux publics
320,Repentigny,12,Inactif,2022-01-21 16:20:00,2022-01-27 13:00:00,Avis d'Ã©bullition,Travaux publics
321,Repentigny,13,Inactif,2022-01-23 01:00:00,2022-01-27 18:30:00,Avis d'Ã©bullition,Travaux publics
322,Repentigny,15,Inactif,2022-01-26 14:00:00,2022-01-31 20:50:00,Avis d'Ã©bullition,Travaux publics
323,Repentigny,14,Inactif,2022-01-26 14:00:00,2022-01-31 13:40:00,Avis d'Ã©bullition,Travaux publics
324,Repentigny,16,Inactif,2022-01-26 20:30:00,2022-01-31 19:00:00,Avis d'Ã©bullition,Travaux publics
325,Repentigny,17,Inactif,2022-01-27 15:30:00,2022-02-01 13:15:00,Avis d'Ã©bullition,Travaux publics
326,Repentigny,1,Inactif,2022-02-03 17:00:00,2022-02-11 21:00:00,Avis d'Ã©bullition,Gestion des infrastructures
327,Repentigny,18,Inactif,2022-02-02 21:30:00,2022-02-04 18:50:00,Avis d'Ã©bullition,Travaux publics
328,Repentigny,19,Inactif,2022-02-03 20:00:00,2022-02-07 20:10:00,Avis d'Ã©bullition,Travaux publics
329,Repentigny,20,Inactif,2022-02-04 08:30:00,2022-02-07 19:50:00,Avis d'Ã©bullition,Travaux publics
330,Repentigny,21,Inactif,2022-02-09 22:00:00,2022-02-14 18:30:00,Avis d'Ã©bullition,Travaux publics
331,Repentigny,22,Inactif,2022-02-15 17:30:00,2022-02-17 19:00:00,Avis d'Ã©bullition,Travaux publics
332,Repentigny,23,Inactif,2022-02-17 02:20:00,2022-02-21 18:00:00,Avis d'Ã©bullition,Travaux publics
333,Repentigny,25,Inactif,2022-02-18 17:00:00,2022-02-21 13:00:00,Avis d'Ã©bullition,Travaux publics
334,Repentigny,24,Inactif,2022-02-23 22:00:00,2022-02-28 14:15:00,Avis d'Ã©bullition,Travaux publics
335,Repentigny,25,Inactif,2022-03-04 14:15:00,2022-03-08 19:30:00,Avis d'Ã©bullition,Travaux publics
336,Repentigny,2,Inactif,2022-04-19 12:00:00,2022-04-19 22:00:00,Avis d'Ã©bullition,Gestion des infrastructures
337,Repentigny,26,Inactif,2022-04-20 19:00:00,2022-05-25 11:45:00,Avis d'Ã©bullition,Travaux publics
338,Repentigny,27,Inactif,2022-04-25 18:30:00,2022-04-29 15:15:00,Avis d'Ã©bullition,Travaux publics
339,Repentigny,28,Inactif,2022-04-30 20:00:00,2022-05-04 21:00:00,Avis d'Ã©bullition,Travaux publics
340,Repentigny,29,Inactif,2022-05-02 14:00:00,2022-05-09 19:15:00,Avis d'Ã©bullition,Travaux publics
341,Repentigny,30,Inactif,2022-05-03 15:30:00,2022-05-09 18:30:00,Avis d'Ã©bullition,Travaux publics
342,Repentigny,31,Inactif,2022-05-12 10:45:00,2022-05-16 15:30:00,Avis d'Ã©bullition,Travaux publics
343,Repentigny,32,Inactif,2022-05-12 15:00:00,2022-05-16 15:30:00,Avis d'Ã©bullition,Travaux publics
344,Repentigny,33,Inactif,2022-05-15 11:30:00,2022-05-18 18:00:00,Avis d'Ã©bullition,Travaux publics
345,Repentigny,34,Inactif,2022-05-15 17:00:00,2022-05-18 18:00:00,Avis d'Ã©bullition,Travaux publics
346,Repentigny,3,Inactif,2022-05-13 13:15:00,2022-09-06 19:30:00,Avis d'Ã©bullition,Gestion des infrastructures
347,Repentigny,4,Inactif,2022-05-18 20:15:00,2022-06-27 18:30:00,Avis d'Ã©bullition,Gestion des infrastructures
348,Repentigny,5,Inactif,2022-05-18 12:00:00,2022-05-24 18:30:00,Avis d'Ã©bullition,Gestion des infrastructures
349,Repentigny,7,Inactif,2022-05-20 13:00:00,2022-05-30 19:15:00,Avis d'Ã©bullition,Gestion des infrastructures
350,Repentigny,6,Inactif,2022-05-20 12:00:00,2022-05-31 17:15:00,Avis d'Ã©bullition,Gestion des infrastructures
351,Repentigny,35,Inactif,2022-05-21 09:30:00,2022-05-26 19:45:00,Avis d'Ã©bullition,Travaux publics
352,Repentigny,36,Inactif,2022-06-06 22:45:00,,Avis d'Ã©bullition,Travaux publics
353,Repentigny,8,Inactif,2022-07-20 12:00:00,2022-07-22 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
354,Repentigny,9,Inactif,2022-07-15 12:00:00,2022-07-20 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
355,Repentigny,10,Inactif,2022-07-21 12:00:00,2022-07-28 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
356,Repentigny,11,Inactif,2022-08-10 21:00:00,2022-08-15 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
357,Repentigny,38,Inactif,2022-08-08 00:30:00,2022-08-11 18:30:00,Avis d'Ã©bullition,Travaux publics
358,Repentigny,12,Inactif,2022-08-11 04:00:00,2022-08-15 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
359,Repentigny,16,Inactif,2022-08-25 14:00:00,2022-08-31 03:59:59,Avis d'Ã©bullition,Gestion des infrastructures
360,Repentigny,17,Inactif,2022-09-06 11:30:00,2022-09-09 14:00:00,Avis d'Ã©bullition,Gestion des infrastructures
361,Repentigny,18,Inactif,2022-09-09 13:00:00,2022-09-16 15:15:00,Avis d'Ã©bullition,Gestion des infrastructures
365,Repentigny,7,Inactif,2023-05-04 12:30:00,2023-05-08 17:30:00,Avis d'Ã©bullition,Gestion des infrastructures
367,Repentigny,10,Inactif,2023-06-26 17:00:00,2023-06-29 14:00:00,Avis d'Ã©bullition,Gestion des infrastructures
368,Repentigny,11,Inactif,2023-07-14 17:00:00,2023-07-24 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
369,Repentigny,13,AnnulÃ©,2023-07-13 14:30:00,2023-07-13 19:30:00,Avis d'Ã©bullition,Gestion des infrastructures
370,Repentigny,13,Inactif,2023-07-17 13:00:00,2023-07-17 21:00:00,Avis d'Ã©bullition,Gestion des infrastructures
372,Repentigny,14,Inactif,2023-07-19 12:00:00,2023-07-24 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
374,Repentigny,16,Inactif,2023-09-06 12:00:00,2023-09-11 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
375,Repentigny,1,Inactif,2023-10-04 17:30:00,2023-10-12 15:25:00,Avis d'Ã©bullition,Travaux publics
377,Repentigny,1,Inactif,2024-01-03 23:30:00,2024-01-06 22:45:00,Avis d'Ã©bullition,Travaux publics
378,Repentigny,1,Inactif,,2024-01-25 22:00:00,Avis d'Ã©bullition,Travaux publics
379,Repentigny,1,Inactif,2024-06-04 12:00:00,2024-06-07 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
380,Repentigny,2,Inactif,2024-06-11 12:00:00,2024-06-13 13:00:00,Avis d'Ã©bullition,Gestion des infrastructures
382,Repentigny,3,Inactif,2024-06-11 11:30:00,2024-06-17 20:00:00,Avis d'Ã©bullition,Gestion des infrastructures
383,Repentigny,4,Inactif,2024-06-13 12:00:00,2024-06-17 20:00:00,Avis d'Ã©bullition,Gestion des infrastructures
384,Repentigny,5,Inactif,2024-07-02 12:00:00,2024-07-10 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
385,Repentigny,6,Inactif,2024-07-03 12:00:00,2024-07-10 04:00:00,Avis d'Ã©bullition,Gestion des infrastructures
386,Repentigny,7,Inactif,2024-08-06 12:00:00,2024-08-09 13:20:00,Avis d'Ã©bullition,Gestion des infrastructures
