OBJECTID,TYPE,SUPERFICIE,CLASSIFICATION,GEOM,LONGUEUR 
13097,Chaussée,283.93064291,Locale,Polygone,
13098,Chaussée,726.955903905,Locale,Polygone,
13099,Chaussée,1434.652286255,Locale,Polygone,
13100,Chaussée,2407.249476405,Locale,Polygone,
13101,Chaussée,2725.858238425,Locale,Polygone,
13102,Chaussée,322.694036305,Locale,Polygone,
13103,Chaussée,2004.725434095,Locale,Polygone,
13104,Chaussée,334.36661658,Locale,Polygone,
13105,Chaussée,555.322644685,Locale,Polygone,
13106,Chaussée,781.357868465,Arthère,Polygone,
13107,Chaussée,929.99876359,Arthère,Polygone,
13108,Chaussée,270.966276645,Arthère,Polygone,
13109,Chaussée,568.993470305,Arthère,Polygone,
13110,Chaussée,436.68675946,Arthère,Polygone,
13111,Chaussée,1005.4649214,Arthère,Polygone,
13112,Chaussée,397.1415710275,Arthère,Polygone,
13113,Chaussée,498.528043555,Arthère,Polygone,
13114,Chaussée,466.0079864471875,Arthère,Polygone,
13115,Chaussée,475.112362395,Arthère,Polygone,
13116,Chaussée,531.32924801,Arthère,Polygone,
13117,Chaussée,470.152002795,Arthère,Polygone,
13118,Chaussée,560.52865536,Arthère,Polygone,
13119,Chaussée,758.947276525,Arthère,Polygone,
13120,Chaussée,1040.506761075,Arthère,Polygone,
13121,Chaussée,678.03710213,Arthère,Polygone,
13122,Chaussée,1707.95669187,Locale,Polygone,
13123,Chaussée,683.5855793,Locale,Polygone,
13124,Chaussée,1607.41292203,Locale,Polygone,
13125,Chaussée,1828.260289855,Locale,Polygone,
13126,Chaussée,1205.68629475,Locale,Polygone,
13127,Chaussée,628.808014115,Locale,Polygone,
13128,Chaussée,2074.71742852,Locale,Polygone,
13129,Chaussée,2866.6353241,Locale,Polygone,
13130,Chaussée,2187.354056595,Locale,Polygone,
13131,Chaussée,601.58990088,Locale,Polygone,
13133,Chaussée,3605.292771385,Locale,Polygone,
13134,Chaussée,1701.6759119,Locale,Polygone,
13135,Chaussée,2291.75441168375,Locale,Polygone,
13136,Chaussée,840.8292319175,Locale,Polygone,
13137,Chaussée,1433.3080586921874,Locale,Polygone,
13138,Chaussée,438.2351929340625,Locale,Polygone,
13139,Chaussée,2115.7076693746876,Locale,Polygone,
13140,Chaussée,546.573494045625,Locale,Polygone,
13141,Chaussée,2260.03395085875,Locale,Polygone,
13142,Chaussée,990.6577182834375,Arthère,Polygone,
13143,Chaussée,1993.35044096,Arthère,Polygone,
13144,Chaussée,2354.54327761375,Arthère,Polygone,
13145,Chaussée,1102.03635930875,Arthère,Polygone,
13146,Chaussée,1161.8555286675,Arthère,Polygone,
13147,Chaussée,3611.1613546371873,Arthère,Polygone,
13148,Chaussée,1887.91419191375,Arthère,Polygone,
13149,Chaussée,2587.800187535,Arthère,Polygone,
13150,Chaussée,567.0935379025,Arthère,Polygone,
13151,Chaussée,5129.384869858125,Arthère,Polygone,
13152,Chaussée,8117.202024178125,Arthère,Polygone,
13153,Chaussée,2883.34844544,Arthère,Polygone,
13154,Chaussée,1591.21895454875,Arthère,Polygone,
13155,Chaussée,1163.641215065,Arthère,Polygone,
13156,Chaussée,1046.1251528,Arthère,Polygone,
13157,Chaussée,331.2405986425,Arthère,Polygone,
13158,Chaussée,507.796994905,Arthère,Polygone,
13159,Chaussée,695.25971780625,Arthère,Polygone,
13160,Chaussée,595.73890215,Arthère,Polygone,
13161,Chaussée,650.988710035,Arthère,Polygone,
13162,Chaussée,614.217925145,Arthère,Polygone,
13163,Chaussée,2502.16700962,Arthère,Polygone,
13164,Chaussée,663.75371713,Arthère,Polygone,
13165,Chaussée,720.745370885,Locale,Polygone,
13166,Chaussée,2003.700602735,Locale,Polygone,
13167,Chaussée,2308.775848735,Locale,Polygone,
13168,Chaussée,2313.820426455,Locale,Polygone,
13169,Chaussée,1474.2136487,Locale,Polygone,
13170,Chaussée,782.071935445,Locale,Polygone,
13171,Chaussée,2932.14956027,Locale,Polygone,
13172,Chaussée,2347.705729505,Locale,Polygone,
13173,Chaussée,839.21628696,Locale,Polygone,
13174,Chaussée,931.40257383,Locale,Polygone,
13175,Chaussée,639.129762345,Locale,Polygone,
13176,Chaussée,702.570759975,Locale,Polygone,
13177,Chaussée,742.01044741,Locale,Polygone,
13178,Chaussée,696.180729075,Locale,Polygone,
13179,Chaussée,683.94107186,Locale,Polygone,
13180,Chaussée,2679.80270416,Arthère,Polygone,
13181,Chaussée,613.29261489,Arthère,Polygone,
13182,Chaussée,2706.559500335,Arthère,Polygone,
13183,Chaussée,719.283625505,Arthère,Polygone,
13184,Chaussée,712.488982355,Arthère,Polygone,
13185,Chaussée,2933.54282011,Arthère,Polygone,
13186,Chaussée,3030.098968743125,Arthère,Polygone,
13187,Chaussée,1662.29685143,Locale,Polygone,
13188,Chaussée,1638.670537575,Arthère,Polygone,
13189,Chaussée,896.37101627,Arthère,Polygone,
13190,Chaussée,3745.81413188,Arthère,Polygone,
13191,Chaussée,3185.87121297,Arthère,Polygone,
13192,Chaussée,1164.345270415,Arthère,Polygone,
13193,Chaussée,746.8534205375,Arthère,Polygone,
13194,Chaussée,618.29976195,Arthère,Polygone,
13195,Chaussée,991.055809845,Arthère,Polygone,
13196,Chaussée,609.228037365,Arthère,Polygone,
13197,Chaussée,648.417741170625,Arthère,Polygone,
13198,Chaussée,6586.639991021875,Arthère,Polygone,
13199,Chaussée,980.53870022125,Locale,Polygone,
13200,Chaussée,2455.944806995,Locale,Polygone,
13201,Chaussée,1073.69818357,Locale,Polygone,
13202,Chaussée,5324.930987195625,Arthère,Polygone,
13203,Chaussée,6429.5216805075,Arthère,Polygone,
13204,Chaussée,3866.926165385,Arthère,Polygone,
13205,Chaussée,3003.03723847625,Arthère,Polygone,
13206,Chaussée,4478.052814950625,Arthère,Polygone,
13207,Chaussée,1024.81160322,Arthère,Polygone,
13208,Chaussée,25463.4731713525,Arthère,Polygone,
13209,Chaussée,521.68134469,Arthère,Polygone,
13210,Chaussée,1523.369644065,Arthère,Polygone,
13211,Chaussée,3219.6076389278123,Arthère,Polygone,
13212,Chaussée,1028.498751075,Arthère,Polygone,
13213,Chaussée,791.609663035,Arthère,Polygone,
13214,Chaussée,1832.4389817,Arthère,Polygone,
13215,Chaussée,3885.23886861,Arthère,Polygone,
13216,Chaussée,3527.7626250375,Arthère,Polygone,
13217,Chaussée,3118.19265844875,Arthère,Polygone,
13218,Chaussée,4524.72408034875,Arthère,Polygone,
13219,Chaussée,866.62564632875,Arthère,Polygone,
13220,Chaussée,2535.25252517,Arthère,Polygone,
13221,Chaussée,950.795788965,Arthère,Polygone,
13222,Chaussée,3494.228976745,Arthère,Polygone,
13223,Chaussée,9749.410789377187,Arthère,Polygone,
13224,Chaussée,2627.31505876875,Arthère,Polygone,
13225,Chaussée,3591.576954085,Arthère,Polygone,
13226,Chaussée,11837.904815535,Arthère,Polygone,
13227,Chaussée,2799.7148239871876,Arthère,Polygone,
13228,Chaussée,5865.442985266563,Arthère,Polygone,
13229,Chaussée,553.948176960625,Arthère,Polygone,
13230,Chaussée,708.1721639196875,Arthère,Polygone,
13231,Chaussée,1755.740452248125,Arthère,Polygone,
13232,Chaussée,8848.164245459688,Arthère,Polygone,
13233,Chaussée,5892.57994591,Arthère,Polygone,
13234,Chaussée,4852.516386584062,Arthère,Polygone,
13235,Chaussée,1724.73356436,Arthère,Polygone,
13236,Chaussée,4456.456672775,Arthère,Polygone,
13237,Chaussée,9262.85022806125,Arthère,Polygone,
13238,Chaussée,3025.123922415,Arthère,Polygone,
13239,Chaussée,2090.197766845,Arthère,Polygone,
13240,Chaussée,3669.807941675,Arthère,Polygone,
13241,Chaussée,4495.692886811563,Arthère,Polygone,
13242,Chaussée,3170.93871928375,Arthère,Polygone,
13243,Chaussée,1334.53848869,Arthère,Polygone,
13244,Chaussée,648.195142535,Arthère,Polygone,
13245,Chaussée,9294.85847065,Arthère,Polygone,
13246,Chaussée,6725.63277830375,Arthère,Polygone,
13247,Chaussée,2376.2612375675,Locale,Polygone,
13248,Chaussée,1273.2998573190625,Locale,Polygone,
13249,Chaussée,650.12918239875,Locale,Polygone,
13250,Chaussée,2249.036141795,Locale,Polygone,
13251,Chaussée,666.2651691109374,Locale,Polygone,
13252,Chaussée,2446.20599397375,Locale,Polygone,
13253,Chaussée,1635.95887631,Locale,Polygone,
13254,Chaussée,667.94339212,Locale,Polygone,
13255,Chaussée,1957.53127687625,Locale,Polygone,
13256,Chaussée,3560.8523970959377,Locale,Polygone,
13257,Chaussée,2072.558068243125,Locale,Polygone,
13258,Chaussée,1939.726555855,Locale,Polygone,
13259,Chaussée,659.024935395,Locale,Polygone,
13260,Chaussée,1533.624429475,Locale,Polygone,
13261,Chaussée,807.43718416,Locale,Polygone,
13262,Chaussée,2395.666669325,Locale,Polygone,
13263,Chaussée,1006.685695305,Locale,Polygone,
13264,Chaussée,569.55199427875,Locale,Polygone,
13265,Chaussée,1263.9496671928125,Locale,Polygone,
13266,Chaussée,2321.6044312,Locale,Polygone,
13267,Chaussée,10010.10754267,Locale,Polygone,
13268,Chaussée,589.0504388571875,Locale,Polygone,
13269,Chaussée,723.603769305,Apres_2016,Polygone,
13270,Chaussée,1244.863679628125,Locale,Polygone,
13271,Chaussée,2390.9517201190624,Locale,Polygone,
13272,Chaussée,2035.497268666875,Locale,Polygone,
13273,Chaussée,2807.63690876,Locale,Polygone,
13274,Chaussée,614.05835643,Locale,Polygone,
13275,Chaussée,820.6478444675,Locale,Polygone,
13276,Chaussée,1351.16138713,Locale,Polygone,
13277,Chaussée,484.05142054,Locale,Polygone,
13278,Chaussée,3603.217708145,Locale,Polygone,
13279,Chaussée,2452.030032585,Locale,Polygone,
13280,Chaussée,623.33753322,Locale,Polygone,
13281,Chaussée,1396.2568436775,Locale,Polygone,
13282,Chaussée,531.38489434,Locale,Polygone,
13283,Chaussée,1532.19709515,Locale,Polygone,
13284,Chaussée,3080.38832501,Locale,Polygone,
13285,Chaussée,2551.21258574,Locale,Polygone,
13286,Chaussée,3314.24442815,Locale,Polygone,
13287,Chaussée,979.953592535,Locale,Polygone,
13288,Chaussée,2342.557179305,Locale,Polygone,
13289,Chaussée,1260.288625165,Locale,Polygone,
13290,Chaussée,714.58075224,Locale,Polygone,
13291,Chaussée,4814.390199025,Locale,Polygone,
13292,Chaussée,571.77867416,Locale,Polygone,
13293,Chaussée,801.59055918,Locale,Polygone,
13294,Chaussée,1088.9836977,Locale,Polygone,
13295,Chaussée,531.382245715,Locale,Polygone,
13296,Chaussée,1229.30768889,Locale,Polygone,
13297,Chaussée,3932.30090071125,Locale,Polygone,
13298,Chaussée,1074.436532835,Locale,Polygone,
13299,Chaussée,1408.645338295,Locale,Polygone,
13300,Chaussée,715.864701265,Locale,Polygone,
13301,Chaussée,873.65919075,Locale,Polygone,
13302,Chaussée,580.9455782,Locale,Polygone,
13303,Chaussée,3235.9332597,Locale,Polygone,
13304,Chaussée,2461.19282309,Locale,Polygone,
13305,Chaussée,3271.14238577,Locale,Polygone,
13306,Chaussée,511.450396455,Locale,Polygone,
13307,Chaussée,645.20417574,Locale,Polygone,
13308,Chaussée,586.660783455,Locale,Polygone,
13309,Chaussée,671.112558115,Locale,Polygone,
13310,Chaussée,1578.654611565,Locale,Polygone,
13311,Chaussée,507.04712296,Locale,Polygone,
13312,Chaussée,2357.8811287,Locale,Polygone,
13313,Chaussée,673.99989923,Locale,Polygone,
13314,Chaussée,3486.894195525,Locale,Polygone,
13315,Chaussée,3474.37663139,Locale,Polygone,
13316,Chaussée,3580.11853736,Locale,Polygone,
13317,Chaussée,1811.808008185,Locale,Polygone,
13318,Chaussée,1969.31071325,Locale,Polygone,
13319,Chaussée,627.22372381,Locale,Polygone,
13320,Chaussée,2668.01950417,Locale,Polygone,
13321,Chaussée,1780.587350845,Locale,Polygone,
13322,Chaussée,1500.276358215,Locale,Polygone,
13323,Chaussée,1583.120972829375,Locale,Polygone,
13324,Chaussée,17745.175874630313,Locale,Polygone,
13325,Chaussée,749.596791545,Locale,Polygone,
13326,Chaussée,1016.064713985,Locale,Polygone,
13327,Chaussée,1809.36301452,Locale,Polygone,
13328,Chaussée,678.414116565,Locale,Polygone,
13329,Chaussée,1448.81518015,Locale,Polygone,
13330,Chaussée,2709.970797,Locale,Polygone,
13331,Chaussée,2513.614307365,Locale,Polygone,
13332,Chaussée,3677.34122046,Locale,Polygone,
13333,Chaussée,1041.995994735,Locale,Polygone,
13334,Chaussée,416.108949345,Locale,Polygone,
13335,Chaussée,841.116808265,Locale,Polygone,
13336,Chaussée,3875.996752185,Locale,Polygone,
13337,Chaussée,1450.553974265,Locale,Polygone,
13338,Chaussée,1321.25987029,Locale,Polygone,
13339,Chaussée,926.1931689575,Locale,Polygone,
13340,Chaussée,2548.924034525,Locale,Polygone,
13341,Chaussée,756.074559345,Locale,Polygone,
13342,Chaussée,2370.775735245,Locale,Polygone,
13343,Chaussée,1036.96098021,Locale,Polygone,
13344,Chaussée,690.94864645,Locale,Polygone,
13345,Chaussée,2031.95355480375,Locale,Polygone,
13346,Chaussée,562.00188948,Locale,Polygone,
13347,Chaussée,3083.64764054,Locale,Polygone,
13348,Chaussée,6001.70432715,Locale,Polygone,
13349,Chaussée,1636.432085634375,Locale,Polygone,
13350,Chaussée,2181.559406865,Locale,Polygone,
13351,Chaussée,1120.204393835,Locale,Polygone,
13352,Chaussée,1966.547779385,Locale,Polygone,
13353,Chaussée,1035.845217425,Locale,Polygone,
13354,Chaussée,455.96439897,Locale,Polygone,
13355,Chaussée,2870.23444705,Locale,Polygone,
13356,Chaussée,1820.360950205,Locale,Polygone,
13357,Chaussée,924.183491845,Locale,Polygone,
13358,Chaussée,759.885722135,Locale,Polygone,
13359,Chaussée,1258.87679756,Locale,Polygone,
13360,Chaussée,2227.221969305,Locale,Polygone,
13361,Chaussée,3762.6959715425,Locale,Polygone,
13362,Chaussée,262.92824412,Locale,Polygone,
13363,Chaussée,5229.891355922187,Locale,Polygone,
13364,Chaussée,640.021870385,Locale,Polygone,
13365,Chaussée,1863.00580116,Locale,Polygone,
13366,Chaussée,489.19075732,Locale,Polygone,
13367,Chaussée,384.58939951,Locale,Polygone,
13368,Chaussée,395.3819519825,Locale,Polygone,
13369,Chaussée,1484.89730961,Locale,Polygone,
13370,Chaussée,602.5983464259375,Locale,Polygone,
13371,Chaussée,533.35552236,Locale,Polygone,
13372,Chaussée,1870.665708815,Locale,Polygone,
13373,Chaussée,651.1066631965625,Locale,Polygone,
13374,Chaussée,373.850054275,Locale,Polygone,
13375,Chaussée,2524.87584818,Locale,Polygone,
13376,Chaussée,2117.52136372,Locale,Polygone,
13377,Chaussée,1502.994190085,Locale,Polygone,
13378,Chaussée,1348.53282062,Locale,Polygone,
13379,Chaussée,1554.43599384,Locale,Polygone,
13380,Chaussée,2080.106781505,Locale,Polygone,
13381,Chaussée,1278.833781761875,Locale,Polygone,
13382,Chaussée,2753.6987369365625,Locale,Polygone,
13383,Chaussée,4047.5168314590624,Locale,Polygone,
13384,Chaussée,6499.7582429284375,Locale,Polygone,
13385,Chaussée,464.93328831625,Locale,Polygone,
13386,Chaussée,2075.724841579375,Locale,Polygone,
13387,Chaussée,2672.81279876,Locale,Polygone,
13388,Chaussée,2288.3099327553123,Locale,Polygone,
13389,Chaussée,3659.782974545,Locale,Polygone,
13390,Chaussée,652.95750557,Locale,Polygone,
13391,Chaussée,2319.549325315,Locale,Polygone,
13392,Chaussée,1361.5664131,Locale,Polygone,
13393,Chaussée,1471.98824608,Locale,Polygone,
13394,Chaussée,2412.316845845,Locale,Polygone,
13395,Chaussée,430.54873044,Locale,Polygone,
13396,Chaussée,2417.04934122,Locale,Polygone,
13397,Chaussée,2425.614942515,Locale,Polygone,
13398,Chaussée,714.62130014,Locale,Polygone,
13399,Chaussée,2912.86039216,Locale,Polygone,
13400,Chaussée,2598.622296605,Locale,Polygone,
13401,Chaussée,2342.0815504325,Locale,Polygone,
13402,Chaussée,2769.460888055,Locale,Polygone,
13403,Chaussée,2320.549187555,Locale,Polygone,
13404,Chaussée,12968.05576506,Locale,Polygone,
13405,Chaussée,18861.406561545,Locale,Polygone,
13406,Chaussée,534.16261906,Locale,Polygone,
13407,Chaussée,3126.128680985,Locale,Polygone,
13408,Chaussée,960.32702102375,Locale,Polygone,
13409,Chaussée,1846.472114975,Locale,Polygone,
13410,Chaussée,882.066656835,Locale,Polygone,
13411,Chaussée,1057.743960885,Locale,Polygone,
13412,Chaussée,2276.141862445,Locale,Polygone,
13413,Chaussée,464.80825368,Locale,Polygone,
13414,Chaussée,2812.28809173,Locale,Polygone,
13415,Chaussée,436.498326355,Locale,Polygone,
13416,Chaussée,1318.396472385,Locale,Polygone,
13417,Chaussée,743.81348157,Locale,Polygone,
13418,Chaussée,722.424745335,Locale,Polygone,
13419,Chaussée,1635.51942856,Locale,Polygone,
13420,Chaussée,931.186501735,Locale,Polygone,
13421,Chaussée,1663.37367907,Locale,Polygone,
13422,Chaussée,1171.617431175,Arthère,Polygone,
13423,Chaussée,579.9808167884376,Locale,Polygone,
13424,Chaussée,793.847545675,Locale,Polygone,
13425,Chaussée,1661.185973865,Locale,Polygone,
13426,Chaussée,361.53195288,Locale,Polygone,
13427,Chaussée,171.338078895,Locale,Polygone,
13428,Chaussée,228.583264065,Locale,Polygone,
13429,Chaussée,3173.32926733625,Locale,Polygone,
13430,Chaussée,488.39747813875,Locale,Polygone,
13431,Chaussée,279.699897225,Locale,Polygone,
13432,Chaussée,2878.623014045,Locale,Polygone,
13433,Chaussée,1651.375998315,Locale,Polygone,
13434,Chaussée,2391.97321352,Locale,Polygone,
13435,Chaussée,2442.360199645,Locale,Polygone,
13436,Chaussée,1102.9185061728126,Locale,Polygone,
13437,Chaussée,719.90288707,Locale,Polygone,
13438,Chaussée,1975.8035259128126,Locale,Polygone,
13439,Chaussée,2373.962492545,Locale,Polygone,
13440,Chaussée,2758.6915246315625,Locale,Polygone,
13441,Chaussée,817.694809615,Locale,Polygone,
13442,Chaussée,1766.114056814375,Locale,Polygone,
13443,Chaussée,4973.36338086375,Locale,Polygone,
13444,Chaussée,16149.5670372,Locale,Polygone,
13445,Chaussée,17242.61202471,Locale,Polygone,
13446,Chaussée,11653.6477765,Locale,Polygone,
13447,Chaussée,16068.14408379,Locale,Polygone,
13448,Chaussée,6758.2792468,Locale,Polygone,
13449,Chaussée,8153.96862796,Locale,Polygone,
13450,Chaussée,16312.1237809,Locale,Polygone,
13451,Chaussée,702.946430225,Locale,Polygone,
13452,Chaussée,50299.55845976125,Locale,Polygone,
13453,Chaussée,16119.264016495,Locale,Polygone,
13454,Chaussée,12555.384148645,Locale,Polygone,
13455,Chaussée,7803.219074881563,Locale,Polygone,
13456,Chaussée,10173.45701756,Arthère,Polygone,
13457,Chaussée,285.371209551875,Locale,Polygone,
13458,Chaussée,10687.33210904,Arthère,Polygone,
13459,Chaussée,13808.66569587,Locale,Polygone,
13460,Chaussée,5446.3875141075,Locale,Polygone,
13461,Chaussée,3921.541944455,Locale,Polygone,
13462,Chaussée,3791.94816533,Locale,Polygone,
13463,Chaussée,3824.268130775,Locale,Polygone,
13464,Chaussée,844.99736898,Locale,Polygone,
13465,Chaussée,1360.740606435,Locale,Polygone,
13466,Chaussée,2100.380893745,Locale,Polygone,
13467,Chaussée,1337.022169575,Locale,Polygone,
13468,Chaussée,3662.745090935,Locale,Polygone,
13469,Chaussée,2377.437451455,Locale,Polygone,
13470,Chaussée,2831.11642781,Locale,Polygone,
13471,Chaussée,6098.59488924,Locale,Polygone,
13472,Chaussée,7313.29931209,Locale,Polygone,
13473,Chaussée,5962.983745095,Locale,Polygone,
13474,Chaussée,1792.291875955,Locale,Polygone,
13475,Chaussée,6001.98378397,Locale,Polygone,
13476,Chaussée,1897.204060559375,Locale,Polygone,
13477,Chaussée,32377.55940104625,Locale,Polygone,
13478,Chaussée,5120.86429876,Locale,Polygone,
13479,Chaussée,1042.10569624,Locale,Polygone,
13480,Chaussée,1442.780436715,Locale,Polygone,
13481,Chaussée,4210.442317726563,Locale,Polygone,
13482,Chaussée,2238.919416285,Locale,Polygone,
13483,Chaussée,21200.1692024575,Locale,Polygone,
13484,Chaussée,1172.739310135,Locale,Polygone,
13485,Chaussée,1489.0762857,Locale,Polygone,
13486,Chaussée,3350.2699900484376,Locale,Polygone,
13487,Chaussée,994.8551644478125,Locale,Polygone,
13488,Chaussée,2668.165539655,Locale,Polygone,
13489,Chaussée,5008.22824735,Locale,Polygone,
13490,Chaussée,1703.74650105,Locale,Polygone,
13491,Chaussée,1433.017483435,Locale,Polygone,
13492,Chaussée,1463.7499319753124,Locale,Polygone,
13493,Chaussée,845.328094575,Locale,Polygone,
13494,Chaussée,888.6879419759375,Locale,Polygone,
13495,Chaussée,111.046457435,Locale,Polygone,
13496,Chaussée,30201.387328065,Locale,Polygone,
13497,Chaussée,839.92137555,Locale,Polygone,
13498,Chaussée,589.23625844,Locale,Polygone,
13499,Chaussée,318.84495116375,Locale,Polygone,
13500,Chaussée,223.702537739375,Locale,Polygone,
13501,Chaussée,130.462371006875,Locale,Polygone,
13502,Chaussée,2680.74697922,Locale,Polygone,
13503,Chaussée,1617.29551874,Locale,Polygone,
13504,Chaussée,4066.549409019375,Locale,Polygone,
13505,Chaussée,970.603299425,Locale,Polygone,
13506,Chaussée,863.664543595,Locale,Polygone,
13507,Chaussée,487.940706775625,Locale,Polygone,
13508,Chaussée,2496.6337084125,Locale,Polygone,
13509,Chaussée,3432.349832925,Locale,Polygone,
13510,Chaussée,2536.52542798,Locale,Polygone,
13511,Chaussée,914.0931351,Locale,Polygone,
13512,Chaussée,918.477845115,Locale,Polygone,
13513,Chaussée,442.58093697,Locale,Polygone,
13514,Chaussée,505.045800905,Locale,Polygone,
13515,Chaussée,687.172405665,Locale,Polygone,
13516,Chaussée,439.722791345,Locale,Polygone,
13517,Chaussée,1189.555379025,Locale,Polygone,
13518,Chaussée,1125.0839866778124,Locale,Polygone,
13519,Chaussée,1070.595604175,Locale,Polygone,
13520,Chaussée,4045.070961181875,Locale,Polygone,
13521,Chaussée,384.215639125,Locale,Polygone,
13522,Chaussée,848.752998685,Locale,Polygone,
13523,Chaussée,7352.810757479375,Locale,Polygone,
13524,Chaussée,3739.25972545,Locale,Polygone,
13525,Chaussée,17001.63612967,Locale,Polygone,
13526,Chaussée,11076.061943385,Locale,Polygone,
13527,Chaussée,11399.649956325937,Locale,Polygone,
13528,Chaussée,11450.412896945,Locale,Polygone,
13529,Chaussée,19636.73579566469,Locale,Polygone,
13530,Chaussée,7958.215138615,Locale,Polygone,
13531,Chaussée,26058.945521282814,Locale,Polygone,
13532,Chaussée,9777.169439265,Locale,Polygone,
13533,Chaussée,14741.820916832812,Locale,Polygone,
13534,Chaussée,15118.56903811,Locale,Polygone,
13535,Chaussée,20950.12292516,Locale,Polygone,
13536,Chaussée,13314.27387517,Locale,Polygone,
13537,Chaussée,10114.194960265,Locale,Polygone,
13538,Chaussée,10194.208388120938,Locale,Polygone,
13539,Chaussée,14661.897649328124,Locale,Polygone,
13540,Chaussée,9306.35488734,Locale,Polygone,
13541,Chaussée,9507.0685224,Locale,Polygone,
13542,Chaussée,5304.81986523,Arthère,Polygone,
13543,Chaussée,2740.49397953375,Arthère,Polygone,
13544,Chaussée,6997.126505885,Arthère,Polygone,
13545,Chaussée,4852.2483631065625,Arthère,Polygone,
13546,Chaussée,670.1466693534375,Arthère,Polygone,
13547,Chaussée,8074.2816243375,Arthère,Polygone,
13548,Chaussée,626.88984666,Arthère,Polygone,
13549,Chaussée,436.76467097,Arthère,Polygone,
13550,Chaussée,389.534431535,Arthère,Polygone,
13551,Chaussée,1064.080756645,Arthère,Polygone,
13552,Chaussée,720.24277795,Arthère,Polygone,
13553,Chaussée,1180.97125599,Arthère,Polygone,
13554,Chaussée,828.619591625,Arthère,Polygone,
13555,Chaussée,1313.92081516,Arthère,Polygone,
13556,Chaussée,303.884239025,Arthère,Polygone,
13557,Chaussée,831.37876282,Arthère,Polygone,
13558,Chaussée,147.875230845,Arthère,Polygone,
13559,Chaussée,3874.798237625,Arthère,Polygone,
13560,Chaussée,1034.159699,Arthère,Polygone,
13561,Chaussée,3764.03239381,Arthère,Polygone,
13562,Chaussée,732.978779894375,Arthère,Polygone,
13563,Chaussée,1316.6253545396876,Arthère,Polygone,
13564,Chaussée,1138.6897559,Arthère,Polygone,
13565,Chaussée,551.16550853,Arthère,Polygone,
13566,Chaussée,534.7487722125,Arthère,Polygone,
13567,Chaussée,523.8178006471875,Arthère,Polygone,
13568,Chaussée,1411.07497578,Arthère,Polygone,
13569,Chaussée,617.24309491125,Arthère,Polygone,
13570,Chaussée,2833.701126575,Arthère,Polygone,
13571,Chaussée,4022.61854221,Arthère,Polygone,
13572,Chaussée,1996.179519255,Arthère,Polygone,
13573,Chaussée,1161.55519219,Arthère,Polygone,
13574,Chaussée,3005.147685115,Arthère,Polygone,
13575,Chaussée,21618.81840537,Arthère,Polygone,
13576,Chaussée,32140.48414348625,Arthère,Polygone,
13577,Chaussée,252.36746443,Arthère,Polygone,
13578,Chaussée,2036.517479445,Arthère,Polygone,
13579,Chaussée,758.310646065,Arthère,Polygone,
13580,Chaussée,1633.3269015,Arthère,Polygone,
13581,Chaussée,4125.26900812,Arthère,Polygone,
13582,Chaussée,2655.8518921375,Arthère,Polygone,
13583,Chaussée,2749.832535545,Arthère,Polygone,
13584,Chaussée,9849.53934513125,Arthère,Polygone,
13585,Chaussée,17574.1944720875,Arthère,Polygone,
13586,Chaussée,280.186858685,Locale,Polygone,
13587,Chaussée,357.279831965,Locale,Polygone,
13588,Chaussée,217.597043683125,Locale,Polygone,
13589,Chaussée,2362.4104297196877,Locale,Polygone,
13590,Chaussée,1454.019734105,Locale,Polygone,
13591,Chaussée,1247.483795635,Locale,Polygone,
13592,Chaussée,1056.311868348125,Locale,Polygone,
13593,Chaussée,2011.26375957,Locale,Polygone,
13594,Chaussée,155.5259855078125,Locale,Polygone,
13595,Chaussée,4034.7422779578123,Locale,Polygone,
13596,Chaussée,713.816059071875,Locale,Polygone,
13597,Chaussée,410.8093634265625,Locale,Polygone,
13598,Chaussée,322.293242188125,Locale,Polygone,
13599,Chaussée,153.2483815971875,Locale,Polygone,
13600,Chaussée,1052.445870235,Locale,Polygone,
13601,Chaussée,734.079857795,Arthère,Polygone,
13602,Chaussée,434.7340215125,Arthère,Polygone,
13603,Chaussée,687.01028375,Arthère,Polygone,
13604,Chaussée,682.514303735,Arthère,Polygone,
13605,Chaussée,162.6632770134375,Arthère,Polygone,
13606,Chaussée,169.0921021,Arthère,Polygone,
13607,Chaussée,51.675346345,Arthère,Polygone,
13608,Chaussée,571.8581597275,Arthère,Polygone,
13609,Chaussée,900.794202355,Arthère,Polygone,
13610,Chaussée,1179.77803862,Arthère,Polygone,
13611,Chaussée,351.076692415,Locale,Polygone,
13612,Chaussée,562.773320835,Locale,Polygone,
13613,Chaussée,511.59506596,Locale,Polygone,
13614,Chaussée,647.953600735,Locale,Polygone,
13615,Chaussée,400.38111789,Locale,Polygone,
13616,Chaussée,801.398337655,Locale,Polygone,
13617,Chaussée,1222.69319386,Arthère,Polygone,
13618,Chaussée,752.915631835,Arthère,Polygone,
13619,Chaussée,784.072517055,Locale,Polygone,
13620,Chaussée,439.25945269,Locale,Polygone,
13621,Chaussée,307.55889188,Locale,Polygone,
13622,Chaussée,367.25992437,Locale,Polygone,
13623,Chaussée,226.780042035,Locale,Polygone,
13624,Chaussée,164.931633345,Locale,Polygone,
13625,Chaussée,130.39695003,Locale,Polygone,
13626,Chaussée,411.28277431,Locale,Polygone,
13627,Chaussée,345.115048655,Locale,Polygone,
13628,Chaussée,457.239773575,Locale,Polygone,
