OBJECTID,ID_GTFS,NOM,HORAIRE_SE,HORAIRE_FDS,CIRCUIT,TYPE_POINTEUR,NUM_ARRET,LATITUDE,LONGITUDE,GEOM
,C11_053_C21_034,Tessier / Parent Sud,"06:54, 07:54, 08:54, 09:54, 10:54, 11:54, 12:54, 13:54, 14:54, 15:54, 16:54, 17:54, 18:54, 19:54, 20:54, 21:54, 22:54","07:54, 08:54, 09:54, 10:54, 11:54, 12:54, 13:54, 14:54, 15:54, 16:54, 17:54",C11_HREG,,053,48.43134637,-68.54321239,Point
,C11_053_C21_034,Tessier / Parent Sud,"07:24, 08:24, 11:24, 12:24, 16:24, 17:24",,C11_HP,,053,48.43134637,-68.54321239,Point
,C11_054_C21_035,Tessier / Montée Ste-Odile,"06:55, 07:55, 08:55, 09:55, 10:55, 11:55, 12:55, 13:55, 14:55, 15:55, 16:55, 17:55, 18:55, 19:55, 20:55, 21:55, 22:55","07:55, 08:55, 09:55, 10:55, 11:55, 12:55, 13:55, 14:55, 15:55, 16:55, 17:55",C11_HREG,,054,48.43247832,-68.54127088,Point
,C11_054_C21_035,Tessier / Montée Ste-Odile (2),"07:36, 08:36, 09:36, 10:36, 11:36, 12:36, 13:36, 14:36, 15:36, 16:36, 17:36",,C21,,035,48.43247832,-68.54127088,Point
,C11_054_C21_035,Tessier / Montée Ste-Odile,"07:25, 08:25, 11:25, 12:25, 16:25, 17:25",,C11_HP,,054,48.43247832,-68.54127088,Point
,C11_055_C21_036,Tessier / des Faisans,"07:37, 08:37, 09:37, 10:37, 11:37, 12:37, 13:37, 14:37, 15:37, 16:37, 17:37",,C21,,036,48.43472608,-68.53730289,Point
,C11_055_C21_036,Tessier / des Faisans,"06:57, 07:57, 08:57, 09:57, 10:57, 11:57, 12:57, 13:57, 14:57, 15:57, 16:57, 17:57, 18:57, 19:57, 20:57, 21:57, 22:57","07:57, 08:57, 09:57, 10:57, 11:57, 12:57, 13:57, 14:57, 15:57, 16:57, 17:57",C11_HREG,,055,48.43472608,-68.53730289,Point
,C11_055_C21_036,Tessier / des Faisans,"07:27, 08:27, 11:27, 12:27, 16:27, 17:27",,C11_HP,,055,48.43472608,-68.53730289,Point
,C11_056,Ross / des Faisans,"06:58, 07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58, 18:58, 19:58, 20:58, 21:58, 22:58","07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58",C11_HREG,,056,48.43341933,-68.53309851,Point
,C11_056,Ross / des Faisans,"07:28, 08:28, 11:28, 12:28, 16:28, 17:28",,C11_HP,,056,48.43341933,-68.53309851,Point
,C11_057,Ross / des Geais,"07:28, 08:28, 11:28, 12:28, 16:28, 17:28",,C11_HP,,057,48.43339501,-68.52727086,Point
,C11_057,Ross / des Geais,"06:58, 07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58, 18:58, 19:58, 20:58, 21:58, 22:58","07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58",C11_HREG,,057,48.43339501,-68.52727086,Point
,C11_058,Ross / Arthur-Buies (CFRN),"07:29, 08:29, 11:29, 12:29, 16:29, 17:29",<Null>,C11_HP,LR,058,48.43148813,-68.5241805,Point
,C11_058,Ross / Arthur-Buies (CFRN),"06:59, 07:59, 08:59, 09:59, 10:59, 11:59, 12:59, 13:58, 14:59, 15:59, 16:59, 17:59, 18:59, 19:59, 20:59, 21:59, 22:59","07:59, 08:59, 09:59, 10:59, 11:59, 12:59, 13:59, 14:59, 15:59, 16:59, 17:59",C11_HREG,LR,058,48.43148813,-68.5241805,Point
,C11_059,Arthur-Buies / Sirois (paul-Hubert),"07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00","08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00",C11_HREG,,059,48.43324141,-68.51966379,Point
,C11_059,Arthur-Buies / Sirois (paul-Hubert),"07:30, 08:30, 11:30, 12:30, 16:30, 17:30",,C11_HP,,059,48.43324141,-68.51966379,Point
,C11_060,Sirois / J. Alfred-Mousseau,"07:01, 08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01, 19:01, 20:01, 21:01, 22:01, 23:01","08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01",C11_HREG,,060,48.43188434,-68.51750144,Point
,C11_060,Sirois / J. Alfred-Mousseau,"07:31, 08:31, 11:31, 12:31, 16:31, 17:31",,C11_HP,,060,48.43188434,-68.51750144,Point
,C11_061,Sirois / de la Normandie,"07:01, 08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01, 19:01, 20:01, 21:01, 22:01, 23:01","08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01",C11_HREG,,061,48.43054485,-68.51488395,Point
,C11_061,Sirois / de la Normandie,"07:31, 08:31, 11:31, 12:31, 16:31, 17:31",,C11_HP,,061,48.43054485,-68.51488395,Point
,C11_062,de la Normandie / Mgr Carbonneau,"07:01, 08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01, 19:01, 20:01, 21:01, 22:01, 23:01","08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01",C11_HREG,,062,48.43261493,-68.51228887,Point
,C11_062,de la Normandie / Mgr Carbonneau,"07:31, 08:31, 11:31, 12:31, 16:31, 17:31",,C11_HP,,062,48.43261493,-68.51228887,Point
,C11_063,Mgr Carbonneau / Père Rouillard,"07:02, 08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02, 19:02, 20:02, 21:02, 22:02, 23:02","08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02",C11_HREG,,063,48.43466966,-68.51296004,Point
,C11_063,Mgr Carbonneau / Père Rouillard,"07:32, 08:32, 11:32, 12:32, 16:32, 17:32",,C11_HP,,063,48.43466966,-68.51296004,Point
,C11_064,Mgr Langis / de Bourgogne,"07:32, 08:32, 11:32, 12:32, 16:32, 17:32",,C11_HP,,064,48.43691246,-68.51115621,Point
,C11_064,Mgr Langis / de Bourgogne,"07:02, 08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02, 19:02, 20:02, 21:02, 22:02, 23:02","08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02",C11_HREG,,064,48.43691246,-68.51115621,Point
,C11_065,Mgr Langis / Arthur-Buies (SNEQ),"07:02, 08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02, 19:02, 20:02, 21:02, 22:02, 23:02","08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02",C11_HREG,,065,48.43822316,-68.51281313,Point
,C11_065,Mgr Langis / Arthur-Buies (SNEQ),"07:32, 08:32, 11:32, 12:32, 16:32, 17:32",,C11_HP,,065,48.43822316,-68.51281313,Point
,C11_066,de la Cathédrale / Arthur-Buies,"07:34, 08:34, 11:34, 12:34, 16:34, 17:34",,C11_HP,,066,48.4409405,-68.51109358,Point
,C11_066,de la Cathédrale / Arthur-Buies,"07:04, 08:04, 09:04, 10:04, 11:04, 12:04, 13:04, 14:04, 15:04, 16:04, 17:04, 18:04, 19:04, 20:04, 21:04, 22:04, 23:04","08:04, 09:04, 10:04, 11:04, 12:04, 13:04, 14:04, 15:04, 16:04, 17:04, 18:04",C11_HREG,,066,48.4409405,-68.51109358,Point
,C11_067,de la Cathédrale / 6e Rue,"07:05, 08:05, 09:05, 10:05, 11:05, 12:05, 13:05, 14:05, 15:05, 16:05, 17:05, 18:05, 19:05, 20:05, 21:05, 22:05, 23:05","08:05, 09:05, 10:05, 11:05, 12:05, 13:05, 14:05, 15:05, 16:05, 17:05, 18:05",C11_HREG,,067,48.44336341,-68.51497667,Point
,C11_067,de la Cathédrale / 6e Rue,"07:35, 08:35, 11:35, 12:35, 16:35, 17:35",,C11_HP,,067,48.44336341,-68.51497667,Point
,C11_068,2e Rue  / de la Cathédrale,"07:36, 08:36, 11:36, 12:36, 16:36, 17:36",,C11_HP,,068,48.44465441,-68.51794518,Point
,C11_068,2e Rue  / de la Cathédrale,"07:06, 08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06, 19:06, 20:06, 21:06, 22:06, 23:06","08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06",C11_HREG,,068,48.44465441,-68.51794518,Point
,C11_069,2e Rue / Saint-Louis (Colisée),"07:06, 08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06, 19:06, 20:06, 21:06, 22:06, 23:06","08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06",C11_HREG,,069,48.4423465,-68.52112406,Point
,C11_069,2e Rue / Saint-Louis (Colisée),"07:36, 08:36, 11:36, 12:36, 16:36, 17:36",,C11_HP,,069,48.4423465,-68.52112406,Point
,C11_070,2e Rue / Rouleau,"07:37, 08:37, 11:37, 12:37, 16:37, 17:37",,C11_HP,,070,48.44076704,-68.52343252,Point
,C11_070,2e Rue / Rouleau,"07:07, 08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07, 19:07, 20:07, 21:07, 22:07, 23:07","08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",C11_HREG,,070,48.44076704,-68.52343252,Point
,C11_071,2e Rue / Michaud (école Saint-Jean),"07:07, 08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07, 19:07, 20:07, 21:07, 22:07, 23:07","08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",C11_HREG,,071,48.43897034,-68.52660924,Point
,C11_071,2e Rue / Michaud (école Saint-Jean),"07:37, 08:37, 11:37, 12:37, 16:37, 17:37",,C11_HP,,071,48.43897034,-68.52660924,Point
,C11_072,Sirois / St-Robert,"07:08, 08:08, 09:08, 10:08, 11:08, 12:08, 13:08, 14:08, 15:08, 16:08, 17:08, 18:08, 19:08, 20:08, 21:08, 22:08, 23:08","08:08, 09:08, 10:08, 11:08, 12:08, 13:08, 14:08, 15:08, 16:08, 17:08, 18:08",C11_HREG,,072,48.43899699,-68.52917365,Point
,C11_072,Sirois / St-Robert,"07:38, 08:38, 11:38, 12:38, 16:38, 17:38",,C11_HP,,072,48.43899699,-68.52917365,Point
,C11_073,Saint-Robert / Michaud,"07:39, 08:39, 11:39, 12:39, 16:39, 17:39",,C11_HP,,073,48.44058013,-68.52807056,Point
,C11_073,Saint-Robert / Michaud,"07:09, 08:09, 09:09, 10:09, 11:09, 12:09, 13:09, 14:09, 15:09, 16:09, 17:09, 18:09, 19:09, 20:09, 21:09, 22:09, 23:09","08:09, 09:09, 10:09, 11:09, 12:09, 13:09, 14:09, 15:09, 16:09, 17:09, 18:09",C11_HREG,,073,48.44058013,-68.52807056,Point
,C11_074_C21_009,Saint-Robert / Rouleau,"07:40, 08:40, 11:40, 12:40, 16:40, 17:40",,C11_HP,,074,48.4422253,-68.52548389,Point
,C11_074_C21_009,Saint-Robert / Rouleau,"07:10, 08:10, 09:10, 10:10, 11:10, 12:10, 13:10, 14:10, 15:10, 16:10, 17:10, 18:10, 19:10, 20:10, 21:10, 22:10, 23:10","08:10, 09:10, 10:10, 11:10, 12:10, 13:10, 14:10, 15:10, 16:10, 17:10, 18:10",C11_HREG,,074,48.4422253,-68.52548389,Point
,C11_074_C21_009,Saint-Robert / Rouleau,"07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20",,C21,,009,48.4422253,-68.52548389,Point
,C11_075,Saint-Louis (Résidences Cégep),"07:10, 08:10, 09:10, 10:10, 11:10, 12:10, 13:10, 14:10, 15:10, 16:10, 17:10, 18:10, 19:10, 20:10, 21:10, 22:10, 23:10","08:10, 09:10, 10:10, 11:10, 12:10, 13:10, 14:10, 15:10, 16:10, 17:10, 18:10",C11_HREG,,075,48.44350457,-68.52429347,Point
,C11_075,Saint-Louis (Résidences Cégep),"07:40, 08:40, 11:40, 12:40, 16:40, 17:40",,C11_HP,,075,48.44350457,-68.52429347,Point
,C11_076,Saint-Louis / Pierre-Saindon,"07:11, 08:11, 09:11, 10:11, 11:11, 12:11, 13:11, 14:11, 15:11, 16:11, 17:11, 18:11, 19:11, 20:11, 21:11, 22:11, 23:11","08:11, 09:11, 10:11, 11:11, 12:11, 13:11, 14:11, 15:11, 16:11, 17:11, 18:11",C11_HREG,,076,48.44518921,-68.52496692,Point
,C11_076,Saint-Louis / Pierre-Saindon,"07:41, 08:41, 11:41, 12:41, 16:41, 17:41",,C11_HP,,076,48.44518921,-68.52496692,Point
,C11_077,Saint-Louis ( Cégep et hôpital),"07:42, 08:42, 11:42, 12:42, 16:42, 17:42",,C11_HP,,077,48.44762471,-68.52879242,Point
,C11_077,Saint-Louis ( Cégep et hôpital),"07:12, 08:12, 09:12, 10:12, 11:12, 12:12, 13:12, 14:12, 15:12, 16:12, 17:12, 18:12, 19:12, 20:12, 21:12, 22:12, 23:12","08:12, 09:12, 10:12, 11:12, 12:12, 13:12, 14:12, 15:12, 16:12, 17:12, 18:12",C11_HREG,,077,48.44762471,-68.52879242,Point
,C11_078,Saint-Louis / Saint-Germain,"07:13, 08:13, 09:13, 10:13, 11:13, 12:13, 13:13, 14:13, 15:13, 16:13, 17:13, 18:13, 19:13, 20:13, 21:13, 22:13, 23:13","08:13, 09:13, 10:13, 11:13, 12:13, 13:13, 14:13, 15:13, 16:13, 17:13, 18:13",C11_HREG,,078,48.44933011,-68.53139149,Point
,C11_078,Saint-Louis / Saint-Germain,"07:43, 08:43, 11:43, 12:43, 16:43, 17:43",,C11_HP,,078,48.44933011,-68.53139149,Point
,C21_002,Saint-Germain (Librairie L'Alphabet),"07:16, 08:16, 09:16, 10:16, 11:16, 12:16, 13:16, 14:16, 15:16, 16:16, 17:16",,C21,,002,48.44924636,-68.53335806,Point
,C21_003,Rouleau / Sainte-Thérèse,"07:16, 08:16, 09:16, 10:16, 11:16, 12:16, 13:16, 14:16, 15:16, 16:16, 17:16",,C21,,003,48.44754485,-68.53347567,Point
,C21_004,Rouleau (hôpital),"07:17, 08:17, 09:17, 10:17, 11:17, 12:17, 13:17, 14:17, 15:17, 16:17, 17:17",,C21,,004,48.44648405,-68.53174342,Point
,C21_005,Rouleau / de l'Évêché,"07:18, 08:18, 09:18, 10:18, 11:18, 12:18, 13:18, 14:18, 15:18, 16:18, 17:18",,C21,,005,48.44492286,-68.5292944,Point
,C21_006,Rouleau / St-Joseph,"07:19, 08:19, 09:19, 10:19, 11:19, 12:19, 13:19, 14:19, 15:19, 16:19, 17:19",,C21,,006,48.44353307,-68.52785049,Point
,C21_007,Saint-Joseph / Michaud,"07:19, 08:19, 09:19, 10:19, 11:19, 12:19, 13:19, 14:19, 15:19, 16:19, 17:19",,C21,,007,48.44217605,-68.52998935,Point
,C21_008,Michaud / Ouellet,"07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20",,C21,,008,48.44121014,-68.52877743,Point
,C21_010,Saint-Robert / Saint-Louis,"07:21, 08:21, 09:21, 10:21, 11:21, 12:21, 13:21, 14:21, 15:21, 16:21, 17:21",,C21,,010,48.44313478,-68.52417314,Point
,C21_011,2e Rue / Saint-Louis (Colisée),"07:22, 08:22, 09:22, 10:22, 11:22, 12:22, 13:22, 14:22, 15:22, 16:22, 17:22",,C21,,011,48.44230623,-68.52083805,Point
,C21_012,2e Rue / de la Cathédrale,"07:22, 08:22, 09:22, 10:22, 11:22, 12:22, 13:22, 14:22, 15:22, 16:22, 17:22",,C21,,012,48.4441385,-68.51832176,Point
,C21_013,2e Rue / Hupé,"07:23, 08:23, 09:23, 10:23, 11:23, 12:23, 13:23, 14:23, 15:23, 16:23, 17:23",,C21,,013,48.44615992,-68.5149969,Point
,C21_014,Hupé / 5e Rue,"07:23, 08:23, 09:23, 10:23, 11:23, 12:23, 13:23, 14:23, 15:23, 16:23, 17:23",,C21,,014,48.44492777,-68.51303362,Point
,C21_015,Hupé / Arthur-Buies,"07:24, 08:24, 09:24, 10:24, 11:24, 12:24, 13:24, 14:24, 15:24, 16:24, 17:24",,C21,,015,48.44230878,-68.50884148,Point
,C21_016,Hupé / 17e Rue,"07:24, 08:24, 09:24, 10:24, 11:24, 12:24, 13:24, 14:24, 15:24, 16:24, 17:24",,C21,,016,48.44020034,-68.50545863,Point
,C21_017,18e Rue / Gascogne,"07:25, 08:25, 09:25, 10:25, 11:25, 12:25, 13:25, 14:25, 15:25, 16:25, 17:25",,C21,,017,48.43854346,-68.50591221,Point
,C21_018,de Bourgonne / de la Touraine,"07:25, 08:25, 09:25, 10:25, 11:25, 12:25, 13:25, 14:25, 15:25, 16:25, 17:25",,C21,,018,48.43701538,-68.50711883,Point
,C21_019,de la Normandie / de la Bretagne,"07:26, 08:26, 09:26, 10:26, 11:26, 12:26, 13:26, 14:26, 15:26, 16:26, 17:26",,C21,,019,48.43517294,-68.50873774,Point
,C21_020,de la Normandie / d'Alsace,"07:27, 08:27, 09:27, 10:27, 11:27, 12:27, 13:27, 14:27, 15:27, 16:27, 17:27",,C21,,020,48.43284399,-68.51132805,Point
,C21_021,de la Normandie / Sirois,"07:28, 08:28, 09:28, 10:28, 11:28, 12:28, 13:28, 14:28, 15:28, 16:28, 17:28",,C21,,021,48.43063549,-68.51511865,Point
,C21_022,Sirois / J.-Alfred-Mousseau,"07:28, 08:28, 09:28, 10:28, 11:28, 12:28, 13:28, 14:28, 15:28, 16:28, 17:28",,C21,,022,48.43198007,-68.5173128,Point
,C21_023,Arthur-Buies / Sirois,"07:29, 08:29, 09:29, 10:29, 11:29, 12:29, 13:29, 14:29, 15:29, 16:29, 17:29",,C21,,023,48.43330405,-68.52056381,Point
,C21_024,Ross / Arthur-Buies (CFRN),"07:30, 08:30, 09:30, 10:30, 11:30, 12:30, 13:30, 14:30, 15:30, 16:30, 17:30",<Null>,C21,LR,024,48.43177027,-68.52425924,Point
,C21_025,des Passereaux / des Pinsons,"07:30, 08:30, 09:30, 10:30, 11:30, 12:30, 13:30, 14:30, 15:30, 16:30, 17:30",,C21,,025,48.43103246,-68.5269247,Point
,C21_026,des Passereaux / des Roitelets,"07:31, 08:31, 09:31, 10:31, 11:31, 12:31, 13:31, 14:31, 15:31, 16:31, 17:31",,C21,,026,48.42981821,-68.5293653,Point
,C21_027,des Passereaux / des Fauvettes,"07:31, 08:31, 09:31, 10:31, 11:31, 12:31, 13:31, 14:31, 15:31, 16:31, 17:31",,C21,,027,48.42857569,-68.53243815,Point
,C21_028,Montée Sainte-Odile / des Chanterelles,"07:32, 08:32, 09:32, 10:32, 11:32, 12:32, 13:32, 14:32, 15:32, 16:32, 17:32",,C21,,028,48.42964488,-68.53515089,Point
,C21_029,Montée Sainte-Odile (clinique dentaire),"07:32, 08:32, 09:32, 10:32, 11:32, 12:32, 13:32, 14:32, 15:32, 16:32, 17:32",,C21,,029,48.43177663,-68.53900899,Point
,C21_037,Michel-Brûlé / 2e Rue,"07:38, 08:38, 09:38, 10:38, 11:38, 12:38, 13:38, 14:38, 15:38, 16:38, 17:38",,C21,,037,48.43541082,-68.53465377,Point
,C21_038,Dubé / Duberger,"07:38, 08:38, 09:38, 10:38, 11:38, 12:38, 13:38, 14:38, 15:38, 16:38, 17:38",,C21,,038,48.43574406,-68.53213575,Point
,C21_039,Louis-Panet / Dubé,"07:39, 08:39, 09:39, 10:39, 11:39, 12:39, 13:39, 14:39, 15:39, 16:39, 17:39",,C21,,039,48.43734138,-68.53058499,Point
,C21_040,Louis-Panet / Ouellet,"07:39, 08:39, 09:39, 10:39, 11:39, 12:39, 13:39, 14:39, 15:39, 16:39, 17:39",,C21,,040,48.43865878,-68.53263268,Point
,C21_041,Tessier / St-Laurent,"07:40, 08:40, 09:40, 10:40, 11:40, 12:40, 13:40, 14:40, 15:40, 16:40, 17:40",,C21,,041,48.43850424,-68.53442695,Point
,C21_042,Saint-Jean-Baptiste/ Sirois,"07:40, 08:40, 09:40, 10:40, 11:40, 12:40, 13:40, 14:40, 15:40, 16:40, 17:40",,C21,,042,48.44201483,-68.53276713,Point
,C21_043,Saint-Jean-Baptiste (Nettoyeur Saint-Robert),"07:41, 08:41, 09:41, 10:41, 11:41, 12:41, 13:41, 14:41, 15:41, 16:41, 17:41",,C21,,043,48.44361634,-68.53024485,Point
,C21_044,de l'Évêché / Rouleau,"07:42, 08:42, 09:42, 10:42, 11:42, 12:42, 13:42, 14:42, 15:42, 16:42, 17:42",,C21,,044,48.44549101,-68.52875153,Point
,C21_045,de l'Évêché (Cégep),"07:42, 08:42, 09:42, 10:42, 11:42, 12:42, 13:42, 14:42, 15:42, 16:42, 17:42",,C21,,045,48.44754541,-68.52577174,Point
,C21_046,de l'Évêché / Saint-Edmond,"07:43, 08:43, 09:43, 10:43, 11:43, 12:43, 13:43, 14:43, 15:43, 16:43, 17:43",,C21,,046,48.44924943,-68.52326939,Point
,C21_048,de l'Évêché / Belzile (Bibliothèque),"06:45, 07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45",,C21,,048,48.4516037,-68.52000251,Point
,C21_049,Notre-Dame / Belzile,"06:46, 07:46, 08:46, 09:46, 10:46, 11:46, 12:46, 13:46, 14:46, 15:46, 16:46, 17:46",,C21,,049,48.45128195,-68.51758132,Point
,C21_050,Notre-Dame / des Ursulines,"06:47, 07:47, 08:47, 09:47, 10:47, 11:47, 12:47, 13:47, 14:47, 15:47, 16:47, 17:47",,C21,,050,48.45360313,-68.5140445,Point
,C21_051,UQAR,"06:48, 07:48, 08:48, 09:48, 10:48, 11:48, 12:48, 13:48, 14:48, 15:48, 16:48, 17:48",,C21,,051,48.45208585,-68.51329076,Point
,C21_052,Résidences UQAR (près de la 2e Rue),"06:49, 07:49, 08:49, 09:49, 10:49, 11:49, 12:49, 13:49, 14:49, 15:49, 16:49, 17:49",,C21,,052,48.45078247,-68.51008402,Point
,C21_053,Belzile / 2e Rue,"06:50, 07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50, 17:50",,C21,,053,48.4478787,-68.51237901,Point
,C21_054,Belzile / Marie-Anna Charon,"06:51, 07:51, 08:51, 09:51, 10:51, 11:51, 12:51, 13:51, 14:51, 15:51, 16:51, 17:51",,C21,,054,48.44612534,-68.50941768,Point
,C21_055,Belzile / Arthur-Buies,"06:51, 07:51, 08:51, 09:51, 10:51, 11:51, 12:51, 13:51, 14:51, 15:51, 16:51, 17:51",,C21,,055,48.44538176,-68.50624203,Point
,C21_056,Belzile / Gilles-Vigneault,"06:52, 07:52, 08:52, 09:52, 10:52, 11:52, 12:52, 13:52, 14:52, 15:52, 16:52, 17:52",,C21,,056,48.44508666,-68.50245381,Point
,C21_057,Belzile / Pascal-Parent,"06:53, 07:53, 08:53, 09:53, 10:53, 11:53, 12:53, 13:53, 14:53, 15:53, 16:53, 17:53",,C21,,057,48.44763668,-68.49847513,Point
,C21_058,Léonidas / Georges-Préfontaine,"06:53, 07:53, 08:53, 09:53, 10:53, 11:53, 12:53, 13:53, 14:53, 15:53, 16:53, 17:53",,C21,,058,48.44981784,-68.49610563,Point
,C21_059,Léonidas / Arthur-Buies,"06:54, 07:54, 08:54, 09:54, 10:54, 11:54, 12:54, 13:54, 14:54, 15:54, 16:54, 17:54",,C21,,059,48.45217199,-68.49756733,Point
,C21_060,Léonidas (Cité des achats),"06:54, 07:54, 08:54, 09:54, 10:54, 11:54, 12:54, 13:54, 14:54, 15:54, 16:54, 17:54",,C21,,060,48.4547656,-68.49917122,Point
,C21_061,2e Rue / Léonidas,"06:56, 07:56, 08:56, 09:56, 10:56, 11:56, 12:56, 13:56, 14:56, 15:56, 16:56, 17:56",,C21,,061,48.45632641,-68.50136588,Point
,C21_062,Corneau / 2e Rue,"06:57, 07:57, 08:57, 09:57, 10:57, 11:57, 12:57, 13:57, 14:57, 15:57, 16:57, 17:57",,C21,,062,48.45425929,-68.50474219,Point
,C21_063,Corneau / Perreault,"06:58, 07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58",,C21,,063,48.4555323,-68.50674356,Point
,C21_064,Corneau / Lachance,"06:58, 07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58",,C21,,064,48.45665969,-68.50791321,Point
,C21_065,Lachance / Sasseville,"06:59, 07:59, 08:59, 09:59, 10:59, 11:59, 12:59, 13:59, 14:59, 15:59, 16:59, 17:59",,C21,,065,48.45780475,-68.50547132,Point
,C21_066,Saint-Jean-Baptiste / Léonidas,"06:59, 07:59, 08:59, 09:59, 10:59, 11:59, 12:59, 13:59, 14:59, 15:59, 16:59, 17:59",,C21,,066,48.45868614,-68.50525477,Point
,C21_067,Léonidas / des Artisans,"07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00",,C21,,067,48.46152995,-68.50768163,Point
,C21_068,des Artisans,"07:01, 08:01, 09:01, 10:01, 11:01, 12:01, 13:01, 14:01, 15:01, 16:01, 17:01, 18:01",,C21,,068,48.46285522,-68.50675511,Point
,C21_069,Montée Industrielle / Jean-Marie-Leblanc,"07:02, 08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02",,C21,,069,48.46492208,-68.50793964,Point
,C21_070,Montée Industrielle / de l'Expansion,"07:02, 08:02, 09:02, 10:02, 11:02, 12:02, 13:02, 14:02, 15:02, 16:02, 17:02, 18:02",,C21,,070,48.46807124,-68.51148452,Point
,C21_071,Montée Indistrielle (Carrefour Rimouski),"07:03, 08:03, 09:03, 10:03, 11:03, 12:03, 13:03, 14:03, 15:03, 16:03, 17:03, 18:03",,C21,,071,48.46963779,-68.51459434,Point
,C21_072,Carrefour Rimouski (2),"07:04, 08:04, 09:04, 10:04, 11:04, 12:04, 13:04, 14:04, 15:04, 16:04, 17:04, 18:04",,C21,,072,48.46752605,-68.51512657,Point
,C21_073,Carrefour Rimouski (1),"07:05, 08:05, 09:05, 10:05, 11:05, 12:05, 13:05, 14:05, 15:05, 16:05, 17:05, 18:05",<Null>,C21,ZB,073,48.46621904,-68.51306338,Point
,C21_074,Moreault / Léonidas,"07:05, 08:05, 09:05, 10:05, 11:05, 12:05, 13:05, 14:05, 15:05, 16:05, 17:05, 18:05",,C21,,074,48.46478982,-68.51390126,Point
,C21_075,Moreault / D'Auteuil,"07:06, 08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06",,C21,,075,48.46354997,-68.51532267,Point
,C21_076,377 Moreault,"07:06, 08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06",,C21,,076,48.46184404,-68.51727783,Point
