OBJECTID,ID_GTFS,NOM,HORAIRE_SE,HORAIRE_FDS,CIRCUIT,TYPE_POINTEUR,NUM_ARRET,LATITUDE,LONGITUDE,GEOM
,C21_077,Saint-Germain / Côté,"07:07, 08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",,C21,,077,48.46015525,-68.51779414,Point
,C21_078,Saint-Germain / Fiset,"07:07, 08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",,C21,,078,48.45770631,-68.51809477,Point
,C21_079,Saint-Germain / Julien-Réhel,"07:08, 08:08, 09:08, 10:08, 11:08, 12:08, 13:08, 14:08, 15:08, 16:08, 17:08, 18:08",,C21,,079,48.45519014,-68.51989089,Point
,C21_080,Saint-Germain (CLSC),"07:09, 08:09, 09:09, 10:09, 11:09, 12:09, 13:09, 14:09, 15:09, 16:09, 17:09, 18:09",,C21,,080,48.45401584,-68.52144518,Point
,C21_081,Saint-Germain / Lepage (Grande Place),"07:12, 08:12, 09:12, 10:12, 11:12, 12:12, 13:12, 14:12, 15:12, 16:12, 17:12, 18:12",,C21,,081,48.4526234,-68.52453289,Point
,C31_002,Boul. Saint-Germain / des Berges,"09:48, 10:48, 13:48, 14:48, 15:48, 18:48, 19:48, 20:48, 21:48, 22:48","07:48, 08:48, 09:48, 10:48, 11:48, 12:48, 13:48, 14:48, 15:48, 16:48, 17:48",C31_G,,002,48.44427941,-68.54099471,Point
,C31_002,Boul. Saint-Germain / des Berges,"06:48, 07:18, 07:48, 08:18, 08:48, 11:18, 11:48, 12:18, 12:48, 16:18, 16:48, 17:18, 17:48",,C31_MM,,002,48.44427941,-68.54099471,Point
,C31_002,Boul. Saint-Germain / des Berges,"09:18, 10:18, 13:18, 14:18, 15:18, 18:18, 19:18, 20:18, 21:18, 22:18","07:18, 08:18, 09:18, 10:18, 11:18, 12:18, 13:18, 14:18, 15:18, 16:18, 17:18",C31_M,,002,48.44427941,-68.54099471,Point
,C31_003,Boul. Saint-Germain / Saint-François,"09:49, 10:49, 13:49, 14:49, 15:49, 18:49, 19:49, 20:49, 21:49, 22:49","07:49, 08:49, 09:49, 10:49, 11:49, 12:49, 13:49, 14:49, 15:49, 16:49, 17:49",C31_G,,003,48.44092929,-68.54595392,Point
,C31_003,Boul. Saint-Germain / Saint-François,"09:19, 10:19, 13:19, 14:19, 15:19, 18:19, 19:19, 20:19, 21:19, 22:19","07:19, 08:19, 09:19, 10:19, 11:19, 12:19, 13:19, 14:19, 15:19, 16:19, 17:19",C31_M,,003,48.44092929,-68.54595392,Point
,C31_003,Boul. Saint-Germain / Saint-François,"06:49, 07:19, 07:49, 08:19, 08:49, 11:19, 11:49, 12:19, 12:49, 16:19, 16:49, 17:19, 17:49",,C31_MM,,003,48.44092929,-68.54595392,Point
,C31_004,Boul. Saint-Germain / Dollard Nord,"09:49, 10:49, 13:49, 14:49, 15:49, 18:49, 19:49, 20:49, 21:49, 22:49","07:49, 08:49, 09:49, 10:49, 11:49, 12:49, 13:49, 14:49, 15:49, 16:49, 17:49",C31_G,,004,48.43899822,-68.55044988,Point
,C31_004,Boul. Saint-Germain / Dollard Nord,"09:19, 10:19, 13:19, 14:19, 15:19, 18:19, 19:19, 20:19, 21:19, 22:19","07:19, 08:19, 09:19, 10:19, 11:19, 12:19, 13:19, 14:19, 15:19, 16:19, 17:19",C31_M,,004,48.43899822,-68.55044988,Point
,C31_004,Boul. Saint-Germain / Dollard Nord,"06:49, 07:19, 07:49, 08:19, 08:49, 11:19, 11:49, 12:19, 12:49, 16:19, 16:49, 17:19, 17:49",,C31_MM,,004,48.43899822,-68.55044988,Point
,C31_005,Boul. Saint-Germain / de Lausanne,"09:50, 10:50, 13:50, 14:50, 15:50, 18:50, 19:50, 20:50, 21:50, 22:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50, 17:50",C31_G,,005,48.44001598,-68.55600175,Point
,C31_005,Boul. Saint-Germain / de Lausanne,"09:20, 10:20, 13:20, 14:20, 15:20, 18:20, 19:20, 20:20, 21:20, 22:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20",C31_M,,005,48.44001598,-68.55600175,Point
,C31_005,Boul. Saint-Germain / de Lausanne,"06:50, 07:20, 07:50, 08:20, 08:50, 11:20, 11:50, 12:20, 12:50, 16:20, 16:50, 17:20, 17:50",,C31_MM,,005,48.44001598,-68.55600175,Point
,C31_006,Boul. Saint-Germain / Roy Nord,"09:50, 10:50, 13:50, 14:50, 15:50, 18:50, 19:50, 20:50, 21:50, 22:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50, 17:50",C31_G,,006,48.44035153,-68.56139518,Point
,C31_006,Boul. Saint-Germain / Roy Nord,"09:20, 10:20, 13:20, 14:20, 15:20, 18:20, 19:20, 20:20, 21:20, 22:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20",C31_M,,006,48.44035153,-68.56139518,Point
,C31_006,Boul. Saint-Germain / Roy Nord,"06:50, 07:20, 07:50, 08:20, 08:50, 11:20, 11:50, 12:20, 12:50, 16:20, 16:50, 17:20, 17:50",,C31_MM,,006,48.44035153,-68.56139518,Point
,C31_007,Boul. Saint-Germain / Gérard-Majella,"09:51, 10:51, 13:51, 14:51, 15:51, 18:51, 19:51, 20:51, 21:51, 22:51","07:51, 08:51, 09:51, 10:51, 11:51, 12:51, 13:51, 14:51, 15:51, 16:51, 17:51",C31_G,,007,48.43929738,-68.56444913,Point
,C31_007,Boul. Saint-Germain / Gérard-Majella,"09:21, 10:21, 13:21, 14:21, 15:21, 18:21, 19:21, 20:21, 21:21, 22:21","07:21, 08:21, 09:21, 10:21, 11:21, 12:21, 13:21, 14:21, 15:21, 16:21, 17:21",C31_M,,007,48.43929738,-68.56444913,Point
,C31_007,Boul. Saint-Germain / Gérard-Majella,"06:51, 07:21, 07:51, 08:21, 08:51, 11:21, 11:51, 12:21, 12:51, 16:21, 16:51, 17:21, 17:51",,C31_MM,,007,48.43929738,-68.56444913,Point
,C31_008,Boul. Saint-Germain / des Braves,"06:52, 07:22, 07:52, 08:22, 08:52, 11:22, 11:52, 12:22, 12:52, 16:22, 16:52, 17:22, 17:52",,C31_MM,,008,48.43627825,-68.57174471,Point
,C31_008,Boul. Saint-Germain / des Braves,"09:22, 10:22, 13:22, 14:22, 15:22, 18:22, 19:22, 20:22, 21:22, 22:22","07:22, 08:22, 09:22, 10:22, 11:22, 12:22, 13:22, 14:22, 15:22, 16:22, 17:22",C31_M,,008,48.43627825,-68.57174471,Point
,C31_008,Boul. Saint-Germain / des Braves,"09:52, 10:52, 13:52, 14:52, 15:52, 18:52, 19:52, 20:52, 21:52, 22:52","07:52, 08:52, 09:52, 10:52, 11:52, 12:52, 13:52, 14:52, 15:52, 16:52, 17:52",C31_G,,008,48.43627825,-68.57174471,Point
,C31_009,Boul. Saint-Germain / de la Sapinière Nord,"09:52, 10:52, 13:52, 14:52, 15:52, 18:52, 19:52, 20:52, 21:52, 22:52","07:52, 08:52, 09:52, 10:52, 11:52, 12:52, 13:52, 14:52, 15:52, 16:52, 17:52",C31_G,,009,48.43499355,-68.57487167,Point
,C31_009,Boul. Saint-Germain / de la Sapinière Nord,"09:22, 10:22, 13:22, 14:22, 15:22, 18:22, 19:22, 20:22, 21:22, 22:22","07:22, 08:22, 09:22, 10:22, 11:22, 12:22, 13:22, 14:22, 15:22, 16:22, 17:22",C31_M,,009,48.43499355,-68.57487167,Point
,C31_009,Boul. Saint-Germain / de la Sapinière Nord,"06:52, 07:22, 07:52, 08:22, 08:52, 11:22, 11:52, 12:22, 12:52, 16:22, 16:52, 17:22, 17:52",,C31_MM,,009,48.43499355,-68.57487167,Point
,C31_010,Boul. Saint-Germain / des Merisiers,"09:23, 10:23, 13:23, 14:23, 15:23, 18:23, 19:23, 20:23, 21:23, 22:23","07:23, 08:23, 09:23, 10:23, 11:23, 12:23, 13:23, 14:23, 15:23, 16:23, 17:23",C31_M,,010,48.43297241,-68.57964982,Point
,C31_010,Boul. Saint-Germain / des Merisiers,"06:53, 07:23, 07:53, 08:23, 08:53, 11:23, 11:53, 12:23, 12:53, 16:23, 16:53, 17:23, 17:53",,C31_MM,,010,48.43297241,-68.57964982,Point
,C31_010,Boul. Saint-Germain / des Merisiers,"09:53, 10:53, 13:53, 14:53, 15:53, 18:53, 19:53, 20:53, 21:53, 22:53","07:53, 08:53, 09:53, 10:53, 11:53, 12:53, 13:53, 14:53, 15:53, 16:53, 17:53",C31_G,,010,48.43297241,-68.57964982,Point
,C31_011,Boul. Saint-Germain / Lauzier,"09:24, 10:24, 13:24, 14:24, 15:24, 18:24, 19:24, 20:24, 21:24, 22:24","07:24, 08:24, 09:24, 10:24, 11:24, 12:24, 13:24, 14:24, 15:24, 16:24, 17:24",C31_M,,011,48.4309425,-68.58445061,Point
,C31_011,Boul. Saint-Germain / Lauzier,"09:54, 10:54, 13:54, 14:54, 15:54, 18:54, 19:54, 20:54, 21:54, 22:54","07:54, 08:54, 09:54, 10:54, 11:54, 12:54, 13:54, 14:54, 15:54, 16:54, 17:54",C31_G,,011,48.4309425,-68.58445061,Point
,C31_011,Boul. Saint-Germain / Lauzier,"06:54, 07:24, 07:54, 08:24, 08:54, 11:24, 11:54, 12:24, 12:54, 16:24, 16:54, 17:24, 17:54",,C31_MM,,011,48.4309425,-68.58445061,Point
,C31_012,Montée des Saules / Saint-Arsène (Église Sacré-Coeur),"09:25, 10:25, 13:25, 14:25, 15:25, 18:25, 19:25, 20:25, 21:25, 22:25","07:25, 08:25, 09:25, 10:25, 11:25, 12:25, 13:25, 14:25, 15:25, 16:25, 17:25",C31_M,ZV,012,48.42679506,-68.59076655,Point
,C31_012,Montée des Saules / Saint-Arsène (Église Sacré-Coeur),"06:55, 07:25, 07:55, 08:25, 08:55, 11:25, 11:55, 12:25, 12:55, 16:25, 16:55, 17:25, 17:55",<Null>,C31_MM,ZV,012,48.42679506,-68.59076655,Point
,C31_012,Montée des Saules / Saint-Arsène (Église Sacré-Coeur),"09:55, 10:55, 13:55, 14:55, 15:55, 18:55, 19:55, 20:55, 21:55, 22:55","07:55, 08:55, 09:55, 10:55, 11:55, 12:55, 13:55, 14:55, 15:55, 16:55, 17:55",C31_G,ZV,012,48.42679506,-68.59076655,Point
,C31_014,Boul. Saint-Germain / Bellevue,"09:26, 10:26, 13:26, 14:26, 15:26, 18:26, 19:26, 20:26, 21:26, 22:26","07:26, 08:26, 09:26, 10:26, 11:26, 12:26, 13:26, 14:26, 15:26, 16:26, 17:26",C31_M,,014,48.42825614,-68.58947399,Point
,C31_014,Boul. Saint-Germain / Bellevue,"09:56, 10:56, 13:56, 14:56, 15:56, 18:56, 19:56, 20:56, 21:56, 22:56","07:56, 08:56, 09:56, 10:56, 11:56, 12:56, 13:56, 14:56, 15:56, 16:56, 17:56",C31_G,,014,48.42825614,-68.58947399,Point
,C31_014,Boul. Saint-Germain / Bellevue,"06:56, 07:26, 07:56, 08:26, 08:56, 11:26, 11:56, 12:26, 12:56, 16:26, 16:56, 17:26, 17:56",,C31_MM,,014,48.42825614,-68.58947399,Point
,C31_017,des Pruches / Rousseau,"09:58, 10:58, 13:58, 14:58, 15:58, 18:58, 19:58, 20:58, 21:58, 22:58","07:58, 08:58, 09:58, 10:58, 11:58, 12:58, 13:58, 14:58, 15:58, 16:58, 17:58",C31_G,,017,48.42815885,-68.57786485,Point
,C31_017,des Pruches / Rousseau,"06:58, 07:28, 07:58, 08:28, 08:58, 11:28, 11:58, 12:28, 12:58, 16:28, 16:58, 17:28, 17:58",,C31_MM,,017,48.42815885,-68.57786485,Point
,C31_017,des Pruches / Rousseau,"09:28, 10:28, 13:28, 14:28, 15:28, 18:28, 19:28, 20:28, 21:28, 22:28","07:28, 08:28, 09:28, 10:28, 11:28, 12:28, 13:28, 14:28, 15:28, 16:28, 17:28",C31_M,,017,48.42815885,-68.57786485,Point
,C31_018,de l'Horizon / des Sources,"09:29, 10:29, 13:29, 14:29, 15:29, 18:29, 19:29, 20:29, 21:29, 22:29","07:29, 08:29, 09:29, 10:29, 11:29, 12:29, 13:29, 14:29, 15:29, 16:29, 17:29",C31_M,,018,48.43028857,-68.57644199,Point
,C31_018,de l'Horizon / des Sources,"06:59, 07:29, 07:59, 08:29, 08:59, 11:29, 11:59, 12:29, 12:59, 16:29, 16:59, 17:29, 17:59",,C31_MM,,018,48.43028857,-68.57644199,Point
,C31_018,de l'Horizon / des Sources,"09:59, 10:59, 13:59, 14:59, 15:59, 18:59, 19:59, 20:59, 21:59, 22:59","07:59, 08:59, 09:59, 10:59, 11:59, 12:59, 13:59, 14:59, 15:59, 16:59, 17:59",C31_G,,018,48.43028857,-68.57644199,Point
,C31_019,des Commandeurs / du Bosquet,"09:30, 10:30, 13:30, 14:30, 15:30, 18:30, 19:30, 20:30, 21:30, 22:30","07:30, 08:30, 09:30, 10:30, 11:30, 12:30, 13:30, 14:30, 15:30, 16:30, 17:30",C31_M,,019,48.4320082,-68.57471752,Point
,C31_019,des Commandeurs / du Bosquet,"10:00, 11:00, 14:00, 15:00, 16:00, 19:00, 20:00, 21:00, 22:00, 23:00","08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00",C31_G,,019,48.4320082,-68.57471752,Point
,C31_019,des Commandeurs / du Bosquet,"07:00, 07:30, 08:00, 08:30, 09:00, 11:30, 12:00, 12:30, 13:00, 16:30, 17:00, 17:30, 18:00",,C31_MM,,019,48.4320082,-68.57471752,Point
,C31_023,du Bosquet / Boul. Saint-Germain,"09:33, 10:33, 13:33, 14:33, 15:33, 18:33, 19:33, 20:33, 21:33, 22:33","07:33, 08:33, 09:33, 10:33, 11:33, 12:33, 13:33, 14:33, 15:33, 16:33, 17:33",C31_M,,023,48.43604241,-68.57171084,Point
,C31_023,du Bosquet / Boul. Saint-Germain,"10:03, 11:03, 14:03, 15:03, 16:03, 19:03, 20:03, 21:03, 22:03, 23:03","08:03, 09:03, 10:03, 11:03, 12:03, 13:03, 14:03, 15:03, 16:03, 17:03, 18:03",C31_G,,023,48.43604241,-68.57171084,Point
,C31_023,du Bosquet / Boul. Saint-Germain,"07:03, 07:33, 08:03, 08:33, 09:03, 11:33, 12:03, 12:33, 13:03, 16:33, 17:03, 17:33, 18:03",,C31_MM,,023,48.43604241,-68.57171084,Point
,C31_024,Boul. Saint-Germain / Henri-Jacob,"09:34, 10:34, 13:34, 14:34, 15:34, 18:34, 19:34, 20:34, 21:34, 22:34","07:34, 08:34, 09:34, 10:34, 11:34, 12:34, 13:34, 14:34, 15:34, 16:34, 17:34",C31_M,,024,48.43818448,-68.56684321,Point
,C31_024,Boul. Saint-Germain / Henri-Jacob,"10:04, 11:04, 14:04, 15:04, 16:04, 19:04, 20:04, 21:04, 22:04, 23:04","08:04, 09:04, 10:04, 11:04, 12:04, 13:04, 14:04, 15:04, 16:04, 17:04, 18:04",C31_G,,024,48.43818448,-68.56684321,Point
,C31_024,Boul. Saint-Germain / Henri-Jacob,"07:04, 07:34, 08:04, 08:34, 09:04, 11:34, 12:04, 12:34, 13:04, 16:34, 17:04, 17:34, 18:04",,C31_MM,,024,48.43818448,-68.56684321,Point
,C31_029,de Lausanne / La Salle,"09:36, 10:36, 13:36, 14:36, 15:36, 18:36, 19:36, 20:36, 21:36, 22:36","07:36, 08:36, 09:36, 10:36, 11:36, 12:36, 13:36, 14:36, 15:36, 16:36, 17:36",C31_M,,029,48.44198435,-68.55473249,Point
,C31_029,de Lausanne / La Salle,"10:06, 11:06, 14:06, 15:06, 16:06, 19:06, 20:06, 21:06, 22:06, 23:06","08:06, 09:06, 10:06, 11:06, 12:06, 13:06, 14:06, 15:06, 16:06, 17:06, 18:06",C31_G,,029,48.44198435,-68.55473249,Point
,C31_029,de Lausanne / La Salle,"07:06, 07:36, 08:06, 08:36, 09:06, 11:36, 12:06, 12:36, 13:06, 16:36, 17:06, 17:36, 18:06",,C31_MM,,029,48.44198435,-68.55473249,Point
,C31_030,La Salle / De Verchères,"09:37, 10:37, 13:37, 14:37, 15:37, 18:37, 19:37, 20:37, 21:37, 22:37","07:37, 08:37, 09:37, 10:37, 11:37, 12:37, 13:37, 14:37, 15:37, 16:37, 17:37",C31_M,,030,48.44292749,-68.55071277,Point
,C31_030,La Salle / De Verchères,"10:07, 11:07, 14:07, 15:07, 16:07, 19:07, 20:07, 21:07, 22:07, 23:07","08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",C31_G,,030,48.44292749,-68.55071277,Point
,C31_030,La Salle / De Verchères,"07:07, 07:37, 08:07, 08:37, 09:07, 11:37, 12:07, 12:37, 13:07, 16:37, 17:07, 17:37, 18:07",,C31_MM,,030,48.44292749,-68.55071277,Point
,C31_031,De Verchères (Centre communautaire Nazareth),"10:07, 11:07, 14:07, 15:07, 16:07, 19:07, 20:07, 21:07, 22:07, 23:07","08:07, 09:07, 10:07, 11:07, 12:07, 13:07, 14:07, 15:07, 16:07, 17:07, 18:07",C31_G,,031,48.44207838,-68.54898024,Point
,C31_031,De Verchères (Centre communautaire Nazareth),"09:37, 10:37, 13:37, 14:37, 15:37, 18:37, 19:37, 20:37, 21:37, 22:37","07:37, 08:37, 09:37, 10:37, 11:37, 12:37, 13:37, 14:37, 15:37, 16:37, 17:37",C31_M,,031,48.44207838,-68.54898024,Point
,C31_031,De Verchères (Centre communautaire Nazareth),"07:07, 07:37, 08:07, 08:37, 09:07, 11:37, 12:07, 12:37, 13:07, 16:37, 17:07, 17:37, 18:07",,C31_MM,,031,48.44207838,-68.54898024,Point
,C31_032,St-François / boulevard St-Germain,"10:08, 11:08, 14:08, 15:08, 16:08, 19:08, 20:08, 21:08, 22:08, 23:08","08:08, 09:08, 10:08, 11:08, 12:08, 13:08, 14:08, 15:08, 16:08, 17:08, 18:08",C31_G,,032,48.44145691,-68.54651206,Point
,C31_032,St-François / boulevard St-Germain,"09:38, 10:38, 13:38, 14:38, 15:38, 18:38, 19:38, 20:38, 21:38, 22:38","07:38, 08:38, 09:38, 10:38, 11:38, 12:38, 13:38, 14:38, 15:38, 16:38, 17:38",C31_M,,032,48.44145691,-68.54651206,Point
,C31_032,St-François / boulevard St-Germain,"07:08, 07:38, 08:08, 08:38, 09:08, 11:38, 12:08, 12:38, 13:08, 16:38, 17:08, 17:38, 18:08",,C31_MM,,032,48.44145691,-68.54651206,Point
,C31_033,Boul. Saint-Germain (Hydro-Québec),"10:09, 11:09, 14:09, 15:09, 16:09, 19:09, 20:09, 21:09, 22:09, 23:09","08:09, 09:09, 10:09, 11:09, 12:09, 13:09, 14:09, 15:09, 16:09, 17:09, 18:09",C31_G,,033,48.44388241,-68.54109799,Point
,C31_033,Boul. Saint-Germain (Hydro-Québec),"09:39, 10:39, 13:39, 14:39, 15:39, 18:39, 19:39, 20:39, 21:39, 22:39","07:39, 08:39, 09:39, 10:39, 11:39, 12:39, 13:39, 14:39, 15:39, 16:39, 17:39",C31_M,,033,48.44388241,-68.54109799,Point
,C31_033,Boul. Saint-Germain (Hydro-Québec),"07:09, 07:39, 08:09, 08:39, 09:09, 11:39, 12:09, 12:39, 13:09, 16:39, 17:09, 17:39, 18:09",,C31_MM,,033,48.44388241,-68.54109799,Point
,C31_034G,de l'Évêché / Rouleau,"09:40, 10:40, 13:40, 14:40, 15:40, 18:40, 19:40, 20:40, 21:40, 22:40","07:40, 08:40, 09:40, 10:40, 11:40, 12:40, 13:40, 14:40, 15:40, 16:40, 17:40",C31_M,,034,48.44494606,-68.52973618,Point
,C31_035G,De l'Évêché (Cégep),"09:41, 10:41, 13:41, 14:41, 15:41, 18:41, 19:41, 20:41, 21:41, 22:41","07:41, 08:41, 09:41, 10:41, 11:41, 12:41, 13:41, 14:41, 15:41, 16:41, 17:41",C31_M,,035,48.44711615,-68.52639793,Point
,Gare,de l'Évêché / Gare (Point de liaison),"09:45, 10:45, 13:45, 14:45, 15:45, 18:45, 19:45, 20:45, 21:45, 22:45","07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45",C31_M,G,036,48.45001624,-68.52217304,Point
,Gare,de l'Évêché / Gare (Point de liaison),"06:45, 07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45, 18:45, 19:45, 20:45, 21:45, 22:45","07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45",C11_HREG,G,040,48.45001624,-68.52217304,Point
,Gare,de l'Évêché / Gare (Point de liaison),"06:45, 07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45",<Null>,C21,G,047,48.45001624,-68.52217304,Point
,Gare,de l'Évêché / Gare (Point de liaison),"07:15, 08:15, 11:15, 12:15, 16:15, 17:15",<Null>,C11_HP,G,040,48.45001624,-68.52217304,Point
,Gare,de l'Évêché / Gare (Point de liaison),"09:45, 10:45, 13:45, 14:45, 15:45, 18:45, 19:45, 20:45, 21:45, 22:45","07:45, 08:45, 09:45, 10:45, 11:45, 12:45, 13:45, 14:45, 15:45, 16:45, 17:45",C31_G,G,001,48.45001624,-68.52217304,Point
,Gare_debarquement,de l'Évêché / Gare (Point de liaison),"09:15, 13:15, 18:15",<Null>,C11_HP,G,540,48.45001624,-68.52217304,Point
,Musee,Saint-Germain / Musée (Point de liaison),"07:15, 08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15, 18:15, 19:15, 20:15, 21:15, 22:15","07:15, 08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15",C11_HREG,M,001,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"06:45, 07:15, 07:45, 08:15, 08:45, 11:15, 11:45, 12:15, 12:45, 16:15, 16:45, 17:15, 17:45",<Null>,C31_MM,M,001,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"10:15, 11:15, 14:15, 15:15, 16:15, 19:15, 20:15, 21:15, 22:15, 23:15","08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15, 18:15",C31_G,M,034,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"07:15, 07:45, 08:15, 08:45, 09:15, 11:45, 12:15, 12:45, 13:15, 16:45, 17:15, 17:45, 18:15",<Null>,C31_MM,M,034,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"09:15, 10:15, 13:15, 14:15, 15:15, 18:15, 19:15, 20:15, 21:15, 22:15","07:15, 08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15",C31_M,M,001,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"06:45, 07:45, 08:45, 11:45, 12:45, 16:45, 17:45",<Null>,C11_HP,M,001,48.45065568,-68.52898951,Point
,Musee,Saint-Germain / Musée (Point de liaison),"07:15, 08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15",<Null>,C21,M,001,48.45065568,-68.52898951,Point
,Musee_debarquement,Saint-Germain / Musée (Point de liaison),"07:15, 08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15, 18:15, 19:15, 20:15, 21:15, 22:15, 23:15","08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15, 18:15",C11_HREG,M,079,48.45065568,-68.52898951,Point
,Musee_debarquement,Saint-Germain / Musée (Point de liaison),"08:15, 09:15, 10:15, 11:15, 12:15, 13:15, 14:15, 15:15, 16:15, 17:15, 18:15",<Null>,C21,M,082,48.45065568,-68.52898951,Point
