NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT
1516658,2022-02-07,C.Csi Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entrepreneur en structures de béton,N/A,"4 398,19"
1516676,2022-02-07,Duoson Multimédia Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Production multimédia,N/A,"22 782,29"
1516680,2022-02-07,Transvrac Montréal Laval Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Transport de matières en vrac,N/A,"675,58"
1516710,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Appareil de communication,1408829,"3 674,56"
1516713,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais mensuels-cellulaire,1408829,"2 624,69"
1516714,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais mensuels-cellulaire,1408829,"3 674,56"
1516715,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Appareil de communication,1408829,"3 149,62"
1516719,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Appareil de communication,1408829,"1 574,81"
1516721,2022-02-07,Telus Communications  Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Appareil de communication,1408829,"4 199,50"
1516801,2022-02-07,"Ricci, Teasdale Huissiers De Justice Inc.",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Huissier de justice,N/A,"629,92"
1516834,2022-02-07,Boo! Design Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Impression,N/A,"204,72"
1517135,2022-02-08,Develotech Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Mobilier pour protection et sécurité,N/A,"20 997,50"
1517141,2022-02-08,Develotech Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Mobilier pour protection et sécurité,N/A,"20 997,50"
1516930,2022-02-08,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1516935,2022-02-08,Sciage Montréal Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1511284,2022-02-08,Walter Technologies Pour Surfaces,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Transport de colis (Frais de transport),N/A,"36,27"
1517042,2022-02-08,Clinique De Médecine Industrielle Et Préventive Du Québec Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Médecin,N/A,"5 249,37"
1517177,2022-02-08,Outillages Express,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location - Outil à batterie,N/A,"1 385,82"
1517200,2022-02-08,Les Serres Riel Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits horticoles,N/A,"9 260,42"
1517349,2022-02-09,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1517376,2022-02-09,Confidentiel Déchiquetage De Documents Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Destruction de documents,N/A,"524,94"
1517378,2022-02-09,Confidentiel Déchiquetage De Documents Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Destruction de documents,N/A,"314,96"
1517394,2022-02-09,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1517543,2022-02-09,Dufresne Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Quincaillerie et courroie pour matériel roulant,N/A,"285,57"
1517737,2022-02-10,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1517741,2022-02-10,Sciage Montréal Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1517712,2022-02-10,Groupe De Sécurité Garda Senc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Agence de sécurité, gardiennage",N/A,"13 648,37"
1517763,2022-02-10,Solutions D'Affaires Delcom,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Composante électronique,N/A,"230,97"
1517451,2022-02-10,Transelec / Common Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 803,16"
1517880,2022-02-10,Vinacoustik Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conseiller - Protection et contrôle de la qualité de l'air,N/A,"10 988,70"
1517885,2022-02-10,Division Sports-Rep Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Architectes-paysagistes,N/A,"944,89"
1517887,2022-02-10,Hardy Expert Conseil Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entrepreneur en structures de béton,N/A,"3 204,75"
1507411,2022-02-11,Conceptions Snotech Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Équipement de sport et terrain de jeux,N/A,"9 002,68"
1517744,2022-02-11,Sciage Montréal Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518010,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518011,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518015,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518019,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518022,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1515260,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518144,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518146,2022-02-11,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518230,2022-02-14,UBA Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits de nettoyage - piscine,1381890,"16 063,07"
1518643,2022-02-15,SOS Technologies Action Urgence,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pièces pour les DEA,N/A,"14,70"
1518528,2022-02-15,Irriglobe Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Système d'irrigation et d'arrosage,N/A,"4 199,50"
1494414,2022-02-15,Multi-Pressions L.C. Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits de soudure,N/A,"13,64"
1518482,2022-02-15,Distributions LG Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Distribution,N/A,"15 748,12"
1518518,2022-02-15,Irriglobe Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Système d'irrigation et d'arrosage,N/A,"3 649,23"
1518536,2022-02-15,Irriglobe Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Système d'irrigation et d'arrosage,N/A,"2 099,75"
1518538,2022-02-15,Irriglobe Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Système d'irrigation et d'arrosage,N/A,"2 099,75"
1518624,2022-02-15,Aux Aubépines 2002 Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits horticoles,N/A,"8 485,61"
1518641,2022-02-15,Dallaire Médical Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fournitures et matériel médical,N/A,"1 351,19"
1518643,2022-02-15,SOS Technologies Action Urgence,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fournitures et matériel médical,N/A,"2 749,62"
1518644,2022-02-15,Bibliotheca Canada Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur et accessoire,N/A,"2 056,70"
1507677,2022-02-15,Boo! Design Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Impression,N/A,"629,92"
1518906,2022-02-16,La compagnie de location d'autos Enterprise Canada.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert_location de véhicule_DCSLDS,1506794; 1506805,"25 063,31"
1518814,2022-02-16,Groupe SDM Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"6 299,25"
1518896,2022-02-16,Location Sauvageau Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Transport automobile,N/A,"8 869,34"
1518825,2022-02-16,Compugen Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Photocopieur, télécopieur, imprimante et numériseur",N/A,"2 030,46"
1518906,2022-02-16,La Compagnie De Location D'Autos Enterprise Canada.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Location - Automobile, camionnette et fourgonnette",N/A,"17 007,97"
1518956,2022-02-16,R.M. Leduc & Cie Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Articles, accessoires et équipement de bureau",N/A,"1 387,20"
1519090,2022-02-17,Rouleaux De Papier & Rubans J.L. Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Articles de papeterie,N/A,"280,32"
1519203,2022-02-17,Espaces Temps Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ingénieur - Gestion de projet,N/A,"22 310,89"
1519215,2022-02-17,Produits Sany,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien ménager,1048199,"674,85"
1519287,2022-02-18,BOO ! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gré à gré - Service professionnel d'impression et de graphisme,N/A,"20 997,50"
1519274,2022-02-18,Cong.Chevra Kadisha Bnai J.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Installation, gestion, entretien",N/A,"4 600,00"
1519287,2022-02-18,Boo! Design Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Infographie, graphisme",N/A,"20 997,50"
1519288,2022-02-18,Imprimerie F.L. Chicoine,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Impression,N/A,"17 847,87"
1519289,2022-02-18,Lamcom Technologies Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Impression,N/A,"10 498,75"
1519320,2022-02-18,Novafor Équipement Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Outils manuels,N/A,"1 493,39"
1519301,2022-02-18,Société Canadienne Des Postes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Postal, messagerie",N/A,"22 047,37"
1519356,2022-02-18,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien ménager,N/A,"201,36"
1519367,2022-02-18,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires et pièces de remplacement pour machinerie et équipement industriel,N/A,"856,96"
1519403,2022-02-18,Théâtre De L'Oeil Ouvert,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Artiste de la scène,N/A,"4 724,44"
1519408,2022-02-18,Paroisse Notre-Dame-De-Grâce,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Espace de stationnement,N/A,"1 200,00"
1519676,2022-02-21,La compagnie de location d'auto Entreprise Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de camions pour la saison estivale pour les parcs_bc ouvert 2022,1506800,"20 997,50"
1519659,2022-02-21,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"5 365,82"
1519567,2022-02-21,Les Expertises Jacques Desnoyers Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Médecin,N/A,"1 312,34"
1519676,2022-02-21,La Compagnie De Location D'Autos Enterprise Canada.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Location - Automobile, camionnette et fourgonnette",1506800,"9 133,91"
1519913,2022-02-22,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Papier hygiénique, essuie-main à rouleau et plis multiples",N/A,"420,79"
1518851,2022-02-22,Société Internationale D'Arboriculture Québec Inc. (S.I.A.Q.),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Frais - Inscription pour colloque, conférence, séminaire et congrès",N/A,"520,72"
1519715,2022-02-22,Isabelle Bérubé Coach,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Conseiller en gestion, management",N/A,"3 674,56"
1519751,2022-02-22,Les Traductions Terry Knowles Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Traducteur,N/A,"2 099,75"
1519752,2022-02-22,Traductions Tom Donovan Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Rédaction, révision",N/A,"4 199,50"
1519753,2022-02-22,Margaret Sankey,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Traducteur,N/A,"5 249,37"
1519756,2022-02-22,La Centrale A Images Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Photographie,N/A,"10 498,75"
1519820,2022-02-22,Les Jardins Michel Corbeil Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits horticoles,N/A,"6 654,37"
1519913,2022-02-22,Produits Sany,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits de papier,1048199,"721,08"
1520100,2022-02-23,Trauma-Secours Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Formation en développement organisationnel et technique,N/A,"406,30"
1520154,2022-02-23,United Rentals Du Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires et pièces de remplacement pour outil,N/A,"581,53"
1520159,2022-02-23,Peauseidon Eau De Source Naturelle,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Eau potable - Mesure d'urgence,1517432,"4 776,93"
1520175,2022-02-23,Outillages Express,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Outils à batterie,N/A,"725,90"
1520188,2022-02-23,Les Serres Sylvain Cléroux Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits horticoles,N/A,"22 470,68"
1520225,2022-02-24,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Fil et câble électrique,N/A,"348,45"
1520229,2022-02-24,Inolec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation - Machine et équipement pour traitement de l'eau,N/A,"1 133,36"
1520236,2022-02-24,Produits Sany,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien ménager,1048199,"1 557,74"
1520338,2022-02-24,Tenaquip Limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires et pièces de remplacement pour outil,N/A,"204,34"
1515692,2022-02-24,G & L Thivierge Inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - équipement de bureau,N/A,"617,33"
1508511,2022-02-24,Groupe Icible Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Transport de colis (Frais de transport),N/A,"26,25"
1520334,2022-02-24,Productions Marianne Trudel,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Artiste musical,N/A,"8 398,99"
1520347,2022-02-24,Mélanie Dusseault Photographe,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Production multimédia,N/A,"2 099,75"
1520346,2022-02-24,Inolec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Huile et liquide pour matériel roulant,N/A,"1 465,63"
1520395,2022-02-24,Les Solutions De Rangement Prisma Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Articles de rangement,N/A,"3 918,13"
1520892,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 401,44"
1520893,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"787,41"
1520895,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"555,96"
1520896,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"568,89"
1520898,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"577,74"
1520745,2022-02-25,Le Devoir Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service - Placement média d'appel d'offres,1499987,"2 099,75"
1520746,2022-02-25,GBI Experts-Conseils Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service professionnels : Travaux de réfection et de rénovation,N/A,"17 679,89"
1520747,2022-02-25,Société Canadienne Des Postes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Postal, messagerie",N/A,"10 498,75"
1520840,2022-02-25,Multi-Pressions L.C. Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Appareil d'entretien,N/A,"1 574,81"
1520856,2022-02-25,Multi-Pressions L.C. Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation/Entretien - Appareil d'entretien,N/A,"249,34"
1520891,2022-02-25,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 395,14"
1520897,2022-02-28,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"689,57"
1521206,2022-03-01,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de dégel de tuyaux au 90 Ch. de la Côte Ste-Catherine_aqueduc,N/A,"617,47"
1521174,2022-03-01,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 412,31"
1521176,2022-03-01,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 320,06"
1521180,2022-03-01,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"3 280,95"
1521186,2022-03-01,Vapro Commercial Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Service - Déglaçage, nettoyage et désobstruction de conduites",N/A,"1 855,49"
