ANNEE_FINANCIERE,SUB_ID,ORG_ID,ORG_NOM,ORG_TYPE,BEN_NOM,BEN_TYPE,SUB_TYPE,TITRE_VERSON_ORIGINALW,TITRE_VERSION_DOUBLEE,LANGUE_VERSION_ORIGINALE,LANGUE_VERSION_DOUBLEE,PREMIER_MARCHE,FORMAT,CATEGORIE,ANIMATION,DESTINE_AUX_ENFANTS,DUREE_DE_L_OEUVRE_DOUBLEE,NBR_EPISODES,NO_PREMIER_EPISODE,NO_DERNIER_EPISODE
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Married at First Sight VII,Mariage à laveugle VII,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,19,701,719
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Fast History of... II,"Histoire express de... II, L'",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,30,6,201,206
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Toys that Built the World Snack Sized I,"Jouets qui ont forgé le monde: Petit format I, Les",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,30,5,101,105
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Toys that Built the World I,"Jouets qui ont forgé le monde I, Les",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Gary And His Demons II,Gary et ses démons II,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,VRAI,11,10,201,210
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Cars on the road I,Cars : Sur la route I,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,VRAI,8,9,1,9
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,I am Groot I,Je m'appelle Groot I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction-Animation,VRAI,VRAI,7,5,1,5
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Black Panther - Wakanda Forever,Black Panther - Wakanda Forever - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,163,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Strange World,Avalonia: Un monde étrange,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction-Animation,VRAI,VRAI,90,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Son,"Fils, Le",Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,122,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,16 Hudson PSA III,16 Hudson PSA III - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction-Animation,VRAI,VRAI,2,5,1,5
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Secret of Skinwalker Ranch III,"Secret du ranch Skinwalker III, Le",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,11,1,11
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,UnXplained with Willam Shatner III,IneXplicable III,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,19,1,19
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Theodore Roosevelt I,Theodore Roosevelt I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,150,2,1,2
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,I Wanna Dance with Somebody,I Wanna Dance with Somebody - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,147,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Puss N Boots 2 : The Last Wish,"Chat Potté 2- La dernière quête, Le",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction-Animation,VRAI,FAUX,105,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Violent Night,Violent Night - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,112,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Devotion,Devotion - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,140,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,ABC with Kenny G II,ABC avec Kenny G II,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,VRAI,2,30,201,230
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Alice in Borderland II,Alice in Borderland II - V.F.,Autre,Anglais,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,American Dad XIV,American Dad XIV - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,FAUX,22,13,1,13
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Spider-Man: No Way Home (Extended Version),Spider-Man : Sans retour (version longue),Anglais,Français,Télévision,Émission Unique,Fiction,FAUX,FAUX,12,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Modern Marvels: Toys I,Merveilles modernes: Jouets I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,2,1,2
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Secret in the Jungle I,Secrets de la jungle I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Behind Bars-The World's... III,Les pires prisons du monde III,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,1,6
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Avatar 2: The way of the Water,Avatar 2: La voie de l'eau,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,183,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Yorkshire Midwives on Call I,Sages-femmes sur appel I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,5,101,105
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Expert Witness I,Témoin expert I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,15,101,115
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Thunder Bay I,Meurtres à Thunder Bay I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Van GO I,Van Go: Transformation caravane I,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Border Security Australia's FL XV,Douanes sous haute surveillance XV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,12,1,12
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Man Called Otto,Le pire voisin du monde,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,125,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Baymax I,Baymax I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction-Animation,VRAI,FAUX,30,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Werewolf by night,Werewolf by night - V.F.,Anglais,Français,Télévision,Moyen Métrage (31 à 74 minutes),Fiction,FAUX,FAUX,60,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Family Guy XXI,Family Guy XXI - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,VRAI,FAUX,30,20,1,20
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Zootopia+ I,Zootopia+ I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction-Animation,VRAI,VRAI,11,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Simpsons, The XXXIII","Simpsons, Les XXXIII",Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction-Animation,VRAI,FAUX,30,22,1,22
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt, Curse of Oak Island IX,La malediction dOak Island IX,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,26,1,26
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Reyes Del Mundo, Los","Kings of the World, The",Espagnol,Anglais,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,120,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Obi-Wan Kenobi  I,Obi-Wan Kenobi I - V.F.,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,50,6,1,6
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,A Cut Above I,"Maîtres de la scie, Les I",Anglais,Français,,,,FAUX,FAUX,0,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Marvel Studios Assembled I,Marvel Studio Rassemblement I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,13,1,13
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,She-Hulk: Attorney At Law I,She-Hulk : Avocat I,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,30,9,101,109
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Paranormal Caught on Camera IV,Paranormal sur le vif IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,13,1,13
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,High School I,High School  I - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,30,8,1,8
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,After the Storm I,Après la tempête I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,2,1,2
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,I am Shauna Rae I,Je suis Shaunae Rae I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Court Cam IV,Justice en direct IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,13,18,30
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Whale,The","Whale,The - V.F.",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,117,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Black Ice,Racisme sur la glace,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,120,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Searching for Michael Jackson's Zoo,Où sont les animaux de Michael Jackson?,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,60,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Missing,Disparue,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,111,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,More Power I,Plus de puissance I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Andor I,Andor I - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,12,101,112
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Of An Age,Of An Age - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,101,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Shotgun Wedding,Mariage en otage,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,101,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Triada I,Triad I,Espagnol,Anglais,Télévision,Série (7 épisodes et plus),Fiction,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,"Door Mouse: Mess with her, pay the price","Door Mouse: Jouez avec elle, payez le prix",Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,97,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Disenchanted,Il était une fois II,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,VRAI,121,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Infinity Pool,Infinity Pool - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,117,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Guardians of the Galaxy (The) Holiday Special,"Gardiens de la Galaxie: Joyeuses Fêtes, Les",Anglais,Français,Salles,Moyen Métrage (31 à 74 minutes),Fiction,FAUX,FAUX,42,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Peter Pan and Wendy,Peter Pan and Wendy - V.F.,Anglais,Français,Télévision,Long Métrage (75 minutes et plus),Fiction,FAUX,VRAI,106,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Noise,Noise - V.F.,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,110,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ant-Man and the Wasp Quantumania,Ant-Man et la guêpe - Quantumania,Anglais,Français,Salles,Long Métrage (75 minutes et plus),Fiction,FAUX,FAUX,170,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,American Presidency with Bill Clinton I,"Présidence américaine présentée par Bill Clinton I, La",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,1,6
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ms. Marvel I,Miss Marvel I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Ancient Aliens XIV,Nos ancêtres les extra-terrestres XIV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,20,1,20
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Charmed to Death I,Charme mortel I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Santa Clauses (The),Super Noël,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Fiction,FAUX,FAUX,30,6,1,6
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Difuze inc.,Entreprise,Crédit d'impôt,Mayday XXIII,Mayday XXIII - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,1,10
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Big Food Bucket List II,"Liste du parfait gourmand II, La",Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,25,2015,2040
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Search & Rescue I,Sauvetages dans les Rocheuses I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,5,101,105
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Hoarders XII,Désordre extrême XII,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,120,8,126,133
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Alive I,J'ai survécu à l'impossible I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,13,101,113
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Lover's Lane Murders I,Meurtres sur la route des amoureux I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Million Dollar Listing L.A. X,Inscriptions millionnaires : L.A. X,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,12,1001,1012
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Get a Room with Carson and Thom I,En avant la déco avec Carson et Thom I,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Welcome to Waverly,Bienvenue à Waverly,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,The Real Murders of : Orange County I,Quand la richesse tue I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Stay or sell I,Rester ou quitter I,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,9,101,109
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Bizarre Foods Delicious Destinations VII,Passeport gourmand VII,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,24,701,724
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Murder Wall I,Le mur des indices I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Murder in the Outback : The Falconio & Lees I,Meurtre au cur de lAustralie I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Curse of Akakor I,La malédiction d'Akakor I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Pooch Perfect I,Un style qui a du chien I,Anglais,Français,,,,FAUX,FAUX,0,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Fishing Impossible II,Pêches impossibles II,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,7,201,207
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Giant Lobster Hunters II,Chasseurs de langoustes géantes II,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Great Chocolate Showdown II,"Affrontement des chocolatiers II, L'",Anglais,Français,,,,FAUX,FAUX,0,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Children's Hospital I,"Hôpital pour enfants, L' I",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,16,101,116
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Paramedics: On The Front Line I,Paramédics : héros du quotidien I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Red Chef Revival I,Cuisine Autochtone : Le grand partage I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,30,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Hell in the Heartland : What Happened to Ashley and Lauria? I,Qu'est-il arrivé à Ashley et Lauria? I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,David Rocco's Dolce Southeast Asia I,Savourer l'Asie du Sud-Est avec David Rocco I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,13,101,113
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Great escapes I,Maisons de rêve en nature I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,DR. 90210 I ,DR. 90210 I - V.F.,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,101,108
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,House Huntes international - CXVII,House Hunters à linternational - CXVII,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,30,13,11701,11713
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Bargain mansions II,Grandes maisons à petits prix II,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,14,201,214
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Cheese : A Love Story,Pour l'amour du fromage,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,0,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Legends Vs Modern Icons I,Le duel des monuments I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Mega Structures I,Mégastructures I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Basic vs Baller I,Voyager à tout prix I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,101,110
