IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
6041963,81-05283,"CN, au Nord de la rue Wellington",Rue Shearer,,21 - Arrondissement Le Sud-Ouest,Ponceau à dalle en béton armé,1924,,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,"300149,850834835","5037935,05603344","45,4813253081897","-73,559483019144"
6054862,81-05284,Rue Viau,Passage piétonnier,,25 - Arrondissement Rosemont-La Petite-Patrie,Ponceau rectang. en béton armé,1955,,,99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,67,3,2016-10-04,"300464,138734285","5047314,17498981","45,5657243351073","-73,5555457559372"
6017392,81-05288,"Piste cyclable, au Sud de Sainte-Catherine E.",Canadien pacifique,,20 - Arrondissement Ville-Marie,"Pont à pout. béton précont., préfabr.",1992,203,,1-5 tonnes,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"68,58",3,2016-07-25,"301384,936931537","5043648,80539577","45,5327471666246","-73,5437240386861"
6007821,81-05289,"Ch. de Trafalgar, côté Est",,,20 - Arrondissement Ville-Marie,Mur,1925,,407,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296969,512926731","5039364,88526751","45,4941631132442","-73,6001875027838"
6057311,81-05290A,"Piste cyclable, route verte no 1 (Accès Île Perry, côté O)",Rivière des Prairies,"Pont Bordeaux, Île Perry / Rivière des Prairies",24 - Arrondissement Ahuntsic-Cartierville,Pont acier-bois,2004,97,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,,,,"289301,753202188","5045246,09033769","45,5469560738193","-73,698478521966"
6059210,81-05290B,"Piste cyclable, route verte no 1",Rivière des Prairies,"Pont Bordeaux, Île Perry / Rivière des Prairies",24 - Arrondissement Ahuntsic-Cartierville,Pont acier-bois,2004,441,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,,,,"289207,40727003","5045389,90365182","45,5482480442269","-73,6996913392152"
6017284,81-05293,Grand Boulevard,Canadien pacifique,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1980,641,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,37",3,2016-07-26,"295431,676478006","5036132,52065981","45,4650578979689","-73,6198017214383"
6041966,81-05294,Accès à l'Île Perry,Rivière des Prairies,,24 - Arrondissement Ahuntsic-Cartierville,"Pont à pout. béton précont., préfabr.",1977,121,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"289321,958836409","5045256,71652321","45,5470521407941","-73,6982200958458"
6034549,81-05295,Passage face au Théâtre de la Poudrière,Canal face au Théâtre de la Poudrière,,20 - Arrondissement Ville-Marie,"Pont à tablier supérieur, en bois",1964,25,,99-Inconnu,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302189,181074724","5042042,27745775","45,5182944738059","-73,5334185100615"
6034628,81-05296,Passage face au Théâtre de la Poudrière,Étang face au Théâtre de la Poudrière,,20 - Arrondissement Ville-Marie,Pont acier-bois,2007,14,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-11-15,"302081,101314382","5041986,27850512","45,5177901594631","-73,5348016212635"
6017301,81-05297,"Parc Raimbault, Nord de Gouin Ouest",Ruisseau Raimbault,,24 - Arrondissement Ahuntsic-Cartierville,"Pont à pout. béton précont., préfabr.",1800,31,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,85",4,2016-09-12,"287931,236975975","5044013,26109305","45,5358308562262","-73,7159874568824"
6029381,81-05298,Parc Guillaume-Couture,À l'Ouest de l'avenue Albani,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont en bois,1800,3,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299954,373739986","5049257,77981917","45,5832101356872","-73,5620955099942"
6008683,81-05302A,Chemin de la Côte-St-Luc,,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1967,,307,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"99,43",4,2015-09-08,"292523,50671955","5035800,67159577","45,4620267097005","-73,6569828605192"
6009235,81-05302B,"Chemin de la Côte-St-Luc,",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",72 - Ville Côte-Saint-Luc,Mur,1967,,318,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"96,22",4,2015-09-03,"292507,749479355","5035813,97012259","45,4621460988899","-73,6571846844029"
6017402,81-05302C,Prolongement avenue Adalbert,Chemin de la Côte Saint Luc,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1967,78,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"99,15",4,2015-09-04,"292558,23435959","5035839,03670358","45,4623725460587","-73,6565397457855"
6029078,81-05307A,"Parc Angrignon, coin Nord-Est",À l'Ouest du Métro,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1800,11,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-05-26,"296586,158574767","5033940,25830751","45,4453453751456","-73,6050016640047"
6017322,81-05308,"Parc Angrignon, coin Nord-Ouest",À l'Ouest du relais sanitaires,,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1900,11,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"85,4",4,2016-05-26,"296247,776192779","5033550,44173567","45,44183354936","-73,6093205933086"
6029043,81-05309,"Parc Angrignon, coin Nord-Ouest",À l'Ouest du relais sanitaires,,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1900,11,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-05-26,"296251,873008774","5033448,331682","45,4409147609811","-73,6092664513765"
6041969,81-05310A,"Parc Angrignon, coin Nord-Ouest",Au Sud du stationnement,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1800,18,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,8",4,2016-05-26,"296338,714610296","5033384,6909944","45,4403431458897","-73,6081553062759"
6041981,81-05310C,"Parc Angrignon, au Sud du parc",Au Sud du ch. du Parc-Angrignon,Parc Angrignon,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1800,18,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297103,307581415","5033349,41866031","45,4400345829899","-73,5983814573001"
6009272,81-05314,Avenue Wilderton,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1992,,60,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,46",3,2015-08-05,"294996,372987404","5041213,33808237","45,5107713172207","-73,6254698126814"
6042093,81-05316,"Rue Berri, côté Est",,,20 - Arrondissement Ville-Marie,Mur,2004,,299,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-04-13,"300692,126538751","5041315,00691936","45,5117429839928","-73,5525747232589"
6061103,81-05317A,"Canal de l'Aqueduc, côté Sud",,M.S. Canal Aqueduc / Entre LaSalle et Crawford,18 - Arrondissement LaSalle,Mur,1915,,4158,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"54,52",3,2016-09-27,"294707,538179252","5031098,35155114","45,4197478228664","-73,6289587032867"
6057314,81-05317B,"Canal de l'Aqueduc, côté Nord",,M.S. Canal Aqueduc / Entre LaSalle et Crawford,18 - Arrondissement LaSalle,Mur,1915,,4944,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,69",3,2016-07-25,"294796,648516878","5031260,30002338","45,4212064022489","-73,6278233670101"
6042095,81-05320,"Accès à l'ave du Docteur-Penfield , côté Ouest",,,20 - Arrondissement Ville-Marie,Mur,1958,,379,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,37",4,2016-04-14,"297660,898589159","5039426,99818557","45,4947294481131","-73,5913424546923"
6042097,81-05322,"Ch. McDougall, côté Ouest",,,20 - Arrondissement Ville-Marie,Mur,1958,,731,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,2",4,2016-10-12,"297371,419469701","5039406,39573349","45,4945410366467","-73,595045927932"
6042099,81-05323,"Avenue des Pins Ouest, côté Nord",,,20 - Arrondissement Ville-Marie,Mur,1955,,127,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,4",4,2016-04-14,"297929,403374957","5039610,04500073","45,4963792777651","-73,5879095912069"
6009280,81-05324,Chemin de la Côte-des-Neiges,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1957,,336,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-20,"296264,682855895","5039547,10367611","45,4957945269093","-73,6092086347946"
6009291,81-05326,Chemin Deacon,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1940,,68,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-05,"295126,554287473","5041542,01671049","45,5137307150869","-73,6238102012991"
6042101,81-05328E,Entre l'avenue Steyning et des Pins Ouest,,,20 - Arrondissement Ville-Marie,Mur,1800,,80,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298045,312432608","5039870,96581152","45,4987282867817","-73,5864301231796"
6042121,81-05328M,"Avenue des Pins Ouest, côté Nord",,,20 - Arrondissement Ville-Marie,Mur,1800,,274,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298082,871831661","5039900,27408599","45,498992377762","-73,5859499307944"
6042123,81-05330A,"Avenue des Pins Ouest, côté Sud",,,20 - Arrondissement Ville-Marie,Mur,1911,,113,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"53,66",3,2015-07-16,"298522,418227785","5040832,36921576","45,5073838556859","-73,5803375890663"
6029390,81-05330B,Avenue du Docteur-Penfield,,,20 - Arrondissement Ville-Marie,Mur,1912,,124,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"58,85",3,2015-07-16,298539.340484692,5040795.03039587,45.5070480175958,-73.5801205494052
6009321,81-05332,Avenue du Docteur-Penfield,,,20 - Arrondissement Ville-Marie,Mur,1957,,165,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-11,"298631,248710576","5040714,29882972","45,5063223802958","-73,578943343117"
6042125,81-05341,"Rue Redpath-Crescent, côté Sud",,,20 - Arrondissement Ville-Marie,Mur,1912,,300,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298110,783177437","5040162,83824442","45,5013553097456","-73,5855963676792"
6042127,81-05343,"Rue Roulier, côté Nord",,,20 - Arrondissement Ville-Marie,Mur,1927,,55,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-06-01,"300525,745937346","5041565,19358747","45,5139932664527","-73,5547063297773"
6009341,81-05344,Rue Saint-Dominique,,,20 - Arrondissement Ville-Marie,Mur,1955,,128,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,69",4,2015-08-04,"299532,796124167","5041370,67492135","45,5122361148469","-73,5674130319559"
6030294,81-05349,Rue St-Denis,,,20 - Arrondissement Ville-Marie,Mur,1967,,98,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,85",4,2016-04-13,"299585,630973892","5041842,8396625","45,5164852420587","-73,5667418404002"
6042129,81-05353,"Ch. Côte-des-Neiges, côté Est",,,20 - Arrondissement Ville-Marie,Mur,1958,,58,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-04-14,"297741,811830993","5039474,50309189","45,4951577409123","-73,5903078809178"
6009422,81-05354,Avenue Wrexham,,,20 - Arrondissement Ville-Marie,Mur,1800,,115,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,61",4,2015-11-26,"299216,770106441","5039178,87171504","45,4925108810343","-73,5714327853163"
6041984,81-05355,"Boul. Pie IX, côté Est",,,25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1959,,143,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299296,486992421","5046710,80631575","45,5602867728198","-73,5704974821512"
6009459,81-05357,Chemin Hill Park,,,20 - Arrondissement Ville-Marie,Mur,1987,,51,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-08-04,"297057,993142026","5039603,31159657","45,4963095629552","-73,599059202056"
6042131,81-05370A,"Avenue du Docteur-Penfield, côté Sud",,,20 - Arrondissement Ville-Marie,Mur,1912,,79,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298677,034468394","5040594,96573803","45,5052489747427","-73,5783559199743"
6042133,81-05370B,"Avenue du Docteur-Penfield, côté Sud",,,20 - Arrondissement Ville-Marie,Mur,1956,,180,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298679,333618673","5040557,35022301","45,5049105147705","-73,578326028255"
6057316,81-05371A,"Voie Camillien-Houde, côté Nord",,,20 - Arrondissement Ville-Marie,Mur,1992,,67,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297505,706501618","5040651,29522276","45,505744585376","-73,5933462864116"
6034650,81-05371B,Voie Camillien-Houde,,M.S. Camillien-Houde / Chaînage 53+04,20 - Arrondissement Ville-Marie,Mur,1992,,149,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-10-04,"297520,528034033","5040695,03274973","45,5061383085783","-73,593157262205"
6042135,81-05373,"Avenue du Docteur-Penfield, côté Nord",,,20 - Arrondissement Ville-Marie,Mur,1956,,143,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,84",4,2015-08-04,"298334,694471176","5040100,63739464","45,5007977111725","-73,5827303436302"
6028366,81-05376,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,89,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294495,488261685","5048828,24786457","45,5792856429735","-73,6320405883881"
6029500,81-05377,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,106,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"91,38",4,2016-10-28,"294539,235748805","5048867,4431419","45,5796389798317","-73,6314808387927"
6029516,81-05378,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,108,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294662,48708995","5048932,16057389","45,5802231325586","-73,6299028502392"
6029532,81-05379,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,100,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294731,02848975","5048959,88842146","45,5804736309903","-73,6290251293283"
6029548,81-05380,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,145,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294827,858776733","5048949,07444508","45,5803777184121","-73,6277841156475"
6029564,81-05381,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,168,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294927,809983535","5048891,18636153","45,5798582503392","-73,6265021632969"
6029580,81-05382,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,224,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294995,873862578","5048839,89667768","45,579397693496","-73,6256289661822"
6029596,81-05383,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,206,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295092,731575965","5048777,06483421","45,57883367257","-73,6243865969673"
6029612,81-05384,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,206,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,30,2,2016-10-28,"295173,757834522","5048723,53210882","45,5783530953607","-73,6233472937615"
6029628,81-05385,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1985,,192,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,66",4,2016-10-28,"295282,596627379","5048659,47593","45,5777781965326","-73,6219514270826"
6028381,81-05386,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,"Pont à pout. béton précont., préfabr.",1985,272,,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,7",4,2015-10-30,"295343,997202134","5048626,31696325","45,5774806596365","-73,6211640297308"
6029740,81-05387,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,"Pont à pout. béton précont., préfabr.",1985,272,,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,03",4,2015-10-30,"295552,413030433","5048484,37330733","45,5762062100855","-73,6184908232017"
6029788,81-05388,Chemin de la carrière St-Michel,Carrière St-Michel,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,"Pont à pout. béton précont., préfabr.",1985,272,,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,96",4,2015-10-30,"295611,64530087","5048442,25194895","45,5758279743327","-73,6177310801713"
6042137,81-05449,"Rue Évangéline, côté Nord",,,12 - Arrondissement Verdun,Mur,1917,,812,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,93",4,2016-04-13,"298542,798784641","5036084,45332611","45,4646601627202","-73,5800162589857"
6015879,81-05450,Avenue Pierre-Dupuy,Canal Sud,,20 - Arrondissement Ville-Marie,Pont à haubans,1993,1645,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"72,65",3,2016-07-12,"302632,527142541","5040863,4525593","45,5076884391816","-73,5277384649624"
6033512,81-05451,Approche Nord du pont du Casino,chemin piéton,,20 - Arrondissement Ville-Marie,Pont à poutres en acier,1966,870,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302529,178434925","5040881,06912678","45,5078466316597","-73,5290611624703"
6048987,81-05452,Approche Sud du pont du Casino,Accès au Casino,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1993,932,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,12",4,2015-09-17,"302748,100201848","5040839,5028319","45,5074732790043","-73,526259306371"
6036827,81-05453,CN,Rue de la Commune Ouest,,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton précont.,1999,1269,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300420,837158915","5039215,40519198","45,4928482200576","-73,5560280826869"
6030283,81-05454,Chemin de la carrière St-Michel,,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,2000,,1409,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"84,44",4,2015-10-29,"295823,360192027","5048316,2521326","45,5746969539266","-73,6150160523939"
6009497,81-05457A,Rue de la Commune Est,,M.S. Sud de la Commune / Esplanade Faubourg Québec,20 - Arrondissement Ville-Marie,Mur,1995,,644,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-08-10,"300916,727124836","5041289,80457044","45,5115174896765","-73,5496999684492"
6009508,81-05457C,Rue de la Commune Est,,M.S. Sud de la Commune / Esplanade Faubourg Québec,20 - Arrondissement Ville-Marie,Mur,2006,,351,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,67",4,2016-08-10,"300962,089362582","5041361,98030207","45,5121672078379","-73,5491199661837"
6065144,81-05458, Rue St-Dominique,Rue De La Gauchetière Est,,20 - Arrondissement Ville-Marie,Pont couvert,1992,10,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300134,119863857","5040949,31086052","45,5084487892161","-73,5597129025373"
6065245,81-05459,Rue Jeanne-Mance,Rue De la Gauchetière Ouest,,20 - Arrondissement Ville-Marie,Pont couvert,1992,10,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299959,568652382","5040601,45921673","45,5053174848404","-73,5619433359058"
6072183,81-05461,"Autoroute 40, Est de la rue Damien-Gauthier",Club de Golf de l'Île de Montréal,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Ponceau rectang. en béton armé,2000,,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"303781,136534481","5060779,34668418","45,6868998725951","-73,5130805861895"
6042160,81-05462B,"Rue de la Commune Est, côté Sud",,,20 - Arrondissement Ville-Marie,Mur,2005,,71,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301011,413007713","5041539,11526319","45,5137614107846","-73,5484900605281"
6056233,81-05463,"Accès à l'avenue Pierre-Dupuy, dir. Ouest",piste cyclable,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1995,100,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302533,181198122","5040891,16407621","45,5079374832897","-73,5290099832063"
6056241,81-05464,Accès entre l'ave Pierre-Dupuy et l'île Notre-Dame,piste cyclable,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1965,34,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302524,432597924","5040899,80632982","45,5080152214401","-73,5291219849304"
6056244,81-05465,Accès entre l'ave Pierre-Dupuy et l'île Ste-Hélène,Terrain vague,,20 - Arrondissement Ville-Marie,Pont à poutres en acier,1991,204,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302230,873015884","5040954,15812056","45,5085032821572","-73,5328791508673"
6056227,81-05466,"Chemin Macdonald, côté Sud",Fleuve St-Laurent,,20 - Arrondissement Ville-Marie,"Pont de type Pony-Warren, en acier",1991,308,,98-Autre,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302283,404138355","5040928,16902953","45,508269612915","-73,5322067352663"
6033810,81-05467,Extrémité Ouest de l'Île Notre-Dame,Fleuve Saint-Laurent,,20 - Arrondissement Ville-Marie,Pont à poutres-caissons en acier,1965,64,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"303288,367253289","5039516,96516813","45,495573893731","-73,5193411328033"
202591,81-05468,Rue Panet,Autoroute 720 Est,,20 - Arrondissement Ville-Marie,Portique en béton armé,1986,451,,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-30,"300931,262008585","5041960,74570587","45,5175549730151","-73,5495192389165"
202592,81-05469,Rue Amherst,Autoroute 720 Est,,20 - Arrondissement Ville-Marie,Portique en béton armé,1986,720,,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-11,"300732,31755371","5041699,37835521","45,5152019513639","-73,5520635268158"
6036830,81-05470,"Boul. Maurice-Duplessis, à l'Ouest de l'aut. 25",Ruisseau De Montigny,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Ponceau arqué en acier,1965,,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296484,667556033","5053507,60558899","45,6214183412733","-73,6066312987865"
6042162,81-05471,"CN, près de la 59ième avenue",Rue Sherbrooke Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Pont à dalle pleine en béton précont.,2004,533,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,"304549,273786379","5059492,5617957","45,6753218945185","-73,5032182618919"
6065100,81-05472,Avenue Viger,Boulevard Saint-Laurent,,20 - Arrondissement Ville-Marie,Pont couvert,1998,25,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300199,324687907","5040852,06224041","45,5075741386807","-73,5588775137416"
6065101,81-05473, Boulevard René-Lévesque,Boulevard Saint-Laurent,,20 - Arrondissement Ville-Marie,Pont couvert,1998,25,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300007,590598429","5040976,68236507","45,5086942314703","-73,5613324626732"
