"Annee_imposition","Genre","Age","Avec_conjoint","Region_administrative","Nombre_de_particuliers","Credit_moyen"
2016,"Féminin","Moins de 40 ans","FALSE","01 - Bas-Saint-Laurent",34,1931.81
2016,"Féminin","Moins de 40 ans","FALSE","02 - Saguenay - Lac-Saint-Jean",54,2329.48
2016,"Féminin","Moins de 40 ans","FALSE","03 - Capitale-Nationale",133,1310.05
2016,"Féminin","Moins de 40 ans","FALSE","04 - Mauricie",55,1485.34
2016,"Féminin","Moins de 40 ans","FALSE","05 - Estrie",76,1083.85
2016,"Féminin","Moins de 40 ans","FALSE","06 - Montréal",269,1720.03
2016,"Féminin","Moins de 40 ans","FALSE","07 - Outaouais",70,1262.75
2016,"Féminin","Moins de 40 ans","FALSE","08+09+10+11 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec + Gaspésie - Îles-de-la-Madeleine",63,2306.83
2016,"Féminin","Moins de 40 ans","FALSE","12 - Chaudière-Appalaches",98,1557.91
2016,"Féminin","Moins de 40 ans","FALSE","13 - Laval",50,1323.52
2016,"Féminin","Moins de 40 ans","FALSE","14 - Lanaudière",80,1670.56
2016,"Féminin","Moins de 40 ans","FALSE","15 - Laurentides",90,1480.52
2016,"Féminin","Moins de 40 ans","FALSE","16 - Montérégie",252,1422.80
2016,"Féminin","Moins de 40 ans","FALSE","17 - Centre-du-Québec",56,1194.98
2016,"Féminin","Moins de 40 ans","TRUE","01 - Bas-Saint-Laurent",112,2212.26
2016,"Féminin","Moins de 40 ans","TRUE","02 - Saguenay - Lac-Saint-Jean",158,1638.06
2016,"Féminin","Moins de 40 ans","TRUE","03 - Capitale-Nationale",599,1758.62
2016,"Féminin","Moins de 40 ans","TRUE","04 - Mauricie",120,1482.45
2016,"Féminin","Moins de 40 ans","TRUE","05 - Estrie",264,1540.69
2016,"Féminin","Moins de 40 ans","TRUE","06 - Montréal",994,2041.54
2016,"Féminin","Moins de 40 ans","TRUE","07 - Outaouais",155,1529.09
2016,"Féminin","Moins de 40 ans","TRUE","08+09+10+11 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec + Gaspésie - Îles-de-la-Madeleine",109,2162.54
