"Annee_imposition","Genre","Age","Avec_conjoint","Region_administrative","Nombre_de_particuliers","Credit_moyen"
2014,"Féminin","Moins de 30 ans","FALSE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",356,2110.59
2014,"Féminin","Moins de 30 ans","FALSE","02 - Saguenay - Lac-Saint-Jean",305,2575.27
2014,"Féminin","Moins de 30 ans","FALSE","03 - Capitale-Nationale",813,2669.94
2014,"Féminin","Moins de 30 ans","FALSE","04 - Mauricie",433,2025.23
2014,"Féminin","Moins de 30 ans","FALSE","05 - Estrie",754,1871.57
2014,"Féminin","Moins de 30 ans","FALSE","06 - Montréal",2408,2880.90
2014,"Féminin","Moins de 30 ans","FALSE","07 - Outaouais",661,2414.69
2014,"Féminin","Moins de 30 ans","FALSE","08 - Abitibi-Témiscamingue",284,1646.23
2014,"Féminin","Moins de 30 ans","FALSE","09+10 - Côte-Nord + Nord-du-Québec",233,2191.96
2014,"Féminin","Moins de 30 ans","FALSE","12 - Chaudière-Appalaches",550,2126.50
2014,"Féminin","Moins de 30 ans","FALSE","13 - Laval",521,2890.26
2014,"Féminin","Moins de 30 ans","FALSE","14 - Lanaudière",917,2482.07
2014,"Féminin","Moins de 30 ans","FALSE","15 - Laurentides",863,2393.70
2014,"Féminin","Moins de 30 ans","FALSE","16 - Montérégie",1834,2593.76
2014,"Féminin","Moins de 30 ans","FALSE","17 - Centre-du-Québec",448,2144.89
2014,"Féminin","Moins de 30 ans","TRUE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",752,2147.13
2014,"Féminin","Moins de 30 ans","TRUE","02 - Saguenay - Lac-Saint-Jean",853,2571.96
2014,"Féminin","Moins de 30 ans","TRUE","03 - Capitale-Nationale",2066,2918.84
2014,"Féminin","Moins de 30 ans","TRUE","04 - Mauricie",671,2292.16
2014,"Féminin","Moins de 30 ans","TRUE","05 - Estrie",1512,2397.30
2014,"Féminin","Moins de 30 ans","TRUE","06 - Montréal",2866,3443.20
2014,"Féminin","Moins de 30 ans","TRUE","07 - Outaouais",941,2766.62
2014,"Féminin","Moins de 30 ans","TRUE","08 - Abitibi-Témiscamingue",524,1760.94
2014,"Féminin","Moins de 30 ans","TRUE","09+10 - Côte-Nord + Nord-du-Québec",279,1784.22
2014,"Féminin","Moins de 30 ans","TRUE","12 - Chaudière-Appalaches",1558,2197.28
2014,"Féminin","Moins de 30 ans","TRUE","13 - Laval",690,3001.21
2014,"Féminin","Moins de 30 ans","TRUE","14 - Lanaudière",1674,2736.69
2014,"Féminin","Moins de 30 ans","TRUE","15 - Laurentides",1723,2759.89
2014,"Féminin","Moins de 30 ans","TRUE","16 - Montérégie",3406,2617.38
2014,"Féminin","Moins de 30 ans","TRUE","17 - Centre-du-Québec",1059,2237.72
2014,"Féminin","30 à 34 ans","FALSE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",470,1334.97
2014,"Féminin","30 à 34 ans","FALSE","02 - Saguenay - Lac-Saint-Jean",512,1341.16
2014,"Féminin","30 à 34 ans","FALSE","03 - Capitale-Nationale",1285,1843.64
2014,"Féminin","30 à 34 ans","FALSE","04 - Mauricie",597,1270.17
2014,"Féminin","30 à 34 ans","FALSE","05 - Estrie",1037,1039.85
2014,"Féminin","30 à 34 ans","FALSE","06 - Montréal",3395,2300.30
2014,"Féminin","30 à 34 ans","FALSE","07 - Outaouais",848,1806.20
2014,"Féminin","30 à 34 ans","FALSE","08 - Abitibi-Témiscamingue",372,906.78
2014,"Féminin","30 à 34 ans","FALSE","09+10 - Côte-Nord + Nord-du-Québec",267,1662.21
2014,"Féminin","30 à 34 ans","FALSE","12 - Chaudière-Appalaches",819,1307.33
2014,"Féminin","30 à 34 ans","FALSE","13 - Laval",735,2060.53
2014,"Féminin","30 à 34 ans","FALSE","14 - Lanaudière",1303,1603.30
2014,"Féminin","30 à 34 ans","FALSE","15 - Laurentides",1462,1343.13
2014,"Féminin","30 à 34 ans","FALSE","16 - Montérégie",2760,1571.24
2014,"Féminin","30 à 34 ans","FALSE","17 - Centre-du-Québec",605,1129.67
2014,"Féminin","30 à 34 ans","TRUE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",1402,1775.11
2014,"Féminin","30 à 34 ans","TRUE","02 - Saguenay - Lac-Saint-Jean",1468,2027.21
2014,"Féminin","30 à 34 ans","TRUE","03 - Capitale-Nationale",4849,2767.28
2014,"Féminin","30 à 34 ans","TRUE","04 - Mauricie",1267,1870.67
2014,"Féminin","30 à 34 ans","TRUE","05 - Estrie",2885,1750.50
2014,"Féminin","30 à 34 ans","TRUE","06 - Montréal",7931,2910.20
2014,"Féminin","30 à 34 ans","TRUE","07 - Outaouais",1970,2193.52
2014,"Féminin","30 à 34 ans","TRUE","08 - Abitibi-Témiscamingue",888,1353.10
2014,"Féminin","30 à 34 ans","TRUE","09+10 - Côte-Nord + Nord-du-Québec",514,1191.32
2014,"Féminin","30 à 34 ans","TRUE","12 - Chaudière-Appalaches",3344,1938.13
2014,"Féminin","30 à 34 ans","TRUE","13 - Laval",2099,2556.64
2014,"Féminin","30 à 34 ans","TRUE","14 - Lanaudière",3540,2017.13
2014,"Féminin","30 à 34 ans","TRUE","15 - Laurentides",3573,2107.13
2014,"Féminin","30 à 34 ans","TRUE","16 - Montérégie",7958,2204.75
2014,"Féminin","30 à 34 ans","TRUE","17 - Centre-du-Québec",1718,1644.18
2014,"Féminin","35 à 39 ans","FALSE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",584,1166.31
2014,"Féminin","35 à 39 ans","FALSE","02 - Saguenay - Lac-Saint-Jean",486,1024.61
2014,"Féminin","35 à 39 ans","FALSE","03 - Capitale-Nationale",1848,1132.54
2014,"Féminin","35 à 39 ans","FALSE","04 - Mauricie",716,828.34
2014,"Féminin","35 à 39 ans","FALSE","05 - Estrie",1354,706.79
2014,"Féminin","35 à 39 ans","FALSE","06 - Montréal",4483,1714.27
2014,"Féminin","35 à 39 ans","FALSE","07 - Outaouais",1003,1208.62
2014,"Féminin","35 à 39 ans","FALSE","08 - Abitibi-Témiscamingue",424,691.97
2014,"Féminin","35 à 39 ans","FALSE","09+10 - Côte-Nord + Nord-du-Québec",264,1455.32
2014,"Féminin","35 à 39 ans","FALSE","12 - Chaudière-Appalaches",1227,804.21
2014,"Féminin","35 à 39 ans","FALSE","13 - Laval",1052,1319.81
2014,"Féminin","35 à 39 ans","FALSE","14 - Lanaudière",1734,1035.36
2014,"Féminin","35 à 39 ans","FALSE","15 - Laurentides",1874,886.63
2014,"Féminin","35 à 39 ans","FALSE","16 - Montérégie",3822,1058.72
2014,"Féminin","35 à 39 ans","FALSE","17 - Centre-du-Québec",718,776.13
2014,"Féminin","35 à 39 ans","TRUE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",1514,1127.46
2014,"Féminin","35 à 39 ans","TRUE","02 - Saguenay - Lac-Saint-Jean",1267,1125.63
2014,"Féminin","35 à 39 ans","TRUE","03 - Capitale-Nationale",5458,1696.76
2014,"Féminin","35 à 39 ans","TRUE","04 - Mauricie",1334,1072.96
2014,"Féminin","35 à 39 ans","TRUE","05 - Estrie",3050,971.82
2014,"Féminin","35 à 39 ans","TRUE","06 - Montréal",10929,2144.72
2014,"Féminin","35 à 39 ans","TRUE","07 - Outaouais",2425,1314.52
2014,"Féminin","35 à 39 ans","TRUE","08 - Abitibi-Témiscamingue",895,735.86
2014,"Féminin","35 à 39 ans","TRUE","09+10 - Côte-Nord + Nord-du-Québec",475,752.28
2014,"Féminin","35 à 39 ans","TRUE","12 - Chaudière-Appalaches",3706,1131.44
2014,"Féminin","35 à 39 ans","TRUE","13 - Laval",3355,1567.35
2014,"Féminin","35 à 39 ans","TRUE","14 - Lanaudière",4009,1245.23
2014,"Féminin","35 à 39 ans","TRUE","15 - Laurentides",4152,1156.95
2014,"Féminin","35 à 39 ans","TRUE","16 - Montérégie",10093,1365.26
2014,"Féminin","35 à 39 ans","TRUE","17 - Centre-du-Québec",1883,977.81
2014,"Féminin","40 à 45 ans","FALSE","01+11 - Bas-Saint-Laurent + Gaspésie - Îles-de-la-Madeleine",426,812.88
2014,"Féminin","40 à 45 ans","FALSE","02 - Saguenay - Lac-Saint-Jean",289,657.98
2014,"Féminin","40 à 45 ans","FALSE","03 - Capitale-Nationale",1559,719.03
