NO,SRCGNR_NO,TYPPLL_CODE,DOM_INTERV,DTHR_ENREGISTRE,PROVENANCE,CDSREGPST_CODE_LIEU_PLN
20051290,24,ND AIR,A,2005-10-04,T,
20051291,24,ND AIR,A,2005-10-04,T,
20051292,24,ND AIR,A,2005-10-04,T,
20051293,24,ND AIR,A,2005-10-04,T,
20051294,24,ND AIR,A,2005-10-05,T,
20051295,24,ND AIR,A,2005-10-04,T,
20051296,24,ND AIR,A,2005-10-05,T,H4E
20051297,24,ND AIR,A,2005-10-05,T,H2G
20051298,24,ND AIR,A,2005-10-05,T,
20051299,24,ND AIR,A,2005-10-05,T,
20051300,24,ND AIR,A,2005-10-05,T,
20051301,24,ND AIR,A,2005-10-05,T,H1B
20051302,24,ND AIR,A,2005-10-05,T,H2M
20051303,24,ND AIR,A,2005-10-05,T,H2N
20051310,24,ND AIR,A,2005-10-05,T,
20051311,24,ND AIR,A,2005-10-05,T,
20051312,24,ND AIR,A,2005-10-05,T,
20051313,24,ND AIR,A,2005-10-05,T,
20051314,24,ND AIR,A,2005-10-05,T,
20051315,24,ND AIR,A,2005-10-05,T,
20051316,24,ND AIR,A,2005-10-06,T,H1N
20051317,24,ND AIR,A,2005-10-06,T,
20051318,24,ND AIR,A,2005-10-06,T,H3J
20051319,24,ND AIR,A,2005-10-07,T,
20051320,24,ND AIR,A,2005-10-07,T,H1L
20060078,24,ODEUR,A,2006-02-16,T,H1R
20060079,1,ODEUR,A,2006-02-16,T,
20060080,24,ODEUR,A,2006-02-17,T,H2K
20060083,1,ODEUR,A,2006-02-21,T,
20060084,24,ODEUR,A,2006-02-21,T,H1A
20060085,24,ODEUR,A,2006-02-23,T,H1R
20060086,2,ODEUR,A,2006-02-23,T,H9R
20060087,1,ODEUR,A,2006-02-23,T,
20060088,24,ODEUR,A,2006-02-23,T,H2T
20060089,1,ODEUR,A,2006-02-24,T,H1B
20060090,1,FUMÉE,A,2006-02-14,I,
20060091,1,ODEUR,A,2006-02-17,I,H9R
20060092,5,ODEUR,A,2006-02-26,T,H1K
20060093,1,ODEUR,A,2006-02-26,T,H1B
20060094,1,ODEUR,A,2006-02-26,T,
20060095,1,ODEUR,A,2006-02-27,T,
20060096,13,GAZ ECHA,A,2006-02-27,T,
20060097,1,ND EAU,E,2006-02-27,T,H4S
20060098,24,ODEUR,A,2006-02-27,T,H1B
20060100,1,FUMÉE,A,2006-03-01,T,H8S
20060101,1,ODEUR,A,2006-03-02,T,
20060102,1,ODEUR,A,2006-03-02,T,H1R
20060103,1,ODEUR,A,2006-03-04,T,
20060106,1,ODEUR,A,2006-03-06,T,
20060107,11,ODEUR,A,2006-03-06,T,H4R
20060108,11,FUMÉE,A,2006-03-06,V,H9P
20060110,24,ODEUR,A,2006-03-07,T,H1G
20060111,24,ODEUR,A,2006-03-06,T,H1B
20060112,1,FUMÉE,A,2006-03-08,T,
20060296,1,ODEUR,A,2006-05-11,T,
20060297,1,ODEUR,A,2006-05-11,T,
20060298,15,ODEUR,A,2006-05-12,T,H3B
20060299,14,FUMÉE,A,2006-05-12,T,H4R
20060300,2,ODEUR,A,2006-05-12,T,H4N
20060301,24,ODEUR,A,2006-05-14,T,H1R
20060302,8,PART,A,2006-05-15,T,H4R
20060303,2,FUMÉE,A,2006-05-15,T,
20060304,13,GAZ ECHA,A,2006-05-15,T,H2L
20060305,2,ND AIR,A,2006-05-15,T,
20060306,1,ODEUR,A,2006-05-15,T,
20060307,24,ODEUR,A,2006-05-10,I,H1K
20060309,2,PART,A,2006-05-15,V,
20060310,2,PART,A,2006-05-15,V,
20060311,24,FUMÉE,A,2006-05-16,V,H1N
20060312,2,ODEUR,A,2006-05-16,T,
20060313,2,ODEUR,A,2006-05-16,T,
20060314,2,ND EAU,E,2006-05-17,T,
20060315,2,PART,A,2006-05-16,T,
20060316,2,ODEUR,A,2006-05-17,T,
20060317,24,ODEUR,A,2006-05-17,T,H4L
20050929,14,PART,A,2005-08-05,T,H4E
20050930,1,ODEUR,A,2005-08-05,T,
20050931,24,ODEUR,A,2005-08-05,T,H1A
20050932,1,ODEUR,A,2005-08-06,T,
20050933,1,ODEUR,A,2005-08-06,T,
20050934,1,ODEUR,A,2005-08-08,T,
20050935,1,ODEUR,A,2005-08-06,T,
20050936,1,ODEUR,A,2005-08-06,T,
20050937,1,ODEUR,A,2005-08-06,T,
20050938,14,GAZ ECHA,A,2005-08-06,T,H8N
20050939,2,ODEUR,A,2005-08-07,T,
20050940,24,ODEUR,A,2005-08-08,T,H1B
20050941,1,ODEUR,A,2005-08-08,T,
20050942,24,PART,A,2005-08-08,T,H2J
20050943,24,ODEUR,A,2005-08-08,T,H4C
20050944,1,ODEUR,A,2005-08-08,T,
20050945,1,ODEUR,A,2005-08-08,T,
20050946,1,ODEUR,A,2005-08-08,T,
20050947,1,ODEUR,A,2005-08-08,T,
20050948,11,ND AIR,A,2005-08-08,T,H1T
20050949,1,ODEUR,A,2005-08-08,T,
20050950,1,ODEUR,A,2005-08-08,T,
20050951,24,ODEUR,A,2005-08-09,T,H1B
20050952,24,PART,A,2005-08-09,T,H8S
20050953,14,PART,A,2005-08-09,T,
20050954,1,ODEUR,A,2005-08-09,T,
20050955,2,PART,A,2005-08-09,T,
20050960,1,ODEUR,A,2005-08-10,T,
20050961,1,ODEUR,A,2005-08-10,T,
20050962,1,ODEUR,A,2005-08-10,T,
20050963,24,ODEUR,A,2005-08-11,T,H9R
20050964,1,ODEUR,A,2005-08-11,T,
20050966,24,FUMÉE,A,2005-08-11,T,H1B
20050981,14,ND EAU,E,2005-08-15,T,H2K
20050982,1,ODEUR,A,2005-08-15,T,
20051324,24,ND AIR,A,2005-10-07,T,H1B
20051325,24,ND EAU,E,2005-10-07,T,
20051326,24,ODEUR,A,2005-10-09,T,H1K
20051327,2,ODEUR,A,2005-10-10,T,H1R
20051328,24,PART,A,2005-10-11,T,H2K
20051329,24,PART,A,2005-10-03,T,
20051330,24,PART,A,2005-10-05,T,
20051331,2,ODEUR,A,2005-10-11,T,
20051332,1,ODEUR,A,2005-10-11,T,
20051333,6,PART,A,2005-10-11,T,
20051334,24,PART,A,2005-10-03,T,
20051335,1,ODEUR,A,2005-10-11,T,
20051336,2,ODEUR,A,2005-10-11,T,H1R
20051337,24,PART,A,2005-10-12,T,H2H
20051338,2,ND EAU,E,2005-10-12,F,
20051339,24,ND EAU,E,2005-10-12,T,H4L
20051340,1,ODEUR,A,2005-10-12,T,
20051341,2,ODEUR,A,2005-10-12,T,H1R
20051342,24,ND EAU,E,2005-10-13,T,H1J
20051343,13,GAZ ECHA,A,2005-10-13,T,H3N
20051344,24,ND AIR,A,2005-10-14,T,H2P
20051345,24,ND EAU,E,2005-10-11,T,H4N
20051346,24,ND EAU,E,2005-10-14,C,H2Y
20051347,1,ODEUR,A,2005-10-17,T,
20051348,1,ODEUR,A,2005-10-17,T,
20051351,2,ODEUR,A,2005-10-19,T,
20051352,24,ND AIR,A,2005-10-20,T,H1Y
20051355,1,ODEUR,A,2005-10-21,T,
20051356,14,PART,A,2005-10-24,T,H1C
20051357,2,ODEUR,A,2005-10-23,T,H1R
20060113,1,ODEUR,A,2006-03-08,T,H1A
20060114,24,ND EAU,E,2006-03-09,T,H1L
20060115,24,ODEUR,A,2006-03-09,T,H4G
20060117,1,ODEUR,A,2006-03-10,T,
20060120,1,ODEUR,A,2006-03-14,T,
20060122,1,ODEUR,A,2006-03-14,T,
20060123,8,PART,A,2006-03-14,V,H2L
20060124,24,ND EAU,E,2006-03-13,I,H9W
20060125,10,ODEUR,E,2006-03-15,T,H4E
20060126,1,ODEUR,A,2006-03-16,F,
20060127,15,ND EAU,E,2006-03-16,F,H3A
20060129,1,ODEUR,A,2006-03-17,T,
20060130,1,ODEUR,A,2006-03-17,T,
20060131,15,GAZ ECHA,A,2006-03-19,T,H3B
20060132,2,ODEUR,A,2006-03-21,T,H1R
20060133,1,PART,A,2006-03-20,I,
20060134,1,ODEUR,A,2006-03-18,I,
20060137,24,ODEUR,A,2006-03-23,T,H4N
20060138,1,PART,A,2006-03-23,T,
20060139,1,PART,A,2006-03-22,I,H4S
20060140,1,ODEUR,A,2006-03-24,T,
20060141,1,ODEUR,A,2006-03-24,T,
20060142,1,ODEUR,A,2006-03-25,T,H1R
20060143,1,ODEUR,A,2006-03-25,T,
20060144,1,ODEUR,A,2006-03-26,T,H1R
20060145,13,GAZ ECHA,A,2006-03-22,I,
20060146,2,ODEUR,A,2006-03-27,T,
20060149,14,PART,A,2006-03-28,T,H1C
20060152,1,ODEUR,A,2006-03-29,T,
20060153,14,PART,A,2006-03-29,T,
20060154,8,PART,A,2006-03-30,T,H1J
20060318,2,PART,A,2006-05-16,V,
20060319,5,ND EAU,E,2006-05-17,T,H4K
20060320,2,FUMÉE,A,2006-05-17,T,
20060321,2,ODEUR,A,2006-05-17,T,
20060322,2,ODEUR,A,2006-05-17,T,
20060323,24,ODEUR,A,2006-05-17,T,H1R
20060324,1,ODEUR,A,2006-05-18,T,
20060325,2,ODEUR,A,2006-05-18,T,
20060326,1,ODEUR,A,2006-05-18,T,
20060327,1,ODEUR,A,2006-05-18,T,
20060328,1,ODEUR,A,2006-05-18,T,
20060329,2,ND EAU,E,2006-05-19,T,
20060330,24,ODEUR,A,2006-05-19,T,H1R
20060331,2,ODEUR,A,2006-05-19,T,
20060332,2,ODEUR,A,2006-05-20,T,
20060333,24,ODEUR,A,2006-05-20,T,H1B
20060334,24,ODEUR,A,2006-05-21,T,H1B
20060335,24,ODEUR,A,2006-05-21,T,H1R
20060336,24,PART,A,2006-05-22,T,H1B
20060337,24,PART,A,2006-05-23,T,H1B
20060338,24,PART,A,2006-05-23,T,H1A
20060339,24,ODEUR,A,2006-05-23,T,H1R
20060340,8,PART,A,2006-05-24,T,H1A
20060341,24,PART,A,2006-05-24,T,H1A
20060342,24,PART,A,2006-05-24,V,H1X
20060343,2,PART,A,2006-05-24,T,
20060344,2,ODEUR,A,2006-05-24,T,
20060345,1,ODEUR,A,2006-05-24,T,
20060346,1,ODEUR,A,2006-05-24,T,
20060347,2,ODEUR,A,2006-05-25,T,
20060348,8,PART,A,2006-05-25,T,H3N
20060349,8,PART,A,2006-05-25,T,H2S
20050983,24,ODEUR,A,2005-08-15,T,H9H
20050984,24,ODEUR,A,2005-08-15,T,H8R
20051014,7,ODEUR,A,2005-08-15,T,H4M
20051016,24,ODEUR,A,2005-08-17,T,H1B
20051019,1,ODEUR,A,2005-08-18,T,
20051020,1,ODEUR,A,2005-08-18,T,
20051021,1,ODEUR,A,2005-08-18,T,
20051022,1,ODEUR,A,2005-08-18,T,
20051023,24,ODEUR,A,2005-08-19,T,H1B
20051024,2,ODEUR,A,2005-08-19,T,H1R
20051026,2,ODEUR,A,2005-08-19,T,
20051027,1,ODEUR,A,2005-08-19,T,
20051028,15,GAZ ECHA,A,2005-08-19,T,H3H
20051045,24,ODEUR,A,2005-08-25,T,H9R
20051049,10,PART,A,2005-08-25,T,H2X
20051111,24,PART,A,2005-09-01,T,H1A
20051112,1,ODEUR,A,2005-09-01,T,
20051113,24,ODEUR,A,2005-09-02,T,H1B
20051114,2,FUMÉE,A,2005-09-02,T,
20051115,1,ODEUR,A,2005-09-02,T,
20051116,1,ODEUR,A,2005-09-02,T,
20051117,1,ODEUR,A,2005-09-02,T,
20051118,14,GAZ ECHA,A,2005-09-02,T,H4R
20051119,14,GAZ ECHA,A,2005-09-02,T,H3H
20051120,2,PART,A,2005-09-02,T,H4W
20051121,2,PART,A,2005-09-02,T,H4P
20051122,8,ND EAU,E,2005-09-02,T,H3X
20051137,11,FUMÉE,A,2005-09-06,F,H2B
20051159,24,ND AIR,A,2005-09-07,T,
20051370,1,ODEUR,A,2005-10-28,T,
20051371,1,ODEUR,A,2005-10-28,T,
20051374,24,ND AIR,A,2005-11-01,T,H1G
20051375,2,ND EAU,E,2005-11-02,T,
20051383,1,ODEUR,A,2005-11-09,T,
20051384,1,FUMÉE,A,2005-11-10,T,
20051385,24,ODEUR,A,2005-11-10,T,H2N
20051397,2,FUMÉE,A,2005-11-14,T,
20051398,2,ND EAU,E,2005-11-14,T,
20051402,1,ND EAU,E,2005-11-16,T,
20051403,2,ODEUR,A,2005-11-16,T,
20051407,22,ODEUR,A,2005-11-18,T,H1B
20051408,1,ODEUR,A,2005-11-18,T,
20051409,2,ND EAU,E,2005-11-17,T,
20051410,2,ND EAU,E,2005-11-17,T,
20051411,23,FUMÉE,A,2005-11-18,T,H3T
20051412,8,ND EAU,E,2005-11-18,T,H2J
20051413,1,FUMÉE,A,2005-11-19,T,
20051414,1,ODEUR,A,2005-11-20,T,
20051419,14,GAZ ECHA,A,2005-11-24,I,
20051420,15,GAZ ECHA,A,2005-11-24,T,H4B
20051438,24,ND EAU,E,2005-11-29,T,H3C
20051439,1,ODEUR,A,2005-11-29,T,H1R
20051440,1,ND EAU,E,2005-11-29,T,
20051441,7,ODEUR,A,2005-11-30,T,
20051442,1,ODEUR,A,2005-11-30,T,
20051456,1,ODEUR,A,2005-12-06,T,
20051460,10,ODEUR,A,2005-12-07,T,H2H
20051461,1,FUMÉE,A,2005-12-08,T,
20051462,1,ODEUR,A,2005-12-08,T,
20051463,1,ODEUR,A,2005-12-08,T,H2S
20060162,1,ODEUR,A,2006-03-31,T,
20060163,1,ODEUR,A,2006-03-31,I,
20060164,1,ODEUR,A,2006-04-03,T,
20060165,1,ODEUR,A,2006-04-03,T,
20060166,1,ODEUR,A,2006-04-01,T,
20060167,13,ND EAU,E,2006-04-03,T,H1B
20060172,1,ND EAU,E,2006-04-04,F,
20060173,2,ND EAU,E,2006-04-05,T,H2H
20060174,2,PART,A,2006-04-06,T,
20060175,8,PART,A,2006-04-06,T,H4V
20060176,1,ODEUR,A,2006-04-06,T,
20060177,1,ND EAU,E,2006-04-06,T,
20060178,2,ND EAU,E,2006-04-07,T,
20060181,1,FUMÉE,A,2006-04-11,T,
20060182,10,ODEUR,A,2006-04-10,T,
20060183,11,FUMÉE,A,2006-04-11,T,H9S
20060184,1,ODEUR,A,2006-04-11,T,
20060185,1,FUMÉE,A,2006-04-11,T,
20060186,1,FUMÉE,A,2006-04-11,T,
20060187,1,FUMÉE,A,2006-04-11,T,
20060188,1,ODEUR,A,2006-04-11,T,
20060189,1,ODEUR,A,2006-04-11,T,
20060190,1,ODEUR,A,2006-04-12,T,
20060191,1,ODEUR,A,2006-04-12,T,
20060192,9,PART,A,2006-04-12,V,H8S
20060193,8,PART,A,2006-04-12,V,H4A
20060195,1,ODEUR,A,2006-04-02,I,H1B
20060196,1,ODEUR,A,2006-04-02,I,H1B
20060197,1,ODEUR,A,2006-04-13,I,
20060198,1,ODEUR,A,2006-04-14,T,
20060199,1,ODEUR,A,2006-04-18,T,
20060200,14,PART,A,2006-04-18,T,
20060201,10,PART,A,2006-04-18,T,H1Y
20041575,1,ODEUR,A,2004-10-18,T,
20041576,1,ODEUR,A,2004-10-18,T,
20041578,2,ODEUR,A,2004-10-18,T,
20041582,24,ODEUR,A,2004-10-20,T,H1R
20041583,8,PART,A,2004-10-20,T,H1B
20041589,24,ODEUR,A,2004-10-20,T,H1C
20041590,24,ODEUR,A,2004-10-21,T,H1J
20041591,17,ODEUR,A,2004-10-21,T,H2X
20041592,2,ND EAU,E,2004-10-21,T,
20041597,24,PART,A,2004-10-22,T,H1K
20041612,24,ND AIR,A,2004-10-28,T,H4B
20041623,24,ND EAU,E,2004-11-02,T,H9R
20041624,2,ND EAU,E,2004-11-02,T,
20041625,8,AUCUN,A,2004-11-02,T,H3M
20041632,1,ODEUR,A,2004-11-04,T,
20041633,1,ODEUR,A,2004-11-04,T,
20041635,1,ODEUR,A,2004-11-05,T,H3C
20041636,10,ND EAU,E,2004-11-05,T,H1G
20041637,24,ODEUR,A,2004-11-05,T,H1B
20041649,24,ODEUR,A,2004-11-11,T,H4M
20041650,1,ODEUR,A,2004-11-11,T,
20041651,1,ODEUR,A,2004-11-11,T,
20041652,24,ODEUR,A,2004-11-11,T,H1B
20041658,2,ODEUR,A,2004-11-15,T,
20041659,1,ODEUR,A,2004-11-15,T,
20041602,4,PART,A,2004-10-25,T,H1L
20041613,1,ODEUR,A,2004-10-28,T,H4L
20041614,1,ODEUR,A,2004-10-29,T,
20041615,2,PART,A,2004-10-29,T,
20041616,1,ODEUR,A,2004-10-29,F,
20041617,1,ODEUR,A,2004-10-29,F,
20041618,1,FUMÉE,A,2004-11-01,T,
20041626,1,ODEUR,A,2004-11-03,T,
20041627,1,ODEUR,A,2004-11-03,T,
20041628,1,ODEUR,A,2004-11-04,T,
20041629,14,PART,A,2004-11-03,T,H1C
20041630,2,ODEUR,A,2004-11-03,T,
20041631,24,ODEUR,A,2004-11-04,T,
20041664,2,ODEUR,A,2004-11-17,T,H1R
20041667,24,ODEUR,A,2004-11-17,T,H1A
20041668,2,ODEUR,A,2004-11-17,T,H3C
20041669,14,ND AIR,A,2004-11-17,T,
20041670,8,PART,A,2004-11-17,T,H3M
20041671,2,ODEUR,A,2004-11-17,T,
20041672,8,PART,A,2004-11-17,T,H1M
20041689,2,ODEUR,A,2004-11-24,T,H1R
20041691,1,ODEUR,A,2004-11-25,T,
20041692,24,ODEUR,A,2004-11-25,T,H9R
20041701,2,ODEUR,A,2004-12-01,T,
20041702,1,ODEUR,A,2004-12-01,T,
20041705,24,ND EAU,E,2004-12-02,T,H9P
20041706,14,ND AIR,A,2004-12-02,T,H3G
20041718,2,ND EAU,E,2004-12-07,T,
20041565,24,ND EAU,E,2004-10-14,T,H9C
20041566,1,ODEUR,A,2004-10-14,T,
20041567,1,ODEUR,A,2004-10-14,T,
20041640,8,ODEUR,A,2004-11-08,T,H2X
20041641,24,ODEUR,A,2004-11-08,T,H1R
20041661,2,FUMÉE,A,2004-11-16,T,
20041717,1,ODEUR,A,2004-12-06,T,
20041737,17,ODEUR,A,2004-12-15,T,H2X
20041738,24,PART,A,2004-12-15,T,H1B
20041739,24,ODEUR,A,2004-12-15,T,
20041740,2,ODEUR,A,2004-12-15,T,
20041767,1,ODEUR,A,2004-12-29,T,
20041768,1,ODEUR,A,2004-12-29,T,
20041769,1,ODEUR,A,2004-12-29,T,
20041770,1,ODEUR,A,2004-12-29,T,
20050013,1,ODEUR,A,2005-01-10,T,
20050014,1,ODEUR,A,2005-01-10,T,
20050015,1,ODEUR,A,2005-01-10,T,
20050016,1,ODEUR,A,2005-01-10,T,
20050017,1,ODEUR,A,2005-01-10,T,
20050018,1,ODEUR,A,2005-01-10,T,
20050025,1,ODEUR,A,2005-01-13,T,
20050051,24,ODEUR,A,2005-01-24,F,H1L
20050052,1,ODEUR,A,2005-01-24,T,
20050053,1,AUCUN,A,2005-01-24,T,
20050054,1,ODEUR,A,2005-01-24,T,
20050056,1,ODEUR,A,2005-01-25,T,
20050060,1,ODEUR,A,2005-01-26,T,
20050061,1,ODEUR,A,2005-01-26,T,
20050081,1,ODEUR,A,2005-02-02,T,
20050082,1,ODEUR,A,2005-02-02,T,
20050887,1,ODEUR,A,2005-07-27,T,
20041569,1,ODEUR,A,2004-10-15,T,
20041570,1,ODEUR,A,2004-10-15,T,
20041571,1,ODEUR,A,2004-10-15,T,
20041572,1,ODEUR,A,2004-10-15,F,
20041573,2,ODEUR,A,2004-10-15,T,
20041574,14,PART,A,2004-10-15,T,H2M
20041587,8,ND EAU,E,2004-10-19,T,H1Z
20041588,1,ODEUR,A,2004-10-20,T,
20041598,1,ODEUR,A,2004-10-23,T,
20041599,1,ODEUR,A,2004-10-23,T,
20041605,2,PART,A,2004-10-27,T,
20041606,1,ODEUR,A,2004-10-27,T,
20041607,24,ODEUR,A,2004-10-27,T,H1P
20041608,1,ODEUR,A,2004-10-27,F,
20041609,24,PART,A,2004-10-27,T,H1L
20041619,24,PART,A,2004-11-01,T,H1B
20041620,10,ODEUR,A,2004-11-01,T,H4L
20041621,1,ODEUR,A,2004-11-01,T,
20041643,24,PART,A,2004-11-09,T,H3E
20041645,24,PART,A,2004-11-10,T,H2C
20041653,14,FUMÉE,A,2004-11-12,T,H8R
20041654,24,ODEUR,A,2004-11-12,T,H8R
20041655,2,FUMÉE,A,2004-11-12,T,
20041656,24,ODEUR,A,2004-11-12,T,H3C
20041657,24,ODEUR,A,2004-11-12,T,H1G
20041681,14,ND EAU,E,2004-11-23,T,H2P
20041682,1,ODEUR,A,2004-11-23,T,
20041747,1,ODEUR,A,2004-12-17,T,
20041748,14,ND AIR,A,2004-12-17,T,H4G
20041749,1,ODEUR,A,2004-12-17,T,
20041750,1,ODEUR,A,2004-12-17,T,
20041751,1,ODEUR,A,2004-12-17,T,
20041552,1,ODEUR,A,2004-10-13,T,
20041553,1,ODEUR,A,2004-10-13,T,
20041554,1,ODEUR,A,2004-10-13,T,
20041555,1,ODEUR,A,2004-10-13,T,
20041556,1,ODEUR,A,2004-10-13,T,
20041557,1,ODEUR,A,2004-10-13,T,
20041558,1,ODEUR,A,2004-10-13,T,
20041559,1,ODEUR,A,2004-10-13,T,
20041560,1,ODEUR,A,2004-10-13,T,
20041561,1,ODEUR,A,2004-10-13,T,
20041563,2,FUMÉE,A,2004-10-13,T,
20041564,14,PART,A,2004-10-13,T,
20041581,8,VAP ACID,A,2004-10-19,T,H1Z
20041593,2,ODEUR,A,2004-10-22,T,H1R
20041594,24,PART,A,2004-10-22,T,H1K
20041610,24,ODEUR,A,2004-10-27,T,H1R
20041611,24,PART,A,2004-10-28,T,H1L
20041662,8,PART,A,2004-11-11,T,H9H
20041663,1,ODEUR,A,2004-11-16,T,
20041674,1,PART,A,2004-11-18,C,
20041675,14,FUMÉE,A,2004-11-18,T,H2L
20041676,1,ODEUR,A,2004-11-18,I,H1B
20041677,2,ODEUR,A,2004-11-18,T,H1Z
20041678,24,PART,A,2004-11-18,T,H4W
20041679,2,ND EAU,E,2004-11-22,T,
20041680,24,PART,A,2004-11-22,T,H2P
20041683,1,ODEUR,A,2004-11-24,T,
20041684,1,ODEUR,A,2004-11-24,T,
20041685,1,ODEUR,A,2004-11-24,T,
20041686,1,ODEUR,A,2004-11-24,T,
20041687,1,ODEUR,A,2004-11-24,T,
20041688,1,PART,A,2004-11-24,T,
20041690,6,ND EAU,E,2004-11-25,V,
20041693,1,ODEUR,A,2004-11-26,T,
20041585,7,ODEUR,A,2004-10-20,T,
20041586,19,FUMÉE,A,2004-10-20,T,
20041719,2,ODEUR,A,2004-12-08,T,H1R
20041720,1,ODEUR,A,2004-12-08,T,
20041721,2,FUMÉE,A,2004-12-08,I,
20041722,24,ODEUR,A,2004-12-08,T,H1B
20041741,24,ODEUR,A,2004-12-15,T,H1B
20041742,24,ODEUR,A,2004-12-15,T,H1B
20041743,1,ODEUR,A,2004-12-16,T,
20041760,24,ODEUR,A,2004-12-22,T,H1A
20041761,1,ODEUR,A,2004-12-22,F,
20041762,1,ODEUR,A,2004-12-22,F,
20041763,24,ND EAU,E,2004-12-22,T,H8N
20041764,11,FUMÉE,A,2004-12-22,T,
20041766,24,FUMÉE,A,2004-12-29,T,H1E
20050003,1,FUMÉE,A,2005-01-05,I,
20050036,24,ND EAU,E,2005-01-14,I,H1C
20050037,1,ODEUR,A,2005-01-14,T,
20050038,1,ODEUR,A,2005-01-17,T,
20050039,1,ODEUR,A,2005-01-17,T,
20050040,1,ODEUR,A,2005-01-17,T,
20050041,1,ODEUR,A,2005-01-17,T,
20050042,1,ND EAU,E,2005-01-17,T,
20050043,1,ND EAU,E,2005-01-17,T,
20050044,14,ODEUR,A,2005-01-17,T,H2Y
20050045,24,ODEUR,A,2005-01-17,T,H1C
20050046,1,ODEUR,A,2005-01-17,I,
20050055,1,ND EAU,E,2005-01-24,T,
20050058,15,AUCUN,A,2005-01-26,T,
20050059,1,ODEUR,A,2005-01-26,T,
20050062,14,GAZ ECHA,A,2005-01-27,T,
20050063,8,ODEUR,A,2005-01-27,T,H4V
20041696,24,ODEUR,A,2004-11-26,T,H1A
20041703,24,ODEUR,A,2004-12-01,T,H1B
20041704,24,ND EAU,E,2004-12-01,T,H8N
20050080,1,ODEUR,A,2005-02-02,T,
20050101,24,ODEUR,A,2005-02-07,T,H1R
20050115,13,GAZ ECHA,A,2005-02-09,T,H2C
20050139,1,ODEUR,A,2005-02-22,T,
20050140,1,ODEUR,A,2005-02-22,T,
20050164,24,ND EAU,E,2005-03-16,T,H1B
20050166,1,FUMÉE,A,2005-03-17,T,
20050167,1,PART,A,2005-03-18,T,
20050168,1,PART,A,2005-03-18,T,
20050169,2,ND EAU,E,2005-03-18,T,
20050172,24,FUMÉE,A,2005-03-20,T,H4C
20050173,2,ND EAU,E,2005-03-21,T,
20050174,1,ODEUR,A,2005-03-21,T,
20050187,24,ODEUR,A,2005-03-28,T,H4L
20050188,24,ODEUR,A,2005-03-29,T,H1L
20050189,24,PART,A,2005-03-27,I,H1L
20050190,15,ND AIR,A,2005-03-25,T,H3L
20050191,24,ND EAU,E,2005-03-28,T,H9P
20050192,15,GAZ ECHA,A,2005-03-29,T,H2Z
20050193,1,ODEUR,A,2005-03-27,I,
20050205,1,ODEUR,A,2005-03-31,T,
20050206,15,GAZ ECHA,A,2005-04-01,T,H1N
20050207,1,ODEUR,A,2005-04-01,T,
20050210,1,ODEUR,A,2005-04-01,T,
20050211,1,FUMÉE,A,2005-04-02,T,
20050212,1,ODEUR,A,2005-04-02,T,
20050213,1,ODEUR,A,2005-04-02,T,
20050214,1,ODEUR,A,2005-04-02,T,
20050215,15,ND AIR,A,2005-04-04,C,H1N
20041600,10,PART,A,2004-10-20,T,H1K
20041604,5,PART,A,2004-10-26,T,H2V
20041638,14,ODEUR,A,2004-11-08,T,H2W
20041639,24,ODEUR,A,2004-11-08,T,H3S
20041752,1,ODEUR,A,2004-12-17,T,
20041753,1,ODEUR,A,2004-12-17,F,
20041754,1,ODEUR,A,2004-12-17,F,
20041756,14,ND EAU,E,2004-12-20,T,H3W
20041757,24,ODEUR,A,2004-12-20,T,H1B
20041758,24,ODEUR,A,2004-12-20,T,H1B
20050019,1,ODEUR,A,2005-01-11,T,
20050026,1,ODEUR,A,2005-01-14,T,
20050027,1,ODEUR,A,2005-01-14,T,
20050028,1,ODEUR,A,2005-01-14,T,
20050029,1,ODEUR,A,2005-01-14,T,
20050030,1,ODEUR,A,2005-01-14,T,
20050031,1,ODEUR,A,2005-01-14,T,
20050032,1,ODEUR,A,2005-01-14,T,
20050033,1,ODEUR,A,2005-01-14,T,
20050034,1,ODEUR,A,2005-01-14,T,
20050035,1,AUCUN,A,2005-01-14,T,
20050182,24,ODEUR,A,2005-03-24,T,H8R
20050183,1,ODEUR,A,2005-03-24,T,
20050246,1,ODEUR,A,2005-04-13,T,
20050247,2,PART,A,2005-04-13,T,
20050248,24,PART,A,2005-04-11,T,H1L
20050249,24,ND EAU,E,2005-04-13,T,H4S
20050266,24,PART,A,2005-04-15,T,H1L
20050267,24,PART,A,2005-04-15,T,H1L
20050293,24,PART,A,2005-04-19,T,H1L
20050295,1,ODEUR,A,2005-04-19,T,
20041584,1,PART,A,2004-10-20,T,
20041694,1,FUMÉE,A,2004-11-26,T,
20041697,1,ODEUR,A,2004-11-29,T,
20041698,2,ND AIR,A,2004-11-29,I,
20041699,24,ODEUR,A,2004-11-30,T,H1B
20041700,1,ODEUR,A,2004-11-30,T,
20041707,1,ODEUR,A,2004-12-03,F,
20041708,24,ODEUR,A,2004-12-06,T,H1B
20041709,1,ODEUR,A,2004-12-06,I,H1C
20041710,2,ODEUR,A,2004-12-06,T,H1R
20041711,24,ODEUR,A,2004-12-06,T,H1B
20041712,1,ODEUR,A,2004-12-06,T,
20041713,1,ODEUR,A,2004-12-06,T,
20041714,1,ODEUR,A,2004-12-06,T,
20041715,2,ODEUR,A,2004-12-06,T,H1R
