TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0054",4523,"Aucune influence","Mod̩r̩e",9.1,15.1,21.3,23.4,29.7,21.7,23.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",9.6,12.8,15.5,17.7,16.2,13.1,4.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0056",767,"Aucune influence","Mod̩r̩e",10.1,11.4,12.1,14.2,14.4,9.8,-5.9,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0057",376,"Aucune influence","Mod̩r̩e",10.3,10.3,9.7,10.9,10,7.3,-8.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0058",366,"Aucune influence","Mod̩r̩e",10.3,10.3,9.8,11,10,7.3,-8.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0064",291,"Aucune influence","Limit̩e",10.1,11.1,11.3,13.3,12.3,8.8,-4.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",9.6,13.5,16.3,17.1,17.6,14.5,9.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0081",894,"Aucune influence","Mod̩r̩e",9.7,14,15.7,15.7,16.3,13.5,7,"Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0082",681,"Aucune influence","Mod̩r̩e",9.9,13.7,14.7,14.7,14.8,12.7,4.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0084",472,"Aucune influence","Mod̩r̩e",10.3,13,13.6,13.1,11.6,11.5,0.7,"Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",8.6,20.9,28.5,29.4,40.2,32.6,47,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",9.1,12.9,16.5,16.6,20.1,14.9,8.7,"Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0094",339,"Aucune influence","Mod̩r̩e",9.5,12.4,14.9,15.6,17.3,12.1,5.4,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",8.3,26.8,33.2,33.7,50.3,42.9,69.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",8.1,28.8,36.6,39.8,57.3,47.9,82.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",8.2,28.5,35.6,39.3,55.5,46.6,79.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",7.9,31.6,40.6,46.7,64.2,53.6,98.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",8.5,29.2,37,43.2,60.2,50.3,89,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0112",551,"Aucune influence","Limit̩e",8.9,27.5,34.4,39.8,55.5,47.4,81.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",7.4,25.5,34,37.1,51.5,41.4,63,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",7.9,21.5,29.8,32.3,42.7,34.8,50,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",8.2,19.3,28.4,29.9,38.6,31.3,42.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",8,23.1,31.3,33.6,47.5,39.2,60.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",9.3,14.2,18.3,18.5,22.9,16.2,10.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0126",500,"Aucune influence","Limit̩e",6.5,38.3,49.2,59.4,80.8,68.2,127.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",8.1,21.4,29.1,31.9,40.9,32.4,43,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",7.4,28.3,37.4,41.2,58.7,47,78.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",6.6,32.2,41.8,45.4,64.8,56.4,91,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",10.4,7.7,8.5,8.7,6.8,5.7,-2.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",10.5,7.2,7.8,8,5.9,4.7,-3.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0142",873,"Aucune influence","Mod̩r̩e",7.8,19.5,27.6,29.7,38,30.1,38.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",7.9,18.8,26.6,29.1,35.8,28.3,34.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",8.1,18.1,25.7,27.4,33.7,27,31.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",10.8,6.2,6.2,5.9,3,2.3,-7.4,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",10.9,5.9,6,5.5,2.7,2,-7.8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",10.9,5.7,5.8,5.3,2.4,1.9,-8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",10.9,5.6,5.8,5.2,2.4,1.8,-8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",11,5.1,5.3,4.6,1.4,1.2,-8.6,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",11.1,4.9,5.1,4.3,1.1,1,-8.8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",11.1,4.8,5,4.2,1,1,-8.8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",11.1,4.7,4.9,4.1,0.9,0.9,-8.8,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0164",431,"Aucune influence","Limit̩e",10.7,9.4,12.3,14.6,9.6,10.4,-4.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",11.1,4.2,4.5,3.4,0.5,0.7,-9,"Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",10.7,7.2,7,9.9,2.3,3.8,-15.2,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",10.8,6.7,6.6,9.3,1.6,3.1,-16,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",10.9,5.8,6,8.3,0.1,2.2,-17.6,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",11.1,4.7,4.7,6.8,-1.9,0.7,-20.4,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",11.5,1.8,0.7,3.5,-6.8,-3.7,-26.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",11.4,3.3,4.1,3.7,0.5,0.1,-7.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",11.5,3.1,3.8,3.6,0.3,0,-7.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",11.6,2.9,3.5,3.6,-0,-0.2,-7.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",11.7,2.8,3.4,3.6,-0.1,-0.2,-7.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",12.3,-0.3,0.1,0.4,-5.2,-4.8,-15.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",12.3,-0.6,-0.3,0.2,-5.8,-5.3,-16.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",12,-0,0.1,0.4,-5.3,-5,-15.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0189",332,"Aucune influence","Limit̩e",9.7,12.2,18,17.4,21.1,15.8,11.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",11.6,-4,-3.8,-2.6,-12,-9.9,-24.7,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",11.5,-4,-3.8,-2.6,-12,-9.9,-24.7,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",11.5,-3.9,-3.7,-2.6,-11.9,-10,-24.9,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",11.6,-4.8,-4.7,-3.6,-14.1,-11.3,-27.9,"Absence de consensus","Diminution probable","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",11.3,-4.1,-4,-2.7,-12.2,-10.4,-26.1,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",11.4,1.3,2.4,2.1,-3,-3.5,-17.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",11.6,0.4,0.8,1.2,-5.3,-4.8,-19.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",11.7,3.9,6.8,4.9,2.9,1.4,-14.9,"Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",11.9,2.9,5.6,4.4,1.1,0.1,-16.3,"Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",11.9,2.8,5.5,4.3,0.8,-0.1,-16.5,"Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",10.8,8.2,10.9,8.8,11.9,6.5,-7.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0208",429,"Aucune influence","Mod̩r̩e",11,7,9.9,8.3,9.4,5.3,-8.7,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0209",357,"Aucune influence","Mod̩r̩e",11,5.6,8.8,6.6,6.3,3.6,-11,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0220",304,"Aucune influence","Limit̩e",11.7,2.4,4.7,4.8,-2.2,-1.3,-19.6,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",11.4,-5.3,-5.6,-4.2,-15.4,-12.4,-28.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",11,0.3,0.4,0.3,-6,-6.1,-21,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",10.8,1,1,0.5,-4.5,-4.9,-19.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0229",508,"Aucune influence","Limit̩e",11.2,-1,-1.3,-0.8,-8.4,-8.2,-24.5,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Absence de consensus","Diminution probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",7.4,30.8,38.1,43.6,59.2,48.8,84.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0242",311,"Aucune influence","Mod̩r̩e",7.9,28.7,33.9,37,50.6,42.8,73.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0252",441,"Aucune influence","Limit̩e",9.7,13.1,16.5,17.2,16.4,13.7,4.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Absence de consensus"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",12.3,2.3,4.5,3.5,0.5,-1.5,-17.6,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",12.3,2.2,4.4,3.4,0.4,-1.6,-17.9,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0262",21663,"Aucune influence","Mod̩r̩e",12.3,2.2,4.4,3.4,0.3,-1.6,-18,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0264",20931,"Aucune influence","Mod̩r̩e",12.4,2.1,4.4,3.2,-0.1,-1.6,-18.1,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0265",20332,"Aucune influence","Mod̩r̩e",12.4,1.9,4.3,2.8,-0.4,-2.1,-18.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0266",16621,"Aucune influence","Mod̩r̩e",12.6,0.3,2.7,0.3,-2.1,-3.8,-21.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0272",16292,"Aucune influence","Mod̩r̩e",12.6,-0,2.4,0,-2.4,-4.1,-21.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0276",16133,"Aucune influence","Mod̩r̩e",12.7,-0.2,2.2,-0.1,-2.6,-4.3,-22.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0277",15667,"Aucune influence","Mod̩r̩e",12.7,-0.6,1.9,-0.5,-3,-4.6,-22.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0278",685,"Aucune influence","Limit̩e",11.3,14.4,20.2,17.8,24.1,21.5,11.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0283",14960,"Aucune influence","Mod̩r̩e",12.8,-1.4,1.1,-1.2,-3.8,-5,-23.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0284",486,"Aucune influence","Mod̩r̩e",13.3,-0.1,3.1,2,-1,-2.3,-19.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0286",290,"Aucune influence","Limit̩e",11.1,13,19.8,16.4,22.3,19.7,12.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0291",14086,"Aucune influence","Mod̩r̩e",12.7,-1.9,0.7,-1.4,-4,-5.2,-24.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0292",13391,"Aucune influence","Mod̩r̩e",12.9,-2.8,0.1,-1.9,-5.4,-6.4,-25.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
