TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8 
"CNB0140",372,"Aucune influence","Limit̩e",3.2,10.6,15,17.4,24.5,21.5,52.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0165",251,"Aucune influence","Limit̩e",3.3,11.8,14.9,18,26.2,21.6,52.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0170",298,"Aucune influence","Limit̩e",3.2,12.2,16,19.4,28,23.8,61.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0178",533,"Aucune influence","Limit̩e",4.2,15.6,22.1,24.3,38.7,30.9,71.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0182",486,"Influence potentielle","Mod̩r̩e",4.6,18.3,24.7,28.6,45.4,37.5,103.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0183",434,"Influence potentielle","Limit̩e",4.5,17.9,24.5,28.1,44,36.5,98.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0184",341,"Aucune influence","Limit̩e",4.1,17.7,22.8,25.9,39.1,33.1,85.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0185",339,"Aucune influence","Limit̩e",4.1,17.8,22.8,25.6,39.1,33.2,85.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0186",300,"Influence potentielle","Limit̩e",3.9,17.9,22,25.2,38.3,31.6,80.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0187",273,"Influence potentielle","Limit̩e",3.8,17.6,21.8,24.9,37.9,31.2,78.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0189",1534,"Aucune influence","Mod̩r̩e",4.6,16.8,21.8,25.9,39.5,32.5,77.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0190",1531,"Aucune influence","Mod̩r̩e",4.6,16.8,21.8,25.8,39.4,32.5,77.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0191",1497,"Aucune influence","Mod̩r̩e",4.5,16.7,21.9,25.9,39.1,32.4,77.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0192",1437,"Aucune influence","Mod̩r̩e",4.5,16.8,21.8,25.8,39,32.2,77.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0194",1180,"Aucune influence","Limit̩e",4.3,17,22.2,26,39.4,32.7,77.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0195",1068,"Aucune influence","Limit̩e",4.2,17,22.2,25.9,39.4,32.7,77.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0196",1000,"Aucune influence","Limit̩e",4.2,17.2,22.1,25.8,39.3,32.5,77.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0202",557,"Aucune influence","Limit̩e",4.3,18,22.5,26.6,39.9,33.4,79.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0203",517,"Aucune influence","Limit̩e",4.3,18.5,22.6,26.7,39.7,33.5,77.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0204",438,"Aucune influence","Limit̩e",4.2,18.4,22.4,26.7,39.5,33.7,77.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0206",1827,"Aucune influence","Mod̩r̩e",4,19.5,25.1,30.2,43.9,37,98.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0207",1759,"Aucune influence","Mod̩r̩e",3.9,19.7,25.1,30.1,44.1,37.1,98.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0210",1267,"Aucune influence","Limit̩e",3.3,16.3,21.7,25.5,38.2,31.1,81.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0211",1118,"Aucune influence","Limit̩e",3.2,15.9,21.5,25.1,37.3,31,81.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0212",990,"Aucune influence","Limit̩e",3.1,15.4,21.3,24.1,36.8,30.1,78,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0213",457,"Aucune influence","Limit̩e",3.1,14.9,21,23.1,34.8,28,71.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0214",375,"Aucune influence","Limit̩e",3.2,14.6,20.8,22.8,34.7,27.6,70.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0217",4434,"Aucune influence","Mod̩r̩e",4.1,17.3,26.1,28.1,43.4,36.4,96.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0218",1083,"Aucune influence","Mod̩r̩e",4,17.2,26.2,28.8,44.9,37.4,99.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0219",1077,"Aucune influence","Mod̩r̩e",4,17.2,26.2,28.8,44.8,37.2,99.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0221",769,"Aucune influence","Limit̩e",3.1,14.9,21.2,24.1,36.4,30.3,75.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0223",3060,"Aucune influence","Mod̩r̩e",4.2,17.5,25.9,27.9,42.9,36.1,94.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0224",3012,"Aucune influence","Mod̩r̩e",4.2,17.3,25.8,27.6,43.3,36,94.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0225",2231,"Aucune influence","Mod̩r̩e",4.4,17.4,26.8,27.8,44,35.9,92.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0227",974,"Aucune influence","Limit̩e",3.7,15.6,23.8,25.2,38.2,31.7,80.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0228",490,"Aucune influence","Mod̩r̩e",3.9,15.6,24.4,25.4,39.7,32.3,78.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0229",386,"Aucune influence","Limit̩e",3.5,14.1,21.3,22.9,33.8,28.2,67.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0230",386,"Aucune influence","Limit̩e",3.5,14.1,21.4,22.9,33.7,28.3,67.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0231",287,"Aucune influence","Limit̩e",3.5,13.7,20.3,22.7,33.4,27.8,65.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0234",941,"Aucune influence","Limit̩e",3.5,14.2,21,22.9,33.9,28.4,68,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0238",763,"Aucune influence","Mod̩r̩e",3.4,15.3,21.9,24.9,37.1,30.2,80.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0239",674,"Aucune influence","Mod̩r̩e",3.3,14.9,21.7,23.9,35.9,29.7,77.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0240",657,"Aucune influence","Mod̩r̩e",3.3,14.8,21.5,23.6,35.5,29.5,76.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0241",464,"Aucune influence","Mod̩r̩e",3.3,14.7,21.1,22.8,34.6,28.8,74.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0242",339,"Aucune influence","Mod̩r̩e",3.5,14.4,20.7,22.2,34.9,28.6,72,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0243",296,"Aucune influence","Mod̩r̩e",3.4,13.9,20.9,22,34.5,28.1,70.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0249",6302,"Influence potentielle","Mod̩r̩e",6.1,15.1,21.8,23.7,35.9,30.3,68.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0250",6273,"Influence potentielle","Mod̩r̩e",6.1,15.2,21.8,23.4,36,29.9,68,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0252",6124,"Influence potentielle","Mod̩r̩e",6.1,15.1,21.9,23.7,36.1,30.4,67.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0253",5842,"Influence potentielle","Mod̩r̩e",6.2,15.1,22.3,23.4,36.3,30.7,66.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0254",5519,"Influence potentielle","Mod̩r̩e",6.3,15.2,22.1,23.5,36.2,30.6,66.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0255",5265,"Influence potentielle","Mod̩r̩e",6.4,15.1,21.9,23.2,36,30.5,66.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0256",5085,"Influence potentielle","Mod̩r̩e",6.4,14.7,21.6,23.3,35.9,30.2,66.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0264",302,"Aucune influence","Limit̩e",2.7,13.6,19,21.5,30.6,26.5,58.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0266",2336,"Aucune influence","Mod̩r̩e",2.9,12.5,17,20.3,28.7,24.5,56.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0267",1992,"Aucune influence","Mod̩r̩e",3,12.3,16.6,19.8,28.1,23.9,55.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0268",1535,"Aucune influence","Mod̩r̩e",3,12.1,16.4,19.5,27.8,23.7,55.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0269",755,"Aucune influence","Limit̩e",3.2,11.9,15.9,18.7,27.3,22.1,51,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0270",427,"Aucune influence","Limit̩e",3.1,10.9,15.3,18,25.9,21.5,50.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0271",687,"Aucune influence","Limit̩e",2.7,12.3,16.6,19.5,28.2,23.9,59.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0003",2221,"Aucune influence","Mod̩r̩e",4.2,18,26.1,29.5,48.7,37.3,93.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0004",607,"Aucune influence","Limit̩e",5.3,21.6,30.1,32.9,53.9,41.6,111.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0007",1603,"Aucune influence","Mod̩r̩e",3.8,17.8,24.6,27.6,45.2,35.1,85.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0008",1570,"Aucune influence","Mod̩r̩e",3.7,17.7,24.9,27.1,44.9,34.9,85.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0009",1490,"Aucune influence","Mod̩r̩e",3.7,17.5,25.1,26.7,44.4,34.5,84.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0010",1406,"Aucune influence","Mod̩r̩e",3.7,17.6,25,26.3,44,34.3,83.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0011",1299,"Aucune influence","Mod̩r̩e",3.7,17.3,24.6,26.3,43.9,33.9,82.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0012",516,"Aucune influence","Limit̩e",3.5,16.4,24.4,25.5,42.7,32.9,80.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0015",515,"Aucune influence","Mod̩r̩e",3.6,17.6,25.6,26.5,44.6,34.7,83.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0016",355,"Aucune influence","Limit̩e",3.5,17.3,25,25.7,42.9,34,80.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0018",5501,"Aucune influence","Mod̩r̩e",3.6,16.6,22.3,24.8,40.3,31.5,79.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0019",5392,"Aucune influence","Mod̩r̩e",3.5,16.4,22.2,24.7,40.3,31.2,78.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0021",5130,"Aucune influence","Mod̩r̩e",3.5,15.7,21.9,24.5,39.9,30.9,78.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0022",5060,"Aucune influence","Mod̩r̩e",3.5,15.6,22,24.4,39.8,30.4,77.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0024",4436,"Aucune influence","Mod̩r̩e",3.4,15.4,21.4,24.1,39.4,30.1,76.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0025",4342,"Aucune influence","Mod̩r̩e",3.4,15,21.7,24,39,30,75.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0026",4273,"Aucune influence","Mod̩r̩e",3.4,14.9,21.2,24,38.9,29.9,75.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0027",1146,"Aucune influence","Mod̩r̩e",3.2,15.7,22.1,24.9,40.4,30.9,78.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0028",996,"Aucune influence","Mod̩r̩e",3.3,15.5,22.3,24.4,39.8,30.7,77.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0029",957,"Aucune influence","Mod̩r̩e",3.3,15.2,22.5,24.8,39.8,30.6,77.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0030",291,"Aucune influence","Limit̩e",3.2,15.6,21.9,24.7,39.9,30.3,77.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0032",576,"Aucune influence","Mod̩r̩e",3.3,15.3,22.3,25.1,40.1,29.9,77.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0035",3083,"Aucune influence","Mod̩r̩e",3.4,15,21.4,23.7,38.5,29.4,73.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0036",2972,"Aucune influence","Mod̩r̩e",3.3,14.9,20.8,23.8,38.4,29.1,73,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0037",2954,"Aucune influence","Mod̩r̩e",3.3,14.9,20.5,23.8,38.5,28.9,72.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0038",2867,"Aucune influence","Mod̩r̩e",3.3,14.7,20.5,23.8,38.5,28.7,72.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0039",2141,"Aucune influence","Mod̩r̩e",3.2,14.3,19.7,23.4,37.3,28,70.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0040",1508,"Aucune influence","Mod̩r̩e",3.2,14.1,19,22.9,36.3,27.4,68.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0043",388,"Aucune influence","Limit̩e",3,14.9,20.3,24,38.4,29.1,73,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0044",362,"Aucune influence","Limit̩e",3.2,15.3,21.6,24.7,40.1,30.6,76.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0046",7558,"Aucune influence","Mod̩r̩e",4.2,15.7,21.4,24.4,38.5,29.6,74.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0047",7074,"Aucune influence","Mod̩r̩e",4.5,15.6,21.1,24.2,37.8,28.8,72.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNC0048",6602,"Aucune influence","Mod̩r̩e",3.1,15.6,21,24.1,37.3,28.5,71.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
