TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8 
"CNA0074",2495,"Aucune influence","Mod̩r̩e",3.7,13.9,19,21.2,32.8,25.3,62.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0075",1782,"Aucune influence","Limit̩e",3.9,14.3,19.4,21.7,32.7,25.7,62.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0077",738,"Aucune influence","Limit̩e",4.9,15.2,19.6,21.9,33.6,26.3,60.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0079",299,"Aucune influence","Limit̩e",2.7,13.6,18.6,21.1,32.8,24.1,62.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0083",1069,"Aucune influence","Limit̩e",3.2,14.1,20.2,21.7,34.3,27.2,68.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0084",439,"Aucune influence","Limit̩e",3.2,13,18.3,20,32.2,25.3,63.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0090",18934,"Influence potentielle","Mod̩r̩e",9,10.6,14,14.5,21.9,17.8,40.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0091",18839,"Influence potentielle","Mod̩r̩e",8.9,10.6,14.1,14.5,21.9,17.9,40,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0092",18612,"Influence potentielle","Mod̩r̩e",8.9,10.5,13.9,14.2,21.8,17.7,39.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0093",17823,"Influence potentielle","Mod̩r̩e",9,10.3,14,14.1,21.6,17.5,37.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0095",17584,"Influence potentielle","Mod̩r̩e",9,10.3,13.9,14.1,21.5,17.5,36.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0100",312,"Aucune influence","Limit̩e",3,13.5,19.2,22.1,33.2,27.5,69.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0101",9399,"Aucune influence","Mod̩r̩e",5.1,10.6,14.5,16,24.6,19.4,45.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0102",9043,"Aucune influence","Limit̩e",5.2,10.7,14.7,15.8,24.6,19.3,45,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0103",8183,"Aucune influence","Limit̩e",5.4,10.4,14.1,15.3,24.3,18.9,43.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0104",8063,"Aucune influence","Limit̩e",5.5,10.4,14,15.2,24.3,18.8,43.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0105",7926,"Aucune influence","Limit̩e",5.5,10.4,13.9,15.1,24.2,18.7,43.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0113",1684,"Aucune influence","Mod̩r̩e",2.7,13.4,16.3,21.1,30.4,25,63.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0114",1204,"Aucune influence","Limit̩e",2.5,13.6,16.5,21.7,30.8,25.5,64.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0115",987,"Aucune influence","Limit̩e",2.3,14.3,16.9,22.5,31.1,25.9,66.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0116",441,"Aucune influence","Limit̩e",2.1,14.2,17.4,23.1,31.9,26.8,65.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0121",736,"Aucune influence","Mod̩r̩e",2.7,13.6,19.7,22.9,32.2,28.7,70.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0122",644,"Aucune influence","Mod̩r̩e",2.7,13.3,19.6,22.6,31.7,28.4,69.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0123",499,"Aucune influence","Mod̩r̩e",2.8,13.4,18.9,22.2,31.2,27.8,68.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0124",342,"Aucune influence","Mod̩r̩e",2.7,13.7,18.4,22.6,31.4,28,66.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0128",778,"Aucune influence","Mod̩r̩e",2.9,13.9,20,22.4,33.3,27.7,71.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0129",484,"Aucune influence","Limit̩e",2.9,14.1,20,22.5,33.4,28.2,71.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0132",1430,"Aucune influence","Limit̩e",2.9,13.3,19.5,20.9,33,25.2,65.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0133",867,"Aucune influence","Mod̩r̩e",2.8,13.7,19.4,21.1,32.8,25,64.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0134",751,"Aucune influence","Limit̩e",2.7,13.7,19.1,21.1,32.7,24.6,63.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0135",487,"Aucune influence","Mod̩r̩e",2.7,13.5,19,21.2,33,24.5,62.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0136",353,"Aucune influence","Mod̩r̩e",2.6,13.9,18.9,21.3,32.5,25,62.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0137",318,"Aucune influence","Mod̩r̩e",2.6,14.1,19.1,21.3,32.5,25.2,63,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0141",573,"Aucune influence","Mod̩r̩e",3.5,15.7,21.3,23.7,37.4,29.9,73.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNA0143",351,"Aucune influence","Limit̩e",3.5,16.1,21.5,23.5,37.2,30,72.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0003",628,"Influence potentielle","Limit̩e",3.8,16.1,21,24.5,37.1,30.6,81.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0011",10900,"Influence potentielle","Mod̩r̩e",4.8,16.3,22.5,25.3,39.9,32.2,79.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0012",1275,"Aucune influence","Mod̩r̩e",3.8,16.9,22.1,25,38.9,31.3,78,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0013",1247,"Aucune influence","Mod̩r̩e",3.7,16.8,22.1,25,38.9,31.1,77.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0014",983,"Aucune influence","Limit̩e",3.7,16.5,22.1,24.4,38.6,30.9,77.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0018",9558,"Influence potentielle","Mod̩r̩e",4.9,16.2,22.4,25.3,39.8,32.1,78.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0019",8935,"Influence potentielle","Mod̩r̩e",4.9,16.2,22.3,25.2,39.1,32.2,78.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0020",8900,"Influence potentielle","Mod̩r̩e",4.9,16.2,22.3,25.1,38.9,32.1,77.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0021",8773,"Influence potentielle","Mod̩r̩e",4.9,16.1,22.3,25,38.5,32.1,77.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0024",8353,"Aucune influence","Mod̩r̩e",4.9,16.2,22.5,25.4,38.5,32.1,77.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0025",8254,"Influence potentielle","Mod̩r̩e",4.9,16.2,22.6,25.6,38.4,32.1,77.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0027",6630,"Aucune influence","Mod̩r̩e",4.1,14.6,21.4,23.9,36.3,30,71.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0029",5361,"Aucune influence","Mod̩r̩e",4.1,14.9,20.9,23.9,36.2,29.8,70.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0033",1687,"Aucune influence","Mod̩r̩e",3.3,13.8,19.4,23.2,34.5,27.7,65.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0034",1632,"Aucune influence","Mod̩r̩e",3.3,13.8,19.4,23.3,34.6,27.7,65.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0035",1250,"Aucune influence","Mod̩r̩e",2.7,13,17.7,20.8,30.3,24.9,56.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0036",1162,"Aucune influence","Mod̩r̩e",2.7,12.8,17.7,20.8,30,24.8,56.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0037",1012,"Aucune influence","Mod̩r̩e",2.6,12.9,17.2,21.3,30,25.1,56,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0038",890,"Aucune influence","Mod̩r̩e",2.6,12.8,17,21.4,30,25,55.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0039",687,"Aucune influence","Mod̩r̩e",2.5,12.9,17.1,22,30.1,25.2,55.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0040",545,"Aucune influence","Mod̩r̩e",2.4,12.8,17.2,21.9,30.3,24.9,55.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0041",484,"Aucune influence","Mod̩r̩e",2.3,13.2,17.4,22.1,30.7,25.2,55.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0042",291,"Aucune influence","Limit̩e",2,13.6,17.7,23,31.6,26.6,56.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0052",2651,"Aucune influence","Mod̩r̩e",3.4,14.3,19.8,23.3,34.5,28.4,68,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0053",647,"Aucune influence","Mod̩r̩e",4,15.3,21.5,24.8,37,30.5,71.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0054",608,"Aucune influence","Mod̩r̩e",4,15.4,21.2,24.7,36.7,30.3,71.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0055",566,"Aucune influence","Limit̩e",3.8,15.2,21,24.6,36.4,30,70.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0056",563,"Aucune influence","Limit̩e",3.8,15.2,21,24.6,36.4,29.9,70.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0057",522,"Aucune influence","Limit̩e",3.8,15.2,21,24.5,36.5,29.8,70.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0059",468,"Aucune influence","Limit̩e",3.8,15.2,20.8,24.4,36.3,29.9,70.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0060",437,"Aucune influence","Limit̩e",3.6,15,20.8,24.4,36.3,29.6,70.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0066",1921,"Aucune influence","Mod̩r̩e",3.3,13.9,18.9,22.7,34,27.4,66.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0067",1916,"Aucune influence","Mod̩r̩e",3.3,13.9,18.9,22.7,34.1,27.4,65.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0068",1851,"Aucune influence","Mod̩r̩e",3.2,14,19,22.6,34,26.7,65.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0069",1843,"Aucune influence","Mod̩r̩e",3.2,13.9,19,22.5,33.9,26.7,64.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0070",636,"Aucune influence","Mod̩r̩e",2.6,14.3,18.5,22.2,31.9,26.6,61.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0071",550,"Aucune influence","Mod̩r̩e",2.6,14,18.3,22.1,32.1,26.2,60.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0072",421,"Aucune influence","Mod̩r̩e",2.4,14.3,18.5,22.6,32.5,26.5,60.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0073",303,"Aucune influence","Limit̩e",2.1,14.3,18.6,23.7,33.7,27.1,60.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0078",867,"Aucune influence","Mod̩r̩e",3.1,13.6,17.6,22,33.4,26,63.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0079",854,"Aucune influence","Mod̩r̩e",3.1,13.6,17.7,21.9,33.4,26,63.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0088",255,"Aucune influence","Limit̩e",3.1,13.2,17.8,21.3,31.5,25.1,61,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0092",321,"Aucune influence","Mod̩r̩e",2.5,13.8,17.8,22.1,32.5,26,60.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0097",290,"Aucune influence","Limit̩e",3.2,14.1,19.9,21.6,34.4,26.7,66.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0098",620,"Aucune influence","Limit̩e",3.8,16.4,21.7,24.6,37.7,30.8,78.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0103",1926,"Aucune influence","Mod̩r̩e",4.5,12.1,18,19.9,30.5,24.8,57.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0104",1704,"Aucune influence","Mod̩r̩e",4.6,12.2,18.3,20,31,24.8,57,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0109",1012,"Aucune influence","Mod̩r̩e",3.3,12.5,18.3,20.1,32,25.7,62.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0110",639,"Aucune influence","Mod̩r̩e",3.3,12.7,18.1,20.1,31.4,25.5,61.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0111",509,"Aucune influence","Limit̩e",3.3,12.8,18.2,20.3,31.1,25.3,60.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0112",410,"Aucune influence","Limit̩e",3.1,12.6,17.2,20.3,30.6,24.4,59.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0123",414,"Aucune influence","Mod̩r̩e",2.5,13.2,16.6,21.5,30.8,24.7,57.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0124",345,"Aucune influence","Mod̩r̩e",2.4,13.6,16.8,22,31.8,24.9,57.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0139",1274,"Aucune influence","Limit̩e",2.9,10.6,13.9,16.8,23.6,19.9,48.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0140",372,"Aucune influence","Limit̩e",3.1,10,13.3,16.2,22.7,18.7,47.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0165",251,"Aucune influence","Limit̩e",3.1,11.1,14,17.3,25.1,20.6,50.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0170",298,"Aucune influence","Limit̩e",3.1,11.4,15.5,18.6,26.4,22.4,57.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"CNB0178",533,"Aucune influence","Limit̩e",3.8,16.5,23.1,25.5,38.3,31,80.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
