TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,201.07,167.65,162.8,158.35,139.85,144.9,100.53
"ABI0002","Rivi̬re Harricana",25,224.85,194.56,190.28,184.28,164.26,170.26,122.27
"ABI0002","Rivi̬re Harricana",50,254.48,228.55,225.67,217.29,198,205.96,155.05
"ABI0002","Rivi̬re Harricana",75,288.72,266.91,266.69,256.06,241.84,249.74,203.19
"ABI0002","Rivi̬re Harricana",90,322.23,307.22,311.84,295.26,288.51,297.65,258.54
"ABI0003","Rivi̬re Turgeon",10,94.72,76.29,73.7,73.42,62.09,65.98,43.16
"ABI0003","Rivi̬re Turgeon",25,106.75,91.01,89.19,87.82,75.55,79.43,54.75
"ABI0003","Rivi̬re Turgeon",50,121.27,109.85,108.41,105.37,93.81,98.29,71.83
"ABI0003","Rivi̬re Turgeon",75,138.31,131.16,131.56,125.75,119.63,122.19,96.84
"ABI0003","Rivi̬re Turgeon",90,155.6,153,157.16,146.44,147.31,148.57,125.24
"ABI0004","Rivi̬re Martigny",10,1.78,1.4,1.37,1.38,1.14,1.25,0.89
"ABI0004","Rivi̬re Martigny",25,2.01,1.7,1.68,1.66,1.41,1.51,1.09
"ABI0004","Rivi̬re Martigny",50,2.3,2.09,2.09,2.02,1.81,1.88,1.4
"ABI0004","Rivi̬re Martigny",75,2.63,2.58,2.58,2.45,2.37,2.38,1.85
"ABI0004","Rivi̬re Martigny",90,2.97,3.12,3.14,2.9,3,3.03,2.4
"ABI0011","Rivi̬re Turgeon",10,91.53,73.74,70.93,70.67,59.83,63.7,41.55
"ABI0011","Rivi̬re Turgeon",25,102.71,87.56,85.57,84.94,72.76,76.77,52.68
"ABI0011","Rivi̬re Turgeon",50,117.31,105.44,104.17,101.83,90.76,94.88,69.67
"ABI0011","Rivi̬re Turgeon",75,134.18,125.93,126.46,121.74,114.84,117.81,93.58
"ABI0011","Rivi̬re Turgeon",90,150.87,146.54,151.49,141.64,141.26,142.12,120.73
"ABI0012","Rivi̬re Turgeon",10,67.13,54.18,52.47,51.76,44.61,46.73,30.96
"ABI0012","Rivi̬re Turgeon",25,75.24,64.35,62.73,61.6,53.65,56.3,38.9
"ABI0012","Rivi̬re Turgeon",50,85.9,77.62,76.33,74.04,66.53,69.19,51.08
"ABI0012","Rivi̬re Turgeon",75,97.84,92.35,92.43,88.26,84.45,86.11,68.48
"ABI0012","Rivi̬re Turgeon",90,109.98,107.63,110.26,103.26,103.67,103.86,88.27
"ABI0013","Rivi̬re Turgeon",10,62.99,51.45,49.6,49.03,42.13,44.63,29.36
"ABI0013","Rivi̬re Turgeon",25,71.2,60.91,59.24,58.38,50.87,53.63,37.29
"ABI0013","Rivi̬re Turgeon",50,81.24,73.16,71.81,70.1,62.86,65.71,48.47
"ABI0013","Rivi̬re Turgeon",75,92.37,87.03,86.81,83.32,79.51,81.37,64.88
"ABI0013","Rivi̬re Turgeon",90,103.71,101.32,104.17,97.09,96.95,97.59,83.95
"ABI0014","",10,8.65,7.01,6.87,6.75,5.74,6.15,4.01
"ABI0014","",25,9.76,8.29,8.14,7.97,6.92,7.33,5.02
"ABI0014","",50,11.13,9.96,9.74,9.52,8.6,9.03,6.49
"ABI0014","",75,12.76,11.96,11.87,11.41,10.81,11.28,8.63
"ABI0014","",90,14.39,14.1,14.41,13.35,13.2,13.76,11.31
"ABI0016","",10,8.48,6.89,6.73,6.62,5.66,6.03,3.97
"ABI0016","",25,9.59,8.17,7.95,7.86,6.81,7.21,4.96
"ABI0016","",50,10.93,9.79,9.58,9.38,8.41,8.78,6.35
"ABI0016","",75,12.44,11.7,11.62,11.13,10.57,10.89,8.55
"ABI0016","",90,14.05,13.72,14.01,13.05,12.84,13.29,11.26
"ABI0020","",10,8.22,6.64,6.52,6.42,5.5,5.86,3.83
"ABI0020","",25,9.28,7.88,7.73,7.58,6.6,6.98,4.78
"ABI0020","",50,10.6,9.52,9.29,9.03,8.2,8.55,6.17
"ABI0020","",75,12.1,11.41,11.29,10.78,10.25,10.63,8.27
"ABI0020","",90,13.67,13.34,13.72,12.65,12.48,12.94,10.82
"ABI0028","",10,7.24,5.87,5.71,5.59,4.84,5.16,3.3
"ABI0028","",25,8.14,6.93,6.76,6.59,5.79,6.09,4.15
"ABI0028","",50,9.3,8.32,8.12,7.86,7.15,7.41,5.37
"ABI0028","",75,10.61,9.88,9.78,9.38,8.95,9.16,7.15
