TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0029",719,"Aucune influence","Mod̩r̩e",6,20,22.9,30.4,38.7,29.6,57.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0030",696,"Aucune influence","Mod̩r̩e",6.1,19.7,22.6,29.8,38.6,29.1,54.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0031",598,"Aucune influence","Mod̩r̩e",5.9,20.1,23.5,31,39.1,29.8,57.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0032",562,"Aucune influence","Mod̩r̩e",6,19.7,22.9,29.9,38.9,29.2,52.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0033",420,"Aucune influence","Limit̩e",5.8,19.5,23.4,30.1,38.8,28.9,54.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0041",6048,"Aucune influence","Mod̩r̩e",5.1,22.5,24,33.5,47.1,34.8,89.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0042",5066,"Aucune influence","Mod̩r̩e",5.4,21.1,24,31.6,46.9,32.9,81.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0043",263,"Aucune influence","Limit̩e",6,16,20.5,25.4,34.8,23.6,41.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0046",4749,"Aucune influence","Mod̩r̩e",5.3,21.6,24.3,32.5,47.3,34.2,83.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0054",4523,"Aucune influence","Mod̩r̩e",5.2,22.2,24.8,33.3,47.4,34.8,86,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",5.8,20.2,23,28.2,41.4,28.5,68,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0056",767,"Aucune influence","Mod̩r̩e",6.3,18.4,23.3,30.3,38.6,28.6,55.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0057",376,"Aucune influence","Mod̩r̩e",6.6,16.1,21.1,27.3,37.1,26.8,48.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0058",366,"Aucune influence","Mod̩r̩e",6.6,16.2,21.2,27.3,37.2,26.9,48.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0064",291,"Aucune influence","Limit̩e",6.4,16.8,22.5,27.7,37.9,27.7,54.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",5.6,20.7,23.2,30.6,42.9,28.4,76,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0081",894,"Aucune influence","Mod̩r̩e",5.6,21.3,23.6,30.5,42.6,28.2,74.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0082",681,"Aucune influence","Mod̩r̩e",5.7,22.4,24.3,31.7,43.1,29.8,74.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",5.8,23.3,25.8,32.6,43,30.7,72.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",4.7,25.5,27.4,38.6,54.8,44.1,115,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",5.6,18.6,20.8,26,40.7,26.2,68.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0094",339,"Aucune influence","Mod̩r̩e",5.7,17.9,20.5,25.4,41.9,25,67.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",4.3,29.8,32.9,46.6,66,56.4,141.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",4.1,31.9,37.3,51.9,73.4,62.1,160.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",4.1,32.3,36.8,52.1,73.6,62.4,159.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",3.8,36.9,41.7,60,83.9,70.1,186.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",4.1,35.6,41,61,81.5,70.5,180.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0112",551,"Aucune influence","Limit̩e",4.4,34.7,39.9,57.6,79.6,68.3,170.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",4,27,29.7,43.1,58.8,47.4,134.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",4.4,24.6,28.4,38.8,55,43.8,113.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",4.5,24.6,27.5,37.1,53.9,42.6,104.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",4.2,27.9,31,43.2,62.4,52,130.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",5.3,23.9,27,33.1,49.6,35.3,82.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",3.1,39.2,41.2,61.4,91.3,76.3,221.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",4.4,25.2,27.9,38.9,53.9,41.2,112.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",3.9,29,31.8,48.8,63.2,51.3,147.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",3.4,35.7,36,49.8,73.4,62.3,188.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",6.8,12.2,15.2,19.3,27.7,17.7,41,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",6.9,11.8,14.8,18.7,26.9,17.1,38,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",4.5,23.4,25.4,35.5,49.6,36.7,107.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",4.6,22.8,25.2,34.3,49.2,36.6,103.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",4.7,22.4,25.1,33.7,49.2,36.4,100.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",7.1,11.6,14.3,17.5,25.7,15.7,34.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",7.2,11.6,14.1,17.5,25.2,15.4,33,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",7.2,11.5,14,17.4,24.8,15.2,32.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",7.3,11.4,13.8,17.3,24.6,15.1,32.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",7.3,10.9,13.3,16.7,23.3,14.5,29.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",7.4,10.8,13,16.4,22.7,14.3,29,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",7.4,10.7,13,16.2,22.5,14.3,28.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",7.4,10.7,12.9,16.1,22.3,14.1,28.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0164",431,"Aucune influence","Limit̩e",5.9,20.4,25.8,30.1,46.3,33.8,64,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",7.6,10.1,12.3,15,20.8,13.2,26.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",6.9,16.8,20.4,24.4,35.8,25.1,45,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",7.1,16.7,20,24.2,34.7,24.1,43.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",7.2,16.5,19.6,23.7,33.3,22.7,40.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",7.6,15.7,18.9,22.5,31.9,20.8,35.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",8.3,13.5,17.5,20.7,28,19.3,27,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",7.6,9.5,11,12.5,18.1,12,22.9,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",7.7,9.4,10.6,11.8,17.2,11.6,21.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",7.8,9.2,10.1,11.2,16,11,20.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",7.8,9,9.8,10.9,15.4,10.7,19.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",8.3,7.8,8.4,9.2,11.3,8,12.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",8.3,7.6,8.2,9,11.1,7.7,11.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",8,7.9,8.9,9.9,11.6,8.3,12.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0189",332,"Aucune influence","Limit̩e",5.6,24.2,28.6,33.6,54.7,38.3,86.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",8.9,6.4,6.6,7.5,6.6,4.4,4.7,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",8.9,6.4,6.6,7.5,6.6,4.4,4.7,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",8.8,6.6,6.7,7.8,7.1,4.6,5.4,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",8.9,6.1,6.5,7,5.8,3.9,3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",8.4,6.9,7.5,8.6,8.5,5.7,6.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",8.6,10.7,14.2,16.1,22.5,16.5,25.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",8.9,10.3,12.8,14.5,20.5,14.1,21.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",7.4,17.1,22.2,25.9,37.3,29,46.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",7.6,16.4,21.5,25,35.6,27.9,43.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",7.6,16.3,21.5,24.9,35.4,27.8,42.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",6.7,20.3,25.9,29.2,48.2,33.1,64.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",7.1,18.2,24,27.4,42.6,30.2,57,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",7.3,16.4,22.6,25.5,38.1,28,51.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",7,16.4,24.1,25.9,39.6,27.9,47.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",10.9,4.7,4.4,5,3.2,2.1,-0.7,"Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0225",779,"Aucune influence","Mod̩r̩e",9.1,10.6,12.1,13.8,19.6,12.8,20.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",8.9,10.5,11.8,13.3,18.5,11.7,19.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0229",508,"Aucune influence","Limit̩e",9.3,10.3,11.5,14,18.5,12.3,18.9,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",3.8,35.3,40.7,56.7,81.4,67.8,175.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0242",311,"Aucune influence","Mod̩r̩e",4.2,32.6,37.6,52,72.3,64.9,154.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0252",441,"Aucune influence","Limit̩e",5.5,22.5,26.2,32.4,48.1,35.6,77.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",7.1,10.6,15.1,16.2,23.6,18.6,31.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable","Augmentation tr̬s probable","Augmentation probable"
