TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0135","Rivi̬re Mistaouac",25,0.89,0.8,0.78,0.78,0.74,0.75,0.66
"ABI0135","Rivi̬re Mistaouac",50,1.31,1.17,1.15,1.15,1.09,1.11,0.97
"ABI0135","Rivi̬re Mistaouac",75,1.91,1.72,1.68,1.69,1.6,1.65,1.44
"ABI0135","Rivi̬re Mistaouac",90,2.7,2.41,2.41,2.39,2.26,2.34,2.03
"ABI0140","Rivi̬re Harricana",10,28.25,23.86,23.14,21.98,20.43,21.21,16.7
"ABI0140","Rivi̬re Harricana",25,38.1,32.33,31.3,30.11,27.95,28.9,22.86
"ABI0140","Rivi̬re Harricana",50,53.3,45.51,44.29,42.41,39.5,40.61,32.61
"ABI0140","Rivi̬re Harricana",75,74.61,63.82,62.21,60.08,55.52,57.99,46.87
"ABI0140","Rivi̬re Harricana",90,100.92,86.21,84.34,81.69,76.01,78.79,65.05
"ABI0141","Rivi̬re Harricana",10,26.38,22.38,21.65,20.6,19.05,19.74,15.5
"ABI0141","Rivi̬re Harricana",25,35.74,30.34,29.23,28.18,25.82,26.8,21.1
"ABI0141","Rivi̬re Harricana",50,48.99,42.09,40.37,39.02,36.26,37.22,29.89
"ABI0141","Rivi̬re Harricana",75,67.44,58.21,56.01,54.6,50.42,52.56,42.08
"ABI0141","Rivi̬re Harricana",90,89.61,77.67,74.96,73.32,68.42,70.73,57.26
"ABI0142","Rivi̬re Plamondon",10,1.14,0.9,0.88,0.84,0.75,0.81,0.62
"ABI0142","Rivi̬re Plamondon",25,1.6,1.27,1.24,1.19,1.07,1.14,0.88
"ABI0142","Rivi̬re Plamondon",50,2.35,1.87,1.82,1.76,1.59,1.68,1.31
"ABI0142","Rivi̬re Plamondon",75,3.45,2.78,2.68,2.63,2.37,2.49,1.96
"ABI0142","Rivi̬re Plamondon",90,4.87,3.94,3.85,3.73,3.4,3.5,2.81
"ABI0144","Rivi̬re Plamondon",10,1.07,0.84,0.81,0.76,0.69,0.74,0.57
"ABI0144","Rivi̬re Plamondon",25,1.5,1.19,1.13,1.1,0.98,1.05,0.81
"ABI0144","Rivi̬re Plamondon",50,2.17,1.74,1.66,1.61,1.44,1.54,1.19
"ABI0144","Rivi̬re Plamondon",75,3.18,2.54,2.48,2.37,2.17,2.29,1.79
"ABI0144","Rivi̬re Plamondon",90,4.47,3.62,3.5,3.39,3.11,3.21,2.57
"ABI0146","Rivi̬re Plamondon",10,0.8,0.62,0.59,0.57,0.51,0.54,0.41
"ABI0146","Rivi̬re Plamondon",25,1.12,0.88,0.84,0.81,0.72,0.76,0.59
"ABI0146","Rivi̬re Plamondon",50,1.64,1.31,1.25,1.2,1.08,1.14,0.88
"ABI0146","Rivi̬re Plamondon",75,2.38,1.9,1.83,1.77,1.6,1.69,1.32
"ABI0146","Rivi̬re Plamondon",90,3.36,2.66,2.62,2.49,2.29,2.38,1.9
"ABI0149","Rivi̬re Harricana",10,24.5,20.65,20.3,19.22,17.67,18.46,14.39
"ABI0149","Rivi̬re Harricana",25,32.33,27.17,26.94,25.63,23.59,24.48,19.31
"ABI0149","Rivi̬re Harricana",50,43.68,37.48,36.44,35.06,32.36,33.6,26.84
"ABI0149","Rivi̬re Harricana",75,58.6,50.87,49.49,47.9,44.11,46.13,37.13
"ABI0149","Rivi̬re Harricana",90,76.99,66.95,64.81,63.46,58.82,61.59,50.29
"ABI0151","Rivi̬re Harricana",10,23.92,20.2,19.69,18.81,17.27,18.07,13.9
"ABI0151","Rivi̬re Harricana",25,31.13,26.39,25.56,24.59,22.73,23.43,18.5
"ABI0151","Rivi̬re Harricana",50,41.4,35.57,34.33,33.53,30.7,31.74,25.53
"ABI0151","Rivi̬re Harricana",75,55.45,47.96,46.34,44.94,41.93,43.11,35.47
"ABI0151","Rivi̬re Harricana",90,72.35,63.51,61.1,59.05,55.23,56.61,47.63
"ABI0153","Rivi̬re Harricana",10,23.72,20.02,19.58,18.67,17.21,17.84,13.84
"ABI0153","Rivi̬re Harricana",25,30.62,25.83,25.47,24.48,22.66,23.31,18.23
"ABI0153","Rivi̬re Harricana",50,40.78,34.85,34.14,32.9,30.53,31.3,24.96
"ABI0153","Rivi̬re Harricana",75,53.85,46.6,45.84,44.18,41.24,42.15,34.29
"ABI0153","Rivi̬re Harricana",90,69.74,60.27,59.08,57.8,54.29,55.03,46.02
"ABI0155","Rivi̬re Harricana",10,23.12,19.43,19.02,18.27,16.75,17.44,13.63
"ABI0155","Rivi̬re Harricana",25,29.92,25.34,24.75,23.71,21.85,22.7,17.97
"ABI0155","Rivi̬re Harricana",50,39.64,33.93,32.99,32.05,29.75,30.59,24.55
"ABI0155","Rivi̬re Harricana",75,52.39,45.56,44.24,42.97,39.98,41.38,33.8
"ABI0155","Rivi̬re Harricana",90,67.58,59.03,57.32,56.12,51.95,54.23,44.86
"ABI0156","Rivi̬re Harricana",10,22.42,19.06,18.52,17.76,16.42,16.98,13.37
"ABI0156","Rivi̬re Harricana",25,28.6,24.42,23.69,22.88,21.22,21.87,17.13
"ABI0156","Rivi̬re Harricana",50,37.17,32.07,31.23,30.29,28.2,29.05,23.14
"ABI0156","Rivi̬re Harricana",75,48.62,42.56,41.4,40.12,37.57,38.54,31.16
"ABI0156","Rivi̬re Harricana",90,61.98,54.88,52.81,51.35,48.65,49.88,41.11
"ABI0160","Rivi̬re Harricana",10,22.14,18.75,18.36,17.49,16.14,16.63,13.03
"ABI0160","Rivi̬re Harricana",25,27.96,23.83,23.32,22.37,20.61,21.32,16.94
"ABI0160","Rivi̬re Harricana",50,36.14,31.05,30.52,29.37,27.29,28.12,22.59
"ABI0160","Rivi̬re Harricana",75,46.76,40.67,39.74,38.66,35.92,37.11,30.23
"ABI0160","Rivi̬re Harricana",90,58.72,51.87,50.43,48.98,45.78,47.26,39.3
"ABI0162","Rivi̬re Harricana",10,22,18.65,18.13,17.35,16.17,16.63,12.98
"ABI0162","Rivi̬re Harricana",25,27.7,23.75,23.16,22.23,20.69,21.28,16.75
"ABI0162","Rivi̬re Harricana",50,35.98,31.18,30.35,29.26,27.22,28.16,22.37
"ABI0162","Rivi̬re Harricana",75,46.38,40.48,39.75,38.61,35.76,37.26,30.14
