TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,2737.32,2735.62,2811.22,2828.32,2763.83,2863.99,2424.96
"ABI0002","Rivi̬re Harricana",25,3165.83,3221.86,3325.92,3350.66,3325.99,3424.85,2992.49
"ABI0002","Rivi̬re Harricana",50,3727.09,3902.53,4030.89,4058.99,4056.15,4155.58,3744.43
"ABI0002","Rivi̬re Harricana",75,4422.19,4738.93,4877.91,4934.57,4947.62,5064.77,4702.63
"ABI0002","Rivi̬re Harricana",90,5145.59,5664.88,5810.71,5891.95,5904.89,6015.74,5718.36
"ABI0003","Rivi̬re Turgeon",10,1617.71,1618.92,1656.47,1678.48,1630.87,1696.1,1439.59
"ABI0003","Rivi̬re Turgeon",25,1898.16,1938.95,1982.21,2006.03,1958.16,2030.56,1789.14
"ABI0003","Rivi̬re Turgeon",50,2280.39,2386.89,2436.44,2469.75,2425.11,2508.56,2272.08
"ABI0003","Rivi̬re Turgeon",75,2773.1,2929.54,3028.21,3066.73,3021.14,3124.41,2862.64
"ABI0003","Rivi̬re Turgeon",90,3298.18,3556.11,3666.81,3713.77,3660.28,3774.29,3515.47
"ABI0004","Rivi̬re Martigny",10,30.32,30.07,30.76,31.08,30.55,31.88,26.01
"ABI0004","Rivi̬re Martigny",25,35.81,36.23,37.05,37.41,37.46,38.38,33.78
"ABI0004","Rivi̬re Martigny",50,44,45.25,46.51,46.86,47.5,48.17,44.74
"ABI0004","Rivi̬re Martigny",75,54.94,57.08,59.23,59.27,60.61,61.33,58.61
"ABI0004","Rivi̬re Martigny",90,66.5,70.02,72.85,72.79,75.58,75.89,74.63
"ABI0011","Rivi̬re Turgeon",10,1576.27,1574.63,1604.7,1627.75,1578.68,1651.07,1410.27
"ABI0011","Rivi̬re Turgeon",25,1834.56,1881,1916.77,1954.17,1910.07,1982.48,1732.82
"ABI0011","Rivi̬re Turgeon",50,2195.95,2297.1,2348,2388.67,2345.32,2431.09,2192.85
"ABI0011","Rivi̬re Turgeon",75,2658.86,2820.7,2904.73,2947.75,2922.38,2987.94,2777.12
"ABI0011","Rivi̬re Turgeon",90,3169.32,3425.33,3503.68,3546.49,3550.26,3624.57,3412.41
"ABI0012","Rivi̬re Turgeon",10,1156.45,1152.91,1178.02,1194.64,1160.59,1201.24,1043.78
"ABI0012","Rivi̬re Turgeon",25,1343.62,1371.5,1402.99,1418.64,1394.43,1444.43,1284.24
"ABI0012","Rivi̬re Turgeon",50,1603.47,1663.16,1709.94,1735.01,1699.83,1765.07,1611.41
"ABI0012","Rivi̬re Turgeon",75,1918.94,2036.21,2096.95,2126.97,2091.51,2150.03,2016.52
"ABI0012","Rivi̬re Turgeon",90,2266.17,2430.74,2513.28,2546.2,2515.45,2584.44,2461.1
"ABI0013","Rivi̬re Turgeon",10,1055.59,1056.14,1077.95,1087.9,1061.06,1106.82,953.8
"ABI0013","Rivi̬re Turgeon",25,1218.26,1248.95,1279.29,1294.82,1271.91,1320.85,1169.72
"ABI0013","Rivi̬re Turgeon",50,1440.49,1500.83,1543.56,1564.31,1549.27,1600.89,1463.05
"ABI0013","Rivi̬re Turgeon",75,1710.19,1818.13,1880.52,1903.08,1888.52,1939.92,1816.34
"ABI0013","Rivi̬re Turgeon",90,2007.54,2165.89,2241.07,2270.43,2264.81,2307.56,2201.09
