TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,83.91,99.7,101.64,106.75,119.35,111.85,144.49
"ABI0002","Rivi̬re Harricana",25,91.97,111.25,113.99,120.52,134.24,125.56,172.86
"ABI0002","Rivi̬re Harricana",50,102.06,126.12,129.3,139.45,154.26,144.34,215.49
"ABI0002","Rivi̬re Harricana",75,113.21,144.6,146.44,163,179.87,168.96,261.97
"ABI0002","Rivi̬re Harricana",90,124.28,165.73,163.83,189.29,208.74,198.89,313.32
"ABI0003","Rivi̬re Turgeon",10,37.73,45.59,46.44,48.91,56.2,52.71,71.13
"ABI0003","Rivi̬re Turgeon",25,41.46,51.11,52.76,56.49,64.39,60.21,87.34
"ABI0003","Rivi̬re Turgeon",50,45.95,58.65,60.85,66.93,75.79,70.42,111.96
"ABI0003","Rivi̬re Turgeon",75,50.94,68.05,70.17,80.51,90.21,83.94,140.2
"ABI0003","Rivi̬re Turgeon",90,55.88,80.14,79.25,95.88,106.48,102.56,171.55
"ABI0004","Rivi̬re Martigny",10,0.74,0.87,0.9,0.91,1.12,1.03,1.55
"ABI0004","Rivi̬re Martigny",25,0.81,0.99,1.06,1.09,1.31,1.21,1.96
"ABI0004","Rivi̬re Martigny",50,0.9,1.17,1.26,1.37,1.62,1.46,2.63
"ABI0004","Rivi̬re Martigny",75,1,1.4,1.48,1.73,2.03,1.81,3.34
"ABI0004","Rivi̬re Martigny",90,1.09,1.66,1.7,2.09,2.45,2.19,4.12
"ABI0011","Rivi̬re Turgeon",10,36.55,44.22,45,47.64,54.21,50.84,69.01
"ABI0011","Rivi̬re Turgeon",25,40.1,49.59,51.05,54.82,62.29,58.18,83.85
"ABI0011","Rivi̬re Turgeon",50,44.51,56.79,58.91,64.98,73.22,67.99,107.99
"ABI0011","Rivi̬re Turgeon",75,49.38,65.81,67.91,77.6,86.76,80.67,134.23
"ABI0011","Rivi̬re Turgeon",90,54.08,76.89,76.75,92.48,102.09,97.57,161.75
"ABI0012","Rivi̬re Turgeon",10,27.46,33.19,33.7,35.56,40.37,38.08,50.57
"ABI0012","Rivi̬re Turgeon",25,30.14,37.09,38.25,40.82,46.17,43.36,61.46
"ABI0012","Rivi̬re Turgeon",50,33.37,42.38,44.09,48.05,54.19,50.54,78.79
"ABI0012","Rivi̬re Turgeon",75,37,49.04,50.45,57.47,64.02,59.79,97.8
"ABI0012","Rivi̬re Turgeon",90,40.64,57.37,57.01,68.03,75.68,72.39,118.92
"ABI0013","Rivi̬re Turgeon",10,25.39,30.69,31.15,32.94,37.12,35.16,46.54
"ABI0013","Rivi̬re Turgeon",25,27.86,34.3,35.15,37.63,42.3,39.94,56.69
"ABI0013","Rivi̬re Turgeon",50,30.83,39.01,40.26,44.17,49.56,46.33,72.13
"ABI0013","Rivi̬re Turgeon",75,34.12,45.14,46,52.44,58.62,54.72,89.12
"ABI0013","Rivi̬re Turgeon",90,37.44,52.19,51.74,61.7,69.19,65.92,108.73
"ABI0014","",10,3.77,4.52,4.64,4.83,5.37,5.11,6.58
"ABI0014","",25,4.13,5.04,5.19,5.51,6.07,5.77,7.96
"ABI0014","",50,4.58,5.71,5.88,6.45,7.09,6.66,10.12
"ABI0014","",75,5.07,6.57,6.66,7.62,8.41,7.86,12.38
"ABI0014","",90,5.56,7.55,7.44,8.87,9.91,9.49,14.96
"ABI0016","",10,3.64,4.36,4.44,4.65,5.15,4.91,6.3
"ABI0016","",25,3.98,4.86,4.98,5.31,5.85,5.52,7.65
"ABI0016","",50,4.41,5.51,5.65,6.2,6.78,6.38,9.62
"ABI0016","",75,4.88,6.34,6.39,7.32,8.01,7.52,11.83
"ABI0016","",90,5.35,7.28,7.13,8.54,9.43,9.04,14.22
"ABI0020","",10,3.53,4.22,4.31,4.54,4.99,4.75,6.09
"ABI0020","",25,3.86,4.71,4.84,5.17,5.67,5.36,7.39
"ABI0020","",50,4.29,5.34,5.49,6.01,6.6,6.2,9.27
"ABI0020","",75,4.76,6.13,6.2,7.08,7.79,7.3,11.34
"ABI0020","",90,5.21,7.07,6.93,8.24,9.17,8.71,13.75
"ABI0028","",10,3.11,3.74,3.82,3.99,4.37,4.17,5.22
"ABI0028","",25,3.42,4.16,4.25,4.53,4.95,4.68,6.34
"ABI0028","",50,3.79,4.73,4.8,5.24,5.74,5.4,7.89
"ABI0028","",75,4.21,5.41,5.43,6.14,6.75,6.37,9.67
"ABI0028","",90,4.63,6.17,6.07,7.13,7.91,7.59,11.61
"ABI0029","",10,2.62,3.12,3.19,3.36,3.62,3.47,4.34
"ABI0029","",25,2.88,3.48,3.55,3.78,4.1,3.91,5.25
"ABI0029","",50,3.19,3.95,4.01,4.37,4.73,4.5,6.5
"ABI0029","",75,3.54,4.51,4.53,5.09,5.55,5.3,7.91
"ABI0029","",90,3.88,5.12,5.04,5.87,6.51,6.33,9.44
"ABI0030","",10,2.55,3.04,3.1,3.27,3.51,3.39,4.15
"ABI0030","",25,2.8,3.38,3.45,3.69,3.98,3.79,5.02
"ABI0030","",50,3.1,3.82,3.88,4.25,4.59,4.35,6.23
"ABI0030","",75,3.45,4.36,4.38,4.96,5.38,5.12,7.6
"ABI0030","",90,3.77,4.97,4.87,5.73,6.28,6.09,9.13
"ABI0031","",10,2.16,2.58,2.62,2.75,2.99,2.87,3.55
"ABI0031","",25,2.37,2.87,2.92,3.11,3.38,3.22,4.3
"ABI0031","",50,2.63,3.25,3.29,3.6,3.89,3.71,5.36
"ABI0031","",75,2.91,3.72,3.73,4.22,4.58,4.37,6.57
"ABI0031","",90,3.2,4.26,4.16,4.92,5.37,5.23,7.89
"ABI0032","",10,2.05,2.44,2.48,2.61,2.81,2.7,3.3
"ABI0032","",25,2.25,2.71,2.76,2.95,3.17,3.03,4
"ABI0032","",50,2.5,3.08,3.12,3.4,3.67,3.5,4.96
"ABI0032","",75,2.77,3.52,3.53,3.99,4.32,4.12,6.11
"ABI0032","",90,3.05,4.03,3.93,4.62,5.05,4.92,7.32
"ABI0033","",10,1.53,1.8,1.84,1.94,2.11,2.03,2.46
"ABI0033","",25,1.68,2.01,2.06,2.2,2.38,2.28,2.99
"ABI0033","",50,1.86,2.28,2.33,2.55,2.76,2.62,3.75
